Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,time,precipIntensity,Prediction,Probability,DayFrameAlt
0,1,1,0,0,1,0,0,0,0,383,44,15,0,0,2,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,383,44,15,0,0,2,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,383,44,15,0,0,2,1555070400,0.046,0,0.001482248306274,1
12,3,1,0,0,1,0,0,0,0,383,44,15,0,0,2,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,383,44,15,0,0,2,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,383,44,15,0,0,2,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,383,44,15,0,0,2,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,385,1,14,0,0,2,1555041600,0.0,0,0.001495689153671,3
4,1,1,0,0,1,0,0,0,0,385,1,14,0,0,2,1555056000,0.0,0,0.0015163719654080002,3
8,2,1,0,0,0,1,0,0,1,385,1,14,0,0,2,1555070400,0.04,0,0.0030877888202670003,1
12,3,1,0,0,1,0,0,0,0,385,1,14,0,0,2,1555084800,0.0,0,0.001751035451889,1
16,4,1,0,0,1,0,0,0,0,385,1,14,0,0,2,1555099200,0.0,0,0.0020401179790499996,2
20,1,1,0,0,1,0,0,0,0,385,1,14,0,0,2,1555113600,0.0,0,0.0015082955360410002,3
23,1,1,0,0,1,0,0,0,0,385,1,14,0,0,2,1555124400,0.0,0,0.001500844955444,3
0,1,1,0,0,1,0,0,0,0,386,2,14,0,0,1,1555041600,0.0,0,0.001490324735641,3
4,1,1,0,0,1,0,0,0,0,386,2,14,0,0,1,1555056000,0.0,0,0.001503884792328,3
8,2,1,0,0,0,1,0,0,1,386,2,14,0,0,1,1555070400,0.042,0,0.002926021814346,1
12,3,1,0,0,1,0,0,0,0,386,2,14,0,0,1,1555084800,0.0,0,0.0016663372516629998,1
16,4,1,0,0,1,0,0,0,0,386,2,14,0,0,1,1555099200,0.0,0,0.001873344182968,2
20,1,1,0,0,1,0,0,0,0,386,2,14,0,0,1,1555113600,0.0,0,0.0014989674091339998,3
23,1,1,0,0,1,0,0,0,0,386,2,14,0,0,1,1555124400,0.0,0,0.0014940798282620002,3
0,1,1,0,0,1,0,0,0,0,387,3,14,0,0,1,1555041600,0.0,0,0.001488506793976,3
4,1,1,0,0,1,0,0,0,0,387,3,14,0,0,1,1555056000,0.0,0,0.001499652862549,3
8,2,1,0,0,0,1,0,0,1,387,3,14,0,0,1,1555070400,0.045,0,0.002885729074478,1
12,3,1,0,0,1,0,0,0,0,387,3,14,0,0,1,1555084800,0.0,0,0.001637756824493,1
16,4,1,0,0,1,0,0,0,0,387,3,14,0,0,1,1555099200,0.0,0,0.001816093921661,2
20,1,1,0,0,1,0,0,0,0,387,3,14,0,0,1,1555113600,0.0,0,0.001496106386185,3
23,1,1,0,0,1,0,0,0,0,387,3,14,0,0,1,1555124400,0.0,0,0.0014919936656949998,3
0,1,1,0,0,1,0,0,0,0,388,4,14,0,0,1,1555041600,0.0,0,0.0014870464801789998,3
4,1,1,0,0,1,0,0,0,0,388,4,14,0,0,1,1555056000,0.0,0,0.001496165990829,3
8,2,1,0,0,0,1,0,0,1,388,4,14,0,0,1,1555070400,0.048,0,0.0031886696815490003,1
12,3,1,0,0,1,0,0,0,0,388,4,14,0,0,1,1555084800,0.0,0,0.001612782478333,1
16,4,1,0,0,1,0,0,0,0,388,4,14,0,0,1,1555099200,0.0,0,0.0017659366130829998,2
20,1,1,0,0,1,0,0,0,0,388,4,14,0,0,1,1555113600,0.0,0,0.001493752002716,3
23,1,1,0,0,1,0,0,0,0,388,4,14,0,0,1,1555124400,0.0,0,0.001490265130997,3
0,1,1,0,0,1,0,0,0,0,389,5,14,0,7,4,1555041600,0.0,0,0.0014846324920650001,3
4,1,1,0,0,1,0,0,0,0,389,5,14,0,7,4,1555056000,0.0,0,0.0014881193637850002,3
8,2,1,0,0,0,1,0,0,1,389,5,14,0,7,4,1555070400,0.051,0,0.001749277114868,1
12,3,1,0,0,1,0,0,0,0,389,5,14,0,7,4,1555084800,0.0,0,0.0015236139297489998,1
16,4,1,0,0,1,0,0,0,0,389,5,14,0,7,4,1555099200,0.0,0,0.001576811075211,2
20,1,1,0,0,1,0,0,0,0,389,5,14,0,7,4,1555113600,0.0,0,0.0014902055263520003,3
23,1,1,0,0,1,0,0,0,0,389,5,14,0,7,4,1555124400,0.0,0,0.001488447189331,3
0,1,1,0,0,1,0,0,0,0,390,6,14,0,7,10,1555041600,0.0,0,0.001484990119934,3
4,1,1,0,0,1,0,0,0,0,390,6,14,0,7,10,1555056000,0.0,0,0.0014902055263520003,3
8,2,1,0,0,0,1,0,0,1,390,6,14,0,7,10,1555070400,0.053,0,0.0034708082675930004,1
12,3,1,0,0,1,0,0,0,0,390,6,14,0,7,10,1555084800,0.0,0,0.0015370547771450002,1
16,4,1,0,0,1,0,0,0,0,390,6,14,0,7,10,1555099200,0.0,0,0.001602709293365,2
20,1,1,0,0,1,0,0,0,0,390,6,14,0,7,10,1555113600,0.0,0,0.001496165990829,3
23,1,1,0,0,1,0,0,0,0,390,6,14,0,7,10,1555124400,0.0,0,0.00149330496788,3
0,1,1,0,0,1,0,0,0,0,391,7,14,0,0,5,1555041600,0.0,0,0.0014855265617370003,3
4,1,1,0,0,1,0,0,0,0,391,7,14,0,0,5,1555056000,0.0,0,0.001493364572525,3
8,2,1,0,0,0,1,0,0,1,391,7,14,0,0,5,1555070400,0.055999999999999994,1,0.8164124488830559,1
12,3,1,0,0,1,0,0,0,0,391,7,14,0,0,5,1555084800,0.0,0,0.0016032457351680001,1
16,4,1,0,0,1,0,0,0,0,391,7,14,0,0,5,1555099200,0.0,0,0.0017535984516139998,2
20,1,1,0,0,1,0,0,0,0,391,7,14,0,0,5,1555113600,0.0,0,0.00149530172348,3
23,1,1,0,0,1,0,0,0,0,391,7,14,0,0,5,1555124400,0.0,0,0.001491665840149,3
0,1,1,0,0,1,0,0,0,0,392,8,14,0,7,5,1555041600,0.0,0,0.0014833807945250001,3
4,1,1,0,0,1,0,0,0,0,392,8,14,0,7,5,1555056000,0.0,0,0.0014854371547699998,3
8,2,1,0,0,0,1,0,0,1,392,8,14,0,7,5,1555070400,0.059000000000000004,1,0.9973104596138,1
12,3,1,0,0,1,0,0,0,0,392,8,14,0,7,5,1555084800,0.0,0,0.001505821943283,1
16,4,1,0,0,1,0,0,0,0,392,8,14,0,7,5,1555099200,0.0,0,0.001536935567856,2
20,1,1,0,0,1,0,0,0,0,392,8,14,0,7,5,1555113600,0.0,0,0.001486450433731,3
23,1,1,0,0,1,0,0,0,0,392,8,14,0,7,5,1555124400,0.0,0,0.001485466957092,3
0,1,1,0,0,1,0,0,0,0,393,9,14,0,7,12,1555041600,0.0,0,0.0014841556549070002,3
4,1,1,0,0,1,0,0,0,0,393,9,14,0,7,12,1555056000,0.0,0,0.0014884173870089998,3
8,2,1,0,0,0,1,0,0,1,393,9,14,0,7,12,1555070400,0.061,1,0.999972581863403,1
12,3,1,0,0,1,0,0,0,0,393,9,14,0,7,12,1555084800,0.0,0,0.001526266336441,1
16,4,1,0,0,1,0,0,0,0,393,9,14,0,7,12,1555099200,0.0,0,0.001578390598297,2
20,1,1,0,0,1,0,0,0,0,393,9,14,0,7,12,1555113600,0.0,0,0.0014940500259400002,3
23,1,1,0,1,0,0,0,0,0,393,9,14,0,7,12,1555124400,0.0,0,0.0014989078044889998,3
0,1,1,0,0,1,0,0,0,0,394,10,14,1,0,3,1555041600,0.0,0,0.001483142375946,3
4,1,1,0,0,1,0,0,0,0,394,10,14,1,0,3,1555056000,0.0,0,0.0014862120151520003,3
8,2,1,0,0,0,1,0,0,1,394,10,14,1,0,3,1555070400,0.064,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,394,10,14,1,0,3,1555084800,0.0,0,0.0015345215797420001,1
16,4,1,0,0,1,0,0,0,0,394,10,14,1,0,3,1555099200,0.0,0,0.001637935638428,2
20,1,1,0,0,1,0,0,0,0,394,10,14,1,0,3,1555113600,0.0,0,0.001553893089294,3
23,1,1,0,1,0,0,0,0,0,394,10,14,1,0,3,1555124400,0.0,0,0.0015725791454320002,3
0,1,1,0,0,1,0,0,0,0,395,11,14,0,7,10,1555041600,0.0,0,0.001483261585236,3
4,1,1,0,0,1,0,0,0,0,395,11,14,0,7,10,1555056000,0.0,0,0.0014853775501250002,3
8,2,1,0,0,0,1,0,0,1,395,11,14,0,7,10,1555070400,0.067,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,395,11,14,0,7,10,1555084800,0.0,0,0.0015062987804410001,1
16,4,1,0,0,1,0,0,0,0,395,11,14,0,7,10,1555099200,0.0,0,0.001536726951599,2
20,1,1,0,0,1,0,0,0,0,395,11,14,0,7,10,1555113600,0.0,0,0.001487970352173,3
23,1,1,0,1,0,0,0,0,0,395,11,14,0,7,10,1555124400,0.0,0,0.001488924026489,3
0,1,1,0,0,1,0,0,0,0,396,12,14,0,7,20,1555041600,0.0,0,0.001486390829086,3
4,1,1,0,0,1,0,0,0,0,396,12,14,0,7,20,1555056000,0.0,0,0.001497000455856,3
8,2,1,0,0,0,1,0,0,1,396,12,14,0,7,20,1555070400,0.07,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,396,12,14,0,7,20,1555084800,0.0,0,0.0015786588191989998,1
16,4,1,0,0,1,0,0,0,0,396,12,14,0,7,20,1555099200,0.0,0,0.001678198575974,2
20,1,1,0,0,1,0,0,0,0,396,12,14,0,7,20,1555113600,0.0,0,0.0015235841274260002,3
23,1,1,0,1,0,0,0,0,0,396,12,14,0,7,20,1555124400,0.0,0,0.0015388727188110002,3
0,1,1,0,0,1,0,0,0,0,397,13,14,0,7,7,1555041600,0.0,0,0.0014826655387879999,3
4,1,1,0,0,1,0,0,0,0,397,13,14,0,7,7,1555056000,0.0,0,0.001483500003815,3
8,2,1,0,0,0,1,0,0,1,397,13,14,0,7,7,1555070400,0.073,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,397,13,14,0,7,7,1555084800,0.0,0,0.0014922320842739997,1
16,4,1,0,0,1,0,0,0,0,397,13,14,0,7,7,1555099200,0.0,0,0.0015057623386379997,2
20,1,1,0,0,1,0,0,0,0,397,13,14,0,7,7,1555113600,0.0,0,0.0014841258525850002,3
23,1,1,0,1,0,0,0,0,0,397,13,14,0,7,7,1555124400,0.0,0,0.0014840364456179997,3
0,1,1,0,0,1,0,0,0,0,398,14,14,0,7,12,1555041600,0.0,0,0.001483082771301,3
4,1,1,0,0,1,0,0,0,0,398,14,14,0,7,12,1555056000,0.0,0,0.001485049724579,3
8,2,1,0,0,0,1,0,0,1,398,14,14,0,7,12,1555070400,0.076,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,398,14,14,0,7,12,1555084800,0.0,0,0.001503705978394,1
16,4,1,0,0,1,0,0,0,0,398,14,14,0,7,12,1555099200,0.0,0,0.001530230045319,2
20,1,1,0,0,1,0,0,0,0,398,14,14,0,7,12,1555113600,0.0,0,0.0014881193637850002,3
23,1,1,0,1,0,0,0,0,0,398,14,14,0,7,12,1555124400,0.0,0,0.00148794054985,3
0,1,1,0,0,1,0,0,0,0,399,15,14,0,7,4,1555041600,0.0,0,0.0014823973178860002,3
4,1,1,0,0,1,0,0,0,0,399,15,14,0,7,4,1555056000,0.0,0,0.0014826357364649998,3
8,2,1,0,0,0,1,0,0,1,399,15,14,0,7,4,1555070400,0.079,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,399,15,14,0,7,4,1555084800,0.0,0,0.001485794782639,1
16,4,1,0,0,1,0,0,0,0,399,15,14,0,7,4,1555099200,0.0,0,0.001490712165833,2
20,1,1,0,0,1,0,0,0,0,399,15,14,0,7,4,1555113600,0.0,0,0.0014827847480770003,3
23,1,1,0,1,0,0,0,0,0,399,15,14,0,7,4,1555124400,0.0,0,0.0014826655387879999,3
0,1,1,0,0,1,0,0,0,0,401,17,14,0,5,3,1555041600,0.0,0,0.0014824271202089998,3
4,1,1,0,0,1,0,0,0,0,401,17,14,0,5,3,1555056000,0.0,0,0.0014828443527220001,3
8,2,1,0,0,0,1,0,0,1,401,17,14,0,5,3,1555070400,0.085,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,401,17,14,0,5,3,1555084800,0.0,0,0.001488268375397,1
16,4,1,0,0,1,0,0,0,0,401,17,14,0,5,3,1555099200,0.0,0,0.0014972686767579999,2
20,1,1,0,0,1,0,0,0,0,401,17,14,0,5,3,1555113600,0.0,0,0.0014831125736239998,3
23,1,1,0,1,0,0,0,0,0,401,17,14,0,5,3,1555124400,0.0,0,0.001482993364334,3
0,1,1,0,0,1,0,0,0,0,402,18,14,0,5,12,1555041600,0.0,0,0.0014826655387879999,3
4,1,1,0,0,1,0,0,0,0,402,18,14,0,5,12,1555056000,0.0,0,0.001483798027039,3
8,2,1,0,0,0,1,0,0,1,402,18,14,0,5,12,1555070400,0.08800000000000001,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,402,18,14,0,5,12,1555084800,0.0,0,0.0014981925487520002,1
16,4,1,0,0,1,0,0,0,0,402,18,14,0,5,12,1555099200,0.0,0,0.0015203356742860001,2
20,1,1,0,0,1,0,0,0,0,402,18,14,0,5,12,1555113600,0.0,0,0.0014868080615999997,3
23,1,1,0,1,0,0,0,0,0,402,18,14,0,5,12,1555124400,0.0,0,0.0014868080615999997,3
0,1,1,0,0,1,0,0,0,0,403,19,14,0,7,12,1555041600,0.0,0,0.0014825165271760002,3
4,1,1,0,0,1,0,0,0,0,403,19,14,0,7,12,1555056000,0.0,0,0.001483261585236,3
8,2,1,0,0,0,1,0,0,1,403,19,14,0,7,12,1555070400,0.092,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,403,19,14,0,7,12,1555084800,0.0,0,0.001490414142609,1
16,4,1,0,0,1,0,0,0,0,403,19,14,0,7,12,1555099200,0.0,0,0.001501053571701,2
20,1,1,0,0,1,0,0,0,0,403,19,14,0,7,12,1555113600,0.0,0,0.001484721899033,3
23,1,1,0,1,0,0,0,0,0,403,19,14,0,7,12,1555124400,0.0,0,0.0014841258525850002,3
0,1,1,0,0,1,0,0,0,0,404,20,14,0,7,16,1555041600,0.0,0,0.001482725143433,3
4,1,1,0,0,1,0,0,0,0,404,20,14,0,7,16,1555056000,0.0,0,0.0014837384223939998,3
8,2,1,0,0,0,1,0,0,1,404,20,14,0,7,16,1555070400,0.094,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,404,20,14,0,7,16,1555084800,0.0,0,0.001494556665421,1
16,4,1,0,0,1,0,0,0,0,404,20,14,0,7,16,1555099200,0.0,0,0.001510113477707,2
20,1,1,0,0,1,0,0,0,0,404,20,14,0,7,16,1555113600,0.0,0,0.0014870762825010002,3
23,1,1,0,1,0,0,0,0,0,404,20,14,0,7,16,1555124400,0.0,0,0.001486569643021,3
0,1,1,0,0,1,0,0,0,0,405,21,14,0,7,14,1555041600,0.0,0,0.0014824867248539998,3
4,1,1,0,0,1,0,0,0,0,405,21,14,0,7,14,1555056000,0.0,0,0.001483082771301,3
8,2,1,0,0,0,1,0,0,1,405,21,14,0,7,14,1555070400,0.09300000000000001,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,405,21,14,0,7,14,1555084800,0.0,0,0.001489013433456,1
16,4,1,0,0,1,0,0,0,0,405,21,14,0,7,14,1555099200,0.0,0,0.001497954130173,2
20,1,1,0,0,1,0,0,0,0,405,21,14,0,7,14,1555113600,0.0,0,0.00148469209671,3
23,1,1,0,1,0,0,0,0,0,405,21,14,0,7,14,1555124400,0.0,0,0.001484274864197,3
0,1,1,0,0,1,0,0,0,0,406,22,14,0,7,10,1555041600,0.0,0,0.001482337713242,3
4,1,1,0,0,1,0,0,0,0,406,22,14,0,7,10,1555056000,0.0,0,0.0014824867248539998,3
8,2,1,0,0,0,1,0,0,1,406,22,14,0,7,10,1555070400,0.092,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,406,22,14,0,7,10,1555084800,0.0,0,0.001484274864197,1
16,4,1,0,0,1,0,0,0,0,406,22,14,0,7,10,1555099200,0.0,0,0.0014871060848239998,2
20,1,1,0,0,1,0,0,0,0,406,22,14,0,7,10,1555113600,0.0,0,0.0014828443527220001,3
23,1,1,0,1,0,0,0,0,0,406,22,14,0,7,10,1555124400,0.0,0,0.0014826953411099999,3
0,1,1,0,0,1,0,0,0,0,407,23,14,0,7,8,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,407,23,14,0,7,8,1555056000,0.0,0,0.001482337713242,3
8,2,1,0,0,0,1,0,0,1,407,23,14,0,7,8,1555070400,0.091,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,407,23,14,0,7,8,1555084800,0.0,0,0.001483023166657,1
16,4,1,0,0,1,0,0,0,0,407,23,14,0,7,8,1555099200,0.0,0,0.001484274864197,2
20,1,1,0,0,1,0,0,0,0,407,23,14,0,7,8,1555113600,0.0,0,0.0014824867248539998,3
23,1,1,0,1,0,0,0,0,0,407,23,14,0,7,8,1555124400,0.0,0,0.0014824271202089998,3
0,1,1,0,0,1,0,0,0,0,409,25,14,0,7,8,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,409,25,14,0,7,8,1555056000,0.0,0,0.001482307910919,3
8,2,1,0,0,0,1,0,0,1,409,25,14,0,7,8,1555070400,0.08800000000000001,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,409,25,14,0,7,8,1555084800,0.0,0,0.001482546329498,1
16,4,1,0,0,1,0,0,0,0,409,25,14,0,7,8,1555099200,0.0,0,0.0014831125736239998,2
20,1,1,0,0,1,0,0,0,0,409,25,14,0,7,8,1555113600,0.0,0,0.0014823973178860002,3
23,1,1,0,0,1,0,0,0,0,409,25,14,0,7,8,1555124400,0.0,0,0.0014822781085970002,3
0,1,1,0,0,1,0,0,0,0,410,26,14,0,2,4,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,410,26,14,0,2,4,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,410,26,14,0,2,4,1555070400,0.087,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,410,26,14,0,2,4,1555084800,0.0,0,0.0014828145504,1
16,4,1,0,0,1,0,0,0,0,410,26,14,0,2,4,1555099200,0.0,0,0.0014838576316829998,2
20,1,1,0,0,1,0,0,0,0,410,26,14,0,2,4,1555113600,0.0,0,0.0014823973178860002,3
23,1,1,0,0,1,0,0,0,0,410,26,14,0,2,4,1555124400,0.0,0,0.001482337713242,3
0,1,1,0,0,1,0,0,0,0,411,27,14,0,2,4,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,411,27,14,0,2,4,1555056000,0.0,0,0.0014822185039520001,3
8,2,1,0,0,0,1,0,0,1,411,27,14,0,2,4,1555070400,0.085,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,411,27,14,0,2,4,1555084800,0.0,0,0.0014825165271760002,1
16,4,1,0,0,1,0,0,0,0,411,27,14,0,2,4,1555099200,0.0,0,0.0014831721782679998,2
20,1,1,0,0,1,0,0,0,0,411,27,14,0,2,4,1555113600,0.0,0,0.0014823675155639998,3
23,1,1,0,0,1,0,0,0,0,411,27,14,0,2,4,1555124400,0.0,0,0.001482307910919,3
0,1,1,0,0,1,0,0,0,0,412,28,14,1,2,5,1555041600,0.0,0,0.001482307910919,3
4,1,1,0,0,1,0,0,0,0,412,28,14,1,2,5,1555056000,0.0,0,0.0014822185039520001,3
8,2,1,0,0,0,1,0,0,1,412,28,14,1,2,5,1555070400,0.083,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,412,28,14,1,2,5,1555084800,0.0,0,0.0014823973178860002,1
16,4,1,0,0,1,0,0,0,0,412,28,14,1,2,5,1555099200,0.0,0,0.0014826059341429998,2
20,1,1,0,0,1,0,0,0,0,412,28,14,1,2,5,1555113600,0.0,0,0.001482337713242,3
23,1,1,0,0,1,0,0,0,0,412,28,14,1,2,5,1555124400,0.0,0,0.0014824569225310002,3
0,1,1,0,0,1,0,0,0,0,413,29,14,1,4,4,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,413,29,14,1,4,4,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,413,29,14,1,4,4,1555070400,0.079,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,413,29,14,1,4,4,1555084800,0.0,0,0.001482307910919,1
16,4,1,0,0,1,0,0,0,0,413,29,14,1,4,4,1555099200,0.0,0,0.001482307910919,2
20,1,1,0,0,1,0,0,0,0,413,29,14,1,4,4,1555113600,0.0,0,0.001482248306274,3
23,1,1,0,0,1,0,0,0,0,413,29,14,1,4,4,1555124400,0.0,0,0.001482248306274,3
0,1,1,0,0,1,0,0,0,0,414,30,14,0,7,10,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,414,30,14,0,7,10,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,414,30,14,0,7,10,1555070400,0.077,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,414,30,14,0,7,10,1555084800,0.0,0,0.001482248306274,1
16,4,1,0,0,1,0,0,0,0,414,30,14,0,7,10,1555099200,0.0,0,0.001482337713242,2
20,1,1,0,0,1,0,0,0,0,414,30,14,0,7,10,1555113600,0.0,0,0.001482248306274,3
23,1,1,0,0,1,0,0,0,0,414,30,14,0,7,10,1555124400,0.0,0,0.001482248306274,3
0,1,1,0,0,1,0,0,0,0,415,31,14,0,7,13,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,415,31,14,0,7,13,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,415,31,14,0,7,13,1555070400,0.075,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,415,31,14,0,7,13,1555084800,0.0,0,0.001482307910919,1
16,4,1,0,0,1,0,0,0,0,415,31,14,0,7,13,1555099200,0.0,0,0.0014822781085970002,2
20,1,1,0,0,1,0,0,0,0,415,31,14,0,7,13,1555113600,0.0,0,0.001482248306274,3
23,1,1,0,0,1,0,0,0,0,415,31,14,0,7,13,1555124400,0.0,0,0.001482307910919,3
0,1,1,0,0,1,0,0,0,0,416,32,14,1,7,10,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,416,32,14,1,7,10,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,416,32,14,1,7,10,1555070400,0.073,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,416,32,14,1,7,10,1555084800,0.0,0,0.001482248306274,1
16,4,1,0,0,1,0,0,0,0,416,32,14,1,7,10,1555099200,0.0,0,0.001482307910919,2
20,1,1,0,0,1,0,0,0,0,416,32,14,1,7,10,1555113600,0.0,0,0.001482307910919,3
23,1,1,0,0,1,0,0,0,0,416,32,14,1,7,10,1555124400,0.0,0,0.001482307910919,3
0,1,1,0,0,1,0,0,0,0,417,33,14,1,2,6,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,417,33,14,1,2,6,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,417,33,14,1,2,6,1555070400,0.071,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,417,33,14,1,2,6,1555084800,0.0,0,0.001482248306274,1
16,4,1,0,0,1,0,0,0,0,417,33,14,1,2,6,1555099200,0.0,0,0.001482248306274,2
20,1,1,0,0,1,0,0,0,0,417,33,14,1,2,6,1555113600,0.0,0,0.001482248306274,3
23,1,1,0,0,1,0,0,0,0,417,33,14,1,2,6,1555124400,0.0,0,0.001482248306274,3
0,1,1,0,0,1,0,0,0,0,418,34,14,0,2,3,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,418,34,14,0,2,3,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,418,34,14,0,2,3,1555070400,0.069,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,418,34,14,0,2,3,1555084800,0.0,0,0.001482248306274,1
16,4,1,0,0,1,0,0,0,0,418,34,14,0,2,3,1555099200,0.0,0,0.001482307910919,2
20,1,1,0,0,1,0,0,0,0,418,34,14,0,2,3,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,418,34,14,0,2,3,1555124400,0.0,0,0.001482337713242,3
0,1,1,0,0,1,0,0,0,0,419,35,14,0,7,6,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,419,35,14,0,7,6,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,419,35,14,0,7,6,1555070400,0.067,1,0.9999741315841679,1
12,3,1,0,0,1,0,0,0,0,419,35,14,0,7,6,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,419,35,14,0,7,6,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,419,35,14,0,7,6,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,419,35,14,0,7,6,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,420,36,14,0,7,5,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,420,36,14,0,7,5,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,420,36,14,0,7,5,1555070400,0.065,1,0.999877572059631,1
12,3,1,0,0,1,0,0,0,0,420,36,14,0,7,5,1555084800,0.0,0,0.001482337713242,1
16,4,1,0,0,1,0,0,0,0,420,36,14,0,7,5,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,420,36,14,0,7,5,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,420,36,14,0,7,5,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,421,37,14,0,7,12,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,421,37,14,0,7,12,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,421,37,14,0,7,12,1555070400,0.063,1,0.999184489250183,1
12,3,1,0,0,1,0,0,0,0,421,37,14,0,7,12,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,421,37,14,0,7,12,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,421,37,14,0,7,12,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,421,37,14,0,7,12,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,422,38,14,0,7,9,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,422,38,14,0,7,9,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,422,38,14,0,7,9,1555070400,0.06,0,0.002245277166367,1
12,3,1,0,0,1,0,0,0,0,422,38,14,0,7,9,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,422,38,14,0,7,9,1555099200,0.0,0,0.001482337713242,2
