Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,time,precipIntensity,Prediction,Probability,DayFrameAlt
0,1,1,0,0,1,0,0,0,0,131,20,21,0,7,22,1555041600,0.0,0,0.0014825165271760002,3
4,1,1,0,0,1,0,0,0,0,131,20,21,0,7,22,1555056000,0.0,0,0.0014828741550450002,3
8,2,1,0,0,0,1,0,0,1,131,20,21,0,7,22,1555070400,0.10300000000000001,1,0.9999771118164059,1
12,3,1,0,0,1,0,0,0,0,131,20,21,0,7,22,1555084800,0.0,0,0.0014845728874210002,1
16,4,1,0,0,1,0,0,0,0,131,20,21,0,7,22,1555099200,0.0,0,0.001486748456955,2
20,1,1,0,0,1,0,0,0,0,131,20,21,0,7,22,1555113600,0.0,0,0.0014836192131039998,3
23,1,1,0,1,0,0,0,0,0,131,20,21,0,7,22,1555124400,0.0,0,0.001484364271164,3
0,1,1,0,0,1,0,0,0,0,132,21,21,0,7,21,1555041600,0.0,0,0.0014823675155639998,3
4,1,1,0,0,1,0,0,0,0,132,21,21,0,7,21,1555056000,0.0,0,0.001482576131821,3
8,2,1,0,0,0,1,0,0,1,132,21,21,0,7,21,1555070400,0.106,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,132,21,21,0,7,21,1555084800,0.0,0,0.0014834403991700002,1
16,4,1,0,0,1,0,0,0,0,132,21,21,0,7,21,1555099200,0.0,0,0.0014845728874210002,2
20,1,1,0,0,1,0,0,0,0,132,21,21,0,7,21,1555113600,0.0,0,0.001482933759689,3
23,1,1,0,0,1,0,0,0,0,132,21,21,0,7,21,1555124400,0.0,0,0.0014828741550450002,3
0,1,1,0,0,1,0,0,0,0,133,22,21,0,7,20,1555041600,0.0,0,0.0014822781085970002,3
4,1,1,0,0,1,0,0,0,0,133,22,21,0,7,20,1555056000,0.0,0,0.0014824271202089998,3
8,2,1,0,0,0,1,0,0,1,133,22,21,0,7,20,1555070400,0.11,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,133,22,21,0,7,20,1555084800,0.0,0,0.0014828443527220001,1
16,4,1,0,0,1,0,0,0,0,133,22,21,0,7,20,1555099200,0.0,0,0.0014834702014920001,2
20,1,1,0,0,1,0,0,0,0,133,22,21,0,7,20,1555113600,0.0,0,0.0014826059341429998,3
23,1,1,0,0,1,0,0,0,0,133,22,21,0,7,20,1555124400,0.0,0,0.001482546329498,3
0,1,1,0,0,1,0,0,0,0,134,23,21,0,7,23,1555041600,0.0,0,0.0014822781085970002,3
4,1,1,0,0,1,0,0,0,0,134,23,21,0,7,23,1555056000,0.0,0,0.0014822781085970002,3
8,2,1,0,0,0,1,0,0,1,134,23,21,0,7,23,1555070400,0.114,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,134,23,21,0,7,23,1555084800,0.0,0,0.001482546329498,1
16,4,1,0,0,1,0,0,0,0,134,23,21,0,7,23,1555099200,0.0,0,0.0014828741550450002,2
20,1,1,0,0,1,0,0,0,0,134,23,21,0,7,23,1555113600,0.0,0,0.0014823675155639998,3
23,1,1,0,0,1,0,0,0,0,134,23,21,0,7,23,1555124400,0.0,0,0.0014824569225310002,3
0,1,1,0,0,1,0,0,0,0,135,24,21,0,7,20,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,135,24,21,0,7,20,1555056000,0.0,0,0.001482307910919,3
8,2,1,0,0,0,1,0,0,1,135,24,21,0,7,20,1555070400,0.11199999999999999,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,135,24,21,0,7,20,1555084800,0.0,0,0.0014824271202089998,1
16,4,1,0,0,1,0,0,0,0,135,24,21,0,7,20,1555099200,0.0,0,0.001482546329498,2
20,1,1,0,0,1,0,0,0,0,135,24,21,0,7,20,1555113600,0.0,0,0.001482337713242,3
23,1,1,0,0,1,0,0,0,0,135,24,21,0,7,20,1555124400,0.0,0,0.0014822781085970002,3
0,1,1,0,0,1,0,0,0,0,136,25,21,0,7,21,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,136,25,21,0,7,21,1555056000,0.0,0,0.001482307910919,3
8,2,1,0,0,0,1,0,0,1,136,25,21,0,7,21,1555070400,0.111,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,136,25,21,0,7,21,1555084800,0.0,0,0.0014822781085970002,1
16,4,1,0,0,1,0,0,0,0,136,25,21,0,7,21,1555099200,0.0,0,0.0014824271202089998,2
20,1,1,0,0,1,0,0,0,0,136,25,21,0,7,21,1555113600,0.0,0,0.0014822781085970002,3
23,1,1,0,0,1,0,0,0,0,136,25,21,0,7,21,1555124400,0.0,0,0.0014822781085970002,3
0,1,1,0,0,1,0,0,0,0,137,26,21,0,7,21,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,137,26,21,0,7,21,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,137,26,21,0,7,21,1555070400,0.109,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,137,26,21,0,7,21,1555084800,0.0,0,0.001482307910919,1
16,4,1,0,0,1,0,0,0,0,137,26,21,0,7,21,1555099200,0.0,0,0.001482337713242,2
20,1,1,0,0,1,0,0,0,0,137,26,21,0,7,21,1555113600,0.0,0,0.0014822185039520001,3
23,1,1,0,0,1,0,0,0,0,137,26,21,0,7,21,1555124400,0.0,0,0.001482248306274,3
0,1,1,0,0,1,0,0,0,0,138,27,21,0,7,21,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,138,27,21,0,7,21,1555056000,0.0,0,0.001482307910919,3
8,2,1,0,0,0,1,0,0,1,138,27,21,0,7,21,1555070400,0.107,1,0.9999771118164059,1
12,3,1,0,0,1,0,0,0,0,138,27,21,0,7,21,1555084800,0.0,0,0.001482307910919,1
16,4,1,0,0,1,0,0,0,0,138,27,21,0,7,21,1555099200,0.0,0,0.001482248306274,2
20,1,1,0,0,1,0,0,0,0,138,27,21,0,7,21,1555113600,0.0,0,0.001482248306274,3
23,1,1,0,0,1,0,0,0,0,138,27,21,0,7,21,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,139,28,21,0,2,12,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,139,28,21,0,2,12,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,139,28,21,0,2,12,1555070400,0.105,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,139,28,21,0,2,12,1555084800,0.0,0,0.0014822781085970002,1
16,4,1,0,0,1,0,0,0,0,139,28,21,0,2,12,1555099200,0.0,0,0.0014823973178860002,2
20,1,1,0,0,1,0,0,0,0,139,28,21,0,2,12,1555113600,0.0,0,0.001482248306274,3
23,1,1,0,0,1,0,0,0,0,139,28,21,0,2,12,1555124400,0.0,0,0.001482307910919,3
0,1,1,0,0,1,0,0,0,0,140,29,21,1,2,8,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,140,29,21,1,2,8,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,140,29,21,1,2,8,1555070400,0.102,1,0.9999771118164059,1
12,3,1,0,0,1,0,0,0,0,140,29,21,1,2,8,1555084800,0.0,0,0.001482307910919,1
16,4,1,0,0,1,0,0,0,0,140,29,21,1,2,8,1555099200,0.0,0,0.0014822781085970002,2
20,1,1,0,0,1,0,0,0,0,140,29,21,1,2,8,1555113600,0.0,0,0.001482307910919,3
23,1,1,0,0,1,0,0,0,0,140,29,21,1,2,8,1555124400,0.0,0,0.001482248306274,3
0,1,1,0,0,1,0,0,0,0,141,30,21,1,2,2,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,141,30,21,1,2,2,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,141,30,21,1,2,2,1555070400,0.1,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,141,30,21,1,2,2,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,141,30,21,1,2,2,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,141,30,21,1,2,2,1555113600,0.0,0,0.001482337713242,3
23,1,1,0,0,1,0,0,0,0,141,30,21,1,2,2,1555124400,0.0,0,0.001482337713242,3
0,1,1,0,0,1,0,0,0,0,142,31,21,0,7,7,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,142,31,21,0,7,7,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,142,31,21,0,7,7,1555070400,0.094,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,142,31,21,0,7,7,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,142,31,21,0,7,7,1555099200,0.0,0,0.001482248306274,2
20,1,1,0,0,1,0,0,0,0,142,31,21,0,7,7,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,142,31,21,0,7,7,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,143,32,21,0,7,6,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,143,32,21,0,7,6,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,143,32,21,0,7,6,1555070400,0.092,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,143,32,21,0,7,6,1555084800,0.0,0,0.001482337713242,1
16,4,1,0,0,1,0,0,0,0,143,32,21,0,7,6,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,143,32,21,0,7,6,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,143,32,21,0,7,6,1555124400,0.0,0,0.001482337713242,3
0,1,1,0,0,1,0,0,0,0,144,33,21,0,7,7,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,144,33,21,0,7,7,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,144,33,21,0,7,7,1555070400,0.08800000000000001,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,144,33,21,0,7,7,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,144,33,21,0,7,7,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,144,33,21,0,7,7,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,144,33,21,0,7,7,1555124400,0.0,0,0.001482337713242,3
0,1,1,0,0,1,0,0,0,0,145,34,21,0,7,1,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,145,34,21,0,7,1,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,145,34,21,0,7,1,1555070400,0.084,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,145,34,21,0,7,1,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,145,34,21,0,7,1,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,145,34,21,0,7,1,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,145,34,21,0,7,1,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,146,35,21,0,7,5,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,146,35,21,0,7,5,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,146,35,21,0,7,5,1555070400,0.08,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,146,35,21,0,7,5,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,146,35,21,0,7,5,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,146,35,21,0,7,5,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,146,35,21,0,7,5,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,147,36,21,0,7,6,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,147,36,21,0,7,6,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,147,36,21,0,7,6,1555070400,0.076,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,147,36,21,0,7,6,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,147,36,21,0,7,6,1555099200,0.0,0,0.0014821887016300001,2
20,1,1,0,0,1,0,0,0,0,147,36,21,0,7,6,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,147,36,21,0,7,6,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,148,37,21,0,7,3,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,148,37,21,0,7,3,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,148,37,21,0,7,3,1555070400,0.073,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,148,37,21,0,7,3,1555084800,0.0,0,0.0014821887016300001,1
16,4,1,0,0,1,0,0,0,0,148,37,21,0,7,3,1555099200,0.0,0,0.001482337713242,2
20,1,1,0,0,1,0,0,0,0,148,37,21,0,7,3,1555113600,0.0,0,0.0014821887016300001,3
23,1,1,0,0,1,0,0,0,0,148,37,21,0,7,3,1555124400,0.0,0,0.0014821887016300001,3
0,1,1,0,0,1,0,0,0,0,150,8,20,0,0,1,1555041600,0.0,0,0.001483023166657,3
4,1,1,0,0,1,0,0,0,0,150,8,20,0,0,1,1555056000,0.0,0,0.0014851093292240001,3
8,2,1,0,0,0,1,0,0,1,150,8,20,0,0,1,1555070400,0.062,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,150,8,20,0,0,1,1555084800,0.0,0,0.001507639884949,1
16,4,1,0,0,1,0,0,0,0,150,8,20,0,0,1,1555099200,0.0,0,0.0015438199043270003,2
20,1,1,0,0,1,0,0,0,0,150,8,20,0,0,1,1555113600,0.0,0,0.001485556364059,3
23,1,1,0,0,1,0,0,0,0,150,8,20,0,0,1,1555124400,0.0,0,0.0014845430850979997,3
0,1,1,0,0,1,0,0,0,0,151,9,20,0,0,1,1555041600,0.0,0,0.0014829039573670002,3
4,1,1,0,0,1,0,0,0,0,151,9,20,0,0,1,1555056000,0.0,0,0.0014846026897429997,3
8,2,1,0,0,0,1,0,0,1,151,9,20,0,0,1,1555070400,0.065,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,151,9,20,0,0,1,1555084800,0.0,0,0.0015040636062620002,1
16,4,1,0,0,1,0,0,0,0,151,9,20,0,0,1,1555099200,0.0,0,0.001535922288895,2
20,1,1,0,0,1,0,0,0,0,151,9,20,0,0,1,1555113600,0.0,0,0.001485198736191,3
23,1,1,0,0,1,0,0,0,0,151,9,20,0,0,1,1555124400,0.0,0,0.001484274864197,3
0,1,1,0,0,1,0,0,0,0,153,11,20,0,2,3,1555041600,0.0,0,0.0014841258525850002,3
4,1,1,0,0,1,0,0,0,0,153,11,20,0,2,3,1555056000,0.0,0,0.001488208770752,3
8,2,1,0,0,0,1,0,0,1,153,11,20,0,2,3,1555070400,0.071,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,153,11,20,0,2,3,1555084800,0.0,0,0.0015237927436829999,1
16,4,1,0,0,1,0,0,0,0,153,11,20,0,2,3,1555099200,0.0,0,0.0015747845172879998,2
20,1,1,0,0,1,0,0,0,0,153,11,20,0,2,3,1555113600,0.0,0,0.001487970352173,3
23,1,1,0,0,1,0,0,0,0,153,11,20,0,2,3,1555124400,0.0,0,0.00148606300354,3
0,1,1,0,0,1,0,0,0,0,154,12,20,0,7,5,1555041600,0.0,0,0.001482337713242,3
4,1,1,0,0,1,0,0,0,0,154,12,20,0,7,5,1555056000,0.0,0,0.001482576131821,3
8,2,1,0,0,0,1,0,0,1,154,12,20,0,7,5,1555070400,0.07400000000000001,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,154,12,20,0,7,5,1555084800,0.0,0,0.001483500003815,1
16,4,1,0,0,1,0,0,0,0,154,12,20,0,7,5,1555099200,0.0,0,0.001484781503677,2
20,1,1,0,0,1,0,0,0,0,154,12,20,0,7,5,1555113600,0.0,0,0.0014825165271760002,3
23,1,1,0,0,1,0,0,0,0,154,12,20,0,7,5,1555124400,0.0,0,0.0014824569225310002,3
0,1,1,0,0,1,0,0,0,0,155,13,20,1,2,5,1555041600,0.0,0,0.001486986875534,3
4,1,1,0,0,1,0,0,0,0,155,13,20,1,2,5,1555056000,0.0,0,0.001494199037552,3
8,2,1,0,0,0,1,0,0,1,155,13,20,1,2,5,1555070400,0.077,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,155,13,20,1,2,5,1555084800,0.0,0,0.0015709996223450002,1
16,4,1,0,0,0,0,1,0,0,155,13,20,1,2,5,1555099200,0.0,0,0.001534700393677,2
20,1,1,0,0,1,0,0,0,0,155,13,20,1,2,5,1555113600,0.0,0,0.001600563526154,3
23,1,1,0,0,1,0,0,0,0,155,13,20,1,2,5,1555124400,0.0,0,0.0016453266143800001,3
0,1,1,0,0,1,0,0,0,0,156,14,20,1,2,17,1555041600,0.0,0,0.002647191286087,3
4,1,1,0,0,1,0,0,0,0,156,14,20,1,2,17,1555056000,0.0,0,0.003489822149277,3
8,2,1,0,0,0,1,0,0,1,156,14,20,1,2,17,1555070400,0.081,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,156,14,20,1,2,17,1555084800,0.0,0,0.035120934247971,1
16,4,1,0,0,1,0,0,0,0,156,14,20,1,2,17,1555099200,0.0,0,0.22768938541412398,2
20,1,1,0,0,1,0,0,0,0,156,14,20,1,2,17,1555113600,0.0,0,0.011960685253142998,3
23,1,1,0,1,0,0,0,0,0,156,14,20,1,2,17,1555124400,0.0,0,0.009378552436829,3
0,1,1,0,0,1,0,0,0,0,157,15,20,0,2,20,1555041600,0.0,0,0.0014831721782679998,3
4,1,1,0,0,1,0,0,0,0,157,15,20,0,2,20,1555056000,0.0,0,0.001485794782639,3
8,2,1,0,0,0,1,0,0,1,157,15,20,0,2,20,1555070400,0.084,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,157,15,20,0,2,20,1555084800,0.0,0,0.001516968011856,1
16,4,1,0,0,1,0,0,0,0,157,15,20,0,2,20,1555099200,0.0,0,0.001570373773575,2
20,1,1,0,0,1,0,0,0,0,157,15,20,0,2,20,1555113600,0.0,0,0.0015036165714260002,3
23,1,1,0,1,0,0,0,0,0,157,15,20,0,2,20,1555124400,0.0,0,0.0015284121036529999,3
0,1,1,0,0,1,0,0,0,0,158,16,20,0,9,19,1555041600,0.0,0,0.0014831721782679998,3
4,1,1,0,0,1,0,0,0,0,158,16,20,0,9,19,1555056000,0.0,0,0.001484841108322,3
8,2,1,0,0,0,1,0,0,1,158,16,20,0,9,19,1555070400,0.08800000000000001,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,158,16,20,0,9,19,1555084800,0.0,0,0.001490145921707,1
16,4,1,0,0,1,0,0,0,0,158,16,20,0,9,19,1555099200,0.0,0,0.001495897769928,2
20,1,1,0,0,1,0,0,0,0,158,16,20,0,9,19,1555113600,0.0,0,0.001487612724304,3
23,1,1,0,1,0,0,0,0,0,158,16,20,0,9,19,1555124400,0.0,0,0.0014867186546329999,3
0,1,1,0,0,1,0,0,0,0,159,17,20,0,7,22,1555041600,0.0,0,0.001483589410782,3
4,1,1,0,0,1,0,0,0,0,159,17,20,0,7,22,1555056000,0.0,0,0.0014858841896059998,3
8,2,1,0,0,0,1,0,0,1,159,17,20,0,7,22,1555070400,0.091,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,159,17,20,0,7,22,1555084800,0.0,0,0.0014966428279879998,1
16,4,1,0,0,1,0,0,0,0,159,17,20,0,7,22,1555099200,0.0,0,0.0015092492103579997,2
20,1,1,0,0,1,0,0,0,0,159,17,20,0,7,22,1555113600,0.0,0,0.001491516828537,3
23,1,1,0,1,0,0,0,0,0,159,17,20,0,7,22,1555124400,0.0,0,0.0014930367469789998,3
0,1,1,0,0,1,0,0,0,0,160,18,20,0,2,14,1555041600,0.0,0,0.0014828145504,3
4,1,1,0,0,1,0,0,0,0,160,18,20,0,2,14,1555056000,0.0,0,0.001483976840973,3
8,2,1,0,0,0,1,0,0,1,160,18,20,0,2,14,1555070400,0.094,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,160,18,20,0,2,14,1555084800,0.0,0,0.001498222351074,1
16,4,1,0,0,1,0,0,0,0,160,18,20,0,2,14,1555099200,0.0,0,0.0015226602554320003,2
20,1,1,0,0,1,0,0,0,0,160,18,20,0,2,14,1555113600,0.0,0,0.001487731933594,3
23,1,1,0,1,0,0,0,0,0,160,18,20,0,2,14,1555124400,0.0,0,0.0014918744564060003,3
0,1,1,0,0,1,0,0,0,0,161,19,20,0,7,25,1555041600,0.0,0,0.0014828443527220001,3
4,1,1,0,0,1,0,0,0,0,161,19,20,0,7,25,1555056000,0.0,0,0.001483798027039,3
8,2,1,0,0,0,1,0,0,1,161,19,20,0,7,25,1555070400,0.098,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,161,19,20,0,7,25,1555084800,0.0,0,0.001488447189331,1
16,4,1,0,0,1,0,0,0,0,161,19,20,0,7,25,1555099200,0.0,0,0.0014940798282620002,2
20,1,1,0,0,1,0,0,0,0,161,19,20,0,7,25,1555113600,0.0,0,0.001486480236053,3
23,1,1,0,1,0,0,0,0,0,161,19,20,0,7,25,1555124400,0.0,0,0.00148817896843,3
0,1,1,0,0,1,0,0,0,0,162,20,20,0,7,25,1555041600,0.0,0,0.0014826357364649998,3
4,1,1,0,0,1,0,0,0,0,162,20,20,0,7,25,1555056000,0.0,0,0.001483082771301,3
8,2,1,0,0,0,1,0,0,1,162,20,20,0,7,25,1555070400,0.102,1,0.999977052211762,1
12,3,1,0,0,1,0,0,0,0,162,20,20,0,7,25,1555084800,0.0,0,0.001485794782639,1
16,4,1,0,0,1,0,0,0,0,162,20,20,0,7,25,1555099200,0.0,0,0.001489102840424,2
20,1,1,0,0,1,0,0,0,0,162,20,20,0,7,25,1555113600,0.0,0,0.0014845430850979997,3
23,1,1,0,1,0,0,0,0,0,162,20,20,0,7,25,1555124400,0.0,0,0.001485735177994,3
0,1,1,0,0,1,0,0,0,0,163,21,20,0,7,16,1555041600,0.0,0,0.001482337713242,3
4,1,1,0,0,1,0,0,0,0,163,21,20,0,7,16,1555056000,0.0,0,0.0014825165271760002,3
8,2,1,0,0,0,1,0,0,1,163,21,20,0,7,16,1555070400,0.105,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,163,21,20,0,7,16,1555084800,0.0,0,0.0014833509922029997,1
16,4,1,0,0,1,0,0,0,0,163,21,20,0,7,16,1555099200,0.0,0,0.0014845728874210002,2
20,1,1,0,0,1,0,0,0,0,163,21,20,0,7,16,1555113600,0.0,0,0.0014827847480770003,3
23,1,1,0,0,1,0,0,0,0,163,21,20,0,7,16,1555124400,0.0,0,0.0014828145504,3
0,1,1,0,0,1,0,0,0,0,164,22,20,0,7,17,1555041600,0.0,0,0.001482337713242,3
4,1,1,0,0,1,0,0,0,0,164,22,20,0,7,17,1555056000,0.0,0,0.0014824271202089998,3
8,2,1,0,0,0,1,0,0,1,164,22,20,0,7,17,1555070400,0.109,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,164,22,20,0,7,17,1555084800,0.0,0,0.001483023166657,1
16,4,1,0,0,1,0,0,0,0,164,22,20,0,7,17,1555099200,0.0,0,0.0014838576316829998,2
20,1,1,0,0,1,0,0,0,0,164,22,20,0,7,17,1555113600,0.0,0,0.0014826357364649998,3
23,1,1,0,0,1,0,0,0,0,164,22,20,0,7,17,1555124400,0.0,0,0.0014826655387879999,3
0,1,1,0,0,1,0,0,0,0,165,23,20,0,7,16,1555041600,0.0,0,0.001482307910919,3
4,1,1,0,0,1,0,0,0,0,165,23,20,0,7,16,1555056000,0.0,0,0.001482337713242,3
8,2,1,0,0,0,1,0,0,1,165,23,20,0,7,16,1555070400,0.111,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,165,23,20,0,7,16,1555084800,0.0,0,0.0014826655387879999,1
16,4,1,0,0,1,0,0,0,0,165,23,20,0,7,16,1555099200,0.0,0,0.001483082771301,2
20,1,1,0,0,1,0,0,0,0,165,23,20,0,7,16,1555113600,0.0,0,0.0014824271202089998,3
23,1,1,0,0,1,0,0,0,0,165,23,20,0,7,16,1555124400,0.0,0,0.0014824271202089998,3
0,1,1,0,0,1,0,0,0,0,166,24,20,0,7,19,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,166,24,20,0,7,19,1555056000,0.0,0,0.001482337713242,3
8,2,1,0,0,0,1,0,0,1,166,24,20,0,7,19,1555070400,0.109,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,166,24,20,0,7,19,1555084800,0.0,0,0.0014825165271760002,1
16,4,1,0,0,1,0,0,0,0,166,24,20,0,7,19,1555099200,0.0,0,0.0014828443527220001,2
20,1,1,0,0,1,0,0,0,0,166,24,20,0,7,19,1555113600,0.0,0,0.0014823973178860002,3
23,1,1,0,0,1,0,0,0,0,166,24,20,0,7,19,1555124400,0.0,0,0.0014823973178860002,3
0,1,1,0,0,1,0,0,0,0,167,25,20,0,7,29,1555041600,0.0,0,0.001482248306274,3
4,1,1,0,0,1,0,0,0,0,167,25,20,0,7,29,1555056000,0.0,0,0.001482248306274,3
8,2,1,0,0,0,1,0,0,1,167,25,20,0,7,29,1555070400,0.10800000000000001,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,167,25,20,0,7,29,1555084800,0.0,0,0.0014823675155639998,1
16,4,1,0,0,1,0,0,0,0,167,25,20,0,7,29,1555099200,0.0,0,0.0014824569225310002,2
20,1,1,0,0,1,0,0,0,0,167,25,20,0,7,29,1555113600,0.0,0,0.0014822781085970002,3
23,1,1,0,0,1,0,0,0,0,167,25,20,0,7,29,1555124400,0.0,0,0.0014822781085970002,3
0,1,1,0,0,1,0,0,0,0,168,26,20,0,7,21,1555041600,0.0,0,0.001482307910919,3
4,1,1,0,0,1,0,0,0,0,168,26,20,0,7,21,1555056000,0.0,0,0.001482307910919,3
8,2,1,0,0,0,1,0,0,1,168,26,20,0,7,21,1555070400,0.106,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,168,26,20,0,7,21,1555084800,0.0,0,0.0014823675155639998,1
16,4,1,0,0,1,0,0,0,0,168,26,20,0,7,21,1555099200,0.0,0,0.0014823675155639998,2
20,1,1,0,0,1,0,0,0,0,168,26,20,0,7,21,1555113600,0.0,0,0.001482307910919,3
23,1,1,0,0,1,0,0,0,0,168,26,20,0,7,21,1555124400,0.0,0,0.001482307910919,3
0,1,1,0,0,1,0,0,0,0,169,27,20,0,7,7,1555041600,0.0,0,0.0014821887016300001,3
4,1,1,0,0,1,0,0,0,0,169,27,20,0,7,7,1555056000,0.0,0,0.0014821887016300001,3
8,2,1,0,0,0,1,0,0,1,169,27,20,0,7,7,1555070400,0.10400000000000001,1,0.999976992607117,1
12,3,1,0,0,1,0,0,0,0,169,27,20,0,7,7,1555084800,0.0,0,0.001482248306274,1
