,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP,Y_test,Y_pred
0,86.43282618448137,0.12469603218670565,85.73688373319273,0.12399848574334332,0.9354351698223352,11488.0,1742.0,2045.0,11276.0,,
1,86.67818058743777,0.10097195695452432,85.97039659523182,0.09978437236033794,0.9365934010501664,11693.0,1537.0,2188.0,11133.0,,
2,86.91546548409826,0.09980139735398567,86.18131143836392,0.09879593653509602,0.9379871817939532,11758.0,1472.0,2197.0,11124.0,,
3,86.98003181073686,0.09867065228512018,86.28300252344545,0.09757189371183386,0.9390317165827372,11627.0,1603.0,2039.0,11282.0,,
4,87.21408856934731,0.09770688195385856,86.49015103009305,0.09663848543742992,0.939759802193446,11776.0,1454.0,2133.0,11188.0,,
5,87.22861588681472,0.09710445924171784,86.50898271251553,0.0962232695269658,0.9402145851125442,11761.0,1469.0,2113.0,11208.0,,
6,87.4788141112449,0.09633061058289093,86.70859854619411,0.09549487218403152,0.9410950423926712,11852.0,1378.0,2151.0,11170.0,,
7,87.51109729852114,0.09522585238249022,86.87808368799669,0.09456674754778928,0.9419650024345079,11783.0,1447.0,2037.0,11284.0,,
8,87.47881429385636,0.0942871637317514,86.78392527588413,0.09380797955362842,0.9425223405346091,11564.0,1666.0,1843.0,11478.0,,
9,87.7290120372237,0.0935196050187922,87.05886783925276,0.09307525696091394,0.943180454959386,11777.0,1453.0,1983.0,11338.0,,
10,87.75806695175228,0.0930915132629793,87.16809159730329,0.092635270563199,0.9434689389272378,11822.0,1408.0,1999.0,11322.0,,
11,87.94692522199719,0.0927122222266377,87.25471733644684,0.09238848805129077,0.9438755083145788,12000.0,1230.0,2154.0,11167.0,,
12,87.98728091778611,0.0923019771823558,87.39407178637339,0.09193285196219267,0.944254384852474,11973.0,1257.0,2090.0,11231.0,,
13,87.90011552072464,0.09196580202904757,87.24718466347784,0.09164806537686017,0.9444545842092144,11794.0,1436.0,1950.0,11371.0,,
14,88.04861914918925,0.09175864869543074,87.48069752551693,0.09140839418214924,0.9447160306957404,12039.0,1191.0,2133.0,11188.0,,
15,88.1180288162388,0.0914631651873391,87.55225791872246,0.09117980128065248,0.9449550528116056,11975.0,1255.0,2050.0,11271.0,,
16,88.05991803525455,0.09103875549630767,87.49199653497044,0.09080526760155902,0.9453251201806117,11824.0,1406.0,1915.0,11406.0,,
17,88.17291022765221,0.09055284917109024,87.69537870513352,0.09029489716522934,0.9458382280253226,11954.0,1276.0,1991.0,11330.0,,
18,88.11964294573342,0.09012893617616044,87.60498662950548,0.08989195447687763,0.9461097745573386,11831.0,1399.0,1892.0,11429.0,,
19,88.1696831184993,0.08987320714899978,87.63888365786599,0.08965118945425925,0.9462378210048376,11837.0,1393.0,1889.0,11432.0,,
20,88.29397451937055,0.08954013146050592,87.80083612669954,0.08931518671841437,0.9467688535932016,11972.0,1258.0,1981.0,11340.0,,
21,88.31818720916903,0.08914313651365426,87.80460246318405,0.0888628460403707,0.9470067493837696,11928.0,1302.0,1936.0,11385.0,,
22,88.31334467222919,0.08884326373506689,87.81213513615307,0.08858212741298911,0.9472262381251412,11870.0,1360.0,1876.0,11445.0,,
23,88.40858099991733,0.08870138081377453,87.8912282023276,0.08842123948565361,0.947358316079562,11982.0,1248.0,1967.0,11354.0,,
24,88.20035279714054,0.08849836077417816,87.83473315506008,0.08824754886526544,0.947585283393942,11792.0,1438.0,1792.0,11529.0,,
25,88.43924907161639,0.08827324290923366,87.91382622123459,0.08799192413788229,0.9477790226934972,11920.0,1310.0,1899.0,11422.0,,
