Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
5/31/2019 11:17:57 PM,6/1/2019 12:06:42 AM,51 W 3rd St,CHATTANOOGA,35053656,85310162,ACC2-MVC No Injuries
5/31/2019 10:42:25 PM,5/31/2019 11:40:57 PM,1-19 Highway 27 Sb,CHATTANOOGA,35034031,85319322,ACC2-MVC No Injuries
5/31/2019 10:32:43 PM,5/31/2019 11:02:19 PM,S Terrace / S Germantown Rd,CHATTANOOGA,35013826,85252077,ACC2-MVC No Injuries
5/31/2019 10:30:34 PM,6/1/2019 2:15:27 AM,260 Highway 153 Nb,CHATTANOOGA,35056344,85191562,ACC2-MVC No Injuries
5/31/2019 10:28:19 PM,5/31/2019 11:09:14 PM,5700 - 5703 Ringgold Rd,EAST RIDGE,34991491,85224691,ACC3-MVC Unknown Injuries
5/31/2019 10:27:58 PM,5/31/2019 11:09:26 PM,5700 - 5703 Ringgold Rd,EAST RIDGE,34991491,85224691,ACC3-MVC Unknown Injuries
5/31/2019 10:16:00 PM,5/31/2019 10:50:03 PM,2934 Hixson Pike,CHATTANOOGA,35094181,85283744,ACC2-MVC No Injuries
5/31/2019 9:56:34 PM,6/1/2019 12:38:22 AM,2014 Hamilton Place Blvd,CHATTANOOGA,35032980,85163762,ACC2-MVC No Injuries
5/31/2019 9:30:41 PM,5/31/2019 9:31:53 PM,180 - 219 Highway 153 Sb,CHATTANOOGA,35045502,85187615,ACC2-MVC No Injuries
5/31/2019 9:27:19 PM,6/1/2019 12:36:04 AM,220 HIGHWAY 153 NB,CHATTANOOGA,35050694,85189421,ACC2-MVC No Injuries
5/31/2019 9:13:08 PM,5/31/2019 9:15:42 PM,Shallowford Rd / Jersey Pike,CHATTANOOGA,35055348,85200161,ACC2-MVC No Injuries
5/31/2019 9:10:32 PM,5/31/2019 9:16:25 PM,Shallowford Rd / Jersey Pike,CHATTANOOGA,35055348,85200161,ACC2-MVC No Injuries
5/31/2019 9:07:52 PM,5/31/2019 9:53:34 PM,5900 SHALLOWFORD RD,CHATTANOOGA,35054571,85200011,ACC2-MVC No Injuries
5/31/2019 9:00:18 PM,5/31/2019 9:59:24 PM,2632 Boyce St,CHATTANOOGA,35083043,85232726,ACC2-MVC No Injuries
5/31/2019 8:48:56 PM,5/31/2019 9:47:13 PM,729 Mansion Cir,CHATTANOOGA,35080744,85295720,ACC2-MVC No Injuries
5/31/2019 8:41:40 PM,5/31/2019 8:55:18 PM,7001-7099 Lee Hwy,CHATTANOOGA,35045110,85162100,ACC1-MVC Injuries
5/31/2019 8:41:40 PM,5/31/2019 9:28:00 PM,7001-7099 Lee Hwy,CHATTANOOGA,35045110,85162100,ACC1-MVC Injuries
5/31/2019 8:35:26 PM,5/31/2019 8:37:50 PM,Shallowford Rd / Lee Hwy,CHATTANOOGA,35044885,85162464,ACC2-MVC No Injuries
5/31/2019 8:35:16 PM,5/31/2019 9:24:41 PM,7001-7099 Lee Hwy,CHATTANOOGA,35045110,85162100,ACC1-MVC Injuries
5/31/2019 8:21:13 PM,5/31/2019 8:21:42 PM,270-308 Highway 153 Nb,CHATTANOOGA,35059810,85192780,ACC2-MVC No Injuries
5/31/2019 8:20:24 PM,6/1/2019 12:03:42 AM,270 - 309 Highway 153 Nb,CHATTANOOGA,35057617,85192035,ACC4-MVC Entrapment
5/31/2019 8:20:24 PM,5/31/2019 9:46:18 PM,270 - 309 Highway 153 Nb,CHATTANOOGA,35057617,85192035,ACC4-MVC Entrapment
5/31/2019 8:20:09 PM,5/31/2019 11:16:20 PM,270 - 309 Highway 153 Nb,CHATTANOOGA,35057617,85192035,ACC4-MVC Entrapment
5/31/2019 8:20:08 PM,5/31/2019 8:23:20 PM,1-9 Exit Jersey Pike Off Ramp Nb,CHATTANOOGA,35063230,85194150,ACC3-MVC Unknown Injuries
5/31/2019 7:26:16 PM,5/31/2019 8:22:23 PM,2504 Jenkins Rd,CHATTANOOGA,35043021,85128735,ACC2-MVC No Injuries
5/31/2019 6:46:09 PM,5/31/2019 7:14:18 PM,7321-7399 Shallowford Rd,CHATTANOOGA,35040660,85150480,ACC2-MVC No Injuries
5/31/2019 6:43:24 PM,5/31/2019 7:21:40 PM,4040 Mountain Creek Rd,CHATTANOOGA,35128226,85307986,ACC2-MVC No Injuries
5/31/2019 6:38:00 PM,5/31/2019 7:06:26 PM,623 Belle Vista Ave,CHATTANOOGA,35033996,85237148,ACCDEL-MVC Delayed
5/31/2019 6:30:46 PM,5/31/2019 7:48:11 PM,7200 E Brainerd Rd,CHATTANOOGA,35017790,85168677,ACC2-MVC No Injuries
5/31/2019 6:21:47 PM,5/31/2019 7:42:18 PM,7400 GOODWIN RD,CHATTANOOGA,35030221,85155546,ACC2-MVC No Injuries
5/31/2019 6:07:39 PM,5/31/2019 6:38:18 PM,2180 Gunbarrel Rd,CHATTANOOGA,35034718,85149653,ACC2-MVC No Injuries
5/31/2019 5:53:16 PM,5/31/2019 6:29:29 PM,6619-6637 Ringgold Rd,EAST RIDGE,34989821,85204874,ACC2-MVC No Injuries
5/31/2019 5:49:19 PM,5/31/2019 6:06:52 PM,212 Market St,CHATTANOOGA,35054566,85309322,ACC2-MVC No Injuries
5/31/2019 5:42:08 PM,5/31/2019 5:59:07 PM,2101-2189 E Main St,CHATTANOOGA,35024776,85276309,ACC1-MVC Injuries
5/31/2019 5:42:08 PM,5/31/2019 6:25:15 PM,2101-2189 E Main St,CHATTANOOGA,35024776,85276309,ACC1-MVC Injuries
5/31/2019 5:30:09 PM,5/31/2019 6:46:22 PM,1500 S KELLEY ST,CHATTANOOGA,35024643,85276088,ACC1-MVC Injuries
5/31/2019 5:30:12 PM,5/31/2019 5:30:54 PM,E Main St / S Kelley St,CHATTANOOGA,35024527,85275778,ACC3-MVC Unknown Injuries
5/31/2019 5:29:53 PM,5/31/2019 6:02:58 PM,18400 Interstate 24 Wb,CHATTANOOGA,35008957,85238046,ACC2-MVC No Injuries
