Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
5/20/2019 11:45:45 PM,5/21/2019 12:07:03 AM,1418 Ely Rd,CHATTANOOGA,35121244,85255128,ACC2-MVC No Injuries
5/20/2019 11:29:51 PM,5/21/2019 12:05:48 AM,4956 Brighton Ln,CHATTANOOGA,35134293,85263910,ACC2-MVC No Injuries
5/20/2019 9:57:07 PM,5/21/2019 12:17:57 AM,7020 E Brainerd Rd,CHATTANOOGA,35017551,85173294,ACC2-MVC No Injuries
5/20/2019 8:36:16 PM,5/20/2019 9:22:36 PM,1200 Mountain Creek Rd,CHATTANOOGA,35117660,85317458,ACC2-MVC No Injuries
5/20/2019 8:04:52 PM,5/20/2019 9:06:44 PM,9453 Bradmore Ln,CHATTANOOGA,35082838,85055173,ACC2-MVC No Injuries
5/20/2019 7:20:38 PM,5/20/2019 7:41:15 PM,S Terrace / Mcbrien Rd,EAST RIDGE,35004577,85227473,ACC1-MVC Injuries
5/20/2019 7:20:38 PM,5/20/2019 7:45:42 PM,S Terrace / Mcbrien Rd,EAST RIDGE,35004577,85227473,ACC1-MVC Injuries
5/20/2019 7:19:32 PM,5/20/2019 7:22:16 PM,4950 S TERRACE,EAST RIDGE,35004935,85228466,ACC2-MVC No Injuries
5/20/2019 7:19:16 PM,5/20/2019 7:22:03 PM,S Terrace / Mcbrien Rd,EAST RIDGE,35004577,85227473,ACC1-MVC Injuries
5/20/2019 7:18:15 PM,5/20/2019 8:22:07 PM,MCBRIEN RD / S TERRACE,EAST RIDGE,35004577,85227473,ACC3-MVC Unknown Injuries
5/20/2019 7:03:37 PM,5/20/2019 7:38:26 PM,400 MORRISON SPRINGS RD,RED BANK,35121645,85295129,ACC2-MVC No Injuries
5/20/2019 6:52:38 PM,5/20/2019 8:51:50 PM,13000 HIGHWAY 111 NB,HAMILTON COUNTY,35344809,85172716,ACC2-MVC No Injuries
5/20/2019 6:13:01 PM,5/20/2019 10:18:38 PM,7200 SHALLOWFORD RD,CHATTANOOGA,35041560,85154814,ACC2-MVC No Injuries
