Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
5/23/2019 11:15:53 PM,5/23/2019 11:59:46 PM,17500 Interstate 24 Eb,CHATTANOOGA,35026324,85368766,ACC2-MVC No Injuries
5/23/2019 11:11:49 PM,5/23/2019 11:47:33 PM,3916 Volunteer Dr,CHATTANOOGA,35071792,85198847,ACC2-MVC No Injuries
5/23/2019 10:16:30 PM,5/23/2019 10:17:54 PM,2400 - 2499 Camden St,CHATTANOOGA,35053231,85256870,ACC1-MVC Injuries
5/23/2019 10:14:51 PM,5/23/2019 10:42:05 PM,17400 Interstate 24 Eb,CHATTANOOGA,35021426,85380506,ACC2-MVC No Injuries
5/23/2019 10:13:20 PM,5/23/2019 10:32:47 PM,Wheeler Ave / Camden St,CHATTANOOGA,35053231,85256870,ACC1-MVC Injuries
5/23/2019 10:13:20 PM,5/23/2019 11:05:03 PM,Wheeler Ave / Camden St,CHATTANOOGA,35053231,85256870,ACC1-MVC Injuries
5/23/2019 10:12:52 PM,5/23/2019 10:19:13 PM,Wheeler Ave / Camden St,CHATTANOOGA,35053231,85256870,ACC1-MVC Injuries
5/23/2019 10:12:37 PM,5/23/2019 11:11:48 PM,2400 - 2499 Camden St,CHATTANOOGA,35053231,85256870,ACC1-MVC Injuries
5/23/2019 10:01:40 PM,5/23/2019 10:23:51 PM,Highway 58 / Horse Trl,HAMILTON COUNTY,35265306,84990056,ACC3-MVC Unknown Injuries
5/23/2019 10:01:19 PM,5/23/2019 10:42:42 PM,300 Interstate 75 Nb,CHATTANOOGA,35012460,85184679,ACC2-MVC No Injuries
5/23/2019 9:51:23 PM,5/23/2019 11:29:05 PM,2240 Tunnel Blvd,CHATTANOOGA,35057158,85230989,ACC2-MVC No Injuries
5/23/2019 9:48:56 PM,5/23/2019 9:53:30 PM,E 3rd St / Cherry St,CHATTANOOGA,35053533,85308618,ACC3-MVC Unknown Injuries
5/23/2019 9:32:51 PM,5/23/2019 10:35:11 PM,700 Interstate 75 Sb,CHATTANOOGA,35055140,85138005,ACC2-MVC No Injuries
5/23/2019 9:07:33 PM,5/23/2019 9:11:56 PM,600 Interstate 75 Sb,CHATTANOOGA,35046780,85151343,ACC3-MVC Unknown Injuries
5/23/2019 9:05:27 PM,5/23/2019 9:05:57 PM,200-298 Cherry St,CHATTANOOGA,35054100,85308560,ACC2-MVC No Injuries
5/23/2019 9:03:33 PM,5/23/2019 9:28:06 PM,2-98 E 3rd St,CHATTANOOGA,35053280,85308910,ACC2-MVC No Injuries
5/23/2019 8:43:30 PM,5/23/2019 8:59:52 PM,9512 Birchwood Pike,HAMILTON COUNTY,35203172,85068723,ACC2-MVC No Injuries
5/23/2019 8:40:43 PM,5/23/2019 8:44:27 PM,700 Interstate 75 Nb,CHATTANOOGA,35055684,85136675,ACC3-MVC Unknown Injuries
5/23/2019 8:24:50 PM,5/23/2019 8:37:03 PM,9652 E Brainerd Rd,HAMILTON COUNTY,34999394,85095520,ACC2-MVC No Injuries
5/23/2019 7:58:49 PM,5/23/2019 8:14:19 PM,100 HIGHWAY 153 NB,CHATTANOOGA,35034364,85183229,ACC1-MVC Injuries
5/23/2019 7:58:48 PM,5/23/2019 8:29:07 PM,100 HIGHWAY 153 NB,CHATTANOOGA,35034364,85183229,ACC1-MVC Injuries
5/23/2019 7:57:21 PM,5/23/2019 8:44:03 PM,100 HIGHWAY 153 NB,CHATTANOOGA,35034364,85183229,ACC1-MVC Injuries
5/23/2019 7:33:07 PM,5/23/2019 7:33:33 PM,5151-5299 Highway 153,CHATTANOOGA,35126160,85241780,ACC2-MVC No Injuries
5/23/2019 7:31:10 PM,5/23/2019 8:01:01 PM,5241 Highway 153,CHATTANOOGA,35125657,85241135,ACC2-MVC No Injuries
5/23/2019 7:26:45 PM,5/23/2019 7:30:35 PM,700 Interstate 75 Sb,CHATTANOOGA,35055140,85138005,ACC3-MVC Unknown Injuries
5/23/2019 7:25:45 PM,5/23/2019 7:32:00 PM,560 Interstate 75 Sb,CHATTANOOGA,35041918,85156700,ACC3-MVC Unknown Injuries
5/23/2019 7:03:12 PM,5/23/2019 8:00:11 PM,Oak St / Glenwood Dr,CHATTANOOGA,35032718,85263344,ACC3-MVC Unknown Injuries
5/23/2019 6:59:11 PM,5/23/2019 7:01:45 PM,591-699 Interstate 75 Sb,CHATTANOOGA,35049547,85147530,ACC3-MVC Unknown Injuries
5/23/2019 6:59:00 PM,5/23/2019 7:18:19 PM,800 Interstate 75 Sb,CHATTANOOGA,35065188,85126143,ACC3-MVC Unknown Injuries
5/23/2019 6:34:34 PM,5/23/2019 7:06:11 PM,1400 SAN HSI DR,EAST RIDGE,34991546,85219824,ACC2-MVC No Injuries
5/23/2019 6:26:38 PM,5/23/2019 6:27:54 PM,780 Interstate 75 Nb,CHATTANOOGA,35064029,85126833,ACC2-MVC No Injuries
5/23/2019 6:22:20 PM,5/23/2019 7:18:12 PM,Prospect Church Rd / University Dr,COLLEGEDALE,35036635,85056938,ACC2-MVC No Injuries
5/23/2019 6:20:10 PM,5/23/2019 6:22:53 PM,700 Interstate 75 Sb,CHATTANOOGA,35055140,85138005,ACC3-MVC Unknown Injuries
5/23/2019 6:18:54 PM,5/23/2019 6:19:58 PM,701-799 Interstate 75 Sb,CHATTANOOGA,35062260,85128500,ACC3-MVC Unknown Injuries
5/23/2019 6:18:23 PM,5/23/2019 6:19:25 PM,700 - 799 Interstate 75 Sb,CHATTANOOGA,35055140,85138005,ACC2-MVC No Injuries
