,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP,Y_test,Y_pred
0,83.54193391247506,0.1397908416636521,83.47468416413672,0.13711513892117536,0.870727675795627,35979.0,1849.0,6588.0,6639.0,,
1,83.85588575384358,0.11948596469094165,83.88012927235334,0.11592563222468248,0.8749885420424779,35639.0,2189.0,6041.0,7186.0,,
2,84.2554593450594,0.11695010808163732,84.27186367642739,0.11342912159928152,0.8811200252808151,35519.0,2309.0,5721.0,7506.0,,
3,84.3343659383692,0.1152472332510208,84.3835079815885,0.11186259414905876,0.8823956449080913,35725.0,2103.0,5870.0,7357.0,,
4,84.4913409621093,0.11448133278319307,84.481441582607,0.1112296166519732,0.8841643973994926,35517.0,2311.0,5612.0,7615.0,,
5,84.5307954046552,0.11378186346566176,84.54411908725885,0.11073525997133854,0.8849728559327465,35516.0,2312.0,5579.0,7648.0,,
6,84.48714429507194,0.11349789958593708,84.46773087846441,0.1104343702575674,0.8854749984728719,35827.0,2001.0,5929.0,7298.0,,
7,84.64160149892412,0.11323757673749732,84.6322593281755,0.11026645449046164,0.8854842349896499,35369.0,2459.0,5387.0,7840.0,,
8,84.72302637078845,0.11281313111445218,84.69885417686808,0.10996088198632656,0.8866405483594201,35351.0,2477.0,5335.0,7892.0,,
9,84.69364650717183,0.11241330050355516,84.63030065615513,0.1096243092219965,0.8870514999075969,35664.0,2164.0,5683.0,7544.0,,
10,84.67769693551574,0.11225568315392064,84.60483791989031,0.10950601001491717,0.8875824172503429,35800.0,2028.0,5832.0,7395.0,,
11,84.77255330897555,0.11201907420461824,84.69493683282734,0.10934042531442216,0.8880116679541231,35605.0,2223.0,5591.0,7636.0,,
12,84.81956227912244,0.1117913154881817,84.77328371364216,0.1091444448804388,0.8882608780305798,35575.0,2253.0,5521.0,7706.0,,
13,84.82375925812515,0.11149127393168336,84.77328371364216,0.10894520318569036,0.8886749853636733,35664.0,2164.0,5610.0,7617.0,,
14,84.87496510625503,0.11126091587161303,84.86142395455882,0.10876076155633116,0.8892095761280009,35430.0,2398.0,5331.0,7896.0,,
15,84.8640525925037,0.11104596354037906,84.87317598668102,0.10861699459286273,0.8893710577820899,35492.0,2336.0,5387.0,7840.0,,
16,84.85985569885992,0.1109457690743395,84.83400254627362,0.10847948887104966,0.8895637615210232,35643.0,2185.0,5558.0,7669.0,,
17,84.91693747416167,0.11077001092912783,84.93585349133288,0.1083843981610132,0.8895962806954246,35490.0,2338.0,5353.0,7874.0,,
18,84.93120782491036,0.1106326796805657,84.89276270688472,0.10829753269620804,0.8900931879102876,35710.0,2118.0,5595.0,7632.0,,
19,84.90266660295372,0.11051004240979262,84.85946528253844,0.1081924066372006,0.8903822480155309,35690.0,2138.0,5592.0,7635.0,,
20,85.01934950049927,0.11040731089978273,85.01420037214768,0.1081110153519298,0.8904522478817849,35379.0,2449.0,5202.0,8025.0,,
21,85.02102697119855,0.1102339799655078,85.00244834002547,0.10796814544685213,0.8906541101922067,35375.0,2453.0,5204.0,8023.0,,
22,85.05544485518432,0.11012425136232484,85.07100186073842,0.1078459910448776,0.8909252318886346,35422.0,2406.0,5216.0,8011.0,,
23,85.085664484737,0.10998005553164933,85.10429928508472,0.1077504611981468,0.8912844607415921,35432.0,2396.0,5209.0,8018.0,,
24,84.99248723116486,0.10985865741686084,85.06316717265693,0.10766106893735647,0.8913673465630392,35754.0,2074.0,5552.0,7675.0,,
25,85.04704981012851,0.10975871077327784,85.03770443639213,0.10758145175850156,0.8917953091709492,35677.0,2151.0,5488.0,7739.0,,
26,85.10916910790577,0.10967145378081436,85.09254725296249,0.10754143980243597,0.8915098275539219,35340.0,2488.0,5123.0,8104.0,,
27,85.13854980394699,0.10960361205483207,85.12976202134952,0.1074359138046247,0.8918746874543795,35442.0,2386.0,5206.0,8021.0,,
28,85.13687058203884,0.10945729142884113,85.1317206933699,0.10735815160848984,0.8921047349812598,35641.0,2187.0,5404.0,7823.0,,
29,85.13435247175045,0.1094116604850694,85.1317206933699,0.1073167895426922,0.8919436500487071,35230.0,2598.0,4993.0,8234.0,,
30,85.17044851416026,0.10930779490827894,85.19831554206249,0.10722028631505832,0.8922650624454889,35589.0,2239.0,5318.0,7909.0,,
31,85.22249366465618,0.10916705425163103,85.23161296640878,0.10706790454641812,0.8927297422811359,35425.0,2403.0,5137.0,8090.0,,
32,85.26026872048018,0.10899153414697133,85.24728234257174,0.10700052832713282,0.8929036791927305,35442.0,2386.0,5146.0,8081.0,,
33,85.2451582707155,0.1088951926814152,85.28057976691802,0.1068700120059514,0.8931616361296609,35443.0,2385.0,5130.0,8097.0,,
34,85.21745677301615,0.10880437458630016,85.23161296640878,0.10678784657572893,0.8933887017495775,35675.0,2153.0,5387.0,7840.0,,
35,85.28629074609874,0.108662120237756,85.31975320732543,0.10668856623497842,0.8935793709166013,35634.0,2194.0,5301.0,7926.0,,
36,85.32154802126189,0.10855472804904408,85.2688277347958,0.10657754544341902,0.8936819948836072,35324.0,2504.0,5017.0,8210.0,,
