,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,CM
40,75.03169001904246,0.17297291960412234,74.2748836942163,0.17338261797406232,0.8202015767334229,"[[12119  4752]
 [ 4206 13745]]"
41,75.0452277256193,0.17265568884765256,74.26626845097927,0.17287377000261805,0.8208347735752488,"[[12307  4564]
 [ 4397 13554]]"
42,75.05384344222504,0.17234294306498787,74.40411234277181,0.17241626987565273,0.8212325512689442,"[[11997  4874]
 [ 4039 13912]]"
43,74.52954302117153,0.17231618732541087,73.8556085233473,0.17282561607727953,0.8211433144120247,"[[13049  3822]
 [ 5282 12669]]"
44,75.20030264838233,0.171771536264381,74.48164953190512,0.17214858008568115,0.8232734883794678,"[[12331  4540]
 [ 4346 13605]]"
45,75.17076630087404,0.17123526750969398,74.43282982022859,0.17161202033634498,0.8239911309483772,"[[12476  4395]
 [ 4508 13443]]"
46,75.27045631819206,0.1707530064102059,74.53908448681868,0.17123367247084847,0.8248874800186193,"[[12418  4453]
 [ 4413 13538]]"
47,75.12522678033629,0.17030700007323532,74.46154729768537,0.17088474024406025,0.8239482452183196,"[[11204  5667]
 [ 3226 14725]]"
48,75.26676461200162,0.16994337940739315,74.63959565791741,0.1703525176917283,0.8254976672200152,"[[11355  5516]
 [ 3315 14636]]"
49,75.52522272544633,0.16942487309379242,74.9296421802309,0.16980355970265829,0.8278000131292147,"[[12277  4594]
 [ 4136 13815]]"
50,75.59414434587917,0.1689887927323725,74.98420538739877,0.16922338683509355,0.8281860045114349,"[[12166  4705]
 [ 4006 13945]]"
51,75.64337533485195,0.16864790181299233,75.0703578197691,0.16914659974309526,0.8285529832640222,"[[11961  4910]
 [ 3771 14180]]"
52,75.60768241924931,0.16842944512679675,75.09333180173455,0.16866949815263196,0.8292039396453549,"[[12326  4545]
 [ 4128 13823]]"
53,75.71598940276448,0.16833541856689715,75.01292286485555,0.168862537785226,0.8300705216339472,"[[12556  4315]
 [ 4386 13565]]"
54,75.78244999098227,0.16783309580325606,75.09907529722591,0.16838262811561822,0.8305056889614821,"[[11922  4949]
 [ 3722 14229]]"
55,75.83291032026999,0.1675422614392303,75.25702142323819,0.16796335319151462,0.8312398280739215,"[[12213  4658]
 [ 3958 13993]]"
56,75.80091174678115,0.1674066764401419,75.15363850439377,0.16761446950420028,0.8314349254563761,"[[12463  4408]
 [ 4244 13707]]"
57,75.81198812271991,0.1673084199067149,75.15651025213946,0.1679934722826115,0.8316356543150096,"[[11618  5253]
 [ 3398 14553]]"
58,75.76152757585041,0.1668631190889534,74.98133363965309,0.16688213202609714,0.8323998593355979,"[[12857  4014]
 [ 4698 13253]]"
59,75.98183201811288,0.1664771710635953,75.30296938716903,0.16675145963399707,0.833491769712307,"[[11822  5049]
 [ 3551 14400]]"
60,76.03721524650557,0.16609051578303904,75.36040434208259,0.1663281646586269,0.834514207055415,"[[12647  4224]
 [ 4356 13595]]"
61,75.97690912671058,0.16555196498064456,75.21107345930733,0.16618003759628014,0.834835584223851,"[[12836  4035]
 [ 4597 13354]]"
62,76.2452129311882,0.1651497683983548,75.51547872034921,0.16550365388955318,0.8366030042840724,"[[12590  4281]
 [ 4245 13706]]"
63,76.36951944004686,0.16466107881238093,75.70501407156397,0.16519644553249202,0.8370940851864404,"[[12346  4525]
 [ 3935 14016]]"
64,76.06798417032601,0.16438556576619387,75.35753259433692,0.16526500577570774,0.8364187703179938,"[[11443  5428]
 [ 3153 14798]]"
65,76.51105601280423,0.1638737810226734,75.79403825167998,0.1643265075711442,0.8386469907456668,"[[12501  4370]
 [ 4059 13892]]"
66,76.4962871893858,0.16356929996094524,75.75957727873184,0.16394570470540945,0.8388671218640648,"[[11959  4912]
 [ 3529 14422]]"
67,76.32521274289319,0.16335536702348466,75.55281144104302,0.16369665430313232,0.8387396814425649,"[[11609  5262]
 [ 3251 14700]]"
68,76.61567018043255,0.16310233902269974,75.69352708058125,0.16380347113487853,0.8401927261198903,"[[12718  4153]
 [ 4311 13640]]"
69,76.56767119271336,0.16276232513088845,75.75670553098615,0.16317837863072346,0.8405043064018862,"[[12860  4011]
 [ 4431 13520]]"
70,76.77197616098346,0.1625267577615064,75.8141404858997,0.1631174639012078,0.8412670734231336,"[[12557  4314]
 [ 4108 13843]]"
71,76.79166871818171,0.16214652046971315,75.76532077422318,0.16243667220732644,0.841551856727744,"[[12710  4161]
 [ 4278 13673]]"
72,76.77566882765882,0.16214757319268128,75.94624088220091,0.16262440180851298,0.8415401496630751,"[[11908  4963]
 [ 3413 14538]]"
73,76.88643678594923,0.1619101835341014,76.0122910803515,0.16272316605721915,0.8420201739849767,"[[12331  4540]
 [ 3813 14138]]"
74,76.88274433685567,0.16185594620261168,75.9864453506404,0.16242619959040466,0.8419876332651031,"[[12077  4794]
 [ 3568 14383]]"
75,76.94674300683249,0.1615667935415985,75.94624088220091,0.16241182792024195,0.8424547089890355,"[[12562  4309]
 [ 4067 13884]]"
76,77.04274220075817,0.16135421144066742,76.04100855780828,0.1621260112857145,0.8427617193718628,"[[12075  4796]
 [ 3547 14404]]"
77,76.6329016633812,0.16111760232613054,75.70501407156397,0.16232387607704238,0.8428662888348437,"[[13135  3736]
 [ 4724 13227]]"
78,76.9319749667378,0.16092087088121154,75.82275572913673,0.16196759892115806,0.8438400405722516,"[[12827  4044]
 [ 4375 13576]]"
79,76.8704365876868,0.16085796361596244,75.83998621561081,0.1618098181643349,0.8437032193100455,"[[12916  3955]
 [ 4458 13493]]"
80,77.0033578199483,0.160518873534853,75.94911262994657,0.1612628877609686,0.8440861728980207,"[[12693  4178]
 [ 4197 13754]]"
81,77.176894481491,0.16044953494248212,76.12428924243294,0.1611973661899533,0.8445410743313219,"[[12411  4460]
 [ 3854 14097]]"
82,77.10181902065885,0.1602578463689333,75.9864453506404,0.1610103819803351,0.8445327517656759,"[[12691  4180]
 [ 4182 13769]]"
83,77.26550907565255,0.15995235858289694,76.14726322439836,0.16101427957706954,0.8451736454535723,"[[12411  4460]
 [ 3846 14105]]"
84,77.2495099187163,0.15970341029339238,76.24203090000573,0.1607565626481597,0.8455236934561696,"[[12289  4582]
 [ 3691 14260]]"
85,77.33812309544182,0.15947890832783473,76.25638963873412,0.16048154073927584,0.8458149287716001,"[[12398  4473]
 [ 3795 14156]]"
86,77.29381614028577,0.15920639224238126,76.24490264775142,0.16045572376845976,0.8455906718663446,"[[12001  4870]
 [ 3402 14549]]"
87,77.29996951441741,0.1591526873030331,76.21044167480329,0.16033423781737868,0.8461383085728723,"[[12547  4324]
 [ 3960 13991]]"
88,77.41196859886598,0.15892445012690193,76.27362012520821,0.15995388997249607,0.8467265906362021,"[[12442  4429]
 [ 3833 14118]]"
89,77.19781705515094,0.15861324418947925,76.2334156567687,0.15996132485988646,0.8467879722406758,"[[11813  5058]
 [ 3218 14733]]"
90,77.0255118181894,0.15831550145374834,75.91177990925277,0.1595862541023382,0.8465546366231633,"[[13181  3690]
 [ 4698 13253]]"
91,77.36027652794095,0.15800903436335212,76.21905691804031,0.15936078791789768,0.8476458717510429,"[[12934  3937]
 [ 4344 13607]]"
92,77.55473617967407,0.1579871893492382,76.5493079087933,0.15949136187663954,0.8481440435916078,"[[12424  4447]
 [ 3719 14232]]"
93,77.55842857903049,0.15776118960824045,76.48900120613405,0.15936096503835098,0.8482602937036553,"[[12160  4711]
 [ 3476 14475]]"
94,77.57319730297458,0.15749507591979595,76.41146401700075,0.15892898957420526,0.8486159385119538,"[[12585  4286]
 [ 3928 14023]]"
95,77.58673564527757,0.15738310606321426,76.35977255757854,0.1589641727487192,0.8487746929788031,"[[12780  4091]
 [ 4141 13810]]"
96,77.60027431072545,0.15735306768377952,76.38274653954397,0.15890235016931392,0.8487866377838913,"[[12794  4077]
 [ 4147 13804]]"
97,77.62981133276664,0.15717302284487208,76.40859226925507,0.15878916594800674,0.8492608671830757,"[[12674  4197]
 [ 4018 13933]]"
98,77.68642681109877,0.15697008638742987,76.56941014301304,0.15860940212675728,0.8494614887283255,"[[12260  4611]
 [ 3548 14403]]"
99,77.67165782915228,0.15699154715111405,76.6009993682155,0.15876051516745895,0.8496753940194964,"[[12512  4359]
 [ 3789 14162]]"
100,77.70242623535401,0.1567510117997778,76.62110160243523,0.15856574799831888,0.8496206509860328,"[[12332  4539]
 [ 3602 14349]]"
101,77.73073350825244,0.15658604946429694,76.70725403480559,0.15817385059678787,0.8498873511600104,"[[12486  4385]
 [ 3726 14225]]"
102,77.52765939111887,0.15648609416888096,76.3253115846304,0.1584636223797961,0.8494333594140075,"[[13128  3743]
 [ 4501 13450]]"
103,77.61996524222243,0.1563215024196867,76.40859226925507,0.1583562314377067,0.8504073918171882,"[[13105  3766]
 [ 4449 13502]]"
104,77.71104142663839,0.15611994371217552,76.68428005284018,0.1581198296597309,0.8502150020339518,"[[12089  4782]
 [ 3337 14614]]"
105,77.87227024885443,0.15580416835674027,76.77043248521049,0.15785847034889947,0.8510907535384334,"[[12500  4371]
 [ 3718 14233]]"
106,77.94488489343941,0.15545497360032348,76.84222617885243,0.1575125723684956,0.8513456426363086,"[[12509  4362]
 [ 3702 14249]]"
107,77.97688393319588,0.15526216968508935,76.80202171041294,0.15723245329631405,0.8516494435234774,"[[12675  4196]
 [ 3882 14069]]"
108,77.93626917683366,0.15513363532736835,76.72735626902532,0.15722511047168958,0.8512139823223686,"[[12821  4050]
 [ 4054 13897]]"
109,77.98796145763781,0.154896811289482,76.89104589052897,0.1572328188999192,0.8520382382614734,"[[12591  4280]
 [ 3767 14184]]"
110,77.57688965259383,0.15472631182552513,76.54643616104761,0.15712903924228142,0.8510464166012337,"[[11632  5239]
 [ 2928 15023]]"
111,78.05442236129781,0.15470176696421206,76.90540462925736,0.15705112959936982,0.852174529560662,"[[12348  4523]
 [ 3519 14432]]"
