,Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
5013,721,33SR320001,-85.149292,35.005439,26,2/25/19,2:00,2,41.13,55.19,35.51,26.46,0.56,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.022144508,3.804,0.0
5185,512,33I0024002,-85.238046,35.008957,97,2/25/19,2:00,2,41.34,55.41,35.53,26.4,0.55,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,7,2,1,11,36,18,,0.022425536,12.956,0.0
2664,2213,33I0024002,-85.237709,35.008661,127,2/25/19,9:00,9,37.49,55.42,35.53,20.93,0.51,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,7,2,1,11,36,18,,0.10965144,12.981,0.0
4289,3058,33SR002001,-85.183432,35.031698999999996,38,2/25/19,12:00,12,45.55,55.06,34.61,20.36,0.36,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,13,1,14,24,15,,0.17888993,16.897000000000002,0.0
4177,3822,3302205001,-85.07005699999999,35.087633000000004,34,2/25/19,15:00,15,53.18,54.26,33.69,25.01,0.33,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,0.10663351,6.149,0.0
1094,1579,33SR008001,-85.235377,34.995433,40,2/25/19,6:00,6,36.52,55.43,35.56,23.38,0.59,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.07607864,2.832,0.0
3980,3889,33SR320001,-85.153227,35.008538,27,2/25/19,15:00,15,54.08,55.36,34.8,24.6,0.32,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.16193306,3.383,0.0
2062,3815,33SR153001,-85.22510600000001,35.094661,35,2/25/19,15:00,15,54.7,55.61,34.71,23.73,0.3,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,4,4,13,1,12,24,15,,0.333416,6.062,0.0
3470,3638,3304996001,-85.187659,35.029911,28,2/25/19,14:00,14,51.49,55.21,34.61,22.69,0.32,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,28,15,,0.08652399,0.019,0.0
582,4166,33I0075001,-85.206737,34.996081,255,2/25/19,17:00,17,54.95,55.69,35.11,26.37,0.33,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,0.3233706,0.7709999999999999,0.0
3137,462,330E416001,-85.173294,35.017551,27,2/25/19,1:00,1,42.17,55.25,35.56,26.9,0.54,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,0.037187286,0.316,0.0
3963,3129,33I0024002,-85.399125,34.994873999999996,29,2/25/19,12:00,12,46.13,55.77,34.87,19.54,0.34,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.346111,0.996,0.0
3997,3345,330C858001,-85.242192,35.127346,33,2/25/19,13:00,13,49.57,55.74,34.48,20.66,0.32,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,3,4,0,2,2,2,12,4,19,18,15,,0.2412142,0.09,0.0
950,2077,33SR153001,-85.177195,35.028893,38,2/25/19,8:00,8,35.58,55.33,35.51,21.83,0.57,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,0.15660678,0.563,0.0
5562,767,33I0075001,-85.200822,35.007894,71,2/25/19,3:00,3,40.3,55.35,35.36,25.86,0.56,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,0.030209119,1.9909999999999999,0.0
1037,5867,3305403001,-85.290524,35.041458,26,2/25/19,23:00,23,42.82,55.83,34.92,26.85,0.53,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,16,17,15,,0.23197088,1.618,0.0
1975,3673,33I0024002,-85.25206899999999,35.014338,26,2/25/19,14:00,14,51.31,55.11,35.12,22.09,0.32,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.15233469,12.072000000000001,0.0
3205,271,33I0075001,-85.20989399999999,34.998664,83,2/25/19,1:00,1,42.32,55.41,35.44,27.0,0.54,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,0.03755988,1.014,0.0
1594,4718,33I0075001,-85.205913,34.993245,52,2/25/19,19:00,19,48.66,55.68,35.1,27.69,0.44,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,7,2,1,11,36,15,,0.17943849,0.5760000000000001,0.0
3533,351,3303552001,-85.279898,35.043794,41,2/25/19,1:00,1,42.43,55.73,35.25,26.65,0.53,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,0.018071836,1.819,0.0
796,4728,33I0024002,-85.322434,35.028932,47,2/25/19,19:00,19,49.19,55.93,34.83,27.5,0.43,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,,0.30713108,7.279,0.0
3198,2272,3303554001,-85.282862,35.038934999999995,51,2/25/19,9:00,9,37.3,55.72,35.25,20.4,0.5,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,16,4,16,44,15,,0.14617495,0.752,0.0
2819,4485,330A271001,-85.308341,35.065196,47,2/25/19,18:00,18,51.97,55.71,34.85,26.83,0.37,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,18,15,,0.08451562,0.225,0.0
1005,2600,33SR002001,-85.212241,35.012306,34,2/25/19,10:00,10,39.33,55.45,34.78,20.63,0.47,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.22878508,14.783,0.0
4926,3804,33I0024002,-85.31139,35.029438,36,2/25/19,15:00,15,54.65,55.96,35.04,23.55,0.3,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,0.25699812,8.032,0.0
1727,778,33SR320001,-85.173781,35.017884,67,2/25/19,3:00,3,40.28,55.26,35.56,25.8,0.56,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,0.023395795,1.9780000000000002,0.0
3673,3585,330D127001,-85.158821,35.200613,33,2/25/19,14:00,14,52.47,55.46,34.22,22.34,0.3,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,36,15,,0.13679814,0.002,0.0
5630,1001,330C353001,-85.205213,35.008709,100,2/25/19,4:00,4,39.27,55.39,35.37,25.27,0.57,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,48,15,,0.017864486,0.461,0.0
1018,2520,33I0024002,-85.383202,35.018934,48,2/25/19,10:00,10,39.49,55.6,34.7,19.84,0.45,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.41238388,2.945,0.0
2260,5679,330F888001,-85.151823,35.036959,66,2/25/19,23:00,23,42.57,55.16,34.73,26.52,0.53,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,38,15,,0.1150137,0.273,0.0
5477,940,330B707001,-85.25128199999999,35.015328000000004,28,2/25/19,3:00,3,40.22,55.14,35.61,25.75,0.56,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,16,15,,0.012753014,0.001,0.0
5463,4123,33I0024002,-85.228426,35.005311999999996,28,2/25/19,16:00,16,55.59,55.59,34.92,25.1,0.31,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,0.1686479,13.559000000000001,0.0
2493,1621,330E315001,-85.13381,34.99941,34,2/25/19,6:00,6,36.28,54.9,35.26,23.67,0.6,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,12,4,19,24,15,,0.03434314,0.106,0.0
5027,1742,3304986001,-85.153824,35.041303000000006,82,2/25/19,7:00,7,35.39,55.18,35.39,22.52,0.59,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,12,15,,0.09295801,2.1630000000000003,0.0
413,1975,33I0075001,-85.078179,35.082723,112,2/25/19,8:00,8,34.97,54.67,34.61,21.96,0.59,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,0.014110136,10.954,0.0
2154,675,33SR320001,-85.184253,35.017209,30,2/25/19,2:00,2,41.18,55.24,35.62,26.38,0.55,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,21,1,14,24,15,,0.04278896,1.3630000000000002,0.0
1821,2313,330D462001,-85.21983,35.089088000000004,40,2/25/19,9:00,9,37.03,55.42,35.08,20.19,0.5,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,12,4,19,24,15,,0.06384261,0.008,0.0
4428,4112,3303556001,-85.237299,35.047083,29,2/25/19,16:00,16,55.39,55.39,34.87,24.96,0.31,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,0.19553238,2.418,0.0
1098,5578,3304987001,-85.155546,35.030221000000004,29,2/25/19,22:00,22,43.69,55.23,34.77,26.79,0.51,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.17797019,1.127,0.0
666,3105,330B220001,-85.222513,35.010366,32,2/25/19,12:00,12,45.71,55.46,34.86,20.05,0.36,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,26,15,,0.3059527,0.102,0.0
1848,524,33I0024002,-85.323459,35.027231,70,2/25/19,2:00,2,41.4,55.78,35.05,26.1,0.54,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,,0.06427001,7.148,0.0
1400,3433,33I0075001,-85.21086600000001,35.001294,162,2/25/19,14:00,14,51.55,55.43,34.82,22.54,0.32,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.14932913,1.202,0.0
3867,85,33I0024002,-85.39930600000001,34.9933,45,2/25/19,0:00,0,55.49,62.32,44.74,51.73,0.87,2,0,0.95,0.35,rain,0.0139,0.1536,1550995200,clear-night,rain,Clear,Light Rain,0,0,1,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.17264141,0.8959999999999999,0.0
3999,3284,33SR002001,-85.22789399999999,35.012235,43,2/25/19,13:00,13,48.68,55.47,34.89,21.12,0.33,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,0.353291,13.843,0.0
2746,2418,33SR002001,-85.198298,35.022448,27,2/25/19,9:00,9,37.33,55.36,35.26,20.98,0.51,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.114704624,15.844000000000001,0.0
1744,4558,3303577001,-85.247288,35.023823,34,2/25/19,18:00,18,51.53,55.3,35.06,26.95,0.38,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,0.16441722,1.611,0.0
3150,1074,33SR153001,-85.229114,35.104437,43,2/25/19,4:00,4,39.25,55.54,35.0,24.4,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,0.030559892,6.7860000000000005,0.0
3329,2453,33I0075001,-85.21086600000001,35.001294,162,2/25/19,10:00,10,39.34,55.43,34.82,20.72,0.47,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.09560878,1.202,0.0
5062,1662,3303556001,-85.237299,35.047083,29,2/25/19,6:00,6,36.24,55.26,35.33,22.82,0.58,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,0.038724612,2.418,0.0
3644,3949,33I0024002,-85.38050600000001,35.021426,79,2/25/19,16:00,16,55.77,55.77,34.68,24.73,0.3,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,6,2,1,11,24,15,,0.378606,3.177,0.0
4668,2102,33SR153001,-85.221427,35.091719,34,2/25/19,8:00,8,35.32,55.43,35.07,20.93,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,4,6,13,1,12,24,15,,0.18510573,5.772,0.0
3211,4930,330C038001,-85.376588,35.015591,78,2/25/19,20:00,20,46.96,56.07,34.61,27.67,0.47,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,16,15,,0.30634817,0.753,0.0
2306,1304,3301122001,-85.150002,35.040335999999996,46,2/25/19,5:00,5,37.79,55.12,35.4,24.23,0.58,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.031134171,0.36700000000000005,0.0
2103,5071,3304986001,-85.159779,35.035252,32,2/25/19,20:00,20,46.13,55.27,34.77,27.59,0.48,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.24681416,1.482,0.0
1967,4495,33I0024002,-85.39930600000001,34.9933,45,2/25/19,18:00,18,52.41,55.97,34.85,26.98,0.37,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.34690025,0.8959999999999999,0.0
4975,3811,33SR008001,-85.30963299999999,35.052314,35,2/25/19,15:00,15,54.69,55.83,35.03,23.48,0.3,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,0.25101414,9.415,0.0
185,4602,3303556001,-85.237299,35.047083,29,2/25/19,18:00,18,51.51,55.39,34.87,26.97,0.38,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,0.16642186,2.418,0.0
5052,3133,330E416001,-85.174009,35.017383,29,2/25/19,12:00,12,45.68,55.26,34.91,20.51,0.36,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,0.29777187,0.306,0.0
5273,3154,33SR320001,-85.153227,35.008538,27,2/25/19,12:00,12,45.68,55.25,34.8,20.77,0.37,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.15722254,3.383,0.0
3423,3393,3304996001,-85.187659,35.029911,28,2/25/19,13:00,13,48.57,55.21,34.61,21.48,0.34,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,28,15,,0.18289377,0.019,0.0
563,1724,3305767001,-85.260666,35.041707,120,2/25/19,7:00,7,35.43,55.18,35.43,22.02,0.58,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,16,30,15,,0.048794743,0.308,0.0
2803,5065,330B220001,-85.222513,35.010366,32,2/25/19,20:00,20,46.73,55.59,34.86,27.57,0.47,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,26,15,,0.24490456,0.102,0.0
2009,4073,3303577001,-85.24641899999999,35.023643,33,2/25/19,16:00,16,55.3,55.3,35.05,24.92,0.31,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,0.18170245,1.62,0.0
1019,369,330C910001,-85.252215,35.146073,37,2/25/19,1:00,1,41.75,55.45,34.13,26.08,0.53,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,18,15,,0.011967434,0.444,0.0
4567,4429,33I0075001,-85.184238,35.012865999999995,107,2/25/19,18:00,18,51.65,55.43,34.98,27.25,0.39,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,8,8,2,1,11,48,18,,0.10808145,3.01,0.0
1941,1725,330A390001,-85.29043100000001,35.048719,119,2/25/19,7:00,7,35.33,55.71,35.33,21.82,0.57,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,0.060268268,0.479,0.0
955,2802,330C656001,-85.291474,35.119695,41,2/25/19,11:00,11,42.33,55.32,34.57,20.46,0.41,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,,0.24752961,0.052000000000000005,0.0
2448,3126,33SR008001,-85.309399,35.045763,30,2/25/19,12:00,12,46.07,55.67,35.0,19.46,0.34,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,46,15,,0.2933043,8.968,0.0
771,3064,330C910001,-85.252215,35.146073,37,2/25/19,12:00,12,46.15,55.45,34.0,19.3,0.34,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,18,15,,0.14015715,0.444,0.0
4733,1602,3305787001,-85.155058,35.030307,36,2/25/19,6:00,6,36.39,55.18,35.44,23.34,0.59,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.03260469,0.021,0.0
5019,1546,33I0075001,-85.163223,35.035571999999995,47,2/25/19,6:00,6,36.39,55.23,35.44,23.26,0.59,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.12088544,5.016,0.0
1501,441,33I0024002,-85.28446,35.017606,29,2/25/19,1:00,1,42.37,55.75,35.4,26.79,0.54,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,7,2,1,11,36,15,,0.04413408,9.834,0.0
2916,2551,33SR008001,-85.308526,35.062644,42,2/25/19,10:00,10,39.4,55.62,34.88,19.83,0.45,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,0.20592923,10.138,0.0
2287,4004,33I0075001,-85.112125,35.073843,45,2/25/19,16:00,16,54.04,54.04,34.54,25.88,0.33,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,0.020660978,8.945,0.0
4881,4065,330A654001,-85.315306,35.039103999999995,34,2/25/19,16:00,16,55.93,55.93,34.96,24.77,0.3,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,32,15,,0.12101306,0.003,0.0
4140,1898,330D198001,-85.200011,35.054571,30,2/25/19,7:00,7,35.13,55.42,35.13,22.17,0.59,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,12,4,19,28,15,,0.031412143,0.301,0.0
5682,838,33SR008001,-85.209287,34.989471,42,2/25/19,3:00,3,40.56,55.52,35.73,25.94,0.56,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.021444209,1.2819999999999998,0.0
4583,3282,3303573001,-85.27968100000001,35.017934999999994,43,2/25/19,13:00,13,48.9,55.68,35.02,20.82,0.33,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,16,12,15,,0.2953565,0.09699999999999999,0.0
5612,5383,33SR027001,-85.308826,35.031481,26,2/25/19,21:00,21,45.45,55.96,34.98,27.32,0.49,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,0.24116616,5.013999999999999,0.0
989,1232,33I0024002,-85.28069,35.016490999999995,136,2/25/19,5:00,5,37.84,55.69,35.42,24.09,0.57,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.057078637,10.06,0.0
5139,591,33SR008001,-85.308526,35.062644,42,2/25/19,2:00,2,41.26,55.62,35.11,25.91,0.54,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,0.033015147,10.138,0.0
0,4451,33I0024002,-85.310838,35.02908,67,2/25/19,18:00,18,52.4,55.96,35.03,26.9,0.37,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,0.19479033,8.071,0.0
