,Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
190,922,330B936001,-85.245409,34.996398,30,2/25/19,3:00,3,39.66,55.09,35.77,23.33,0.52,2,0,4.92,0.19,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,0.012238635,0.115,0.0
1921,3520,3304417001,-85.299374,35.02626,44,2/25/19,14:00,14,52.29,55.38,34.44,25.49,0.35,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,18,4,16,34,18,,0.25573114,0.095,0.0
5222,3451,330C353001,-85.205213,35.008709,100,2/25/19,14:00,14,51.71,55.08,34.68,25.94,0.36,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,48,15,,0.18638152,0.461,0.0
3226,4192,3304986001,-85.153824,35.041303000000006,82,2/25/19,17:00,17,54.35,54.9,34.58,29.5,0.38,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,17,12,15,,0.29077053,2.1630000000000003,0.0
5418,5254,33SR008001,-85.235377,34.995433,40,2/25/19,21:00,21,45.44,55.11,34.76,30.62,0.56,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.25095072,2.832,0.0
219,803,33I0024002,-85.39315,35.008289000000005,50,2/25/19,3:00,3,39.27,55.46,35.53,23.6,0.53,2,0,4.89,0.2,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.10084072,2.0069999999999997,0.0
2117,2388,330D198001,-85.200011,35.054571,30,2/25/19,9:00,9,38.47,55.08,35.78,19.57,0.46,2,0,6.45,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,12,4,19,28,15,,0.18159097,0.301,0.0
5697,4206,33I0024002,-85.310838,35.02908,67,2/25/19,17:00,17,54.98,55.37,35.94,29.16,0.37,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,0.38098407,8.071,0.0
2955,620,3303580001,-85.156949,35.042868,36,2/25/19,2:00,2,40.75,55.02,35.59,24.74,0.52,2,0,4.21,0.2,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.0075099347,2.117,0.0
1679,5551,33I0075001,-85.177674,35.019094,32,2/25/19,22:00,22,44.52,55.0,34.73,30.14,0.57,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,7,8,2,1,11,48,18,,0.20041475,3.6039999999999996,0.0
1995,2999,330C359001,-85.21546,35.009932,54,2/25/19,12:00,12,46.38,55.13,34.66,23.94,0.41,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,0.09694657,0.083,0.0
493,552,330D228001,-85.197621,35.083886,52,2/25/19,2:00,2,40.7,54.9,35.73,24.78,0.53,2,0,5.04,0.21,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,26,15,,0.020726142,0.059000000000000004,0.0
1812,3440,330A390001,-85.29043100000001,35.048719,119,2/25/19,14:00,14,52.48,55.39,34.51,25.42,0.35,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,0.13991427,0.479,0.0
1532,3075,33SR008001,-85.206802,34.989515000000004,36,2/25/19,12:00,12,46.41,55.26,35.02,24.12,0.41,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.1614587,1.1420000000000001,0.0
1949,951,3303552001,-85.286955,35.046753,27,2/25/19,3:00,3,40.1,55.47,36.14,22.35,0.49,2,0,7.06,0.2,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,22,15,,0.13512337,1.365,0.0
543,259,33I0024002,-85.28129200000001,35.016830999999996,112,2/25/19,1:00,1,42.71,55.4,35.76,23.14,0.46,2,0,3.57,0.2,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.0071673845,10.02,0.0
3484,3412,330E078001,-85.079303,35.086417,26,2/25/19,13:00,13,48.51,54.38,34.57,25.4,0.4,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,,0.25823572,0.002,0.0
4723,4956,33I0024002,-85.36030699999999,35.028245,56,2/25/19,20:00,20,46.97,55.33,35.53,30.72,0.53,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,6,2,1,11,24,15,,0.31757513,4.46,0.0
909,5381,33SR320001,-85.174648,35.017727,26,2/25/19,21:00,21,45.09,55.0,34.74,30.38,0.56,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,0.29148734,1.9280000000000002,0.0
518,3836,33I0075001,-85.177674,35.019094,32,2/25/19,15:00,15,53.78,55.0,34.73,27.36,0.36,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,7,8,2,1,11,48,18,,0.2938142,3.6039999999999996,0.0
2849,517,3304986001,-85.153824,35.041303000000006,82,2/25/19,2:00,2,40.72,54.97,35.58,24.74,0.53,2,0,4.19,0.21,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,12,15,,0.007469518,2.1630000000000003,0.0
2717,1682,3303578001,-85.219735,35.043284,27,2/25/19,6:00,6,36.95,55.18,35.73,23.94,0.59,2,0,3.75,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,0.009014085,3.6689999999999996,0.0
4968,3091,330E315001,-85.13381,34.99941,34,2/25/19,12:00,12,46.1,54.64,34.78,24.54,0.42,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,12,4,19,24,15,,0.13176993,0.106,0.0
2487,5754,33SR002001,-85.205773,35.017752,38,2/25/19,23:00,23,44.05,55.1,34.61,27.41,0.52,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.20933685,15.309000000000001,0.0
2119,4169,3305787001,-85.15314599999999,35.030081,157,2/25/19,17:00,17,54.35,54.89,34.65,29.54,0.38,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.25582087,0.129,0.0
5227,1722,33I0024002,-85.28069,35.016490999999995,136,2/25/19,7:00,7,35.74,55.28,35.74,20.56,0.54,2,0,2.68,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.013242055,10.06,0.0
922,1846,33SR320001,-85.154777,35.008124,36,2/25/19,7:00,7,35.85,55.0,35.85,21.55,0.56,2,0,3.07,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.018794304,3.4210000000000003,0.0
3918,3887,3303578001,-85.219735,35.043284,27,2/25/19,15:00,15,54.03,55.19,34.37,27.04,0.35,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,0.22756499,3.6689999999999996,0.0
5799,3010,33I0024002,-85.383202,35.018934,48,2/25/19,12:00,12,46.84,55.02,34.84,23.4,0.39,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.4478108,2.945,0.0
3169,2290,33I0024002,-85.39930600000001,34.9933,45,2/25/19,9:00,9,37.75,55.03,35.39,18.28,0.45,2,0,4.35,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.12237485,0.8959999999999999,0.0
1241,3566,33SR008001,-85.30963299999999,35.052314,35,2/25/19,14:00,14,52.45,55.32,34.31,25.37,0.35,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,0.322209,9.415,0.0
891,1657,330B936001,-85.245409,34.996398,30,2/25/19,6:00,6,37.24,55.0,35.77,24.63,0.6,2,0,2.34,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,0.008170128,0.115,0.0
83,5164,33I0075001,-85.184238,35.012865999999995,107,2/25/19,21:00,21,45.16,55.04,34.78,30.43,0.56,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,8,8,2,1,11,48,18,,0.21502502,3.01,0.0
5444,2299,33SR153001,-85.229114,35.104437,43,2/25/19,9:00,9,38.55,55.17,36.1,18.18,0.43,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,0.12552059,6.7860000000000005,0.0
2507,1193,33SR002001,-85.198298,35.022448,27,2/25/19,4:00,4,37.61,55.04,35.74,25.46,0.61,2,0,5.97,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.057474226,15.844000000000001,0.0
2317,4775,3305747001,-85.142778,35.068587,38,2/25/19,19:00,19,48.11,54.84,34.62,31.04,0.51,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,1,2,2,18,4,17,24,18,,0.22914936,0.275,0.0
3029,3838,330E643001,-85.184651,35.030289,32,2/25/19,15:00,15,53.59,54.77,34.43,27.28,0.36,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,12,4,19,26,15,,0.11335334,0.037000000000000005,0.0
4169,4456,330B068001,-85.228277,35.012954,65,2/25/19,18:00,18,52.18,55.14,34.63,30.91,0.44,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,32,15,,0.13241683,0.001,0.0
4349,94,33SR153001,-85.229114,35.104437,43,2/25/19,0:00,0,53.63,60.43,45.57,49.88,0.87,2,0,6.51,0.36,rain,0.0155,0.159,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,0.29339087,6.7860000000000005,0.0
2615,2851,3304459001,-85.312411,35.045297,33,2/25/19,11:00,11,43.54,55.3,35.94,21.32,0.41,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,10,15,,0.15752245,0.046,0.0
1214,5766,33SR320001,-85.154777,35.008124,36,2/25/19,23:00,23,44.05,55.01,34.78,27.4,0.52,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.24687874,3.4210000000000003,0.0
976,4304,33SR320001,-85.168677,35.017790000000005,35,2/25/19,17:00,17,54.37,54.9,34.74,29.53,0.38,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.26585397,2.271,0.0
2252,1869,330B809001,-85.218956,34.998857,33,2/25/19,7:00,7,35.74,55.13,35.74,21.57,0.56,2,0,2.29,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,20,15,,0.010817274,0.077,0.0
564,4525,330F888001,-85.149653,35.034718,38,2/25/19,18:00,18,51.64,54.84,34.62,30.88,0.45,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,4,12,4,19,24,15,,0.16095078,0.44299999999999995,0.0
2562,2226,330C353001,-85.205213,35.008709,100,2/25/19,9:00,9,38.54,55.08,35.73,20.63,0.48,2,0,5.73,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,48,15,,0.34150496,0.461,0.0
166,4698,33SR320001,-85.173781,35.017884,67,2/25/19,19:00,19,48.42,54.99,34.74,31.22,0.51,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,0.2847733,1.9780000000000002,0.0
3485,4731,33I0075001,-85.163223,35.035571999999995,47,2/25/19,19:00,19,48.34,54.95,34.62,31.15,0.51,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.34041297,5.016,0.0
2739,3029,33I0075001,-85.206471,34.993709,45,2/25/19,12:00,12,46.42,55.27,34.99,24.1,0.41,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,7,2,1,11,36,15,,0.27489942,0.62,0.0
391,2517,3303554001,-85.282862,35.038934999999995,51,2/25/19,10:00,10,40.69,55.33,35.82,21.11,0.45,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,16,4,16,44,15,,0.1645749,0.752,0.0
4890,3291,3303552001,-85.279898,35.043794,41,2/25/19,13:00,13,49.56,55.37,34.37,24.3,0.37,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,0.14305581,1.819,0.0
3251,5479,33I0075001,-85.206471,34.993709,45,2/25/19,22:00,22,44.82,55.27,34.99,30.38,0.57,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,1,2,2,2,6,7,2,1,11,36,15,,0.32199845,0.62,0.0
2751,822,330F888001,-85.14970500000001,35.037485,45,2/25/19,3:00,3,39.07,54.91,35.56,23.0,0.52,2,0,6.29,0.21,rain,0.0003,0.0019,1551128400,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,4,12,4,19,24,15,,0.029080737,0.363,0.0
4966,5842,3304988001,-85.156695,35.027055,28,2/25/19,23:00,23,43.96,54.92,34.67,27.32,0.52,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,0.120983854,2.9810000000000003,0.0
4857,3645,33SR002001,-85.220213,35.009919000000004,27,2/25/19,14:00,14,51.77,55.13,34.66,25.83,0.36,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,0.3650767,14.31,0.0
2841,2509,330C359001,-85.21546,35.009932,54,2/25/19,10:00,10,40.67,55.13,35.75,22.0,0.47,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,0.08009646,0.083,0.0
5582,2449,33I0124001,-85.314338,35.049871,26,2/25/19,9:00,9,38.05,55.27,36.06,18.45,0.45,2,0,3.92,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,4,6,2,1,11,24,15,,0.08958453,1.5959999999999999,0.0
3784,4496,33I0024002,-85.366708,35.027029,45,2/25/19,18:00,18,52.34,55.48,35.32,30.51,0.43,2,0,10.0,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.49814427,4.085,0.0
5124,5810,33SR029001,-85.316172,35.056969,31,2/25/19,23:00,23,44.14,55.46,35.86,27.44,0.52,2,0,10.0,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,13,1,12,36,18,,0.29716706,0.171,0.0
3474,1945,33I0024002,-85.259012,35.019636,26,2/25/19,7:00,7,35.87,54.47,35.87,20.7,0.54,2,0,2.62,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.008356048,11.532,0.0
