Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile
3755,33I0024002,-85.253185,35.015252,46,2/25/19,15:00,15,53.48,54.83,34.5,23.1,0.3,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,11.983
4739,33I0075001,-85.112125,35.073843,45,2/25/19,19:00,19,46.47,54.01,34.45,27.28,0.47,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,,8.945
3389,3303549001,-85.306529,35.053585,28,2/25/19,13:00,13,49.02,55.56,34.26,19.89,0.31,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,1,3,3,16,4,14,30,15,,,0.66
3247,330D228001,-85.197621,35.083886,52,2/25/19,13:00,13,48.62,54.92,34.05,20.44,0.32,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,26,15,,,0.059
1399,3304418001,-85.25651,35.051718,31,2/25/19,5:00,5,36.57,55.01,34.33,23.07,0.58,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,34,15,,,1.572
273,3304428001,-85.24562,35.152975,80,2/25/19,1:00,1,40.04,55.16,33.48,26.43,0.58,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,17,24,15,,,0.891
3178,33SR027001,-85.308826,35.031481,26,2/25/19,12:00,12,45.9,55.61,34.22,18.78,0.33,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,,5.014
3652,33I0124001,-85.318867,35.035208,27,2/25/19,14:00,14,51.99,55.65,34.25,21.33,0.3,2,0,10,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,5,2,2,6,8,2,1,11,36,15,,,0.445
4044,330C910001,-85.252215,35.146073,37,2/25/19,16:00,16,55.14,55.14,33.5,24.42,0.3,2,0,10,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,18,15,,,0.444
1988,3304428001,-85.24562,35.152975,80,2/25/19,8:00,8,34.2,55.16,33.48,18.85,0.53,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,17,24,15,,,0.891
4003,33I0024002,-85.254192,35.015818,46,2/25/19,16:00,16,54.8,54.8,34.51,24.52,0.31,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,11.914
189,33I0024002,-85.399125,34.994874,29,2/25/19,0:00,0,55.49,62.27,42.47,51.73,0.87,2,0,0.94,0.35,rain,0.0142,0.1536,1550995200,clear-night,rain,Clear,Light Rain,0,0,1,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,,0.996
68,33I0024002,-85.39315,35.008289,50,2/25/19,0:00,0,55.41,62.04,42.82,51.65,0.87,2,0,3,0.35,rain,0.0144,0.1548,1550995200,clear-night,rain,Clear,Light Rain,0,0,1,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,,2.007
1630,330C858001,-85.242192,35.127346,33,2/25/19,6:00,6,34.58,55.45,33.94,21.46,0.58,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,3,4,0,2,2,2,12,4,19,18,15,,,0.09
1309,33I0075001,-85.112125,35.073843,45,2/25/19,5:00,5,36.26,54.01,34.46,23.38,0.59,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,,8.945
2613,330E643001,-85.184651,35.030289,32,2/25/19,10:00,10,38.89,54.85,34.3,18.34,0.43,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,12,4,19,26,15,,,0.037
972,330A675001,-85.263344,35.032718,26,2/25/19,3:00,3,38.93,55.08,34.38,26.06,0.6,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,,,0.174
3918,33I0024002,-85.252069,35.014338,26,2/25/19,15:00,15,53.5,54.86,34.5,23.1,0.3,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,12.072
2617,3304134001,-85.20734,35.147481,32,2/25/19,10:00,10,38.79,55.16,33.57,17.4,0.41,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,16,20,15,,,1.307
3489,330C359001,-85.21546,35.009932,54,2/25/19,14:00,14,51.4,55.2,34.35,21.86,0.31,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,,0.083
479,33I0124001,-85.318217,35.039377,26,2/25/19,1:00,1,40.74,55.62,34.22,27.14,0.58,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,,0.763
1447,33I0124001,-85.318867,35.035208,27,2/25/19,5:00,5,36.45,55.64,34.26,23.1,0.58,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,5,2,2,6,8,2,1,11,36,15,,,0.445
604,33I0075001,-85.174285,35.024637,38,2/25/19,2:00,2,39.76,55.1,34.59,26.91,0.6,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,7,2,1,11,48,18,,,4.038
5017,33SR153001,-85.177195,35.028893,38,2/25/19,20:00,20,46.13,55.08,34.58,27.13,0.47,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,,0.563
3556,33I0075001,-85.095544,35.078288,36,2/25/19,14:00,14,50.73,54.13,33.9,22.79,0.33,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,,9.928
3885,3301122001,-85.154861,35.042127,28,2/25/19,15:00,15,53.75,54.95,34.52,23.92,0.31,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.067
5783,3303577001,-85.247288,35.023823,34,2/25/19,23:00,23,42.92,54.9,34.46,26.49,0.52,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,,1.611
4690,33I0024002,-85.221655,35.004334,70,2/25/19,19:00,19,48.48,55.2,34.39,27.19,0.43,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.951
1347,33SR153001,-85.246697,35.182577,38,2/25/19,5:00,5,35.64,55.26,33.47,22.19,0.58,2,0,10,0.1,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,4,4,13,1,14,24,15,,,12.481
4369,3303549001,-85.306529,35.053585,28,2/25/19,17:00,17,54.8,55.56,34.26,25.52,0.32,2,0,10,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,1,3,3,16,4,14,30,15,,,0.66
3767,33I0124001,-85.314266,35.047051,44,2/25/19,15:00,15,54.34,55.52,34.29,22.92,0.29,2,0,10,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,5,2,1,11,24,15,,,1.399
4911,33SR008001,-85.331318,35.094368,114,2/25/19,20:00,20,46.68,55.66,33.97,26.97,0.46,2,0,10,0.1,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,13.147
475,33I0024002,-85.259012,35.019636,26,2/25/19,1:00,1,40.26,54.63,34.52,27.43,0.6,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,11.532
2041,33SR002001,-85.066688,35.085686,46,2/25/19,8:00,8,34.41,54.44,33.7,20.79,0.57,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,5,5,21,1,16,24,15,,,20.634
2175,33SR002001,-85.220213,35.009919,27,2/25/19,8:00,8,34.87,55.2,34.36,20.2,0.55,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,,14.31
3913,33SR027001,-85.308826,35.031481,26,2/25/19,15:00,15,54.29,55.61,34.22,22.97,0.29,2,0,10,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,,5.014
2199,3304983001,-85.27164,35.009454,26,2/25/19,8:00,8,34.94,54.73,34.54,19.94,0.54,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,17,30,15,,,0.395
2630,33SR008001,-85.318282,35.083649,31,2/25/19,10:00,10,39.05,55.53,34.02,17.11,0.41,2,0,10,0.1,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,,11.995
3138,3303580001,-85.157294,35.042997,28,2/25/19,12:00,12,45.6,54.99,34.51,19.82,0.35,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,2.095
1820,3303580001,-85.160208,35.044088,41,2/25/19,7:00,7,34.5,55.03,34.5,21.55,0.59,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,4,4,18,4,14,24,15,,,1.915
5169,33I0075001,-85.207205,35.005828,93,2/25/19,21:00,21,44.89,55.17,34.37,26.8,0.49,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,1,2,2,2,8,8,2,1,11,48,15,,,1.596
5258,33SR153001,-85.214113,35.087611,38,2/25/19,21:00,21,44.72,55.05,34.17,26.64,0.49,2,0,10,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,,5.272
5858,3303570001,-85.288147,35.028961,27,2/25/19,23:00,23,42.87,55.52,34.25,26.67,0.52,2,0,10,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,5,0,2,2,2,16,4,16,30,15,,,0.687
5090,33SR002001,-85.254881,35.027655,29,2/25/19,20:00,20,46.12,54.69,34.49,27.1,0.47,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,,11.917
203,33I0024002,-85.228426,35.005312,28,2/25/19,0:00,0,53.29,60.81,42.93,49.96,0.88,2,0,6.28,0.35,rain,0.0145,0.1447,1550995200,clear-night,rain,Clear,Light Rain,0,0,1,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.559
142,33SR153001,-85.221427,35.091719,34,2/25/19,0:00,0,53.56,61.13,42.94,49.91,0.87,2,0,4.06,0.35,rain,0.0153,0.1517,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,4,6,13,1,12,24,15,,,5.772
5600,3301122001,-85.154861,35.042127,28,2/25/19,22:00,22,43.41,54.95,34.51,26.34,0.51,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.067
3054,33I0075001,-85.174285,35.024637,38,2/25/19,12:00,12,45.64,55.11,34.59,19.73,0.35,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,7,2,1,11,48,18,,,4.038
4867,3303578001,-85.219735,35.043284,27,2/25/19,19:00,19,48.47,55.27,34.2,27.15,0.43,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,,3.669
2903,3304996001,-85.187659,35.029911,28,2/25/19,11:00,11,41.85,54.95,34.28,18.63,0.39,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,28,15,,,0.019
1107,330E636001,-85.158111,35.043326,36,2/25/19,4:00,4,37.93,55,34.5,25.57,0.61,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,12,4,19,30,15,,,0.283
3066,33I0075001,-85.095544,35.078288,36,2/25/19,12:00,12,45.06,54.13,33.9,20.24,0.37,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,,9.928
4363,3303580001,-85.157294,35.042997,28,2/25/19,17:00,17,54.15,54.99,34.51,26.17,0.34,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,2.095
4171,33I0024002,-85.368766,35.026324,144,2/25/19,17:00,17,55.19,55.78,33.68,25.45,0.31,2,0,10,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,,3.959
3880,330B707001,-85.251282,35.015328,28,2/25/19,15:00,15,53.53,54.88,34.49,23.1,0.3,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,16,15,,,0.001
1283,330F894001,-85.154814,35.04156,55,2/25/19,5:00,5,36.49,54.94,34.52,23.44,0.59,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.09
5605,33SR002001,-85.220213,35.009919,27,2/25/19,22:00,22,43.79,55.21,34.36,26.52,0.5,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,,14.31
1782,3303554001,-85.282862,35.038935,51,2/25/19,7:00,7,34.21,55.5,34.21,20.98,0.58,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,16,4,16,44,15,,,0.752
1900,33SR320001,-85.184253,35.017209,30,2/25/19,7:00,7,34.68,54.99,34.68,21.61,0.58,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,21,1,14,24,15,,,1.363
2453,33I0075001,-85.210866,35.001294,162,2/25/19,10:00,10,38.96,55.18,34.39,18.29,0.43,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,,1.202
5498,330D462001,-85.21983,35.089088,40,2/25/19,22:00,22,43.64,55.16,34.17,26.31,0.5,2,0,10,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,12,4,19,24,15,,,0.008
1549,3301122001,-85.150002,35.040336,46,2/25/19,6:00,6,35.08,54.87,34.53,22.59,0.6,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.367
1279,33I0024002,-85.252128,35.014375,58,2/25/19,5:00,5,36.7,54.86,34.5,23.33,0.58,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,12.068
1057,3305403001,-85.290932,35.041926,47,2/25/19,4:00,4,37.89,55.46,34.22,25.32,0.6,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,17,15,,,1.653
4503,3303588001,-85.256848,35.114504,43,2/25/19,18:00,18,51.63,55.45,33.98,26.49,0.37,2,0,10,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,16,4,14,24,15,,,2.836
1598,3301122001,-85.149705,35.039818,36,2/25/19,6:00,6,35.09,54.87,34.54,22.6,0.6,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,0.397
3862,330B936001,-85.245409,34.996398,30,2/25/19,15:00,15,53.67,55.08,34.47,23.2,0.3,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,,0.115
1359,3303561001,-85.310664,35.052295,36,2/25/19,5:00,5,36.58,55.54,34.27,22.98,0.57,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,18,4,16,36,15,,,0.454
2995,3303587001,-85.26244,35.115281,57,2/25/19,12:00,12,45.92,55.34,33.97,18.58,0.33,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,1.627
2285,33I0024002,-85.253185,35.015252,46,2/25/19,9:00,9,36.51,54.83,34.5,18.61,0.48,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,11.983
1501,33SR002001,-85.134239,35.060689,76,2/25/19,6:00,6,34.99,54.68,34.45,22.53,0.6,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,20.339
5843,3304996001,-85.187659,35.029911,28,2/25/19,23:00,23,42.52,54.96,34.28,26.35,0.52,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,28,15,,,0.019
5593,33I0024002,-85.228426,35.005312,28,2/25/19,22:00,22,43.86,55.2,34.4,26.54,0.5,2,0,10,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.559
2736,33I0024002,-85.310838,35.02908,67,2/25/19,11:00,11,42.2,55.61,34.26,17.82,0.37,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,,8.071
3117,3305770001,-85.231362,35.007176,31,2/25/19,12:00,12,45.58,55.2,34.39,19.2,0.35,2,0,10,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,1,2,3,18,4,16,36,15,,,0.751
5038,33SR317001,-85.209734,35.081593,35,2/25/19,20:00,20,45.94,54.9,34.14,27.03,0.47,2,0,10,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,13,1,14,24,15,,,0.001
1365,33SR153001,-85.225106,35.094661,35,2/25/19,5:00,5,36.87,55.27,34.17,22.87,0.57,2,0,10,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,4,4,13,1,12,24,15,,,6.062
28,3304428001,-85.24562,35.152975,80,2/25/19,0:00,0,53.53,60.14,42.43,49.91,0.87,2,0,4.36,0.36,rain,0.0163,0.1693,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,0,0,2,2,2,18,4,17,24,15,,,0.891
4347,3304995001,-85.186686,35.029063,30,2/25/19,17:00,17,54.18,54.92,34.29,26.03,0.33,2,0,10,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,17,28,15,,,0.699
