Accident,Latitude,Longitude,Date,Time,Route,Log_Mile,Terrain,Land_Use,Access_Control,Illumination,Operation,School_Zone,Speed_Limit
1,35.066992,-85.038261,2018-04-03,08:52:46,3301431001,0.607,,,,,,,
1,35.12214,-85.240308,2018-04-03,09:24:59,3304133001,0.629,,,,,,,
1,35.123075,-85.239491,2018-04-03,09:25:53,3304133001,0.694,,,,,,,
1,35.048547,-85.303553,2018-04-03,09:45:01,3303548001,0.578,,,,,,,
1,35.024513,-85.297979,2018-04-03,09:56:40,33SR027001,5.028,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.048337,-85.311657,2018-04-03,10:50:05,330A335001,0.278,2.0,2.0,0.0,1.0,1.0,,-10.0
1,35.015591,-85.376588,2018-04-03,11:33:28,330C038001,0.753,2.0,7.0,0.0,1.0,2.0,,25.0
1,35.009932,-85.21546,2018-04-03,11:37:58,330C359001,0.083,1.0,2.0,0.0,1.0,2.0,,15.0
1,35.137525,-85.237427,2018-04-03,11:49:58,3303592001,0.032,,,,,,,
1,35.040096,-85.170822,2018-04-03,12:13:51,330E526001,0.027,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.038647,-85.292718,2018-04-03,12:21:20,3304417001,1.039,,,,,,,
1,35.115281,-85.26244,2018-04-03,12:51:23,3303587001,1.627,,,,,,,
1,35.048363,-85.310543,2018-04-03,13:01:42,330A335001,0.215,2.0,2.0,0.0,1.0,1.0,,-10.0
1,35.098406,-85.329331,2018-04-03,13:33:59,33SR008001,13.549,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.026313,-85.252105,2018-04-03,14:10:31,33SR002001,12.1,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.123075,-85.239491,2018-04-03,14:22:58,3304133001,0.694,,,,,,,
1,35.278069,-85.145517,2018-04-03,14:31:27,3304463001,0.206,,,,,,,
1,35.137586,-85.276201,2018-04-03,14:35:15,3304034001,2.275,,,,,,,
1,35.340401,-85.128328,2018-04-03,14:38:56,3301149001,9.789,,,,,,,
1,35.001234,-85.257862,2018-04-03,14:46:34,33SR008001,4.228,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.070105,-85.289841,2018-04-03,14:49:18,330A209001,0.911,2.0,7.0,0.0,1.0,2.0,,25.0
1,35.035857,-85.305724,2018-04-03,15:19:15,33SR008001,8.0,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.011929,-85.326952,2018-04-03,15:37:19,33SR017001,1.99,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.018299,-85.16242,2018-04-03,15:57:06,330C350001,0.024,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.018264,-85.161399,2018-04-03,15:57:26,3304987001,0.239,,,,,,,
1,35.017438,-85.161533,2018-04-03,15:57:27,3304987001,0.185,,,,,,,
1,35.018299,-85.16242,2018-04-03,15:58:02,330C350001,0.024,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.029344,-85.184043,2018-04-03,15:58:06,330E643001,0.113,2.0,2.0,0.0,-10.0,2.0,,-10.0
1,35.018264,-85.161399,2018-04-03,15:58:23,3304987001,0.239,,,,,,,
1,35.135604,-85.239282,2018-04-03,16:05:09,3305715001,0.006,,,,,,,
1,35.015352,-85.281076,2018-04-03,16:10:33,3303572001,1.112,,,,,,,
1,35.036959,-85.151823,2018-04-03,16:16:04,330F888001,0.273,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.058347,-85.06457,2018-04-03,16:20:53,33SR317001,7.774,2.0,2.0,0.0,-10.0,2.0,,35.0
1,35.031376,-85.315973,2018-04-03,16:34:29,33I0024002,7.739,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.01824,-85.374792,2018-04-03,16:44:09,33SR002001,2.675,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.025142,-85.157634,2018-04-03,17:02:35,3304987001,0.761,,,,,,,
1,35.008924,-85.152887,2018-04-03,17:09:16,33SR320001,3.357,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.054972,-85.127658,2018-04-03,17:11:58,3304989001,0.753,,,,,,,
1,35.044088,-85.160208,2018-04-03,17:13:03,3303580001,1.915,,,,,,,
1,35.013629,-85.327319,2018-04-03,17:17:38,330A838001,1.036,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.043961,-85.296327,2018-04-03,17:28:03,3305403001,1.99,,,,,,,
1,35.052196,-85.138658,2018-04-03,17:32:47,3303604001,2.837,,,,,,,
1,35.007168,-85.231367,2018-04-03,17:34:55,3303578001,0.861,,,,,,,
1,35.086557,-85.066966,2018-04-03,17:37:08,33I0075001,11.639,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.01779,-85.168677,2018-04-03,17:38:06,33SR320001,2.271,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.086557,-85.066966,2018-04-03,17:38:29,33I0075001,11.639,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.037846,-85.156672,2018-04-03,17:40:13,3304986001,1.875,,,,,,,
1,35.018172,-85.171825,2018-04-03,17:43:08,33SR320001,2.091,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.384776,-85.108813,2018-04-03,17:43:10,33SR029001,27.186,2.0,0.0,0.0,0.0,2.0,,45.0
1,35.383857,-85.108563,2018-04-03,17:43:21,33SR029001,27.126,2.0,0.0,0.0,0.0,2.0,,45.0
1,35.380689,-85.109983,2018-04-03,17:43:34,330D769001,0.164,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.384776,-85.108813,2018-04-03,17:43:44,33SR029001,27.186,2.0,0.0,0.0,0.0,2.0,,45.0
1,35.380689,-85.109983,2018-04-03,17:44:09,330D769001,0.164,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.017884,-85.173781,2018-04-03,18:13:15,33SR320001,1.978,2.0,2.0,0.0,0.0,2.0,,40.0
1,35.084185,-85.319224,2018-04-03,18:31:03,33SR008001,12.052,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.033138,-85.155434,2018-04-03,18:31:54,3304987001,1.314,,,,,,,
1,35.079529,-85.208567,2018-04-03,18:32:49,33SR317001,0.158,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.028671,-85.362494,2018-04-03,19:10:50,330C094001,0.035,2.0,7.0,0.0,1.0,2.0,,30.0
1,35.008709,-85.205213,2018-04-03,19:16:00,330C353001,0.461,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.043978,-85.132838,2018-04-03,19:16:40,330E472001,0.227,2.0,7.0,0.0,1.0,2.0,,30.0
1,35.034092,-85.153419,2018-04-03,19:32:11,3304987001,1.421,,,,,,,
1,35.152975,-85.24562,2018-04-03,19:34:10,3304428001,0.891,,,,,,,
1,35.15218,-85.247499,2018-04-03,19:34:12,33SR153001,10.375,2.0,2.0,0.0,1.0,2.0,,45.0
