BLM,ELM,ID_NUMBER,ROW ,No. Lns.,Spd_Limit,Terrain,Land_Use,Illum,Operation,AccCtrl,Sch Spd Limit,Truck Spd Limit
0,0.167,330C155001,44,2,-10,2,7,-10,2,0,-10,-10
0,0.239,330C156001,44,2,-10,2,7,1,2,0,-10,-10
0,0.175,330C157001,52,2,-10,2,7,1,2,0,-10,-10
0,0.192,330C158001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.295,330C159001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.071,330C160001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.117,330C161001,44,2,-10,2,7,-10,2,0,-10,-10
0,0.033,330C162001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.03,330C163001,36,2,-10,3,0,-10,2,0,-10,-10
0,0.025,330C164001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.203,330C165001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.17,330C166001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.114,330C167001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.122,330C168001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.048,330C169001,56,2,-10,2,7,1,2,0,-10,-10
0,0.046,330C170001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.167,330C171001,40,2,-10,2,7,1,2,0,-10,-10
0,0.137,330C173001,44,2,-10,2,7,1,2,0,-10,-10
0,0.644,330C174001,40,2,-10,2,7,1,2,0,-10,-10
0,0.057,330C175001,44,2,-10,2,7,1,2,0,-10,-10
0,1.55,330C176001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.244,330C177001,52,2,30,3,0,-10,2,0,-10,-10
0,1.109,330C178001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.301,330C179001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.81,330C180001,44,2,-10,3,0,-10,2,0,-10,-10
0,1.211,330C181001,48,2,30,3,0,-10,2,0,-10,-10
0,0.315,330C182001,44,2,-10,3,7,1,2,0,-10,-10
0,0.085,330C183001,40,2,-10,3,0,1,2,0,-10,-10
0,0.169,330C185001,36,2,-10,3,0,-10,2,0,-10,-10
0,0.587,330C186001,40,2,-10,3,0,-10,2,0,-10,-10
0,0.173,330C187001,40,2,-10,3,0,-10,2,0,-10,-10
0,0.216,330C189001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.13,330C190001,44,2,-10,2,0,-10,2,0,-10,-10
0,0.175,330C191001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.065,330C193001,48,2,-10,2,2,-10,2,0,-10,-10
0,0.086,330C195001,68,2,-10,2,4,1,2,0,-10,-10
0,0.266,330C196001,40,2,-10,2,7,1,2,0,-10,-10
0,0.191,330C198001,64,2,-10,2,2,-10,2,0,-10,-10
0,0.065,330C199001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.214,330C200001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.097,330C201001,56,2,-10,2,7,1,2,0,-10,-10
0,0.086,330C202001,56,2,-10,2,7,1,2,0,-10,-10
0,0.143,330C203001,56,2,-10,2,7,1,2,0,-10,-10
0,0.078,330C204001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.34,330C205001,56,2,25,2,7,1,2,0,-10,-10
0,0.18,330C206001,56,2,-10,2,7,1,2,0,-10,-10
0,0.098,330C207001,56,2,-10,2,7,1,2,0,-10,-10
0,0.242,330C208001,56,2,-10,2,7,1,2,0,-10,-10
0,0.286,330C209001,56,2,-10,2,7,1,2,0,-10,-10
0,0.293,330C210001,56,2,-10,2,7,1,2,0,-10,-10
0,0.428,330C211001,56,2,-10,2,7,1,2,0,-10,-10
0,0.734,330C212001,54,2,-10,2,7,-10,2,0,-10,-10
0,0.234,330C213001,52,2,-10,2,7,1,2,0,-10,-10
0,0.296,330C214001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.106,330C215001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.227,330C216001,56,2,-10,2,7,1,2,0,-10,-10
0,0.045,330C217001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.093,330C218001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.086,330C219001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.325,330C220001,56,2,-10,2,7,1,2,0,-10,-10
0,0.327,330C221001,56,2,-10,2,7,1,2,0,-10,-10
0,0.235,330C222001,60,2,-10,2,7,1,2,0,-10,-10
0,0.435,330C223001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.172,330C224001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.161,330C225001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.073,330C226001,58,2,-10,3,7,1,2,0,-10,-10
0,0.074,330C227001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.394,330C228001,56,2,-10,2,7,1,2,0,-10,-10
0,0.106,330C229001,56,2,-10,2,7,1,2,0,-10,-10
0,0.072,330C230001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.075,330C234001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.069,330C235001,40,2,-10,2,2,-10,2,0,-10,-10
0,0.074,330C238001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.353,330C239001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.191,330C240001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.446,330C241001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.372,330C242001,56,2,25,2,7,-10,2,0,-10,-10
0,0.197,330C243001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.197,330C244001,56,2,25,2,7,-10,2,0,-10,-10
0,0.359,330C245001,56,2,25,2,7,-10,2,0,-10,-10
0,0.134,330C246001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.24,330C247001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.124,330C248001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.369,330C250001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.122,330C251001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.142,330C252001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.156,330C253001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.056,330C254001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.317,330C255001,56,2,25,2,7,-10,2,0,-10,-10
0,0.065,330C256001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.261,330C257001,56,2,-10,2,0,1,2,0,-10,-10
0,0.064,330C258001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.078,330C259001,56,2,-10,2,7,1,2,0,-10,-10
0,0.061,330C260001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.405,330C261001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.104,330C262001,64,2,-10,2,2,-10,2,0,-10,-10
0,0.074,330C263001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.239,330C264001,56,2,25,2,7,-10,2,0,-10,-10
0,0.151,330C265001,56,2,25,2,7,-10,2,0,-10,-10
0,0.054,330C266001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.1,330C267001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.085,330C268001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.104,330C269001,56,2,-10,2,7,1,2,0,-10,-10
0,0.23,330C270001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.243,330C271001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.123,330C272001,32,2,-10,2,7,1,1,0,-10,-10
0,0.094,330C273001,36,2,-10,2,7,-10,1,0,-10,-10
0,0.121,330C274001,44,2,-10,2,7,-10,2,0,-10,-10
0,0.129,330C275001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.224,330C277001,50,2,-10,2,9,-10,2,0,-10,-10
0,0.054,330C278001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.037,330C279001,48,2,-10,2,7,1,2,0,-10,-10
0,0.03,330C280001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.056,330C281001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.097,330C282001,52,2,-10,2,7,1,2,0,-10,-10
0,0.162,330C283001,56,2,25,2,7,1,2,0,-10,-10
0,0.101,330C284001,56,2,-10,2,7,1,2,0,-10,-10
0,0.046,330C285001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.074,330C286001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.301,330C287001,60,2,-10,2,7,-10,2,0,-10,-10
0,0.055,330C288001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.204,330C289001,64,2,-10,2,7,1,2,0,-10,-10
0,0.19,330C290001,56,2,-10,2,7,1,2,0,-10,-10
0,0.691,330C291001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.027,330C292001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.022,330C293001,56,2,-10,2,7,1,2,0,-10,-10
0,0.407,330C294001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.139,330C296001,48,2,-10,2,7,1,2,0,-10,-10
0,0.089,330C297001,52,2,-10,2,7,1,2,0,-10,-10
0,0.607,330C298001,60,2,25,2,7,-10,2,0,-10,-10
0,0.122,330C299001,60,2,-10,2,7,-10,2,0,-10,-10
0,0.189,330C300001,60,2,-10,2,7,-10,2,0,-10,-10
0,0.094,330C301001,60,2,-10,2,7,-10,2,0,-10,-10
0,0.087,330C303001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.106,330C304001,60,2,-10,2,7,-10,2,0,-10,-10
0,0.195,330C305001,52,2,-10,2,7,1,2,0,-10,-10
0,0.417,330C306001,56,2,-10,2,7,1,2,0,-10,-10
0,0.062,330C308001,52,2,-10,2,7,1,2,0,-10,-10
0,0.205,330C309001,52,2,-10,2,7,1,2,0,-10,-10
0,0.173,330C310001,52,2,-10,2,7,1,2,0,-10,-10
0,0.397,330C311001,52,2,-10,2,7,1,2,0,-10,-10
0,0.21,330C312001,52,2,-10,2,7,1,2,0,-10,-10
0,0.26,330C313001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.04,330C314001,40,2,-10,2,7,1,2,0,-10,-10
0,0.047,330C315001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.103,330C316001,52,2,-10,2,7,1,2,0,-10,-10
0,0.204,330C317001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.219,330C318001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.584,330C319001,48,2,20,2,7,1,2,0,-10,-10
0,0.122,330C320001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.054,330C321001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.045,330C322001,36,2,-10,2,7,1,2,0,-10,-10
0,0.233,330C325001,44,2,-10,2,7,1,2,0,-10,-10
0,0.16,330C326001,44,2,-10,2,0,-10,2,0,-10,-10
0,0.05,330C327001,48,2,25,2,4,1,2,0,-10,-10
0,0.112,330C328001,52,2,-10,2,7,1,2,0,-10,-10
0,0.192,330C329001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.168,330C330001,44,2,-10,2,7,1,2,0,-10,-10
0,0.122,330C331001,52,2,-10,2,7,1,2,0,-10,-10
0,0.168,330C332001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.068,330C333001,52,2,-10,2,7,1,2,0,-10,-10
0,0.056,330C334001,52,2,-10,2,7,1,2,0,-10,-10
0,0.383,330C335001,52,2,-10,2,7,1,2,0,-10,-10
0,0.121,330C336001,52,2,-10,2,7,1,2,0,-10,-10
0,0.239,330C337001,52,2,-10,2,7,1,2,0,-10,-10
0,0.097,330C338001,56,2,-10,2,7,1,2,0,-10,-10
0,0.108,330C339001,52,2,-10,2,7,1,2,0,-10,-10
0,0.687,330C340001,52,2,25,2,7,1,2,0,-10,-10
0,0.113,330C341001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.162,330C342001,52,2,-10,2,2,-10,2,0,-10,-10
0,0.117,330C343001,52,2,-10,2,0,1,2,0,-10,-10
0,0.225,330C344001,56,2,-10,2,7,1,2,0,-10,-10
0,0.058,330C345001,52,2,-10,2,7,1,2,0,-10,-10
0,0.058,330C346001,52,2,-10,2,7,1,2,0,-10,-10
0,0.082,330C347001,52,2,-10,2,7,1,2,0,-10,-10
0,0.047,330C348001,52,2,-10,2,7,1,2,0,-10,-10
0,0.038,330C349001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.115,330C350001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.33,330C351001,60,2,-10,2,7,1,2,0,-10,-10
0,0.21,330C352001,76,2,-10,2,2,-10,2,0,-10,-10
0,0.775,330C353001,100,2,-10,2,0,-10,2,0,-10,-10
0,0.59,330C354001,40,2,25,2,7,1,2,0,-10,-10
0,0.077,330C356001,60,2,-10,2,2,1,2,0,-10,-10
0,0.081,330C360001,60,2,-10,2,0,-10,2,0,-10,-10
0,0.059,330C361001,44,2,-10,2,7,1,2,0,-10,-10
0,0.085,330C365001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.041,330C366001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.161,330C367001,48,2,15,2,0,-10,2,0,-10,-10
0,0.065,330C368001,48,2,-10,2,0,1,2,0,-10,-10
0,0.03,330C370001,48,2,-10,2,0,-10,2,0,-10,-10
0,0.074,330C372001,100,2,-10,2,5,1,2,0,-10,-10
0,0.688,330C373001,52,2,25,2,0,1,2,0,-10,-10
0,0.37,330C374001,52,2,-10,2,7,1,2,0,-10,-10
0,0.272,330C375001,52,2,-10,2,7,1,2,0,-10,-10
0,0.172,330C376001,52,2,-10,2,7,1,2,0,-10,-10
0,0.058,330C377001,48,2,-10,2,2,1,2,0,-10,-10
0,0.054,330C378001,44,2,-10,2,7,1,2,0,-10,-10
0,0.568,330C379001,44,2,20,2,9,-10,2,0,-10,-10
0,0.049,330C380001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.097,330C382001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.1,330C383001,80,2,-10,2,0,-10,2,0,-10,-10
0,0.121,330C385001,84,3,-10,2,0,1,2,0,-10,-10
0,0.102,330C386001,68,2,-10,2,2,1,2,0,-10,-10
0,0.395,330C387001,76,2,-10,2,5,-10,2,0,-10,-10
0,0.242,330C389001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.207,330C390001,52,2,-10,2,7,1,2,0,-10,-10
0,0.756,330C391001,52,2,-10,2,7,1,2,0,-10,-10
0,0.042,330C392001,52,2,-10,2,7,1,2,0,-10,-10
0,0.052,330C393001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.476,330C394001,52,2,-10,2,7,1,2,0,-10,-10
0,0.373,330C395001,52,2,-10,2,7,1,2,0,-10,-10
0,0.152,330C396001,52,2,-10,2,7,1,2,0,-10,-10
0,0.15,330C397001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.039,330C398001,52,2,-10,2,7,1,2,0,-10,-10
0,0.045,330C399001,52,2,-10,2,7,1,2,0,-10,-10
0,0.005,330C400001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.063,330C401001,48,2,-10,2,0,-10,2,0,-10,-10
0,0.046,330C402001,52,2,-10,2,7,1,2,0,-10,-10
0,0.37,330C403001,60,2,-10,2,7,1,2,0,-10,-10
0,0.317,330C404001,64,2,25,2,7,-10,2,0,-10,-10
0,0.1,330C405001,64,2,-10,2,7,1,2,0,-10,-10
0,0.458,330C406001,48,2,-10,3,7,1,2,0,-10,-10
0,0.21,330C407001,44,2,-10,3,7,1,2,0,-10,-10
0,0.38,330C408001,44,2,-10,2,7,1,2,0,-10,-10
0,0.216,330C409001,40,2,-10,2,7,1,2,0,-10,-10
0,0.183,330C410001,44,2,-10,2,7,-10,2,0,-10,-10
0,0.444,330C411001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.029,330C412001,64,2,-10,2,7,-10,2,0,-10,-10
0,0.804,330C413001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.159,330C414001,52,2,-10,3,7,1,2,0,-10,-10
0,0.064,330C415001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.331,330C416001,48,2,-10,2,7,1,2,0,-10,-10
0,0.071,330C417001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.868,330C418001,56,2,-10,2,7,1,2,0,-10,-10
0,0.059,330C419001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.033,330C420001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.099,330C422001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.116,330C423001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.81,330C424001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.097,330C425001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.164,330C426001,40,2,-10,2,0,-10,2,0,-10,-10
0,0.343,330C428001,48,2,-10,2,7,1,2,0,-10,-10
0,0.885,330C429001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.823,330C430001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.48,330C431001,44,2,-10,2,0,-10,2,0,-10,-10
0,0.087,330C432001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.2,330C433001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.233,330C434001,60,2,15,2,0,-10,2,0,-10,-10
0,0.023,330C435001,60,2,15,2,7,-10,2,0,-10,-10
0,0.189,330C436001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.05,330C438001,28,2,-10,2,7,-10,2,0,-10,-10
0,0.125,330C439001,40,2,25,2,4,1,2,0,-10,-10
0,0.098,330C441001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.306,330C442001,40,2,-10,2,7,1,2,0,-10,-10
0,0.087,330C443001,32,2,-10,2,7,0,2,0,-10,-10
0,0.165,330C445001,28,2,-10,2,7,-10,2,0,-10,-10
0,0.105,330C446001,32,2,-10,2,7,1,2,0,-10,-10
0,0.16,330C447001,30,2,-10,2,7,1,2,0,-10,-10
0,0.286,330C448001,32,2,25,2,7,1,2,0,-10,-10
0,0.235,330C449001,32,2,-10,2,7,1,2,0,-10,-10
0,0.095,330C450001,32,2,-10,2,7,0,2,0,-10,-10
0,0.125,330C451001,32,2,-10,2,7,1,2,0,-10,-10
0,0.441,330C452001,32,2,-10,2,7,1,2,0,-10,-10
0,0.261,330C453001,32,2,-10,2,7,1,2,0,-10,-10
0,0.168,330C454001,48,2,-10,2,7,1,2,0,-10,-10
0,0.078,330C455001,52,2,-10,2,7,1,2,0,-10,-10
0,0.145,330C456001,30,2,-10,2,7,1,2,0,-10,-10
0,0.188,330C457001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.107,330C458001,28,2,-10,2,0,1,2,0,-10,-10
0,0.201,330C460001,44,2,-10,2,7,-10,2,0,-10,-10
0,0.068,330C461001,36,2,-10,2,7,0,2,0,-10,-10
0,0.11,330C462001,30,2,-10,2,7,0,2,0,-10,-10
0,0.08,330C463001,48,2,-10,2,7,1,2,0,-10,-10
0,0.127,330C464001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.074,330C465001,44,2,-10,2,7,-10,2,0,-10,-10
0,0.117,330C466001,40,2,-10,2,7,1,2,0,-10,-10
0,0.049,330C467001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.21,330C468001,42,2,-10,2,0,-10,2,0,-10,-10
0,0.255,330C469001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.183,330C470001,52,2,-10,2,7,1,2,0,-10,-10
0,0.244,330C471001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.16,330C472001,52,2,-10,2,7,1,2,0,-10,-10
0,0.319,330C473001,40,2,25,2,7,1,2,0,-10,-10
0,0.241,330C474001,60,2,-10,2,0,-10,2,0,-10,-10
0,0.236,330C475001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.154,330C476001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.285,330C477001,60,2,25,2,7,1,2,0,-10,-10
0,0.408,330C478001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.075,330C479001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.05,330C480001,56,2,-10,2,7,1,2,0,-10,-10
0,0.124,330C481001,58,2,-10,2,0,-10,2,0,-10,-10
0,0.061,330C482001,56,2,-10,2,7,1,2,0,-10,-10
0,0.063,330C483001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.272,330C484001,48,2,-10,2,7,1,2,0,-10,-10
0,0.653,330C485001,60,2,-10,2,7,-10,2,0,-10,-10
0,1.084,330C486001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.07,330C487001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.76,330C488001,54,2,-10,2,0,-10,2,0,-10,-10
0,0.729,330C489001,56,2,25,2,7,-10,2,0,-10,-10
0,0.233,330C490001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.05,330C491001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.248,330C492001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.309,330C493001,48,2,-10,2,0,-10,2,0,-10,-10
0,0.074,330C494001,56,2,-10,2,7,1,2,0,-10,-10
0,0.23,330C495001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.173,330C496001,36,2,-10,2,7,1,2,0,-10,-10
0,0.569,330C497001,58,2,-10,2,7,-10,2,0,-10,-10
0,0.158,330C498001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.052,330C499001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.143,330C500001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.04,330C501001,56,2,-10,3,0,-10,2,0,-10,-10
0,0.259,330C502001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.035,330C503001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.175,330C504001,56,2,-10,2,7,1,2,0,-10,-10
0,0.088,330C505001,44,2,-10,2,7,-10,2,0,15,-10
0,0.177,330C506001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.167,330C507001,56,2,-10,2,7,1,2,0,-10,-10
0,0.483,330C508001,40,2,-10,2,0,1,2,0,-10,-10
0,0.284,330C509001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.093,330C510001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.049,330C511001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.391,330C512001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.225,330C514001,60,2,-10,2,0,-10,2,0,-10,-10
0,0.139,330C515001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.726,330C516001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.291,330C517001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.18,330C518001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.255,330C520001,48,2,-10,2,0,-10,2,0,-10,-10
0,0.29,330C521001,36,2,-10,2,0,-10,2,0,-10,-10
0,0.154,330C523001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.109,330C524001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.239,330C525001,48,2,-10,2,0,-10,2,0,-10,-10
0,0.159,330C526001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.38,330C527001,48,2,-10,2,0,-10,2,0,-10,-10
0,0.452,330C528001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.107,330C529001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.22,330C530001,40,2,-10,2,0,-10,2,0,-10,-10
0,0.37,330C531001,40,2,-10,2,0,-10,2,0,-10,-10
0,0.399,330C534001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.064,330C535001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.129,330C536001,36,2,-10,2,7,-10,2,0,-10,-10
0,0.108,330C537001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.155,330C538001,40,2,-10,3,7,-10,2,0,-10,-10
0,0.219,330C539001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.068,330C540001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.059,330C541001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.172,330C542001,60,2,-10,2,7,-10,2,0,-10,-10
0,0.164,330C546001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.872,330C548001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.199,330C551001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.033,330C552001,56,2,-10,3,0,-10,2,0,-10,-10
0,0.064,330C553001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.835,330C554001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.295,330C557001,56,2,-10,2,0,-10,2,0,-10,-10
0,0.186,330C558001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.288,330C559001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.278,330C560001,50,2,30,3,0,-10,2,0,-10,-10
0,0.384,330C561001,44,2,30,3,0,-10,2,0,-10,-10
0,0.513,330C562001,48,2,-10,3,0,-10,2,0,-10,-10
0,0.351,330C563001,36,2,25,2,7,-10,2,0,-10,-10
0,0.851,330C564001,36,2,25,2,7,-10,2,0,-10,-10
0,0.15,330C565001,46,2,-10,2,0,-10,2,0,-10,-10
0,0.155,330C567001,52,2,-10,3,0,-10,2,0,-10,-10
0,0.252,330C568001,56,2,25,3,0,-10,2,0,-10,-10
0,0.262,330C569001,40,2,-10,3,0,-10,2,0,-10,-10
0,0.064,330C570001,56,2,-10,3,0,-10,2,0,-10,-10
0,0.49,330C571001,44,2,30,3,0,-10,2,0,-10,-10
0,0.402,330C572001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.049,330C573001,50,2,-10,2,7,-10,2,0,-10,-10
0,0.496,330C574001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.228,330C575001,56,2,25,3,0,-10,2,0,-10,-10
0,0.471,330C577001,44,2,25,3,0,-10,2,0,-10,-10
0,0.127,330C578001,48,2,-10,3,0,-10,2,0,-10,-10
0,0.172,330C579001,36,2,-10,2,0,-10,2,0,-10,-10
0,0.699,330C581001,48,2,30,3,0,-10,2,0,-10,-10
0,0.113,330C582001,44,2,-10,3,0,-10,2,0,-10,-10
0,0.354,330C583001,36,2,-10,2,0,-10,2,0,-10,-10
0,1.025,330C584001,36,2,-10,2,0,-10,2,0,-10,-10
0,0.568,330C585001,48,2,25,3,0,-10,2,0,-10,-10
0,0.303,330C586001,44,2,25,3,0,-10,2,0,-10,-10
0,0.37,330C587001,56,2,-10,2,0,-10,2,0,-10,-10
0,1.612,330C588001,48,2,30,3,0,-10,2,0,-10,-10
0,1.241,330C589001,48,2,-10,2,7,1,2,0,-10,-10
0,0.183,330C590001,52,2,-10,2,7,-10,2,0,-10,-10
0,0.267,330C591001,56,2,-10,2,7,1,2,0,-10,-10
0,0.593,330C592001,48,2,-10,2,7,1,2,0,-10,-10
0,0.125,330C593001,40,2,-10,3,0,-10,2,0,-10,-10
0,0.36,330C594001,44,2,-10,2,0,-10,2,0,-10,-10
0,0.148,330C595001,56,2,-10,2,7,1,2,0,-10,-10
0,0.125,330C596001,52,2,-10,3,0,-10,2,0,-10,-10
0,0.768,330C597001,56,2,-10,2,7,-10,2,0,-10,-10
0,0.38,330C598001,36,2,-10,2,0,-10,2,0,-10,-10
0,0.2,330C599001,40,2,-10,2,0,-10,2,0,-10,-10
0,0.123,330C601001,52,2,-10,2,7,1,2,0,-10,-10
0,0.329,330C602001,50,2,20,2,7,1,2,0,-10,-10
0,0.21,330C603001,46,2,-10,2,0,-10,2,0,-10,-10
0,0.09,330C604001,40,2,-10,2,7,-10,2,0,-10,-10
0,0.4,330C605001,40,2,-10,2,0,-10,2,0,-10,-10
0,0.202,330C606001,52,2,-10,2,0,-10,2,0,-10,-10
0,0.074,330C607001,48,2,-10,2,7,-10,2,0,-10,-10
0,0.289,330C608001,44,2,-10,2,7,1,2,0,-10,-10
0,0.028,330C609001,40,2,-10,2,7,-10,2,0,-10,-10
