,Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
3821,4325,330C858001,-85.242192,35.127346,33,2/25/19,17:00,17,54.65,55.45,33.94,25.64,0.32,2,0,10.0,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,3,4,0,2,2,2,12,4,19,18,15,,0.13942833,0.09,0.0
2345,4994,33SR153001,-85.229114,35.104437,43,2/25/19,20:00,20,46.58,55.28,34.11,26.99,0.46,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,0.12069715,6.7860000000000005,0.0
3545,367,33SR153001,-85.246697,35.182577,38,2/25/19,1:00,1,40.01,55.26,33.47,26.2,0.57,2,0,10.0,0.1,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,4,4,13,1,14,24,15,,0.008606869,12.481,0.0
1185,701,33SR153001,-85.239439,35.12384,28,2/25/19,2:00,2,39.51,55.45,33.95,26.09,0.58,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.049711004,8.305,0.0
1422,2804,33SR008001,-85.235377,34.995433,40,2/25/19,11:00,11,41.84,55.19,34.42,18.36,0.38,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.15788229,2.832,0.0
2418,1529,330C359001,-85.21546,35.009932,54,2/25/19,6:00,6,34.92,55.2,34.35,22.52,0.6,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,0.02004179,0.083,0.0
913,5291,33SR002001,-85.062889,35.084885,34,2/25/19,21:00,21,43.38,54.42,33.69,26.56,0.51,2,0,10.0,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,0.2310258,20.855,0.0
5467,3168,3301122001,-85.151563,35.040925,26,2/25/19,12:00,12,45.55,54.89,34.53,19.89,0.36,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.18192534,0.271,0.0
4854,4977,3305403001,-85.290932,35.041926000000004,47,2/25/19,20:00,20,46.77,55.47,34.22,27.1,0.46,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,18,4,16,17,15,,0.18621445,1.653,0.0
1561,670,33SR008001,-85.318282,35.083649,31,2/25/19,2:00,2,39.46,55.53,34.02,26.31,0.59,2,0,10.0,0.1,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,0.032216113,11.995,0.0
301,3846,3304986001,-85.159779,35.035252,32,2/25/19,15:00,15,53.78,54.99,34.55,23.89,0.31,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.10219034,1.482,0.0
2342,276,33SR002001,-85.13423900000001,35.060689,76,2/25/19,1:00,1,40.18,54.68,34.45,27.37,0.6,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.016875297,20.339000000000002,0.0
511,5235,3304417001,-85.299374,35.02626,44,2/25/19,21:00,21,45.25,55.59,34.24,26.93,0.48,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,18,4,16,34,18,,0.16164921,0.095,0.0
4643,3510,33I0024002,-85.253185,35.015252000000004,46,2/25/19,14:00,14,51.09,54.83,34.5,21.49,0.31,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.14542896,11.982999999999999,0.0
2950,3200,33I0075001,-85.078179,35.082723,112,2/25/19,13:00,13,48.12,54.4,33.76,21.59,0.35,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,0.02782698,10.954,0.0
399,3150,3301122001,-85.154861,35.042127,28,2/25/19,12:00,12,45.58,54.94,34.52,19.85,0.35,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.18678468,0.067,0.0
1968,3985,33I0075001,-85.111622,35.073807,51,2/25/19,16:00,16,54.01,54.01,34.45,25.43,0.33,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,0.018747155,8.969,0.0
942,707,330E416001,-85.173294,35.017551,27,2/25/19,2:00,2,39.73,55.01,34.65,26.95,0.6,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,0.038394053,0.316,0.0
5427,4393,3301122001,-85.151563,35.040925,26,2/25/19,17:00,17,54.05,54.9,34.53,26.21,0.34,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.12565364,0.271,0.0
4159,236,33SR320001,-85.174648,35.017727,26,2/25/19,0:00,0,54.05,60.63,42.82,50.37,0.87,2,0,6.95,0.35,rain,0.0125,0.1187,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,0.37081027,1.9280000000000002,0.0
1423,497,33I0024002,-85.28069,35.016490999999995,136,2/25/19,2:00,2,39.81,55.45,34.32,26.8,0.59,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.047953844,10.06,0.0
5132,241,33I0075001,-85.16582,35.033426,26,2/25/19,0:00,0,54.04,60.53,42.71,50.37,0.87,2,0,6.84,0.35,rain,0.013000000000000001,0.1296,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.78743184,4.809,1.0
140,2665,33SR002001,-85.220213,35.009919000000004,27,2/25/19,10:00,10,38.96,55.2,34.36,18.15,0.43,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,0.22788806,14.31,0.0
2701,5420,330C038001,-85.376588,35.015591,78,2/25/19,22:00,22,43.41,55.74,33.71,27.15,0.52,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,16,15,,0.22164863,0.753,0.0
5090,5276,33SR320001,-85.154777,35.008124,36,2/25/19,21:00,21,44.62,55.03,34.66,26.77,0.49,2,0,10.0,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.2499848,3.4210000000000003,0.0
968,2074,33I0075001,-85.174285,35.024637,38,2/25/19,8:00,8,35.05,55.11,34.59,20.42,0.55,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,7,2,1,11,48,18,,0.1730112,4.038,0.0
4784,2062,3303578001,-85.23190799999999,35.006205,42,2/25/19,8:00,8,34.89,55.2,34.4,20.15,0.54,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,27,15,,0.12699178,0.787,0.0
3459,2195,33SR029001,-85.153375,35.28178,26,2/25/19,8:00,8,32.54,54.8,31.25,18.56,0.56,2,0,10.0,0.1,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,5,13,1,12,24,15,,0.051471993,19.512,0.0
1721,3441,33SR008001,-85.33131800000001,35.094367999999996,114,2/25/19,14:00,14,52.19,55.66,33.97,21.09,0.29,2,0,10.0,0.1,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.29709575,13.147,0.0
1114,717,330E078001,-85.079303,35.086417,26,2/25/19,2:00,2,38.99,54.34,33.75,26.72,0.61,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,,0.03825036,0.002,0.0
2773,5529,33SR320001,-85.168677,35.017790000000005,35,2/25/19,22:00,22,43.58,54.94,34.66,26.42,0.5,2,0,10.0,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.26332182,2.271,0.0
1103,5532,33SR153001,-85.221427,35.091719,34,2/25/19,22:00,22,43.69,55.18,34.16,26.3,0.5,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,4,6,13,1,12,24,15,,0.36196768,5.772,0.0
894,2108,3303577001,-85.247288,35.023823,34,2/25/19,8:00,8,34.9,54.9,34.46,19.89,0.54,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,0.10197745,1.611,0.0
2150,2196,33SR320001,-85.174648,35.017727,26,2/25/19,8:00,8,35.08,55.03,34.64,20.47,0.55,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,0.15919341,1.9280000000000002,0.0
2673,560,33I0024002,-85.383202,35.018934,48,2/25/19,2:00,2,38.89,55.45,33.8,26.51,0.61,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.09505656,2.945,0.0
3810,354,33SR008001,-85.235377,34.995433,40,2/25/19,1:00,1,40.78,55.18,34.43,27.62,0.59,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.019230584,2.832,0.0
791,2629,3303542001,-85.231013,35.109142999999996,31,2/25/19,10:00,10,39.05,55.31,34.01,17.44,0.41,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,5,0,2,4,4,18,4,16,24,15,,0.17691009,1.705,0.0
5536,3706,33SR002001,-85.13423900000001,35.060689,76,2/25/19,15:00,15,53.53,54.68,34.45,24.04,0.32,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.14718544,20.339000000000002,0.0
304,3622,3303556001,-85.237299,35.047083,29,2/25/19,14:00,14,51.4,54.99,34.32,21.57,0.31,2,0,10.0,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,0.1865725,2.418,0.0
2808,2610,330C858001,-85.242192,35.127346,33,2/25/19,10:00,10,39.04,55.45,33.94,17.23,0.41,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,3,4,0,2,2,2,12,4,19,18,15,,0.25813365,0.09,0.0
2082,3294,33SR008001,-85.235377,34.995433,40,2/25/19,13:00,13,48.41,55.19,34.42,20.36,0.33,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.13998367,2.832,0.0
138,2744,330B598001,-85.189874,35.030545000000004,61,2/25/19,11:00,11,41.89,55.03,34.26,18.61,0.39,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,0.14149198,0.11800000000000001,0.0
3037,5486,330E062001,-85.293894,35.015629,43,2/25/19,22:00,22,43.98,55.57,34.29,26.75,0.5,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,30,15,,0.09809687,0.034,0.0
4400,4773,33SR002001,-85.183432,35.031698999999996,38,2/25/19,19:00,19,47.75,54.81,34.31,27.23,0.45,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,13,1,14,24,15,,0.1057267,16.897000000000002,0.0
1264,432,330B936001,-85.245409,34.996398,30,2/25/19,1:00,1,40.72,55.08,34.48,27.61,0.59,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,0.035212036,0.115,0.0
1704,4352,330B936001,-85.245409,34.996398,30,2/25/19,17:00,17,54.51,55.09,34.47,25.72,0.33,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,0.27862242,0.115,0.0
5123,4966,33I0075001,-85.078216,35.082937,51,2/25/19,20:00,20,44.83,54.41,33.75,27.08,0.49,2,0,10.0,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,0.011541355,10.956,0.0
5690,3051,3303590001,-85.3083,35.063253,39,2/25/19,12:00,12,45.91,55.49,34.15,18.63,0.33,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,38,15,,0.1885612,0.038,0.0
1939,886,330E315001,-85.13381,34.99941,34,2/25/19,3:00,3,38.92,54.68,34.58,26.54,0.61,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,12,4,19,24,15,,0.017508876,0.106,0.0
2688,2616,33SR002001,-85.273583,35.01572,32,2/25/19,10:00,10,38.99,55.15,34.43,17.76,0.42,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,16,24,15,,0.20801184,10.096,0.0
5779,5285,33SR153001,-85.22510600000001,35.094661,35,2/25/19,21:00,21,45.16,55.27,34.17,26.63,0.48,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,4,4,13,1,12,24,15,,0.13424796,6.062,0.0
4894,4361,33I0024002,-85.28446,35.017606,29,2/25/19,17:00,17,54.97,55.52,34.29,25.61,0.32,2,0,10.0,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,7,2,1,11,36,15,,0.30637243,9.834,0.0
5186,784,330B598001,-85.189874,35.030545000000004,61,2/25/19,3:00,3,38.81,55.03,34.26,26.22,0.6,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,0.014509217,0.11800000000000001,0.0
212,287,33I0024002,-85.266949,35.019101,67,2/25/19,1:00,1,40.29,54.72,34.52,27.41,0.6,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,0.013540012,11.005999999999998,0.0
2506,1620,33SR002001,-85.212241,35.012306,34,2/25/19,6:00,6,34.9,55.2,34.34,22.51,0.6,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.13129658,14.783,0.0
2096,4824,33SR008001,-85.307328,35.036143,32,2/25/19,19:00,19,48.94,55.59,34.2,27.03,0.42,2,0,10.0,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,21,1,16,36,15,,0.17142554,8.089,0.0
642,2956,33SR320001,-85.163699,35.015214,110,2/25/19,12:00,12,45.54,54.96,34.66,19.89,0.36,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.15837847,2.6069999999999998,0.0
3641,5469,3301122001,-85.150002,35.040335999999996,46,2/25/19,22:00,22,43.37,54.88,34.53,26.34,0.51,2,0,10.0,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.24415834,0.36700000000000005,0.0
2802,1232,33I0024002,-85.28069,35.016490999999995,136,2/25/19,5:00,5,36.53,55.45,34.32,23.29,0.58,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.057704423,10.06,0.0
2803,4492,3303580001,-85.164109,35.044762,46,2/25/19,18:00,18,51.31,55.09,34.49,26.86,0.38,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.10535173,1.695,0.0
4779,4417,33I0024002,-85.28069,35.016490999999995,136,2/25/19,18:00,18,52.04,55.45,34.32,26.53,0.37,2,0,10.0,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.2732426,10.06,0.0
4467,2842,3302205001,-85.07005699999999,35.087633000000004,34,2/25/19,11:00,11,41.68,54.41,33.7,19.39,0.4,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,0.09808729,6.149,0.0
2876,2486,3304988001,-85.15562800000001,35.024501,70,2/25/19,10:00,10,38.97,54.94,34.6,18.64,0.43,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,26,15,,0.1077831,2.853,0.0
3255,5646,33SR008001,-85.33131800000001,35.094367999999996,114,2/25/19,23:00,23,42.51,55.66,33.97,26.54,0.53,2,0,10.0,0.1,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.25021717,13.147,0.0
219,2860,330B220001,-85.222513,35.010366,32,2/25/19,11:00,11,41.9,55.2,34.36,18.39,0.38,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,26,15,,0.29215774,0.102,0.0
5280,4694,33SR002001,-85.24646800000001,35.024158,69,2/25/19,19:00,19,48.06,54.89,34.46,27.12,0.44,2,0,10.0,0.08,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.12896569,12.466,0.0
5554,2435,33I0024002,-85.259012,35.019636,26,2/25/19,9:00,9,36.46,54.63,34.52,18.56,0.48,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.05717695,11.532,0.0
1808,5150,33I0024002,-85.297892,35.021809000000005,145,2/25/19,21:00,21,45.26,55.59,34.26,26.94,0.48,2,0,10.0,0.09,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.34748745,8.966000000000001,0.0
5323,3665,33SR029001,-85.153375,35.28178,26,2/25/19,14:00,14,52.67,54.8,31.25,21.36,0.29,2,0,10.0,0.1,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,5,13,1,12,24,15,,0.15457767,19.512,0.0
1898,954,3302207001,-85.064316,35.090553,27,2/25/19,3:00,3,38.16,54.43,33.66,26.15,0.62,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,2,17,24,15,,0.013195158,0.507,0.0
952,2847,3303559001,-85.311782,35.05227,34,2/25/19,11:00,11,42.21,55.55,34.28,17.67,0.37,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,17,40,15,,0.20816058,1.003,0.0
4963,4833,33I0124001,-85.31403900000001,35.044272,31,2/25/19,19:00,19,48.93,55.55,34.23,27.01,0.42,2,0,10.0,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,,0.19990148,1.206,0.0
1759,2208,33I0075001,-85.21086600000001,35.001294,162,2/25/19,9:00,9,36.6,55.18,34.39,19.04,0.49,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.073581025,1.202,0.0
3830,1380,330D127001,-85.158821,35.200613,33,2/25/19,5:00,5,35.81,55.11,33.73,22.47,0.58,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,36,15,,0.01755141,0.002,0.0
1477,10,330A390001,-85.29043100000001,35.048719,119,2/25/19,0:00,0,54.26,61.75,43.16,50.39,0.87,2,0,3.81,0.35,rain,0.0153,0.1561,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,0.13143642,0.479,0.0
5232,4643,330A639001,-85.30835,35.031887,26,2/25/19,18:00,18,52.14,55.61,34.22,26.46,0.37,2,0,10.0,0.09,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,12,4,19,28,15,,0.10123313,0.28800000000000003,0.0
2903,1585,330F888001,-85.149653,35.034718,38,2/25/19,6:00,6,35.11,54.87,34.56,22.63,0.6,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,4,12,4,19,24,15,,0.019052504,0.44299999999999995,0.0
903,4835,33SR008001,-85.318282,35.083649,31,2/25/19,19:00,19,48.7,55.53,34.02,26.92,0.42,2,0,10.0,0.1,rain,0.0003,0.0019,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,0.19862431,11.995,0.0
876,2343,33SR317001,-85.209734,35.081593,35,2/25/19,9:00,9,36.49,54.89,34.14,18.45,0.48,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,13,1,14,24,15,,0.1579994,0.001,0.0
4652,3398,33SR002001,-85.198298,35.022448,27,2/25/19,13:00,13,48.48,55.11,34.29,20.65,0.33,2,0,10.0,0.08,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.16947329,15.844000000000001,0.0
1285,5714,3301122001,-85.150002,35.040335999999996,46,2/25/19,23:00,23,42.5,54.88,34.53,26.24,0.52,2,0,10.0,0.08,rain,0.0002,0.0015,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.2249576,0.36700000000000005,0.0
73,1057,3305403001,-85.290932,35.041926000000004,47,2/25/19,4:00,4,37.89,55.46,34.22,25.32,0.6,2,0,10.0,0.09,rain,0.0001,0.0015,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,17,15,,0.022290992,1.653,0.0
