Accident,Latitude,Longitude,Date,Time,Route,Log_Mile,Terrain,Land_Use,Access_Control,Illumination,Operation,School_Zone,Speed_Limit
1,35.091598,-85.323853,2018-05-05,23:49:00,33SR029001,2.601,3.0,0.0,2.0,0.0,2.0,,65.0
1,35.047117,-85.315039,2018-05-05,23:50:00,3303551001,0.399,,,,,,,
1,35.087097,-85.324071,2018-05-05,23:51:00,33SR029001,2.291,2.0,0.0,2.0,0.0,2.0,,55.0
1,35.034937,-85.194374,2018-05-06,00:41:00,3303605001,1.403,,,,,,,
1,35.031451,-85.286939,2018-05-06,01:13:00,3303554001,0.185,,,,,,,
1,35.063768,-85.31026,2018-05-06,02:10:00,330A308001,0.071,2.0,2.0,0.0,1.0,2.0,,-10.0
1,35.017035,-85.240387,2018-05-06,02:39:00,330B253001,0.26,2.0,7.0,0.0,1.0,2.0,,25.0
1,35.204831,-85.142517,2018-05-06,04:52:00,33SR319001,12.894,2.0,0.0,0.0,1.0,2.0,,40.0
1,35.092595,-85.323114,2018-05-06,08:56:00,33SR029001,2.68,3.0,0.0,2.0,0.0,2.0,,65.0
1,35.04437,-85.314195,2018-05-06,09:31:00,33I0124001,1.212,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.046473,-85.31425,2018-05-06,09:32:00,33I0124001,1.359,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.054758,-85.35067,2018-05-06,10:01:00,330C090001,0.112,3.0,7.0,0.0,1.0,2.0,,-10.0
1,35.011059,-85.214812,2018-05-06,10:04:00,330C359001,0.023,1.0,2.0,0.0,1.0,2.0,,15.0
1,35.017551,-85.173294,2018-05-06,10:33:00,330E416001,0.316,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.026733,-85.158382,2018-05-06,10:37:00,3304988001,3.06,,,,,,,
1,35.052376,-85.302836,2018-05-06,11:37:00,3303547001,0.036,,,,,,,
1,35.09978,-85.317303,2018-05-06,11:53:00,33SR029001,3.275,3.0,0.0,2.0,0.0,2.0,,65.0
1,35.142401,-85.248276,2018-05-06,12:41:00,33SR153001,9.693,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.031964,-85.263339,2018-05-06,13:17:00,3304418001,0.034,,,,,,,
1,35.014375,-85.252128,2018-05-06,13:20:00,33I0024002,12.068,2.0,0.0,2.0,1.0,2.0,,55.0
1,35.229042,-85.19478,2018-05-06,13:24:00,3303632001,1.627,,,,,,,
1,34.995052,-85.236138,2018-05-06,13:30:00,3303610001,0.722,,,,,,,
1,35.229042,-85.19478,2018-05-06,13:30:00,3303632001,1.627,,,,,,,
1,35.014443,-85.272512,2018-05-06,13:35:00,33SR008001,5.629,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.018556,-85.288298,2018-05-06,13:36:00,33I0024002,9.608,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.048697,-85.048683,2018-05-06,13:43:00,330F756001,0.043,2.0,2.0,0.0,-10.0,2.0,,-10.0
1,35.023716,-85.29725,2018-05-06,13:47:00,33SR027001,5.099,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.014968,-85.270954,2018-05-06,13:51:00,33I0024002,10.642,2.0,2.0,2.0,1.0,2.0,,55.0
1,34.989861,-85.290097,2018-05-06,14:02:00,3303614001,2.016,,,,,,,
1,34.989156,-85.289118,2018-05-06,14:03:00,330A907001,0.2,2.0,7.0,0.0,1.0,2.0,,-10.0
1,34.98971,-85.289841,2018-05-06,14:04:00,33SR027001,7.547,2.0,2.0,0.0,1.0,2.0,,40.0
1,34.98994,-85.290317,2018-05-06,14:22:00,3303614001,2.002,,,,,,,
1,35.014733,-85.251611,2018-05-06,14:38:00,3303577001,0.934,,,,,,,
1,35.011827,-85.247165,2018-05-06,14:38:00,3305771001,0.309,,,,,,,
1,35.013826,-85.252077,2018-05-06,14:38:00,3303577001,0.864,,,,,,,
1,35.014733,-85.251611,2018-05-06,14:38:00,3303577001,0.934,,,,,,,
1,35.011827,-85.247165,2018-05-06,14:38:00,3305771001,0.309,,,,,,,
1,34.98598,-85.235794,2018-05-06,15:23:00,330B912001,0.003,2.0,7.0,0.0,1.0,2.0,,20.0
1,35.088279,-85.189735,2018-05-06,15:33:00,33SR058001,5.638,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.047051,-85.314266,2018-05-06,15:37:00,33I0124001,1.399,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.043405,-85.162666,2018-05-06,15:45:00,330E545001,0.079,,,,,,,
1,35.0896,-85.186829,2018-05-06,16:09:00,33SR058001,5.822,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.088355,-85.187522,2018-05-06,16:09:00,33SR058001,5.736,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.062293,-85.304775,2018-05-06,16:17:00,3305764001,1.259,,,,,,,
1,35.136597,-85.294519,2018-05-06,16:17:00,33SR029001,6.255,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.124471,-85.238114,2018-05-06,16:18:00,330E890001,0.059,2.0,2.0,0.0,1.0,2.0,,15.0
1,35.108598,-85.229187,2018-05-06,16:18:00,33SR153001,7.072,2.0,0.0,2.0,1.0,2.0,,55.0
1,35.046505,-85.313247,2018-05-06,17:20:00,33SR316001,0.05,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.109143,-85.231013,2018-05-06,17:24:00,3303542001,1.705,,,,,,,
1,35.24122,-85.175514,2018-05-06,17:52:00,3301126001,4.134,,,,,,,
1,35.066536,-85.155706,2018-05-06,17:53:00,330E486001,0.08,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.010314,-85.219647,2018-05-06,17:58:00,33SR002001,14.351,2.0,2.0,0.0,1.0,2.0,,40.0
1,34.998953,-85.248626,2018-05-06,17:59:00,3303611001,0.085,,,,,,,
1,35.010314,-85.219647,2018-05-06,18:00:00,33SR002001,14.351,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.033906,-85.269301,2018-05-06,18:33:00,3305403001,0.301,,,,,,,
1,35.105653,-85.183454,2018-05-06,18:43:00,3303597001,1.714,,,,,,,
1,35.319158,-85.135902,2018-05-06,19:02:00,330F066001,0.206,2.0,7.0,0.0,-10.0,2.0,,-10.0
