Accident,Latitude,Longitude,Date,Time,Route,Log_Mile,Terrain,Land_Use,Access_Control,Illumination,Operation,School_Zone,Speed_Limit
1,35.187198,-85.246067,2018-02-23,05:46:11,33SR153001,12.805,2.0,2.0,2.0,0.0,2.0,,50.0
1,35.158639,-85.285131,2018-02-23,06:34:48,33SR029001,7.872,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.027795,-85.313613,2018-02-23,06:52:37,330A649001,0.168,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.146261,-85.248527,2018-02-23,07:08:47,33SR153001,9.96,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.186373,-85.250235,2018-02-23,07:09:18,33SR029001,10.794,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.001815,-85.267404,2018-02-23,07:22:34,3304148001,1.889,,,,,,,
1,35.006562,-85.206483,2018-02-23,07:39:01,330C353001,0.568,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.129603,-85.246022,2018-02-23,07:54:11,3303588001,4.179,,,,,,,
1,35.01909,-85.18939,2018-02-23,08:02:09,33SR320001,1.023,2.0,7.0,0.0,1.0,2.0,,40.0
1,35.048043,-85.292752,2018-02-23,08:13:29,330A385001,0.037,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.042904,-85.114331,2018-02-23,08:26:00,3302154001,0.078,,,,,,,
1,35.09172,-85.178458,2018-02-23,09:05:48,3303601001,2.823,,,,,,,
1,35.014278,-85.282031,2018-02-23,09:31:28,330B673001,0.019,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.014911,-85.281907,2018-02-23,09:32:49,330B663001,0.75,2.0,2.0,0.0,1.0,2.0,,25.0
1,35.086555,-85.178346,2018-02-23,09:36:39,330D012001,0.249,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.335443,-85.129611,2018-02-23,09:44:38,33SR029001,23.555,2.0,0.0,0.0,0.0,2.0,,55.0
1,35.003455,-85.259876,2018-02-23,11:05:21,33SR008001,4.42,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.424859,-85.087189,2018-02-23,11:10:32,33SR029001,30.319,2.0,0.0,0.0,0.0,2.0,,55.0
1,35.049871,-85.314338,2018-02-23,11:16:01,33I0124001,1.596,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.024849,-85.277069,2018-02-23,11:38:10,33SR008001,6.199,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.030942,-85.155149,2018-02-23,11:58:28,3304987001,1.183,,,,,,,
1,35.09146,-85.182441,2018-02-23,12:11:22,33SR058001,6.103,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.130367,-85.23925,2018-02-23,12:15:38,330G037001,0.086,,,,,,,
1,35.035364,-85.273225,2018-02-23,12:17:39,3305403001,0.545,,,,,,,
1,35.234563,-85.17947,2018-02-23,13:04:35,330D634001,0.736,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.037599,-85.311252,2018-02-23,13:11:06,33SR017001,2.537,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.049192,-85.161767,2018-02-23,13:11:28,330E509001,0.148,2.0,7.0,0.0,1.0,2.0,,25.0
1,35.029988,-85.156076,2018-02-23,13:14:43,3304987001,1.101,,,,,,,
1,35.053305,-85.188818,2018-02-23,13:24:39,3303580001,0.121,,,,,,,
1,35.017706,-85.162811,2018-02-23,13:24:58,3304987001,0.172,,,,,,,
1,35.015214,-85.163699,2018-02-23,13:32:14,33SR320001,2.607,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.13427,-85.244924,2018-02-23,13:35:41,33SR153001,9.094,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.13427,-85.244924,2018-02-23,13:55:17,33SR153001,9.094,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.039516,-85.267532,2018-02-23,13:59:35,33SR017001,3.749,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.072687,-85.184452,2018-02-23,14:06:38,330E660001,0.207,2.0,5.0,0.0,1.0,2.0,,-10.0
1,35.043283,-85.293892,2018-02-23,14:06:48,3305403001,1.843,,,,,,,
1,35.02794,-85.15679,2018-02-23,14:20:39,3304987001,0.956,,,,,,,
1,35.053533,-85.048391,2018-02-23,14:27:12,330E008001,0.001,2.0,0.0,0.0,-10.0,2.0,,25.0
1,35.027764,-85.314283,2018-02-23,14:29:17,330A649001,0.202,2.0,4.0,0.0,1.0,1.0,,30.0
1,35.12288,-85.298387,2018-02-23,14:35:15,3303595001,0.76,,,,,,,
1,35.074581,-85.233159,2018-02-23,14:39:09,33SR017001,7.238,2.0,4.0,0.0,1.0,2.0,,45.0
1,35.076101,-85.230264,2018-02-23,14:39:40,33SR017001,7.434,2.0,4.0,0.0,1.0,2.0,,45.0
1,35.05037,-85.178845,2018-02-23,14:44:22,3303602001,0.137,,,,,,,
1,35.186665,-85.245778,2018-02-23,14:55:56,33SR153001,12.768,2.0,0.0,0.0,0.0,2.0,,50.0
1,35.184558,-85.246534,2018-02-23,14:56:34,33SR153001,12.618,2.0,0.0,0.0,0.0,2.0,,50.0
1,35.016838,-85.373815,2018-02-23,15:10:57,330C040001,0.1,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.012872,-85.282401,2018-02-23,15:34:06,3303572001,0.924,,,,,,,
1,35.084096,-85.325805,2018-02-23,15:35:29,330A042001,0.193,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.085441,-85.326045,2018-02-23,15:36:13,3303621001,0.003,,,,,,,
1,35.051718,-85.25651,2018-02-23,15:41:23,3304418001,1.572,,,,,,,
1,35.128897,-85.243827,2018-02-23,15:43:12,33SR153001,8.73,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.127784,-85.241504,2018-02-23,15:43:15,33SR153001,8.6,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.052335,-85.308575,2018-02-23,15:48:39,330D939001,0.446,2.0,7.0,0.0,1.0,1.0,,-10.0
1,35.010071,-85.193721,2018-02-23,16:00:04,33I0075001,2.427,2.0,4.0,2.0,1.0,2.0,,55.0
1,35.142401,-85.248276,2018-02-23,16:04:07,33SR153001,9.693,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.105084,-85.338759,2018-02-23,16:27:05,33SR008001,14.456,3.0,0.0,0.0,1.0,2.0,,40.0
1,35.001411,-85.257527,2018-02-23,16:35:21,330B723001,0.312,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.064155,-85.240986,2018-02-23,16:35:23,3304984001,6.602,,,,,,,
1,35.02156,-85.297411,2018-02-23,16:44:20,33I0024002,8.996,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.040925,-85.151563,2018-02-23,16:44:48,3301122001,0.271,,,,,,,
1,35.017562,-85.283777,2018-02-23,16:45:11,33I0024002,9.871,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.083649,-85.318282,2018-02-23,16:49:58,33SR008001,11.995,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.08082,-85.06329,2018-02-23,16:56:27,3304976001,1.598,,,,,,,
