,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile
5676,33I0024002,-85.310838,35.02908,67,2/25/19,23:00,23,44.44,55.71,35.95,29.88,0.56,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,,8.071
4831,3304986001,-85.156744,35.037712,31,2/25/19,19:00,19,48.75,55.2,34.35,31.15,0.5,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,,1.863
3392,3304988001,-85.156695,35.027055,28,2/25/19,13:00,13,51.01,55.18,34.42,15.69,0.24,2,0,2.9,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,,2.981
1772,33I0024002,-85.267436,35.019224,56,2/25/19,7:00,7,35.74,54.91,34.04,20.7,0.54,2,0,2.67,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,,10.993
2620,3301122001,-85.154037,35.041836,32,2/25/19,10:00,10,42.5,55.16,34.34,18.86,0.38,2,0,3.63,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.118
2668,33SR002001,-85.328285,35.013727,27,2/25/19,10:00,10,42.6,55.64,35.75,16.59,0.35,2,0,1.82,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,3,0,0,2,3,3,21,1,16,24,15,,,5.744
2085,3303593001,-85.248735,35.14182,37,2/25/19,8:00,8,33,55.33,33,19.74,0.58,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,,2.22
5642,33I0024002,-85.28069,35.016491,136,2/25/19,23:00,23,44.33,55.62,33.97,30.07,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,,10.06
1654,33SR321001,-85.0667,35.059606,30,2/25/19,6:00,6,36.02,54.68,34.67,23.3,0.59,2,0,5.28,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,21,1,16,12,15,,,5.415
3135,33I0075001,-85.201076,35.007825,29,2/25/19,12:00,12,48.59,55.33,34.31,14.4,0.25,2,0,3.28,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,,1.976
4526,330A702001,-85.26761,35.034727,38,2/25/19,18:00,18,52.61,55.56,34.39,30.71,0.43,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,,,0.092
778,33SR320001,-85.173781,35.017884,67,2/25/19,3:00,3,39.37,55.26,34.44,23.1,0.52,2,0,5.75,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,,1.978
2503,3301145001,-85.05854,35.082749,58,2/25/19,10:00,10,42.23,54.64,34.37,19.37,0.4,2,0,3.97,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,22,15,,,6.876
48,33SR317001,-85.19034,35.073644,61,2/25/19,0:00,0,53.17,60.52,45.13,50.04,0.89,2,0,5.65,0.35,rain,0.0145,0.1488,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.308
5847,3303578001,-85.219735,35.043284,27,2/25/19,23:00,23,44.16,55.47,33.99,29.78,0.57,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,,3.669
4220,3303587001,-85.26244,35.115281,57,2/25/19,17:00,17,55.02,55.43,33.43,28.84,0.36,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,1.627
5394,3305787001,-85.153146,35.030081,157,2/25/19,22:00,22,44.31,55.15,34.41,29.92,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,,0.129
539,330B598001,-85.189874,35.030545,61,2/25/19,2:00,2,40.69,54.85,34.09,24.83,0.53,2,0,3.52,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,,0.118
57,33I0024002,-85.267436,35.019224,56,2/25/19,0:00,0,53.54,60.45,45.21,50.14,0.88,2,0,5.23,0.35,rain,0.0143,0.1467,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,,10.993
3866,33SR002001,-85.211097,35.013904,29,2/25/19,15:00,15,54.75,55.42,34.23,24.35,0.31,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,14.907
5123,3303570001,-85.288147,35.028961,27,2/25/19,20:00,20,47.5,55.66,34.36,30.8,0.52,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,5,0,2,2,2,16,4,16,30,15,,,0.687
731,33I0075001,-85.16582,35.033426,26,2/25/19,2:00,2,40.74,55.17,34.37,24.79,0.53,2,0,3.86,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,,4.809
5432,33I0024002,-85.266949,35.019101,67,2/25/19,22:00,22,44.55,54.86,34.04,30.11,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,,11.006
4329,33SR002001,-85.269492,35.022196,32,2/25/19,17:00,17,54.96,55.27,34.01,29.11,0.37,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,36,15,,,10.607
2701,33I0024002,-85.368766,35.026324,144,2/25/19,11:00,11,46.09,55.85,35.18,15.11,0.28,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,,3.959
251,33I0024002,-85.368766,35.026324,144,2/25/19,1:00,1,43.2,55.43,35.18,20.49,0.4,2,0,2.19,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,,3.959
1766,330D624001,-85.199279,35.234297,60,2/25/19,7:00,7,34.32,55.18,33.89,18.25,0.51,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,14,15,,,0.139
1358,3304986001,-85.161923,35.035524,36,2/25/19,5:00,5,37.92,55.22,34.36,23.84,0.56,2,0,3.92,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,,1.444
677,330B936001,-85.245409,34.996398,30,2/25/19,2:00,2,40.59,54.94,34.25,26.1,0.56,2,0,1.71,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,7,0,2,2,2,12,4,19,24,15,,,0.115
2841,33SR002001,-85.062889,35.084885,34,2/25/19,11:00,11,45.55,54.68,34.36,16,0.3,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,,20.855
719,33SR002001,-85.211314,35.013269,26,2/25/19,2:00,2,40.79,55.42,34.24,25.67,0.55,2,0,2.68,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,14.867
3812,3303611001,-85.244059,35.01068,35,2/25/19,15:00,15,54.62,55.27,34.16,24.16,0.3,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,24,15,,,0.996
5541,330E315001,-85.13381,34.99941,34,2/25/19,22:00,22,43.86,54.89,34.41,30.05,0.58,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,12,4,19,24,15,,,0.106
2523,33I0024002,-85.322434,35.028932,47,2/25/19,10:00,10,42.62,55.77,35.73,16.47,0.34,2,0,1.85,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,5,2,2,4,7,2,1,11,24,15,,,7.279
2831,33SR008001,-85.309633,35.052314,35,2/25/19,11:00,11,45.96,55.64,34.24,15.32,0.29,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,,9.415
5007,330C656001,-85.291474,35.119695,41,2/25/19,20:00,20,47.03,55.35,33.4,30.28,0.52,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,,,0.052
3133,330E416001,-85.174009,35.017383,29,2/25/19,12:00,12,48.52,55.26,34.45,14.47,0.25,2,0,3.57,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,,0.306
3993,33I0024002,-85.322434,35.028932,47,2/25/19,16:00,16,55.77,55.77,35.73,28.02,0.34,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,,,7.279
5846,33SR153001,-85.239439,35.12384,28,2/25/19,23:00,23,43.78,55.56,33.79,29.15,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,8.305
297,33I0075001,-85.136675,35.055684,58,2/25/19,1:00,1,43,54.67,34.29,22.35,0.44,2,0,3.94,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,8,8,2,1,11,48,15,,,7.063
2284,3301122001,-85.150002,35.040336,46,2/25/19,9:00,9,39.63,55.1,34.35,20.02,0.45,2,0,3.39,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.367
4793,33SR317001,-85.209734,35.081593,35,2/25/19,19:00,19,48.6,55.03,34.22,30.96,0.5,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,13,1,14,24,15,,,0.001
4871,3303552001,-85.286955,35.046753,27,2/25/19,19:00,19,49.72,55.66,34.35,31.05,0.48,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,22,15,,,1.365
5588,3303580001,-85.157294,35.042997,28,2/25/19,22:00,22,44.32,55.22,34.32,29.85,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,2.095
4801,33SR002001,-85.062889,35.084885,34,2/25/19,19:00,19,47.65,54.68,34.36,31.03,0.52,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,,20.855
2161,33SR008001,-85.242414,34.996637,28,2/25/19,8:00,8,34.25,55.37,34.25,21.92,0.6,2,0,2.57,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,,3.233
5473,33I0024002,-85.254192,35.015818,46,2/25/19,22:00,22,44.55,54.98,34.1,30.16,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,11.914
377,3305787001,-85.155058,35.030307,36,2/25/19,1:00,1,43.15,54.86,34.4,22.65,0.44,2,0,3.67,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,,0.021
4915,33I0075001,-85.078179,35.082723,112,2/25/19,20:00,20,45.69,54.66,34.34,30.62,0.55,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,,10.954
5346,33SR008001,-85.242414,34.996637,28,2/25/19,21:00,21,45.65,55.37,34.25,30.68,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,,3.233
3074,3303561001,-85.310664,35.052295,36,2/25/19,12:00,12,49.19,55.64,34.25,13.03,0.23,2,0,2.37,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,18,4,16,36,15,,,0.454
3517,330F888001,-85.149705,35.037485,45,2/25/19,14:00,14,53.36,55.1,34.37,17.87,0.24,2,0,4.31,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,4,12,4,19,24,15,,,0.363
3707,33I0075001,-85.200822,35.007894,71,2/25/19,15:00,15,54.64,55.32,34.31,24.43,0.31,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,,1.991
1116,33SR008001,-85.309633,35.052314,35,2/25/19,4:00,4,38.34,55.64,34.24,24.4,0.57,2,0,7.28,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,,9.415
4035,330F888001,-85.149653,35.034718,38,2/25/19,16:00,16,55.1,55.1,34.39,28.73,0.36,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,4,12,4,19,24,15,,,0.443
3781,3303552001,-85.279898,35.043794,41,2/25/19,15:00,15,55.27,55.68,34.28,23.74,0.29,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,1.819
1924,33SR002001,-85.064345,35.084844,28,2/25/19,7:00,7,35.4,54.69,34.36,20.05,0.53,2,0,5.61,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,5,5,21,1,16,24,15,,,20.781
3896,33SR002001,-85.149942,35.05224,27,2/25/19,15:00,15,54.54,55.18,34.28,24.54,0.31,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,13,1,14,12,15,,,19.276
3218,3303580001,-85.162464,35.044885,71,2/25/19,13:00,13,51.19,55.3,34.29,15.56,0.24,2,0,2.94,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,1.779
70,33I0024002,-85.383202,35.018934,48,2/25/19,0:00,0,55.29,61.56,45.33,51.51,0.87,2,0,3.16,0.35,rain,0.0144,0.1567,1550995200,clear-night,rain,Clear,Light Rain,0,0,1,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,,2.945
854,33SR002001,-85.205773,35.017752,38,2/25/19,3:00,3,39.31,55.38,34.23,23.28,0.52,2,0,5.74,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,15.309
1484,33I0024002,-85.281292,35.016831,112,2/25/19,6:00,6,37.25,55.63,33.96,24.18,0.59,2,0,2.86,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,,10.02
749,33I0024002,-85.281292,35.016831,112,2/25/19,3:00,3,39.83,55.63,33.96,22.88,0.5,2,0,5.87,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,,10.02
2059,33SR002001,-85.227894,35.012235,43,2/25/19,8:00,8,34.19,55.44,34.19,21.64,0.6,2,0,2.77,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,,13.843
5004,3304987001,-85.158512,35.023735,42,2/25/19,20:00,20,46.7,55.19,34.44,30.85,0.54,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,0.651
1226,33I0075001,-85.206737,34.996081,255,2/25/19,5:00,5,38.45,55.58,34.58,24.73,0.57,2,0,2.76,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,,0.771
4642,3305403001,-85.290524,35.041458,26,2/25/19,18:00,18,52.62,55.61,34.25,30.6,0.43,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,16,17,15,,,1.618
3654,3301122001,-85.150941,35.040129,27,2/25/19,14:00,14,53.39,55.11,34.35,17.85,0.24,2,0,4.3,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.325
4260,3304987001,-85.157359,35.026889,43,2/25/19,17:00,17,54.77,55.18,34.42,29.44,0.38,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,0.878
1163,330D198001,-85.200011,35.054571,30,2/25/19,4:00,4,37.73,55.34,34.05,24.97,0.6,2,0,7.08,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,12,4,19,28,15,,,0.301
4458,33SR317001,-85.19034,35.073644,61,2/25/19,18:00,18,52.05,55.19,33.89,30.63,0.44,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.308
3315,3303580001,-85.156949,35.042868,36,2/25/19,13:00,13,51.11,55.21,34.32,15.62,0.24,2,0,2.99,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,2.117
2738,33SR320001,-85.173781,35.017884,67,2/25/19,11:00,11,45.72,55.26,34.44,16.39,0.3,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,,1.978
2338,3304986001,-85.161923,35.035524,36,2/25/19,9:00,9,39.67,55.22,34.36,19.97,0.45,2,0,3.4,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,,1.444
3357,33I0024002,-85.322207,35.029902,31,2/25/19,13:00,13,52.07,55.75,36.04,13.67,0.21,2,0,0.6,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,2,2,2,4,4,2,1,11,24,15,,,7.343
1574,3304987001,-85.158512,35.023735,42,2/25/19,6:00,6,36.72,55.19,34.44,23.63,0.59,2,0,3.59,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,0.651
5756,33SR153001,-85.245876,35.137652,38,2/25/19,23:00,23,43.59,55.44,33.55,29.02,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,9.335
4080,330C858001,-85.242192,35.127346,33,2/25/19,16:00,16,55.55,55.55,33.77,27.99,0.34,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,3,4,0,2,2,2,12,4,19,18,15,,,0.09
5296,330E315001,-85.13381,34.99941,34,2/25/19,21:00,21,44.79,54.89,34.41,30.46,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,12,4,19,24,15,,,0.106
3165,33SR002001,-85.328307,35.013733,27,2/25/19,12:00,12,49.19,55.64,35.75,12.66,0.23,2,0,1.56,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,3,0,0,2,3,3,21,1,16,24,15,,,5.743
1206,33I0075001,-85.210479,35.004212,26,2/25/19,4:00,4,37.68,55.4,34.3,25.72,0.62,2,0,5.34,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,,1.391
4883,3301122001,-85.151563,35.040925,26,2/25/19,19:00,19,48.64,55.12,34.35,31.14,0.51,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.271
5037,3303611001,-85.244059,35.01068,35,2/25/19,20:00,20,47.02,55.27,34.16,31,0.53,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,24,15,,,0.996
117,33SR153001,-85.177195,35.028893,38,2/25/19,0:00,0,54.03,60.68,45.75,50.36,0.87,2,0,6.71,0.35,rain,0.0127,0.1299,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,,0.563
299,33I0024002,-85.252128,35.014375,58,2/25/19,1:00,1,42.46,54.69,34.12,23.32,0.46,2,0,3.16,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,12.068
2873,33I0124001,-85.314039,35.044272,31,2/25/19,11:00,11,45.88,55.65,35.95,15.24,0.29,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,,,1.206
3350,330B220001,-85.222513,35.010366,32,2/25/19,13:00,13,51.22,55.43,34.23,15.31,0.24,2,0,2.21,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,26,15,,,0.102
2944,3305787001,-85.153146,35.030081,157,2/25/19,12:00,12,48.49,55.15,34.41,14.55,0.25,2,0,3.84,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,,0.129
