,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile
233,330A639001,-85.30835,35.031887,26,2/25/19,0:00,0,54.31,62.04,46.1,50.52,0.87,2,0,2.07,0.35,rain,0.0148,0.1535,1550995200,fog,rain,Foggy,Light Rain,0,0,1,0,0,0,2,4,0,2,2,2,12,4,19,28,15,,,0.288
2972,33I0075001,-85.200822,35.007894,71,2/25/19,12:00,12,48.59,55.32,34.31,14.4,0.25,2,0,3.28,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,,1.991
1865,33SR002001,-85.212241,35.012306,34,2/25/19,7:00,7,35.6,55.42,34.24,21.34,0.56,2,0,2.67,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,14.783
4304,33SR320001,-85.168677,35.01779,35,2/25/19,17:00,17,54.76,55.17,34.46,29.44,0.38,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,2.271
302,33I0024002,-85.267436,35.019224,56,2/25/19,1:00,1,42.27,54.54,34.04,23.15,0.46,2,0,3.46,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,,10.993
3557,330E636001,-85.158111,35.043326,36,2/25/19,14:00,14,53.51,55.23,34.31,17.79,0.24,2,0,4.25,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,12,4,19,30,15,,,0.283
1751,3304988001,-85.155628,35.024501,70,2/25/19,7:00,7,35.69,55.17,34.44,21.27,0.55,2,0,3.42,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,26,15,,,2.853
4790,33SR008001,-85.206802,34.989515,36,2/25/19,19:00,19,49.27,55.56,34.62,31.33,0.5,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.142
1000,33I0075001,-85.184679,35.01246,102,2/25/19,4:00,4,37.85,55.33,34.45,25.48,0.61,2,0,5.62,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,8,8,2,1,11,48,18,,,2.974
2642,3303556001,-85.237299,35.047083,29,2/25/19,10:00,10,42.44,55.16,33.96,17.86,0.37,2,0,3.84,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,,2.418
43,33SR320001,-85.173781,35.017884,67,2/25/19,0:00,0,54.05,60.62,45.76,50.37,0.87,2,0,6.96,0.35,rain,0.0121,0.1186,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,,1.978
4659,3305787001,-85.153146,35.030081,157,2/25/19,19:00,19,48.69,55.15,34.41,31.17,0.51,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,,0.129
4936,3304988001,-85.155628,35.024501,70,2/25/19,20:00,20,46.68,55.17,34.44,30.84,0.54,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,26,15,,,2.853
292,3305770001,-85.220466,35.004613,65,2/25/19,1:00,1,43.21,55.05,34.27,23.38,0.45,2,0,3,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,16,34,15,,,0.107
2411,33SR029001,-85.316129,35.057348,28,2/25/19,9:00,9,40.52,55.79,34.07,18.24,0.4,2,0,4.03,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,13,1,12,36,18,,,0.196
3619,33I0024002,-85.399125,34.994874,29,2/25/19,14:00,14,54.45,55.44,35.19,15.54,0.21,2,0,2.93,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,,0.996
2644,330A343001,-85.312571,35.046047,29,2/25/19,10:00,10,42.54,55.62,35.99,16.34,0.34,2,0,1.9,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,2,0,2,2,2,12,4,19,20,15,,,0.004
3250,33I0075001,-85.111622,35.073807,51,2/25/19,13:00,13,50.17,54.2,34.58,16.21,0.26,2,0,4.18,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,,8.969
3780,3303580001,-85.160208,35.044088,41,2/25/19,15:00,15,54.61,55.27,34.3,24.51,0.31,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,4,4,18,4,14,24,15,,,1.915
1774,330C359001,-85.21546,35.009932,54,2/25/19,7:00,7,35.6,55.42,34.25,21.39,0.56,2,0,2.58,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,,0.083
1278,3301145001,-85.05854,35.082749,58,2/25/19,5:00,5,36.39,54.64,34.37,23.03,0.58,2,0,5.56,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,22,15,,,6.876
3320,33SR008001,-85.206802,34.989515,36,2/25/19,13:00,13,51.17,55.56,34.62,15.59,0.24,2,0,2.32,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.142
4748,3303588001,-85.256848,35.114504,43,2/25/19,19:00,19,49.36,55.55,33.44,30.76,0.49,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,16,4,14,24,15,,,2.836
1091,3303590001,-85.3083,35.063253,39,2/25/19,4:00,4,38.18,55.6,34.04,24.24,0.57,2,0,7.64,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,38,15,,,0.038
3518,33SR153001,-85.229018,35.104278,45,2/25/19,14:00,14,54.06,55.41,34.1,16.95,0.23,2,0,9.3,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,,6.775
5207,330D228001,-85.197621,35.083886,52,2/25/19,21:00,21,45.23,55.07,34.2,30.04,0.55,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,26,15,,,0.059
1274,330B598001,-85.189874,35.030545,61,2/25/19,5:00,5,37.83,55.22,34.09,24.03,0.57,2,0,3.64,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,,0.118
3380,33I0075001,-85.201076,35.007825,29,2/25/19,13:00,13,51.14,55.33,34.31,15.52,0.24,2,0,2.39,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,,1.976
763,3304428001,-85.24562,35.152975,80,2/25/19,3:00,3,38.29,55.27,33.05,24.86,0.58,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,17,24,15,,,0.891
5088,3304987001,-85.155546,35.030221,29,2/25/19,20:00,20,46.68,55.18,34.4,30.82,0.54,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,1.127
1442,330E416001,-85.173294,35.017551,27,2/25/19,5:00,5,38.08,55.25,34.45,24.13,0.57,2,0,3.45,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,,0.316
359,33I0075001,-85.174285,35.024637,38,2/25/19,1:00,1,43.26,55.03,34.4,22.77,0.44,2,0,3.55,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,7,2,1,11,48,18,,,4.038
2394,33I0024002,-85.399125,34.994874,29,2/25/19,9:00,9,40.38,55.44,35.19,17.88,0.4,2,0,2.72,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,,0.996
2544,33SR153001,-85.229114,35.104437,43,2/25/19,10:00,10,42.62,55.4,34.09,17.18,0.35,2,0,9.91,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,,6.786
5423,3303580001,-85.162464,35.044885,71,2/25/19,22:00,22,44.37,55.3,34.29,29.85,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,1.779
5425,33I0024002,-85.221655,35.004334,70,2/25/19,22:00,22,44.61,55.43,34.26,30.21,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.951
4318,3303577001,-85.246419,35.023643,33,2/25/19,17:00,17,54.78,55.09,34.08,29.17,0.37,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,,1.62
4240,330A271001,-85.308341,35.065196,47,2/25/19,17:00,17,55.19,55.54,34.01,28.88,0.36,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,18,15,,,0.225
4607,330B854001,-85.207332,34.988878,28,2/25/19,18:00,18,52.65,55.56,34.62,31,0.43,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.051
3295,33I0024002,-85.350032,35.028387,39,2/25/19,13:00,13,52.25,55.85,35.52,13.51,0.21,2,0,0.75,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,0,2,2,4,4,2,1,11,24,15,,,5.06
5311,33SR002001,-85.273583,35.01572,32,2/25/19,21:00,21,45.69,55.32,34.03,30.52,0.55,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,16,24,15,,,10.096
5666,33SR002001,-85.134239,35.060689,76,2/25/19,23:00,23,43.69,54.9,34.26,29.61,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,20.339
4922,33I0024002,-85.238046,35.008957,97,2/25/19,20:00,20,47.13,55.39,34.19,31,0.53,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,7,2,1,11,36,18,,,12.956
4879,3301122001,-85.150941,35.040129,27,2/25/19,19:00,19,48.63,55.11,34.35,31.14,0.51,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.325
5720,33I0024002,-85.399306,34.9933,45,2/25/19,23:00,23,43.89,55.49,35.18,29.92,0.58,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,,0.896
5469,3301122001,-85.150002,35.040336,46,2/25/19,22:00,22,44.26,55.1,34.35,29.86,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.367
3748,33I0024002,-85.322434,35.028932,47,2/25/19,15:00,15,55.56,55.77,35.73,23.4,0.28,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,,,7.279
2713,3305747001,-85.132664,35.080045,107,2/25/19,11:00,11,45.43,54.77,34.27,15.49,0.3,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,17,22,15,,,1.222
4230,33I0075001,-85.111622,35.073807,51,2/25/19,17:00,17,53.69,54.2,34.58,29.44,0.39,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,,8.969
4101,33SR002001,-85.365756,35.020313,31,2/25/19,16:00,16,55.87,55.87,35.19,27.87,0.34,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,,3.191
526,3304988001,-85.155628,35.024501,70,2/25/19,2:00,2,40.73,54.86,34.44,24.82,0.53,2,0,3.72,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,26,15,,,2.853
951,3303552001,-85.286955,35.046753,27,2/25/19,3:00,3,40.1,55.66,34.35,22.35,0.49,2,0,7.06,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,22,15,,,1.365
4229,33SR008001,-85.317611,35.083977,52,2/25/19,17:00,17,55.27,55.64,33.53,28.8,0.36,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,,11.962
780,33I0075001,-85.163861,35.035266,65,2/25/19,3:00,3,39.23,55.21,34.36,22.97,0.52,2,0,6.28,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,,4.977
1976,33SR320001,-85.163699,35.015214,110,2/25/19,8:00,8,34.48,55.19,34.48,22.07,0.6,2,0,2.99,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,2.607
239,3304983001,-85.27164,35.009454,26,2/25/19,0:00,0,53.6,60.42,45.2,50.2,0.88,2,0,5.33,0.35,rain,0.0142,0.1454,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,7,0,2,2,2,18,4,17,30,15,,,0.395
1603,3304986001,-85.161923,35.035524,36,2/25/19,6:00,6,36.75,55.22,34.36,23.44,0.58,2,0,3.84,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,,1.444
2397,3303556001,-85.237299,35.047083,29,2/25/19,9:00,9,40.4,55.16,33.96,18.97,0.42,2,0,3.68,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,,2.418
5827,3303556001,-85.237299,35.047083,29,2/25/19,23:00,23,44.04,55.16,33.96,29.84,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,,2.418
5356,33SR153001,-85.239439,35.12384,28,2/25/19,21:00,21,45.66,55.56,33.79,29.73,0.53,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,8.305
5780,330A654001,-85.315306,35.039104,34,2/25/19,23:00,23,44.38,55.72,35.89,29.78,0.56,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,32,15,,,0.003
1944,33SR002001,-85.211314,35.013269,26,2/25/19,7:00,7,35.6,55.42,34.24,21.32,0.56,2,0,2.7,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,14.867
1101,33SR153001,-85.245876,35.137652,38,2/25/19,4:00,4,38.12,55.44,33.55,23.39,0.55,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,9.335
600,33I0024002,-85.350032,35.028387,39,2/25/19,2:00,2,41.77,55.45,35.52,23.8,0.49,2,0,1.67,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,0,2,2,4,4,2,1,11,24,15,,,5.06
2968,3304428001,-85.24562,35.152975,80,2/25/19,12:00,12,48.9,55.27,33.05,13.07,0.23,2,0,9.85,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,18,4,17,24,15,,,0.891
119,33SR002001,-85.205773,35.017752,38,2/25/19,0:00,0,53.78,60.74,45.76,50.02,0.87,2,0,6.41,0.35,rain,0.0133,0.1354,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,15.309
2753,330F894001,-85.154814,35.04156,55,2/25/19,11:00,11,45.74,55.17,34.34,16.32,0.3,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.09
392,3302205001,-85.070057,35.087633,34,2/25/19,1:00,1,42.26,54.37,34.35,22.3,0.45,2,0,5.93,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,6.149
174,3304418001,-85.25651,35.051718,31,2/25/19,0:00,0,53.4,60.85,45.43,49.95,0.88,2,0,4.32,0.35,rain,0.0145,0.1482,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,7,0,2,2,2,18,4,16,34,15,,,1.572
1189,33SR002001,-85.064345,35.084844,28,2/25/19,4:00,4,36.59,54.69,34.36,24.82,0.62,2,0,7.17,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,5,5,21,1,16,24,15,,,20.781
4786,33SR320001,-85.154777,35.008124,36,2/25/19,19:00,19,48.89,55.27,34.54,31.25,0.5,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,3.421
1833,33SR002001,-85.183432,35.031699,38,2/25/19,7:00,7,35.59,54.98,34.12,20.96,0.55,2,0,3.37,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,13,1,14,24,15,,,16.897
872,3303611001,-85.244059,35.01068,35,2/25/19,3:00,3,39.59,55.27,34.16,23.17,0.51,2,0,5.42,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,24,15,,,0.996
1813,330B207001,-85.238312,35.018858,43,2/25/19,7:00,7,35.67,55.29,34.13,20.93,0.55,2,0,2.64,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,,0.147
2178,33SR002001,-85.328285,35.013727,27,2/25/19,8:00,8,35.75,55.64,35.75,19.68,0.52,2,0,2.12,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,3,0,0,2,3,3,21,1,16,24,15,,,5.744
4973,33I0024002,-85.322434,35.028932,47,2/25/19,20:00,20,47.58,55.77,35.73,30.72,0.52,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,,,7.279
2693,33I0024002,-85.252069,35.014338,26,2/25/19,10:00,10,42.45,55.05,34.12,18.21,0.37,2,0,3.86,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,12.072
1588,33SR002001,-85.183432,35.031699,38,2/25/19,6:00,6,36.62,54.98,34.12,23.42,0.58,2,0,3.62,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,13,1,14,24,15,,,16.897
1397,33I0024002,-85.322207,35.029902,31,2/25/19,5:00,5,38.91,55.75,36.04,22.67,0.52,2,0,1.98,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,2,2,2,4,4,2,1,11,24,15,,,7.343
3339,330B809001,-85.218956,34.998857,33,2/25/19,13:00,13,51.17,55.43,34.31,15.44,0.24,2,0,2.21,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,20,15,,,0.077
1422,330B854001,-85.207332,34.988878,28,2/25/19,5:00,5,38.49,55.56,34.62,24.73,0.57,2,0,2.74,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.051
3117,3305770001,-85.231362,35.007176,31,2/25/19,12:00,12,48.63,55.43,34.22,14.17,0.25,2,0,3.02,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,1,2,3,18,4,16,36,15,,,0.751
5403,3303603001,-85.181912,35.016889,113,2/25/19,22:00,22,44.48,55.23,34.44,30.04,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,,0.002
204,3303549001,-85.306529,35.053585,28,2/25/19,0:00,0,54.39,61.84,45.87,50.59,0.87,2,0,3.46,0.35,rain,0.0149,0.1554,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,0,1,3,3,16,4,14,30,15,,,0.66
5814,3303542001,-85.231013,35.109143,31,2/25/19,23:00,23,43.87,55.42,33.86,29.29,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,5,0,2,4,4,18,4,16,24,15,,,1.705
2107,3302205001,-85.070057,35.087633,34,2/25/19,8:00,8,34.35,54.67,34.35,20.52,0.57,2,0,6.92,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,6.149
513,33I0024002,-85.297411,35.02156,96,2/25/19,2:00,2,40.76,55.33,34.39,25.38,0.54,2,0,2.1,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,,8.996
1434,33SR002001,-85.064345,35.084844,28,2/25/19,5:00,5,36.44,54.69,34.36,23.01,0.58,2,0,5.58,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,5,5,21,1,16,24,15,,,20.781
