BLM,ELM,County,Route,Sp. Case,Co. Seq.,Road_Name,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,Sp Systems 2,Sp Systems 3,State Aid Code,US Rte Nbr,US Rte Nbr 2,HPMS Sect ID,State Route Designation
0,0.08,33,0F265,0,1,SANDY CREEK LN,11,2,19,,52,,,,,,,,
0,0.16,33,0F266,0,1,MAPLEHURST DR,11,2,19,,52,,,,,,,,
0,0.09,33,0F267,0,1,LITTLE PINE LN,11,2,19,,52,,,,,,,,
0,0.05,33,0F268,0,1,SPRINGHOUSE CT,11,2,19,,52,,,,,,,,
0,0.075,33,0F269,0,1,,11,2,19,,52,,,,,,,,
0,0.48,33,0F280,0,1,SNOWY OWL RD,11,2,19,,52,,,,,,,,
0,0.051,33,0F300,0,1,DIXIE ST,12,4,19,52,52,,,,,,,,
0,0.027,33,0F301,0,1,BRADFORD AVE,12,4,19,52,52,,,,,,,,
0,0.087,33,0F303,0,1,MICHIGAN AVE,12,4,19,52,52,,,,,,,,
0,0.032,33,0F304,0,1,FT HENRY LN,11,2,19,,52,,,,,,,,
0.032,0.251,33,0F304,0,1,FT SUMTER DR,11,2,19,,52,,,,,,,,
0,0.073,33,0F305,0,1,BENT DR,12,4,19,52,52,,,,,,,,
0.073,0.243,33,0F305,0,1,BENT DR,11,2,19,,52,,,,,,,,
0,0.038,33,0F306,0,1,BENT PINE LN,11,2,19,,52,,,,,,,,
0,0.251,33,0F307,0,1,WHEATFIELD DR,11,2,19,,52,,,,,,,,
0,0.049,33,0F308,0,1,WATER OAK DR,11,2,19,,52,,,,,,,,
0,0.183,33,0F309,0,1,SEDGEFIELD LN,11,2,19,,52,,,,,,,,
0,0.197,33,0F310,0,1,BARLEYFIELD DR,11,2,19,,52,,,,,,,,
0.197,0.268,33,0F310,0,1,BASIL LN,11,2,19,,52,,,,,,,,
0,0.283,33,0F311,0,1,TREE LINE DR,11,2,19,,52,,,,,,,,
0,0.063,33,0F312,0,1,HARVESTVIEW LN,11,2,19,,52,,,,,,,,
0,0.189,33,0F313,0,1,FURROW DR,11,2,19,,52,,,,,,,,
0,0.048,33,0F314,0,1,LENTIL LN,11,2,19,,52,,,,,,,,
0,0.202,33,0F315,0,1,HUNDLEY RD,11,2,19,,52,,,,,,,,
0,0.517,33,0F316,0,1,GLENAIRE DR,11,2,19,,52,,,,,,,,
0,0.141,33,0F317,0,1,FAWN RIDGE RD,11,2,19,,52,,,,,,,,
0,0.085,33,0F318,0,1,AUTUMN WOOD DR,11,2,19,,52,,,,,,,,
0,0.131,33,0F319,0,1,HEATHFIELD DR,11,2,19,,52,,,,,,,,
0,0.057,33,0F320,0,1,MONTAIRE LN,11,2,19,,52,,,,,,,,
0,0.269,33,0F321,0,1,MISTY RIDGE DR,11,2,19,,52,,,,,,,,
0,0.072,33,0F322,0,1,MISTY LN,11,2,19,,52,,,,,,,,
0,0.286,33,0F323,0,1,RIVER GLADE DR,11,2,19,,52,,,,,,,,
0,0.62,33,0F324,0,1,LAKESHORE DR,11,2,19,,52,,,,,,,,
0,1.394,33,0F326,0,1,RIVER RUN DR,11,2,19,,52,,,,,,,,
0,0.061,33,0F327,0,1,MUIRFIELD LN,11,2,19,,52,,,,,,,,
0,0.434,33,0F328,0,1,RAINBOW SPRINGS DR,11,2,19,,52,,,,,,,,
0,0.199,33,0F329,0,1,LAUREL RIDGE RD,11,2,19,,52,,,,,,,,
0,0.262,33,0F330,0,1,CLUBHOUSE DR,11,2,19,,52,,,,,,,,
0,0.253,33,0F331,0,1,TOPSAIL GREENS DR,11,2,19,,52,,,,,,,,
0,0.291,33,0F332,0,1,PLAYERS CT,11,2,19,,52,,,,,,,,
0,0.112,33,0F333,0,1,EAGLE BLUFF TR,11,2,19,,52,,,,,,,,
0,0.21,33,0F334,0,1,TEE WAY CIR,11,2,19,,52,,,,,,,,
0,0.106,33,0F335,0,1,RIVERRIDGE DR,11,2,19,,52,,,,,,,,
0,0.082,33,0F336,0,1,DORAL LN,11,2,19,,52,,,,,,,,
0,0.044,33,0F337,0,1,PINEHURST VIEW CT,11,2,19,,52,,,,,,,,
0,0.042,33,0F338,0,1,PLAYERS RUN LN,11,2,19,,52,,,,,,,,
0,0.044,33,0F339,0,1,SPYGLASS CT,11,2,19,,52,,,,,,,,
0,0.083,33,0F340,0,1,SAWGRASS CT,11,2,19,,52,,,,,,,,
0,0.317,33,0F341,0,1,OOLTEWAH CEMTERY RD,12,4,19,52,52,,,,,,,,
0.317,0.376,33,0F341,0,1,OOLTEWAH CEMTERY RD,12,4,19,60,52,,,,,,,,
0,0.209,33,0F342,0,1,LODGE RD,12,4,19,60,52,,,,,,,,
0.209,0.216,33,0F342,0,1,LODGE RD,11,2,19,,52,,,,,,,,
0,0.158,33,0F343,0,1,OAK ST,11,2,19,,52,,,,,,,,
0,0.465,33,0F344,0,1,OOLTEWAH INDUSTRIAL DR,12,4,19,60,52,,,,,,,,
0,0.125,33,0F345,0,1,GRAYSTONE LN,11,2,19,,52,,,,,,,,
0,0.147,33,0F346,0,1,MONA-LEE LN,11,2,19,,52,,,,,,,,
0,0.314,33,0F347,0,1,PEGHORN TR,11,2,19,,52,,,,,,,,
0,0.14,33,0F348,0,1,STONEMILL DR,11,2,19,,52,,,,,,,,
0,0.539,33,0F349,0,1,PEEBLEBROOK LN,11,2,19,,52,,,,,,,,
0,0.015,33,0F350,0,1,OLD JACKSON RD,11,2,19,,52,,,,,,,,
0.015,0.243,33,0F350,0,1,OLD JACKSON RD,11,2,19,,52,,,,,,,,
0,0.511,33,0F351,0,1,PARKERSON RD,11,2,19,,52,,,,,,,,
0,0.228,33,0F352,0,1,CROOK CREST DR,12,4,19,60,52,,,,,,,,
0,0.01,33,0F353,0,1,ED WARE RD,11,2,19,,52,,,,,,,,
0.01,0.418,33,0F353,0,1,ED WARE RD,11,2,9,,,,,,,,,,
0,0.516,33,0F354,0,1,SANABEL RD,11,2,19,,52,,,,,,,,
0,0.18,33,0F355,0,1,,11,2,19,,52,,,,,,,,
0,0.656,33,0F356,0,1,FROST CREEK DR,11,2,19,,52,,,,,,,,
0,0.139,33,0F357,0,1,FROST RIDGE DR,11,2,19,,52,,,,,,,,
0.139,0.386,33,0F357,0,1,FROST RIDGE RD,11,2,19,,52,,,,,,,,
0,0.051,33,0F358,0,1,SUTTERS LN,11,2,19,,52,,,,,,,,
0,0.048,33,0F359,0,1,BECKY CT,11,2,19,,52,,,,,,,,
0.048,0.098,33,0F359,0,1,SILO LN,11,2,19,,52,,,,,,,,
0,0.076,33,0F360,0,1,APPLE ORCHARD TR,11,2,19,,52,,,,,,,,
0,0.487,33,0F361,0,1,LESLIE SANDIDGE DR,11,2,19,,52,,,,,,,,
0,0.146,33,0F362,0,1,BEN MATTHEWS RD,11,2,19,,52,,,,,,,,
0,0.349,33,0F363,0,1,HUNTERS BEND CIR,11,2,19,,52,,,,,,,,
0,0.631,33,0F364,0,1,QUAIL MOUNTAIN DR,11,2,19,,52,,,,,,,,
0,0.093,33,0F365,0,1,PHEASANT LN,11,2,19,,52,,,,,,,,
0,0.07,33,0F366,0,1,QUAIL NEST CIR,11,2,19,,52,,,,,,,,
0.07,0.09,33,0F366,0,1,DOVE LN,11,2,19,,52,,,,,,,,
0,0.143,33,0F367,0,1,QUAIL NEST CIR,11,2,19,,52,,,,,,,,
0,0.066,33,0F368,0,1,WARBLER LN,11,2,19,,52,,,,,,,,
0,0.718,33,0F369,0,1,QUAIL RUN DR,11,2,19,,52,,,,,,,,
0,0.156,33,0F371,0,1,FOX RIDGE RD,11,2,19,,52,,,,,,,,
0,0.181,33,0F372,0,1,DEERFIELD RD,11,2,19,,52,,,,,,,,
0,0.136,33,0F373,0,1,SPICEWOOD LN,11,2,19,,52,,,,,,,,
0,0.07,33,0F374,0,1,INDIAN LN,11,2,19,,52,,,,,,,,
0.07,0.15,33,0F374,0,1,BEAVER RUN LN,11,2,19,,52,,,,,,,,
0,0.067,33,0F375,0,1,HADLIY KORAL LN,11,2,19,,52,,,,,,,,
0,0.164,33,0F376,0,1,COVEY LN,11,2,19,,52,,,,,,,,
0,0.365,33,0F377,0,1,WOODTHRUSH DR,11,2,19,,52,,,,,,,,
0,0.377,33,0F378,0,1,CHAFFIN LN,11,2,19,,52,,,,,,,,
0.377,0.475,33,0F378,0,1,DOGWOOD SEASON DR,11,2,19,,52,,,,,,,,
0,0.203,33,0F379,0,1,WINTER GARDEN DR,11,2,19,,52,,,,,,,,
0,0.216,33,0F380,0,1,COBBLESTONE HILL DR,11,2,19,,52,,,,,,,,
0,0.223,33,0F381,0,1,CARRIAGE LN,11,2,19,,52,,,,,,,,
0,0.312,33,0F382,0,1,ASHTON VIEW DR,11,2,19,,52,,,,,,,,
0,0.059,33,0F383,0,1,ASHTON RIDGE DR,11,2,19,,52,,,,,,,,
0,0.056,33,0F384,0,1,ASHTON VALLEY DR,11,2,19,,52,,,,,,,,
0,0.154,33,0F385,0,1,WEDGEWOOD DR,11,2,19,,52,,,,,,,,
0,0.053,33,0F386,0,1,WEDGEWOOD LN,11,2,19,,52,,,,,,,,
0,0.864,33,0F387,0,1,BERKSHIRE CIR,11,2,19,,52,,,,,,,,
0,0.096,33,0F388,0,1,CANTERBERRY RD,11,2,19,,52,,,,,,,,
0,0.093,33,0F389,0,1,TEESIDE DR,11,2,19,,52,,,,,,,,
0,0.145,33,0F390,0,1,STEEPLECHASE DR,11,2,19,,52,,,,,,,,
0,0.012,33,0F391,0,1,BENTLEY WOODS DR,12,4,19,52,52,,,,,,,,
0.012,0.353,33,0F391,0,1,BENTLEY WOODS DR,11,2,19,,52,,,,,,,,
0,0.141,33,0F392,0,1,BENTLEY ESTATES DR,11,2,19,,52,,,,,,,,
0,0.213,33,0F393,0,1,CYNDICA DR,11,2,19,,52,,,,,,,,
0,0.303,33,0F394,0,1,SHADOW RIDGE DR,11,2,19,,52,,,,,,,,
0,0.117,33,0F395,0,1,SHADOW CROSSING LN,11,2,19,,52,,,,,,,,
0,0.699,33,0F396,0,1,SHADOW POINT CIR,11,2,19,,52,,,,,,,,
0,0.29,33,0F397,0,1,STONE MIST LN,11,2,19,,52,,,,,,,,
0,0.179,33,0F398,0,1,SHADOW WALK DR,11,2,19,,52,,,,,,,,
0,0.891,33,0F399,0,1,GIBSON POND RD,11,2,19,,52,,,,,,,,
0,0.27,33,0F400,0,1,CROSS GATE RD,11,2,19,,52,,,,,,,,
0,0.071,33,0F401,0,1,SHADOW BEND CIR,11,2,19,,52,,,,,,,,
0,0.245,33,0F402,0,1,SHADOW VALLEY CIR,11,2,19,,52,,,,,,,,
0,0.28,33,0F403,0,1,EVENING SHADOW DR,11,2,19,,52,,,,,,,,
0,0.135,33,0F404,0,1,CASTLEWOOD TR,11,2,19,,52,,,,,,,,
0,0.21,33,0F405,0,1,PICTURE RIDGE DR,11,2,19,,52,,,,,,,,
0,0.967,33,0F406,0,1,MOUNTAIN SHADOWS DR,11,2,19,,52,,,,,,,,
0,0.133,33,0F407,0,1,WOODEY HOLLOW,11,2,19,,52,,,,,,,,
0,0.117,33,0F408,0,1,MOUNTAIN DALE LN,11,2,19,,52,,,,,,,,
0,0.074,33,0F409,0,1,STONEWAY LN,11,2,19,,52,,,,,,,,
0,0.82,33,0F410,0,1,ROYAL MOUNTAIN DR,11,2,19,,52,,,,,,,,
0,0.181,33,0F411,0,1,HIDDEN FORREST DR,11,2,19,,52,,,,,,,,
0.181,0.78,33,0F411,0,1,SUNSET MOUNTAIN DR,11,2,19,,52,,,,,,,,
0,0.575,33,0F412,0,1,MOUNTAIN BREEZE DR,11,2,19,,52,,,,,,,,
0,0.078,33,0F413,0,1,HIDDEN SHADOWS,11,2,19,,52,,,,,,,,
0,0.112,33,0F414,0,1,HIDDEN HOLLOW DR,11,2,19,,52,,,,,,,,
0,0.201,33,0F415,0,1,MISTY MOUNTAIN TR,11,2,19,,52,,,,,,,,
0.201,0.324,33,0F415,0,1,MISTY MOUNTAIN RD,11,2,19,,52,,,,,,,,
0,0.273,33,0F416,0,1,CANDLEWOOD TR,11,2,19,,52,,,,,,,,
0,0.306,33,0F417,0,1,MAGICAL VIEW,11,2,19,,52,,,,,,,,
0,0.071,33,0F418,0,1,OLD STONE TR,11,2,19,,52,,,,,,,,
0,0.556,33,0F419,0,1,STONEY MOUNTAIN DR,11,2,19,,52,,,,,,,,
0,0.047,33,0F420,0,1,SUNLIGHT LN,11,2,19,,52,,,,,,,,
0,0.514,33,0F421,0,1,MOUNTAIN SHADE DR,11,2,19,,52,,,,,,,,
0,0.36,33,0F422,0,1,MORNING SHADOWS DR,11,2,19,,52,,,,,,,,
0,0.117,33,0F423,0,1,ROCKY SHADOWS DR,11,2,19,,52,,,,,,,,
0,0.067,33,0F424,0,1,SHADY CV,11,2,19,,52,,,,,,,,
0,0.088,33,0F425,0,1,RIDGESTONE TR,11,2,19,,52,,,,,,,,
0,0.357,33,0F426,0,1,ROCKY COVE DR,11,2,19,,52,,,,,,,,
0,0.081,33,0F427,0,1,WILDWIND TR,11,2,19,,52,,,,,,,,
0,0.237,33,0F428,0,1,HIDDEN MOUNTAIN DR,11,2,19,,52,,,,,,,,
0,0.073,33,0F429,0,1,MORNING GROVE DR,11,2,19,,52,,,,,,,,
0,0.043,33,0F430,0,1,CASTLEVIEW DR,11,2,19,,52,,,,,,,,
0,0.095,33,0F431,0,1,SECRET GARDEN DR,11,2,19,,52,,,,,,,,
0,0.534,33,0F432,0,1,GRAND MOUNTAIN DR,11,2,19,,52,,,,,,,,
0,0.05,33,0F433,0,1,MOUNTAIN GROVE DR,11,2,19,,52,,,,,,,,
0,0.038,33,0F434,0,1,CASTLE GATE DR,11,2,19,,52,,,,,,,,
0,0.123,33,0F435,0,1,WINDSWEPT DR,19,11,19,,52,,,,,,,,
0,0.344,33,0F436,0,1,FORREST SHADOWS DR,11,2,19,,52,,,,,,,,
0,0.046,33,0F437,0,1,CARDINAL CV,11,2,19,,52,,,,,,,,
0,0.308,33,0F438,0,1,MERRY WEATHER DR,11,2,19,,52,,,,,,,,
0,0.395,33,0F440,0,1,ALLEGHENY DR,11,2,19,,52,,,,,,,,
0,0.158,33,0F441,0,1,OAK SHADOWS DR,11,2,19,,52,,,,,,,,
0,0.314,33,0F442,0,1,OAK HAVEN DR,11,2,19,,52,,,,,,,,
0,0.07,33,0F443,0,1,OAK CROSSING LN,11,2,19,,52,,,,,,,,
0,0.198,33,0F444,0,1,WILMA DR,11,2,19,,52,,,,,,,,
0,0.297,33,0F445,0,1,DAUGHERTY LN,11,2,19,,52,,,,,,,,
0,0.246,33,0F446,0,1,HIDDEN TRAIL LN,11,2,19,,52,,,,,,,,
0,0.33,33,0F447,0,1,WINDTHRUSH DR,11,2,19,,52,,,,,,,,
0,0.194,33,0F448,0,1,AUTUMN CHASE DR,11,2,19,,52,,,,,,,,
0,0.334,33,0F449,0,1,FALLEN MAPLE DR,11,2,19,,52,,,,,,,,
0,0.166,33,0F450,0,1,BENT OAK RD,11,2,19,,52,,,,,,,,
0,0.119,33,0F451,0,1,OAK LEAF LN,11,2,19,,52,,,,,,,,
0,0.205,33,0F452,0,1,HARVEST OAK LN,11,2,19,,52,,,,,,,,
0,0.09,33,0F453,0,1,THRUSH HOLLOW LN,11,2,19,,52,,,,,,,,
0,0.167,33,0F454,0,1,HYDAS LN,11,2,19,,52,,,,,,,,
0,0.038,33,0F455,0,1,MEGAN CT,11,2,19,,52,,,,,,,,
0,0.037,33,0F456,0,1,DEERMONT CT,11,2,19,,52,,,,,,,,
0,0.067,33,0F457,0,1,ROSENBERRY CV,11,2,19,,52,,,,,,,,
0,0.077,33,0F459,0,1,MAYWATER RD,12,4,19,52,52,,,,,,,,
0.077,0.252,33,0F459,0,1,MAYWATER RD,11,2,19,,52,,,,,,,,
0,0.196,33,0F460,0,1,DALEFIELD LN,12,4,19,52,52,,,,,,,,
0.196,0.592,33,0F460,0,1,EDGEFIELD DR,12,4,19,52,52,,,,,,,,
0,0.533,33,0F465,0,1,CUMMINGS COVE DR,12,4,19,52,52,,,,,,,,
0.533,0.75,33,0F465,0,1,ALPINE WAY,12,4,19,52,52,,,,,,,,
0,0.21,33,0F466,0,1,,12,4,19,52,52,,,,,,,,
0,0.057,33,0F480,0,1,W 2ND ST,12,4,19,52,52,,,,,,,,
0,3.065,33,0F501,0,1,,20,67,9,,,,,,,,,,
0,0.064,33,0F502,0,1,FIREWEED CT,11,2,19,,52,,,,,,,,
0,0.147,33,0F503,0,1,CATCHFLY DR,11,2,19,,52,,,,,,,,
0,0.245,33,0F504,0,1,HOLLYHOCK LN,11,2,19,,52,,,,,,,,
0,0.323,33,0F505,0,1,BLAZING STAR CT,11,2,19,,52,,,,,,,,
0,0.293,33,0F506,0,1,RED POPPY DR,11,2,19,,52,,,,,,,,
0,0.13,33,0F629,0,1,DAKOTA SKY WAY,11,2,19,,52,,,,,,,,
0,0.245,33,0F630,0,1,FROSTWOOD LN,11,2,19,,52,,,,,,,,
0,0.313,33,0F631,0,1,HAYCUTTER RD,11,2,9,,,,,,,,,,
0,0.446,33,0F632,0,1,BACON MEADOW DR,11,2,9,,,,,,,,,,
0,0.219,33,0F633,0,1,DANA MICHELLE LN,11,2,9,,,,,,,,,,
0,0.562,33,0F634,0,1,GRAZING LN,11,2,9,,,,,,,,,,
0,0.713,33,0F635,0,1,STONEY RIVER DR,11,2,19,,52,,,,,,,,
0,0.486,33,0F636,0,1,BREEZY HOLLOW LN,11,2,19,,52,,,,,,,,
0,0.172,33,0F638,0,1,MCDONALD CEMETERY RD,11,2,9,,,,,,,,,,
0,0.25,33,0F639,0,1,SNOWHILL VIEW LN,11,2,9,,,,,,,,,,
0,0.157,33,0F640,0,1,MISTI MEADOW LN,11,2,9,,,,,,,,,,
0,0.144,33,0F641,0,1,BETTIS ESTATES LN,11,2,19,,52,,,,,,,,
0,0.243,33,0F642,0,1,WOLFE KNOLL TR,11,2,9,,,,,,,,,,
0,0.69,33,0F643,0,1,FALCON CREST DR,11,2,9,,,,,,,,,,
0,0.41,33,0F644,0,1,TIERCEL DR,11,2,9,,,,,,,,,,
0,0.101,33,0F645,0,1,FLEDGELING LN,11,2,9,,,,,,,,,,
0,0.143,33,0F646,0,1,GAWAIN PATH,11,2,9,,,,,,,,,,
0,0.325,33,0F647,0,1,BLUEGILL CIR,11,2,19,,52,,,,,,,,
0,0.208,33,0F648,0,1,,11,2,19,,52,,,,,,,,
0,0.474,33,0F649,0,1,,11,2,19,,52,,,,,,,,
0,0.531,33,0F650,0,1,GRACIE MAC LN,11,2,19,,52,,,,,,,,
0,0.595,33,0F651,0,1,LEXIE LN,11,2,19,,52,,,,,,,,
0,0.058,33,0F652,0,1,FISHERMAN LN,11,2,19,,52,,,,,,,,
0,0.3,33,0F653,0,1,KAITLIN LN,11,2,19,,52,,,,,,,,
0,0.082,33,0F654,0,1,SOPHIE LN,11,2,19,,52,,,,,,,,
0,0.089,33,0F655,0,1,SUNRIDGE DR,11,2,19,,52,,,,,,,,
0.089,0.673,33,0F655,0,1,SUNRIDGE DR,11,2,19,,52,,,,,,,,
0,0.246,33,0F656,0,1,NIGHTFALL CIR,11,2,19,,52,,,,,,,,
0.246,0.327,33,0F656,0,1,NIGHTFALL CIR,11,2,19,,52,,,,,,,,
0,0.153,33,0F657,0,1,DUSKVIEW CT,11,2,19,,52,,,,,,,,
0,0.075,33,0F658,0,1,HODGES LN,11,2,19,,52,,,,,,,,
0,0.123,33,0F659,0,1,SAVANNAH BAY DR,11,2,19,,52,,,,,,,,
0,0.94,33,0F660,0,1,SKYBROOK DR,11,2,19,,52,,,,,,,,
0,0.147,33,0F661,0,1,FENWICK DR,11,2,19,,52,,,,,,,,
0,0.114,33,0F662,0,1,DENISON LN,11,2,19,,52,,,,,,,,
0,0.32,33,0F663,0,1,KENNERLY CT,11,2,19,,52,,,,,,,,
0,0.967,33,0F664,0,1,TROUT LILY DR,11,2,19,,52,,,,,,,,
0,0.645,33,0F665,0,1,TRANQUILITY DR,11,2,19,,52,,,,,,,,
0,0.657,33,0F666,0,1,STREAMSIDE DR,11,2,19,,52,,,,,,,,
0,0.131,33,0F667,0,1,REFUGE LN,11,2,19,,52,,,,,,,,
0,0.159,33,0F668,0,1,GOLDENROD CT,11,2,19,,52,,,,,,,,
0,0.168,33,0F669,0,1,MEREDITH CT,11,2,19,,52,,,,,,,,
0,0.143,33,0F670,0,1,KAYLA BETH CT,11,2,19,,52,,,,,,,,
0,0.17,33,0F671,0,1,LAZY BROOK CT,11,2,19,,52,,,,,,,,
0,0.099,33,0F672,0,1,CODY DAN CT,11,2,19,,52,,,,,,,,
0,0.07,33,0F673,0,1,ALLIE DAN CT,11,2,19,,52,,,,,,,,
0,0.088,33,0F674,0,1,WADING BRANCH CT,11,2,19,,52,,,,,,,,
0,0.073,33,0F675,0,1,JAY TRENT CT,11,2,19,,52,,,,,,,,
0,0.093,33,0F676,0,1,KELSEY CHEL CT,11,2,19,,52,,,,,,,,
0,0.05,33,0F677,0,1,CHIPWOOD CT,11,2,19,,52,,,,,,,,
0,0.053,33,0F678,0,1,TIPACANOE CT,11,2,19,,52,,,,,,,,
0,0.127,33,0F680,0,1,PRODUCTION LN,12,4,19,52,52,,,,,,,,
0,0.214,33,0F681,0,1,FOREST SPRING LN,11,2,19,,52,,,,,,,,
0,0.085,33,0F682,0,1,BELLEAU RIDGE DR,11,2,19,,52,,,,,,,,
0.085,0.449,33,0F682,0,1,BELLEAU RIDGE DR,11,2,19,,52,,,,,,,,
0,0.67,33,0F683,0,1,NEVILLE DR,11,2,19,,52,,,,,,,,
0,0.041,33,0F684,0,1,SATJANON DR,11,2,19,,52,,,,,,,,
0,0.027,33,0F685,0,1,JANSON LN,11,2,19,,52,,,,,,,,
0,0.046,33,0F686,0,1,SWIFF LN,11,2,19,,52,,,,,,,,
0,0.038,33,0F687,0,1,STOCKHAM LN,11,2,19,,52,,,,,,,,
0,0.028,33,0F688,0,1,,11,2,19,,52,,,,,,,,
0,0.027,33,0F689,0,1,,11,2,19,,52,,,,,,,,
0,0.852,33,0F691,0,1,MC DONALD RD,11,2,19,,52,,,,,,,,
0.852,1.612,33,0F691,0,1,MC DONALD RD,12,4,19,60,52,,,,,,,,
0,0.434,33,0F692,0,1,HOPE RANCH DR,11,2,19,,52,,,,,,,,
0,0.095,33,0F693,0,1,WAXWING PL,11,2,19,,52,,,,,,,,
0,0.091,33,0F694,0,1,TOWHEE PL,11,2,19,,52,,,,,,,,
0,0.659,33,0F695,0,1,BRENTWOOD COVE RD,11,2,19,,52,,,,,,,,
0,0.079,33,0F696,0,1,COPPER CREEK LN,11,2,19,,52,,,,,,,,
0,0.113,33,0F697,0,1,COTTAGE CREEK LN,11,2,19,,52,,,,,,,,
0,0.262,33,0F698,0,1,FIELDCREST DR,11,2,19,,52,,,,,,,,
0,0.108,33,0F699,0,1,SOURWOOD LN,11,2,19,,52,,,,,,,,
0,0.097,33,0F700,0,1,SWEETBAY LN,11,2,19,,52,,,,,,,,
0,0.039,33,0F701,0,1,BROKEN ELM LN,11,2,19,,52,,,,,,,,
0,0.066,33,0F702,0,1,SYCAMORE COVE LN,11,2,19,,52,,,,,,,,
0,0.095,33,0F703,0,1,WINDWARD COVE LN,11,2,19,,52,,,,,,,,
0,0.396,33,0F704,0,1,MEADOWSTONE DR,11,2,19,,52,,,,,,,,
0,0.103,33,0F705,0,1,BRUSH CREEK CT,11,2,19,,52,,,,,,,,
0,0.091,33,0F706,0,1,CRIPPLE BUSH CT,11,2,19,,52,,,,,,,,
0,0.081,33,0F707,0,1,LONE ELM LN,11,2,19,,52,,,,,,,,
0,0.287,33,0F709,0,1,STEPPING ROCK DR,11,2,19,,52,,,,,,,,
0,0.499,33,0F710,0,1,CRYSTAL BROOK DR,11,2,19,,52,,,,,,,,
0,0.216,33,0F711,0,1,SKIPPING STONE DR,11,2,19,,52,,,,,,,,
0,0.081,33,0F712,0,1,TWISTED TWIG LN,11,2,19,,52,,,,,,,,
0,0.236,33,0F713,0,1,WINDBRIDGE DR,11,2,19,,52,,,,,,,,
0,0.066,33,0F714,0,1,BRONZE BRANCH LN,11,2,19,,52,,,,,,,,
0,0.035,33,0F715,0,1,,11,2,19,,52,,,,,,,,
0,0.039,33,0F716,0,1,RUSTY MAPLE LN,11,2,19,,52,,,,,,,,
0,0.041,33,0F717,0,1,LEAF BROOK LN,11,2,19,,52,,,,,,,,
0,0.248,33,0F718,0,1,HAWKS CREEK DR,11,2,19,,52,,,,,,,,
0,0.081,33,0F719,0,1,BARROW LN,11,2,19,,52,,,,,,,,
0,0.066,33,0F720,0,1,FERRAN WAY,11,2,19,,52,,,,,,,,
0,0.111,33,0F721,0,1,HARLOW PL,11,2,19,,52,,,,,,,,
0,0.047,33,0F722,0,1,HAWKS CREEK DR,11,2,19,,52,,,,,,,,
0,0.13,33,0F723,0,1,HAWKS CREEK DR,11,2,19,,52,,,,,,,,
0,0.064,33,0F724,0,1,ADLAR CT,11,2,19,,52,,,,,,,,
0,0.102,33,0F725,0,1,FLICKER WAY,11,2,19,,52,,,,,,,,
0,0.039,33,0F726,0,1,,11,2,19,,52,,,,,,,,
0,0.199,33,0F727,0,1,FOUR CORNERS PL,12,4,19,60,52,,,,,,,,
0,1.017,33,0F728,0,1,LEYLAND DR,12,4,19,60,52,,,,,,,,
0,0.039,33,0F729,0,1,ILENE CT,12,4,19,60,52,,,,,,,,
0,0.098,33,0F730,0,1,TUCKAWAY LN,12,4,19,60,52,,,,,,,,
0,0.212,33,0F731,0,1,MALLARD LN,12,4,19,60,52,,,,,,,,
0,0.226,33,0F732,0,1,TURKEY RIDGE TRL,12,4,19,60,52,,,,,,,,
0,0.186,33,0F733,0,1,SWEET BERRY LN,12,4,19,60,52,,,,,,,,
0,0.047,33,0F734,0,1,BARNOWL PL,12,4,19,60,52,,,,,,,,
0,0.041,33,0F735,0,1,TITUS LN,12,4,19,60,52,,,,,,,,
0,0.64,33,0F737,0,1,HOMEWOOD CIR,12,4,19,60,52,,,,,,,,
0,0.256,33,0F738,0,1,CLOVERLAND HILLS LN,12,4,19,60,52,,,,,,,,
0,0.046,33,0F739,0,1,PHLOX LN,12,4,19,60,52,,,,,,,,
0,0.039,33,0F740,0,1,COSMOS CT,12,4,19,60,52,,,,,,,,
0,0.217,33,0F741,0,1,JONQUIL LN,12,4,19,60,52,,,,,,,,
0,0.26,33,0F742,0,1,GINKGO LN,12,4,19,60,52,,,,,,,,
0,0.058,33,0F743,0,1,HYACINTH LN,12,4,19,60,52,,,,,,,,
0,0.062,33,0F744,0,1,ASTILBE WAY,12,4,19,60,52,,,,,,,,
0,0.063,33,0F745,0,1,HOSTA LN,12,4,19,60,52,,,,,,,,
0,0.097,33,0F746,0,1,SUNDOWN CT,12,4,19,60,52,,,,,,,,
0,0.098,33,0F747,0,1,SUNBURST CT,12,4,19,60,52,,,,,,,,
0,0.394,33,0F748,0,1,BRYAR ROSE DR,12,4,19,60,52,,,,,,,,
0,0.079,33,0F749,0,1,SUNDANCE CT,12,4,19,60,52,,,,,,,,
0,0.213,33,0F750,0,1,SUNUP CIR,12,4,19,60,52,,,,,,,,
0,0.17,33,0F751,0,1,LARKSPUR DR,12,4,19,60,52,,,,,,,,
0,0.078,33,0F752,0,1,BLUEGRASS LN,12,4,19,60,52,,,,,,,,
0,0.094,33,0F753,0,1,ASHER VALLEY DR,12,4,19,60,52,,,,,,,,
0,0.148,33,0F754,0,1,ASHER VILLAGE DR,12,4,19,60,52,,,,,,,,
0,0.033,33,0F755,0,1,ASHVIEW CIR,12,4,19,60,52,,,,,,,,
0,0.063,33,0F756,0,1,PARK PL,12,4,19,60,52,,,,,,,,
