BLM,ELM,County,Route,Sp. Case,Co. Seq.,Road_Name,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,Sp Systems 2,Sp Systems 3,State Aid Code,US Rte Nbr,US Rte Nbr 2,HPMS Sect ID,State Route Designation
0,0.103,33,0A212,0,1,ALBANY ST,12,4,19,52,52,,,,,,,,
0,0.259,33,0A213,0,1,ENDICOTT ST,12,4,19,52,52,,,,,,,,
0,0.414,33,0A214,0,1,LIBERTY ST,12,4,19,52,52,,,,,,,,
0,0.047,33,0A215,0,1,FORREST AVE,12,4,19,52,52,,,,,,,,
0,0.167,33,0A216,0,1,MT VERNON CIR,12,4,19,52,52,,,,,,,,
0,0.04,33,0A217,0,1,ALBANY ST,12,4,19,52,52,,,,,,,,
0.04,0.306,33,0A217,0,1,CLAREDON ST,12,4,19,52,52,,,,,,,,
0,0.069,33,0A218,0,1,CLARENDON ST,12,4,19,52,52,,,,,,,,
0,0.215,33,0A219,0,1,CURVE ST,12,4,19,52,52,,,,,,,,
0,0.11,33,0A220,0,1,TERRACE AVE,12,4,19,52,52,,,,,,,,
0,0.126,33,0A221,0,1,WINTHROP ST,12,4,19,52,52,,,,,,,,
0.126,0.19,33,0A221,0,1,ENDICOTT ST,12,4,19,52,52,,,,,,,,
0,0.205,33,0A222,0,1,FORREST AVE,12,4,19,52,52,,,,,,,,
0,0.371,33,0A223,0,1,CREWDSON AVE,12,4,19,52,52,,,,,,,,
0,0.045,33,0A224,0,1,BOYLSTON ST,12,4,19,52,52,,,,,,,,
0.045,0.377,33,0A224,0,1,BECK AVE,12,4,19,52,52,,,,,,,,
0,0.124,33,0A225,0,1,TREMONT PL,12,4,19,52,52,,,,,,,,
0,0.05,33,0A226,0,1,ORR ST,12,4,19,52,52,,,,,,,,
0,0.219,33,0A227,0,1,LYTLE ST,12,4,19,52,52,,,,,,,,
0,0.215,33,0A228,0,1,ELINOR LN,12,4,19,52,52,,,,,,,,
0.215,0.25,33,0A228,0,1,E MANNING ST,12,4,19,52,52,,,,,,,,
0,0.165,33,0A229,0,1,TAMPA ST,12,4,19,52,52,,,,,,,,
0,0.507,33,0A230,0,1,OLIVER ST,12,4,19,52,52,,,,,,,,
0,0.325,33,0A231,0,1,RIVER ST,12,4,19,52,52,,,,,,,,
0,0.035,33,0A232,0,1,FEHN ST,12,4,19,52,52,,,,,,,,
0,0.224,33,0A233,0,1,E MANNING ST,12,4,19,52,52,,,,,,,,
0,0.408,33,0A234,0,1,COLVILLE ST,12,4,19,52,52,,,,,,,,
0,0.418,33,0A235,0,1,BOYLSTON ST,12,4,19,52,52,,,,,,,,
0,0.287,33,0A236,0,1,BAKER ST,12,4,19,52,52,,,,,,,,
0.287,0.375,33,0A236,0,1,THOMPSON ST,12,4,19,52,52,,,,,,,,
0.375,0.673,33,0A236,0,1,ORR ST,12,4,19,52,52,,,,,,,,
0,0.066,33,0A237,0,1,GRAHAM ST,12,4,19,52,52,,,,,,,,
0,0.285,33,0A238,0,1,JARNIGAN AVE,12,4,19,52,52,,,,,,,,
0,0.077,33,0A239,0,1,DALTON ST,12,4,19,52,52,,,,,,,,
0,0.181,33,0A240,0,1,GRAHAM ST,12,4,19,52,52,,,,,,,,
0,0.125,33,0A241,0,1,ORR ST,12,4,19,52,52,,,,,,,,
0,0.152,33,0A242,0,1,W CREWDSON AVE,12,4,19,52,52,,,,,,,,
0,0.134,33,0A243,0,1,NORMAL AVE,12,4,19,52,52,,,,,,,,
0,0.173,33,0A244,0,1,NORMAL AVE,12,4,19,52,52,,,,,,,,
0,0.247,33,0A245,0,1,GARNETT AVE,12,4,19,52,52,,,,,,,,
0.247,0.429,33,0A245,0,1,WORTHINGTON ST,12,4,19,52,52,,,,,,,,
0,0.064,33,0A246,0,1,THOMAS ST,12,4,19,52,52,,,,,,,,
0,0.208,33,0A247,0,1,RUSSELL ST,12,4,19,52,52,,,,,,,,
0,0.265,33,0A248,0,1,DUGDALE ST,12,4,19,52,52,,,,,,,,
0,0.112,33,0A249,0,1,OVERMAN ST,12,4,19,52,52,,,,,,,,
0,0.223,33,0A250,0,1,CROZIER ST,12,4,19,52,52,,,,,,,,
0,0.258,33,0A251,0,1,ALBANY ST,12,4,19,52,52,,,,,,,,
0,0.156,33,0A252,0,1,ELINOR ST,12,4,19,52,52,,,,,,,,
0,0.191,33,0A253,0,1,FAIRMONT AVE,12,4,19,52,52,,,,,,,,
0,0.176,33,0A254,0,1,VALENTINE CIR,12,4,19,52,52,,,,,,,,
0,0.253,33,0A255,0,1,BARTON AVE,12,4,19,52,52,,,,,,,,
0,0.108,33,0A256,0,1,CHESTNUT LN,12,4,19,52,52,,,,,,,,
0,0.175,33,0A257,0,1,SHARON CIR,12,4,19,52,52,,,,,,,,
0,0.167,33,0A258,0,1,ICHABOD LN,12,4,19,52,52,,,,,,,,
0,0.071,33,0A259,0,1,SYLVAN ST,12,4,19,52,52,,,,,,,,
0,0.125,33,0A260,0,1,WELLS ST,12,4,19,52,52,,,,,,,,
0.125,0.768,33,0A260,0,1,FOREST ST,12,4,19,52,52,,,,,,,,
0,0.5,33,0A261,0,1,YOUNG AVE,12,4,19,52,52,,,,,,,,
0,0.129,33,0A262,0,1,DUGDALE ST,12,4,19,52,52,,,,,,,,
0.129,0.216,33,0A262,0,1,RIVERVISTA DR,12,4,19,52,52,,,,,,,,
0,0.284,33,0A263,0,1,FAIRHILLS DR,12,4,19,52,52,,,,,,,,
0,0.36,33,0A264,0,1,CARROLL LN,12,4,19,52,52,,,,,,,,
0,0.129,33,0A265,0,1,DENNIS ST,12,4,19,52,52,,,,,,,,
0.129,0.254,33,0A265,0,1,WINSTON RD,12,4,19,52,52,,,,,,,,
0.254,0.446,33,0A265,0,1,MCFARLAND AVE,12,4,19,52,52,,,,,,,,
0,0.235,33,0A266,0,1,STERLING AVE,12,4,19,52,52,,,,,,,,
0,0.2,33,0A267,0,1,ISLAND AVE,12,4,19,52,52,,,,,,,,
0.2,0.488,33,0A267,0,1,FRAZIER AVE,12,4,19,52,52,,,,,,,,
0,0.042,33,0A268,0,1,ISLAND AVE,12,4,19,52,52,,,,,,,,
0,0.142,33,0A269,0,1,TREMONT ST,12,4,19,52,52,,,,,,,,
0,0.496,33,0A270,0,1,TUCKER ST,12,4,19,52,52,,,,,,,,
0,0.047,33,0A271,0,1,DELMONT ST,12,4,19,52,52,,,,,,,,
0.047,0.265,33,0A271,0,1,MANNING ST,12,4,19,52,52,,,,,,,,
0,0.047,33,0A272,0,1,E NOLL ST,12,4,19,52,52,,,,,,,,
0,0.054,33,0A273,0,1,COLBY ST,12,4,19,52,52,,,,,,,,
0,0.049,33,0A274,0,1,E KENT ST,12,4,19,52,52,,,,,,,,
0.049,0.276,33,0A274,0,1,DRUID LN,12,4,19,52,52,,,,,,,,
0,0.201,33,0A275,0,1,ROSEWOOD ST,12,4,19,52,52,,,,,,,,
0.201,0.305,33,0A275,0,1,ELINOR ST,12,4,19,52,52,,,,,,,,
0,0.077,33,0A276,0,1,AUBURN ST,12,4,19,52,52,,,,,,,,
0,0.224,33,0A277,0,1,DELMONT ST,12,4,19,52,52,,,,,,,,
0,0.192,33,0A278,0,1,,12,4,19,52,52,,,,,,,,
0,0.166,33,0A279,0,1,NOLL ST,12,4,19,52,52,,,,,,,,
0,0.442,33,0A280,0,1,WOODLAND AVE,12,4,19,52,52,,,,,,,,
0,0.243,33,0A281,0,1,FRANKLIN ST,12,4,19,52,52,,,,,,,,
0.243,0.299,33,0A281,0,1,KEITH ST,12,4,19,52,52,,,,,,,,
0,0.098,33,0A282,0,1,ABERNATHY ST,12,4,19,52,52,,,,,,,,
0,0.082,33,0A283,0,1,HARTMAN ST,12,4,19,52,52,,,,,,,,
0,0.043,33,0A284,0,1,,12,4,19,52,52,,,,,,,,
0,0.033,33,0A285,0,1,,12,4,19,52,52,,,,,,,,
0,0.282,33,0A286,0,1,W KENT ST,12,4,19,52,52,,,,,,,,
0,0.431,33,0A287,0,1,HAMILTON AVE,12,4,19,52,52,,,,,,,,
0,0.047,33,0A288,0,1,COLVILLE ST,12,4,19,52,52,,,,,,,,
0,0.053,33,0A289,0,1,LINDEN ST,12,4,19,52,52,,,,,,,,
0,0.094,33,0A290,0,1,RUTH ST,12,4,19,52,52,,,,,,,,
0,0.108,33,0A291,0,1,MCCLURE TER,12,4,19,241,52,,,,,,,,
0,0.05,33,0A292,0,1,,12,4,19,52,52,,,,,,,,
0,0.276,33,0A293,0,1,SYLVAN ST,12,4,19,52,52,,,,,,,,
0,0.047,33,0A294,0,1,WARREN ST,12,4,19,52,52,,,,,,,,
0,0.202,33,0A295,0,1,BUSH ST,12,4,19,52,52,,,,,,,,
0,0.83,33,0A296,0,1,BELL AVE,12,4,19,52,52,,,,,,,,
0,0.031,33,0A297,0,1,PEAK ST,12,4,19,52,52,,,,,,,,
0,0.038,33,0A298,0,1,MARYLAND ST,12,4,19,52,52,,,,,,,,
0,0.212,33,0A299,0,1,SAWYER ST,12,4,19,52,52,,,,,,,,
0,0.169,33,0A300,0,1,LAWN ST,12,4,19,52,52,,,,,,,,
0,0.108,33,0A301,0,1,TREWHITT ST,12,4,19,52,52,,,,,,,,
0,0.16,33,0A302,0,1,WERT ST,12,4,19,52,52,,,,,,,,
0,0.074,33,0A303,0,1,RAMONA ST,12,4,19,52,52,,,,,,,,
0,0.259,33,0A304,0,1,MERONEY ST,12,4,19,52,52,,,,,,,,
0,0.131,33,0A305,0,1,LANOKA ST,12,4,19,52,52,,,,,,,,
0,0.298,33,0A306,0,1,MARKET ST,12,4,19,52,52,,,,,,,,
0,0.318,33,0A307,0,1,PEAK ST,12,4,19,52,52,,,,,,,,
0,0.082,33,0A308,0,1,VELMA ST,12,4,19,52,52,,,,,,,,
0,0.985,33,0A309,0,1,SPEARS AVE,12,4,19,52,52,,,,,,,,
0.985,1.039,33,0A309,0,1,MATLOCK ST,12,4,19,52,52,,,,,,,,
0,0.218,33,0A310,0,1,WIEHL ST,12,4,19,52,52,,,,,,,,
0,0.157,33,0A311,0,1,ZEIGLER ST,12,4,19,52,52,,,,,,,,
0,0.049,33,0A312,0,1,GUILD ST,12,4,19,52,52,,,,,,,,
0,0.348,33,0A313,0,1,CHAMBLISS ST,12,4,19,52,52,,,,,,,,
0,0.123,33,0A314,0,1,MARYLAND ST,12,4,19,52,52,,,,,,,,
0,0.068,33,0A315,0,1,MOONSTONE DR,12,4,19,52,52,,,,,,,,
0,0.364,33,0A316,0,1,SNOW ST,12,4,19,52,52,,,,,,,,
0,0.267,33,0A317,0,1,MERRIAM ST,12,4,19,52,52,,,,,,,,
0,0.169,33,0A318,0,1,MAY ST,12,4,19,52,52,,,,,,,,
0.169,0.526,33,0A318,0,1,PINE RIDGE RD,12,4,19,52,52,,,,,,,,
0.526,0.657,33,0A318,0,1,GURLEY ST,12,4,19,52,52,,,,,,,,
0.657,0.803,33,0A318,0,1,BLACK ST,12,4,19,52,52,,,,,,,,
0,0.111,33,0A319,0,1,MINOR ST,12,4,19,52,52,,,,,,,,
0,0.183,33,0A320,0,1,HARPER ST,12,4,19,52,52,,,,,,,,
0,0.065,33,0A321,0,1,FAIRPOINT ST,12,4,19,52,52,,,,,,,,
0,0.131,33,0A322,0,1,SPRING ST,12,4,19,52,52,,,,,,,,
0,0.109,33,0A323,0,1,CHILHOWEE ST,12,4,19,52,52,,,,,,,,
0,0.066,33,0A324,0,1,MERRIAM ST,12,4,19,52,52,,,,,,,,
0,0.296,33,0A325,0,1,HIGH RIDGE DR,12,4,19,52,52,,,,,,,,
0,0.25,33,0A326,0,1,HIRAM AVE,12,4,19,241,52,,,,,,,,
0,0.149,33,0A327,0,1,JOSELIN LN,12,4,19,241,52,,,,,,,,
0,0.19,33,0A328,0,1,SPRING LAKE RD,12,4,19,52,52,,,,,,,,
0,0.041,33,0A329,0,1,SPRING LAKE CT,12,4,19,52,52,,,,,,,,
0,0.336,33,0A330,0,1,STRINGER RIDGE RD,12,4,19,52,52,,,,,,,,
0,0.04,33,0A331,0,1,CUSTOM ST,12,4,19,52,52,,,,,,,,
0,0.173,33,0A332,0,1,2ND ST E,12,4,19,52,52,,,,,,,,
0,0.365,33,0A333,0,1,5TH ST E,12,4,19,52,52,,,,,,,,
0,0.118,33,0A334,0,1,OAKMONT ST,12,4,19,52,52,,,,,,,,
0,0.333,33,0A335,0,1,7TH ST,12,4,19,52,52,,,,,,,,
0,0.036,33,0A336,0,1,LINDSAY ST,12,4,19,52,52,,,,,,,,
0,0.415,33,0A337,0,1,BATTERY PL,12,4,19,52,52,,,,,,,,
0,0.177,33,0A338,0,1,8TH ST W,12,4,19,52,52,,,,,,,,
0.177,1.464,33,0A338,0,1,8TH ST E,12,4,19,52,52,,,,,,,,
0,0.051,33,0A339,0,1,FULTON ST,12,4,19,52,52,,,,,,,,
0,0.256,33,0A340,0,1,MISSISSIPPI AVE,12,4,19,52,52,,,,,,,,
0,0.367,33,0A341,0,1,LOOKOUT ST,12,4,19,52,52,,,,,,,,
0,0.3,33,0A342,0,1,HIGH ST,12,4,19,52,52,,,,,,,,
0,0.247,33,0A343,0,1,PINE ST,12,4,19,52,52,,,,,,,,
0,0.417,33,0A344,0,1,BOYNTON DR,12,4,19,52,52,,,,,,,,
0,0.573,33,0A345,0,1,HORIZONS DR,11,2,19,,52,,,,,,,,
0,0.192,33,0A346,0,1,RIVER ST,26,4,19,52,52,,,,,,,,
0.192,0.271,33,0A346,0,1,EVANS ST,26,4,19,52,52,,,,,,,,
0,0.176,33,0A347,0,1,3RD ST W,12,4,19,52,52,,,,,,,,
0.176,0.335,33,0A347,0,1,POWER ALLEY,12,4,19,52,52,,,,,,,,
0,0.153,33,0A348,0,1,E 5TH ST,12,4,19,52,52,,,,,,,,
0,0.075,33,0A349,0,1,MICHELIN LN,12,4,19,52,52,,,,,,,,
0.075,0.214,33,0A349,0,1,HIGHWOO DR,12,4,19,52,52,,,,,,,,
0,0.341,33,0A350,0,1,OAK ST,12,4,19,52,52,,,,,,,,
0,0.07,33,0A351,0,1,MEMORIAL ST,12,4,19,52,52,,,,,,,,
0,0.238,33,0A352,0,1,HORIZONS VIEW DR,11,2,19,,52,,,,,,,,
0,0.17,33,0A353,0,1,CREEKSIDE RD,12,4,19,52,52,,,,,,,,
0,0.175,33,0A354,0,1,E 5TH ST,12,4,19,52,52,,,,,,,,
0,0.055,33,0A355,0,1,11TH ST E,12,4,19,52,52,,,,,,,,
0,0.08,33,0A356,0,1,PATTEN PKWY,12,4,19,52,52,,,,,,,,
0,0.098,33,0A357,0,1,10TH ST E,12,4,19,52,52,,,,,,,,
0,0.059,33,0A358,0,1,FORTWOOD PL,12,4,19,52,52,,,,,,,,
0,0.092,33,0A359,0,1,FORTWOOD PL,12,4,19,52,52,,,,,,,,
0.092,0.224,33,0A359,0,1,WEIHL ST,12,4,19,52,52,,,,,,,,
0,0.195,33,0A360,0,1,CLEVELAND ST,12,4,19,52,52,,,,,,,,
0,0.375,33,0A361,0,1,PALMETTO ST,12,4,19,52,52,,,,,,,,
0,0.263,33,0A362,0,1,ELENA DR,12,4,19,52,52,,,,,,,,
0,0.042,33,0A363,0,1,MABEL ST,12,4,19,52,52,,,,,,,,
0,0.051,33,0A364,0,1,SPRING ST,12,4,19,52,52,,,,,,,,
0.051,0.11,33,0A364,0,1,2ND ST E,12,4,19,52,52,,,,,,,,
0,0.158,33,0A365,0,1,HAMILTON AVE,12,4,19,52,52,,,,,,,,
0,0.56,33,0A366,0,1,WALNUT ST,12,4,19,52,52,,,,,,,,
0,0.135,33,0A367,0,1,MUNDY ST,12,4,19,52,52,,,,,,,,
0,0.185,33,0A368,0,1,CLARK ST,12,4,19,52,52,,,,,,,,
0,0.373,33,0A369,0,1,CAMERON LN,12,4,19,52,52,,,,,,,,
0,0.521,33,0A370,0,1,GROVE ST,12,4,19,52,52,,,,,,,,
0,0.168,33,0A371,0,1,CYPRESS STREET CT,12,4,19,52,52,,,,,,,,
0,0.128,33,0A372,0,1,CYPRESS STREET CT,12,4,19,52,52,,,,,,,,
0,0.048,33,0A373,0,1,CYPRESS ST,12,4,19,52,52,,,,,,,,
0,0.116,33,0A374,0,1,W 12TH ST,12,4,19,52,52,,,,,,,,
0,0.191,33,0A375,0,1,CYRPESS ST,12,4,19,52,52,,,,,,,,
0,0.107,33,0A376,0,1,CYRPESS ST,12,4,19,52,52,,,,,,,,
0,0.209,33,0A377,0,1,POPLAR ST,12,4,19,52,52,,,,,,,,
0,0.133,33,0A378,0,1,CENTRAL AVE,12,4,19,52,52,,,,,,,,
0,0.123,33,0A379,0,1,MAIN ST,12,4,19,52,52,,,,,,,,
0,0.175,33,0A380,0,1,HIGHWOOD DR,12,4,19,52,52,,,,,,,,
0,0.103,33,0A381,0,1,CYPRESS STREET CT,12,4,19,52,52,,,,,,,,
0,0.151,33,0A382,0,1,W 12TH CT,12,4,19,52,52,,,,,,,,
0,0.626,33,0A383,0,1,OAK ST,12,4,19,52,52,,,,,,,,
0,0.304,33,0A384,0,1,FORT WOOD ST,12,4,19,52,52,,,,,,,,
0,0.306,33,0A385,0,1,E 4TH ST,12,4,19,52,52,,,,,,,,
0,0.103,33,0A386,0,1,GARFIELD ST,12,4,19,52,52,,,,,,,,
0,0.114,33,0A387,0,1,PIERCE AVE,12,4,19,52,52,,,,,,,,
0,0.145,33,0A388,0,1,MAUDE ST,12,4,19,52,52,,,,,,,,
0,0.099,33,0A389,0,1,ONEAL ST,12,4,19,52,52,,,,,,,,
0,0.392,33,0A390,0,1,BLACKFOR ST,12,4,19,52,52,,,,,,,,
0.392,0.608,33,0A390,0,1,HAMPTON ST,12,4,19,52,52,,,,,,,,
0,0.372,33,0A391,0,1,SCRUGGS ST,12,4,19,52,52,,,,,,,,
0,0.057,33,0A392,0,1,JACKSON ST,12,4,19,52,52,,,,,,,,
0,0.108,33,0A393,0,1,ONEAL ST,12,4,19,52,52,,,,,,,,
0,0.354,33,0A394,0,1,OAKBROOK TR,11,2,19,,52,,,,,,,,
0,0.011,33,0A395,0,1,,11,2,19,,52,,,,,,,,
0.011,0.16,33,0A395,0,1,,12,4,19,52,52,,,,,,,,
0,0.108,33,0A396,0,1,MABEL ST,12,4,19,52,52,,,,,,,,
0,0.209,33,0A397,0,1,GATEWAY AVE,12,4,19,52,52,,,,,,,,
0,0.059,33,0A398,0,1,CHAMBERLAIN AVE,12,4,19,52,52,,,,,,,,
0,0.087,33,0A399,0,1,DOUGLAS ST,12,4,19,52,52,,,,,,,,
0,0.345,33,0A400,0,1,CURTAIN POLE RD,12,4,19,52,52,,,,,,,,
0,0.352,33,0A401,0,1,SISKIN DR,12,4,19,52,52,,,,,,,,
0,0.467,33,0A402,0,1,MUELLER AVE,12,4,19,52,52,,,,,,,,
0,0.04,33,0A403,0,1,WALL ST,12,4,19,52,52,,,,,,,,
0,0.17,33,0A404,0,1,ROSE GLEN CT,12,4,19,52,52,,,,,,,,
0,0.084,33,0A405,0,1,FLYNN ST,12,4,19,52,52,,,,,,,,
0,0.22,33,0A406,0,1,KAYLA ROSE CIR,12,4,19,52,52,,,,,,,,
0,0.249,33,0A407,0,1,UNIVERSITY ST,12,4,19,52,52,,,,,,,,
0,0.103,33,0A408,0,1,FORT WOOD PL,12,4,19,52,52,,,,,,,,
0,0.146,33,0A409,0,1,COLLINS ST,12,4,19,52,52,,,,,,,,
0,0.058,33,0A410,0,1,W 12TH ST,12,4,19,52,52,,,,,,,,
0,0.103,33,0A411,0,1,MABEL ST,12,4,19,52,52,,,,,,,,
0,0.086,33,0A412,0,1,BALDWIN ST,12,4,19,52,52,,,,,,,,
0.086,0.145,33,0A412,0,1,FLYNN ST,12,4,19,52,52,,,,,,,,
0,0.143,33,0A413,0,1,PALMETTO ST,12,4,19,52,52,,,,,,,,
0,0.239,33,0A414,0,1,MAGNOLIA ST,12,4,19,52,52,,,,,,,,
0,0.093,33,0A415,0,1,PARK AVE,12,4,19,52,52,,,,,,,,
0,0.161,33,0A416,0,1,FAIRVIEW AVE,12,4,19,52,52,,,,,,,,
0,0.095,33,0A417,0,1,ONEAL ST,12,4,19,52,52,,,,,,,,
0.095,0.617,33,0A417,0,1,FLYNN ST,12,4,19,52,52,,,,,,,,
0,0.055,33,0A418,0,1,GEORGIA AVE,12,4,19,52,52,,,,,,,,
0,0.06,33,0A419,0,1,COLUMBIA ST,12,4,19,52,52,,,,,,,,
0,0.159,33,0A420,0,1,W 12TH ST,12,4,19,52,52,,,,,,,,
0,0.377,33,0A421,0,1,KING ST,12,4,19,52,52,,,,,,,,
0,0.141,33,0A422,0,1,FOSTER AVE,12,4,19,52,52,,,,,,,,
0,0.062,33,0A423,0,1,DOUGLAS ST,12,4,19,52,52,,,,,,,,
0,0.08,33,0A424,0,1,N ACCESS RD,12,4,19,52,52,,,,,,,,
0,0.064,33,0A425,0,1,13TH ST E,12,4,19,52,52,,,,,,,,
0.064,0.264,33,0A425,0,1,PEEPLES ST,12,4,19,52,52,,,,,,,,
0,0.068,33,0A426,0,1,MAGNOLIA ST,12,4,19,52,52,,,,,,,,
0,0.302,33,0A427,0,1,PARK AVE,12,4,19,52,52,,,,,,,,
0,0.111,33,0A428,0,1,FAIRVIEW AVE,12,4,19,52,52,,,,,,,,
0,0.327,33,0A429,0,1,12TH ST E,12,4,19,52,52,,,,,,,,
0,0.238,33,0A430,0,1,HEAVENLY VIEW,11,2,19,,52,,,,,,,,
0,0.083,33,0A431,0,1,PEEPLES ST,12,4,19,52,52,,,,,,,,
0,0.14,33,0A432,0,1,EDGMON COVE LN,11,2,19,,52,,,,,,,,
0,0.38,33,0A433,0,1,ONEAL ST,12,4,19,52,52,,,,,,,,
0,0.043,33,0A434,0,1,MAGNOLIA ST,12,4,19,52,52,,,,,,,,
0,0.07,33,0A435,0,1,GEORGIA AVE,12,4,19,52,52,,,,,,,,
0,0.123,33,0A436,0,1,BRALY PL,12,4,19,52,52,,,,,,,,
0,0.18,33,0A437,0,1,JARREN CT,12,4,19,52,52,,,,,,,,
0,0.038,33,0A438,0,1,MCCONNELL PL,12,4,19,52,52,,,,,,,,
0,0.354,33,0A439,0,1,CRUTCHFIELD ST,12,4,19,52,52,,,,,,,,
0,0.4,33,0A440,0,1,LATTA ST,12,4,19,52,52,,,,,,,,
0,0.48,33,0A441,0,1,APPLING ST,12,4,19,52,52,,,,,,,,
0,0.145,33,0A442,0,1,FAIRLEIGH ST,12,4,19,52,52,,,,,,,,
0,0.128,33,0A443,0,1,WOOD AVE,12,4,19,52,52,,,,,,,,
0.128,0.228,33,0A443,0,1,CUSHMAN ST,12,4,19,52,52,,,,,,,,
0,0.153,33,0A444,0,1,ELMENDORF ST,12,4,19,52,52,,,,,,,,
0,0.069,33,0A445,0,1,WILDER ST,12,4,19,52,52,,,,,,,,
0,0.27,33,0A446,0,1,BELLE ARBOR AVE,12,4,19,52,52,,,,,,,,
0,0.269,33,0A447,0,1,WOOD AVE,12,4,19,52,52,,,,,,,,
0,0.331,33,0A448,0,1,BELLE ARBOR AVE,12,4,19,52,52,,,,,,,,
0,0.435,33,0A449,0,1,COBBLE CREEK WAY,11,2,19,,52,,,,,,,,
0,0.066,33,0A450,0,1,FAIRLEIGH ST,12,4,19,52,52,,,,,,,,
0.066,0.151,33,0A450,0,1,BLISS AVE,12,4,19,52,52,,,,,,,,
0.151,0.21,33,0A450,0,1,BACHMAN ST,12,4,19,52,52,,,,,,,,
0,0.215,33,0A451,0,1,BENTON AVE,12,4,19,52,52,,,,,,,,
0.215,0.309,33,0A451,0,1,CUSHMAN ST,12,4,19,52,52,,,,,,,,
0,0.079,33,0A452,0,1,WOOD AVE,12,4,19,52,52,,,,,,,,
0,0.08,33,0A453,0,1,BLISS AVE,12,4,19,52,52,,,,,,,,
0,0.081,33,0A454,0,1,BELLE ARBOR AVE,12,4,19,52,52,,,,,,,,
0,0.21,33,0A455,0,1,QUEENS DR,12,4,19,52,52,,,,,,,,
0,0.08,33,0A456,0,1,OHIO AVE,12,4,19,52,52,,,,,,,,
0,0.257,33,0A457,0,1,DELANO DR,12,4,19,52,52,,,,,,,,
0,0.067,33,0A458,0,1,BENTON AVE,12,4,19,52,52,,,,,,,,
0,0.1,33,0A459,0,1,BACHMAN ST,12,4,19,52,52,,,,,,,,
0,0.35,33,0A460,0,1,ELMENDORF ST,12,4,19,52,52,,,,,,,,
0.35,0.609,33,0A460,0,1,ORCHARD KNOB RD,12,4,19,52,52,,,,,,,,
0,0.207,33,0A461,0,1,WISDOM ST,12,4,19,52,52,,,,,,,,
0,0.269,33,0A462,0,1,FREEMAN ST,12,4,19,52,52,,,,,,,,
0,0.185,33,0A463,0,1,N HICKORY ST,12,4,19,52,52,,,,,,,,
0,1.015,33,0A464,0,1,N HAWTHORNE ST,12,4,19,52,52,,,,,,,,
0,0.074,33,0A465,0,1,ALLIN ST,12,4,19,52,52,,,,,,,,
0,0.281,33,0A466,0,1,N BELLE ARBOR AVE,12,4,19,52,52,,,,,,,,
0,0.088,33,0A467,0,1,RIVERSIDE LN,12,4,19,52,52,,,,,,,,
0,0.309,33,0A468,0,1,JUDD RD,12,4,19,52,52,,,,,,,,
0,0.905,33,0A469,0,1,S CREEK RD,12,4,19,52,52,,,,,,,,
0,1.507,33,0A470,0,1,DUNCAN AVE,12,4,19,52,52,,,,,,,,
0,0.061,33,0A471,0,1,BUCKLEY ST,12,4,19,52,52,,,,,,,,
0.061,1.085,33,0A471,0,1,CHAMBERLAIN AVE,12,4,19,52,52,,,,,,,,
0,0.249,33,0A472,0,1,WATKINS ST S,12,4,19,52,52,,,,,,,,
0,0.25,33,0A473,0,1,LYERLY ST S,12,4,19,52,52,,,,,,,,
0,0.738,33,0A474,0,1,KELLY ST S,12,4,19,52,52,,,,,,,,
0,0.31,33,0A475,0,1,LINCREST CIR,12,4,19,241,52,,,,,,,,
0,0.193,33,0A476,0,1,BEECH ST S,12,4,19,52,52,,,,,,,,
0,0.423,33,0A477,0,1,TERMINAL RD,12,4,19,52,52,,,,,,,,
0,0.743,33,0A478,0,1,HAWTHORE ST S,12,4,19,52,52,,,,,,,,
0,0.744,33,0A479,0,1,HICKORY ST S,12,4,19,52,52,,,,,,,,
0,0.747,33,0A480,0,1,HOLLY ST S,12,4,19,52,52,,,,,,,,
0,0.749,33,0A481,0,1,HIGHLAND PARK AVE S,12,4,19,52,52,,,,,,,,
0,0.249,33,0A482,0,1,GREENWOOD AVE S,12,4,19,52,52,,,,,,,,
0,0.162,33,0A483,0,1,MAPLE ST,12,4,19,52,52,,,,,,,,
0,0.176,33,0A484,0,1,SPRUCE ST,12,4,19,52,52,,,,,,,,
0,0.167,33,0A485,0,1,NATIONAL AVE,12,4,19,52,52,,,,,,,,
0,0.08,33,0A486,0,1,CHAMBERLAIN AVE,12,4,19,52,52,,,,,,,,
0,0.67,33,0A488,0,1,UNION AVE,12,4,19,52,52,,,,,,,,
0,0.319,33,0A489,0,1,KIRBY AVE,12,4,19,52,52,,,,,,,,
0,1.075,33,0A490,0,1,VANCE AVE,12,4,19,52,52,,,,,,,,
0,0.233,33,0A491,0,1,ANDERSON AVE,12,4,19,52,52,,,,,,,,
0,0.685,33,0A492,0,1,BENNETT AVE,12,4,19,52,52,,,,,,,,
0,0.683,33,0A493,0,1,12TH ST E,12,4,19,52,52,,,,,,,,
0,0.58,33,0A494,0,1,13TH ST E,12,4,19,52,52,,,,,,,,
0.58,0.952,33,0A494,0,1,GREENWOOD AVE,12,4,19,52,52,,,,,,,,
0,1.161,33,0A495,0,1,14TH ST E,12,4,19,52,52,,,,,,,,
0,0.086,33,0A496,0,1,ANDERSON AVE,12,4,19,52,52,,,,,,,,
