OBJECTID,ORIG_FID,POINT_X,POINT_Y
380,75,-85.1534090912565,34.9963999997602
381,76,-85.1454545454908,34.9963999997602
382,76,-85.1454545454908,35.0027999999201
383,76,-85.1374999997251,35.0027999999201
384,76,-85.1374999997251,34.9963999997602
385,76,-85.1454545454908,34.9963999997602
386,77,-85.1374999997251,34.9963999997602
387,77,-85.1374999997251,35.0027999999201
388,77,-85.1295454548588,35.0027999999201
389,77,-85.1295454548588,34.9963999997602
390,77,-85.1374999997251,34.9963999997602
391,78,-85.1295454548588,34.9963999997602
392,78,-85.1295454548588,35.0027999999201
393,78,-85.1215909090931,35.0027999999201
394,78,-85.1215909090931,34.9963999997602
395,78,-85.1295454548588,34.9963999997602
396,79,-85.1215909090931,34.9963999997602
397,79,-85.1215909090931,35.0027999999201
398,79,-85.1136363633275,35.0027999999201
399,79,-85.1136363633275,34.9963999997602
400,79,-85.1215909090931,34.9963999997602
401,80,-85.1136363633275,34.9963999997602
402,80,-85.1136363633275,35.0027999999201
403,80,-85.1056818184611,35.0027999999201
404,80,-85.1056818184611,34.9963999997602
405,80,-85.1136363633275,34.9963999997602
406,81,-85.1056818184611,34.9963999997602
407,81,-85.1056818184611,35.0027999999201
408,81,-85.0977272726955,35.0027999999201
409,81,-85.0977272726955,34.9963999997602
410,81,-85.1056818184611,34.9963999997602
411,82,-85.0977272726955,34.9963999997602
412,82,-85.0977272726955,35.0027999999201
413,82,-85.0897727269298,35.0027999999201
414,82,-85.0897727269298,34.9963999997602
415,82,-85.0977272726955,34.9963999997602
416,83,-85.0897727269298,34.9963999997602
417,83,-85.0897727269298,35.0027999999201
418,83,-85.0818181820634,35.0027999999201
419,83,-85.0818181820634,34.9963999997602
420,83,-85.0897727269298,34.9963999997602
421,84,-85.0818181820634,34.9963999997602
422,84,-85.0818181820634,35.0027999999201
423,84,-85.0738636362977,35.0027999999201
424,84,-85.0738636362977,34.9963999997602
425,84,-85.0818181820634,34.9963999997602
426,85,-85.0738636362977,34.9963999997602
427,85,-85.0738636362977,35.0027999999201
428,85,-85.0659090905321,35.0027999999201
429,85,-85.0659090905321,34.9963999997602
430,85,-85.0738636362977,34.9963999997602
431,86,-85.0659090905321,34.9963999997602
432,86,-85.0659090905321,35.0027999999201
433,86,-85.0579545456657,35.0027999999201
434,86,-85.0579545456657,34.9963999997602
435,86,-85.0659090905321,34.9963999997602
436,87,-85.0579545456657,34.9963999997602
437,87,-85.0579545456657,35.0027999999201
438,87,-85.0499999999,35.0027999999201
439,87,-85.0499999999,34.9963999997602
440,87,-85.0579545456657,34.9963999997602
441,88,-85.4000000000999,35.0027999999201
442,88,-85.4000000000999,35.00920000008
443,88,-85.3920454543342,35.00920000008
444,88,-85.3920454543342,35.0027999999201
445,88,-85.4000000000999,35.0027999999201
446,89,-85.3920454543342,35.0027999999201
447,89,-85.3920454543342,35.00920000008
448,89,-85.3840909094679,35.00920000008
449,89,-85.3840909094679,35.0027999999201
450,89,-85.3920454543342,35.0027999999201
451,90,-85.3840909094679,35.0027999999201
452,90,-85.3840909094679,35.00920000008
453,90,-85.3761363637022,35.00920000008
454,90,-85.3761363637022,35.0027999999201
455,90,-85.3840909094679,35.0027999999201
456,91,-85.3761363637022,35.0027999999201
457,91,-85.3761363637022,35.00920000008
458,91,-85.3681818179365,35.00920000008
459,91,-85.3681818179365,35.0027999999201
460,91,-85.3761363637022,35.0027999999201
461,92,-85.3681818179365,35.0027999999201
462,92,-85.3681818179365,35.00920000008
463,92,-85.3602272730702,35.00920000008
464,92,-85.3602272730702,35.0027999999201
465,92,-85.3681818179365,35.0027999999201
466,93,-85.3602272730702,35.0027999999201
467,93,-85.3602272730702,35.00920000008
468,93,-85.3522727273045,35.00920000008
469,93,-85.3522727273045,35.0027999999201
470,93,-85.3602272730702,35.0027999999201
471,94,-85.3522727273045,35.0027999999201
472,94,-85.3522727273045,35.00920000008
473,94,-85.3443181815388,35.00920000008
474,94,-85.3443181815388,35.0027999999201
475,94,-85.3522727273045,35.0027999999201
476,95,-85.3443181815388,35.0027999999201
477,95,-85.3443181815388,35.00920000008
478,95,-85.3363636366725,35.00920000008
479,95,-85.3363636366725,35.0027999999201
480,95,-85.3443181815388,35.0027999999201
481,96,-85.3363636366725,35.0027999999201
482,96,-85.3363636366725,35.00920000008
483,96,-85.3284090909068,35.00920000008
484,96,-85.3284090909068,35.0027999999201
485,96,-85.3363636366725,35.0027999999201
486,97,-85.3284090909068,35.0027999999201
487,97,-85.3284090909068,35.00920000008
488,97,-85.3204545451411,35.00920000008
489,97,-85.3204545451411,35.0027999999201
490,97,-85.3284090909068,35.0027999999201
491,98,-85.3204545451411,35.0027999999201
492,98,-85.3204545451411,35.00920000008
493,98,-85.3125000002748,35.00920000008
494,98,-85.3125000002748,35.0027999999201
495,98,-85.3204545451411,35.0027999999201
496,99,-85.3125000002748,35.0027999999201
497,99,-85.3125000002748,35.00920000008
498,99,-85.3045454545091,35.00920000008
499,99,-85.3045454545091,35.0027999999201
500,99,-85.3125000002748,35.0027999999201
501,100,-85.3045454545091,35.0027999999201
502,100,-85.3045454545091,35.00920000008
503,100,-85.2965909087434,35.00920000008
504,100,-85.2965909087434,35.0027999999201
505,100,-85.3045454545091,35.0027999999201
506,101,-85.2965909087434,35.0027999999201
507,101,-85.2965909087434,35.00920000008
508,101,-85.2886363638771,35.00920000008
509,101,-85.2886363638771,35.0027999999201
510,101,-85.2965909087434,35.0027999999201
511,102,-85.2886363638771,35.0027999999201
512,102,-85.2886363638771,35.00920000008
513,102,-85.2806818181114,35.00920000008
514,102,-85.2806818181114,35.0027999999201
515,102,-85.2886363638771,35.0027999999201
516,103,-85.2806818181114,35.0027999999201
517,103,-85.2806818181114,35.00920000008
518,103,-85.2727272723457,35.00920000008
519,103,-85.2727272723457,35.0027999999201
520,103,-85.2806818181114,35.0027999999201
521,104,-85.2727272723457,35.0027999999201
522,104,-85.2727272723457,35.00920000008
523,104,-85.2647727274793,35.00920000008
524,104,-85.2647727274793,35.0027999999201
525,104,-85.2727272723457,35.0027999999201
526,105,-85.2647727274793,35.0027999999201
527,105,-85.2647727274793,35.00920000008
528,105,-85.2568181817137,35.00920000008
529,105,-85.2568181817137,35.0027999999201
530,105,-85.2647727274793,35.0027999999201
531,106,-85.2568181817137,35.0027999999201
532,106,-85.2568181817137,35.00920000008
533,106,-85.248863635948,35.00920000008
534,106,-85.248863635948,35.0027999999201
535,106,-85.2568181817137,35.0027999999201
536,107,-85.248863635948,35.0027999999201
537,107,-85.248863635948,35.00920000008
538,107,-85.2409090910817,35.00920000008
539,107,-85.2409090910817,35.0027999999201
540,107,-85.248863635948,35.0027999999201
541,108,-85.2409090910817,35.0027999999201
542,108,-85.2409090910817,35.00920000008
543,108,-85.232954545316,35.00920000008
544,108,-85.232954545316,35.0027999999201
545,108,-85.2409090910817,35.0027999999201
546,109,-85.232954545316,35.0027999999201
547,109,-85.232954545316,35.00920000008
548,109,-85.2250000004496,35.00920000008
549,109,-85.2250000004496,35.0027999999201
550,109,-85.232954545316,35.0027999999201
551,110,-85.2249999995503,35.0027999999201
552,110,-85.2249999995503,35.00920000008
553,110,-85.217045454684,35.00920000008
554,110,-85.217045454684,35.0027999999201
555,110,-85.2249999995503,35.0027999999201
556,111,-85.217045454684,35.0027999999201
557,111,-85.217045454684,35.00920000008
558,111,-85.2090909089183,35.00920000008
559,111,-85.2090909089183,35.0027999999201
560,111,-85.217045454684,35.0027999999201
561,112,-85.2090909089183,35.0027999999201
562,112,-85.2090909089183,35.00920000008
563,112,-85.2011363640519,35.00920000008
564,112,-85.2011363640519,35.0027999999201
565,112,-85.2090909089183,35.0027999999201
566,113,-85.2011363640519,35.0027999999201
567,113,-85.2011363640519,35.00920000008
568,113,-85.1931818182862,35.00920000008
569,113,-85.1931818182862,35.0027999999201
570,113,-85.2011363640519,35.0027999999201
571,114,-85.1931818182862,35.0027999999201
572,114,-85.1931818182862,35.00920000008
573,114,-85.1852272725206,35.00920000008
574,114,-85.1852272725206,35.0027999999201
575,114,-85.1931818182862,35.0027999999201
576,115,-85.1852272725206,35.0027999999201
577,115,-85.1852272725206,35.00920000008
578,115,-85.1772727276542,35.00920000008
579,115,-85.1772727276542,35.0027999999201
580,115,-85.1852272725206,35.0027999999201
581,116,-85.1772727276542,35.0027999999201
582,116,-85.1772727276542,35.00920000008
583,116,-85.1693181818886,35.00920000008
584,116,-85.1693181818886,35.0027999999201
585,116,-85.1772727276542,35.0027999999201
586,117,-85.1693181818886,35.0027999999201
587,117,-85.1693181818886,35.00920000008
588,117,-85.1613636361229,35.00920000008
589,117,-85.1613636361229,35.0027999999201
590,117,-85.1693181818886,35.0027999999201
591,118,-85.1613636361229,35.0027999999201
592,118,-85.1613636361229,35.00920000008
593,118,-85.1534090912565,35.00920000008
594,118,-85.1534090912565,35.0027999999201
595,118,-85.1613636361229,35.0027999999201
596,119,-85.1534090912565,35.0027999999201
597,119,-85.1534090912565,35.00920000008
598,119,-85.1454545454908,35.00920000008
599,119,-85.1454545454908,35.0027999999201
600,119,-85.1534090912565,35.0027999999201
601,120,-85.1454545454908,35.0027999999201
602,120,-85.1454545454908,35.00920000008
603,120,-85.1374999997251,35.00920000008
604,120,-85.1374999997251,35.0027999999201
605,120,-85.1454545454908,35.0027999999201
606,121,-85.1374999997251,35.0027999999201
607,121,-85.1374999997251,35.00920000008
608,121,-85.1295454548588,35.00920000008
609,121,-85.1295454548588,35.0027999999201
610,121,-85.1374999997251,35.0027999999201
611,122,-85.1295454548588,35.0027999999201
612,122,-85.1295454548588,35.00920000008
613,122,-85.1215909090931,35.00920000008
614,122,-85.1215909090931,35.0027999999201
615,122,-85.1295454548588,35.0027999999201
616,123,-85.1215909090931,35.0027999999201
617,123,-85.1215909090931,35.00920000008
618,123,-85.1136363633275,35.00920000008
619,123,-85.1136363633275,35.0027999999201
620,123,-85.1215909090931,35.0027999999201
621,124,-85.1136363633275,35.0027999999201
622,124,-85.1136363633275,35.00920000008
623,124,-85.1056818184611,35.00920000008
624,124,-85.1056818184611,35.0027999999201
625,124,-85.1136363633275,35.0027999999201
626,125,-85.1056818184611,35.0027999999201
627,125,-85.1056818184611,35.00920000008
628,125,-85.0977272726955,35.00920000008
629,125,-85.0977272726955,35.0027999999201
630,125,-85.1056818184611,35.0027999999201
631,126,-85.0977272726955,35.0027999999201
632,126,-85.0977272726955,35.00920000008
633,126,-85.0897727269298,35.00920000008
634,126,-85.0897727269298,35.0027999999201
635,126,-85.0977272726955,35.0027999999201
636,127,-85.0897727269298,35.0027999999201
637,127,-85.0897727269298,35.00920000008
638,127,-85.0818181820634,35.00920000008
639,127,-85.0818181820634,35.0027999999201
640,127,-85.0897727269298,35.0027999999201
641,128,-85.0818181820634,35.0027999999201
642,128,-85.0818181820634,35.00920000008
643,128,-85.0738636362977,35.00920000008
644,128,-85.0738636362977,35.0027999999201
645,128,-85.0818181820634,35.0027999999201
646,129,-85.0738636362977,35.0027999999201
647,129,-85.0738636362977,35.00920000008
648,129,-85.0659090905321,35.00920000008
649,129,-85.0659090905321,35.0027999999201
650,129,-85.0738636362977,35.0027999999201
651,130,-85.0659090905321,35.0027999999201
652,130,-85.0659090905321,35.00920000008
653,130,-85.0579545456657,35.00920000008
654,130,-85.0579545456657,35.0027999999201
655,130,-85.0659090905321,35.0027999999201
656,131,-85.0579545456657,35.0027999999201
657,131,-85.0579545456657,35.00920000008
658,131,-85.0499999999,35.00920000008
659,131,-85.0499999999,35.0027999999201
660,131,-85.0579545456657,35.0027999999201
661,132,-85.4000000000999,35.00920000008
662,132,-85.4000000000999,35.0156000002399
663,132,-85.3920454543342,35.0156000002399
664,132,-85.3920454543342,35.00920000008
665,132,-85.4000000000999,35.00920000008
666,133,-85.3920454543342,35.00920000008
667,133,-85.3920454543342,35.0156000002399
668,133,-85.3840909094679,35.0156000002399
669,133,-85.3840909094679,35.00920000008
