,Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
570,2665,33SR002001,-85.220213,35.009919,27,2/25/19,10:00,10,39.48,55.13,34.66,20.65,0.46,2,0,7.69,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,0.7724145,14.31,1
2346,2580,3303580001,-85.156949,35.042868,36,2/25/19,10:00,10,39.26,54.95,34.57,20.72,0.47,2,0,7.55,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.6740198,2.117,1
3165,3761,33I0024002,-85.366708,35.027029,45,2/25/19,15:00,15,54.61,55.47,35.32,26.75,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.52097756,4.085,1
4786,4171,33I0024002,-85.368766,35.026324,144,2/25/19,17:00,17,55.01,55.44,35.32,29.08,0.37,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.50950223,3.959,1
1119,2614,33SR002001,-85.269492,35.022196,32,2/25/19,10:00,10,39.18,54.94,34.49,20.07,0.46,2,0,7.85,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,36,15,,0.7836445,10.607,1
3807,2616,33SR002001,-85.273583,35.01572,32,2/25/19,10:00,10,39.24,54.99,34.54,20.15,0.46,2,0,7.87,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,16,24,15,,0.671801,10.096,1
3080,2541,3304417001,-85.292119,35.039775,44,2/25/19,10:00,10,39.17,55.28,34.34,19.44,0.45,2,0,7.7,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,36,15,,0.723105,1.125,1
542,1989,33I0024002,-85.380506,35.021426,79,2/25/19,8:00,8,36.18,55.06,35.5,17.72,0.47,2,0,5.72,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,6,2,1,11,24,15,,0.5002903,3.177,1
1881,2681,33SR320001,-85.149292,35.005439,26,2/25/19,10:00,10,39.53,54.94,34.79,21.37,0.48,2,0,7.59,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.61081,3.804,1
4596,2648,3303580001,-85.157294,35.042997,28,2/25/19,10:00,10,39.26,54.96,34.57,20.72,0.47,2,0,7.55,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.674535,2.095,1
5461,2477,3304986001,-85.153824,35.041303,82,2/25/19,10:00,10,39.25,54.9,34.58,20.77,0.47,2,0,7.55,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,12,15,,0.59042495,2.163,1
1434,2642,3303556001,-85.237299,35.047083,29,2/25/19,10:00,10,39.05,54.87,34.35,19.87,0.46,2,0,7.76,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,0.53367907,2.418,1
1833,2599,3303580001,-85.166282,35.046274,34,2/25/19,10:00,10,39.27,55.1,34.55,20.59,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.54122365,1.538,1
4898,2583,3304986001,-85.161923,35.035524,36,2/25/19,10:00,10,39.3,54.95,34.62,20.79,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.6138471,1.444,1
2716,2536,33I0024002,-85.366708,35.027029,45,2/25/19,10:00,10,40.52,55.47,35.32,18.54,0.41,2,0,6.12,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.7601132,4.085,1
4964,2318,33SR153001,-85.214113,35.087611,38,2/25/19,9:00,9,38.47,54.93,36.05,18.6,0.44,2,0,6.75,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,0.7129078,5.272,1
4542,2592,33SR153001,-85.221427,35.091719,34,2/25/19,10:00,10,39.13,55.07,34.34,19.08,0.44,2,0,7.48,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,4,6,13,1,12,24,15,,0.64976984,5.772,1
3238,3540,33I0024002,-85.350032,35.028387,39,2/25/19,14:00,14,52.64,55.46,35.59,25.4,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.5366666,5.06,1
50,2641,33SR002001,-85.211097,35.013904,29,2/25/19,10:00,10,39.47,55.13,34.63,20.81,0.47,2,0,7.67,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.7815982,14.907,1
1184,63,33I0075001,-85.205913,34.993245,52,2/25/19,0:00,0,53.95,60.89,46.11,50.01,0.86,2,0,6.81,0.35,rain,0.0132,0.1328,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,2,2,2,6,7,2,1,11,36,15,,0.6185227,0.576,1
5774,2030,33I0024002,-85.383202,35.018934,48,2/25/19,8:00,8,36.19,55.02,35.51,17.72,0.47,2,0,5.72,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.6073311,2.945,1
4088,2530,33I0024002,-85.253185,35.015252,46,2/25/19,10:00,10,39.21,54.7,34.57,20.32,0.46,2,0,7.77,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.57685506,11.983,1
2262,2526,33I0075001,-85.163223,35.035572,47,2/25/19,10:00,10,39.3,54.95,34.62,20.78,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.8727957,5.016,1
362,2662,3303578001,-85.219735,35.043284,27,2/25/19,10:00,10,39.24,55.18,34.37,20.07,0.46,2,0,7.7,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,0.5145159,3.669,1
1419,2476,33I0075001,-85.209894,34.998664,83,2/25/19,10:00,10,39.58,55.11,34.75,21.09,0.47,2,0,7.68,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,0.62780964,1.014,1
4672,2547,3303573001,-85.279681,35.017935,43,2/25/19,10:00,10,39.3,55.27,34.48,20.07,0.46,2,0,7.9,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,16,12,15,,0.54635143,0.097,1
2655,2626,3304986001,-85.156744,35.037712,31,2/25/19,10:00,10,39.29,54.94,34.61,20.8,0.47,2,0,7.56,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.5358345,1.863,1
2330,2471,330C353001,-85.205213,35.008709,100,2/25/19,10:00,10,39.51,55.08,34.68,20.95,0.47,2,0,7.66,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,48,15,,0.633573,0.461,1
2292,2620,3301122001,-85.154037,35.041836,32,2/25/19,10:00,10,39.25,54.9,34.58,20.76,0.47,2,0,7.55,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.7072131,0.118,1
2887,2539,33I0075001,-85.206471,34.993709,45,2/25/19,10:00,10,39.73,55.27,34.99,21.18,0.47,2,0,7.7,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,7,2,1,11,36,15,,0.5497264,0.62,1
3243,2674,3301122001,-85.150941,35.040129,27,2/25/19,10:00,10,39.25,54.86,34.59,20.82,0.47,2,0,7.54,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.7033276,0.325,1
6,2483,3303580001,-85.162464,35.044885,71,2/25/19,10:00,10,39.26,55.04,34.56,20.64,0.47,2,0,7.56,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,0.68045586,1.779,1
2998,2658,3304996001,-85.187659,35.029911,28,2/25/19,10:00,10,39.22,54.87,34.43,20.67,0.47,2,0,7.62,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,28,15,,0.50061303,0.019,1
1180,2553,33SR008001,-85.209287,34.989471,42,2/25/19,10:00,10,39.75,55.26,35.01,21.22,0.47,2,0,7.73,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.5154895,1.282,1
2727,3516,33I0024002,-85.366708,35.027029,45,2/25/19,14:00,14,52.67,55.47,35.32,25.38,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.51794857,4.085,1
4126,2460,330A390001,-85.290431,35.048719,119,2/25/19,10:00,10,39.34,55.39,34.51,19.31,0.44,2,0,7.68,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,0.5269589,0.479,1
5786,2651,33SR008001,-85.242414,34.996637,28,2/25/19,10:00,10,39.5,55.05,34.74,20.73,0.47,2,0,7.75,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,0.5093966,3.233,1
3679,45,33I0075001,-85.163861,35.035266,65,2/25/19,0:00,0,54.04,60.56,45.61,50.37,0.87,2,0,6.85,0.35,rain,0.0126,0.1297,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.7737342,4.977,1
5407,2653,33I0024002,-85.228426,35.005312,28,2/25/19,10:00,10,39.5,55.13,34.69,20.68,0.46,2,0,7.7,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,0.73752683,13.559,1
2671,2692,33I0075001,-85.193721,35.010071,26,2/25/19,10:00,10,39.51,55.15,34.79,20.96,0.47,2,0,7.64,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,0.7581555,2.427,1
3224,2275,33I0024002,-85.383202,35.018934,48,2/25/19,9:00,9,38.46,55.02,35.51,17.67,0.43,2,0,7.86,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.5697322,2.945,1
3628,2582,3305787001,-85.155058,35.030307,36,2/25/19,10:00,10,39.33,54.91,34.65,20.93,0.47,2,0,7.56,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.5882578,0.021,1
4231,2562,33I0124001,-85.314195,35.04437,39,2/25/19,10:00,10,40.59,55.31,35.92,18.71,0.41,2,0,6.06,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,,0.7431362,1.212,1
5637,4006,33I0024002,-85.366708,35.027029,45,2/25/19,16:00,16,55.48,55.48,35.32,27.92,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.5189817,4.085,1
5524,2581,33SR320001,-85.154777,35.008124,36,2/25/19,10:00,10,39.52,55,34.78,21.29,0.48,2,0,7.59,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.60752827,3.421,1
1215,2600,33SR002001,-85.212241,35.012306,34,2/25/19,10:00,10,39.48,55.13,34.64,20.83,0.47,2,0,7.67,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.78127575,14.783,1
1325,2640,33SR002001,-85.254881,35.027655,29,2/25/19,10:00,10,39.05,54.54,34.46,20.08,0.46,2,0,7.79,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,0.71421427,11.917,1
4938,26,33I0075001,-85.209894,34.998664,83,2/25/19,0:00,0,53.78,60.76,45.87,50.01,0.87,2,0,6.7,0.35,rain,0.0132,0.1332,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,0.7185307,1.014,1
1531,141,33I0075001,-85.21117,35.002679,34,2/25/19,0:00,0,53.78,60.77,45.86,50.01,0.87,2,0,6.61,0.35,rain,0.0133,0.1337,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.57495654,1.289,1
1383,2523,33I0024002,-85.322434,35.028932,47,2/25/19,10:00,10,40.74,55.42,35.81,18.83,0.41,2,0,6.02,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,,0.5745566,7.279,1
820,2554,3304987001,-85.158512,35.023735,42,2/25/19,10:00,10,39.38,54.93,34.69,21.01,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.53213733,0.651,1
604,3785,33I0024002,-85.350032,35.028387,39,2/25/19,15:00,15,54.6,55.46,35.59,26.77,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.53992647,5.06,1
1342,2486,3304988001,-85.155628,35.024501,70,2/25/19,10:00,10,39.37,54.91,34.69,21.02,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,26,15,,0.5553033,2.853,1
