OBJECTID,ORIG_FID,X,Y,Center_Lat,Center_Long,Ghost_Lat,Ghost_Long
2972,594,-85.225,35.0796,,,35.0812,-85.22698864
2973,594,-85.21704545,35.0796,,,35.0812,-85.21505681
2974,594,-85.21704545,35.0732,,,35.0716,-85.21505681
2975,594,-85.225,35.0732,,,35.0716,-85.22698864
2976,595,-85.21704545,35.0732,35.0764,-85.21306818,35.0716,-85.21903409
2977,595,-85.21704545,35.0796,,,35.0812,-85.21903409
2978,595,-85.20909091,35.0796,,,35.0812,-85.20710228
2979,595,-85.20909091,35.0732,,,35.0716,-85.20710228
2980,595,-85.21704545,35.0732,,,35.0716,-85.21903409
2981,596,-85.20909091,35.0732,35.0764,-85.20511364,35.0716,-85.21107955
2982,596,-85.20909091,35.0796,,,35.0812,-85.21107955
2983,596,-85.20113636,35.0796,,,35.0812,-85.19914772
2984,596,-85.20113636,35.0732,,,35.0716,-85.19914772
2985,596,-85.20909091,35.0732,,,35.0716,-85.21107955
2986,597,-85.20113636,35.0732,35.0764,-85.19715909,35.0716,-85.203125
2987,597,-85.20113636,35.0796,,,35.0812,-85.203125
2988,597,-85.19318182,35.0796,,,35.0812,-85.19119319
2989,597,-85.19318182,35.0732,,,35.0716,-85.19119319
2990,597,-85.20113636,35.0732,,,35.0716,-85.203125
2991,598,-85.19318182,35.0732,35.0764,-85.18920455,35.0716,-85.19517046
2992,598,-85.19318182,35.0796,,,35.0812,-85.19517046
2993,598,-85.18522727,35.0796,,,35.0812,-85.18323863
2994,598,-85.18522727,35.0732,,,35.0716,-85.18323863
2995,598,-85.19318182,35.0732,,,35.0716,-85.19517046
2996,599,-85.18522727,35.0732,35.0764,-85.18125,35.0716,-85.1872159
2997,599,-85.18522727,35.0796,,,35.0812,-85.1872159
2998,599,-85.17727273,35.0796,,,35.0812,-85.1752841
2999,599,-85.17727273,35.0732,,,35.0716,-85.1752841
3000,599,-85.18522727,35.0732,,,35.0716,-85.1872159
3001,600,-85.17727273,35.0732,35.0764,-85.17329545,35.0716,-85.17926137
3002,600,-85.17727273,35.0796,,,35.0812,-85.17926137
3003,600,-85.16931818,35.0796,,,35.0812,-85.16732954
3004,600,-85.16931818,35.0732,,,35.0716,-85.16732954
3005,600,-85.17727273,35.0732,,,35.0716,-85.17926137
3006,601,-85.16931818,35.0732,35.0764,-85.16534091,35.0716,-85.17130682
3007,601,-85.16931818,35.0796,,,35.0812,-85.17130682
3008,601,-85.16136364,35.0796,,,35.0812,-85.15937501
3009,601,-85.16136364,35.0732,,,35.0716,-85.15937501
3010,601,-85.16931818,35.0732,,,35.0716,-85.17130682
3011,602,-85.16136364,35.0732,35.0764,-85.15738636,35.0716,-85.16335228
3012,602,-85.16136364,35.0796,,,35.0812,-85.16335228
3013,602,-85.15340909,35.0796,,,35.0812,-85.15142045
3014,602,-85.15340909,35.0732,,,35.0716,-85.15142045
3015,602,-85.16136364,35.0732,,,35.0716,-85.16335228
3016,603,-85.15340909,35.0732,35.0764,-85.14943182,35.0716,-85.15539773
3017,603,-85.15340909,35.0796,,,35.0812,-85.15539773
3018,603,-85.14545455,35.0796,,,35.0812,-85.14346592
3019,603,-85.14545455,35.0732,,,35.0716,-85.14346592
3020,603,-85.15340909,35.0732,,,35.0716,-85.15539773
3021,604,-85.14545455,35.0732,35.0764,-85.14147727,35.0716,-85.14744319
3022,604,-85.14545455,35.0796,,,35.0812,-85.14744319
3023,604,-85.1375,35.0796,,,35.0812,-85.13551136
3024,604,-85.1375,35.0732,,,35.0716,-85.13551136
3025,604,-85.14545455,35.0732,,,35.0716,-85.14744319
3026,605,-85.1375,35.0732,35.0764,-85.13352273,35.0716,-85.13948864
3027,605,-85.1375,35.0796,,,35.0812,-85.13948864
3028,605,-85.12954545,35.0796,,,35.0812,-85.12755681
3029,605,-85.12954545,35.0732,,,35.0716,-85.12755681
3030,605,-85.1375,35.0732,,,35.0716,-85.13948864
3031,606,-85.12954545,35.0732,35.0764,-85.12556818,35.0716,-85.13153409
3032,606,-85.12954545,35.0796,,,35.0812,-85.13153409
3033,606,-85.12159091,35.0796,,,35.0812,-85.11960228
3034,606,-85.12159091,35.0732,,,35.0716,-85.11960228
3035,606,-85.12954545,35.0732,,,35.0716,-85.13153409
3036,607,-85.12159091,35.0732,35.0764,-85.11761364,35.0716,-85.12357955
3037,607,-85.12159091,35.0796,,,35.0812,-85.12357955
3038,607,-85.11363636,35.0796,,,35.0812,-85.11164772
3039,607,-85.11363636,35.0732,,,35.0716,-85.11164772
3040,607,-85.12159091,35.0732,,,35.0716,-85.12357955
3041,608,-85.11363636,35.0732,35.0764,-85.10965909,35.0716,-85.11562499
3042,608,-85.11363636,35.0796,,,35.0812,-85.11562499
3043,608,-85.10568182,35.0796,,,35.0812,-85.10369319
3044,608,-85.10568182,35.0732,,,35.0716,-85.10369319
3045,608,-85.11363636,35.0732,,,35.0716,-85.11562499
3046,609,-85.10568182,35.0732,35.0764,-85.10170455,35.0716,-85.10767046
3047,609,-85.10568182,35.0796,,,35.0812,-85.10767046
3048,609,-85.09772727,35.0796,,,35.0812,-85.09573863
3049,609,-85.09772727,35.0732,,,35.0716,-85.09573863
3050,609,-85.10568182,35.0732,,,35.0716,-85.10767046
3051,610,-85.09772727,35.0732,35.0764,-85.09375,35.0716,-85.0997159
3052,610,-85.09772727,35.0796,,,35.0812,-85.0997159
3053,610,-85.08977273,35.0796,,,35.0812,-85.0877841
3054,610,-85.08977273,35.0732,,,35.0716,-85.0877841
3055,610,-85.09772727,35.0732,,,35.0716,-85.0997159
3056,611,-85.08977273,35.0732,35.0764,-85.08579545,35.0716,-85.09176137
3057,611,-85.08977273,35.0796,,,35.0812,-85.09176137
3058,611,-85.08181818,35.0796,,,35.0812,-85.07982954
3059,611,-85.08181818,35.0732,,,35.0716,-85.07982954
3060,611,-85.08977273,35.0732,,,35.0716,-85.09176137
3061,612,-85.08181818,35.0732,35.0764,-85.07784091,35.0716,-85.08380681
3062,612,-85.08181818,35.0796,,,35.0812,-85.08380681
3063,612,-85.07386364,35.0796,,,35.0812,-85.071875
3064,612,-85.07386364,35.0732,,,35.0716,-85.071875
3065,612,-85.08181818,35.0732,,,35.0716,-85.08380681
3066,613,-85.07386364,35.0732,35.0764,-85.06988636,35.0716,-85.07585228
3067,613,-85.07386364,35.0796,,,35.0812,-85.07585228
3068,613,-85.06590909,35.0796,,,35.0812,-85.06392045
3069,613,-85.06590909,35.0732,,,35.0716,-85.06392045
3070,613,-85.07386364,35.0732,,,35.0716,-85.07585228
3071,614,-85.06590909,35.0732,35.0764,-85.06193182,35.0716,-85.06789773
3072,614,-85.06590909,35.0796,,,35.0812,-85.06789773
3073,614,-85.05795455,35.0796,,,35.0812,-85.05596592
3074,614,-85.05795455,35.0732,,,35.0716,-85.05596592
3075,614,-85.06590909,35.0732,,,35.0716,-85.06789773
3076,615,-85.05795455,35.0732,35.0764,-85.05397727,35.0716,-85.05994319
3077,615,-85.05795455,35.0796,,,35.0812,-85.05994319
3078,615,-85.05,35.0796,,,35.0812,-85.04801136
3079,615,-85.05,35.0732,,,35.0716,-85.04801136
3080,615,-85.05795455,35.0732,,,35.0716,-85.05994319
3081,616,-85.4,35.0796,35.0828,-85.39602273,35.078,-85.40198864
3082,616,-85.4,35.086,,,35.0876,-85.40198864
3083,616,-85.39204545,35.086,,,35.0876,-85.39005681
3084,616,-85.39204545,35.0796,,,35.078,-85.39005681
3085,616,-85.4,35.0796,,,35.078,-85.40198864
3086,617,-85.39204545,35.0796,35.0828,-85.38806818,35.078,-85.39403409
3087,617,-85.39204545,35.086,,,35.0876,-85.39403409
3088,617,-85.38409091,35.086,,,35.0876,-85.38210228
3089,617,-85.38409091,35.0796,,,35.078,-85.38210228
3090,617,-85.39204545,35.0796,,,35.078,-85.39403409
3091,618,-85.38409091,35.0796,35.0828,-85.38011364,35.078,-85.38607955
3092,618,-85.38409091,35.086,,,35.0876,-85.38607955
3093,618,-85.37613636,35.086,,,35.0876,-85.37414772
3094,618,-85.37613636,35.0796,,,35.078,-85.37414772
3095,618,-85.38409091,35.0796,,,35.078,-85.38607955
3096,619,-85.37613636,35.0796,35.0828,-85.37215909,35.078,-85.378125
3097,619,-85.37613636,35.086,,,35.0876,-85.378125
3098,619,-85.36818182,35.086,,,35.0876,-85.36619319
3099,619,-85.36818182,35.0796,,,35.078,-85.36619319
3100,619,-85.37613636,35.0796,,,35.078,-85.378125
3101,620,-85.36818182,35.0796,35.0828,-85.36420455,35.078,-85.37017046
3102,620,-85.36818182,35.086,,,35.0876,-85.37017046
3103,620,-85.36022727,35.086,,,35.0876,-85.35823863
3104,620,-85.36022727,35.0796,,,35.078,-85.35823863
3105,620,-85.36818182,35.0796,,,35.078,-85.37017046
3106,621,-85.36022727,35.0796,35.0828,-85.35625,35.078,-85.36221591
3107,621,-85.36022727,35.086,,,35.0876,-85.36221591
3108,621,-85.35227273,35.086,,,35.0876,-85.3502841
3109,621,-85.35227273,35.0796,,,35.078,-85.3502841
3110,621,-85.36022727,35.0796,,,35.078,-85.36221591
3111,622,-85.35227273,35.0796,35.0828,-85.34829545,35.078,-85.35426137
3112,622,-85.35227273,35.086,,,35.0876,-85.35426137
3113,622,-85.34431818,35.086,,,35.0876,-85.34232954
3114,622,-85.34431818,35.0796,,,35.078,-85.34232954
3115,622,-85.35227273,35.0796,,,35.078,-85.35426137
3116,623,-85.34431818,35.0796,35.0828,-85.34034091,35.078,-85.34630682
3117,623,-85.34431818,35.086,,,35.0876,-85.34630682
3118,623,-85.33636364,35.086,,,35.0876,-85.33437501
3119,623,-85.33636364,35.0796,,,35.078,-85.33437501
3120,623,-85.34431818,35.0796,,,35.078,-85.34630682
3121,624,-85.33636364,35.0796,35.0828,-85.33238636,35.078,-85.33835228
3122,624,-85.33636364,35.086,,,35.0876,-85.33835228
3123,624,-85.32840909,35.086,,,35.0876,-85.32642045
3124,624,-85.32840909,35.0796,,,35.078,-85.32642045
3125,624,-85.33636364,35.0796,,,35.078,-85.33835228
3126,625,-85.32840909,35.0796,35.0828,-85.32443182,35.078,-85.33039773
3127,625,-85.32840909,35.086,,,35.0876,-85.33039773
3128,625,-85.32045455,35.086,,,35.0876,-85.31846591
3129,625,-85.32045455,35.0796,,,35.078,-85.31846591
3130,625,-85.32840909,35.0796,,,35.078,-85.33039773
3131,626,-85.32045455,35.0796,35.0828,-85.31647727,35.078,-85.32244319
3132,626,-85.32045455,35.086,,,35.0876,-85.32244319
3133,626,-85.3125,35.086,,,35.0876,-85.31051136
3134,626,-85.3125,35.0796,,,35.078,-85.31051136
3135,626,-85.32045455,35.0796,,,35.078,-85.32244319
3136,627,-85.3125,35.0796,35.0828,-85.30852273,35.078,-85.31448864
3137,627,-85.3125,35.086,,,35.0876,-85.31448864
3138,627,-85.30454545,35.086,,,35.0876,-85.30255681
3139,627,-85.30454545,35.0796,,,35.078,-85.30255681
3140,627,-85.3125,35.0796,,,35.078,-85.31448864
3141,628,-85.30454545,35.0796,35.0828,-85.30056818,35.078,-85.30653409
3142,628,-85.30454545,35.086,,,35.0876,-85.30653409
3143,628,-85.29659091,35.086,,,35.0876,-85.29460228
3144,628,-85.29659091,35.0796,,,35.078,-85.29460228
3145,628,-85.30454545,35.0796,,,35.078,-85.30653409
3146,629,-85.29659091,35.0796,35.0828,-85.29261364,35.078,-85.29857955
3147,629,-85.29659091,35.086,,,35.0876,-85.29857955
3148,629,-85.28863636,35.086,,,35.0876,-85.28664772
3149,629,-85.28863636,35.0796,,,35.078,-85.28664772
3150,629,-85.29659091,35.0796,,,35.078,-85.29857955
3151,630,-85.28863636,35.0796,35.0828,-85.28465909,35.078,-85.290625
3152,630,-85.28863636,35.086,,,35.0876,-85.290625
3153,630,-85.28068182,35.086,,,35.0876,-85.27869319
3154,630,-85.28068182,35.0796,,,35.078,-85.27869319
3155,630,-85.28863636,35.0796,,,35.078,-85.290625
3156,631,-85.28068182,35.0796,35.0828,-85.27670455,35.078,-85.28267046
3157,631,-85.28068182,35.086,,,35.0876,-85.28267046
3158,631,-85.27272727,35.086,,,35.0876,-85.27073863
3159,631,-85.27272727,35.0796,,,35.078,-85.27073863
3160,631,-85.28068182,35.0796,,,35.078,-85.28267046
3161,632,-85.27272727,35.0796,35.0828,-85.26875,35.078,-85.27471591
3162,632,-85.27272727,35.086,,,35.0876,-85.27471591
3163,632,-85.26477273,35.086,,,35.0876,-85.2627841
3164,632,-85.26477273,35.0796,,,35.078,-85.2627841
3165,632,-85.27272727,35.0796,,,35.078,-85.27471591
3166,633,-85.26477273,35.0796,35.0828,-85.26079545,35.078,-85.26676137
3167,633,-85.26477273,35.086,,,35.0876,-85.26676137
3168,633,-85.25681818,35.086,,,35.0876,-85.25482954
3169,633,-85.25681818,35.0796,,,35.078,-85.25482954
3170,633,-85.26477273,35.0796,,,35.078,-85.26676137
3171,634,-85.25681818,35.0796,35.0828,-85.25284091,35.078,-85.25880681
3172,634,-85.25681818,35.086,,,35.0876,-85.25880681
3173,634,-85.24886364,35.086,,,35.0876,-85.246875
3174,634,-85.24886364,35.0796,,,35.078,-85.246875
3175,634,-85.25681818,35.0796,,,35.078,-85.25880681
3176,635,-85.24886364,35.0796,35.0828,-85.24488636,35.078,-85.25085228
3177,635,-85.24886364,35.086,,,35.0876,-85.25085228
3178,635,-85.24090909,35.086,,,35.0876,-85.23892045
3179,635,-85.24090909,35.0796,,,35.078,-85.23892045
3180,635,-85.24886364,35.0796,,,35.078,-85.25085228
3181,636,-85.24090909,35.0796,35.0828,-85.23693182,35.078,-85.24289773
3182,636,-85.24090909,35.086,,,35.0876,-85.24289773
3183,636,-85.23295455,35.086,,,35.0876,-85.23096592
3184,636,-85.23295455,35.0796,,,35.078,-85.23096592
3185,636,-85.24090909,35.0796,,,35.078,-85.24289773
3186,637,-85.23295455,35.0796,35.0828,-85.22897727,35.078,-85.23494319
3187,637,-85.23295455,35.086,,,35.0876,-85.23494319
3188,637,-85.225,35.086,,,35.0876,-85.22301136
3189,637,-85.225,35.0796,,,35.078,-85.22301136
3190,637,-85.23295455,35.0796,,,35.078,-85.23494319
3191,638,-85.225,35.0796,35.0828,-85.22102273,35.078,-85.22698864
3192,638,-85.225,35.086,,,35.0876,-85.22698864
3193,638,-85.21704545,35.086,,,35.0876,-85.21505681
3194,638,-85.21704545,35.0796,,,35.078,-85.21505681
3195,638,-85.225,35.0796,,,35.078,-85.22698864
3196,639,-85.21704545,35.0796,35.0828,-85.21306818,35.078,-85.21903409
3197,639,-85.21704545,35.086,,,35.0876,-85.21903409
3198,639,-85.20909091,35.086,,,35.0876,-85.20710228
3199,639,-85.20909091,35.0796,,,35.078,-85.20710228
3200,639,-85.21704545,35.0796,,,35.078,-85.21903409
3201,640,-85.20909091,35.0796,35.0828,-85.20511364,35.078,-85.21107955
3202,640,-85.20909091,35.086,,,35.0876,-85.21107955
3203,640,-85.20113636,35.086,,,35.0876,-85.19914772
3204,640,-85.20113636,35.0796,,,35.078,-85.19914772
3205,640,-85.20909091,35.0796,,,35.078,-85.21107955
3206,641,-85.20113636,35.0796,35.0828,-85.19715909,35.078,-85.203125
3207,641,-85.20113636,35.086,,,35.0876,-85.203125
3208,641,-85.19318182,35.086,,,35.0876,-85.19119319
3209,641,-85.19318182,35.0796,,,35.078,-85.19119319
3210,641,-85.20113636,35.0796,,,35.078,-85.203125
3211,642,-85.19318182,35.0796,35.0828,-85.18920455,35.078,-85.19517046
3212,642,-85.19318182,35.086,,,35.0876,-85.19517046
3213,642,-85.18522727,35.086,,,35.0876,-85.18323863
3214,642,-85.18522727,35.0796,,,35.078,-85.18323863
3215,642,-85.19318182,35.0796,,,35.078,-85.19517046
3216,643,-85.18522727,35.0796,35.0828,-85.18125,35.078,-85.1872159
3217,643,-85.18522727,35.086,,,35.0876,-85.1872159
3218,643,-85.17727273,35.086,,,35.0876,-85.1752841
3219,643,-85.17727273,35.0796,,,35.078,-85.1752841
3220,643,-85.18522727,35.0796,,,35.078,-85.1872159
3221,644,-85.17727273,35.0796,35.0828,-85.17329545,35.078,-85.17926137
3222,644,-85.17727273,35.086,,,35.0876,-85.17926137
3223,644,-85.16931818,35.086,,,35.0876,-85.16732954
3224,644,-85.16931818,35.0796,,,35.078,-85.16732954
3225,644,-85.17727273,35.0796,,,35.078,-85.17926137
3226,645,-85.16931818,35.0796,35.0828,-85.16534091,35.078,-85.17130682
3227,645,-85.16931818,35.086,,,35.0876,-85.17130682
3228,645,-85.16136364,35.086,,,35.0876,-85.15937501
3229,645,-85.16136364,35.0796,,,35.078,-85.15937501
3230,645,-85.16931818,35.0796,,,35.078,-85.17130682
3231,646,-85.16136364,35.0796,35.0828,-85.15738636,35.078,-85.16335228
3232,646,-85.16136364,35.086,,,35.0876,-85.16335228
3233,646,-85.15340909,35.086,,,35.0876,-85.15142045
3234,646,-85.15340909,35.0796,,,35.078,-85.15142045
3235,646,-85.16136364,35.0796,,,35.078,-85.16335228
3236,647,-85.15340909,35.0796,35.0828,-85.14943182,35.078,-85.15539773
3237,647,-85.15340909,35.086,,,35.0876,-85.15539773
3238,647,-85.14545455,35.086,,,35.0876,-85.14346592
3239,647,-85.14545455,35.0796,,,35.078,-85.14346592
3240,647,-85.15340909,35.0796,,,35.078,-85.15539773
3241,648,-85.14545455,35.0796,35.0828,-85.14147727,35.078,-85.14744319
3242,648,-85.14545455,35.086,,,35.0876,-85.14744319
3243,648,-85.1375,35.086,,,35.0876,-85.13551136
3244,648,-85.1375,35.0796,,,35.078,-85.13551136
3245,648,-85.14545455,35.0796,,,35.078,-85.14744319
3246,649,-85.1375,35.0796,35.0828,-85.13352273,35.078,-85.13948864
3247,649,-85.1375,35.086,,,35.0876,-85.13948864
3248,649,-85.12954545,35.086,,,35.0876,-85.12755681
3249,649,-85.12954545,35.0796,,,35.078,-85.12755681
3250,649,-85.1375,35.0796,,,35.078,-85.13948864
3251,650,-85.12954545,35.0796,35.0828,-85.12556818,35.078,-85.13153409
3252,650,-85.12954545,35.086,,,35.0876,-85.13153409
3253,650,-85.12159091,35.086,,,35.0876,-85.11960228
3254,650,-85.12159091,35.0796,,,35.078,-85.11960228
3255,650,-85.12954545,35.0796,,,35.078,-85.13153409
3256,651,-85.12159091,35.0796,35.0828,-85.11761364,35.078,-85.12357955
3257,651,-85.12159091,35.086,,,35.0876,-85.12357955
3258,651,-85.11363636,35.086,,,35.0876,-85.11164772
3259,651,-85.11363636,35.0796,,,35.078,-85.11164772
3260,651,-85.12159091,35.0796,,,35.078,-85.12357955
3261,652,-85.11363636,35.0796,35.0828,-85.10965909,35.078,-85.11562499
3262,652,-85.11363636,35.086,,,35.0876,-85.11562499
3263,652,-85.10568182,35.086,,,35.0876,-85.10369319
3264,652,-85.10568182,35.0796,,,35.078,-85.10369319
3265,652,-85.11363636,35.0796,,,35.078,-85.11562499
3266,653,-85.10568182,35.0796,35.0828,-85.10170455,35.078,-85.10767046
3267,653,-85.10568182,35.086,,,35.0876,-85.10767046
3268,653,-85.09772727,35.086,,,35.0876,-85.09573863
3269,653,-85.09772727,35.0796,,,35.078,-85.09573863
3270,653,-85.10568182,35.0796,,,35.078,-85.10767046
3271,654,-85.09772727,35.0796,35.0828,-85.09375,35.078,-85.0997159
3272,654,-85.09772727,35.086,,,35.0876,-85.0997159
3273,654,-85.08977273,35.086,,,35.0876,-85.0877841
3274,654,-85.08977273,35.0796,,,35.078,-85.0877841
3275,654,-85.09772727,35.0796,,,35.078,-85.0997159
3276,655,-85.08977273,35.0796,35.0828,-85.08579545,35.078,-85.09176137
3277,655,-85.08977273,35.086,,,35.0876,-85.09176137
3278,655,-85.08181818,35.086,,,35.0876,-85.07982954
3279,655,-85.08181818,35.0796,,,35.078,-85.07982954
3280,655,-85.08977273,35.0796,,,35.078,-85.09176137
3281,656,-85.08181818,35.0796,35.0828,-85.07784091,35.078,-85.08380681
3282,656,-85.08181818,35.086,,,35.0876,-85.08380681
3283,656,-85.07386364,35.086,,,35.0876,-85.071875
3284,656,-85.07386364,35.0796,,,35.078,-85.071875
3285,656,-85.08181818,35.0796,,,35.078,-85.08380681
3286,657,-85.07386364,35.0796,35.0828,-85.06988636,35.078,-85.07585228
3287,657,-85.07386364,35.086,,,35.0876,-85.07585228
3288,657,-85.06590909,35.086,,,35.0876,-85.06392045
3289,657,-85.06590909,35.0796,,,35.078,-85.06392045
3290,657,-85.07386364,35.0796,,,35.078,-85.07585228
3291,658,-85.06590909,35.0796,35.0828,-85.06193182,35.078,-85.06789773
3292,658,-85.06590909,35.086,,,35.0876,-85.06789773
3293,658,-85.05795455,35.086,,,35.0876,-85.05596592
3294,658,-85.05795455,35.0796,,,35.078,-85.05596592
3295,658,-85.06590909,35.0796,,,35.078,-85.06789773
3296,659,-85.05795455,35.0796,35.0828,-85.05397727,35.078,-85.05994319
3297,659,-85.05795455,35.086,,,35.0876,-85.05994319
3298,659,-85.05,35.086,,,35.0876,-85.04801136
3299,659,-85.05,35.0796,,,35.078,-85.04801136
3300,659,-85.05795455,35.0796,,,35.078,-85.05994319
3301,660,-85.4,35.086,35.0892,-85.39602273,35.0844,-85.40198864
3302,660,-85.4,35.0924,,,35.094,-85.40198864
3303,660,-85.39204545,35.0924,,,35.094,-85.39005681
3304,660,-85.39204545,35.086,,,35.0844,-85.39005681
3305,660,-85.4,35.086,,,35.0844,-85.40198864
3306,661,-85.39204545,35.086,35.0892,-85.38806818,35.0844,-85.39403409
3307,661,-85.39204545,35.0924,,,35.094,-85.39403409
3308,661,-85.38409091,35.0924,,,35.094,-85.38210228
3309,661,-85.38409091,35.086,,,35.0844,-85.38210228
3310,661,-85.39204545,35.086,,,35.0844,-85.39403409
3311,662,-85.38409091,35.086,35.0892,-85.38011364,35.0844,-85.38607955
3312,662,-85.38409091,35.0924,,,35.094,-85.38607955
3313,662,-85.37613636,35.0924,,,35.094,-85.37414772
3314,662,-85.37613636,35.086,,,35.0844,-85.37414772
3315,662,-85.38409091,35.086,,,35.0844,-85.38607955
3316,663,-85.37613636,35.086,35.0892,-85.37215909,35.0844,-85.378125
3317,663,-85.37613636,35.0924,,,35.094,-85.378125
3318,663,-85.36818182,35.0924,,,35.094,-85.36619319
3319,663,-85.36818182,35.086,,,35.0844,-85.36619319
3320,663,-85.37613636,35.086,,,35.0844,-85.378125
3321,664,-85.36818182,35.086,35.0892,-85.36420455,35.0844,-85.37017046
3322,664,-85.36818182,35.0924,,,35.094,-85.37017046
3323,664,-85.36022727,35.0924,,,35.094,-85.35823863
3324,664,-85.36022727,35.086,,,35.0844,-85.35823863
3325,664,-85.36818182,35.086,,,35.0844,-85.37017046
3326,665,-85.36022727,35.086,35.0892,-85.35625,35.0844,-85.36221591
3327,665,-85.36022727,35.0924,,,35.094,-85.36221591
3328,665,-85.35227273,35.0924,,,35.094,-85.3502841
3329,665,-85.35227273,35.086,,,35.0844,-85.3502841
3330,665,-85.36022727,35.086,,,35.0844,-85.36221591
3331,666,-85.35227273,35.086,35.0892,-85.34829545,35.0844,-85.35426137
3332,666,-85.35227273,35.0924,,,35.094,-85.35426137
3333,666,-85.34431818,35.0924,,,35.094,-85.34232954
3334,666,-85.34431818,35.086,,,35.0844,-85.34232954
3335,666,-85.35227273,35.086,,,35.0844,-85.35426137
3336,667,-85.34431818,35.086,35.0892,-85.34034091,35.0844,-85.34630682
3337,667,-85.34431818,35.0924,,,35.094,-85.34630682
3338,667,-85.33636364,35.0924,,,35.094,-85.33437501
3339,667,-85.33636364,35.086,,,35.0844,-85.33437501
3340,667,-85.34431818,35.086,,,35.0844,-85.34630682
3341,668,-85.33636364,35.086,35.0892,-85.33238636,35.0844,-85.33835228
3342,668,-85.33636364,35.0924,,,35.094,-85.33835228
3343,668,-85.32840909,35.0924,,,35.094,-85.32642045
3344,668,-85.32840909,35.086,,,35.0844,-85.32642045
3345,668,-85.33636364,35.086,,,35.0844,-85.33835228
3346,669,-85.32840909,35.086,35.0892,-85.32443182,35.0844,-85.33039773
3347,669,-85.32840909,35.0924,,,35.094,-85.33039773
3348,669,-85.32045455,35.0924,,,35.094,-85.31846591
3349,669,-85.32045455,35.086,,,35.0844,-85.31846591
3350,669,-85.32840909,35.086,,,35.0844,-85.33039773
3351,670,-85.32045455,35.086,35.0892,-85.31647727,35.0844,-85.32244319
3352,670,-85.32045455,35.0924,,,35.094,-85.32244319
3353,670,-85.3125,35.0924,,,35.094,-85.31051136
3354,670,-85.3125,35.086,,,35.0844,-85.31051136
3355,670,-85.32045455,35.086,,,35.0844,-85.32244319
3356,671,-85.3125,35.086,35.0892,-85.30852273,35.0844,-85.31448864
3357,671,-85.3125,35.0924,,,35.094,-85.31448864
3358,671,-85.30454545,35.0924,,,35.094,-85.30255681
3359,671,-85.30454545,35.086,,,35.0844,-85.30255681
3360,671,-85.3125,35.086,,,35.0844,-85.31448864
3361,672,-85.30454545,35.086,35.0892,-85.30056818,35.0844,-85.30653409
3362,672,-85.30454545,35.0924,,,35.094,-85.30653409
3363,672,-85.29659091,35.0924,,,35.094,-85.29460228
3364,672,-85.29659091,35.086,,,35.0844,-85.29460228
3365,672,-85.30454545,35.086,,,35.0844,-85.30653409
3366,673,-85.29659091,35.086,35.0892,-85.29261364,35.0844,-85.29857955
3367,673,-85.29659091,35.0924,,,35.094,-85.29857955
3368,673,-85.28863636,35.0924,,,35.094,-85.28664772
3369,673,-85.28863636,35.086,,,35.0844,-85.28664772
3370,673,-85.29659091,35.086,,,35.0844,-85.29857955
3371,674,-85.28863636,35.086,35.0892,-85.28465909,35.0844,-85.290625
3372,674,-85.28863636,35.0924,,,35.094,-85.290625
3373,674,-85.28068182,35.0924,,,35.094,-85.27869319
3374,674,-85.28068182,35.086,,,35.0844,-85.27869319
3375,674,-85.28863636,35.086,,,35.0844,-85.290625
3376,675,-85.28068182,35.086,35.0892,-85.27670455,35.0844,-85.28267046
3377,675,-85.28068182,35.0924,,,35.094,-85.28267046
3378,675,-85.27272727,35.0924,,,35.094,-85.27073863
3379,675,-85.27272727,35.086,,,35.0844,-85.27073863
3380,675,-85.28068182,35.086,,,35.0844,-85.28267046
3381,676,-85.27272727,35.086,35.0892,-85.26875,35.0844,-85.27471591
3382,676,-85.27272727,35.0924,,,35.094,-85.27471591
3383,676,-85.26477273,35.0924,,,35.094,-85.2627841
3384,676,-85.26477273,35.086,,,35.0844,-85.2627841
3385,676,-85.27272727,35.086,,,35.0844,-85.27471591
3386,677,-85.26477273,35.086,35.0892,-85.26079545,35.0844,-85.26676137
3387,677,-85.26477273,35.0924,,,35.094,-85.26676137
3388,677,-85.25681818,35.0924,,,35.094,-85.25482954
3389,677,-85.25681818,35.086,,,35.0844,-85.25482954
3390,677,-85.26477273,35.086,,,35.0844,-85.26676137
3391,678,-85.25681818,35.086,35.0892,-85.25284091,35.0844,-85.25880681
3392,678,-85.25681818,35.0924,,,35.094,-85.25880681
3393,678,-85.24886364,35.0924,,,35.094,-85.246875
3394,678,-85.24886364,35.086,,,35.0844,-85.246875
3395,678,-85.25681818,35.086,,,35.0844,-85.25880681
3396,679,-85.24886364,35.086,35.0892,-85.24488636,35.0844,-85.25085228
3397,679,-85.24886364,35.0924,,,35.094,-85.25085228
3398,679,-85.24090909,35.0924,,,35.094,-85.23892045
3399,679,-85.24090909,35.086,,,35.0844,-85.23892045
3400,679,-85.24886364,35.086,,,35.0844,-85.25085228
3401,680,-85.24090909,35.086,35.0892,-85.23693182,35.0844,-85.24289773
3402,680,-85.24090909,35.0924,,,35.094,-85.24289773
3403,680,-85.23295455,35.0924,,,35.094,-85.23096592
3404,680,-85.23295455,35.086,,,35.0844,-85.23096592
3405,680,-85.24090909,35.086,,,35.0844,-85.24289773
3406,681,-85.23295455,35.086,35.0892,-85.22897727,35.0844,-85.23494319
