PostedSpeed,WeatherCode,Latitude,Longitude,Date,Hour,Grid_Num
45.0,Clear,35.082749,-85.05854000000001,1/3/2018,19,461.0
45.0,Clear,35.182577,-85.246697,1/3/2018,19,680.0
45.0,Clear,35.123473,-85.125861,1/3/2018,20,576.0
25.0,Clear,35.018588,-85.376408,1/3/2018,20,125.0
,Clear,35.014489000000005,-85.385295,1/3/2018,23,85.0
55.0,Clear,35.005763,-85.211411,1/3/2018,23,70.0
,Clear,35.042118,-85.158427,1/4/2018,0,266.0
,Clear,35.020491,-85.203347,1/4/2018,2,149.0
55.0,Clear,35.007408,-85.203285,1/4/2018,8,109.0
40.0,Clear,35.020339,-85.240448,1/4/2018,8,144.0
,Clear,35.048337,-85.311657,1/4/2018,8,245.0
30.0,Clear,35.033431,-85.276054,1/4/2018,9,216.0
35.0,Clear,35.051334000000004,-85.30980600000001,1/4/2018,9,282.0
30.0,Clear,35.044601,-85.278751,1/4/2018,10,250.0
40.0,Clear,35.060689,-85.13423900000001,1/4/2018,11,340.0
40.0,Clear,35.13779,-85.236926,1/4/2018,11,606.0
30.0,Clear,35.062148,-85.305767,1/4/2018,12,317.0
45.0,Clear,35.073644,-85.19034,1/4/2018,13,408.0
25.0,Clear,35.02496,-85.227372,1/4/2018,14,146.0
40.0,Clear,34.995163,-85.290937,1/4/2018,14,41.0
45.0,Clear,35.043769,-85.15825600000001,1/4/2018,14,266.0
35.0,Clear,35.106632,-85.279061,1/4/2018,14,537.0
45.0,Clear,35.042935,-85.15789000000001,1/4/2018,15,266.0
,Clear,35.048719,-85.29043100000001,1/4/2018,15,284.0
55.0,Clear,35.025942,-85.303616,1/4/2018,15,175.0
20.0,Clear,34.985603000000005,-85.287255,1/4/2018,15,18.0
40.0,Clear,35.017934999999994,-85.27968100000001,1/4/2018,15,139.0
15.0,Clear,35.048719,-85.29043100000001,1/4/2018,15,284.0
55.0,Clear,35.02908,-85.310838,1/4/2018,16,174.0
40.0,Clear,35.044282,-85.16255100000001,1/4/2018,17,266.0
25.0,Clear,35.047098,-85.309505,1/4/2018,17,245.0
15.0,Clear,35.152944,-85.248334,1/4/2018,17,642.0
15.0,Clear,35.084025,-85.200395,1/4/2018,18,445.0
40.0,Clear,35.019403000000004,-85.240418,1/4/2018,18,144.0
25.0,Clear,35.008709,-85.205213,1/4/2018,19,109.0
35.0,Clear,35.036483000000004,-85.284243,1/4/2018,19,215.0
65.0,Clear,35.047767,-85.150058,1/4/2018,19,267.0
35.0,Clear,35.000434000000006,-85.281871,1/4/2018,19,64.0
25.0,Clear,35.033589,-85.180413,1/4/2018,21,192.0
,Unknown,35.094367999999996,-85.33131800000001,1/5/2018,0,466.0
45.0,Clear,35.036466,-85.319356,1/5/2018,5,210.0
35.0,Clear,35.14182,-85.248735,1/5/2018,6,625.0
45.0,Clear,35.048721,-85.314417,1/5/2018,7,245.0
35.0,Clear,35.033998,-85.31303299999999,1/5/2018,8,174.0
,Clear,35.036365999999994,-85.152665,1/5/2018,10,233.0
15.0,Clear,35.0495,-85.277333,1/5/2018,11,286.0
40.0,Clear,35.127031,-85.24748699999999,1/5/2018,12,585.0
35.0,Clear,35.032538,-85.265726,1/5/2018,12,218.0
35.0,Clear,35.072725,-85.30584300000001,1/5/2018,12,392.0
30.0,Clear,35.084906,-85.19659899999999,1/5/2018,13,407.0
,Clear,35.146073,-85.252215,1/5/2018,13,624.0
40.0,Clear,35.031677,-85.155287,1/5/2018,14,196.0
45.0,Clear,35.019934,-85.1896,1/5/2018,14,151.0
25.0,Clear,35.043087,-85.15911,1/5/2018,14,266.0
55.0,Clear,35.030316,-85.314205,1/5/2018,14,174.0
30.0,Clear,35.051006,-85.297831,1/5/2018,14,247.0
40.0,Clear,35.119265999999996,-85.250085,1/5/2018,14,565.0
,Clear,35.138026,-85.242337,1/5/2018,15,606.0
45.0,Clear,35.085699,-85.19488100000001,1/5/2018,15,446.0
15.0,Clear,35.033747,-85.26621800000001,1/5/2018,15,218.0
35.0,Clear,35.021035999999995,-85.340362,1/5/2018,16,130.0
50.0,Clear,35.008334000000005,-85.390573,1/5/2018,16,84.0
20.0,Clear,35.047563000000004,-85.30767800000001,1/5/2018,16,282.0
25.0,Clear,35.045878,-85.269401,1/5/2018,16,251.0
25.0,Clear,35.052240000000005,-85.14994200000001,1/5/2018,16,303.0
35.0,Clear,35.009788,-85.223163,1/5/2018,16,106.0
35.0,Clear,35.029534999999996,-85.18699000000001,1/5/2018,17,191.0
40.0,Clear,35.052240000000005,-85.14994200000001,1/5/2018,17,303.0
40.0,Clear,35.034539,-85.162549,1/5/2018,17,232.0
15.0,Clear,35.115281,-85.26244,1/5/2018,17,563.0
35.0,Clear,35.015887,-85.280788,1/5/2018,19,139.0
25.0,Clear,35.017509000000004,-85.277594,1/5/2018,19,139.0
25.0,Clear,35.038934999999995,-85.282862,1/5/2018,19,215.0
35.0,Clear,35.046753,-85.286955,1/5/2018,19,249.0
40.0,Clear,35.122929,-85.238444,1/5/2018,23,566.0
30.0,Clear,35.048843,-85.303402,1/6/2018,0,282.0
45.0,Clear,35.017821999999995,-85.379255,1/6/2018,0,125.0
15.0,Clear,35.045297,-85.312411,1/6/2018,1,245.0
35.0,Clear,35.02626,-85.299374,1/6/2018,9,176.0
40.0,Clear,35.104265000000005,-85.273561,1/6/2018,10,504.0
40.0,Clear,35.083886,-85.197621,1/6/2018,10,407.0
55.0,Clear,35.092515999999996,-85.222785,1/6/2018,11,442.0
40.0,Clear,35.016396,-85.165474,1/6/2018,12,114.0
25.0,Clear,35.006205,-85.23190799999999,1/6/2018,12,105.0
30.0,Clear,35.035278000000005,-85.307753,1/6/2018,12,212.0
30.0,Clear,35.124548,-85.232602,1/6/2018,14,587.0
,Clear,35.034528,-85.15870600000001,1/6/2018,15,232.0
30.0,Clear,35.065196,-85.308341,1/6/2018,15,355.0
35.0,Clear,35.039328000000005,-85.159223,1/6/2018,15,266.0
15.0,Clear,35.062745,-85.314338,1/6/2018,15,316.0
15.0,Clear,35.020674,-85.288894,1/6/2018,16,137.0
40.0,Clear,35.044047,-85.160105,1/6/2018,16,266.0
35.0,Clear,35.046915999999996,-85.30416600000001,1/6/2018,16,282.0
40.0,Clear,35.151371000000005,-85.218457,1/6/2018,17,646.0
55.0,Clear,35.008661,-85.237709,1/6/2018,18,104.0
45.0,Clear,35.127346,-85.242192,1/6/2018,18,566.0
35.0,Clear,35.020989,-85.141015,1/6/2018,18,158.0
30.0,Clear,35.048431,-85.307417,1/6/2018,18,282.0
45.0,Clear,35.015214,-85.163699,1/6/2018,18,114.0
30.0,Clear,35.032718,-85.26334399999999,1/6/2018,19,218.0
45.0,Clear,35.119079,-85.243374,1/6/2018,19,565.0
25.0,Clear,35.049871,-85.314338,1/6/2018,19,245.0
45.0,Clear,35.12384,-85.239439,1/6/2018,19,566.0
30.0,Clear,35.050841,-85.31030799999999,1/6/2018,20,282.0
40.0,Clear,35.003278,-85.292176,1/6/2018,21,63.0
35.0,Clear,35.013709999999996,-85.32494399999999,1/6/2018,22,93.0
,Clear,35.0394367,-85.142488,1/6/2018,23,268.0
50.0,Clear,35.123473,-85.125861,1/6/2018,23,576.0
,Clear,35.138164,-85.24936,1/7/2018,0,605.0
55.0,Clear,35.209518,-85.221864,1/7/2018,1,692.0
65.0,Clear,35.083679,-85.074761,1/7/2018,1,459.0
35.0,Clear,35.069185,-85.251366,1/7/2018,1,363.0
35.0,Clear,35.035416999999995,-85.254982,1/7/2018,6,219.0
45.0,Severe Cross-Winds,34.99941,-85.13381,1/7/2018,11,81.0
40.0,Cloudy,35.042316,-85.16656,1/7/2018,13,231.0
45.0,Clear,35.088516,-85.329392,1/7/2018,14,429.0
35.0,Clear,35.084885,-85.062889,1/7/2018,14,425.0
30.0,Clear,35.020265,-85.238309,1/7/2018,14,144.0
40.0,Cloudy,35.033029,-85.153322,1/7/2018,15,196.0
40.0,Clear,35.023569,-85.159148,1/7/2018,15,195.0
45.0,Clear,35.084844,-85.06434499999999,1/7/2018,17,425.0
,Unknown,35.142338,-85.250949,1/7/2018,18,625.0
40.0,Clear,35.096183,-85.327977,1/7/2018,21,466.0
20.0,Clear,35.033484,-85.152164,1/7/2018,22,196.0
40.0,Other,35.091264,-85.186031,1/8/2018,0,482.0
40.0,Rain,35.080921000000004,-85.234431,1/8/2018,5,441.0
55.0,Sleet/Hail,35.004877,-85.21108100000001,1/8/2018,6,70.0
45.0,Sleet/Hail,35.013826,-85.252077,1/8/2018,6,102.0
45.0,Rain,35.011772,-85.24703199999999,1/8/2018,6,103.0
,Rain,35.020488,-85.268506,1/8/2018,6,140.0
55.0,Sleet/Hail,35.011441,-85.18806500000001,1/8/2018,6,111.0
30.0,Rain,35.052257,-85.304597,1/8/2018,7,282.0
30.0,Other,35.046907,-85.28819399999999,1/8/2018,7,249.0
55.0,Sleet/Hail,35.005828,-85.207205,1/8/2018,7,70.0
40.0,Sleet/Hail,35.034255,-85.133464,1/8/2018,7,236.0
55.0,Other,35.072117,-85.197714,1/8/2018,7,370.0
55.0,Sleet/Hail,35.006040000000006,-85.208725,1/8/2018,7,70.0
55.0,Sleet/Hail,35.072117,-85.197714,1/8/2018,8,370.0
25.0,Other,35.024501,-85.15562800000001,1/8/2018,8,195.0
55.0,Rain,35.072117,-85.197714,1/8/2018,8,370.0
55.0,Sleet/Hail,35.003605,-85.211972,1/8/2018,8,70.0
30.0,Other,35.026311,-85.245248,1/8/2018,9,183.0
35.0,Sleet/Hail,35.072578,-85.23718000000001,1/8/2018,9,364.0
35.0,Sleet/Hail,35.124983,-85.215959,1/8/2018,9,589.0
40.0,Rain,35.016236,-85.1652,1/8/2018,10,114.0
,Rain,35.147481,-85.20734,1/8/2018,11,630.0
30.0,Rain,35.051384000000006,-85.30165799999999,1/8/2018,12,282.0
40.0,Rain,35.06073,-85.132375,1/8/2018,12,341.0
30.0,Cloudy,35.038053000000005,-85.153373,1/8/2018,12,233.0
40.0,Rain,35.040687,-85.266154,1/8/2018,13,217.0
15.0,Rain,35.016844,-85.38207,1/8/2018,14,125.0
55.0,Sleet/Hail,35.005621999999995,-85.228318,1/8/2018,14,68.0
55.0,Rain,35.014835,-85.27154,1/8/2018,15,101.0
35.0,Rain,35.038162,-85.31061899999999,1/8/2018,16,211.0
45.0,Rain,35.044153,-85.314203,1/8/2018,16,245.0
45.0,Rain,35.074739,-85.267794,1/8/2018,17,360.0
30.0,Rain,35.038427,-85.309772,1/8/2018,17,211.0
15.0,Rain,35.130367,-85.23925,1/8/2018,17,586.0
55.0,Rain,35.138246,-85.247724,1/8/2018,17,605.0
35.0,Rain,35.041886,-85.151679,1/8/2018,19,233.0
30.0,Rain,35.141054,-85.256311,1/8/2018,19,604.0
45.0,Rain,35.032294,-85.273842,1/8/2018,19,216.0
30.0,Rain,34.995058,-85.151822,1/8/2018,20,49.0
30.0,Rain,35.041668,-85.238697,1/8/2018,22,221.0
45.0,Clear,35.095942,-85.174269,1/8/2018,22,484.0
35.0,Rain,35.135979999999996,-85.23961800000001,1/8/2018,23,606.0
35.0,Clear,35.031644,-85.26393900000001,1/9/2018,0,218.0
25.0,Clear,35.0557904,-85.24946899999999,1/9/2018,1,325.0
65.0,Clear,35.070957,-85.117577,1/9/2018,3,381.0
45.0,Cloudy,35.023179999999996,-85.22296300000001,1/9/2018,6,146.0
40.0,Cloudy,34.997403000000006,-85.290898,1/9/2018,6,63.0
40.0,Cloudy,35.082562,-85.20621700000001,1/9/2018,7,445.0
35.0,Fog,35.108519,-85.350236,1/9/2018,7,529.0
30.0,Clear,35.107351,-85.326172,1/9/2018,7,499.0
55.0,Cloudy,35.0277,-85.17222,1/9/2018,7,193.0
35.0,Cloudy,35.031698999999996,-85.183432,1/9/2018,8,192.0
40.0,Clear,35.030289,-85.184651,1/9/2018,8,192.0
25.0,Other,35.004052,-85.309497,1/9/2018,10,60.0
30.0,Cloudy,35.074887,-85.253979,1/9/2018,11,362.0
35.0,Cloudy,35.032538,-85.265726,1/9/2018,12,218.0
45.0,Cloudy,35.094367999999996,-85.33131800000001,1/9/2018,12,466.0
,Clear,35.041357,-85.25989200000001,1/9/2018,12,252.0
35.0,Clear,35.020398,-85.27033399999999,1/9/2018,13,140.0
,Cloudy,35.081088,-85.26488,1/9/2018,15,397.0
45.0,Cloudy,35.144432,-85.248483,1/9/2018,15,625.0
35.0,Cloudy,35.033514000000004,-85.262906,1/9/2018,15,218.0
35.0,Rain,35.029534999999996,-85.18699000000001,1/9/2018,15,191.0
45.0,Cloudy,35.136064000000005,-85.244585,1/9/2018,15,605.0
45.0,Cloudy,35.151494,-85.20148,1/9/2018,16,648.0
,Clear,35.125338,-85.23768100000001,1/9/2018,16,566.0
45.0,Cloudy,35.07477,-85.166256,1/9/2018,16,374.0
35.0,Cloudy,35.050902,-85.311734,1/9/2018,16,245.0
15.0,Clear,35.062383000000004,-85.305591,1/9/2018,16,317.0
40.0,Clear,35.114706,-85.259856,1/9/2018,17,563.0
65.0,Cloudy,35.082723,-85.078179,1/9/2018,17,423.0
40.0,Clear,35.052616,-85.18079300000001,1/9/2018,17,299.0
40.0,Clear,35.094161,-85.285331,1/9/2018,17,469.0
50.0,Clear,35.088392999999996,-85.260228,1/9/2018,18,437.0
30.0,Clear,35.052314,-85.30963299999999,1/9/2018,18,282.0
35.0,Clear,35.140757,-85.252151,1/9/2018,18,604.0
35.0,Clear,35.113416,-85.261557,1/9/2018,19,539.0
,Clear,35.004673,-85.292334,1/9/2018,20,98.0
30.0,Clear,35.020587,-85.275396,1/9/2018,21,139.0
25.0,Unknown,35.086903,-85.063064,1/10/2018,0,460.0
45.0,Rain,35.066843,-85.271493,1/10/2018,4,322.0
25.0,Clear,35.030712,-85.246122,1/10/2018,7,220.0
40.0,Clear,35.046902,-85.314689,1/10/2018,7,245.0
55.0,Clear,35.011004,-85.19036899999999,1/10/2018,8,111.0
15.0,Clear,35.02158,-85.163177,1/10/2018,10,154.0
15.0,Clear,35.06245,-85.31169200000001,1/10/2018,10,316.0
30.0,Cloudy,35.135979999999996,-85.23961800000001,1/10/2018,11,606.0
15.0,Cloudy,35.026208000000004,-85.221007,1/10/2018,11,187.0
40.0,Cloudy,35.041751,-85.21818,1/10/2018,11,258.0
30.0,Clear,35.051897,-85.305234,1/10/2018,12,282.0
45.0,Clear,35.091807,-85.225646,1/10/2018,12,442.0
55.0,Clear,35.021809000000005,-85.297892,1/10/2018,13,136.0
45.0,Cloudy,35.12384,-85.239439,1/10/2018,13,566.0
45.0,Cloudy,35.094725,-85.238209,1/10/2018,13,475.0
45.0,Cloudy,35.1245,-85.24041899999999,1/10/2018,13,566.0
45.0,Cloudy,35.084112,-85.208627,1/10/2018,13,405.0
25.0,Clear,35.041835999999996,-85.154037,1/10/2018,14,233.0
40.0,Clear,35.073632,-85.110957,1/10/2018,14,382.0
35.0,Clear,35.025484999999996,-85.279574,1/10/2018,15,179.0
40.0,Cloudy,35.02626,-85.299374,1/10/2018,15,176.0
45.0,Clear,35.084844,-85.06434499999999,1/10/2018,15,425.0
15.0,Cloudy,35.02158,-85.163177,1/10/2018,16,154.0
45.0,Clear,35.072525,-85.156145,1/10/2018,16,376.0
,Cloudy,35.129134,-85.240684,1/10/2018,16,586.0
35.0,Clear,35.080843,-85.214323,1/10/2018,16,405.0
40.0,Clear,34.98727,-85.288313,1/10/2018,17,18.0
35.0,Clear,35.026037,-85.18754200000001,1/10/2018,17,191.0
,Unknown,35.081433000000004,-85.263459,1/10/2018,19,437.0
35.0,Clear,35.011387,-85.21637199999999,1/10/2018,19,107.0
35.0,Clear,35.123075,-85.239491,1/10/2018,21,566.0
50.0,Clear,35.147014,-85.273289,1/10/2018,22,622.0
45.0,Unknown,35.100086,-85.347429,1/11/2018,0,496.0
25.0,Clear,35.082213,-85.184828,1/11/2018,0,409.0
35.0,Rain,35.025405,-85.290348,1/11/2018,0,177.0
30.0,Rain,35.068504,-85.308577,1/11/2018,6,355.0
55.0,Rain,35.005828,-85.207205,1/11/2018,6,70.0
50.0,Rain,35.189505,-85.246434,1/11/2018,6,684.0
40.0,Rain,35.087998,-85.065022,1/11/2018,7,460.0
,Rain,35.030545000000004,-85.189874,1/11/2018,7,228.0
45.0,Rain,35.013551,-85.22963399999999,1/11/2018,7,106.0
40.0,Rain,35.083603000000004,-85.291933,1/11/2018,8,433.0
25.0,Rain,35.024099,-85.28142700000001,1/11/2018,8,138.0
35.0,Cloudy,35.058409999999995,-85.19285500000001,1/11/2018,8,333.0
15.0,Rain,35.024099,-85.28142700000001,1/11/2018,9,138.0
25.0,Rain,35.040805999999996,-85.294872,1/11/2018,9,248.0
35.0,Cloudy,35.065537,-85.292767,1/11/2018,9,357.0
,Rain,35.047253000000005,-85.290515,1/11/2018,9,284.0
55.0,Rain,35.054921,-85.137937,1/11/2018,10,305.0
45.0,Rain,35.146073,-85.252215,1/11/2018,12,624.0
15.0,Rain,35.040372,-85.260081,1/11/2018,12,252.0
30.0,Rain,35.081103999999996,-85.2313,1/11/2018,12,441.0
45.0,Rain,35.015153999999995,-85.188307,1/11/2018,12,151.0
35.0,Unknown,35.042146,-85.257769,1/11/2018,13,252.0
30.0,Rain,35.038695000000004,-85.156715,1/11/2018,13,266.0
40.0,Rain,35.08381,-85.204311,1/11/2018,13,445.0
,Cloudy,35.065196,-85.308341,1/11/2018,14,355.0
20.0,Rain,35.042946,-85.221314,1/11/2018,14,258.0
30.0,Rain,35.036959,-85.151823,1/11/2018,14,233.0
25.0,Cloudy,35.042826,-85.293329,1/11/2018,15,248.0
30.0,Rain,35.034341999999995,-85.262449,1/11/2018,15,218.0
35.0,Rain,35.018518,-85.322153,1/11/2018,15,133.0
55.0,Rain,35.016904,-85.26938,1/11/2018,15,101.0
,Rain,35.045214,-85.311396,1/11/2018,15,245.0
50.0,Clear,35.081078999999995,-85.26429,1/11/2018,15,437.0
40.0,Rain,35.185226,-85.247015,1/11/2018,15,684.0
35.0,Clear,35.065483,-85.241163,1/11/2018,15,326.0
30.0,Rain,35.016729999999995,-85.25021600000001,1/11/2018,15,143.0
35.0,Cloudy,35.162725,-85.239244,1/11/2018,15,658.0
35.0,Clear,35.019999,-85.38683499999999,1/11/2018,16,124.0
45.0,Rain,35.104861,-85.159074,1/11/2018,17,518.0
45.0,Rain,35.121052,-85.23736600000001,1/11/2018,17,566.0
25.0,Clear,35.0677,-85.299337,1/11/2018,17,318.0
30.0,Cloudy,35.06094,-85.301502,1/11/2018,17,318.0
40.0,Rain,35.084751000000004,-85.29187399999999,1/11/2018,17,433.0
35.0,Rain,35.068037,-85.214986,1/11/2018,17,367.0
25.0,Rain,35.032088,-85.27318299999999,1/11/2018,17,216.0
55.0,Clear,35.027762,-85.307401,1/11/2018,18,175.0
15.0,Clear,35.041218,-85.153379,1/11/2018,18,233.0
40.0,Clear,35.044885,-85.162464,1/11/2018,19,266.0
35.0,Clear,35.032534999999996,-85.308599,1/11/2018,22,212.0
30.0,Cloudy,35.043034999999996,-85.22416,1/11/2018,22,257.0
,Clear,35.121975,-85.239625,1/12/2018,0,566.0
55.0,Rain,35.022859999999994,-85.175015,1/12/2018,5,193.0
45.0,Rain,35.100086,-85.347429,1/12/2018,6,496.0
,Rain,35.012306,-85.212241,1/12/2018,7,108.0
55.0,Rain,35.037141999999996,-85.319497,1/12/2018,7,210.0
40.0,Rain,35.012146,-85.157007,1/12/2018,7,115.0
35.0,Rain,35.052362,-85.307535,1/12/2018,7,282.0
55.0,Clear,35.008246,-85.200274,1/12/2018,8,109.0
55.0,Rain,35.006562,-85.20648299999999,1/12/2018,8,109.0
55.0,Cloudy,35.041051,-85.185763,1/12/2018,8,262.0
35.0,Rain,35.044441,-85.30033900000001,1/12/2018,8,247.0
45.0,Rain,35.16493,-85.189059,1/12/2018,9,665.0
25.0,Rain,35.134318,-85.304356,1/12/2018,9,598.0
30.0,Rain,35.043794,-85.279898,1/12/2018,10,250.0
45.0,Cloudy,35.099195,-85.329011,1/12/2018,10,466.0
15.0,Rain,35.06093,-85.136543,1/12/2018,10,340.0
40.0,Rain,35.030307,-85.155058,1/12/2018,12,196.0
35.0,Cloudy,35.025369,-85.248171,1/12/2018,12,183.0
35.0,Rain,34.992802000000005,-85.290465,1/12/2018,12,41.0
35.0,Clear,35.012954,-85.228277,1/12/2018,13,106.0
50.0,Rain,34.987145,-85.287543,1/12/2018,13,18.0
15.0,Cloudy,35.068046,-85.250781,1/12/2018,13,363.0
65.0,Cloudy,35.026324,-85.36876600000001,1/12/2018,13,168.0
15.0,Cloudy,35.063246,-85.206366,1/12/2018,13,330.0
45.0,Clear,35.045906,-85.166093,1/12/2018,13,265.0
35.0,Cloudy,35.123261,-85.238337,1/12/2018,14,566.0
35.0,Clear,35.074667,-85.19619399999999,1/12/2018,14,370.0
35.0,Cloudy,35.083979,-85.07599,1/12/2018,14,423.0
35.0,Clear,35.069278000000004,-85.192658,1/12/2018,15,371.0
15.0,Clear,35.146073,-85.252215,1/12/2018,16,624.0
25.0,Cloudy,35.137797,-85.238378,1/12/2018,16,606.0
25.0,Clear,35.047447999999996,-85.31724,1/12/2018,16,245.0
,Unknown,35.128532,-85.245334,1/12/2018,17,585.0
35.0,Clear,35.041926000000004,-85.290932,1/12/2018,17,248.0
40.0,Clear,34.996125,-85.290678,1/12/2018,18,63.0
45.0,Other,35.136763,-85.238197,1/12/2018,18,606.0
40.0,Clear,35.121052,-85.23736600000001,1/12/2018,18,566.0
55.0,Clear,35.004613,-85.220466,1/12/2018,20,107.0
30.0,Clear,35.01401679999999,-85.286385,1/12/2018,21,99.0
40.0,Clear,35.044762,-85.164109,1/12/2018,22,265.0
40.0,Clear,35.000885,-85.296089,1/13/2018,0,62.0
,Unknown,35.045478,-85.30311400000001,1/13/2018,0,247.0
45.0,Clear,35.049108000000004,-85.174093,1/13/2018,0,300.0
40.0,Clear,35.04156,-85.154814,1/13/2018,9,233.0
35.0,Clear,35.083394,-85.058605,1/13/2018,11,461.0
45.0,Clear,35.029063,-85.186686,1/13/2018,12,191.0
35.0,Cloudy,35.038342,-85.28273399999999,1/13/2018,12,215.0
35.0,Clear,35.053284999999995,-85.25656500000001,1/13/2018,12,289.0
,Cloudy,35.034727000000004,-85.26760999999999,1/13/2018,13,217.0
40.0,Clear,35.017533,-85.20613399999999,1/13/2018,13,149.0
,Clear,35.044000000000004,-85.16668299999999,1/13/2018,13,265.0
25.0,Clear,35.145528999999996,-85.270717,1/13/2018,14,622.0
,Clear,35.147767,-85.248548,1/13/2018,15,625.0
25.0,Clear,35.130528999999996,-85.242058,1/13/2018,15,586.0
45.0,Clear,35.045986,-85.314082,1/13/2018,17,245.0
45.0,Clear,35.040335999999996,-85.150002,1/13/2018,17,233.0
45.0,Clear,35.017383,-85.174009,1/13/2018,18,153.0
45.0,Clear,35.152975,-85.24562,1/13/2018,18,642.0
25.0,Clear,35.046345,-85.31343100000001,1/13/2018,18,245.0
