PostedSpeed,WeatherCode,Latitude,Longitude,Date,Hour,Grid_Num
35.0,Rain,35.047083,-85.237299,4/22/2018,11,255.0
40.0,Rain,35.102643,-85.27575,4/22/2018,12,504.0
35.0,Rain,35.035558,-85.268399,4/22/2018,12,217.0
40.0,Rain,35.14182,-85.248735,4/22/2018,12,625.0
55.0,Rain,35.014375,-85.252128,4/22/2018,12,102.0
25.0,Rain,35.152582,-85.196325,4/22/2018,12,632.0
45.0,Rain,35.14583,-85.22341999999999,4/22/2018,13,628.0
25.0,Rain,35.084481,-85.05759300000001,4/22/2018,13,461.0
,Rain,35.143485,-85.247847,4/22/2018,14,625.0
55.0,Rain,35.004613,-85.220466,4/22/2018,14,107.0
55.0,Clear,35.01246,-85.184679,4/22/2018,14,112.0
25.0,Rain,35.035880999999996,-85.232637,4/22/2018,14,222.0
15.0,Rain,35.144917,-85.22041999999999,4/22/2018,14,629.0
35.0,Rain,35.142281,-85.236189,4/22/2018,15,627.0
35.0,Rain,35.052623,-85.254549,4/22/2018,16,289.0
20.0,Unknown,35.040335999999996,-85.150002,4/22/2018,16,233.0
55.0,Rain,35.053199,-85.314524,4/22/2018,16,281.0
45.0,Clear,35.037712,-85.15674399999999,4/22/2018,17,232.0
15.0,Rain,35.008538,-85.326215,4/22/2018,17,58.0
25.0,Rain,35.043582,-85.302856,4/22/2018,18,246.0
55.0,Rain,35.002679,-85.21117,4/22/2018,18,70.0
55.0,Rain,35.013752000000004,-85.250694,4/22/2018,18,102.0
30.0,Rain,35.024026,-85.311685,4/22/2018,18,134.0
30.0,Rain,35.058964,-85.24244499999999,4/22/2018,18,291.0
25.0,Rain,35.001239,-85.29339399999999,4/22/2018,18,63.0
35.0,Rain,35.099269,-85.25244,4/22/2018,19,473.0
15.0,Unknown,35.05198,-85.32238100000001,4/22/2018,19,280.0
35.0,Rain,34.999321,-85.32772,4/22/2018,21,36.0
15.0,Rain,35.051628,-85.119783,4/22/2018,22,307.0
30.0,Rain,35.030545000000004,-85.189874,4/22/2018,22,228.0
25.0,Rain,35.023779,-85.123735,4/22/2018,23,160.0
25.0,Unknown,35.043124,-85.31850899999999,4/23/2018,0,244.0
15.0,Rain,35.031664,-85.307569,4/23/2018,0,212.0
15.0,Rain,35.148967,-85.243325,4/23/2018,0,626.0
55.0,Rain,35.181677,-85.22137,4/23/2018,0,
55.0,Rain,35.026771000000004,-85.30464599999999,4/23/2018,4,175.0
45.0,Rain,35.059153,-85.127924,4/23/2018,5,341.0
45.0,Rain,35.09943,-85.32799200000001,4/23/2018,6,466.0
40.0,Rain,35.024158,-85.24646800000001,4/23/2018,7,183.0
15.0,Rain,35.064314,-85.196161,4/23/2018,7,332.0
55.0,Rain,35.016830999999996,-85.28129200000001,4/23/2018,7,139.0
25.0,Clear,35.056298999999996,-85.160845,4/23/2018,8,337.0
55.0,Clear,35.021271,-85.261811,4/23/2018,8,141.0
55.0,Cloudy,35.005132,-85.227148,4/23/2018,8,68.0
15.0,Rain,35.050511,-85.313393,4/23/2018,9,245.0
55.0,Cloudy,35.008957,-85.238046,4/23/2018,9,104.0
65.0,Rain,35.028387,-85.350032,4/23/2018,9,170.0
35.0,Cloudy,35.091066999999995,-85.066078,4/23/2018,9,460.0
35.0,Rain,35.017004,-85.25036800000001,4/23/2018,9,143.0
35.0,Rain,35.017258,-85.292771,4/23/2018,10,137.0
55.0,Rain,35.004212,-85.210479,4/23/2018,10,70.0
40.0,Cloudy,35.011607,-85.21422,4/23/2018,10,108.0
40.0,Cloudy,35.010589,-85.221388,4/23/2018,10,107.0
65.0,Rain,35.189403000000006,-85.244006,4/23/2018,11,685.0
45.0,Rain,35.05887,-85.13127,4/23/2018,11,341.0
15.0,Rain,35.054336,-85.283247,4/23/2018,12,285.0
40.0,Rain,35.026889000000004,-85.157359,4/23/2018,12,195.0
35.0,Rain,35.017821999999995,-85.379255,4/23/2018,12,125.0
35.0,Rain,35.055589000000005,-85.268992,4/23/2018,13,287.0
35.0,Rain,35.013546999999996,-85.12589799999999,4/23/2018,13,120.0
,Cloudy,35.034528,-85.15870600000001,4/23/2018,14,232.0
30.0,Cloudy,35.039818,-85.14970500000001,4/23/2018,14,233.0
25.0,Rain,35.147005,-85.197008,4/23/2018,14,632.0
30.0,Cloudy,35.033929,-85.15292,4/23/2018,14,196.0
45.0,Rain,35.080535,-85.210121,4/23/2018,14,405.0
30.0,Rain,35.051813,-85.31145699999999,4/23/2018,14,281.0
30.0,Cloudy,35.03647,-85.28361,4/23/2018,15,215.0
40.0,Rain,35.107439,-85.272335,4/23/2018,15,505.0
30.0,Cloudy,35.039103999999995,-85.315306,4/23/2018,15,211.0
15.0,Clear,35.044762,-85.164109,4/23/2018,15,265.0
40.0,Rain,35.006205,-85.23190799999999,4/23/2018,16,105.0
55.0,Rain,35.006562,-85.20648299999999,4/23/2018,17,109.0
55.0,Rain,35.019094,-85.177674,4/23/2018,17,153.0
30.0,Rain,35.056669,-85.309637,4/23/2018,17,281.0
55.0,Rain,35.02124,-85.263061,4/23/2018,17,141.0
25.0,Rain,35.050391,-85.30694799999999,4/23/2018,17,282.0
35.0,Rain,35.017457,-85.182411,4/23/2018,18,152.0
25.0,Rain,35.054655,-85.270555,4/23/2018,18,287.0
,Clear,35.018553000000004,-85.238139,4/23/2018,18,144.0
45.0,Rain,35.088511,-85.161796,4/23/2018,19,451.0
30.0,Rain,35.030279,-85.268301,4/23/2018,20,180.0
35.0,Rain,35.014733,-85.251611,4/23/2018,20,102.0
55.0,Rain,35.029438,-85.31139,4/23/2018,21,174.0
45.0,Rain,35.13779,-85.236926,4/23/2018,21,606.0
25.0,Rain,35.051657,-85.27006,4/23/2018,21,287.0
55.0,Rain,35.021488,-85.380788,4/23/2018,22,166.0
30.0,Unknown,35.052043,-85.147053,4/24/2018,0,304.0
30.0,Unknown,35.007596,-85.126297,4/24/2018,0,119.0
25.0,Rain,35.066471,-85.245058,4/24/2018,0,363.0
45.0,Clear,35.083787,-85.262783,4/24/2018,5,437.0
45.0,Clear,35.083787,-85.262783,4/24/2018,5,437.0
35.0,Rain,35.167303000000004,-85.22407,4/24/2018,6,660.0
30.0,Cloudy,35.049538,-85.249767,4/24/2018,7,290.0
40.0,Clear,35.08381,-85.204311,4/24/2018,8,445.0
35.0,Rain,35.026776,-85.317214,4/24/2018,8,173.0
55.0,Cloudy,35.008246,-85.200274,4/24/2018,8,109.0
35.0,Rain,35.038291,-85.303863,4/24/2018,10,213.0
70.0,Clear,34.983139,-85.40901600000001,4/24/2018,12,3.0
55.0,Clear,35.050296,-85.14613,4/24/2018,13,304.0
30.0,Clear,35.047092,-85.14124100000001,4/24/2018,13,269.0
40.0,Cloudy,35.044885,-85.162464,4/24/2018,14,266.0
35.0,Clear,35.0182,-85.195224,4/24/2018,15,150.0
,Cloudy,35.124934,-85.237643,4/24/2018,15,566.0
45.0,Cloudy,35.123401,-85.248463,4/24/2018,15,585.0
35.0,Clear,35.031698999999996,-85.183432,4/24/2018,15,192.0
35.0,Clear,35.018364,-85.141933,4/24/2018,15,157.0
50.0,Clear,35.095265000000005,-85.240014,4/24/2018,15,475.0
40.0,Clear,35.142401,-85.248276,4/24/2018,16,625.0
45.0,Clear,35.075286,-85.196546,4/24/2018,16,370.0
40.0,Clear,35.085685999999995,-85.066688,4/24/2018,16,459.0
15.0,Clear,35.088987,-85.33117,4/24/2018,16,429.0
35.0,Clear,35.042649,-85.158088,4/24/2018,16,266.0
45.0,Clear,35.067085,-85.146206,4/24/2018,16,377.0
30.0,Clear,35.00405,-85.14976999999999,4/24/2018,16,78.0
,Clear,35.125647,-85.23759799999999,4/24/2018,16,566.0
35.0,Clear,35.009454,-85.27164,4/24/2018,17,101.0
30.0,Cloudy,35.05514,-85.138005,4/24/2018,17,305.0
40.0,Clear,35.039086,-85.284036,4/24/2018,17,215.0
55.0,Clear,35.02629,-85.323702,4/24/2018,17,173.0
35.0,Clear,35.034361,-85.277745,4/24/2018,17,216.0
20.0,Clear,35.050413,-85.291617,4/24/2018,18,284.0
45.0,Clear,35.086417,-85.079303,4/24/2018,18,458.0
45.0,Cloudy,35.146551,-85.249963,4/24/2018,18,625.0
,Clear,35.04452,-85.31196700000001,4/24/2018,19,245.0
35.0,Clear,35.020663,-85.287211,4/24/2018,19,138.0
25.0,Clear,35.012122,-85.219761,4/24/2018,22,107.0
55.0,Clear,35.016830999999996,-85.28129200000001,4/25/2018,0,139.0
40.0,Clear,35.011387,-85.24368299999999,4/25/2018,5,104.0
40.0,Clear,35.009932,-85.21546,4/25/2018,6,107.0
40.0,Cloudy,35.014804999999996,-85.161435,4/25/2018,7,155.0
50.0,Clear,35.096371000000005,-85.243061,4/25/2018,7,475.0
35.0,Clear,35.069767,-85.145465,4/25/2018,7,377.0
35.0,Clear,35.030119,-85.315353,4/25/2018,7,174.0
65.0,Clear,35.188049,-85.24683399999999,4/25/2018,7,684.0
25.0,Clear,35.015738,-85.241398,4/25/2018,8,104.0
35.0,Clear,35.082382,-85.24140600000001,4/25/2018,8,401.0
35.0,Clear,35.056692,-85.257683,4/25/2018,8,289.0
35.0,Cloudy,35.009949,-85.32782900000001,4/25/2018,8,93.0
25.0,Clear,35.004577000000005,-85.227473,4/25/2018,9,68.0
35.0,Clear,35.019745,-85.18125500000001,4/25/2018,9,152.0
15.0,Clear,35.049518,-85.289863,4/25/2018,9,284.0
40.0,Clear,35.041835999999996,-85.154037,4/25/2018,10,233.0
,Clear,35.064992,-85.196647,4/25/2018,11,332.0
25.0,Clear,35.036365999999994,-85.28070100000001,4/25/2018,11,215.0
,Clear,35.041707,-85.260666,4/25/2018,12,252.0
40.0,Clear,35.041303000000006,-85.153824,4/25/2018,12,233.0
40.0,Clear,35.137282,-85.23682,4/25/2018,12,607.0
45.0,Clear,35.1245,-85.239929,4/25/2018,12,566.0
40.0,Cloudy,35.029063,-85.186686,4/25/2018,12,191.0
40.0,Cloudy,35.054655,-85.18953,4/25/2018,13,298.0
15.0,Clear,35.025175,-85.218099,4/25/2018,14,187.0
30.0,Clear,35.047488,-85.318011,4/25/2018,14,245.0
55.0,Clear,35.030316,-85.314205,4/25/2018,14,174.0
35.0,Clear,35.018414,-85.225585,4/25/2018,14,146.0
35.0,Clear,35.026603,-85.29926400000001,4/25/2018,14,176.0
,Clear,35.044533,-85.356936,4/25/2018,14,240.0
35.0,Clear,35.036143,-85.307328,4/25/2018,15,212.0
15.0,Clear,35.02599,-85.177201,4/25/2018,16,193.0
30.0,Clear,34.996241999999995,-85.284323,4/25/2018,16,42.0
35.0,Clear,35.04306,-85.307872,4/25/2018,16,246.0
25.0,Clear,35.025548,-85.27503,4/25/2018,16,179.0
35.0,Clear,35.069722,-85.100611,4/25/2018,17,383.0
35.0,Clear,35.017462,-85.279462,4/25/2018,17,139.0
45.0,Clear,35.042646000000005,-85.314361,4/25/2018,17,245.0
45.0,Cloudy,35.146623999999996,-85.27346700000001,4/25/2018,17,621.0
40.0,Clear,35.018106,-85.20417900000001,4/25/2018,18,149.0
40.0,Clear,35.025690000000004,-85.24874,4/25/2018,18,183.0
15.0,Clear,35.079285,-85.26374399999999,4/25/2018,19,398.0
30.0,Clear,35.045813,-85.29468299999999,4/25/2018,19,247.0
40.0,Cloudy,35.011984000000005,-85.156293,4/25/2018,19,116.0
35.0,Clear,34.986367,-85.147539,4/25/2018,20,25.0
25.0,Clear,35.0444207,-85.313301,4/26/2018,0,245.0
15.0,Clear,35.011938,-85.213445,4/26/2018,4,108.0
30.0,Rain,35.03095,-85.305743,4/26/2018,6,212.0
50.0,Clear,35.093292,-85.253499,4/26/2018,7,438.0
30.0,Rain,35.117284999999995,-85.209914,4/26/2018,7,545.0
35.0,Rain,35.035507,-85.263648,4/26/2018,7,218.0
65.0,Rain,34.9933,-85.39930600000001,4/26/2018,7,28.0
45.0,Rain,35.018144,-85.26844799999999,4/26/2018,7,140.0
55.0,Rain,35.101578,-85.229029,4/26/2018,7,510.0
30.0,Rain,35.000017,-85.280766,4/26/2018,7,65.0
35.0,Rain,35.020518,-85.248019,4/26/2018,8,143.0
15.0,Rain,35.069703000000004,-85.289282,4/26/2018,8,357.0
25.0,Rain,35.034869,-85.264552,4/26/2018,8,218.0
25.0,Rain,35.038719,-85.284374,4/26/2018,8,215.0
45.0,Rain,35.0148,-85.163077,4/26/2018,8,114.0
40.0,Rain,35.013509,-85.251962,4/26/2018,8,102.0
45.0,Rain,35.011414,-85.388635,4/26/2018,8,85.0
15.0,Clear,35.051848,-85.31787,4/26/2018,9,280.0
,Rain,35.131694,-85.211168,4/26/2018,9,590.0
40.0,Rain,35.017383,-85.174009,4/26/2018,9,153.0
25.0,Rain,35.046473,-85.31425,4/26/2018,10,245.0
30.0,Rain,35.049923,-85.267368,4/26/2018,11,251.0
55.0,Clear,35.016830999999996,-85.28129200000001,4/26/2018,11,139.0
55.0,Rain,35.00817070000001,-85.236461,4/26/2018,11,105.0
40.0,Rain,35.017594,-85.205511,4/26/2018,11,149.0
35.0,Rain,35.02783,-85.315794,4/26/2018,11,174.0
35.0,Rain,35.037694,-85.219571,4/26/2018,11,224.0
25.0,Rain,35.035523,-85.306138,4/26/2018,12,212.0
55.0,Rain,35.074956,-85.11357,4/26/2018,12,418.0
65.0,Rain,35.001294,-85.21086600000001,4/26/2018,12,70.0
15.0,Cloudy,35.073169,-85.182346,4/26/2018,13,372.0
40.0,Rain,35.114504,-85.256848,4/26/2018,13,540.0
40.0,Rain,35.012662,-85.14412800000001,4/26/2018,13,117.0
35.0,Rain,35.046355,-85.28670799999999,4/26/2018,13,249.0
45.0,Rain,35.111096,-85.13988,4/26/2018,14,552.0
35.0,Clear,35.027863,-85.21911,4/26/2018,14,187.0
45.0,Clear,35.047246,-85.168951,4/26/2018,14,265.0
45.0,Cloudy,35.125657000000004,-85.241135,4/26/2018,14,566.0
40.0,Clear,35.044349,-85.128355,4/26/2018,15,270.0
40.0,Rain,35.163149,-85.263313,4/26/2018,15,655.0
45.0,Rain,35.141391,-85.248037,4/26/2018,15,625.0
35.0,Cloudy,35.026268,-85.299654,4/26/2018,16,176.0
55.0,Clear,35.048429,-85.31454699999999,4/26/2018,16,245.0
50.0,Cloudy,35.094725,-85.238209,4/26/2018,16,475.0
25.0,Rain,35.010366,-85.222513,4/26/2018,17,106.0
30.0,Clear,35.000894,-85.289679,4/26/2018,17,63.0
45.0,Rain,35.010882,-85.221884,4/26/2018,17,106.0
45.0,Rain,35.145424,-85.223514,4/26/2018,18,628.0
55.0,Rain,35.008957,-85.238046,4/26/2018,18,104.0
45.0,Clear,35.073077000000005,-85.10985699999999,4/26/2018,18,382.0
35.0,Rain,35.063571,-85.316419,4/26/2018,18,316.0
15.0,Rain,35.13948,-85.248121,4/26/2018,18,605.0
30.0,Clear,35.039103999999995,-85.315306,4/26/2018,20,211.0
40.0,Clear,35.009919000000004,-85.220213,4/26/2018,21,107.0
,Clear,35.063944,-85.309655,4/27/2018,0,316.0
35.0,Clear,35.035092999999996,-85.304578,4/27/2018,0,212.0
45.0,Clear,35.010462,-85.155384,4/27/2018,0,116.0
35.0,Clear,35.051918,-85.30309399999999,4/27/2018,1,282.0
25.0,Clear,35.025737,-85.28864399999999,4/27/2018,7,177.0
55.0,Clear,35.059729,-85.27452,4/27/2018,8,321.0
35.0,Clear,35.0777246,-85.26590999999999,4/27/2018,9,398.0
25.0,Clear,35.044753,-85.287796,4/27/2018,9,249.0
55.0,Clear,35.026949,-85.30498399999999,4/27/2018,9,175.0
45.0,Clear,35.015223999999996,-85.163712,4/27/2018,10,114.0
45.0,Clear,35.049871,-85.314338,4/27/2018,10,245.0
35.0,Clear,35.061827,-85.30544300000001,4/27/2018,10,317.0
25.0,Clear,35.034718,-85.149653,4/27/2018,12,233.0
55.0,Clear,35.029674,-85.18016800000001,4/27/2018,12,192.0
55.0,Clear,35.016490999999995,-85.28069,4/27/2018,12,139.0
,Clear,35.145887,-85.24868599999999,4/27/2018,12,625.0
35.0,Clear,35.009919000000004,-85.220213,4/27/2018,12,107.0
15.0,Clear,35.086383000000005,-85.336105,4/27/2018,13,428.0
55.0,Clear,35.021809000000005,-85.297892,4/27/2018,13,136.0
,Clear,35.115281,-85.26244,4/27/2018,13,563.0
,Clear,35.043539,-85.157656,4/27/2018,13,266.0
40.0,Clear,35.074505,-85.170789,4/27/2018,13,410.0
,Clear,35.037799,-85.149654,4/27/2018,14,233.0
65.0,Clear,34.985369,-85.407025,4/27/2018,14,3.0
40.0,Clear,35.047246,-85.168951,4/27/2018,14,265.0
25.0,Clear,35.042108,-85.292273,4/27/2018,15,248.0
30.0,Clear,35.049586,-85.307704,4/27/2018,15,282.0
55.0,Clear,35.008661,-85.237709,4/27/2018,15,104.0
55.0,Clear,35.014375,-85.252128,4/27/2018,15,102.0
30.0,Clear,35.006972999999995,-85.234016,4/27/2018,16,105.0
35.0,Clear,35.039902000000005,-85.307962,4/27/2018,16,246.0
55.0,Clear,35.008246,-85.200274,4/27/2018,16,109.0
40.0,Clear,35.022993,-85.268996,4/27/2018,16,140.0
45.0,Clear,35.008957,-85.238046,4/27/2018,16,104.0
45.0,Rain,35.106044,-85.323949,4/27/2018,16,499.0
50.0,Clear,35.045281,-85.31421,4/27/2018,16,245.0
40.0,Clear,35.0168,-85.20514399999999,4/27/2018,16,149.0
30.0,Clear,35.02783,-85.315794,4/27/2018,16,174.0
40.0,Clear,35.035165,-85.261614,4/27/2018,16,218.0
40.0,Clear,34.986373,-85.287421,4/27/2018,17,18.0
55.0,Clear,35.009678,-85.194409,4/27/2018,17,110.0
60.0,Clear,35.005604,-85.228884,4/27/2018,17,68.0
45.0,Clear,35.016830999999996,-85.28129200000001,4/27/2018,17,139.0
40.0,Clear,35.02482,-85.31828,4/27/2018,17,173.0
55.0,Clear,35.008661,-85.237709,4/27/2018,17,104.0
15.0,Clear,35.034528,-85.15870600000001,4/27/2018,18,232.0
60.0,Clear,35.008661,-85.237709,4/27/2018,18,104.0
20.0,Clear,34.988222,-85.27528000000001,4/27/2018,19,43.0
35.0,Clear,35.016889,-85.181912,4/27/2018,20,112.0
35.0,Clear,34.99941,-85.13381,4/27/2018,21,81.0
15.0,Clear,35.025415,-85.239717,4/27/2018,21,144.0
35.0,Clear,35.052240000000005,-85.14994200000001,4/27/2018,22,303.0
,Clear,35.069185,-85.251366,4/28/2018,1,363.0
20.0,Clear,35.12635,-85.264878,4/28/2018,4,583.0
45.0,Clear,35.016110999999995,-85.331715,4/28/2018,6,131.0
30.0,Clear,35.03822,-85.294658,4/28/2018,6,213.0
15.0,Clear,35.013202,-85.129145,4/28/2018,7,159.0
45.0,Clear,35.095943,-85.32859599999999,4/28/2018,8,466.0
65.0,Clear,35.082723,-85.078179,4/28/2018,8,423.0
45.0,Clear,35.021190000000004,-85.241054,4/28/2018,11,144.0
30.0,Clear,35.017884,-85.173781,4/28/2018,11,153.0
25.0,Clear,35.047407,-85.30560799999999,4/28/2018,11,282.0
35.0,Clear,35.08567,-85.066696,4/28/2018,11,459.0
15.0,Clear,35.049592100000005,-85.29118299999999,4/28/2018,11,284.0
40.0,Clear,35.13449,-85.240382,4/28/2018,11,586.0
,Clear,35.015591,-85.376588,4/28/2018,12,125.0
15.0,Clear,35.043089,-85.219116,4/28/2018,12,258.0
55.0,Clear,35.010549,-85.192008,4/28/2018,12,111.0
40.0,Clear,34.993742,-85.290357,4/28/2018,12,41.0
15.0,Clear,35.065196,-85.308341,4/28/2018,12,355.0
40.0,Clear,35.041022,-85.15182,4/28/2018,13,233.0
30.0,Clear,35.001651,-85.311095,4/28/2018,13,60.0
15.0,Clear,35.048719,-85.29043100000001,4/28/2018,13,284.0
35.0,Clear,35.008538,-85.153227,4/28/2018,13,78.0
35.0,Clear,35.024501,-85.15562800000001,4/28/2018,13,195.0
,Clear,35.034528,-85.15870600000001,4/28/2018,14,232.0
15.0,Unknown,35.037712,-85.15674399999999,4/28/2018,15,232.0
15.0,Clear,35.009411,-85.317759,4/28/2018,15,94.0
15.0,Clear,35.003725,-85.22336,4/28/2018,15,68.0
55.0,Clear,35.006927000000005,-85.205022,4/28/2018,16,109.0
15.0,Clear,35.016971000000005,-85.206001,4/28/2018,16,149.0
40.0,Clear,35.04156,-85.154814,4/28/2018,16,233.0
35.0,Clear,35.083394,-85.058605,4/28/2018,18,461.0
30.0,Clear,35.074505,-85.170789,4/28/2018,18,410.0
,Clear,35.130367,-85.23925,4/28/2018,18,586.0
25.0,Clear,35.002765999999994,-85.326926,4/28/2018,20,58.0
35.0,Clear,35.017126,-85.280112,4/28/2018,20,139.0
,Clear,35.008124,-85.154777,4/28/2018,20,115.0
30.0,Clear,35.053961,-85.309363,4/28/2018,21,282.0
35.0,Clear,35.015608,-85.289363,4/28/2018,22,137.0
35.0,Clear,35.049354,-85.307688,4/28/2018,22,282.0
55.0,Clear,35.016673700000005,-85.276267,4/28/2018,23,139.0
45.0,Clear,35.051224,-85.314525,4/28/2018,23,281.0
15.0,Clear,35.129513,-85.236767,4/29/2018,0,586.0
35.0,Clear,35.000316,-85.150479,4/29/2018,11,78.0
25.0,Clear,35.051905,-85.257882,4/29/2018,13,288.0
25.0,Clear,35.029579,-85.233152,4/29/2018,13,185.0
45.0,Clear,35.144917,-85.22041999999999,4/29/2018,13,629.0
25.0,Clear,35.015881,-85.285421,4/29/2018,14,99.0
30.0,Clear,35.062437,-85.308375,4/29/2018,14,317.0
,Clear,35.035418,-85.152689,4/29/2018,15,233.0
60.0,Clear,35.009159000000004,-85.196993,4/29/2018,15,110.0
40.0,Clear,35.082654,-85.058593,4/29/2018,15,461.0
40.0,Clear,35.042845,-85.154951,4/29/2018,16,266.0
55.0,Clear,35.012865999999995,-85.184238,4/29/2018,16,112.0
30.0,Clear,35.162862,-85.25443299999999,4/29/2018,16,656.0
55.0,Clear,35.027231,-85.323459,4/29/2018,17,173.0
25.0,Clear,35.054809000000006,-85.254118,4/29/2018,20,289.0
40.0,Clear,34.987145,-85.287543,4/29/2018,21,18.0
45.0,Clear,35.055333000000005,-85.19998100000001,4/29/2018,22,297.0
30.0,Clear,35.052314,-85.30963299999999,4/30/2018,1,282.0
55.0,Clear,35.016904,-85.26938,4/30/2018,5,101.0
45.0,Clear,35.15615,-85.197395,4/30/2018,7,649.0
40.0,Clear,35.083886,-85.197621,4/30/2018,7,407.0
35.0,Clear,35.055347999999995,-85.200161,4/30/2018,7,297.0
30.0,Clear,35.049741,-85.306413,4/30/2018,8,282.0
50.0,Clear,35.083682,-85.208218,4/30/2018,8,405.0
35.0,Clear,35.14069,-85.255144,4/30/2018,11,604.0
40.0,Clear,35.070926,-85.318646,4/30/2018,11,353.0
40.0,Clear,35.011628,-85.129017,4/30/2018,12,119.0
35.0,Clear,35.040335999999996,-85.150002,4/30/2018,12,233.0
35.0,Clear,35.029215,-85.257468,4/30/2018,12,182.0
40.0,Clear,35.075023,-85.167022,4/30/2018,12,374.0
,Clear,35.124937,-85.240093,4/30/2018,13,566.0
15.0,Clear,35.010978,-85.21756500000001,4/30/2018,13,107.0
35.0,Clear,35.049763,-85.302587,4/30/2018,14,282.0
35.0,Clear,35.032478000000005,-85.241889,4/30/2018,14,184.0
45.0,Clear,35.052037,-85.313854,4/30/2018,15,281.0
15.0,Clear,35.07015,-85.16188199999999,4/30/2018,15,375.0
35.0,Clear,35.027654999999996,-85.25488100000001,4/30/2018,15,182.0
25.0,Clear,35.074238,-85.19093199999999,4/30/2018,16,408.0
40.0,Clear,35.015214,-85.163699,4/30/2018,16,114.0
35.0,Clear,35.016627,-85.29356700000001,4/30/2018,16,137.0
35.0,Clear,35.019698,-85.285834,4/30/2018,16,138.0
,Clear,35.040246999999994,-85.269525,4/30/2018,17,217.0
35.0,Clear,35.052196,-85.13865799999999,4/30/2018,17,305.0
65.0,Clear,35.065188,-85.126143,4/30/2018,18,342.0
,Clear,35.152975,-85.24562,4/30/2018,19,642.0
30.0,Clear,35.045763,-85.309399,4/30/2018,19,245.0
25.0,Clear,34.999632,-85.28281199999999,4/30/2018,19,42.0
45.0,Clear,34.995957000000004,-85.291609,4/30/2018,21,63.0
40.0,Clear,35.01856,-85.28253000000001,4/30/2018,23,138.0
15.0,Clear,35.023103000000006,-85.297218,5/1/2018,0,136.0
45.0,Clear,35.004569000000004,-85.227451,5/1/2018,5,68.0
45.0,Clear,35.064771,-85.31858299999999,5/1/2018,7,353.0
40.0,Clear,35.045064,-85.162935,5/1/2018,8,265.0
50.0,Clear,35.071166,-85.26977,5/1/2018,8,360.0
25.0,Clear,35.008443,-85.210468,5/1/2018,10,70.0
50.0,Clear,35.091807,-85.225646,5/1/2018,10,442.0
55.0,Clear,35.065824,-85.194614,5/1/2018,10,332.0
30.0,Clear,35.045763,-85.309399,5/1/2018,11,245.0
,Clear,35.138164,-85.24936,5/1/2018,11,605.0
55.0,Clear,35.028893,-85.177195,5/1/2018,11,192.0
55.0,Clear,35.001294,-85.21086600000001,5/1/2018,11,70.0
25.0,Clear,35.024513,-85.297979,5/1/2018,12,136.0
45.0,Clear,35.142401,-85.248276,5/1/2018,12,625.0
35.0,Clear,35.038981,-85.266927,5/1/2018,12,217.0
35.0,Clear,35.053765000000006,-85.263863,5/1/2018,12,288.0
40.0,Clear,35.097714,-85.05687900000001,5/1/2018,12,493.0
30.0,Clear,35.041926000000004,-85.30878299999999,5/1/2018,13,246.0
40.0,Clear,35.020202000000005,-85.293614,5/1/2018,13,137.0
45.0,Clear,35.151779,-85.248981,5/1/2018,13,642.0
35.0,Clear,35.069549,-85.289295,5/1/2018,14,357.0
15.0,Clear,35.042164,-85.220198,5/1/2018,15,258.0
40.0,Clear,35.026558,-85.299286,5/1/2018,16,176.0
45.0,Clear,35.011188,-85.22466899999999,5/1/2018,16,106.0
45.0,Clear,35.02993,-85.26739599999999,5/1/2018,16,180.0
40.0,Clear,35.084885,-85.062889,5/1/2018,16,425.0
25.0,Clear,35.036182000000004,-85.232241,5/1/2018,16,222.0
30.0,Clear,35.150135999999996,-85.295377,5/1/2018,16,618.0
45.0,Cloudy,35.152941999999996,-85.19975,5/1/2018,16,648.0
40.0,Clear,35.085925,-85.062428,5/1/2018,17,460.0
40.0,Clear,35.031153,-85.261841,5/1/2018,17,218.0
,Clear,35.034652,-85.242249,5/1/2018,17,221.0
30.0,Clear,35.073955,-85.23507,5/1/2018,17,402.0
30.0,Clear,35.12735,-85.25623900000001,5/1/2018,18,564.0
40.0,Clear,35.016889,-85.181912,5/1/2018,19,112.0
35.0,Clear,35.054126000000004,-85.26389499999999,5/1/2018,20,288.0
30.0,Clear,35.016889,-85.181912,5/1/2018,20,112.0
40.0,Clear,35.032925,-85.266667,5/1/2018,20,180.0
15.0,Clear,35.046753,-85.286955,5/1/2018,21,249.0
40.0,Clear,35.133264000000004,-85.242413,5/1/2018,21,586.0
35.0,Clear,35.063437,-85.303186,5/1/2018,21,318.0
40.0,Clear,35.044885,-85.162464,5/1/2018,21,266.0
40.0,Unknown,35.05854,-85.275747,5/2/2018,0,321.0
15.0,Clear,35.043151,-85.30296,5/2/2018,0,246.0
40.0,Clear,35.04156,-85.154814,5/2/2018,0,233.0
15.0,Clear,35.09943,-85.32799200000001,5/2/2018,1,466.0
25.0,Clear,35.063588,-85.309958,5/2/2018,7,316.0
25.0,Clear,35.049113,-85.314339,5/2/2018,7,245.0
35.0,Clear,35.03485,-85.303944,5/2/2018,7,212.0
15.0,Clear,35.057832,-85.244558,5/2/2018,8,325.0
55.0,Clear,35.011396000000005,-85.188948,5/2/2018,8,111.0
35.0,Clear,35.018858,-85.238312,5/2/2018,8,144.0
15.0,Other,35.038000000000004,-85.147349,5/2/2018,9,233.0
15.0,Clear,35.030081,-85.15314599999999,5/2/2018,10,196.0
