Date,DayOfWeek,Hour,Latitude,Longitude,Unix,WeekDay,Year,Month
1/1/2018,0.0,0,35.137282,-85.23682,,1,2018,1
1/1/2018,0.0,0,35.048719,-85.29043100000001,,1,2018,1
1/1/2018,0.0,0,35.006363,-85.223831,,1,2018,1
1/1/2018,0.0,1,35.029221,-85.370085,,1,2018,1
1/1/2018,0.0,2,35.023854,-85.273966,,1,2018,1
1/1/2018,0.0,3,35.036062,-85.27848,,1,2018,1
1/1/2018,0.0,11,35.051994,-85.301304,,1,2018,1
1/1/2018,0.0,11,35.123075,-85.239491,,1,2018,1
1/1/2018,0.0,12,35.010797,-85.222738,,1,2018,1
1/1/2018,0.0,13,35.030316,-85.314205,,1,2018,1
1/1/2018,0.0,13,35.075286,-85.196546,,1,2018,1
1/1/2018,0.0,17,35.004334,-85.221655,,1,2018,1
1/1/2018,0.0,18,35.005364,-85.229618,,1,2018,1
1/1/2018,0.0,20,35.037417,-85.307395,,1,2018,1
1/1/2018,0.0,22,35.005285,-85.31444,,1,2018,1
1/2/2018,1.0,0,35.049648,-85.31058399999999,,1,2018,1
1/2/2018,1.0,0,35.068538000000004,-85.289022,,1,2018,1
1/2/2018,1.0,1,35.081924,-85.205887,,1,2018,1
1/2/2018,1.0,9,35.137652,-85.245876,,1,2018,1
1/2/2018,1.0,10,35.049535999999996,-85.309151,,1,2018,1
1/2/2018,1.0,10,35.039190000000005,-85.23359,,1,2018,1
1/2/2018,1.0,12,35.007748,-85.292197,,1,2018,1
1/2/2018,1.0,13,35.051577,-85.253371,,1,2018,1
1/2/2018,1.0,13,35.139208,-85.248737,,1,2018,1
1/2/2018,1.0,14,35.011179,-85.21726600000001,,1,2018,1
1/2/2018,1.0,14,35.013269,-85.211314,,1,2018,1
1/2/2018,1.0,14,35.137205,-85.243167,,1,2018,1
1/2/2018,1.0,14,35.076056,-85.104161,,1,2018,1
1/2/2018,1.0,14,35.052637,-85.260808,,1,2018,1
1/2/2018,1.0,15,35.019169,-85.202312,,1,2018,1
1/2/2018,1.0,15,35.084775,-85.174464,,1,2018,1
1/2/2018,1.0,16,35.023734999999995,-85.158512,,1,2018,1
1/2/2018,1.0,16,35.014874,-85.274068,,1,2018,1
1/2/2018,1.0,17,35.035012,-85.135767,,1,2018,1
1/2/2018,1.0,17,35.044862,-85.309402,,1,2018,1
1/2/2018,1.0,18,35.027232,-85.234502,,1,2018,1
1/2/2018,1.0,18,35.005132,-85.227148,,1,2018,1
1/2/2018,1.0,19,35.052314,-85.30963299999999,,1,2018,1
1/2/2018,1.0,19,35.154053999999995,-85.199332,,1,2018,1
1/2/2018,1.0,20,35.006412,-85.231146,,1,2018,1
1/2/2018,1.0,21,35.053255,-85.311339,,1,2018,1
1/2/2018,1.0,21,35.113603999999995,-85.230073,,1,2018,1
1/3/2018,2.0,0,35.034528,-85.15870600000001,,1,2018,1
1/3/2018,2.0,0,35.033342,-85.151733,,1,2018,1
1/3/2018,2.0,6,35.070777,-85.24271,,1,2018,1
1/3/2018,2.0,7,35.033352,-85.313586,,1,2018,1
1/3/2018,2.0,8,35.037599,-85.311252,,1,2018,1
1/3/2018,2.0,8,35.013186,-85.228151,,1,2018,1
1/3/2018,2.0,8,35.052240000000005,-85.14994200000001,,1,2018,1
1/3/2018,2.0,10,35.05158,-85.21308499999999,,1,2018,1
