Longitude,Latitude,Hour,Date
-85.200822,35.007894,21,4/13/2020
-85.311,35.00538,22,4/13/2020
-85.111952,35.038363,22,4/13/2020
-85.269577,35.218682,22,4/13/2020
-85.238387,35.201876,5,4/14/2020
-85.366708,35.027029,6,4/14/2020
-85.242998,35.013213,6,4/14/2020
-85.047101,35.178274,6,4/14/2020
-85.047101,35.178274,6,4/14/2020
-85.047101,35.178274,6,4/14/2020
-85.047101,35.178274,6,4/14/2020
-85.286708,35.046355,7,4/14/2020
-85.285984,35.046375,7,4/14/2020
-85.203333,35.084696,8,4/14/2020
-85.15065,35.012308,9,4/14/2020
-85.180163,35.094017,10,4/14/2020
-85.154337,35.006405,11,4/14/2020
-85.233526,35.046151,11,4/14/2020
-85.233228,35.045612,11,4/14/2020
-85.237293,35.120442,11,4/14/2020
-85.237366,35.121052,11,4/14/2020
-85.239491,35.123075,11,4/14/2020
-85.288499,35.000495,11,4/14/2020
-85.288733,35.000735,11,4/14/2020
-85.246468,35.024158,11,4/14/2020
-85.095706,35.043742,12,4/14/2020
-84.982009,35.349437,12,4/14/2020
-85.180943,35.24911,12,4/14/2020
-85.180943,35.24911,12,4/14/2020
-85.180943,35.24911,12,4/14/2020
-85.268571,34.985189,12,4/14/2020
-85.05126,35.1008,13,4/14/2020
-85.05126,35.1008,13,4/14/2020
-85.05126,35.1008,13,4/14/2020
-85.22986,35.027046,13,4/14/2020
-85.31711,35.084279,13,4/14/2020
-85.31711,35.084279,13,4/14/2020
-85.151823,35.036959,13,4/14/2020
-85.26548,35.00825,13,4/14/2020
-85.26548,35.00825,13,4/14/2020
-85.26548,35.00825,13,4/14/2020
-85.248981,35.065469,14,4/14/2020
-85.236435,35.067158,15,4/14/2020
-85.099222,35.043433,15,4/14/2020
-85.288404,35.021408,16,4/14/2020
-85.288404,35.021408,16,4/14/2020
-85.288404,35.021408,16,4/14/2020
-85.205677,34.98973,16,4/14/2020
-85.113693,35.029849,17,4/14/2020
-85.193575,35.06164,17,4/14/2020
-85.19439,35.0636,17,4/14/2020
-85.193575,35.06164,17,4/14/2020
-85.193575,35.06164,17,4/14/2020
-85.306413,35.049741,17,4/14/2020
-85.113675,35.029979,17,4/14/2020
-85.113675,35.029979,17,4/14/2020
-85.306413,35.049741,17,4/14/2020
-85.306413,35.049741,17,4/14/2020
-85.155168,35.202339,18,4/14/2020
-85.094574,35.075601,18,4/14/2020
-85.214597,35.13146,18,4/14/2020
-85.21885,35.130091,18,4/14/2020
-85.307017,34.993854,18,4/14/2020
-85.145172,35.026334,19,4/14/2020
-85.268586,35.039964,19,4/14/2020
-85.15411,35.03217,20,4/14/2020
-85.278327,35.026848,22,4/14/2020
-85.112954,35.07485,7,4/15/2020
-85.113108,35.074807,7,4/15/2020
-85.09515,35.078577,7,4/15/2020
-85.05466,35.181082,7,4/15/2020
-85.333708,35.017043,9,4/15/2020
-85.333708,35.017043,9,4/15/2020
-85.333708,35.017043,9,4/15/2020
-85.128355,35.044349,11,4/15/2020
-85.128355,35.044349,11,4/15/2020
-85.128355,35.044349,11,4/15/2020
-85.277594,35.017509,11,4/15/2020
-85.201557,34.990677,11,4/15/2020
-85.194955,35.184136,11,4/15/2020
-85.240008,35.136682,11,4/15/2020
-85.21921,35.005852,12,4/15/2020
-85.129118,35.048229,12,4/15/2020
-85.04679,35.11804,12,4/15/2020
-85.152594,35.008053,12,4/15/2020
-85.201756,34.992441,13,4/15/2020
-85.309437,35.036752,13,4/15/2020
-85.252215,35.146073,13,4/15/2020
-85.237709,35.008661,13,4/15/2020
-85.206737,34.996081,14,4/15/2020
-85.163294,35.015488,14,4/15/2020
-85.326045,35.085441,14,4/15/2020
-85.328794,35.095515,15,4/15/2020
-85.287926,34.991042,15,4/15/2020
-85.156033,35.008704,15,4/15/2020
-85.348993,35.106002,17,4/15/2020
-85.328544,35.098693,17,4/15/2020
-85.311782,35.05227,17,4/15/2020
-85.190812,35.016323,17,4/15/2020
-85.24526,35.126449,18,4/15/2020
-85.29335,35.01717,18,4/15/2020
-85.280039,35.017262,18,4/15/2020
-85.21208,35.01338,19,4/15/2020
-85.122633,34.996169,21,4/15/2020
-85.254409,35.053839,23,4/15/2020
-85.254409,35.053839,23,4/15/2020
-85.245707,35.023303,1,4/16/2020
-85.324857,35.080165,5,4/16/2020
-85.324857,35.080165,5,4/16/2020
-85.324857,35.080165,5,4/16/2020
-85.071373,35.087013,6,4/16/2020
-85.314111,35.033134,7,4/16/2020
-85.313586,35.033352,7,4/16/2020
-85.06947,35.12148,7,4/16/2020
-85.189874,35.030545,9,4/16/2020
-85.173781,35.017884,10,4/16/2020
-85.192278,35.039632,10,4/16/2020
-85.274999,35.008597,11,4/16/2020
-85.052914,35.044123,11,4/16/2020
-85.188743,35.086859,11,4/16/2020
-85.205213,35.008709,11,4/16/2020
-85.280931,35.022116,12,4/16/2020
-85.189874,35.030545,12,4/16/2020
-85.140213,35.019245,12,4/16/2020
-85.241999,35.131283,13,4/16/2020
-85.29163,34.994049,13,4/16/2020
-85.22846,35.013535,13,4/16/2020
-85.228277,35.012954,13,4/16/2020
-85.310639,35.005458,14,4/16/2020
-85.094433,35.038326,14,4/16/2020
-85.158512,35.023735,14,4/16/2020
-85.189874,35.030545,14,4/16/2020
-85.238071,34.995569,14,4/16/2020
-85.275837,35.049199,15,4/16/2020
-85.152106,35.040338,15,4/16/2020
-85.245248,35.026311,16,4/16/2020
-85.231685,35.141052,17,4/16/2020
-85.31085,35.048892,17,4/16/2020
-85.23682,35.137282,17,4/16/2020
-85.166282,35.046274,17,4/16/2020
-85.328285,35.013727,18,4/16/2020
-85.219078,35.211551,18,4/16/2020
-85.309333,35.055214,19,4/16/2020
-85.28452,35.01964,20,4/16/2020
-85.156482,35.045161,21,4/16/2020
-85.176528,35.021538,22,4/16/2020
-85.177231,35.028192,22,4/16/2020
-85.177231,35.028192,22,4/16/2020
-85.177231,35.028192,22,4/16/2020
-85.289199,35.026996,23,4/16/2020
-85.188012,35.218611,2,4/17/2020
-85.188012,35.218611,3,4/17/2020
-85.188012,35.218611,3,4/17/2020
-85.244481,34.997172,9,4/17/2020
-85.237366,35.121052,9,4/17/2020
-85.154095,35.042498,9,4/17/2020
-85.315568,35.068278,9,4/17/2020
-85.12507,35.12262,10,4/17/2020
-85.12507,35.12262,10,4/17/2020
-85.12507,35.12262,10,4/17/2020
-85.139495,35.024831,10,4/17/2020
-85.139495,35.024831,10,4/17/2020
-85.327043,35.086282,11,4/17/2020
-85.32717,35.08633,11,4/17/2020
-85.32717,35.08633,11,4/17/2020
-85.294095,35.020364,11,4/17/2020
-85.288711,35.150566,11,4/17/2020
-85.19667,35.15643,12,4/17/2020
-85.150002,35.040336,12,4/17/2020
-85.218177,35.004095,12,4/17/2020
-85.221655,35.004334,13,4/17/2020
-85.209894,34.998664,13,4/17/2020
-85.154924,35.27795,13,4/17/2020
-85.069191,35.085725,13,4/17/2020
-85.288874,35.120498,13,4/17/2020
