Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
1/21/2020 2:42:42 PM,1/21/2020 3:25:19 PM,9101-9349 Daisy Dallas Rd,SODDY DAISY,35225820,85197820,ACC2-MVC No Injuries
1/21/2020 2:31:41 PM,1/21/2020 4:47:03 PM,Riverside Dr / Amnicola Hwy,CHATTANOOGA,35059729,85274520,ACC2-MVC No Injuries
1/21/2020 2:28:08 PM,1/21/2020 3:45:54 PM,7019 Shallowford Rd,CHATTANOOGA,35043769,85158256,ACC2-MVC No Injuries
1/21/2020 1:51:29 PM,1/21/2020 2:26:35 PM,2100 Hamilton Place Blvd,CHATTANOOGA,35035180,85157730,ACC2-MVC No Injuries
1/21/2020 1:44:40 PM,1/21/2020 2:32:44 PM,3300 Broad St,CHATTANOOGA,35017048,85321891,ACC2-MVC No Injuries
1/21/2020 1:41:45 PM,1/21/2020 4:25:38 PM,9307 LEE HWY,CHATTANOOGA,35083314,85057788,ACC2-MVC No Injuries
1/21/2020 1:30:40 PM,1/21/2020 2:31:05 PM,9516 Dayton Pike,SODDY DAISY,35239319,85196055,ACC2-MVC No Injuries
1/21/2020 1:22:05 PM,1/21/2020 1:57:48 PM,2800 BROAD ST,CHATTANOOGA,35024820,85318280,ACC2-MVC No Injuries
1/21/2020 1:09:06 PM,1/21/2020 3:36:01 PM,2200 E 23RD ST,CHATTANOOGA,35017935,85279681,ACC2-MVC No Injuries
1/21/2020 1:01:10 PM,1/21/2020 1:45:36 PM,3936 Ringgold Rd,EAST RIDGE,34997257,85252586,ACC2-MVC No Injuries
1/21/2020 12:58:49 PM,1/21/2020 2:08:14 PM,5208 Hixson Pike,CHATTANOOGA,35137202,85235745,ACC2-MVC No Injuries
1/21/2020 12:52:32 PM,1/21/2020 2:12:41 PM,7700 Igou Gap Rd,CHATTANOOGA,35022853,85146543,ACC2-MVC No Injuries
1/21/2020 12:45:29 PM,1/21/2020 12:50:30 PM,4501 Amnicola Hwy,CHATTANOOGA,35100234,85237464,ACC2-MVC No Injuries
1/21/2020 12:43:57 PM,1/21/2020 2:20:55 PM,324 Vine St,CHATTANOOGA,35049914,85305510,ACCDEL-MVC Delayed
1/21/2020 12:17:48 PM,1/21/2020 1:07:00 PM,1408 Carousel Rd,CHATTANOOGA,35049681,85244296,ACC2-MVC No Injuries
1/21/2020 11:51:09 AM,1/21/2020 12:50:28 PM,100 Interstate 75 Nb,EAST RIDGE,34996081,85206737,ACC2-MVC No Injuries
1/21/2020 11:47:05 AM,1/21/2020 12:03:40 PM,3401 BRAINERD RD,CHATTANOOGA,35026404,85251088,ACC1-MVC Injuries
1/21/2020 11:47:05 AM,1/21/2020 12:35:14 PM,3430 Brainerd Rd,CHATTANOOGA,35025771,85250456,ACC1-MVC Injuries
1/21/2020 11:46:04 AM,1/21/2020 11:56:36 AM,6411 E Brainerd Rd,CHATTANOOGA,35017395,85195990,ACC1-MVC Injuries
1/21/2020 11:46:04 AM,1/21/2020 11:53:22 AM,6411 E Brainerd Rd,CHATTANOOGA,35017395,85195990,ACC1-MVC Injuries
1/21/2020 11:44:55 AM,1/21/2020 11:56:48 AM,3401 BRAINERD RD,CHATTANOOGA,35026404,85251088,ACC1-MVC Injuries
1/21/2020 11:44:23 AM,1/21/2020 1:07:40 PM,3430 Brainerd Rd,CHATTANOOGA,35025771,85250456,ACC1-MVC Injuries
1/21/2020 11:32:39 AM,1/21/2020 11:36:09 AM,Woodland Ave / Frazier Ave,CHATTANOOGA,35062539,85307741,ACC2-MVC No Injuries
1/21/2020 11:29:57 AM,1/21/2020 12:36:01 PM,1 FRAZIER AVE,CHATTANOOGA,35062644,85308526,ACC3-MVC Unknown Injuries
1/21/2020 11:17:52 AM,1/21/2020 12:10:47 PM,611 E Martin Luther King Blvd,CHATTANOOGA,35043162,85301380,ACCDEL-MVC Delayed
1/21/2020 11:02:09 AM,1/21/2020 12:14:36 PM,400 Birmingham Hwy,CHATTANOOGA,35008334,85390573,ACC2-MVC No Injuries
1/21/2020 10:50:36 AM,1/21/2020 12:55:35 PM,120 INTERSTATE 75 SB,CHATTANOOGA,35001154,85211604,ACC2-MVC No Injuries
1/21/2020 10:37:08 AM,1/21/2020 12:05:13 PM,2120 Chapman Rd,CHATTANOOGA,35056930,85187712,ACC2-MVC No Injuries
1/21/2020 10:32:54 AM,1/21/2020 10:51:15 AM,2000 CHESTNUT ST,CHATTANOOGA,35033763,85315416,ACC1-MVC Injuries
1/21/2020 10:32:53 AM,1/21/2020 11:33:50 AM,2000 CHESTNUT ST,CHATTANOOGA,35033763,85315416,ACC1-MVC Injuries
1/21/2020 10:25:34 AM,1/21/2020 10:37:08 AM,2000 Chestnut St,CHATTANOOGA,35033763,85315416,ACC2-MVC No Injuries
1/21/2020 10:25:19 AM,1/21/2020 11:25:02 AM,2000 CHESTNUT ST,CHATTANOOGA,35033763,85315416,ACC1-MVC Injuries
1/21/2020 10:24:31 AM,1/21/2020 11:11:35 AM,5756 Highway 153,CHATTANOOGA,35157013,85247736,ACC2-MVC No Injuries
1/21/2020 9:39:56 AM,1/21/2020 10:19:44 AM,1047 GRAYSVILLE RD,CHATTANOOGA,35001195,85149949,ACC2-MVC No Injuries
1/21/2020 9:25:39 AM,1/21/2020 10:39:05 AM,4300 Amnicola Hwy,CHATTANOOGA,35095546,85243030,ACC2-MVC No Injuries
1/21/2020 9:07:13 AM,1/21/2020 10:28:49 AM,RINGGOLD RD / S SEMINOLE DR,EAST RIDGE,35008250,85265480,ACC2-MVC No Injuries
1/21/2020 8:44:53 AM,1/21/2020 9:43:55 AM,6829 E BRAINERD RD,CHATTANOOGA,35016889,85181912,ACC2-MVC No Injuries
1/21/2020 8:43:19 AM,1/21/2020 9:39:10 AM,4400-4698 Amnicola Hwy,CHATTANOOGA,35096390,85238480,ACC2-MVC No Injuries
1/21/2020 8:26:42 AM,1/21/2020 8:29:36 AM,1500 INTERSTATE 75 NB,HAMILTON COUNTY,35126180,85036584,ACC3-MVC Unknown Injuries
1/21/2020 7:57:33 AM,1/21/2020 9:00:13 AM,6800 Shallowford Rd,CHATTANOOGA,35045906,85166093,ACC2-MVC No Injuries
1/21/2020 7:55:44 AM,1/21/2020 8:49:32 AM,3801 Amnicola Hwy,CHATTANOOGA,35090617,85258873,ACC2-MVC No Injuries
1/21/2020 7:46:46 AM,1/21/2020 7:47:38 AM,Mountain Creek Rd / Morrison Springs Rd,CHATTANOOGA,35126626,85310272,ACC1-MVC Injuries
1/21/2020 7:46:45 AM,1/21/2020 7:48:23 AM,Mountain Creek Rd / Morrison Springs Rd,CHATTANOOGA,35126626,85310272,ACC1-MVC Injuries
1/21/2020 7:46:09 AM,1/21/2020 9:40:19 AM,3600 MOUNTAIN CREEK RD,CHATTANOOGA,35124184,85311680,ACC2-MVC No Injuries
1/21/2020 7:45:57 AM,1/21/2020 7:47:11 AM,3813 S Quail Ln,CHATTANOOGA,35125049,85310705,ACC3-MVC Unknown Injuries
1/21/2020 7:31:59 AM,1/21/2020 8:47:21 AM,130 INTERSTATE 75 NB,CHATTANOOGA,35002679,85211170,ACC2-MVC No Injuries
1/21/2020 7:24:19 AM,1/21/2020 8:46:53 AM,100 INTERSTATE 75 NB,EAST RIDGE,34996081,85206737,ACC2-MVC No Injuries
1/21/2020 6:52:06 AM,1/21/2020 7:20:34 AM,2601-2811 Banks Rd,HAMILTON COUNTY,35011750,85115040,ACC1-MVC Injuries
1/21/2020 6:52:06 AM,1/21/2020 7:14:46 AM,2601-2811 Banks Rd,HAMILTON COUNTY,35011750,85115040,ACC1-MVC Injuries
1/21/2020 6:38:38 AM,1/21/2020 7:57:49 AM,2601-2811 Banks Rd,HAMILTON COUNTY,35011750,85115040,ACC1-MVC Injuries
1/21/2020 5:54:19 AM,1/21/2020 6:08:14 AM,1100 Interstate 75 Nb,CHATTANOOGA,35082723,85078179,ACC3-MVC Unknown Injuries
1/21/2020 5:52:34 AM,1/21/2020 5:54:21 AM,1250 Interstate 75 Nb,CHATTANOOGA,35095553,85056054,ACC3-MVC Unknown Injuries
1/21/2020 5:51:48 AM,1/21/2020 7:51:49 AM,1220 INTERSTATE 75 NB,CHATTANOOGA,35092126,85058315,ACC2-MVC No Injuries
1/21/2020 1:14:28 AM,1/21/2020 3:46:49 AM,Lee Ave / Central Ave,CHATTANOOGA,34988352,85319968,ACC2-MVC No Injuries
1/21/2020 12:08:54 AM,1/21/2020 12:23:57 AM,18320 INTERSTATE 24 EB,CHATTANOOGA,35013617,85250768,ACC1-MVC Injuries
1/21/2020 12:08:54 AM,1/21/2020 1:03:18 AM,18320 INTERSTATE 24 EB,CHATTANOOGA,35013617,85250768,ACC1-MVC Injuries
