Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
1/21/2020 8:07:14 PM,1/21/2020 8:55:42 PM,7047 AMIN DR,CHATTANOOGA,35042766,85158877,ACC2-MVC No Injuries
1/21/2020 7:31:44 PM,1/21/2020 7:48:45 PM,508 - 512 S Germantown Rd,CHATTANOOGA,35014602,85251685,ACC1-MVC Injuries
1/21/2020 7:31:43 PM,1/21/2020 8:16:06 PM,508 - 512 S Germantown Rd,CHATTANOOGA,35014602,85251685,ACC1-MVC Injuries
1/21/2020 7:30:39 PM,1/21/2020 8:08:53 PM,508 - 512 S Germantown Rd,CHATTANOOGA,35014602,85251685,ACC1-MVC Injuries
1/21/2020 6:45:41 PM,1/21/2020 7:13:15 PM,2500 LIFESTYLE WAY,CHATTANOOGA,35043203,85152246,ACC2-MVC No Injuries
1/21/2020 6:41:58 PM,1/21/2020 8:08:18 PM,8034 E Brainerd Rd,CHATTANOOGA,35003845,85150365,ACC2-MVC No Injuries
1/21/2020 6:34:15 PM,1/21/2020 7:04:59 PM,Dayton Blvd / Ridgeway Dr,RED BANK,35141542,85276955,ACC1-MVC Injuries
1/21/2020 6:34:15 PM,1/21/2020 7:44:43 PM,Dayton Blvd / Ridgeway Dr,RED BANK,35141542,85276955,ACC1-MVC Injuries
1/21/2020 6:32:51 PM,1/21/2020 9:19:09 PM,Dayton Blvd / Ridgeway Dr,RED BANK,35141542,85276955,ACC1-MVC Injuries
1/21/2020 6:28:21 PM,1/21/2020 6:40:36 PM,Lee Hwy / Perimeter Dr,CHATTANOOGA,35030459,85185529,ACC1-MVC Injuries
1/21/2020 6:28:21 PM,1/21/2020 7:27:18 PM,6200 LEE HWY,CHATTANOOGA,35029063,85186686,ACC1-MVC Injuries
1/21/2020 6:22:29 PM,1/21/2020 6:54:32 PM,6200 LEE HWY,CHATTANOOGA,35029063,85186686,ACC1-MVC Injuries
1/21/2020 5:50:20 PM,1/21/2020 6:20:04 PM,Lookout St / Georgia Ave,CHATTANOOGA,35049072,85306392,ACCDEL-MVC Delayed
1/21/2020 5:29:23 PM,1/21/2020 5:41:52 PM,Dodds Ave / E 23rd St,CHATTANOOGA,35015720,85273583,ACC2-MVC No Injuries
1/21/2020 5:16:51 PM,1/21/2020 5:17:47 PM,1100 Interstate 75 Nb,CHATTANOOGA,35082723,85078179,ACC3-MVC Unknown Injuries
1/21/2020 5:15:10 PM,1/21/2020 5:48:50 PM,1070 INTERSTATE 75 NB,CHATTANOOGA,35081458,85083238,ACC2-MVC No Injuries
1/21/2020 5:14:47 PM,1/21/2020 5:36:20 PM,1100 Interstate 75 Nb,CHATTANOOGA,35082723,85078179,ACC2-MVC No Injuries
1/21/2020 5:04:10 PM,1/21/2020 6:02:44 PM,5200 Highway 153,CHATTANOOGA,35123840,85239439,ACC2-MVC No Injuries
1/21/2020 4:58:30 PM,1/21/2020 5:24:15 PM,S GERMANTOWN RD / NAVAJO DR,EAST RIDGE,35017004,85250368,ACC2-MVC No Injuries
1/21/2020 4:54:59 PM,1/21/2020 5:16:34 PM,Market St / E 4th St,CHATTANOOGA,35052314,85309633,ACC2-MVC No Injuries
1/21/2020 4:45:51 PM,1/21/2020 4:47:25 PM,Amnicola Hwy / Latta St,CHATTANOOGA,35071166,85269770,ACC1-MVC Injuries
1/21/2020 4:45:51 PM,1/21/2020 4:46:23 PM,Amnicola Hwy / Latta St,CHATTANOOGA,35071166,85269770,ACC1-MVC Injuries
1/21/2020 4:44:31 PM,1/21/2020 6:36:04 PM,2200 AMNICOLA HWY,CHATTANOOGA,35070243,85269493,ACC2-MVC No Injuries
1/21/2020 4:31:31 PM,1/21/2020 4:53:25 PM,6960 Lee Hwy,CHATTANOOGA,35044282,85162551,ACC2-MVC No Injuries
1/21/2020 4:31:16 PM,1/21/2020 4:55:01 PM,4900 HIGHWAY 58,CHATTANOOGA,35093060,85180555,ACC2-MVC No Injuries
1/21/2020 4:30:38 PM,1/21/2020 5:33:01 PM,18320 INTERSTATE 24 EB,CHATTANOOGA,35013617,85250768,ACC2-MVC No Injuries
1/21/2020 4:25:24 PM,1/21/2020 4:28:23 PM,1400 Interstate 75 Nb,HAMILTON COUNTY,35114879,85047082,ACC2-MVC No Injuries
1/21/2020 4:25:11 PM,1/21/2020 5:43:32 PM,1440 Interstate 75 Nb,HAMILTON COUNTY,35120082,85043852,ACC2-MVC No Injuries
1/21/2020 3:31:52 PM,1/21/2020 3:55:13 PM,100 barton ave,CHATTANOOGA,0,0,ACC2-MVC No Injuries
1/21/2020 3:29:20 PM,1/21/2020 4:16:12 PM,4000 Dayton Blvd,RED BANK,35120311,85288554,ACC2-MVC No Injuries
1/21/2020 3:23:48 PM,1/21/2020 4:37:22 PM,2600 BROAD ST,CHATTANOOGA,35027163,85316482,ACC2-MVC No Injuries
1/21/2020 3:22:03 PM,1/21/2020 3:32:08 PM,3942-3999 Dayton Blvd,RED BANK,35120325,85289025,ACC2-MVC No Injuries
1/21/2020 3:21:58 PM,1/21/2020 3:32:02 PM,3942-3998 Dayton Blvd,RED BANK,35120380,85288960,ACC2-MVC No Injuries
1/21/2020 3:19:25 PM,1/21/2020 4:06:50 PM,7200 Bonny Oaks Dr,CHATTANOOGA,35064642,85143359,ACC2-MVC No Injuries
1/21/2020 2:46:18 PM,1/21/2020 2:55:37 PM,9101-9349 Daisy Dallas Rd,SODDY DAISY,35225820,85197820,ACC4-MVC Entrapment
1/21/2020 2:46:18 PM,1/21/2020 2:53:18 PM,9101-9349 Daisy Dallas Rd,SODDY DAISY,35225820,85197820,ACC4-MVC Entrapment
