Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
1/22/2020 4:36:50 PM,1/22/2020 4:38:19 PM,BONNY OAKS DR / JERSEY PIKE,CHATTANOOGA,35073644,85190340,ACC3-MVC Unknown Injuries
1/22/2020 4:35:11 PM,1/22/2020 5:21:39 PM,4800 BONNY OAKS DR,CHATTANOOGA,35074105,85193131,ACC1-MVC Injuries
1/22/2020 4:35:11 PM,1/22/2020 4:54:12 PM,Bonny Oaks Dr / Jersey Pike,CHATTANOOGA,35073644,85190340,ACC1-MVC Injuries
1/22/2020 4:34:26 PM,1/22/2020 5:56:01 PM,Bonny Oaks Dr / Jersey Pike,CHATTANOOGA,35073644,85190340,ACC1-MVC Injuries
1/22/2020 4:23:50 PM,1/22/2020 5:43:10 PM,7400-7438 Shallowford Rd,CHATTANOOGA,35039960,85148960,ACC2-MVC No Injuries
1/22/2020 4:07:38 PM,1/22/2020 4:13:06 PM,Mcdonald Rd / Ringgold Rd,EAST RIDGE,34989515,85206802,ACC3-MVC Unknown Injuries
1/22/2020 4:07:26 PM,1/22/2020 4:13:06 PM,6600-6618 Ringgold Rd,EAST RIDGE,34989612,85206197,ACC2-MVC No Injuries
1/22/2020 4:07:13 PM,1/22/2020 4:39:03 PM,Mcdonald Rd / Ringgold Rd,EAST RIDGE,34989515,85206802,ACC2-MVC No Injuries
1/22/2020 3:58:56 PM,1/22/2020 4:26:07 PM,10433 E Brainerd Rd,HAMILTON COUNTY,34998496,85058098,ACC2-MVC No Injuries
1/22/2020 3:29:59 PM,1/22/2020 3:51:51 PM,106 Spring Rd,RED BANK,35083079,85316710,ACC2-MVC No Injuries
1/22/2020 3:25:46 PM,1/22/2020 4:22:27 PM,8321 OLD LEE HWY,CHATTANOOGA,35073549,85093256,ACC2-MVC No Injuries
1/22/2020 3:20:32 PM,1/22/2020 4:16:12 PM,9427-9435 HIXSON PIKE,HAMILTON COUNTY,35213010,85134010,ACC2-MVC No Injuries
1/22/2020 3:14:37 PM,1/22/2020 3:24:19 PM,7047 Amin Dr,CHATTANOOGA,35042766,85158877,ACCDEL-MVC Delayed
1/22/2020 3:05:19 PM,1/22/2020 4:18:45 PM,1050-1098 E 23rd St,CHATTANOOGA,35024445,85298099,ACC2-MVC No Injuries
1/22/2020 2:39:29 PM,1/22/2020 3:18:27 PM,2302 Ocoee St,CHATTANOOGA,35054537,85258079,ACC2-MVC No Injuries
1/22/2020 2:21:35 PM,1/22/2020 2:43:40 PM,101 E Main St,CHATTANOOGA,35035532,85305734,ACC1-MVC Injuries
1/22/2020 2:21:35 PM,1/22/2020 3:19:55 PM,101 E Main St,CHATTANOOGA,35035532,85305734,ACC1-MVC Injuries
1/22/2020 2:20:30 PM,1/22/2020 2:45:20 PM,101 E Main St,CHATTANOOGA,35035532,85305734,ACC1-MVC Injuries
1/22/2020 2:19:06 PM,1/22/2020 3:24:27 PM,1906 Gunbarrel Rd,CHATTANOOGA,35027563,85156556,ACC2-MVC No Injuries
1/22/2020 2:16:34 PM,1/22/2020 3:04:02 PM,Citico Ave / Dodson Ave,CHATTANOOGA,35044044,85264437,ACC1-MVC Injuries
1/22/2020 2:16:34 PM,1/22/2020 2:38:33 PM,Citico Ave / Dodson Ave,CHATTANOOGA,35044044,85264437,ACC1-MVC Injuries
1/22/2020 2:14:20 PM,1/22/2020 3:16:43 PM,Citico Ave / Dodson Ave,CHATTANOOGA,35044044,85264437,ACC1-MVC Injuries
1/22/2020 2:07:05 PM,1/22/2020 2:46:26 PM,6800 SNOW HILL RD,HAMILTON COUNTY,35114996,85066503,ACC2-MVC No Injuries
1/22/2020 1:53:39 PM,1/22/2020 2:45:47 PM,201 W Main St,CHATTANOOGA,35037096,85309359,ACCDEL-MVC Delayed
1/22/2020 1:52:37 PM,1/22/2020 3:09:33 PM,3820 Brainerd Rd,CHATTANOOGA,35021913,85242058,ACC2-MVC No Injuries
1/22/2020 1:45:48 PM,1/22/2020 3:06:54 PM,11920-12999 Highway 58,HAMILTON COUNTY,35286795,84971560,ACC4-MVC Entrapment
1/22/2020 1:45:48 PM,1/22/2020 4:03:29 PM,11920-12999 Highway 58,HAMILTON COUNTY,35286795,84971560,ACC1-MVC Injuries
1/22/2020 1:45:38 PM,1/22/2020 1:46:00 PM,12413 Highway 58,HAMILTON COUNTY,35287640,84972589,ACC4-MVC Entrapment
1/22/2020 1:45:28 PM,1/22/2020 3:58:29 PM,11920-12999 Highway 58,HAMILTON COUNTY,35286795,84971560,ACC4-MVC Entrapment
1/22/2020 1:11:07 PM,1/22/2020 1:27:22 PM,Shallowford Rd / N Moore Rd,CHATTANOOGA,35043284,85219735,ACC2-MVC No Injuries
1/22/2020 1:04:08 PM,1/22/2020 1:06:01 PM,7150 - 7199 Shallowford Rd,CHATTANOOGA,35042868,85156949,ACC1-MVC Injuries
1/22/2020 1:04:08 PM,1/22/2020 1:05:39 PM,7150 - 7199 Shallowford Rd,CHATTANOOGA,35042868,85156949,ACC1-MVC Injuries
1/22/2020 1:02:44 PM,1/22/2020 3:47:05 PM,7200 SHALLOWFORD RD,CHATTANOOGA,35041560,85154814,ACC2-MVC No Injuries
1/22/2020 12:57:14 PM,1/22/2020 2:04:48 PM,1500 BROAD ST,CHATTANOOGA,35037201,85311099,ACC2-MVC No Injuries
1/22/2020 12:20:40 PM,1/22/2020 1:07:31 PM,1100 Mccallie Ave,CHATTANOOGA,35039499,85285149,ACCDEL-MVC Delayed
1/22/2020 12:18:05 PM,1/22/2020 1:07:36 PM,8912 LEE HWY,CHATTANOOGA,35087315,85071104,ACC2-MVC No Injuries
1/22/2020 12:11:57 PM,1/22/2020 12:16:03 PM,700 Interstate 75 Sb,CHATTANOOGA,35055140,85138005,ACC2-MVC No Injuries
1/22/2020 12:01:24 PM,1/22/2020 2:42:04 PM,Alton Park Blvd / W 37th St,CHATTANOOGA,35009525,85317256,ACC3-MVC Unknown Injuries
1/22/2020 11:58:07 AM,1/22/2020 12:39:10 PM,1951 Gunbarrel Rd,CHATTANOOGA,35029988,85156076,ACC2-MVC No Injuries
1/22/2020 11:54:33 AM,1/22/2020 12:53:15 PM,1614 Adair Ave,EAST RIDGE,34986911,85212807,ACC2-MVC No Injuries
1/22/2020 11:52:52 AM,1/22/2020 11:59:42 AM,7047 Amin Dr,CHATTANOOGA,35042766,85158877,ACCDEL-MVC Delayed
1/22/2020 11:44:03 AM,1/22/2020 12:29:32 PM,5023 Hixson Pike,CHATTANOOGA,35134480,85241792,ACC2-MVC No Injuries
1/22/2020 11:34:43 AM,1/22/2020 11:52:35 AM,6200 VANCE RD,CHATTANOOGA,35034477,85187672,ACC2-MVC No Injuries
1/22/2020 11:22:46 AM,1/22/2020 11:50:46 AM,1229 John Ross Rd,EAST RIDGE,34993782,85260053,ACC2-MVC No Injuries
1/22/2020 11:19:16 AM,1/22/2020 11:34:28 AM,5987 BRAINERD RD,CHATTANOOGA,35017594,85205511,ACC2-MVC No Injuries
1/22/2020 10:59:05 AM,1/22/2020 11:44:16 AM,E 28th St / S Hickory St,CHATTANOOGA,35013933,85290295,ACC2-MVC No Injuries
1/22/2020 10:26:10 AM,1/23/2020 7:47:51 AM,520 OAK ST,CHATTANOOGA,35047335,85303002,ACC2-MVC No Injuries
1/22/2020 9:43:59 AM,1/22/2020 10:49:13 AM,3000 Jersey Pike,CHATTANOOGA,35055348,85200161,ACC2-MVC No Injuries
1/22/2020 9:40:21 AM,1/22/2020 9:44:07 AM,100 INTERSTATE 75 NB,,34996081,85206737,ACC3-MVC Unknown Injuries
1/22/2020 9:40:21 AM,1/22/2020 9:42:25 AM,200 Interstate 75 Nb,CHATTANOOGA,35007894,85200822,ACC3-MVC Unknown Injuries
1/22/2020 9:36:57 AM,1/22/2020 9:56:51 AM,1-9 Exit 1b On Ramp Nb,EAST RIDGE,34992855,85205604,ACC3-MVC Unknown Injuries
1/22/2020 9:36:17 AM,1/22/2020 10:47:19 AM,1-9 Exit 1b On Ramp Nb,EAST RIDGE,34992855,85205604,ACC3-MVC Unknown Injuries
1/22/2020 9:34:11 AM,1/22/2020 9:43:05 AM,100 INTERSTATE 75 NB,,34996081,85206737,ACC3-MVC Unknown Injuries
1/22/2020 9:23:06 AM,1/22/2020 9:46:06 AM,4220 Gann Store Rd,CHATTANOOGA,35119442,85200374,ACC1-MVC Injuries
1/22/2020 9:23:05 AM,1/22/2020 10:20:24 AM,4220 Gann Store Rd,CHATTANOOGA,35119442,85200374,ACC1-MVC Injuries
1/22/2020 9:21:22 AM,1/22/2020 10:26:07 AM,7100 E Brainerd Rd,CHATTANOOGA,35018172,85171825,ACC4-MVC Entrapment
1/22/2020 9:21:22 AM,1/22/2020 10:50:22 AM,7100 E Brainerd Rd,CHATTANOOGA,35018172,85171825,ACC1-MVC Injuries
1/22/2020 9:20:59 AM,1/22/2020 11:42:37 AM,7100 E Brainerd Rd,CHATTANOOGA,35018172,85171825,ACC1-MVC Injuries
1/22/2020 8:45:53 AM,1/22/2020 10:03:09 AM,4220 Gann Store Rd,CHATTANOOGA,35119442,85200374,ACC1-MVC Injuries
1/22/2020 8:41:49 AM,1/22/2020 9:12:35 AM,1100 Ashland Ter,CHATTANOOGA,35114129,85260765,ACC2-MVC No Injuries
1/22/2020 8:25:52 AM,1/22/2020 8:41:30 AM,170 INTERSTATE 75 NB,CHATTANOOGA,35006375,85205741,ACC1-MVC Injuries
1/22/2020 8:25:52 AM,1/22/2020 8:40:59 AM,319 Interstate 75 Nb,CHATTANOOGA,35013868,85182022,ACC1-MVC Injuries
1/22/2020 8:25:17 AM,1/22/2020 9:17:14 AM,170 INTERSTATE 75 NB,CHATTANOOGA,35006375,85205741,ACC2-MVC No Injuries
1/22/2020 8:25:04 AM,1/22/2020 8:52:29 AM,300 INTERSTATE 75 NB,CHATTANOOGA,35012460,85184679,ACC2-MVC No Injuries
1/22/2020 8:22:59 AM,1/22/2020 9:19:12 AM,500 Lindsay St,CHATTANOOGA,35050558,85303608,ACC2-MVC No Injuries
1/22/2020 8:03:42 AM,1/22/2020 9:11:53 AM,2200 Amnicola Hwy,CHATTANOOGA,35070243,85269493,ACC2-MVC No Injuries
1/22/2020 8:00:36 AM,1/22/2020 8:27:36 AM,18300 Interstate 24 Eb,EAST RIDGE,35015818,85254192,ACC2-MVC No Injuries
1/22/2020 7:56:26 AM,1/22/2020 9:26:49 AM,18400 INTERSTATE 24 EB,CHATTANOOGA,35008661,85237709,ACC2-MVC No Injuries
1/22/2020 7:51:27 AM,1/22/2020 9:20:14 AM,360 HIGHWAY 27 SB,CHATTANOOGA,35080958,85322516,ACC2-MVC No Injuries
1/22/2020 7:46:57 AM,1/22/2020 8:54:45 AM,5221 HIGHWAY 153,CHATTANOOGA,35124437,85240974,ACC2-MVC No Injuries
1/22/2020 7:39:35 AM,1/22/2020 8:14:56 AM,900 Roberts Mill Rd,HAMILTON COUNTY,35206434,85258362,ACCDEL-MVC Delayed
1/22/2020 7:23:22 AM,1/22/2020 8:47:25 AM,1000 Broad St,CHATTANOOGA,35044816,85310359,ACC2-MVC No Injuries
1/22/2020 7:19:22 AM,1/22/2020 7:27:04 AM,4320 Bennett Rd,EAST RIDGE,34988065,85245341,ACC1-MVC Injuries
1/22/2020 7:16:28 AM,1/22/2020 7:57:39 AM,171 Baylor School Rd,CHATTANOOGA,35086383,85336105,ACC2-MVC No Injuries
1/22/2020 7:15:07 AM,1/22/2020 7:23:31 AM,1061-1237 Highway 27 Sb,HAMILTON COUNTY,35171771,85279206,ACC3-MVC Unknown Injuries
1/22/2020 7:02:26 AM,1/22/2020 7:31:16 AM,21844 - 22605 HIGHWAY 11 N,,34982532,85395626,ACC3-MVC Unknown Injuries
1/22/2020 6:56:24 AM,1/22/2020 7:41:42 AM,4320 Bennett Rd,EAST RIDGE,34988065,85245341,ACC2-MVC No Injuries
1/22/2020 6:32:03 AM,1/22/2020 6:41:05 AM,1526-1679 Highway 27 Sb,SODDY DAISY,35213983,85217005,ACC3-MVC Unknown Injuries
1/22/2020 6:30:48 AM,1/22/2020 6:50:47 AM,1500-1508 Mcbrien Rd,EAST RIDGE,34995310,85235390,ACC1-MVC Injuries
1/22/2020 6:30:48 AM,1/22/2020 6:51:11 AM,1500-1508 Mcbrien Rd,EAST RIDGE,34995310,85235390,ACC1-MVC Injuries
1/22/2020 6:30:13 AM,1/22/2020 7:33:30 AM,1500-1508 Mcbrien Rd,EAST RIDGE,34995310,85235390,ACC1-MVC Injuries
1/22/2020 6:21:38 AM,1/22/2020 7:51:43 AM,7951 E Brainerd Rd,CHATTANOOGA,35005782,85152794,ACC2-MVC No Injuries
1/22/2020 12:44:03 AM,1/22/2020 1:11:50 AM,700 DODSON AVE,CHATTANOOGA,35042630,85265070,ACC2-MVC No Injuries
