Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
1/25/2020 11:44:33 PM,1/26/2020 12:43:28 AM,7100 BONNY OAKS DR,CHATTANOOGA,35067085,85146206,ACC2-MVC No Injuries
1/25/2020 11:20:54 PM,1/26/2020 12:03:54 AM,Ringgold Rd / S Seminole Dr,EAST RIDGE,35008250,85265480,ACC3-MVC Unknown Injuries
1/25/2020 11:20:10 PM,1/26/2020 1:36:45 AM,Ringgold Rd / S Seminole Dr,EAST RIDGE,35008250,85265480,ACC2-MVC No Injuries
1/25/2020 11:06:07 PM,1/25/2020 11:55:24 PM,6618 Shirley Pond Rd,HAMILTON COUNTY,35175252,85092481,ACC2-MVC No Injuries
1/25/2020 10:38:59 PM,1/25/2020 10:48:23 PM,6241 Perimeter Dr,CHATTANOOGA,35029585,85181644,ACC2-MVC No Injuries
1/25/2020 9:52:22 PM,1/25/2020 10:26:26 PM,3009 12th Ave,CHATTANOOGA,35005854,85277764,ACC2-MVC No Injuries
1/25/2020 9:44:46 PM,1/25/2020 10:03:00 PM,7200-7298 Shallowford Rd,CHATTANOOGA,35041810,85154620,ACC1-MVC Injuries
1/25/2020 9:44:46 PM,1/25/2020 10:27:26 PM,7200-7298 Shallowford Rd,CHATTANOOGA,35041810,85154620,ACC1-MVC Injuries
1/25/2020 9:40:50 PM,1/25/2020 9:41:41 PM,7200 Shallowford Rd,CHATTANOOGA,35041560,85154814,ACC2-MVC No Injuries
1/25/2020 9:40:35 PM,1/25/2020 11:22:40 PM,7200-7298 Shallowford Rd,CHATTANOOGA,35041810,85154620,ACC1-MVC Injuries
1/25/2020 7:57:50 PM,1/25/2020 8:36:42 PM,6960 Lee Hwy,CHATTANOOGA,35044282,85162551,ACC2-MVC No Injuries
1/25/2020 7:49:26 PM,1/25/2020 8:05:21 PM,6514 RINGGOLD RD,EAST RIDGE,34988878,85207332,ACC3-MVC Unknown Injuries
1/25/2020 7:49:06 PM,1/25/2020 8:36:47 PM,RINGGOLD RD / MCDONALD RD,EAST RIDGE,34989515,85206802,ACC2-MVC No Injuries
1/25/2020 7:32:05 PM,1/25/2020 7:46:03 PM,5023 Ooltewah Ringgold Rd,COLLEGEDALE,35060541,85066557,ACC2-MVC No Injuries
