Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
1/25/2020 7:02:09 PM,1/25/2020 7:21:14 PM,1945 DAYTON BLVD,RED BANK,35087913,85313794,ACC2-MVC No Injuries
1/25/2020 6:41:21 PM,1/25/2020 8:37:58 PM,6628 - 6739 Lee Hwy,CHATTANOOGA,35037522,85174244,ACC2-MVC No Injuries
1/25/2020 6:14:37 PM,1/25/2020 7:56:08 PM,2202 E 12TH ST,CHATTANOOGA,35026841,85274153,ACC2-MVC No Injuries
1/25/2020 6:02:49 PM,1/25/2020 7:12:29 PM,7400 E BRAINERD RD,CHATTANOOGA,35014767,85163566,ACC2-MVC No Injuries
1/25/2020 5:32:24 PM,1/25/2020 6:24:30 PM,N Chamberlain Ave / Wilcox Blvd,CHATTANOOGA,35051718,85256510,ACC2-MVC No Injuries
1/25/2020 5:18:46 PM,1/25/2020 5:59:16 PM,5761 Taggart Dr,CHATTANOOGA,35159212,85252523,ACC2-MVC No Injuries
1/25/2020 5:13:24 PM,1/25/2020 5:39:26 PM,5032 Brainerd Rd,CHATTANOOGA,35011876,85226405,ACCDEL-MVC Delayed
1/25/2020 5:02:11 PM,1/25/2020 5:25:46 PM,1941 CENTRAL AVE,CHATTANOOGA,35027047,85299020,ACC2-MVC No Injuries
1/25/2020 4:09:31 PM,1/25/2020 4:47:40 PM,4747 Highway 58,CHATTANOOGA,35087786,85190159,ACC2-MVC No Injuries
1/25/2020 3:50:38 PM,1/25/2020 3:56:09 PM,8363 Dayton Pike,SODDY DAISY,35218455,85226813,ACC2-MVC No Injuries
1/25/2020 3:40:37 PM,1/25/2020 4:03:51 PM,1001 Broad St,CHATTANOOGA,35044360,85310763,ACC2-MVC No Injuries
1/25/2020 3:35:39 PM,1/25/2020 4:29:38 PM,8012 Bill Reed Rd,HAMILTON COUNTY,35044618,85111456,ACC2-MVC No Injuries
1/25/2020 2:58:51 PM,1/25/2020 3:36:14 PM,1500 - 1599 REBECCA DR,EAST RIDGE,34994923,85233817,ACC2-MVC No Injuries
1/25/2020 1:56:45 PM,1/25/2020 2:36:00 PM,2060-2129 Highway 27 Sb,SODDY DAISY,35272280,85158132,ACC2-MVC No Injuries
1/25/2020 1:51:52 PM,1/25/2020 3:37:01 PM,401 Spring Creek Rd,CHATTANOOGA,35006524,85219395,ACC2-MVC No Injuries
1/25/2020 1:50:47 PM,1/25/2020 3:03:17 PM,3709 RINGGOLD RD,EAST RIDGE,35001270,85257885,ACC2-MVC No Injuries
1/25/2020 1:50:21 PM,1/25/2020 1:59:51 PM,MACK SMITH RD / RINGGOLD RD,EAST RIDGE,34989471,85209287,ACC2-MVC No Injuries
1/25/2020 1:41:42 PM,1/25/2020 2:41:19 PM,2201-2299 Gunbarrel Rd,CHATTANOOGA,35038260,85151137,ACC2-MVC No Injuries
1/25/2020 1:35:47 PM,1/25/2020 1:48:53 PM,AMNICOLA HWY / S ACCESS RD,CHATTANOOGA,35089088,85219830,ACC1-MVC Injuries
1/25/2020 1:35:46 PM,1/25/2020 2:14:11 PM,AMNICOLA HWY / S ACCESS RD,CHATTANOOGA,35089088,85219830,ACC1-MVC Injuries
1/25/2020 1:25:48 PM,1/25/2020 4:45:30 PM,4600 AMNICOLA HWY,CHATTANOOGA,35091807,85225646,ACC1-MVC Injuries
1/25/2020 12:16:44 PM,1/25/2020 1:18:07 PM,200 INTERSTATE 75 NB,CHATTANOOGA,35007894,85200822,ACC2-MVC No Injuries
1/25/2020 11:41:46 AM,1/25/2020 12:09:52 PM,212 N Highland Park Ave,CHATTANOOGA,35040154,85278757,ACC2-MVC No Injuries
1/25/2020 11:24:00 AM,1/25/2020 11:44:49 AM,51-119 Interstate 75 Nb,EAST RIDGE,35000600,85210580,ACC3-MVC Unknown Injuries
1/25/2020 11:23:37 AM,1/25/2020 11:24:05 AM,118 Interstate 75 Nb,EAST RIDGE,35001147,85210796,ACC3-MVC Unknown Injuries
1/25/2020 11:23:27 AM,1/25/2020 1:32:28 PM,51-119 Interstate 75 Nb,EAST RIDGE,35000600,85210580,ACC3-MVC Unknown Injuries
1/25/2020 11:22:49 AM,1/25/2020 11:36:51 AM,303 Signal Mountain Rd,RED BANK,35086456,85326788,ACC2-MVC No Injuries
1/25/2020 11:12:54 AM,1/25/2020 11:14:21 AM,3536 Cummings Hwy,CHATTANOOGA,35016838,85373815,ACC2-MVC No Injuries
1/25/2020 11:12:42 AM,1/25/2020 11:35:01 AM,3550 Cummings Hwy,CHATTANOOGA,35015591,85376588,ACC2-MVC No Injuries
1/25/2020 10:49:25 AM,1/25/2020 11:12:03 AM,6214 Bonny Oaks Dr,CHATTANOOGA,35073600,85178105,ACC1-MVC Injuries
1/25/2020 10:49:25 AM,1/25/2020 11:14:04 AM,6214 Bonny Oaks Dr,CHATTANOOGA,35073600,85178105,ACC1-MVC Injuries
1/25/2020 10:39:51 AM,1/25/2020 11:45:39 AM,6214 Bonny Oaks Dr,CHATTANOOGA,35073600,85178105,ACC1-MVC Injuries
1/25/2020 10:34:54 AM,1/25/2020 11:14:46 AM,220 Browns Ferry Rd,CHATTANOOGA,35026526,85363390,ACC2-MVC No Injuries
1/25/2020 10:15:27 AM,1/25/2020 10:38:15 AM,7415 IGOU FERRY RD,HAMILTON COUNTY,35203585,85053312,ACC1-MVC Injuries
1/25/2020 10:15:27 AM,1/25/2020 10:55:28 AM,7415 IGOU FERRY RD,HAMILTON COUNTY,35203585,85053312,ACC1-MVC Injuries
1/25/2020 10:14:49 AM,1/25/2020 11:22:33 AM,7415 IGOU FERRY RD,HAMILTON COUNTY,35203585,85053312,ACC1-MVC Injuries
1/25/2020 7:11:08 AM,1/25/2020 8:12:14 AM,1918 Union Ave,CHATTANOOGA,35031985,85275444,ACC2-MVC No Injuries
1/25/2020 4:56:54 AM,1/25/2020 5:30:46 AM,802 Moss St,CHATTANOOGA,35038173,85245396,ACCDEL-MVC Delayed
1/25/2020 12:54:53 AM,1/25/2020 1:17:12 AM,4900 Highway 58,CHATTANOOGA,35093060,85180555,ACC2-MVC No Injuries
1/25/2020 12:34:06 AM,1/25/2020 3:18:47 AM,4762 Highway 58,CHATTANOOGA,35088299,85188635,ACC2-MVC No Injuries
