ORIG_FID,Center_Lat,Center_Long
231,35.0252,-85.30852273
232,35.0252,-85.30056818
233,35.0252,-85.29261364
234,35.0252,-85.28465909
235,35.0252,-85.27670455
236,35.0252,-85.26875
237,35.0252,-85.26079545
238,35.0252,-85.25284091
239,35.0252,-85.24488636
240,35.0252,-85.23693182
241,35.0252,-85.22897727
242,35.0252,-85.22102273
243,35.0252,-85.21306818
244,35.0252,-85.20511364
245,35.0252,-85.19715909
246,35.0252,-85.18920455
247,35.0252,-85.18125
248,35.0252,-85.17329545
249,35.0252,-85.16534091
250,35.0252,-85.15738636
251,35.0252,-85.14943182
252,35.0252,-85.14147727
253,35.0252,-85.13352273
254,35.0252,-85.12556818
255,35.0252,-85.11761364
256,35.0252,-85.10965909
257,35.0252,-85.10170455
258,35.0252,-85.09375
259,35.0252,-85.08579545
260,35.0252,-85.07784091
261,35.0252,-85.06988636
262,35.0252,-85.06193182
263,35.0252,-85.05397727
264,35.0316,-85.39602273
265,35.0316,-85.38806818
266,35.0316,-85.38011364
267,35.0316,-85.37215909
268,35.0316,-85.36420455
269,35.0316,-85.35625
270,35.0316,-85.34829545
271,35.0316,-85.34034091
272,35.0316,-85.33238636
273,35.0316,-85.32443182
274,35.0316,-85.31647727
275,35.0316,-85.30852273
276,35.0316,-85.30056818
277,35.0316,-85.29261364
278,35.0316,-85.28465909
279,35.0316,-85.27670455
280,35.0316,-85.26875
281,35.0316,-85.26079545
282,35.0316,-85.25284091
283,35.0316,-85.24488636
284,35.0316,-85.23693182
285,35.0316,-85.22897727
286,35.0316,-85.22102273
287,35.0316,-85.21306818
288,35.0316,-85.20511364
289,35.0316,-85.19715909
290,35.0316,-85.18920455
291,35.0316,-85.18125
292,35.0316,-85.17329545
293,35.0316,-85.16534091
294,35.0316,-85.15738636
295,35.0316,-85.14943182
296,35.0316,-85.14147727
297,35.0316,-85.13352273
298,35.0316,-85.12556818
299,35.0316,-85.11761364
300,35.0316,-85.10965909
301,35.0316,-85.10170455
302,35.0316,-85.09375
303,35.0316,-85.08579545
304,35.0316,-85.07784091
305,35.0316,-85.06988636
306,35.0316,-85.06193182
307,35.0316,-85.05397727
308,35.038,-85.39602273
309,35.038,-85.38806818
310,35.038,-85.38011364
311,35.038,-85.37215909
312,35.038,-85.36420455
313,35.038,-85.35625
314,35.038,-85.34829545
315,35.038,-85.34034091
316,35.038,-85.33238636
317,35.038,-85.32443182
318,35.038,-85.31647727
319,35.038,-85.30852273
320,35.038,-85.30056818
321,35.038,-85.29261364
322,35.038,-85.28465909
323,35.038,-85.27670455
324,35.038,-85.26875
325,35.038,-85.26079545
326,35.038,-85.25284091
327,35.038,-85.24488636
328,35.038,-85.23693182
329,35.038,-85.22897727
330,35.038,-85.22102273
331,35.038,-85.21306818
332,35.038,-85.20511364
333,35.038,-85.19715909
334,35.038,-85.18920455
335,35.038,-85.18125
336,35.038,-85.17329545
337,35.038,-85.16534091
338,35.038,-85.15738636
339,35.038,-85.14943182
340,35.038,-85.14147727
341,35.038,-85.13352273
342,35.038,-85.12556818
343,35.038,-85.11761364
344,35.038,-85.10965909
345,35.038,-85.10170455
346,35.038,-85.09375
347,35.038,-85.08579545
348,35.038,-85.07784091
349,35.038,-85.06988636
350,35.038,-85.06193182
351,35.038,-85.05397727
352,35.0444,-85.39602273
353,35.0444,-85.38806818
354,35.0444,-85.38011364
355,35.0444,-85.37215909
356,35.0444,-85.36420455
357,35.0444,-85.35625
358,35.0444,-85.34829545
359,35.0444,-85.34034091
360,35.0444,-85.33238636
361,35.0444,-85.32443182
362,35.0444,-85.31647727
363,35.0444,-85.30852273
364,35.0444,-85.30056818
365,35.0444,-85.29261364
366,35.0444,-85.28465909
367,35.0444,-85.27670455
368,35.0444,-85.26875
369,35.0444,-85.26079545
370,35.0444,-85.25284091
371,35.0444,-85.24488636
372,35.0444,-85.23693182
373,35.0444,-85.22897727
374,35.0444,-85.22102273
375,35.0444,-85.21306818
376,35.0444,-85.20511364
377,35.0444,-85.19715909
378,35.0444,-85.18920455
379,35.0444,-85.18125
380,35.0444,-85.17329545
381,35.0444,-85.16534091
382,35.0444,-85.15738636
383,35.0444,-85.14943182
384,35.0444,-85.14147727
385,35.0444,-85.13352273
386,35.0444,-85.12556818
387,35.0444,-85.11761364
388,35.0444,-85.10965909
389,35.0444,-85.10170455
390,35.0444,-85.09375
391,35.0444,-85.08579545
392,35.0444,-85.07784091
393,35.0444,-85.06988636
394,35.0444,-85.06193182
395,35.0444,-85.05397727
396,35.0508,-85.39602273
397,35.0508,-85.38806818
398,35.0508,-85.38011364
399,35.0508,-85.37215909
400,35.0508,-85.36420455
401,35.0508,-85.35625
402,35.0508,-85.34829545
403,35.0508,-85.34034091
404,35.0508,-85.33238636
405,35.0508,-85.32443182
406,35.0508,-85.31647727
407,35.0508,-85.30852273
408,35.0508,-85.30056818
409,35.0508,-85.29261364
410,35.0508,-85.28465909
411,35.0508,-85.27670455
412,35.0508,-85.26875
413,35.0508,-85.26079545
414,35.0508,-85.25284091
415,35.0508,-85.24488636
416,35.0508,-85.23693182
417,35.0508,-85.22897727
418,35.0508,-85.22102273
419,35.0508,-85.21306818
420,35.0508,-85.20511364
421,35.0508,-85.19715909
422,35.0508,-85.18920455
423,35.0508,-85.18125
424,35.0508,-85.17329545
425,35.0508,-85.16534091
426,35.0508,-85.15738636
427,35.0508,-85.14943182
428,35.0508,-85.14147727
429,35.0508,-85.13352273
430,35.0508,-85.12556818
431,35.0508,-85.11761364
432,35.0508,-85.10965909
433,35.0508,-85.10170455
434,35.0508,-85.09375
435,35.0508,-85.08579545
436,35.0508,-85.07784091
437,35.0508,-85.06988636
438,35.0508,-85.06193182
439,35.0508,-85.05397727
440,35.0572,-85.39602273
441,35.0572,-85.38806818
442,35.0572,-85.38011364
443,35.0572,-85.37215909
444,35.0572,-85.36420455
445,35.0572,-85.35625
446,35.0572,-85.34829545
447,35.0572,-85.34034091
448,35.0572,-85.33238636
449,35.0572,-85.32443182
450,35.0572,-85.31647727
451,35.0572,-85.30852273
452,35.0572,-85.30056818
453,35.0572,-85.29261364
454,35.0572,-85.28465909
455,35.0572,-85.27670455
456,35.0572,-85.26875
457,35.0572,-85.26079545
458,35.0572,-85.25284091
459,35.0572,-85.24488636
460,35.0572,-85.23693182
461,35.0572,-85.22897727
462,35.0572,-85.22102273
463,35.0572,-85.21306818
464,35.0572,-85.20511364
465,35.0572,-85.19715909
466,35.0572,-85.18920455
467,35.0572,-85.18125
468,35.0572,-85.17329545
469,35.0572,-85.16534091
470,35.0572,-85.15738636
471,35.0572,-85.14943182
472,35.0572,-85.14147727
473,35.0572,-85.13352273
474,35.0572,-85.12556818
475,35.0572,-85.11761364
476,35.0572,-85.10965909
477,35.0572,-85.10170455
478,35.0572,-85.09375
479,35.0572,-85.08579545
480,35.0572,-85.07784091
481,35.0572,-85.06988636
482,35.0572,-85.06193182
483,35.0572,-85.05397727
484,35.0636,-85.39602273
485,35.0636,-85.38806818
486,35.0636,-85.38011364
487,35.0636,-85.37215909
488,35.0636,-85.36420455
489,35.0636,-85.35625
490,35.0636,-85.34829545
491,35.0636,-85.34034091
492,35.0636,-85.33238636
493,35.0636,-85.32443182
494,35.0636,-85.31647727
495,35.0636,-85.30852273
496,35.0636,-85.30056818
497,35.0636,-85.29261364
498,35.0636,-85.28465909
499,35.0636,-85.27670455
500,35.0636,-85.26875
501,35.0636,-85.26079545
502,35.0636,-85.25284091
503,35.0636,-85.24488636
504,35.0636,-85.23693182
505,35.0636,-85.22897727
506,35.0636,-85.22102273
507,35.0636,-85.21306818
508,35.0636,-85.20511364
509,35.0636,-85.19715909
510,35.0636,-85.18920455
511,35.0636,-85.18125
512,35.0636,-85.17329545
513,35.0636,-85.16534091
514,35.0636,-85.15738636
515,35.0636,-85.14943182
516,35.0636,-85.14147727
517,35.0636,-85.13352273
518,35.0636,-85.12556818
519,35.0636,-85.11761364
520,35.0636,-85.10965909
521,35.0636,-85.10170455
522,35.0636,-85.09375
523,35.0636,-85.08579545
524,35.0636,-85.07784091
525,35.0636,-85.06988636
526,35.0636,-85.06193182
527,35.0636,-85.05397727
528,35.07,-85.39602273
529,35.07,-85.38806818
530,35.07,-85.38011364
531,35.07,-85.37215909
532,35.07,-85.36420455
533,35.07,-85.35625
534,35.07,-85.34829545
535,35.07,-85.34034091
536,35.07,-85.33238636
537,35.07,-85.32443182
538,35.07,-85.31647727
539,35.07,-85.30852273
540,35.07,-85.30056818
541,35.07,-85.29261364
542,35.07,-85.28465909
543,35.07,-85.27670455
544,35.07,-85.26875
545,35.07,-85.26079545
546,35.07,-85.25284091
547,35.07,-85.24488636
548,35.07,-85.23693182
549,35.07,-85.22897727
550,35.07,-85.22102273
551,35.07,-85.21306818
552,35.07,-85.20511364
553,35.07,-85.19715909
554,35.07,-85.18920455
555,35.07,-85.18125
556,35.07,-85.17329545
557,35.07,-85.16534091
558,35.07,-85.15738636
559,35.07,-85.14943182
560,35.07,-85.14147727
561,35.07,-85.13352273
562,35.07,-85.12556818
563,35.07,-85.11761364
564,35.07,-85.10965909
565,35.07,-85.10170455
566,35.07,-85.09375
567,35.07,-85.08579545
568,35.07,-85.07784091
569,35.07,-85.06988636
570,35.07,-85.06193182
571,35.07,-85.05397727
572,35.0764,-85.39602273
573,35.0764,-85.38806818
574,35.0764,-85.38011364
575,35.0764,-85.37215909
576,35.0764,-85.36420455
577,35.0764,-85.35625
578,35.0764,-85.34829545
579,35.0764,-85.34034091
580,35.0764,-85.33238636
581,35.0764,-85.32443182
582,35.0764,-85.31647727
583,35.0764,-85.30852273
584,35.0764,-85.30056818
585,35.0764,-85.29261364
586,35.0764,-85.28465909
587,35.0764,-85.27670455
588,35.0764,-85.26875
589,35.0764,-85.26079545
590,35.0764,-85.25284091
591,35.0764,-85.24488636
592,35.0764,-85.23693182
593,35.0764,-85.22897727
594,35.0764,-85.22102273
595,35.0764,-85.21306818
596,35.0764,-85.20511364
597,35.0764,-85.19715909
598,35.0764,-85.18920455
599,35.0764,-85.18125
600,35.0764,-85.17329545
601,35.0764,-85.16534091
602,35.0764,-85.15738636
603,35.0764,-85.14943182
604,35.0764,-85.14147727
605,35.0764,-85.13352273
606,35.0764,-85.12556818
607,35.0764,-85.11761364
608,35.0764,-85.10965909
609,35.0764,-85.10170455
610,35.0764,-85.09375
611,35.0764,-85.08579545
612,35.0764,-85.07784091
613,35.0764,-85.06988636
614,35.0764,-85.06193182
615,35.0764,-85.05397727
616,35.0828,-85.39602273
617,35.0828,-85.38806818
618,35.0828,-85.38011364
619,35.0828,-85.37215909
620,35.0828,-85.36420455
621,35.0828,-85.35625
622,35.0828,-85.34829545
623,35.0828,-85.34034091
624,35.0828,-85.33238636
625,35.0828,-85.32443182
626,35.0828,-85.31647727
627,35.0828,-85.30852273
628,35.0828,-85.30056818
629,35.0828,-85.29261364
630,35.0828,-85.28465909
631,35.0828,-85.27670455
632,35.0828,-85.26875
633,35.0828,-85.26079545
634,35.0828,-85.25284091
635,35.0828,-85.24488636
636,35.0828,-85.23693182
637,35.0828,-85.22897727
638,35.0828,-85.22102273
639,35.0828,-85.21306818
640,35.0828,-85.20511364
641,35.0828,-85.19715909
642,35.0828,-85.18920455
643,35.0828,-85.18125
644,35.0828,-85.17329545
645,35.0828,-85.16534091
646,35.0828,-85.15738636
647,35.0828,-85.14943182
648,35.0828,-85.14147727
649,35.0828,-85.13352273
650,35.0828,-85.12556818
651,35.0828,-85.11761364
652,35.0828,-85.10965909
653,35.0828,-85.10170455
654,35.0828,-85.09375
655,35.0828,-85.08579545
656,35.0828,-85.07784091
657,35.0828,-85.06988636
658,35.0828,-85.06193182
659,35.0828,-85.05397727
660,35.0892,-85.39602273
661,35.0892,-85.38806818
662,35.0892,-85.38011364
663,35.0892,-85.37215909
664,35.0892,-85.36420455
665,35.0892,-85.35625
666,35.0892,-85.34829545
667,35.0892,-85.34034091
668,35.0892,-85.33238636
669,35.0892,-85.32443182
670,35.0892,-85.31647727
671,35.0892,-85.30852273
672,35.0892,-85.30056818
673,35.0892,-85.29261364
674,35.0892,-85.28465909
675,35.0892,-85.27670455
676,35.0892,-85.26875
677,35.0892,-85.26079545
678,35.0892,-85.25284091
679,35.0892,-85.24488636
680,35.0892,-85.23693182
681,35.0892,-85.22897727
682,35.0892,-85.22102273
683,35.0892,-85.21306818
684,35.0892,-85.20511364
685,35.0892,-85.19715909
686,35.0892,-85.18920455
687,35.0892,-85.18125
688,35.0892,-85.17329545
689,35.0892,-85.16534091
690,35.0892,-85.15738636
691,35.0892,-85.14943182
692,35.0892,-85.14147727
693,35.0892,-85.13352273
694,35.0892,-85.12556818
695,35.0892,-85.11761364
696,35.0892,-85.10965909
697,35.0892,-85.10170455
698,35.0892,-85.09375
699,35.0892,-85.08579545
700,35.0892,-85.07784091
701,35.0892,-85.06988636
702,35.0892,-85.06193182
703,35.0892,-85.05397727
704,35.0956,-85.39602273
705,35.0956,-85.38806818
706,35.0956,-85.38011364
707,35.0956,-85.37215909
708,35.0956,-85.36420455
709,35.0956,-85.35625
710,35.0956,-85.34829545
711,35.0956,-85.34034091
712,35.0956,-85.33238636
713,35.0956,-85.32443182
714,35.0956,-85.31647727
715,35.0956,-85.30852273
716,35.0956,-85.30056818
717,35.0956,-85.29261364
718,35.0956,-85.28465909
719,35.0956,-85.27670455
720,35.0956,-85.26875
721,35.0956,-85.26079545
722,35.0956,-85.25284091
723,35.0956,-85.24488636
724,35.0956,-85.23693182
725,35.0956,-85.22897727
726,35.0956,-85.22102273
727,35.0956,-85.21306818
728,35.0956,-85.20511364
729,35.0956,-85.19715909
730,35.0956,-85.18920455
731,35.0956,-85.18125
732,35.0956,-85.17329545
733,35.0956,-85.16534091
734,35.0956,-85.15738636
735,35.0956,-85.14943182
736,35.0956,-85.14147727
737,35.0956,-85.13352273
738,35.0956,-85.12556818
739,35.0956,-85.11761364
740,35.0956,-85.10965909
741,35.0956,-85.10170455
742,35.0956,-85.09375
743,35.0956,-85.08579545
744,35.0956,-85.07784091
745,35.0956,-85.06988636
746,35.0956,-85.06193182
747,35.0956,-85.05397727
748,35.102,-85.39602273
749,35.102,-85.38806818
750,35.102,-85.38011364
751,35.102,-85.37215909
752,35.102,-85.36420455
753,35.102,-85.35625
754,35.102,-85.34829545
755,35.102,-85.34034091
756,35.102,-85.33238636
757,35.102,-85.32443182
758,35.102,-85.31647727
759,35.102,-85.30852273
760,35.102,-85.30056818
761,35.102,-85.29261364
762,35.102,-85.28465909
763,35.102,-85.27670455
764,35.102,-85.26875
765,35.102,-85.26079545
766,35.102,-85.25284091
767,35.102,-85.24488636
768,35.102,-85.23693182
769,35.102,-85.22897727
770,35.102,-85.22102273
771,35.102,-85.21306818
772,35.102,-85.20511364
773,35.102,-85.19715909
774,35.102,-85.18920455
775,35.102,-85.18125
776,35.102,-85.17329545
777,35.102,-85.16534091
778,35.102,-85.15738636
779,35.102,-85.14943182
780,35.102,-85.14147727
781,35.102,-85.13352273
782,35.102,-85.12556818
783,35.102,-85.11761364
784,35.102,-85.10965909
785,35.102,-85.10170455
786,35.102,-85.09375
787,35.102,-85.08579545
788,35.102,-85.07784091
789,35.102,-85.06988636
790,35.102,-85.06193182
791,35.102,-85.05397727
792,35.1084,-85.39602273
793,35.1084,-85.38806818
794,35.1084,-85.38011364
795,35.1084,-85.37215909
796,35.1084,-85.36420455
797,35.1084,-85.35625
798,35.1084,-85.34829545
799,35.1084,-85.34034091
800,35.1084,-85.33238636
801,35.1084,-85.32443182
802,35.1084,-85.31647727
803,35.1084,-85.30852273
804,35.1084,-85.30056818
805,35.1084,-85.29261364
806,35.1084,-85.28465909
807,35.1084,-85.27670455
808,35.1084,-85.26875
809,35.1084,-85.26079545
810,35.1084,-85.25284091
811,35.1084,-85.24488636
812,35.1084,-85.23693182
813,35.1084,-85.22897727
814,35.1084,-85.22102273
815,35.1084,-85.21306818
816,35.1084,-85.20511364
817,35.1084,-85.19715909
818,35.1084,-85.18920455
819,35.1084,-85.18125
820,35.1084,-85.17329545
821,35.1084,-85.16534091
822,35.1084,-85.15738636
823,35.1084,-85.14943182
824,35.1084,-85.14147727
825,35.1084,-85.13352273
826,35.1084,-85.12556818
827,35.1084,-85.11761364
828,35.1084,-85.10965909
829,35.1084,-85.10170455
830,35.1084,-85.09375
831,35.1084,-85.08579545
832,35.1084,-85.07784091
833,35.1084,-85.06988636
834,35.1084,-85.06193182
835,35.1084,-85.05397727
836,35.1148,-85.39602273
837,35.1148,-85.38806818
838,35.1148,-85.38011364
839,35.1148,-85.37215909
840,35.1148,-85.36420455
841,35.1148,-85.35625
842,35.1148,-85.34829545
843,35.1148,-85.34034091
844,35.1148,-85.33238636
845,35.1148,-85.32443182
846,35.1148,-85.31647727
847,35.1148,-85.30852273
848,35.1148,-85.30056818
849,35.1148,-85.29261364
850,35.1148,-85.28465909
851,35.1148,-85.27670455
852,35.1148,-85.26875
853,35.1148,-85.26079545
854,35.1148,-85.25284091
855,35.1148,-85.24488636
856,35.1148,-85.23693182
857,35.1148,-85.22897727
858,35.1148,-85.22102273
859,35.1148,-85.21306818
860,35.1148,-85.20511364
861,35.1148,-85.19715909
862,35.1148,-85.18920455
863,35.1148,-85.18125
864,35.1148,-85.17329545
865,35.1148,-85.16534091
866,35.1148,-85.15738636
867,35.1148,-85.14943182
868,35.1148,-85.14147727
869,35.1148,-85.13352273
870,35.1148,-85.12556818
871,35.1148,-85.11761364
872,35.1148,-85.10965909
873,35.1148,-85.10170455
874,35.1148,-85.09375
875,35.1148,-85.08579545
876,35.1148,-85.07784091
877,35.1148,-85.06988636
878,35.1148,-85.06193182
879,35.1148,-85.05397727
880,35.1212,-85.39602273
881,35.1212,-85.38806818
882,35.1212,-85.38011364
883,35.1212,-85.37215909
884,35.1212,-85.36420455
885,35.1212,-85.35625
886,35.1212,-85.34829545
887,35.1212,-85.34034091
888,35.1212,-85.33238636
889,35.1212,-85.32443182
890,35.1212,-85.31647727
891,35.1212,-85.30852273
892,35.1212,-85.30056818
893,35.1212,-85.29261364
894,35.1212,-85.28465909
895,35.1212,-85.27670455
896,35.1212,-85.26875
897,35.1212,-85.26079545
898,35.1212,-85.25284091
899,35.1212,-85.24488636
900,35.1212,-85.23693182
901,35.1212,-85.22897727
902,35.1212,-85.22102273
903,35.1212,-85.21306818
904,35.1212,-85.20511364
905,35.1212,-85.19715909
906,35.1212,-85.18920455
907,35.1212,-85.18125
908,35.1212,-85.17329545
909,35.1212,-85.16534091
910,35.1212,-85.15738636
911,35.1212,-85.14943182
912,35.1212,-85.14147727
913,35.1212,-85.13352273
914,35.1212,-85.12556818
915,35.1212,-85.11761364
916,35.1212,-85.10965909
917,35.1212,-85.10170455
918,35.1212,-85.09375
919,35.1212,-85.08579545
920,35.1212,-85.07784091
921,35.1212,-85.06988636
922,35.1212,-85.06193182
923,35.1212,-85.05397727
924,35.1276,-85.39602273
925,35.1276,-85.38806818
926,35.1276,-85.38011364
927,35.1276,-85.37215909
928,35.1276,-85.36420455
929,35.1276,-85.35625
930,35.1276,-85.34829545
931,35.1276,-85.34034091
932,35.1276,-85.33238636
933,35.1276,-85.32443182
934,35.1276,-85.31647727
935,35.1276,-85.30852273
936,35.1276,-85.30056818
937,35.1276,-85.29261364
938,35.1276,-85.28465909
939,35.1276,-85.27670455
940,35.1276,-85.26875
941,35.1276,-85.26079545
942,35.1276,-85.25284091
943,35.1276,-85.24488636
944,35.1276,-85.23693182
945,35.1276,-85.22897727
946,35.1276,-85.22102273
947,35.1276,-85.21306818
948,35.1276,-85.20511364
949,35.1276,-85.19715909
950,35.1276,-85.18920455
951,35.1276,-85.18125
952,35.1276,-85.17329545
953,35.1276,-85.16534091
954,35.1276,-85.15738636
955,35.1276,-85.14943182
956,35.1276,-85.14147727
957,35.1276,-85.13352273
958,35.1276,-85.12556818
959,35.1276,-85.11761364
960,35.1276,-85.10965909
961,35.1276,-85.10170455
962,35.1276,-85.09375
963,35.1276,-85.08579545
964,35.1276,-85.07784091
965,35.1276,-85.06988636
966,35.1276,-85.06193182
967,35.1276,-85.05397727
968,35.134,-85.39602273
969,35.134,-85.38806818
970,35.134,-85.38011364
971,35.134,-85.37215909
972,35.134,-85.36420455
973,35.134,-85.35625
974,35.134,-85.34829545
975,35.134,-85.34034091
976,35.134,-85.33238636
977,35.134,-85.32443182
978,35.134,-85.31647727
979,35.134,-85.30852273
980,35.134,-85.30056818
981,35.134,-85.29261364
982,35.134,-85.28465909
983,35.134,-85.27670455
984,35.134,-85.26875
985,35.134,-85.26079545
986,35.134,-85.25284091
987,35.134,-85.24488636
988,35.134,-85.23693182
989,35.134,-85.22897727
990,35.134,-85.22102273
991,35.134,-85.21306818
992,35.134,-85.20511364
993,35.134,-85.19715909
994,35.134,-85.18920455
995,35.134,-85.18125
996,35.134,-85.17329545
997,35.134,-85.16534091
998,35.134,-85.15738636
999,35.134,-85.14943182
1000,35.134,-85.14147727
1001,35.134,-85.13352273
1002,35.134,-85.12556818
1003,35.134,-85.11761364
1004,35.134,-85.10965909
1005,35.134,-85.10170455
1006,35.134,-85.09375
1007,35.134,-85.08579545
1008,35.134,-85.07784091
1009,35.134,-85.06988636
1010,35.134,-85.06193182
1011,35.134,-85.05397727
1012,35.1404,-85.39602273
1013,35.1404,-85.38806818
1014,35.1404,-85.38011364
1015,35.1404,-85.37215909
