ORIG_FID,Center_Lat,Center_Long
1016,35.1404,-85.36420455
1017,35.1404,-85.35625
1018,35.1404,-85.34829545
1019,35.1404,-85.34034091
1020,35.1404,-85.33238636
1021,35.1404,-85.32443182
1022,35.1404,-85.31647727
1023,35.1404,-85.30852273
1024,35.1404,-85.30056818
1025,35.1404,-85.29261364
1026,35.1404,-85.28465909
1027,35.1404,-85.27670455
1028,35.1404,-85.26875
1029,35.1404,-85.26079545
1030,35.1404,-85.25284091
1031,35.1404,-85.24488636
1032,35.1404,-85.23693182
1033,35.1404,-85.22897727
1034,35.1404,-85.22102273
1035,35.1404,-85.21306818
1036,35.1404,-85.20511364
1037,35.1404,-85.19715909
1038,35.1404,-85.18920455
1039,35.1404,-85.18125
1040,35.1404,-85.17329545
1041,35.1404,-85.16534091
1042,35.1404,-85.15738636
1043,35.1404,-85.14943182
1044,35.1404,-85.14147727
1045,35.1404,-85.13352273
1046,35.1404,-85.12556818
1047,35.1404,-85.11761364
1048,35.1404,-85.10965909
1049,35.1404,-85.10170455
1050,35.1404,-85.09375
1051,35.1404,-85.08579545
1052,35.1404,-85.07784091
1053,35.1404,-85.06988636
1054,35.1404,-85.06193182
1055,35.1404,-85.05397727
1056,35.1468,-85.39602273
1057,35.1468,-85.38806818
1058,35.1468,-85.38011364
1059,35.1468,-85.37215909
1060,35.1468,-85.36420455
1061,35.1468,-85.35625
1062,35.1468,-85.34829545
1063,35.1468,-85.34034091
1064,35.1468,-85.33238636
1065,35.1468,-85.32443182
1066,35.1468,-85.31647727
1067,35.1468,-85.30852273
1068,35.1468,-85.30056818
1069,35.1468,-85.29261364
1070,35.1468,-85.28465909
1071,35.1468,-85.27670455
1072,35.1468,-85.26875
1073,35.1468,-85.26079545
1074,35.1468,-85.25284091
1075,35.1468,-85.24488636
1076,35.1468,-85.23693182
1077,35.1468,-85.22897727
1078,35.1468,-85.22102273
1079,35.1468,-85.21306818
1080,35.1468,-85.20511364
1081,35.1468,-85.19715909
1082,35.1468,-85.18920455
1083,35.1468,-85.18125
1084,35.1468,-85.17329545
1085,35.1468,-85.16534091
1086,35.1468,-85.15738636
1087,35.1468,-85.14943182
1088,35.1468,-85.14147727
1089,35.1468,-85.13352273
1090,35.1468,-85.12556818
1091,35.1468,-85.11761364
1092,35.1468,-85.10965909
1093,35.1468,-85.10170455
1094,35.1468,-85.09375
1095,35.1468,-85.08579545
1096,35.1468,-85.07784091
1097,35.1468,-85.06988636
1098,35.1468,-85.06193182
1099,35.1468,-85.05397727
