,Unnamed: 0,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
332,226,33I0075001,-85.210479,35.004212,26,2/25/19,0:00,0,53.78,60.77,45.85,50.01,0.87,2,0,6.59,0.35,rain,0.0133,0.1339,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.5673989,1.391,1
2584,3,33I0075001,-85.210866,35.001294,162,2/25/19,0:00,0,53.78,60.77,45.87,50.01,0.87,2,0,6.64,0.35,rain,0.0133,0.1334,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.58261704,1.202,1
5404,3551,33SR153001,-85.245876,35.137652,38,2/25/19,14:00,14,54.18,55.44,33.55,16.88,0.23,2,0,9.14,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.5475232,9.335,1
1908,61,33I0075001,-85.211604,35.001154,52,2/25/19,0:00,0,53.78,60.78,45.87,50.01,0.87,2,0,6.63,0.35,rain,0.0133,0.1334,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.5815439,1.206,1
4743,4251,33I0024002,-85.366708,35.027029,45,2/25/19,17:00,17,55.49,55.88,35.18,28.84,0.36,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.52467906,4.085,1
2548,1977,3304976001,-85.06329,35.08082,109,2/25/19,8:00,8,34.36,54.68,34.36,20.64,0.57,2,0,6.81,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,0.56055677,1.598,1
2849,2030,33I0024002,-85.383202,35.018934,48,2/25/19,8:00,8,34.7,55.46,34.7,18.9,0.52,2,0,5.56,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.587061,2.945,1
1984,3698,33I0024002,-85.297411,35.02156,96,2/25/19,15:00,15,55.26,55.72,34.39,23.75,0.29,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.5175117,8.996,1
4165,2781,33I0024002,-85.366708,35.027029,45,2/25/19,11:00,11,46.1,55.88,35.18,15.12,0.28,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.5523723,4.085,1
4823,3915,33I0024002,-85.307401,35.027762,26,2/25/19,15:00,15,55.31,55.72,35.92,23.48,0.29,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.5112819,8.284,1
5082,2028,33I0024002,-85.39315,35.008289,50,2/25/19,8:00,8,34.66,55.78,34.66,18.91,0.52,2,0,5.55,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.56184155,2.007,1
2929,100,33I0075001,-85.203262,35.007414,43,2/25/19,0:00,0,53.79,60.71,45.78,50.02,0.87,2,0,6.65,0.35,rain,0.0132,0.134,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,2,2,8,8,2,1,11,48,15,,0.53164464,1.847,1
2535,3420,33SR029001,-85.153375,35.28178,26,2/25/19,13:00,13,52.78,55.63,33,15.26,0.22,2,0,7.89,0.26,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,13,1,12,24,15,,0.650257,19.512,1
4946,3498,33I0024002,-85.39315,35.008289,50,2/25/19,14:00,14,54.36,55.78,34.66,15.26,0.21,2,0,5.89,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.6730958,2.007,1
5768,1978,3305747001,-85.132664,35.080045,107,2/25/19,8:00,8,34.27,54.77,34.27,20.08,0.56,2,0,7.06,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,17,22,15,,0.65824,1.222,1
132,3785,33I0024002,-85.350032,35.028387,39,2/25/19,15:00,15,55.63,55.85,35.52,23.26,0.28,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.5695738,5.06,1
1570,3745,33I0024002,-85.383202,35.018934,48,2/25/19,15:00,15,55.17,55.46,34.7,23.02,0.28,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.51446384,2.945,1
82,4030,33I0024002,-85.350032,35.028387,39,2/25/19,16:00,16,55.85,55.85,35.52,27.91,0.34,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.54865426,5.06,1
1136,241,33I0075001,-85.16582,35.033426,26,2/25/19,0:00,0,54.04,60.53,45.59,50.37,0.87,2,0,6.84,0.35,rain,0.0126,0.1296,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.7753819,4.809,1
