,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile
1572,3303578001,-85.231908,35.006205,42,2/25/19,6:00,6,37.1,55.43,34.22,,,,24.52,0.6,2,,2.62,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1573,33SR008001,-85.209287,34.989471,42,2/25/19,6:00,6,37.19,55.56,34.61,,,,24.62,0.6,2,,2.61,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1574,3304987001,-85.158512,35.023735,42,2/25/19,6:00,6,36.72,55.19,34.44,,,,23.63,0.59,2,,3.59,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1575,3303580001,-85.160208,35.044088,41,2/25/19,6:00,6,36.72,55.26,34.3,,,,23.32,0.58,2,,4.05,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1576,3303552001,-85.279898,35.043794,41,2/25/19,6:00,6,37.42,55.68,34.28,,,,23.64,0.57,2,,3.24,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1577,330C656001,-85.291474,35.119695,41,2/25/19,6:00,6,37.23,55.34,33.4,,,,22.65,0.55,2,,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1578,330D462001,-85.21983,35.089088,40,2/25/19,6:00,6,37.45,55.29,34.27,,,,23.11,0.56,2,,4.85,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1579,33SR008001,-85.235377,34.995433,40,2/25/19,6:00,6,37.14,55.42,34.28,,,,24.62,0.6,2,,2.42,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1580,33I0024002,-85.350032,35.028387,39,2/25/19,6:00,6,37.16,55.85,35.52,,,,23.13,0.56,2,,2.27,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1581,3303590001,-85.3083,35.063253,39,2/25/19,6:00,6,37.43,55.6,34.04,,,,23.3,0.56,2,,3.7,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1582,33I0124001,-85.314195,35.04437,39,2/25/19,6:00,6,37.66,55.64,35.95,,,,23.14,0.55,2,,2.37,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1583,33SR153001,-85.214113,35.087611,38,2/25/19,6:00,6,37.32,55.18,34.26,,,,23.15,0.56,2,,4.8,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1584,33I0075001,-85.174285,35.024637,38,2/25/19,6:00,6,36.85,55.35,34.4,,,,23.56,0.58,2,,3.51,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1585,330F888001,-85.149653,35.034718,38,2/25/19,6:00,6,36.64,55.1,34.39,,,,23.51,0.59,2,,3.9,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1586,330A702001,-85.26761,35.034727,38,2/25/19,6:00,6,37.4,55.56,34.39,,,,23.82,0.58,2,,2.98,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1587,33SR153001,-85.177195,35.028893,38,2/25/19,6:00,6,36.89,55.32,34.37,,,,23.49,0.58,2,,3.59,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1588,33SR002001,-85.183432,35.031699,38,2/25/19,6:00,6,36.62,54.98,34.12,,,,23.42,0.58,2,,3.62,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1589,33SR002001,-85.205773,35.017752,38,2/25/19,6:00,6,36.81,55.38,34.23,,,,24.36,0.6,2,,3.12,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1590,3305747001,-85.142778,35.068587,38,2/25/19,6:00,6,36.69,55.09,34.39,,,,23.05,0.57,2,,5.31,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1591,33SR153001,-85.245876,35.137652,38,2/25/19,6:00,6,37.42,55.44,33.55,,,,22.08,0.53,2,,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1592,33SR153001,-85.246697,35.182577,38,2/25/19,6:00,6,37.18,55.33,33.26,,,,22.05,0.54,2,,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1593,3303604001,-85.128355,35.044349,37,2/25/19,6:00,6,36.47,54.68,34.37,,,,23.47,0.59,2,,4.24,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1594,330C910001,-85.252215,35.146073,37,2/25/19,6:00,6,37.05,55.26,32.99,,,,22.73,0.56,2,,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1595,3303593001,-85.248735,35.14182,37,2/25/19,6:00,6,37.04,55.33,33,,,,22.81,0.56,2,,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1596,33I0075001,-85.095544,35.078288,36,2/25/19,6:00,6,35.88,54.35,34.3,,,,23,0.59,2,,5.51,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1597,330E636001,-85.158111,35.043326,36,2/25/19,6:00,6,36.71,55.23,34.31,,,,23.34,0.58,2,,4.05,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1598,3301122001,-85.149705,35.039818,36,2/25/19,6:00,6,36.64,55.1,34.36,,,,23.43,0.58,2,,4.01,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1599,33I0024002,-85.31139,35.029438,36,2/25/19,6:00,6,37.62,55.71,35.95,,,,23.3,0.56,2,,2.07,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1600,3303580001,-85.156949,35.042868,36,2/25/19,6:00,6,36.7,55.21,34.32,,,,23.36,0.58,2,,4.04,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1601,33SR320001,-85.154777,35.008124,36,2/25/19,6:00,6,36.67,55.26,34.54,,,,23.87,0.59,2,,3.28,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1602,3305787001,-85.155058,35.030307,36,2/25/19,6:00,6,36.69,55.17,34.4,,,,23.55,0.59,2,,3.77,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1603,3304986001,-85.161923,35.035524,36,2/25/19,6:00,6,36.75,55.22,34.36,,,,23.44,0.58,2,,3.84,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1604,3303561001,-85.310664,35.052295,36,2/25/19,6:00,6,37.64,55.64,34.25,,,,23.43,0.56,2,,3.42,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1605,33SR008001,-85.206802,34.989515,36,2/25/19,6:00,6,37.17,55.56,34.62,,,,24.62,0.6,2,,2.63,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1606,33SR008001,-85.309633,35.052314,35,2/25/19,6:00,6,37.63,55.64,34.24,,,,23.44,0.56,2,,3.42,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1607,3303611001,-85.244059,35.01068,35,2/25/19,6:00,6,37.23,55.27,34.16,,,,24.45,0.6,2,,2.67,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1608,33SR317001,-85.209734,35.081593,35,2/25/19,6:00,6,37.11,55.03,34.22,,,,23.25,0.57,2,,4.61,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1609,33SR320001,-85.168677,35.01779,35,2/25/19,6:00,6,36.83,55.17,34.46,,,,23.69,0.59,2,,3.38,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1610,33SR153001,-85.225106,35.094661,35,2/25/19,6:00,6,37.75,55.42,34.33,,,,23.02,0.55,2,,5.04,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1611,33I0075001,-85.21117,35.002679,34,2/25/19,6:00,6,36.87,55.41,34.31,,,,24.59,0.61,2,,2.69,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1612,33SR153001,-85.221427,35.091719,34,2/25/19,6:00,6,37.52,55.31,34.28,,,,23.07,0.56,2,,4.94,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1613,33I0024002,-85.314205,35.030316,34,2/25/19,6:00,6,37.67,55.71,35.97,,,,23.28,0.56,2,,2.1,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1614,33SR058001,-85.159644,35.104728,34,2/25/19,6:00,6,36.34,54.92,33.88,,,,22.19,0.56,2,,5.91,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1615,330A654001,-85.315306,35.039104,34,2/25/19,6:00,6,37.55,55.71,35.89,,,,23.18,0.56,2,,2.27,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1616,33SR002001,-85.062889,35.084885,34,2/25/19,6:00,6,35.53,54.68,34.36,,,,23.09,0.6,2,,5.63,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1617,3302205001,-85.070057,35.087633,34,2/25/19,6:00,6,35.6,54.67,34.35,,,,23.03,0.6,2,,5.67,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1618,3303577001,-85.247288,35.023823,34,2/25/19,6:00,6,37.28,55.09,34.08,,,,24.23,0.59,2,,3.04,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1619,3303580001,-85.166282,35.046274,34,2/25/19,6:00,6,36.77,55.36,34.27,,,,23.26,0.58,2,,4.07,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1620,33SR002001,-85.212241,35.012306,34,2/25/19,6:00,6,36.87,55.42,34.24,,,,24.45,0.6,2,,2.93,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1621,330E315001,-85.13381,34.99941,34,2/25/19,6:00,6,36.22,54.89,34.41,,,,24.03,0.61,2,,3.3,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1622,3303559001,-85.311782,35.05227,34,2/25/19,6:00,6,37.65,55.64,34.25,,,,23.43,0.56,2,,3.41,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1623,3303577001,-85.246419,35.023643,33,2/25/19,6:00,6,37.27,55.08,34.08,,,,24.24,0.59,2,,3.04,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1624,330B809001,-85.218956,34.998857,33,2/25/19,6:00,6,36.94,55.43,34.31,,,,24.64,0.61,2,,2.55,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1625,330D127001,-85.158821,35.200613,33,2/25/19,6:00,6,36.61,55.35,34.18,,,,22.8,0.57,2,,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1626,3304459001,-85.312411,35.045297,33,2/25/19,6:00,6,37.69,55.63,35.97,,,,23.13,0.55,2,,2.38,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1627,33I0024002,-85.227148,35.005132,33,2/25/19,6:00,6,37.06,55.43,34.25,,,,24.53,0.6,2,,2.63,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1628,33SR317001,-85.136543,35.06093,33,2/25/19,6:00,6,36.52,54.94,34.26,,,,23.21,0.58,2,,4.56,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1629,33I0075001,-85.196993,35.009159,33,2/25/19,6:00,6,36.71,55.28,34.22,,,,23.75,0.59,2,,2.96,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1630,330C858001,-85.242192,35.127346,33,2/25/19,6:00,6,37.28,55.54,33.77,,,,22.46,0.55,2,,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1631,33I0075001,-85.177674,35.019094,32,2/25/19,6:00,6,36.9,55.27,34.43,,,,23.64,0.58,2,,3.35,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1632,33I0124001,-85.314203,35.044153,32,2/25/19,6:00,6,37.65,55.65,35.95,,,,23.14,0.55,2,,2.36,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1633,330E643001,-85.184651,35.030289,32,2/25/19,6:00,6,36.62,55.03,34.12,,,,23.43,0.58,2,,3.58,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1634,33SR002001,-85.269492,35.022196,32,2/25/19,6:00,6,37.31,55.27,34.01,,,,24.16,0.59,2,,2.99,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1635,330B220001,-85.222513,35.010366,32,2/25/19,6:00,6,37.01,55.43,34.23,,,,24.44,0.6,2,,2.81,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1636,33SR002001,-85.273583,35.01572,32,2/25/19,6:00,6,37.31,55.32,34.03,,,,24.24,0.59,2,,2.82,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1637,3304134001,-85.20734,35.147481,32,2/25/19,6:00,6,37.03,55.31,33.39,,,,22.98,0.56,2,,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1638,33I0124001,-85.314339,35.049113,32,2/25/19,6:00,6,37.9,55.59,36.09,,,,23.09,0.55,2,,2.46,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1639,33SR008001,-85.307328,35.036143,32,2/25/19,6:00,6,37.55,55.7,35.91,,,,23.25,0.56,2,,2.18,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1640,3301122001,-85.154037,35.041836,32,2/25/19,6:00,6,36.68,55.16,34.34,,,,23.39,0.58,2,,4.03,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1641,3304986001,-85.159779,35.035252,32,2/25/19,6:00,6,36.73,55.22,34.36,,,,23.46,0.58,2,,3.85,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1642,33I0024002,-85.322207,35.029902,31,2/25/19,6:00,6,37.8,55.75,36.04,,,,23.25,0.55,2,,2.14,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1643,3305770001,-85.243683,35.011387,31,2/25/19,6:00,6,37.23,55.27,34.16,,,,24.44,0.6,2,,2.69,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1644,3304418001,-85.25651,35.051718,31,2/25/19,6:00,6,37.45,55.16,34.33,,,,23.59,0.57,2,,3.54,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1645,33SR029001,-85.316172,35.056969,31,2/25/19,6:00,6,37.64,55.78,35.92,,,,23,0.55,2,,2.61,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1646,3304986001,-85.156744,35.037712,31,2/25/19,6:00,6,36.7,55.2,34.35,,,,23.43,0.58,2,,3.92,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1647,3305770001,-85.231362,35.007176,31,2/25/19,6:00,6,37.1,55.43,34.22,,,,24.5,0.6,2,,2.66,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1648,33I0124001,-85.314039,35.044272,31,2/25/19,6:00,6,37.65,55.65,35.95,,,,23.14,0.55,2,,2.36,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1649,3303542001,-85.231013,35.109143,31,2/25/19,6:00,6,37.24,55.42,33.86,,,,22.81,0.56,2,,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1650,33SR008001,-85.318282,35.083649,31,2/25/19,6:00,6,37.22,55.65,33.54,,,,23.12,0.56,2,,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1651,33SR002001,-85.365756,35.020313,31,2/25/19,6:00,6,36.82,55.87,35.19,,,,23.11,0.57,2,,2.26,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1652,3304995001,-85.186686,35.029063,30,2/25/19,6:00,6,36.63,55.11,34.12,,,,23.45,0.58,2,,3.54,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1653,330D198001,-85.200011,35.054571,30,2/25/19,6:00,6,36.89,55.34,34.05,,,,23.81,0.59,2,,4.14,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1654,33SR321001,-85.0667,35.059606,30,2/25/19,6:00,6,36.02,54.68,34.67,,,,23.3,0.59,2,,5.28,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1655,33SR320001,-85.184253,35.017209,30,2/25/19,6:00,6,36.97,55.23,34.43,,,,23.65,0.58,2,,3.26,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1656,33SR008001,-85.309399,35.045763,30,2/25/19,6:00,6,37.51,55.62,34.23,,,,23.52,0.57,2,,3.26,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1657,330B936001,-85.245409,34.996398,30,2/25/19,6:00,6,37.24,55.31,34.25,,,,24.63,0.6,2,,2.34,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1658,3304987001,-85.155546,35.030221,29,2/25/19,6:00,6,36.69,55.18,34.4,,,,23.55,0.59,2,,3.76,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1659,33I0024002,-85.399125,34.994874,29,2/25/19,6:00,6,36.93,55.44,35.19,,,,23.03,0.57,2,,2.33,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1660,33SR002001,-85.254881,35.027655,29,2/25/19,6:00,6,37.31,54.85,34.03,,,,24.14,0.59,2,,3.14,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1661,33SR002001,-85.211097,35.013904,29,2/25/19,6:00,6,36.86,55.42,34.23,,,,24.42,0.6,2,,2.98,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1662,3303556001,-85.237299,35.047083,29,2/25/19,6:00,6,37.18,55.16,33.96,,,,23.86,0.58,2,,3.79,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1663,330E416001,-85.174009,35.017383,29,2/25/19,6:00,6,36.86,55.26,34.45,,,,23.68,0.58,2,,3.34,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1664,330A343001,-85.312571,35.046047,29,2/25/19,6:00,6,37.73,55.62,35.99,,,,23.12,0.55,2,,2.39,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1665,33I0075001,-85.201076,35.007825,29,2/25/19,6:00,6,36.78,55.33,34.31,,,,24.51,0.61,2,,2.9,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1666,33I0024002,-85.28446,35.017606,29,2/25/19,6:00,6,37.41,55.67,34.48,,,,24,0.58,2,,2.5,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1667,330B854001,-85.207332,34.988878,28,2/25/19,6:00,6,37.17,55.56,34.62,,,,24.62,0.6,2,,2.63,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1668,3303580001,-85.157294,35.042997,28,2/25/19,6:00,6,36.7,55.22,34.32,,,,23.35,0.58,2,,4.04,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1669,3303580001,-85.188818,35.053305,28,2/25/19,6:00,6,36.68,55.29,34.04,,,,23.85,0.59,2,,4.15,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
1670,33I0075001,-85.17253,35.027345,28,2/25/19,6:00,6,36.84,55.3,34.39,,,,23.53,0.58,2,,3.58,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
