Latitude,Longitude,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Probability,Prediction
0.0,0.0,0.0,0.3355903512484133,0.8443877551020407,0.7062634989200873,0.6898496240601499,0.7291666666666667,0.0,0.0,0.5840386940749698,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28000042,0.0
0.0,0.023255813511582346,0.0,0.3449005501481168,0.8762755102040813,0.7278617710583166,0.6954887218045123,0.7083333333333333,0.0,0.0,0.5731559854897219,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009099181073703367,0.39344862,0.0
0.0,0.04651162702310785,0.0,0.34574693186627137,0.8724489795918355,0.7343412526997835,0.7030075187969924,0.7083333333333333,0.0,0.0,0.562273276904474,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0018198362147406734,0.54295474,1.0
0.0,0.06976744199647555,0.0,0.31316123571730836,0.7270408163265305,0.6781857451403877,0.708646616541353,0.75,0.0,0.0,0.5501813784764209,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00272975432211101,0.69309646,1.0
0.0,0.09302325550800106,0.0,0.22556072788827786,0.2895408163265287,0.4622030237580983,0.7161654135338349,0.8750000000000002,0.0,0.0,0.539298669891173,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003639672429481347,0.7879606,1.0
0.0,0.11627906901955498,0.0,0.16546762589928043,0.033163265306122014,0.23542116630669518,0.7218045112781954,0.9583333333333333,0.0,0.0,0.5284159613059249,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004549590536851684,0.7843606,1.0
0.0,0.13953488399289427,0.0,0.1790097333897589,0.08163265306122369,0.28725701943844584,0.7293233082706774,0.9583333333333333,0.0,0.0,0.5163240628778718,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00545950864422202,0.57426435,1.0
0.0,0.1627906975044766,0.0,0.2488362251375369,0.4043367346938762,0.5399568034557234,0.7349624060150379,0.8541666666666667,0.0,0.0,0.5054413542926239,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006369426751592357,0.3297516,0.0
0.0,0.18604651101603054,0.0,0.33516716038933536,0.8048469387755102,0.7365010799136069,0.7424812030075199,0.7291666666666667,0.0,0.0,0.4945586457073761,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007279344858962694,0.2941191,0.0
0.0,0.2093023259893414,0.0,0.33685992382564534,0.8048469387755102,0.7429805615550755,0.7481203007518804,0.7291666666666667,0.0,0.0,0.48246674727932287,0.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00818926296633303,0.1636021,0.0
0.0,0.23255813950092374,0.0,0.3550571307659758,0.8749999999999982,0.781857451403889,0.7556390977443606,0.7083333333333333,0.0,0.0,0.471584038694075,0.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009099181073703368,0.10223683,0.0
0.0,0.25581395301244925,0.0,0.36098180279305936,0.8915816326530592,0.7969762419006479,0.7612781954887229,0.7083333333333333,0.0,0.0,0.45949214026602186,0.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010009099181073703,0.054964803,0.0
0.0,0.27906976798581695,0.0,0.34447735928903933,0.8890306122448965,0.7883369330453558,0.7706766917293226,0.7291666666666667,0.0,0.0,0.46553808948004843,0.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01091901728844404,0.028668812,0.0
