,Unnamed: 0,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
1345,45,33I0075001,-85.163861,35.035266,65,2/25/19,0:00,0,54.04,60.56,45.61,50.37,0.87,2,0,6.85,0.35,rain,0.0126,0.1297,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.7737342,4.977,1.0
4411,2257,33I0075001,-85.136675,35.055684,58,2/25/19,9:00,9,39.58,54.98,34.29,19.96,0.45,2,0,3.4,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,8,8,2,1,11,48,15,,0.020008901,7.063,0.0
2648,1502,33I0075001,-85.200822,35.007894,71,2/25/19,6:00,6,36.78,55.32,34.31,24.51,0.61,2,0,2.9,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,0.011194143,1.9909999999999999,0.0
4448,2367,33I0124001,-85.314203,35.044153,32,2/25/19,9:00,9,40.72,55.65,35.95,18.1,0.4,2,0,2.12,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,,0.03434654,1.197,0.0
2506,4434,33I0075001,-85.207205,35.005828,93,2/25/19,18:00,18,52.5,55.39,34.3,30.95,0.44,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,1,2,2,2,8,8,2,1,11,48,15,,0.4563372,1.5959999999999999,0.0
4589,4708,3301145001,-85.05854000000001,35.082749,58,2/25/19,19:00,19,47.6,54.64,34.37,31.04,0.52,2,0,10.0,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,22,15,,0.28583437,6.876,0.0
5576,5580,33SR002001,-85.25488100000001,35.027654999999996,29,2/25/19,22:00,22,44.49,54.85,34.03,30.06,0.57,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,0.23463073,11.917,0.0
1180,4145,33SR002001,-85.328307,35.013733,27,2/25/19,16:00,16,55.64,55.64,35.75,28.05,0.34,2,0,10.0,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,3,0,0,2,3,3,21,1,16,24,15,,0.13037041,5.742999999999999,0.0
1974,2639,33I0024002,-85.399125,34.994873999999996,29,2/25/19,10:00,10,42.52,55.44,35.19,16.04,0.34,2,0,2.2,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.018569162,0.996,0.0
4992,3454,33I0075001,-85.207205,35.005828,93,2/25/19,14:00,14,53.59,55.39,34.3,17.59,0.24,2,0,3.81,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,1,2,2,2,8,8,2,1,11,48,15,,0.018547827,1.5959999999999999,0.0
114,3532,3303578001,-85.23190799999999,35.006205,42,2/25/19,14:00,14,53.63,55.43,34.22,17.37,0.24,2,0,3.64,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,27,15,,0.09114244,0.787,0.0
2685,2987,3305770001,-85.220466,35.004613,65,2/25/19,12:00,12,48.64,55.43,34.27,14.29,0.25,2,0,3.1,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,18,4,16,34,15,,0.083455145,0.107,0.0
461,4080,330C858001,-85.242192,35.127346,33,2/25/19,16:00,16,55.55,55.55,33.77,27.99,0.34,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,3,4,0,2,2,2,12,4,19,18,15,,0.22843133,0.09,0.0
4232,2997,33I0024002,-85.267436,35.019224,56,2/25/19,12:00,12,48.3,54.92,34.04,13.82,0.25,2,0,2.88,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,0.048653737,10.993,0.0
1715,1660,33SR002001,-85.25488100000001,35.027654999999996,29,2/25/19,6:00,6,37.31,54.85,34.03,24.14,0.59,2,0,3.14,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,0.011097307,11.917,0.0
952,280,33I0024002,-85.221655,35.004334,70,2/25/19,1:00,1,43.21,55.05,34.26,23.39,0.45,2,0,2.99,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,0.007053919,13.950999999999999,0.0
410,1766,330D624001,-85.199279,35.234297,60,2/25/19,7:00,7,34.32,55.18,33.89,18.25,0.51,2,0,10.0,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,14,15,,0.15245064,0.139,0.0
2950,2868,3305770001,-85.24368299999999,35.011387,31,2/25/19,11:00,11,45.74,55.27,34.16,16.16,0.3,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,1,3,3,18,4,16,40,15,,0.2758104,1.511,0.0
3782,1232,33I0024002,-85.28069,35.016490999999995,136,2/25/19,5:00,5,38.43,55.61,33.97,24.73,0.57,2,0,2.88,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.008112448,10.06,0.0
1218,1220,33I0024002,-85.307401,35.027762,26,2/25/19,4:00,4,38.16,55.72,35.92,23.25,0.55,2,0,2.02,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.008005732,8.283999999999999,0.0
695,1882,3304134001,-85.20734,35.147481,32,2/25/19,7:00,7,34.37,55.31,33.39,18.26,0.51,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,16,20,15,,0.08753302,1.307,0.0
5504,3361,3304986001,-85.15674399999999,35.037712,31,2/25/19,13:00,13,51.07,55.2,34.35,15.64,0.24,2,0,2.96,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.04093007,1.8630000000000002,0.0
2930,5054,330B809001,-85.218956,34.998857,33,2/25/19,20:00,20,47.17,55.43,34.31,31.04,0.53,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,20,15,,0.28593948,0.077,0.0
2916,3984,33SR008001,-85.317611,35.083977000000004,52,2/25/19,16:00,16,55.64,55.64,33.53,27.85,0.34,2,0,10.0,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,0.3504367,11.962,0.0
149,4604,330A343001,-85.31257099999999,35.046046999999994,29,2/25/19,18:00,18,52.79,55.62,35.99,30.52,0.42,2,0,10.0,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,12,4,19,20,15,,0.13653141,0.004,0.0
5506,1903,3304987001,-85.155546,35.030221000000004,29,2/25/19,7:00,7,35.71,55.18,34.4,21.14,0.55,2,0,3.55,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.012357231,1.127,0.0
2982,2438,330A639001,-85.30835,35.031887,26,2/25/19,9:00,9,40.75,55.72,35.91,18.25,0.4,2,0,1.96,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,4,0,2,2,2,12,4,19,28,15,,0.12097467,0.28800000000000003,0.0
3313,3594,33SR002001,-85.269492,35.022196,32,2/25/19,14:00,14,53.67,55.27,34.01,17.01,0.23,2,0,3.48,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,36,15,,0.09334371,10.607000000000001,0.0
3015,2880,33SR320001,-85.184253,35.017209,30,2/25/19,11:00,11,45.66,55.23,34.43,16.34,0.3,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,21,1,14,24,15,,0.3677763,1.3630000000000002,0.0
4862,3733,330F894001,-85.154814,35.04156,55,2/25/19,15:00,15,54.52,55.17,34.34,24.55,0.31,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,0.15866496,0.09,0.0
3962,2659,33SR002001,-85.06434499999999,35.084844,28,2/25/19,10:00,10,42.24,54.69,34.36,19.3,0.39,2,0,3.98,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,5,5,21,1,16,24,15,,0.05319977,20.781,0.0
2693,952,330E416001,-85.173294,35.017551,27,2/25/19,3:00,3,39.36,55.25,34.45,23.1,0.52,2,0,5.74,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,0.051840216,0.316,0.0
2133,2243,3305395001,-85.26321,35.081783,69,2/25/19,9:00,9,40.41,55.63,34.12,18.18,0.4,2,0,3.85,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,5,0,2,4,4,16,4,14,24,15,,0.033961814,6.3260000000000005,0.0
1652,282,3305788001,-85.138005,35.05514,69,2/25/19,1:00,1,43.02,54.7,34.29,22.36,0.44,2,0,3.94,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,17,18,15,,0.007908889,0.196,0.0
147,880,330A654001,-85.315306,35.039103999999995,34,2/25/19,3:00,3,40.12,55.71,35.89,22.33,0.49,2,0,2.29,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,32,15,,0.006664599,0.003,0.0
106,1810,3304987001,-85.157359,35.026889000000004,43,2/25/19,7:00,7,35.7,55.18,34.42,21.2,0.55,2,0,3.46,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.012238923,0.878,0.0
959,4296,33SR320001,-85.154777,35.008124,36,2/25/19,17:00,17,54.88,55.27,34.54,29.51,0.38,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.2707837,3.4210000000000003,0.0
5740,3761,33I0024002,-85.366708,35.027029,45,2/25/19,15:00,15,55.66,55.88,35.18,23.18,0.28,2,0,10.0,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.5574256,4.085,1.0
1044,4868,33SR002001,-85.198298,35.022448,27,2/25/19,19:00,19,49.01,55.32,34.22,31.22,0.5,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.3018324,15.844000000000001,0.0
4559,1019,33SR002001,-85.24646800000001,35.024158,69,2/25/19,4:00,4,37.81,55.08,34.08,25.31,0.6,2,0,6.17,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.09512525,12.466,0.0
4343,1338,33SR153001,-85.214113,35.087610999999995,38,2/25/19,5:00,5,38.18,55.18,34.26,23.09,0.54,2,0,4.84,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,0.012858415,5.272,0.0
215,3254,3303601001,-85.200161,35.055347999999995,49,2/25/19,13:00,13,51.43,55.33,34.03,15.24,0.23,2,0,2.64,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,30,15,,0.04084099,0.002,0.0
3539,2397,3303556001,-85.237299,35.047083,29,2/25/19,9:00,9,40.4,55.16,33.96,18.97,0.42,2,0,3.68,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,,0.043213,2.418,0.0
1482,3063,3303604001,-85.128355,35.044349,37,2/25/19,12:00,12,48.16,54.68,34.37,14.68,0.26,2,0,4.18,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,12,15,,0.15300469,3.707,0.0
2207,949,33SR320001,-85.153227,35.008538,27,2/25/19,3:00,3,39.24,55.25,34.54,23.22,0.52,2,0,5.49,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.059456255,3.383,0.0
3698,457,3303578001,-85.219735,35.043284,27,2/25/19,1:00,1,42.9,55.12,33.99,22.75,0.44,2,0,3.9,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,0.007175639,3.6689999999999996,0.0
4780,4441,33SR002001,-85.13423900000001,35.060689,76,2/25/19,18:00,18,51.68,54.9,34.26,30.77,0.45,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.29149017,20.339000000000002,0.0
2415,2231,33I0075001,-85.20989399999999,34.998664,83,2/25/19,9:00,9,39.86,55.4,34.34,20.0,0.44,2,0,3.29,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,0.0129636545,1.014,0.0
2130,2569,33SR002001,-85.205773,35.017752,38,2/25/19,10:00,10,42.53,55.38,34.23,18.54,0.38,2,0,3.76,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.054482248,15.309000000000001,0.0
3720,4595,33SR320001,-85.184253,35.017209,30,2/25/19,18:00,18,52.2,55.23,34.43,30.9,0.44,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,21,1,14,24,15,,0.36049724,1.3630000000000002,0.0
1824,5477,330F888001,-85.14970500000001,35.037485,45,2/25/19,22:00,22,44.26,55.1,34.37,29.88,0.57,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,4,12,4,19,24,15,,0.14389344,0.363,0.0
3910,2337,3305787001,-85.155058,35.030307,36,2/25/19,9:00,9,39.66,55.17,34.4,20.1,0.45,2,0,3.37,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.017042162,0.021,0.0
2435,5388,33I0024002,-85.25206899999999,35.014338,26,2/25/19,21:00,21,45.44,55.05,34.12,30.57,0.56,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.10216037,12.072000000000001,0.0
3203,2848,3303577001,-85.24641899999999,35.023643,33,2/25/19,11:00,11,45.61,55.08,34.08,16.03,0.3,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,0.26536563,1.62,0.0
2659,5625,33SR029001,-85.153375,35.28178,26,2/25/19,22:00,22,42.11,55.63,33.0,28.61,0.58,2,0,10.0,0.26,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,13,1,12,24,15,,0.19975308,19.512,0.0
45,2486,3304988001,-85.15562800000001,35.024501,70,2/25/19,10:00,10,42.51,55.17,34.44,19.03,0.39,2,0,3.67,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,26,15,,0.02365964,2.853,0.0
963,206,33SR029001,-85.316129,35.057348,28,2/25/19,0:00,0,54.4,61.95,45.86,50.71,0.87,2,0,3.25,0.35,rain,0.0149,0.1551,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,2,2,6,6,13,1,12,36,18,,0.14870183,0.196,0.0
3016,5293,3303577001,-85.247288,35.023823,34,2/25/19,21:00,21,45.45,55.09,34.08,30.5,0.56,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,0.15911038,1.611,0.0
531,3957,3305788001,-85.138005,35.05514,69,2/25/19,16:00,16,55.01,55.01,34.29,28.7,0.36,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,18,4,17,18,15,,0.23037082,0.196,0.0
1779,3397,3303578001,-85.219735,35.043284,27,2/25/19,13:00,13,51.46,55.46,33.99,15.13,0.23,2,0,2.39,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,0.06642836,3.6689999999999996,0.0
3129,4788,3304986001,-85.161923,35.035524,36,2/25/19,19:00,19,48.78,55.22,34.36,31.16,0.5,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.2832097,1.444,0.0
4977,1994,33I0024002,-85.323459,35.027231,70,2/25/19,8:00,8,35.75,55.77,35.75,19.53,0.51,2,0,2.21,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,,0.025513083,7.148,0.0
5332,3802,330E636001,-85.158111,35.043326,36,2/25/19,15:00,15,54.58,55.23,34.31,24.52,0.31,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,12,4,19,30,15,,0.11291528,0.28300000000000003,0.0
744,1447,33I0124001,-85.318867,35.035208000000004,27,2/25/19,5:00,5,38.74,55.73,35.94,22.59,0.52,2,0,2.06,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,5,2,2,6,8,2,1,11,36,15,,0.008617377,0.445,0.0
4874,703,33SR002001,-85.198298,35.022448,27,2/25/19,2:00,2,40.74,55.31,34.22,25.54,0.54,2,0,3.16,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.00732507,15.844000000000001,0.0
3764,5412,33I0024002,-85.238046,35.008957,97,2/25/19,22:00,22,44.66,55.39,34.19,30.21,0.57,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,7,2,1,11,36,18,,0.23885898,12.956,0.0
4378,4237,3303577001,-85.251611,35.014733,48,2/25/19,17:00,17,54.77,55.07,34.12,29.19,0.37,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,10,15,,0.36670774,0.934,0.0
707,2735,33I0075001,-85.174239,35.02432,67,2/25/19,11:00,11,45.77,55.34,34.4,16.34,0.3,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,7,2,1,11,48,18,,0.31885263,4.019,0.0
1584,3732,33I0024002,-85.267436,35.019224,56,2/25/19,15:00,15,54.4,54.92,34.04,24.0,0.3,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,0.2618821,10.993,0.0
2674,5868,330A639001,-85.30835,35.031887,26,2/25/19,23:00,23,44.55,56.36,35.91,29.77,0.56,2,0,10.0,0.34,rain,0.0002,0.0013,1551110400,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,12,4,19,28,15,,0.12461869,0.28800000000000003,0.0
292,4874,3302207001,-85.064316,35.090553,27,2/25/19,19:00,19,47.65,54.7,34.36,31.02,0.52,2,0,10.0,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,2,17,24,15,,0.1881396,0.507,0.0
761,1583,33SR153001,-85.214113,35.087610999999995,38,2/25/19,6:00,6,37.32,55.18,34.26,23.15,0.56,2,0,4.8,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,0.014169615,5.272,0.0
4008,3326,33I0075001,-85.21117,35.002679,34,2/25/19,13:00,13,51.17,55.41,34.31,15.47,0.24,2,0,2.28,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.0067787725,1.2890000000000001,0.0
1324,2297,33I0124001,-85.314266,35.047051,44,2/25/19,9:00,9,40.72,55.61,36.03,18.07,0.4,2,0,2.14,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,5,2,1,11,24,15,,0.035985827,1.399,0.0
5283,966,33SR320001,-85.149292,35.005439,26,2/25/19,3:00,3,39.21,55.2,34.56,23.25,0.52,2,0,5.42,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.056417648,3.804,0.0
1635,4025,3303580001,-85.160208,35.044088,41,2/25/19,16:00,16,55.27,55.27,34.3,28.65,0.36,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,4,4,18,4,14,24,15,,0.2893529,1.915,0.0
3334,3198,3303603001,-85.181912,35.016889,113,2/25/19,13:00,13,50.99,55.23,34.44,15.55,0.24,2,0,2.61,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,0.051348932,0.002,0.0
2491,4040,3305747001,-85.142778,35.068587,38,2/25/19,16:00,16,55.09,55.09,34.39,28.63,0.36,2,0,10.0,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,1,2,2,18,4,17,24,18,,0.2399612,0.275,0.0
5651,742,33I0024002,-85.28069,35.016490999999995,136,2/25/19,3:00,3,39.83,55.61,33.97,22.89,0.5,2,0,5.85,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.047563303,10.06,0.0
4801,1470,3304986001,-85.15870600000001,35.034528,268,2/25/19,6:00,6,36.71,55.22,34.37,23.47,0.58,2,0,3.84,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.009648099,1.464,0.0
