Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
4/26/2019 11:54:34 PM,4/27/2019 12:28:31 AM,5750 Lake Resort Dr,CHATTANOOGA,35111421,85217008,ACC2-MVC No Injuries
4/26/2019 10:29:48 PM,4/27/2019 12:26:15 AM,632 Morrison Springs Rd,RED BANK,35123407,85302088,ACC2-MVC No Injuries
4/26/2019 10:05:17 PM,4/26/2019 11:04:18 PM,5300 Highway 153,CHATTANOOGA,35127346,85242192,ACC2-MVC No Injuries
4/26/2019 9:38:51 PM,4/26/2019 10:56:05 PM,CAROUSEL RD / GREENWOOD RD,CHATTANOOGA,35049670,85243149,ACC2-MVC No Injuries
4/26/2019 9:29:30 PM,4/26/2019 11:13:58 PM,100 INTERSTATE 75 NB,EAST RIDGE,34996081,85206737,ACC2-MVC No Injuries
4/26/2019 9:24:43 PM,4/26/2019 10:31:08 PM,5300 HIGHWAY 153,CHATTANOOGA,35127346,85242192,ACC2-MVC No Injuries
4/26/2019 9:24:20 PM,4/26/2019 9:27:46 PM,520 Northgate Mall Dr,CHATTANOOGA,35128150,85242114,ACC3-MVC Unknown Injuries
4/26/2019 9:18:56 PM,4/26/2019 10:11:57 PM,W MAIN ST / COWART ST,CHATTANOOGA,35037223,85310238,ACC2-MVC No Injuries
4/26/2019 9:07:01 PM,4/26/2019 9:40:50 PM,6300-6389 Lee Hwy,CHATTANOOGA,35031842,85183192,ACC2-MVC No Injuries
4/26/2019 8:53:57 PM,4/26/2019 9:53:52 PM,6241 PERIMETER DR,CHATTANOOGA,35029585,85181644,ACC2-MVC No Injuries
4/26/2019 8:01:59 PM,4/26/2019 8:25:15 PM,380-419 Highway 27 Sb,RED BANK,35086746,85324216,ACC1-MVC Injuries
4/26/2019 8:01:58 PM,4/26/2019 9:01:32 PM,380-419 Highway 27 Sb,RED BANK,35086746,85324216,ACC1-MVC Injuries
4/26/2019 8:01:34 PM,4/26/2019 9:01:34 PM,380-419 Highway 27 Sb,RED BANK,35086746,85324216,ACC1-MVC Injuries
4/26/2019 7:30:36 PM,4/26/2019 8:07:56 PM,310 Northgate Mall Dr,CHATTANOOGA,35129513,85236767,ACC2-MVC No Injuries
4/26/2019 7:30:23 PM,4/26/2019 10:34:54 PM,AIRPORT CONNECTOR RD / SHEPHERD RD,CHATTANOOGA,35036704,85191010,ACC2-MVC No Injuries
4/26/2019 7:28:05 PM,4/26/2019 7:53:08 PM,5579 Highway 153,CHATTANOOGA,35146073,85252215,ACC2-MVC No Injuries
4/26/2019 7:05:46 PM,4/26/2019 7:08:13 PM,2650 Sam Powell Trl,SIGNAL MOUNTAIN,35161571,85367845,ACC2-MVC No Injuries
4/26/2019 6:46:16 PM,4/26/2019 8:15:58 PM,1900 HICKORY VALLEY RD,CHATTANOOGA,35032626,85173623,ACC2-MVC No Injuries
4/26/2019 6:24:47 PM,4/26/2019 6:44:10 PM,Highway 58 / Hickory Valley Rd,CHATTANOOGA,35104728,85159644,ACC2-MVC No Injuries
4/26/2019 6:22:33 PM,4/26/2019 6:37:39 PM,5380 - 5399 Highway 58,CHATTANOOGA,35104417,85160984,ACC2-MVC No Injuries
4/26/2019 6:21:45 PM,4/26/2019 7:38:40 PM,6239 Highway 58,CHATTANOOGA,35123473,85125861,ACC2-MVC No Injuries
4/26/2019 6:19:16 PM,4/26/2019 6:58:38 PM,2001 Riverside Dr,CHATTANOOGA,35058490,85278489,ACCDEL-MVC Delayed
4/26/2019 6:17:02 PM,4/26/2019 6:26:07 PM,1736 - 1755 Thrasher Pike,HAMILTON COUNTY,35185318,85186197,ACC3-MVC Unknown Injuries
4/26/2019 6:13:19 PM,4/26/2019 6:31:00 PM,2300-2399 Shallowford Village Dr,CHATTANOOGA,35043335,85158108,ACC2-MVC No Injuries
4/26/2019 6:13:12 PM,4/26/2019 6:35:44 PM,1834 Thrasher Pike,HAMILTON COUNTY,35179179,85181734,ACC2-MVC No Injuries
4/26/2019 6:08:46 PM,4/26/2019 7:08:46 PM,1600 S Smith St,EAST RIDGE,34987881,85211162,ACC2-MVC No Injuries
4/26/2019 6:08:46 PM,4/26/2019 6:10:55 PM,1600 S SMITH ST,EAST RIDGE,34987881,85211162,ACC2-MVC No Injuries
4/26/2019 6:05:39 PM,4/26/2019 6:09:21 PM,Middle Valley Rd / Wesley Dr,HAMILTON COUNTY,35178647,85200300,ACC3-MVC Unknown Injuries
4/26/2019 6:00:33 PM,4/26/2019 6:10:02 PM,7530 Middle Valley Rd,HAMILTON COUNTY,35182678,85192865,ACC2-MVC No Injuries
4/26/2019 5:53:49 PM,4/26/2019 6:21:41 PM,200 HIGHWAY 153 NB,CHATTANOOGA,35047931,85188371,ACC2-MVC No Injuries
4/26/2019 5:51:50 PM,4/26/2019 6:27:37 PM,5230 Highway 153,CHATTANOOGA,35125339,85240939,ACC2-MVC No Injuries
4/26/2019 5:34:34 PM,4/26/2019 6:02:16 PM,300 Vine St,CHATTANOOGA,35050039,85305853,ACC2-MVC No Injuries
4/26/2019 5:33:35 PM,4/26/2019 6:11:14 PM,Standifer Gap Rd / Courage Way,CHATTANOOGA,35052195,85147281,ACC2-MVC No Injuries
4/26/2019 5:30:04 PM,4/26/2019 5:44:20 PM,9032 OLD LEE HWY,COLLEGEDALE,35083871,85065843,ACC2-MVC No Injuries
4/26/2019 5:28:35 PM,4/26/2019 6:04:08 PM,500 CHERRY ST,CHATTANOOGA,35050971,85308576,ACC2-MVC No Injuries
4/26/2019 5:24:54 PM,4/26/2019 5:53:54 PM,HIGHWAY 153 / BOY SCOUT RD,CHATTANOOGA,35182577,85246697,ACC2-MVC No Injuries
4/26/2019 5:24:45 PM,4/26/2019 5:58:17 PM,1-9 EXIT 5 OFF RAMP SB,CHATTANOOGA,35043212,85156339,ACC2-MVC No Injuries
4/26/2019 5:22:41 PM,4/26/2019 6:46:14 PM,1100 Carter St,CHATTANOOGA,35043530,85312074,ACC2-MVC No Injuries
4/26/2019 5:21:55 PM,4/26/2019 5:57:03 PM,670-699 GEORGIA AVE,CHATTANOOGA,35048714,85306593,ACC2-MVC No Injuries
4/26/2019 5:21:40 PM,4/26/2019 5:54:00 PM,FRAZIER AVE / TAMPA ST,CHATTANOOGA,35061287,85303729,ACC2-MVC No Injuries
4/26/2019 5:09:22 PM,4/26/2019 9:40:01 PM,3029 DODSON AVE,CHATTANOOGA,35072884,85250078,ACC2-MVC No Injuries
4/26/2019 4:54:03 PM,4/26/2019 6:22:33 PM,4290-4293 HIGHWAY 58,CHATTANOOGA,35081667,85209380,ACC2-MVC No Injuries
4/26/2019 4:52:07 PM,4/26/2019 6:56:56 PM,1005 Graysville Rd,CHATTANOOGA,34999034,85149396,ACC2-MVC No Injuries
4/26/2019 4:48:31 PM,4/26/2019 5:09:05 PM,260 INTERSTATE 75 SB,CHATTANOOGA,35011004,85190369,ACC2-MVC No Injuries
4/26/2019 4:37:25 PM,4/26/2019 5:04:27 PM,310 Northgate Mall Dr,CHATTANOOGA,35129513,85236767,ACC2-MVC No Injuries
4/26/2019 4:33:25 PM,4/26/2019 4:59:14 PM,100 W 20th St,CHATTANOOGA,35032049,85311255,ACC2-MVC No Injuries
4/26/2019 4:30:56 PM,4/26/2019 5:39:49 PM,1600 N MOORE RD,CHATTANOOGA,35040332,85218119,ACC2-MVC No Injuries
4/26/2019 4:30:58 PM,4/26/2019 5:18:27 PM,4601 N Access Rd,CHATTANOOGA,35111696,85231389,ACC2-MVC No Injuries
4/26/2019 4:20:05 PM,4/26/2019 5:05:59 PM,201 Riverfront Pkwy,CHATTANOOGA,35055257,85317028,ACC2-MVC No Injuries
4/26/2019 4:19:36 PM,4/26/2019 4:37:01 PM,100 W 21st St,CHATTANOOGA,35031276,85311528,ACC2-MVC No Injuries
4/26/2019 4:16:45 PM,4/26/2019 4:50:38 PM,17980-18009 INTERSTATE 24 EB,CHATTANOOGA,35021218,85297354,ACC2-MVC No Injuries
4/26/2019 3:59:35 PM,4/26/2019 4:33:40 PM,8034 E Brainerd Rd,CHATTANOOGA,35003845,85150365,ACC2-MVC No Injuries
4/26/2019 3:58:57 PM,4/26/2019 4:05:23 PM,8126 E Brainerd Rd,CHATTANOOGA,35003480,85149330,ACC2-MVC No Injuries
4/26/2019 3:43:53 PM,4/26/2019 5:00:27 PM,5527 Highway 153,CHATTANOOGA,35144898,85249172,ACC2-MVC No Injuries
4/26/2019 3:29:47 PM,4/26/2019 4:26:14 PM,5500-5517 Highway 153,CHATTANOOGA,35143908,85249065,ACC2-MVC No Injuries
4/26/2019 3:09:56 PM,4/26/2019 3:11:24 PM,1185 Mountain Creek Rd,CHATTANOOGA,35118672,85317239,ACC3-MVC Unknown Injuries
4/26/2019 3:09:45 PM,4/26/2019 3:52:41 PM,1185 MOUNTAIN CREEK RD,CHATTANOOGA,35118672,85317239,ACC2-MVC No Injuries
4/26/2019 2:59:10 PM,4/26/2019 3:47:26 PM,6016 Ringgold Rd,EAST RIDGE,34989566,85214505,ACC2-MVC No Injuries
4/26/2019 2:41:39 PM,4/26/2019 3:16:25 PM,2020 Gunbarrel Rd,CHATTANOOGA,35030081,85153146,ACC2-MVC No Injuries
4/26/2019 2:27:12 PM,4/26/2019 2:47:40 PM,1503 Wheeler Ave,CHATTANOOGA,35052113,85257480,ACCDEL-MVC Delayed
4/26/2019 2:24:40 PM,4/26/2019 3:47:36 PM,5231 Highway 153,CHATTANOOGA,35124955,85241292,ACC2-MVC No Injuries
4/26/2019 2:08:59 PM,4/26/2019 2:28:12 PM,18400 Interstate 24 Eb,CHATTANOOGA,35008661,85237709,ACC1-MVC Injuries
4/26/2019 2:08:58 PM,4/26/2019 3:03:41 PM,18400 Interstate 24 Eb,CHATTANOOGA,35008661,85237709,ACC1-MVC Injuries
4/26/2019 2:04:13 PM,4/26/2019 2:25:38 PM,4000 DAYTON BLVD,RED BANK,35120311,85288554,ACC1-MVC Injuries
4/26/2019 2:04:13 PM,4/26/2019 2:47:48 PM,4000 DAYTON BLVD,RED BANK,35120311,85288554,ACC1-MVC Injuries
4/26/2019 2:03:19 PM,4/26/2019 3:39:16 PM,6400 E BRAINERD RD,CHATTANOOGA,35017332,85196219,ACC2-MVC No Injuries
4/26/2019 2:00:59 PM,4/26/2019 2:02:02 PM,4000 Dayton Blvd,RED BANK,35120311,85288554,ACC3-MVC Unknown Injuries
4/26/2019 2:00:01 PM,4/26/2019 3:03:34 PM,4000 DAYTON BLVD,RED BANK,35120311,85288554,ACC1-MVC Injuries
4/26/2019 1:52:55 PM,4/26/2019 4:03:57 PM,18440 INTERSTATE 24 EB,CHATTANOOGA,35006421,85231596,ACC2-MVC No Injuries
4/26/2019 1:49:45 PM,4/26/2019 1:49:54 PM,5241 Highway 153,CHATTANOOGA,35125639,85241888,ACC1-MVC Injuries
4/26/2019 1:49:45 PM,4/26/2019 1:59:03 PM,5241 Highway 153,CHATTANOOGA,35125639,85241888,ACC1-MVC Injuries
4/26/2019 1:49:44 PM,4/26/2019 2:02:46 PM,5241 Highway 153,CHATTANOOGA,35125639,85241888,ACC1-MVC Injuries
4/26/2019 1:48:15 PM,4/26/2019 4:19:30 PM,18400 Interstate 24 Eb,CHATTANOOGA,35008661,85237709,ACC1-MVC Injuries
4/26/2019 1:28:18 PM,4/26/2019 3:54:24 PM,5241 Highway 153,CHATTANOOGA,35125639,85241888,ACC2-MVC No Injuries
4/26/2019 1:18:41 PM,4/26/2019 2:57:00 PM,4026 Shallowford Rd,CHATTANOOGA,35043089,85219116,ACC2-MVC No Injuries
4/26/2019 1:18:04 PM,4/26/2019 1:52:52 PM,625 Georgia Ave,CHATTANOOGA,35049301,85306913,ACC2-MVC No Injuries
4/26/2019 1:04:26 PM,4/26/2019 1:55:57 PM,7405 Shallowford Rd,CHATTANOOGA,35040639,85148706,ACC2-MVC No Injuries
4/26/2019 12:57:46 PM,4/26/2019 1:39:51 PM,1503 Wheeler Ave,CHATTANOOGA,35052432,85257563,ACC2-MVC No Injuries
4/26/2019 12:39:35 PM,4/26/2019 1:48:22 PM,3956 Brainerd Rd,CHATTANOOGA,35018870,85240618,ACC2-MVC No Injuries
4/26/2019 12:21:22 PM,4/26/2019 12:58:35 PM,5106 Hixson Pike,CHATTANOOGA,35135292,85239279,ACC2-MVC No Injuries
4/26/2019 12:07:13 PM,4/26/2019 2:25:45 PM,7000 Shallowford Rd,CHATTANOOGA,35044088,85160208,ACCDEL-MVC Delayed
4/26/2019 11:50:38 AM,4/26/2019 12:19:56 PM,1459 Riverside Dr,CHATTANOOGA,35055288,85283576,ACCDEL-MVC Delayed
4/26/2019 11:27:05 AM,4/26/2019 12:29:29 PM,321 Chestnut St,CHATTANOOGA,35052674,85312187,ACC2-MVC No Injuries
4/26/2019 11:21:04 AM,4/26/2019 12:26:50 PM,120 Highway 27 Sb,CHATTANOOGA,35047051,85314266,ACC2-MVC No Injuries
4/26/2019 10:55:22 AM,4/26/2019 11:33:23 AM,553 RIVERFRONT PKWY,CHATTANOOGA,35052091,85320443,ACC2-MVC No Injuries
4/26/2019 10:43:51 AM,4/26/2019 11:00:39 AM,5231 Highway 153,CHATTANOOGA,35124955,85241292,ACC1-MVC Injuries
4/26/2019 10:43:51 AM,4/26/2019 10:49:22 AM,5231 Highway 153,CHATTANOOGA,35124955,85241292,ACC1-MVC Injuries
4/26/2019 10:43:00 AM,4/26/2019 10:45:49 AM,5227 Highway 153,CHATTANOOGA,35124768,85241345,ACC3-MVC Unknown Injuries
4/26/2019 10:42:48 AM,4/26/2019 12:24:29 PM,5231 Highway 153,CHATTANOOGA,35124955,85241292,ACC1-MVC Injuries
4/26/2019 9:50:14 AM,4/26/2019 10:37:26 AM,1790 Hamill Rd,CHATTANOOGA,35120512,85242399,ACC2-MVC No Injuries
4/26/2019 9:38:53 AM,4/26/2019 10:43:54 AM,5304 Hunter Rd,HAMILTON COUNTY,35086949,85078954,ACC1-MVC Injuries
4/26/2019 9:38:53 AM,4/26/2019 11:07:37 AM,5304 Hunter Rd,HAMILTON COUNTY,35086949,85078954,ACC1-MVC Injuries
4/26/2019 9:38:13 AM,4/26/2019 9:39:27 AM,5300 Hunter Rd,HAMILTON COUNTY,35086417,85079303,ACC3-MVC Unknown Injuries
4/26/2019 9:37:56 AM,4/26/2019 9:46:20 AM,5309 Hunter Rd,HAMILTON COUNTY,35086870,85079894,ACC3-MVC Unknown Injuries
4/26/2019 9:37:49 AM,4/26/2019 2:41:36 PM,5304 Hunter Rd,HAMILTON COUNTY,35086949,85078954,ACC1-MVC Injuries
4/26/2019 9:29:22 AM,4/26/2019 11:47:24 AM,7811 Stillwater Cir,HAMILTON COUNTY,35076376,85087108,ACC2-MVC No Injuries
4/26/2019 9:11:10 AM,4/26/2019 9:29:16 AM,6003 SHALLOWFORD RD,CHATTANOOGA,35054355,85188205,ACC1-MVC Injuries
4/26/2019 9:11:10 AM,4/26/2019 9:35:16 AM,6003 SHALLOWFORD RD,CHATTANOOGA,35054355,85188205,ACC1-MVC Injuries
4/26/2019 9:10:24 AM,4/26/2019 9:42:24 AM,6003 SHALLOWFORD RD,CHATTANOOGA,35054355,85188205,ACC1-MVC Injuries
4/26/2019 8:38:28 AM,4/26/2019 9:48:17 AM,2200 W SHEPHERD RD,CHATTANOOGA,35049231,85181583,ACC2-MVC No Injuries
4/26/2019 8:25:47 AM,4/26/2019 8:50:10 AM,5902 SHALLOWFORD RD,CHATTANOOGA,35054795,85198859,ACC3-MVC Unknown Injuries
4/26/2019 8:21:19 AM,4/26/2019 8:59:44 AM,7604 Standifer Gap Rd,CHATTANOOGA,35050176,85134612,ACC2-MVC No Injuries
4/26/2019 8:20:08 AM,4/26/2019 8:43:13 AM,500 W Martin Luther King Blvd,CHATTANOOGA,35047862,85318910,ACC2-MVC No Injuries
4/26/2019 7:42:40 AM,4/26/2019 8:44:45 AM,550 Highway 153 Sb,CHATTANOOGA,35090185,85218776,ACC2-MVC No Injuries
4/26/2019 7:30:13 AM,4/26/2019 8:02:47 AM,1400 N CONCORD RD,CHATTANOOGA,35017884,85173781,ACC2-MVC No Injuries
4/26/2019 7:09:56 AM,4/26/2019 8:04:19 AM,6965 LEBRON STERCHI DR,HAMILTON COUNTY,35119610,85093243,ACC2-MVC No Injuries
4/26/2019 7:05:01 AM,4/26/2019 7:42:49 AM,2314 Daisy St,CHATTANOOGA,35065498,85251090,ACCDEL-MVC Delayed
4/26/2019 6:40:10 AM,4/26/2019 8:29:31 AM,5622 HIGHWAY 153,CHATTANOOGA,35150674,85248343,ACC3-MVC Unknown Injuries
4/26/2019 6:22:54 AM,4/26/2019 6:23:18 AM,4520-4599 Highway 58,CHATTANOOGA,35084982,85196034,ACC1-MVC Injuries
4/26/2019 6:22:53 AM,4/26/2019 6:58:02 AM,4520-4599 Highway 58,CHATTANOOGA,35084982,85196034,ACC1-MVC Injuries
4/26/2019 6:22:53 AM,4/26/2019 6:35:17 AM,4520-4599 Highway 58,CHATTANOOGA,35084982,85196034,ACC1-MVC Injuries
4/26/2019 6:15:10 AM,4/26/2019 7:33:50 AM,4550 HIGHWAY 58,CHATTANOOGA,35085020,85195795,ACC3-MVC Unknown Injuries
