,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP,Accuracy,Precision,Recall,Specificity,FPR
0,85.35072207450868,0.111048299568904,85.32115249472945,0.11046172277683357,0.7291220600333963,52827.0,2864.0,7580.0,7879.0,0.8532115249472945,0.7334078004281858,0.5096707419626108,0.9485733781041821,0.051426621895818
1,85.84465384483337,0.10213533870599267,85.76950105411103,0.10133461813844044,0.7402967975871666,52781.0,2885.0,7240.0,8244.0,0.8576950105411103,0.7407673645430857,0.5324205631619736,0.9481730320123596,0.05182696798764057
2,85.87477207183838,0.10084265042880193,85.96626844694308,0.09992565152985447,0.7507146910105719,52508.0,3109.0,6876.0,8657.0,0.8596626844694307,0.7357640659527452,0.5573295564282496,0.9440998255928944,0.055900174407105735
3,86.00246906280519,0.10026738617222387,85.81447645818695,0.1002664175928864,0.7432349317863631,52668.0,2916.0,7177.0,8389.0,0.8581447645818693,0.7420610349402919,0.5389310034690993,0.9475388601036272,0.052461139896373056
4,85.95427870750427,0.10013171045399592,85.97470133520729,0.09960803683392144,0.7421550937353096,52889.0,2738.0,7241.0,8282.0,0.8597470133520729,0.7515426497277677,0.5335308896476196,0.9507792978229996,0.049220702177000385
5,85.99705100059509,0.09991624775014103,86.00421644413211,0.09908653588780604,0.7399620391759226,53038.0,2659.0,7299.0,8154.0,0.8600421644413212,0.7540922963099972,0.5276645311589983,0.952259547192847,0.04774045280715298
6,86.12534999847412,0.0994800918334632,86.11103302881237,0.09865995829047616,0.7502773250809641,52679.0,2961.0,6921.0,8589.0,0.8611103302881237,0.7436363636363637,0.5537717601547388,0.9467828900071892,0.05321710999281093
7,86.12715601921082,0.0994506258774105,86.36120871398455,0.09697270411687788,0.752989810849805,52814.0,2838.0,6866.0,8632.0,0.8636120871398454,0.7525719267654751,0.5569750935604594,0.9490045281391504,0.050995471860849566
8,86.22232675552368,0.09877796557779303,86.28531271960648,0.09709212962865243,0.755367539598997,52632.0,3008.0,6750.0,8760.0,0.8628531271960647,0.7443915703602991,0.5647969052224371,0.9459381739755572,0.05406182602444285
9,86.30726337432861,0.09819364480784018,86.24314827828529,0.09724867051008787,0.757958329009588,52446.0,3117.0,6671.0,8916.0,0.8624314827828531,0.7409623535277986,0.5720151408224803,0.9439015171966956,0.056098482803304366
10,86.32292151451111,0.09783805142081732,86.2333099086437,0.09706104570977556,0.7524992118159031,52761.0,3018.0,6777.0,8594.0,0.8623330990864371,0.7400964519462625,0.5591048077548629,0.945893615876943,0.054106384123057065
11,86.36026978492737,0.09744326567996507,86.20941672522841,0.09712827274542116,0.7542835269772835,52635.0,3080.0,6732.0,8703.0,0.8620941672522839,0.7386064669439022,0.5638483965014577,0.9447186574531096,0.055281342546890426
12,86.35243773460388,0.0973062903013732,86.29796205200279,0.09666167710212507,0.756966655987543,52608.0,3108.0,6641.0,8793.0,0.8629796205200281,0.7388454751701538,0.5697162109628093,0.9442171010122764,0.055782898987723456
13,86.47170662879944,0.09675570401515968,86.10260014054813,0.09720485057600983,0.7513365751362676,52617.0,3003.0,6885.0,8645.0,0.8610260014054814,0.7421875,0.5566645202833226,0.9460086299892124,0.053991370010787486
14,86.47712469100952,0.09658509093357524,86.29093464511595,0.09645520440562368,0.7563787308400484,52589.0,3039.0,6715.0,8807.0,0.8629093464511596,0.7434577072429512,0.5673882231671177,0.945369238512979,0.05463076148702092
15,86.52411103248596,0.09629588340107056,86.31061138439917,0.09623698214899208,0.7544551999018961,52683.0,2925.0,6815.0,8727.0,0.8631061138439916,0.7489701338825953,0.5615107450778536,0.9473996547259388,0.05260034527406129
16,86.4006280899048,0.09669512481113306,86.55235418130708,0.09485015888820696,0.756279501798757,52901.0,2847.0,6721.0,8681.0,0.8655235418130709,0.7530360860513532,0.5636281002467212,0.9489309033507928,0.05106909664920715
17,86.5367591381073,0.09593600668055448,86.38229093464511,0.0962217219589938,0.7624291133607656,52460.0,3261.0,6428.0,9001.0,0.8638229093464511,0.7340564345131301,0.5833819430941733,0.9414762836273576,0.058523716372642275
18,86.53615713119507,0.0959311538907394,86.40899508081516,0.09580225906989916,0.7619754530512525,52384.0,3060.0,6610.0,9096.0,0.8640899508081518,0.7482724580454096,0.5791417292754362,0.9448091768270688,0.05519082317293125
19,86.55663728713989,0.0958809219633734,86.45678144764582,0.0955680525596791,0.7575712049450896,52682.0,2900.0,6736.0,8832.0,0.8645678144764581,0.7528128196385953,0.5673175745118191,0.94782483537836,0.0521751646216401
20,86.5488052368164,0.09609921032891654,86.64089950808152,0.09464190936310184,0.7625195945400691,52819.0,3147.0,6358.0,8826.0,0.8664089950808151,0.7371586068654472,0.5812697576396206,0.9437694314405176,0.05623056855948255
21,86.53073310852051,0.09574824083572653,86.52705551651441,0.09513679154496396,0.7533149291471264,52918.0,2620.0,6966.0,8646.0,0.8652705551651441,0.7674418604651163,0.5538047655649501,0.9528250927293024,0.047174907270697536
22,86.5445911884308,0.09596875973540957,86.58046380885452,0.09440399739526477,0.7637103706235716,52607.0,3129.0,6419.0,8995.0,0.8658046380885454,0.7419168591224018,0.5835603996366939,0.9438603416104492,0.05613965838955074
23,86.62711381912231,0.0953084213430027,86.43569922698522,0.09565012111615856,0.7548301102000977,52774.0,2794.0,6857.0,8725.0,0.8643569922698524,0.7574442225887664,0.5599409575150815,0.9497192628851138,0.05028073711488626
