,ORIG_FID,X,Y,Grid_Col,Grid_Row,Highway,Center_Lat,Center_Long,Ghost_Lat,Ghost_Long
0,1,-85.38228852,35.03835691,9,37,0,35.03715937,-85.3859543,35.03895568,-85.38045562
1,1,-85.3844983,35.03414439,9,37,0,,,35.03263689,-85.3837703
2,1,-85.38962,35.03596175,9,37,0,,,35.03536294,-85.39145285
3,1,-85.38741042,35.04017438,9,37,0,,,35.04168188,-85.38813848
4,1,-85.38228852,35.03835691,9,37,0,,,35.03895568,-85.38045562
5,2,-85.37716685,35.03653924,10,37,0,35.03534185,-85.38083262,35.03713793,-85.37533396
6,2,-85.37937684,35.03232681,10,37,0,,,35.03081929,-85.37864895
7,2,-85.3844983,35.03414439,10,37,0,,,35.03354565,-85.38633114
8,2,-85.38228852,35.03835691,10,37,0,,,35.03986444,-85.38301647
9,2,-85.37716685,35.03653924,10,37,0,,,35.03713793,-85.37533396
10,3,-85.37204541,35.03472135,11,37,0,35.03352412,-85.37571117,35.03531997,-85.37021253
11,3,-85.37425561,35.03050902,11,37,0,,,35.02900147,-85.37352783
12,3,-85.37937684,35.03232681,11,37,0,,,35.03172815,-85.38120967
13,3,-85.37716685,35.03653924,11,37,0,,,35.0380468,-85.37789469
14,3,-85.37204541,35.03472135,11,37,0,,,35.03531997,-85.37021253
15,4,-85.36692421,35.03290325,12,37,0,35.03170618,-85.37058995,35.03350179,-85.36509133
16,4,-85.36913461,35.02869102,12,37,0,,,35.02718344,-85.36840694
17,4,-85.37425561,35.03050902,12,37,0,,,35.02991044,-85.37608843
18,4,-85.37204541,35.03472135,12,37,0,,,35.03622894,-85.37277314
19,4,-85.36692421,35.03290325,12,37,0,,,35.03350179,-85.36509133
20,5,-85.36180324,35.03108495,13,37,1,35.02988803,-85.36546897,35.03168341,-85.35997037
21,5,-85.36401385,35.02687281,13,37,1,,,35.02536521,-85.36328629
22,5,-85.36913461,35.02869102,13,37,1,,,35.02809252,-85.37096743
23,5,-85.36692421,35.03290325,13,37,1,,,35.03441087,-85.36765183
24,5,-85.36180324,35.03108495,13,37,1,,,35.03168341,-85.35997037
25,6,-85.3566825,35.02926643,14,37,1,35.02806966,-85.36034822,35.02986481,-85.35484965
26,6,-85.35889332,35.02505439,14,37,1,,,35.02354676,-85.35816587
27,6,-85.36401385,35.02687281,14,37,1,,,35.02627439,-85.36584666
28,6,-85.36180324,35.03108495,14,37,1,,,35.03259259,-85.36253075
29,6,-85.3566825,35.02926643,14,37,1,,,35.02986481,-85.35484965
30,7,-85.351562,35.0274477,15,37,1,35.02625109,-85.35522771,35.02804601,-85.34972915
31,7,-85.35377303,35.02323576,15,37,1,,,35.0217281,-85.35304569
32,7,-85.35889332,35.02505439,15,37,1,,,35.02445605,-85.36072612
33,7,-85.3566825,35.02926643,15,37,1,,,35.0307741,-85.3574099
34,7,-85.351562,35.0274477,15,37,1,,,35.02804601,-85.34972915
35,8,-85.34644174,35.02562876,16,37,0,35.0244323,-85.35010743,35.02622699,-85.34460889
36,8,-85.34865297,35.02141692,16,37,0,,,35.01990923,-85.34792573
37,8,-85.35377303,35.02323576,16,37,0,,,35.02263749,-85.35560583
38,8,-85.351562,35.0274477,16,37,0,,,35.0289554,-85.35228929
39,8,-85.34644174,35.02562876,16,37,0,,,35.02622699,-85.34460889
40,9,-85.34132171,35.02380961,17,37,0,35.02261331,-85.34498738,35.02440777,-85.33948887
41,9,-85.34353314,35.01959787,17,37,0,,,35.01809015,-85.34280602
42,9,-85.34865297,35.02141692,17,37,0,,,35.02081873,-85.35048576
43,9,-85.34644174,35.02562876,17,37,0,,,35.02713649,-85.34716892
44,9,-85.34132171,35.02380961,17,37,0,,,35.02440777,-85.33948887
45,10,-85.33620191,35.02199025,18,37,1,35.0207941,-85.33986757,35.02258833,-85.33436908
46,10,-85.33841355,35.01777861,18,37,1,,,35.01627086,-85.33768654
47,10,-85.34353314,35.01959787,18,37,1,,,35.01899975,-85.34536592
48,10,-85.34132171,35.02380961,18,37,1,,,35.02531737,-85.34204877
49,10,-85.33620191,35.02199025,18,37,1,,,35.02258833,-85.33436908
50,11,-85.33108235,35.02017069,19,37,1,35.01897469,-85.33474799,35.02076868,-85.32924952
51,11,-85.33329419,35.01595914,19,37,1,,,35.01445136,-85.33256729
52,11,-85.33841355,35.01777861,19,37,1,,,35.01718057,-85.34024633
53,11,-85.33620191,35.02199025,19,37,1,,,35.02349804,-85.33692887
54,11,-85.33108235,35.02017069,19,37,1,,,35.02076868,-85.32924952
55,12,-85.32596302,35.01835091,20,37,1,35.01715506,-85.32962865,35.01894883,-85.3241302
56,12,-85.32817507,35.01413946,20,37,1,,,35.01263165,-85.32744828
57,12,-85.33329419,35.01595914,20,37,1,,,35.01536118,-85.33512696
58,12,-85.33108235,35.02017069,20,37,1,,,35.0216785,-85.33180919
59,12,-85.32596302,35.01835091,20,37,1,,,35.01894883,-85.3241302
60,13,-85.32084392,35.01653092,21,37,0,35.01533523,-85.32450954,35.01712876,-85.31901111
61,13,-85.32305618,35.01231957,21,37,0,,,35.01081173,-85.3223295
62,13,-85.32817507,35.01413946,21,37,0,,,35.01354157,-85.33000783
63,13,-85.32596302,35.01835091,21,37,0,,,35.01985875,-85.32668975
64,13,-85.32084392,35.01653092,21,37,0,,,35.01712876,-85.31901111
65,14,-85.31572506,35.01471072,22,37,0,35.01351518,-85.31939067,35.01530848,-85.31389226
66,14,-85.31793752,35.01049946,22,37,0,,,35.00899161,-85.31721095
67,14,-85.32305618,35.01231957,22,37,0,,,35.01172176,-85.32488893
68,14,-85.32084392,35.01653092,22,37,0,,,35.01803878,-85.32157055
69,14,-85.31572506,35.01471072,22,37,0,,,35.01530848,-85.31389226
70,15,-85.31060643,35.0128903,23,37,0,35.01169492,-85.31427202,35.013488,-85.30877364
71,15,-85.3128191,35.00867915,23,37,0,,,35.00717126,-85.31209264
72,15,-85.31793752,35.01049946,23,37,0,,,35.00990173,-85.31977027
73,15,-85.31572506,35.01471072,23,37,0,,,35.01621861,-85.31645158
74,15,-85.31060643,35.0128903,23,37,0,,,35.013488,-85.30877364
75,16,-85.30548804,35.01106968,24,37,0,35.00987446,-85.30915362,35.0116673,-85.30365525
76,16,-85.30770092,35.00685863,24,37,0,,,35.00535072,-85.30697456
77,16,-85.3128191,35.00867915,24,37,0,,,35.0080815,-85.31465184
78,16,-85.31060643,35.0128903,24,37,0,,,35.01439823,-85.31133284
79,16,-85.30548804,35.01106968,24,37,0,,,35.0116673,-85.30365525
80,17,-85.30036988,35.00924886,25,37,0,35.00805378,-85.30403545,35.00984639,-85.2985371
81,17,-85.30258296,35.0050379,25,37,0,,,35.00352996,-85.30185672
82,17,-85.30770092,35.00685863,25,37,0,,,35.00626105,-85.30953365
83,17,-85.30548804,35.01106968,25,37,0,,,35.01257764,-85.30621434
84,17,-85.30036988,35.00924886,25,37,0,,,35.00984639,-85.2985371
85,18,-85.29525196,35.00742781,26,37,0,35.0062329,-85.29891751,35.00802527,-85.29341919
86,18,-85.29746525,35.00321696,26,37,0,,,35.00170899,-85.29673912
87,18,-85.30258296,35.0050379,26,37,0,,,35.0044404,-85.30441569
88,18,-85.30036988,35.00924886,26,37,0,,,35.01075683,-85.30109607
89,18,-85.29525196,35.00742781,26,37,0,,,35.00802527,-85.29341919
90,19,-85.29013427,35.00560656,27,37,0,35.0044118,-85.29379981,35.00620395,-85.28830151
91,19,-85.29234776,35.0013958,27,37,0,,,34.99988781,-85.29162174
92,19,-85.29746525,35.00321696,27,37,0,,,35.00261953,-85.29929797
93,19,-85.29525196,35.00742781,27,37,0,,,35.00893582,-85.29597804
94,19,-85.29013427,35.00560656,27,37,0,,,35.00620395,-85.28830151
95,20,-85.28501682,35.00378511,28,37,0,35.00259049,-85.28868234,35.00438241,-85.28318406
96,20,-85.28723051,34.99957444,28,37,0,,,34.99806642,-85.2865046
97,20,-85.29234776,35.0013958,28,37,0,,,35.00079846,-85.29418048
98,20,-85.29013427,35.00560656,28,37,0,,,35.0071146,-85.29086024
99,20,-85.28501682,35.00378511,28,37,0,,,35.00438241,-85.28318406
100,21,-85.2798996,35.00196343,29,37,0,35.00076898,-85.2835651,35.00256066,-85.27806685
101,21,-85.2821135,34.99775287,29,37,0,,,34.99624482,-85.2813877
102,21,-85.28723051,34.99957444,29,37,0,,,34.99897717,-85.28906322
103,21,-85.28501682,35.00378511,29,37,0,,,35.00529317,-85.28574268
104,21,-85.2798996,35.00196343,29,37,0,,,35.00256066,-85.27806685
105,22,-85.27478262,35.00014156,30,37,0,34.99894725,-85.2784481,35.00073871,-85.27294987
106,22,-85.27699672,34.99593109,30,37,0,,,34.99442301,-85.27627103
107,22,-85.2821135,34.99775287,30,37,0,,,34.99715568,-85.2839462
108,22,-85.2798996,35.00196343,30,37,0,,,35.00347153,-85.28062535
109,22,-85.27478262,35.00014156,30,37,0,,,35.00073871,-85.27294987
110,23,-85.26966586,34.99831947,31,37,0,34.99712532,-85.27333134,34.99891654,-85.26783313
111,23,-85.27188017,34.9941091,31,37,0,,,34.99260099,-85.27115459
112,23,-85.27699672,34.99593109,31,37,0,,,34.99533398,-85.27882941
113,23,-85.27478262,35.00014156,31,37,0,,,35.00164967,-85.27550825
114,23,-85.26966586,34.99831947,31,37,0,,,34.99891654,-85.26783313
115,24,-85.26454935,34.99649717,32,37,0,34.99530317,-85.26821481,34.99709416,-85.26271662
116,24,-85.26676386,34.9922869,32,37,0,,,34.99077876,-85.26603839
117,24,-85.27188017,34.9941091,32,37,0,,,34.99351206,-85.27371286
118,24,-85.26966586,34.99831947,32,37,0,,,34.99982761,-85.27039139
119,24,-85.26454935,34.99649717,32,37,0,,,34.99709416,-85.26271662
120,25,-85.25943307,34.99467466,33,37,0,34.99348082,-85.26309851,34.99527158,-85.25760034
121,25,-85.26164779,34.99046449,33,37,0,,,34.98895632,-85.26092242
122,25,-85.26676386,34.9922869,33,37,0,,,34.99168994,-85.26859654
123,25,-85.26454935,34.99649717,33,37,0,,,34.99800534,-85.26527477
124,25,-85.25943307,34.99467466,33,37,0,,,34.99527158,-85.25760034
125,26,-85.25431702,34.99285194,34,37,0,34.99165826,-85.25798245,34.99344878,-85.25248431
126,26,-85.25653195,34.98864187,34,37,0,,,34.98713368,-85.25580669
127,26,-85.26164779,34.99046449,34,37,0,,,34.98986761,-85.26348046
128,26,-85.25943307,34.99467466,34,37,0,,,34.99618286,-85.26015837
129,26,-85.25431702,34.99285194,34,37,0,,,34.99344878,-85.25248431
130,27,-85.24920121,34.99102901,35,37,0,34.98983548,-85.25286662,34.99162578,-85.2473685
131,27,-85.25141634,34.98681904,35,37,0,,,34.98531082,-85.2506912
132,27,-85.25653195,34.98864187,35,37,0,,,34.98804506,-85.25836461
133,27,-85.25431702,34.99285194,35,37,0,,,34.99436017,-85.25504222
134,27,-85.24920121,34.99102901,35,37,0,,,34.99162578,-85.2473685
135,28,-85.3800785,35.04256939,9,36,0,35.04137193,-85.38374451,35.04316813,-85.3782455
136,28,-85.38228852,35.03835691,9,36,0,,,35.03684941,-85.38156052
137,28,-85.38741042,35.04017438,9,36,0,,,35.03957561,-85.38924338
138,28,-85.38520061,35.04438695,9,36,0,,,35.04589447,-85.38592866
139,28,-85.3800785,35.04256939,9,36,0,,,35.04316813,-85.3782455
140,29,-85.37495662,35.04075162,10,36,0,35.03955431,-85.37862262,35.04135027,-85.37312363
141,29,-85.37716685,35.03653924,10,36,0,,,35.0350317,-85.37643896
142,29,-85.38228852,35.03835691,10,36,0,,,35.03775822,-85.38412147
143,29,-85.3800785,35.04256939,10,36,0,,,35.04407693,-85.38080644
144,29,-85.37495662,35.04075162,10,36,0,,,35.04135027,-85.37312363
145,30,-85.36983498,35.03893363,11,36,0,35.03773648,-85.37350096,35.03953221,-85.36800199
146,30,-85.37204541,35.03472135,11,36,0,,,35.03321379,-85.37131764
147,30,-85.37716685,35.03653924,11,36,0,,,35.03594062,-85.37899979
148,30,-85.37495662,35.04075162,11,36,0,,,35.04225919,-85.37568446
149,30,-85.36983498,35.03893363,11,36,0,,,35.03953221,-85.36800199
150,31,-85.36471357,35.03711544,12,36,0,35.03591844,-85.36837954,35.03771394,-85.36288059
151,31,-85.36692421,35.03290325,12,36,0,,,35.03139566,-85.36619654
152,31,-85.37204541,35.03472135,12,36,0,,,35.03412281,-85.37387835
153,31,-85.36983498,35.03893363,12,36,0,,,35.04044123,-85.3705627
154,31,-85.36471357,35.03711544,12,36,0,,,35.03771394,-85.36288059
155,32,-85.3595924,35.03529703,13,36,0,35.03410018,-85.36325835,35.03589546,-85.35775942
156,32,-85.36180324,35.03108495,13,36,0,,,35.02957733,-85.36107569
157,32,-85.36692421,35.03290325,13,36,0,,,35.03230479,-85.36875714
158,32,-85.36471357,35.03711544,13,36,0,,,35.03862307,-85.36544118
159,32,-85.3595924,35.03529703,13,36,0,,,35.03589546,-85.35775942
160,33,-85.35447145,35.03347842,14,36,0,35.03228172,-85.35813739,35.03407677,-85.35263849
161,33,-85.3566825,35.02926643,14,36,0,,,35.02775878,-85.35595506
162,33,-85.36180324,35.03108495,14,36,0,,,35.03048656,-85.36363616
163,33,-85.3595924,35.03529703,14,36,0,,,35.03680469,-85.3603199
164,33,-85.35447145,35.03347842,14,36,0,,,35.03407677,-85.35263849
165,34,-85.34935075,35.03165959,15,36,1,35.03046305,-85.35301667,35.03225786,-85.34751779
166,34,-85.351562,35.0274477,15,36,1,,,35.02594003,-85.35083467
167,34,-85.3566825,35.02926643,15,36,1,,,35.02866812,-85.35851542
168,34,-85.35447145,35.03347842,15,36,1,,,35.0349861,-85.35519885
169,34,-85.34935075,35.03165959,15,36,1,,,35.03225786,-85.34751779
170,35,-85.34423028,35.02984055,16,36,1,35.02864417,-85.34789619,35.03043875,-85.34239732
171,35,-85.34644174,35.02562876,16,36,1,,,35.02412106,-85.34571451
172,35,-85.351562,35.0274477,16,36,1,,,35.02684947,-85.35339491
173,35,-85.34935075,35.03165959,16,36,1,,,35.0331673,-85.35007803
174,35,-85.34423028,35.02984055,16,36,1,,,35.03043875,-85.34239732
175,36,-85.33911004,35.02802131,17,36,1,35.02682508,-85.34277593,35.02861942,-85.33727709
176,36,-85.34132171,35.02380961,17,36,1,,,35.02230188,-85.34059459
177,36,-85.34644174,35.02562876,17,36,1,,,35.02503061,-85.34827464
178,36,-85.34423028,35.02984055,17,36,1,,,35.03134829,-85.34495745
179,36,-85.33911004,35.02802131,17,36,1,,,35.02861942,-85.33727709
180,37,-85.33399003,35.02620185,18,36,1,35.02500577,-85.33765592,35.02679989,-85.33215709
181,37,-85.33620191,35.02199025,18,36,1,,,35.0204825,-85.33547491
182,37,-85.34132171,35.02380961,18,36,1,,,35.02321153,-85.3431546
183,37,-85.33911004,35.02802131,18,36,1,,,35.02952908,-85.3398371
184,37,-85.33399003,35.02620185,18,36,1,,,35.02679989,-85.33215709
185,38,-85.32887027,35.02438218,19,36,0,35.02318626,-85.33253613,35.02498014,-85.32703733
186,38,-85.33108235,35.02017069,19,36,0,,,35.0186629,-85.33035545
187,38,-85.33620191,35.02199025,19,36,0,,,35.02139225,-85.3380348
188,38,-85.33399003,35.02620185,19,36,0,,,35.02770965,-85.33471699
189,38,-85.32887027,35.02438218,19,36,0,,,35.02498014,-85.32703733
190,39,-85.32375073,35.0225623,20,36,1,35.02136654,-85.32741658,35.02316019,-85.3219178
191,39,-85.32596302,35.01835091,20,36,1,,,35.01684309,-85.32523623
192,39,-85.33108235,35.02017069,20,36,1,,,35.01957276,-85.33291523
193,39,-85.32887027,35.02438218,20,36,1,,,35.02589001,-85.32959711
194,39,-85.32375073,35.0225623,20,36,1,,,35.02316019,-85.3219178
195,40,-85.31863143,35.02074222,21,36,0,35.0195466,-85.32229727,35.02134002,-85.31679851
196,40,-85.32084392,35.01653092,21,36,0,,,35.01502307,-85.32011725
197,40,-85.32596302,35.01835091,21,36,0,,,35.01775306,-85.32779589
198,40,-85.32375073,35.0225623,21,36,0,,,35.02407016,-85.32447746
199,40,-85.31863143,35.02074222,21,36,0,,,35.02134002,-85.31679851
200,41,-85.31351236,35.01892192,22,36,0,35.01772646,-85.31717819,35.01951965,-85.31167945
201,41,-85.31572506,35.01471072,22,36,0,,,35.01320284,-85.3149985
202,41,-85.32084392,35.01653092,22,36,0,,,35.01593314,-85.32267679
203,41,-85.31863143,35.02074222,22,36,0,,,35.0222501,-85.31935805
204,41,-85.31351236,35.01892192,22,36,0,,,35.01951965,-85.31167945
205,42,-85.30839353,35.01710141,23,36,0,35.0159061,-85.31205934,35.01769906,-85.30656063
206,42,-85.31060643,35.0128903,23,36,0,,,35.01138241,-85.30987998
207,42,-85.31572506,35.01471072,23,36,0,,,35.01411302,-85.31755792
208,42,-85.31351236,35.01892192,23,36,0,,,35.02042983,-85.31423888
209,42,-85.30839353,35.01710141,23,36,0,,,35.01769906,-85.30656063
210,43,-85.30327493,35.01528069,24,36,0,35.01408554,-85.30694073,35.01587827,-85.30144204
211,43,-85.30548804,35.01106968,24,36,0,,,35.00956176,-85.3047617
212,43,-85.31060643,35.0128903,24,36,0,,,35.01229269,-85.31243929
213,43,-85.30839353,35.01710141,24,36,0,,,35.01860935,-85.30911993
214,43,-85.30327493,35.01528069,24,36,0,,,35.01587827,-85.30144204
215,44,-85.29815657,35.01345976,25,36,0,35.01226476,-85.30182235,35.01405726,-85.29632368
216,44,-85.30036988,35.00924886,25,36,0,,,35.0077409,-85.29964365
217,44,-85.30548804,35.01106968,25,36,0,,,35.01047215,-85.30732089
218,44,-85.30327493,35.01528069,25,36,0,,,35.01678865,-85.30400122
219,44,-85.29815657,35.01345976,25,36,0,,,35.01405726,-85.29632368
220,45,-85.29303844,35.01163862,26,36,0,35.01044378,-85.29670421,35.01223605,-85.29120556
221,45,-85.29525196,35.00742781,26,36,0,,,35.00591983,-85.29452584
222,45,-85.30036988,35.00924886,26,36,0,,,35.00865139,-85.30220272
223,45,-85.29815657,35.01345976,26,36,0,,,35.01496775,-85.29888275
224,45,-85.29303844,35.01163862,26,36,0,,,35.01223605,-85.29120556
225,46,-85.28792055,35.00981728,27,36,0,35.00862259,-85.2915863,35.01041462,-85.28608767
226,46,-85.29013427,35.00560656,27,36,0,,,35.00409855,-85.28940826
227,46,-85.29525196,35.00742781,27,36,0,,,35.00683043,-85.29708479
228,46,-85.29303844,35.01163862,27,36,0,,,35.01314664,-85.29376451
229,46,-85.28792055,35.00981728,27,36,0,,,35.01041462,-85.28608767
230,47,-85.28280289,35.00799572,28,36,0,35.00680118,-85.28646863,35.00859299,-85.28097002
231,47,-85.28501682,35.00378511,28,36,0,,,35.00227707,-85.28429092
232,47,-85.29013427,35.00560656,28,36,0,,,35.00500926,-85.2919671
233,47,-85.28792055,35.00981728,28,36,0,,,35.01132532,-85.28864651
234,47,-85.28280289,35.00799572,28,36,0,,,35.00859299,-85.28097002
235,48,-85.27768547,35.00617395,29,36,0,35.00497957,-85.28135119,35.00677114,-85.2758526
236,48,-85.2798996,35.00196343,29,36,0,,,35.00045537,-85.27917381
237,48,-85.28501682,35.00378511,29,36,0,,,35.00318787,-85.28684964
238,48,-85.28280289,35.00799572,29,36,0,,,35.00950379,-85.28352874
239,48,-85.27768547,35.00617395,29,36,0,,,35.00677114,-85.2758526
240,49,-85.27256827,35.00435197,30,36,0,35.00315774,-85.27623398,35.00494909,-85.27073542
241,49,-85.27478262,35.00014156,30,36,0,,,34.99863346,-85.27405693
242,49,-85.2798996,35.00196343,30,36,0,,,35.00136628,-85.28173241
243,49,-85.27768547,35.00617395,30,36,0,,,35.00768205,-85.27841121
244,49,-85.27256827,35.00435197,30,36,0,,,35.00494909,-85.27073542
245,50,-85.26745132,35.00252978,31,36,0,35.00133571,-85.27111701,35.00312682,-85.26561847
246,50,-85.26966586,34.99831947,31,36,0,,,34.99681134,-85.26894029
247,50,-85.27478262,35.00014156,31,36,0,,,34.99954448,-85.27661542
248,50,-85.27256827,35.00435197,31,36,0,,,35.0058601,-85.27329391
249,50,-85.26745132,35.00252978,31,36,0,,,35.00312682,-85.26561847
250,51,-85.2623346,35.00070739,32,36,0,34.99951347,-85.26600028,35.00130435,-85.26050176
251,51,-85.26454935,34.99649717,32,36,0,,,34.99498902,-85.26382388
252,51,-85.26966586,34.99831947,32,36,0,,,34.99772247,-85.27149866
253,51,-85.26745132,35.00252978,32,36,0,,,35.00403794,-85.26817684
254,51,-85.2623346,35.00070739,32,36,0,,,35.00130435,-85.26050176
255,52,-85.25721811,34.99888478,33,36,0,34.99769101,-85.26088378,34.99948166,-85.25538528
256,52,-85.25943307,34.99467466,33,36,0,,,34.99316648,-85.25870771
257,52,-85.26454935,34.99649717,33,36,0,,,34.99590024,-85.26638213
258,52,-85.2623346,35.00070739,33,36,0,,,35.00221557,-85.26306001
259,52,-85.25721811,34.99888478,33,36,0,,,34.99948166,-85.25538528
260,53,-85.25210186,34.99706196,34,36,0,34.99586835,-85.25576751,34.99765877,-85.25026903
261,53,-85.25431702,34.99285194,34,36,0,,,34.99134374,-85.25359178
262,53,-85.25943307,34.99467466,34,36,0,,,34.99407781,-85.26126585
263,53,-85.25721811,34.99888478,34,36,0,,,35.00039299,-85.25794341
264,53,-85.25210186,34.99706196,34,36,0,,,34.99765877,-85.25026903
265,54,-85.24698584,34.99523894,35,36,0,34.99404548,-85.25065148,34.99583567,-85.24515302
266,54,-85.24920121,34.99102901,35,36,0,,,34.98952078,-85.24847607
267,54,-85.25431702,34.99285194,35,36,0,,,34.99225517,-85.25614979
268,54,-85.25210186,34.99706196,35,36,0,,,34.99857021,-85.25282705
269,54,-85.24698584,34.99523894,35,36,0,,,34.99583567,-85.24515302
270,55,-85.24187006,34.9934157,36,36,0,34.9922224,-85.24553568,34.99401235,-85.24003725
271,55,-85.24408563,34.98920588,36,36,0,,,34.98769762,-85.2433606
272,55,-85.24920121,34.99102901,36,36,0,,,34.99043232,-85.25103397
273,55,-85.24698584,34.99523894,36,36,0,,,34.99674721,-85.24771092
274,55,-85.24187006,34.9934157,36,36,0,,,34.99401235,-85.24003725
275,56,-85.23675451,34.99159226,37,36,0,34.99039911,-85.24042012,34.99218883,-85.23492171
276,56,-85.23897029,34.98738253,37,36,0,,,34.98587424,-85.23824537
277,56,-85.24408563,34.98920588,37,36,0,,,34.98860926,-85.24591838
278,56,-85.24187006,34.9934157,37,36,0,,,34.994924,-85.24259503
279,56,-85.23675451,34.99159226,37,36,0,,,34.99218883,-85.23492171
280,57,-85.2316392,34.9897686,38,36,0,34.98857561,-85.23530479,34.9903651,-85.2298064
281,57,-85.23385518,34.98555897,38,36,0,,,34.98405066,-85.23313037
282,57,-85.23897029,34.98738253,38,36,0,,,34.98678599,-85.24080304
283,57,-85.23675451,34.99159226,38,36,0,,,34.99310058,-85.23747937
284,57,-85.2316392,34.9897686,38,36,0,,,34.9903651,-85.2298064
285,58,-85.37786825,35.04678182,9,35,0,35.04558443,-85.38153448,35.04738052,-85.37603513
286,58,-85.3800785,35.04256939,9,35,0,,,35.04106187,-85.37935051
287,58,-85.38520061,35.04438695,9,35,0,,,35.04378822,-85.38703368
288,58,-85.38299057,35.04859948,9,35,0,,,35.05010701,-85.38371861
289,58,-85.37786825,35.04678182,9,35,0,,,35.04738052,-85.37603513
290,59,-85.37274617,35.04496395,10,35,0,35.04376671,-85.37641238,35.04556257,-85.37091306
291,59,-85.37495662,35.04075162,10,35,0,,,35.03924407,-85.37422875
292,59,-85.3800785,35.04256939,10,35,0,,,35.04197073,-85.38191156
293,59,-85.37786825,35.04678182,10,35,0,,,35.04828937,-85.37859618
294,59,-85.37274617,35.04496395,10,35,0,,,35.04556257,-85.37091306
295,60,-85.36762432,35.04314587,11,35,0,35.04194878,-85.37129052,35.04374441,-85.36579122
296,60,-85.36983498,35.03893363,11,35,0,,,35.03742606,-85.36910721
297,60,-85.37495662,35.04075162,11,35,0,,,35.04015304,-85.37678968
298,60,-85.37274617,35.04496395,11,35,0,,,35.04647153,-85.37347399
299,60,-85.36762432,35.04314587,11,35,0,,,35.04374441,-85.36579122
300,61,-85.3625027,35.04132757,12,35,0,35.04013064,-85.36616889,35.04192604,-85.36066961
301,61,-85.36471357,35.03711544,12,35,0,,,35.03560784,-85.36398591
302,61,-85.36983498,35.03893363,12,35,0,,,35.03833513,-85.37166803
303,61,-85.36762432,35.04314587,12,35,0,,,35.04465348,-85.36835203
304,61,-85.3625027,35.04132757,12,35,0,,,35.04192604,-85.36066961
305,62,-85.35738132,35.03950907,13,35,0,35.03831229,-85.36104749,35.04010746,-85.35554823
306,62,-85.3595924,35.03529703,13,35,0,,,35.0337894,-85.35886485
307,62,-85.36471357,35.03711544,13,35,0,,,35.03651701,-85.36654661
308,62,-85.3625027,35.04132757,13,35,0,,,35.04283521,-85.3632303
309,62,-85.35738132,35.03950907,13,35,0,,,35.04010746,-85.35554823
310,63,-85.35226017,35.03769035,14,35,0,35.03649373,-85.35592633,35.03828867,-85.35042709
311,63,-85.35447145,35.03347842,14,35,0,,,35.03197076,-85.35374402
312,63,-85.3595924,35.03529703,14,35,0,,,35.03469868,-85.36142543
313,63,-85.35738132,35.03950907,14,35,0,,,35.04101674,-85.35810881
314,63,-85.35226017,35.03769035,14,35,0,,,35.03828867,-85.35042709
315,64,-85.34713926,35.03587143,15,35,0,35.03467496,-85.3508054,35.03646966,-85.34530619
316,64,-85.34935075,35.03165959,15,35,0,,,35.03015191,-85.34862342
317,64,-85.35447145,35.03347842,15,35,0,,,35.03288014,-85.35630448
318,64,-85.35226017,35.03769035,15,35,0,,,35.03919805,-85.35298756
319,64,-85.34713926,35.03587143,15,35,0,,,35.03646966,-85.34530619
320,65,-85.34201858,35.0340523,16,35,0,35.03285598,-85.34568471,35.03465045,-85.34018552
321,65,-85.34423028,35.02984055,16,35,0,,,35.02833284,-85.34350306
322,65,-85.34935075,35.03165959,16,35,0,,,35.0310614,-85.35118377
323,65,-85.34713926,35.03587143,16,35,0,,,35.03737915,-85.34786653
324,65,-85.34201858,35.0340523,16,35,0,,,35.03465045,-85.34018552
325,66,-85.33689814,35.03223295,17,35,0,35.03103679,-85.34056425,35.03283103,-85.33506508
326,66,-85.33911004,35.02802131,17,35,0,,,35.02651357,-85.33838293
327,66,-85.34423028,35.02984055,17,35,0,,,35.02924244,-85.34606329
328,66,-85.34201858,35.0340523,17,35,0,,,35.03556005,-85.34274575
329,66,-85.33689814,35.03223295,17,35,0,,,35.03283103,-85.33506508
330,67,-85.33177793,35.0304134,18,35,0,35.02921739,-85.33544403,35.0310114,-85.32994488
331,67,-85.33399003,35.02620185,18,35,0,,,35.02469408,-85.33326304
332,67,-85.33911004,35.02802131,18,35,0,,,35.02742327,-85.34094304
333,67,-85.33689814,35.03223295,18,35,0,,,35.03374073,-85.33762519
334,67,-85.33177793,35.0304134,18,35,0,,,35.0310114,-85.32994488
335,68,-85.32665795,35.02859363,19,35,0,35.02739778,-85.33032404,35.02919155,-85.32482491
336,68,-85.32887027,35.02438218,19,35,0,,,35.02287438,-85.32814338
337,68,-85.33399003,35.02620185,19,35,0,,,35.02560388,-85.33582303
338,68,-85.33177793,35.0304134,19,35,0,,,35.0319212,-85.33250487
339,68,-85.32665795,35.02859363,19,35,0,,,35.02919155,-85.32482491
340,69,-85.32153821,35.02677365,20,35,1,35.02557796,-85.32520428,35.0273715,-85.31970518
341,69,-85.32375073,35.0225623,20,35,1,,,35.02105448,-85.32302395
342,69,-85.32887027,35.02438218,20,35,1,,,35.02378429,-85.33070326
343,69,-85.32665795,35.02859363,20,35,1,,,35.03010146,-85.32738479
344,69,-85.32153821,35.02677365,20,35,1,,,35.0273715,-85.31970518
345,70,-85.31641871,35.02495347,21,35,0,35.02375793,-85.32008476,35.02555124,-85.31458568
