Latitude,Longitude,Hour,Grid_Num,Join_Count,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Clear,Cloudy,DayFrame,DayOfWeek,Foggy,Rain,RainBefore,Snow,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex,pressure,Accident
35.02555766,-85.12988298,4,199,6.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.76,19.49,0.55,0.0,33.8,2.43,10.0,0,1025.1,1.0
35.02555766,-85.12988298,8,199,6.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.39,0.62,0.0017,36.22,1.99,10.0,0,1025.5,1.0
35.02555766,-85.12988298,12,199,6.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,34.05,0.79,0.0154,40.04,4.06,10.0,2,1024.2,1.0
35.02555766,-85.12988298,16,199,6.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.91,36.12,0.84,0.0199,40.67,4.43,10.0,1,1020.2,1.0
35.02555766,-85.12988298,20,199,6.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.93,36.08,0.84,0.0149,40.48,3.21,7.756,0,1019.5,1.0
35.02555766,-85.12988298,23,199,6.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.98,37.15,0.89,0.0661,40.19,4.94,8.35,0,1018.5,1.0
35.02980219,-85.12253123,0,200,54.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,19.17,0.54,0.0,34.2,1.46,10.0,0,1025.8,1.0
35.02980219,-85.12253123,4,200,54.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.75,19.53,0.56,0.0,33.73,2.46,10.0,0,1025.1,1.0
35.02980219,-85.12253123,8,200,54.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.58,0.62,0.0018,36.2,2.0,10.0,0,1025.5,1.0
35.02980219,-85.12253123,12,200,54.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.87,0.79,0.0155,39.9,4.1,10.0,2,1024.2,1.0
35.02980219,-85.12253123,16,200,54.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.91,36.16,0.85,0.02,40.44,4.4,10.0,1,1020.2,1.0
35.02980219,-85.12253123,20,200,54.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.93,36.16,0.85,0.0151,40.34,3.17,7.816,0,1019.5,1.0
35.02980219,-85.12253123,23,200,54.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.98,37.29,0.9,0.0672,40.12,4.95,8.332,0,1018.5,1.0
35.02555766,-85.11517949,0,201,3.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,19.01,0.53,0.0,34.25,1.45,10.0,0,1025.8,1.0
35.02555766,-85.11517949,4,201,3.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.75,19.54,0.56,0.0,33.72,2.45,10.0,0,1025.2,1.0
35.02555766,-85.11517949,8,201,3.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.74,0.63,0.0018,36.26,1.98,10.0,0,1025.6,1.0
35.02555766,-85.11517949,12,201,3.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.66,0.79,0.0153,39.76,4.19,10.0,2,1024.2,1.0
35.02555766,-85.11517949,16,201,3.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.9,36.02,0.85,0.0196,40.24,4.4,10.0,1,1020.2,1.0
35.02555766,-85.11517949,20,201,3.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.93,36.14,0.85,0.0149,40.21,3.13,7.875,0,1019.5,1.0
35.02555766,-85.11517949,23,201,3.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.98,37.3,0.9,0.0674,40.12,5.01,8.513,0,1018.5,1.0
35.03404672,-85.40924928,0,202,8.0,1.0,2.0,9.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,17.21,0.47,0.0011,35.38,3.85,10.0,0,1025.5,1.0
35.03404672,-85.40924928,4,202,8.0,1.0,2.0,9.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.86,17.43,0.46,0.0007,36.26,5.03,10.0,0,1024.9,1.0
35.03404672,-85.40924928,8,202,8.0,1.0,2.0,9.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.13,0.55,0.001,37.77,4.6,10.0,0,1025.2,1.0
35.03404672,-85.40924928,12,202,8.0,1.0,2.0,9.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,34.45,0.86,0.0225,38.41,6.24,9.523,2,1024.0,1.0
35.03404672,-85.40924928,16,202,8.0,1.0,2.0,9.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.92,36.3,0.89,0.0315,39.27,6.39,10.0,1,1020.0,1.0
35.03404672,-85.40924928,20,202,8.0,1.0,2.0,9.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.96,36.54,0.85,0.036000000000000004,40.62,5.48,6.556,0,1019.2,1.0
35.03404672,-85.40924928,23,202,8.0,1.0,2.0,9.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.95,38.07,0.91,0.0788,40.42,8.09,8.455,0,1018.3,1.0
35.03829126,-85.40189753,0,203,1.0,1.0,2.0,9.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,17.53,0.47,0.0011,35.84,3.77,10.0,0,1025.5,1.0
35.03829126,-85.40189753,4,203,1.0,1.0,2.0,9.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.86,17.4,0.45,0.0005,36.63,4.97,10.0,0,1024.9,1.0
35.03829126,-85.40189753,8,203,1.0,1.0,2.0,9.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,22.68,0.55,0.0008,37.6,4.5,10.0,0,1025.3,1.0
35.03829126,-85.40189753,12,203,1.0,1.0,2.0,9.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,34.26,0.86,0.0209,38.02,6.14,9.626,2,1024.0,1.0
35.03829126,-85.40189753,16,203,1.0,1.0,2.0,9.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.57,0.92,0.027000000000000003,38.77,6.31,10.0,1,1020.0,1.0
35.03829126,-85.40189753,20,203,1.0,1.0,2.0,9.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.62,0.87,0.0417,40.12,5.39,6.671,0,1019.3,1.0
35.03829126,-85.40189753,23,203,1.0,1.0,2.0,9.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.95,37.59,0.91,0.0722,40.12,7.97,8.397,0,1018.3,1.0
35.03404672,-85.39454579,0,204,0.0,2.0,3.0,9.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,17.64,0.47,0.0011,35.79,3.66,10.0,0,1025.5,1.0
35.03404672,-85.39454579,4,204,0.0,2.0,3.0,9.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.85,17.52,0.46,0.0006,36.59,4.86,10.0,0,1024.9,1.0
35.03404672,-85.39454579,8,204,0.0,2.0,3.0,9.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,22.78,0.55,0.0008,37.58,4.37,10.0,0,1025.3,1.0
35.03404672,-85.39454579,12,204,0.0,2.0,3.0,9.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,34.26,0.86,0.0211,38.09,6.07,9.73,2,1024.0,1.0
35.03404672,-85.39454579,16,204,0.0,2.0,3.0,9.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.92,36.57,0.91,0.0272,38.84,6.23,10.0,1,1020.0,1.0
35.03404672,-85.39454579,20,204,0.0,2.0,3.0,9.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.96,36.62,0.87,0.0399,40.15,5.32,6.749,0,1019.3,1.0
35.03404672,-85.39454579,23,204,0.0,2.0,3.0,9.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.95,37.6,0.91,0.0729,40.15,7.87,8.459,0,1018.3,1.0
35.03829126,-85.37249055,0,205,8.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,17.64,0.49,0.0011,34.99,3.4,10.0,0,1025.5,1.0
35.03829126,-85.37249055,4,205,8.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.84,17.86,0.48,0.0,35.82,4.63,10.0,0,1024.9,1.0
35.03829126,-85.37249055,8,205,8.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.27,0.56,0.0008,37.38,4.05,10.0,0,1025.2,1.0
35.03829126,-85.37249055,12,205,8.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,34.1,0.82,0.0199,39.03,5.79,10.0,2,1024.0,1.0
35.03829126,-85.37249055,16,205,8.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.04,0.86,0.0249,39.97,6.0,10.0,1,1020.0,1.0
35.03829126,-85.37249055,20,205,8.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.04,0.83,0.0406,40.93,5.07,7.029,0,1019.3,1.0
35.03829126,-85.37249055,23,205,8.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.62,0.9,0.069,40.43,7.52,8.39,0,1018.3,1.0
35.03404672,-85.36513881,0,206,29.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,18.0,0.49,0.0011,35.13,3.29,10.0,0,1025.5,1.0
35.03404672,-85.36513881,4,206,29.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.84,18.04,0.48,0.0007,35.87,4.52,10.0,0,1024.9,1.0
35.03404672,-85.36513881,8,206,29.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.18,0.56,0.001,37.27,3.92,10.0,0,1025.2,1.0
35.03404672,-85.36513881,12,206,29.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.45,0.81,0.022,38.9,5.71,10.0,2,1024.1,1.0
35.03404672,-85.36513881,16,206,29.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.07,0.85,0.0281,40.08,5.93,10.0,1,1020.0,1.0
35.03404672,-85.36513881,20,206,29.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.07,0.83,0.0344,40.93,5.0,7.122999999999998,0,1019.3,1.0
35.03404672,-85.36513881,23,206,29.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.34,0.88,0.0736,40.49,7.42,8.458,0,1018.3,1.0
35.03829126,-85.35778706,0,207,17.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,17.92,0.49,0.0011,34.92,3.22,10.0,0,1025.5,1.0
35.03829126,-85.35778706,4,207,17.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.83,18.04,0.48,0.0007,35.73,4.45,10.0,0,1024.9,1.0
35.03829126,-85.35778706,8,207,17.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.22,0.57,0.001,37.2,3.83,10.0,0,1025.2,1.0
35.03829126,-85.35778706,12,207,17.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.84,0.8,0.0224,39.37,5.61,10.0,2,1024.1,1.0
35.03829126,-85.35778706,16,207,17.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.43,0.85,0.0284,40.43,5.85,10.0,1,1020.0,1.0
35.03829126,-85.35778706,20,207,17.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.24,0.83,0.0335,41.06,4.91,7.2,0,1019.3,1.0
35.03829126,-85.35778706,23,207,17.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.29,0.88,0.0735,40.43,7.29,8.38,0,1018.3,1.0
35.03404672,-85.33573183,0,208,1.0,2.0,2.0,18.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,18.35,0.51,0.0011,34.84,2.9,10.0,0,1025.6,1.0
35.03404672,-85.33573183,4,208,1.0,2.0,2.0,18.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.82,18.31,0.49,0.0008,35.61,4.15,10.0,0,1024.9,1.0
35.03404672,-85.33573183,8,208,1.0,2.0,2.0,18.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.46,0.57,0.0012,37.14,3.46,10.0,0,1025.3,1.0
35.03404672,-85.33573183,12,208,1.0,2.0,2.0,18.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.76,0.8,0.0241,39.49,5.32,10.0,2,1024.1,1.0
35.03404672,-85.33573183,16,208,1.0,2.0,2.0,18.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.41,0.85,0.0308,40.55,5.62,10.0,1,1020.0,1.0
35.03404672,-85.33573183,20,208,1.0,2.0,2.0,18.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.28,0.83,0.0204,41.06,4.68,7.399,0,1019.3,1.0
35.03404672,-85.33573183,23,208,1.0,2.0,2.0,18.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.24,0.88,0.0765,40.46,6.94,8.42,0,1018.4,1.0
35.03829126,-85.32838008,0,209,1.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,18.41,0.51,0.0,34.84,2.83,10.0,0,1025.6,1.0
35.03829126,-85.32838008,4,209,1.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.81,18.36,0.49,0.0008,35.59,4.09,10.0,0,1024.9,1.0
35.03829126,-85.32838008,8,209,1.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.49,0.58,0.0012,37.09,3.38,10.0,0,1025.3,1.0
35.03829126,-85.32838008,12,209,1.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.68,0.8,0.0243,39.49,5.21,10.0,2,1024.1,1.0
35.03829126,-85.32838008,16,209,1.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.34,0.85,0.0309,40.54,5.54,10.0,1,1020.1,1.0
35.03829126,-85.32838008,20,209,1.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.34,0.83,0.0203,41.08,4.58,7.443,0,1019.3,1.0
35.03829126,-85.32838008,23,209,1.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.25,0.88,0.0763,40.53,6.81,8.324,0,1018.4,1.0
35.03404672,-85.32102834,0,210,295.0,4.0,2.0,11.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,18.61,0.51,0.0,34.81,2.71,10.0,0,1025.6,1.0
35.03404672,-85.32102834,4,210,295.0,4.0,2.0,11.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.81,18.46,0.49,0.0009,35.55,3.97,10.0,0,1024.9,1.0
35.03404672,-85.32102834,8,210,295.0,4.0,2.0,11.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.59,0.58,0.0012,37.08,3.24,10.0,0,1025.3,1.0
35.03404672,-85.32102834,12,210,295.0,4.0,2.0,11.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.67,0.79,0.0242,39.55,5.12,10.0,2,1024.1,1.0
35.03404672,-85.32102834,16,210,295.0,4.0,2.0,11.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.34,0.85,0.0308,40.59,5.47,10.0,1,1020.1,1.0
35.03404672,-85.32102834,20,210,295.0,4.0,2.0,11.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.34,0.83,0.02,41.08,4.52,7.545,0,1019.4,1.0
35.03404672,-85.32102834,23,210,295.0,4.0,2.0,11.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.23,0.88,0.076,40.54,6.69,8.387,0,1018.4,1.0
35.03829126,-85.31367659,0,211,331.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,18.71,0.52,0.0,34.73,2.64,10.0,0,1025.6,1.0
35.03829126,-85.31367659,4,211,331.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.8,18.59,0.5,0.0009,35.47,3.9,10.0,0,1024.9,1.0
35.03829126,-85.31367659,8,211,331.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.75,0.58,0.0013,37.06,3.16,10.0,0,1025.3,1.0
35.03829126,-85.31367659,12,211,331.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.58,0.79,0.0242,39.52,5.01,10.0,2,1024.1,1.0
35.03829126,-85.31367659,16,211,331.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.39,0.85,0.0306,40.61,5.39,10.0,1,1020.1,1.0
35.03829126,-85.31367659,20,211,331.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.29,0.83,0.0199,40.95,4.43,7.569,0,1019.4,1.0
35.03829126,-85.31367659,23,211,331.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.22,0.88,0.0754,40.41,6.55,8.277000000000001,0,1018.4,1.0
35.03404672,-85.30632485,0,212,561.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,1.0,18.94,0.52,0.0,34.7,2.51,10.0,0,1025.6,1.0
35.03404672,-85.30632485,4,212,561.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.79,18.69,0.5,0.0009,35.43,3.77,10.0,0,1024.9,1.0
35.03404672,-85.30632485,8,212,561.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.85,0.59,0.0013,37.06,3.01,10.0,0,1025.3,1.0
35.03404672,-85.30632485,12,212,561.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.57,0.79,0.0237,39.59,4.9,10.0,2,1024.1,1.0
35.03404672,-85.30632485,16,212,561.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.42,0.85,0.0301,40.68,5.31,10.0,1,1020.1,1.0
35.03404672,-85.30632485,20,212,561.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.3,0.83,0.0195,40.95,4.36,7.667999999999998,0,1019.4,1.0
35.03404672,-85.30632485,23,212,561.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.96,37.21,0.88,0.0746,40.42,6.43,8.331,0,1018.4,1.0
35.03829126,-85.29897311,0,213,161.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,19.21,0.52,0.0,34.83,2.43,10.0,0,1025.6,1.0
35.03829126,-85.29897311,4,213,161.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.79,19.22,0.51,0.0009,35.52,3.69,10.0,0,1024.9,1.0
35.03829126,-85.29897311,8,213,161.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,23.97,0.59,0.0013,37.03,2.93,10.0,0,1025.3,1.0
35.03829126,-85.29897311,12,213,161.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.8,33.06,0.79,0.0236,39.12,4.78,10.0,2,1024.1,1.0
35.03829126,-85.29897311,16,213,161.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.11,0.85,0.0298,40.38,5.23,10.0,1,1020.1,1.0
35.03829126,-85.29897311,20,213,161.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.16,0.84,0.0194,40.73,4.27,7.651,0,1019.4,1.0
35.03829126,-85.29897311,23,213,161.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.97,37.28,0.88,0.0737,40.44,6.27,8.195,0,1018.4,1.0
35.03404672,-85.29162136,0,214,58.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,19.45,0.53,0.0,34.81,2.29,10.0,0,1025.6,1.0
35.03404672,-85.29162136,4,214,58.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.78,19.39,0.52,0.0008,35.5,3.55,10.0,0,1024.9,1.0
35.03404672,-85.29162136,8,214,58.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.06,0.59,0.0013,37.03,2.78,10.0,0,1025.3,1.0
35.03404672,-85.29162136,12,214,58.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.81,33.05,0.78,0.0233,39.22,4.66,10.0,2,1024.1,1.0
35.03404672,-85.29162136,16,214,58.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.15,0.84,0.0294,40.47,5.15,10.0,1,1020.1,1.0
35.03404672,-85.29162136,20,214,58.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.19,0.84,0.019,40.75,4.22,7.737999999999999,0,1019.4,1.0
35.03404672,-85.29162136,23,214,58.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.97,37.27,0.88,0.0724,40.47,6.12,8.232000000000001,0,1018.4,1.0
35.03829126,-85.28426962,0,215,241.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,19.56,0.53,0.0,34.78,2.22,10.0,0,1025.6,1.0
35.03829126,-85.28426962,4,215,241.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.77,19.53,0.52,0.0008,35.46,3.47,10.0,0,1024.9,1.0
35.03829126,-85.28426962,8,215,241.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.12,0.59,0.0013,36.99,2.71,10.0,0,1025.3,1.0
35.03829126,-85.28426962,12,215,241.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.81,32.92,0.78,0.023,39.23,4.52,10.0,2,1024.1,1.0
35.03829126,-85.28426962,16,215,241.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.18,0.84,0.0288,40.49,5.08,10.0,1,1020.1,1.0
35.03829126,-85.28426962,20,215,241.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.23,0.84,0.019,40.7,4.13,7.697999999999999,0,1019.4,1.0
35.03829126,-85.28426962,23,215,241.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.97,37.26,0.88,0.0712,40.45,5.95,8.071,0,1018.4,1.0
35.03404672,-85.27691787,0,216,229.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,19.67,0.54,0.0,34.61,2.06,10.0,0,1025.6,1.0
35.03404672,-85.27691787,4,216,229.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.75,19.64,0.52,0.0008,35.35,3.31,10.0,0,1024.9,1.0
35.03404672,-85.27691787,8,216,229.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.26,0.6,0.0013,37.01,2.56,10.0,0,1025.3,1.0
35.03404672,-85.27691787,12,216,229.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.81,33.34,0.78,0.0221,39.71,4.38,10.0,2,1024.1,1.0
35.03404672,-85.27691787,16,216,229.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.41,0.84,0.0279,40.76,5.0,10.0,1,1020.1,1.0
35.03404672,-85.27691787,20,216,229.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.4,0.84,0.0185,40.84,4.08,7.756,0,1019.4,1.0
35.03404672,-85.27691787,23,216,229.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.97,37.23,0.88,0.0695,40.43,5.78,8.075,0,1018.4,1.0
35.03829126,-85.26956613,0,217,373.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,19.83,0.54,0.0,34.59,1.98,10.0,0,1025.6,1.0
35.03829126,-85.26956613,4,217,373.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.74,19.82,0.53,0.0008,35.31,3.21,10.0,0,1024.9,1.0
35.03829126,-85.26956613,8,217,373.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.31,0.6,0.0012,36.98,2.49,10.0,0,1025.2,1.0
35.03829126,-85.26956613,12,217,373.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.81,33.16,0.77,0.0216,39.74,4.21,10.0,2,1024.1,1.0
35.03829126,-85.26956613,16,217,373.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.93,36.46,0.84,0.027000000000000003,40.8,4.93,10.0,1,1020.1,1.0
35.03829126,-85.26956613,20,217,373.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.46,0.84,0.0184,40.8,4.0,7.6560000000000015,0,1019.4,1.0
35.03829126,-85.26956613,23,217,373.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.97,37.22,0.88,0.0679,40.41,5.56,7.859,0,1018.4,1.0
35.03829126,-85.25486264,0,219,73.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,20.46,0.56,0.0,34.71,1.69,10.0,0,1025.6,1.0
35.03829126,-85.25486264,4,219,73.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.81,20.53,0.54,0.0007,35.41,2.86,10.0,0,1024.9,1.0
35.03829126,-85.25486264,8,219,73.0,2.0,2.0,19.0,0,1,2,3.0,0,0,0,0,1579784400,1,1.0,24.73,0.6,0.0012,37.14,2.25,10.0,0,1025.2,1.0
35.03829126,-85.25486264,12,219,73.0,2.0,2.0,19.0,0,0,3,3.0,0,1,0,0,1579798800,1,0.83,32.93,0.77,0.0196,39.62,3.76,10.0,2,1024.1,1.0
35.03829126,-85.25486264,16,219,73.0,2.0,2.0,19.0,0,0,4,3.0,0,1,1,0,1579813200,1,0.94,36.67,0.86,0.0246,40.56,4.75,10.0,1,1020.1,1.0
35.03829126,-85.25486264,20,219,73.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579827600,1,0.95,36.74,0.86,0.0176,40.57,3.88,7.425,0,1019.4,1.0
35.03829126,-85.25486264,23,219,73.0,2.0,2.0,19.0,0,0,1,3.0,0,1,1,0,1579838400,1,0.97,38.0,0.91,0.0633,40.45,5.02,7.457000000000002,0,1018.3,1.0
35.03404672,-85.24751089,0,220,63.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579755600,1,0.99,21.06,0.57,0.0,34.85,1.49,10.0,0,1025.6,1.0
35.03404672,-85.24751089,4,220,63.0,2.0,2.0,19.0,0,1,1,3.0,0,0,0,0,1579770000,1,0.8,20.95,0.55,0.0,35.43,2.61,10.0,0,1024.9,1.0
