Latitude,Longitude,Hour,Grid_Num,Join_Count,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Clear,Cloudy,DayFrame,DayOfWeek,Foggy,Rain,RainBefore,Snow,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex,pressure,roundAbout
34.98311234,-85.46806323,0,1,14,4.0,2.0,11.0,0,0,1,3,0,1,1,0,1579150800,1,0.98,61.09,0.95,0.0445,62.43,2.55,10.0,0,1021.7,0
34.98311234,-85.46806323,4,1,14,4.0,2.0,11.0,0,0,1,3,0,1,1,0,1579165200,1,0.93,53.35,0.87,0.0187,57.04,6.74,10.0,0,1023.8,0
34.98311234,-85.46806323,8,1,14,4.0,2.0,11.0,0,1,2,3,0,0,0,0,1579179600,1,0.47,44.89,0.86,0.0006,48.96,7.07,10.0,0,1028.5,0
34.98311234,-85.46806323,12,1,14,4.0,2.0,11.0,0,1,3,3,0,0,0,0,1579194000,1,0.75,43.78,0.72,0.0,52.49,9.77,10.0,2,1031.8,0
34.98311234,-85.46806323,16,1,14,4.0,2.0,11.0,0,1,4,3,0,0,0,0,1579208400,1,0.48,33.83,0.47,0.0,53.82,8.96,10.0,1,1031.4,0
34.98311234,-85.46806323,20,1,14,4.0,2.0,11.0,0,1,1,3,0,0,0,0,1579222800,1,0.65,28.7,0.48,0.0,47.66,7.12,10.0,0,1034.3,0
34.98311234,-85.46806323,23,1,14,4.0,2.0,11.0,0,1,1,3,0,0,0,0,1579233600,1,0.5,21.2,0.41,0.0,43.03,8.22,10.0,0,1034.9,0
34.98735687,-85.46071149,0,2,2,2.0,2.0,17.0,0,0,1,3,0,1,1,0,1579150800,1,0.98,60.41,0.96,0.0439,61.64,2.52,10.0,0,1021.7,0
34.98735687,-85.46071149,4,2,2,2.0,2.0,17.0,0,0,1,3,0,1,1,0,1579165200,1,0.94,53.47,0.89,0.0188,56.68,6.75,10.0,0,1023.8,0
34.98735687,-85.46071149,8,2,2,2.0,2.0,17.0,0,1,2,3,0,0,0,0,1579179600,1,0.47,44.95,0.87,0.0006,48.77,7.07,10.0,0,1028.5,0
34.98735687,-85.46071149,12,2,2,2.0,2.0,17.0,0,1,3,3,0,0,0,0,1579194000,1,0.75,43.24,0.73,0.0,51.75,9.79,10.0,2,1031.7,0
34.98735687,-85.46071149,16,2,2,2.0,2.0,17.0,0,1,4,3,0,0,0,0,1579208400,1,0.48,32.98,0.46,0.0,52.95,8.96,10.0,1,1031.5,0
34.98735687,-85.46071149,20,2,2,2.0,2.0,17.0,0,1,1,3,0,0,0,0,1579222800,1,0.64,28.27,0.48,0.0,47.21,7.13,10.0,0,1034.2,0
34.98735687,-85.46071149,23,2,2,2.0,2.0,17.0,0,1,1,3,0,0,0,0,1579233600,1,0.5,21.31,0.41,0.0,43.15,8.19,10.0,0,1034.8,0
34.98311234,-85.40924928,0,3,111,4.0,2.0,11.0,0,0,1,3,0,1,1,0,1579150800,1,0.97,60.99,0.93,0.0414,63.11,2.53,10.0,0,1021.7,0
34.98311234,-85.40924928,4,3,111,4.0,2.0,11.0,0,0,1,3,0,1,1,0,1579165200,1,0.95,53.51,0.85,0.0197,57.85,6.61,10.0,0,1023.7,0
34.98311234,-85.40924928,8,3,111,4.0,2.0,11.0,0,1,2,3,0,0,0,0,1579179600,1,0.46,44.84,0.84,0.0006,49.34,7.08,10.0,0,1028.5,0
