Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
7/27/2018 11:45:52 PM,7/27/2018 11:54:17 PM,8935 Lee Hwy,CHATTANOOGA,35087633,85070057,ACC2-MVC No Injuries
7/27/2018 11:38:22 PM,7/28/2018 12:43:14 AM,5900-5999 MOUNTAIN VIEW RD,HAMILTON COUNTY,35088141,85070183,ACC2-MVC No Injuries
7/27/2018 11:14:49 PM,7/27/2018 11:16:11 PM,1220 - 1299 O Grady Dr,CHATTANOOGA,35059544,85353887,ACC1-MVC Injuries
7/27/2018 11:14:49 PM,7/27/2018 11:15:52 PM,1220 - 1299 O Grady Dr,CHATTANOOGA,35059544,85353887,ACC1-MVC Injuries
7/27/2018 11:14:27 PM,7/27/2018 11:33:23 PM,1220 - 1299 O Grady Dr,CHATTANOOGA,35059544,85353887,ACC1-MVC Injuries
7/27/2018 11:14:27 PM,7/27/2018 11:28:50 PM,1220 - 1299 O Grady Dr,CHATTANOOGA,35059544,85353887,ACC1-MVC Injuries
7/27/2018 11:13:59 PM,7/27/2018 11:16:13 PM,1220 - 1299 O Grady Dr,CHATTANOOGA,35059544,85353887,ACC1-MVC Injuries
7/27/2018 11:13:54 PM,7/28/2018 1:24:20 AM,1220 - 1299 O Grady Dr,CHATTANOOGA,35059544,85353887,ACC1-MVC Injuries
7/27/2018 10:53:36 PM,7/27/2018 11:24:28 PM,418 Glenwood Dr,CHATTANOOGA,35038566,85260819,ACC2-MVC No Injuries
7/27/2018 10:31:39 PM,7/27/2018 10:53:47 PM,3805 CUMMINGS HWY,CHATTANOOGA,35019612,85385610,ACC2-MVC No Injuries
7/27/2018 8:35:17 PM,7/27/2018 9:23:29 PM,HAMILTON PLACE BLVD / COMMONS BLVD,CHATTANOOGA,35038605,85156247,ACC2-MVC No Injuries
7/27/2018 8:10:06 PM,7/27/2018 9:24:36 PM,Taft Hwy / Corral Rd,HAMILTON COUNTY,35187505,85349864,ACC2-MVC No Injuries
7/27/2018 8:01:25 PM,7/27/2018 9:00:05 PM,9334 Dayton Pike,SODDY DAISY,35234297,85199279,ACC2-MVC No Injuries
7/27/2018 7:57:15 PM,7/27/2018 9:35:46 PM,4200 - 4210 St Elmo Ave,CHATTANOOGA,35004773,85328850,ACC2-MVC No Injuries
7/27/2018 7:25:44 PM,7/27/2018 8:16:50 PM,6119 Lee Hwy,CHATTANOOGA,35029206,85188406,ACC2-MVC No Injuries
7/27/2018 6:55:17 PM,7/27/2018 8:12:23 PM,E 17th St / S Willow St,CHATTANOOGA,35023219,85278160,ACC2-MVC No Injuries
7/27/2018 6:52:09 PM,7/27/2018 6:52:50 PM,18030 Interstate 24 Wb,CHATTANOOGA,35018733,85294022,ACC2-MVC No Injuries
7/27/2018 6:45:33 PM,7/27/2018 7:00:50 PM,18000 INTERSTATE 24 EB,CHATTANOOGA,35021809,85297892,ACC1-MVC Injuries
7/27/2018 6:45:33 PM,7/27/2018 7:02:38 PM,18000 INTERSTATE 24 EB,CHATTANOOGA,35021809,85297892,ACC1-MVC Injuries
7/27/2018 6:42:25 PM,7/27/2018 8:09:50 PM,18020 INTERSTATE 24 EB,CHATTANOOGA,35019171,85295363,ACC2-MVC No Injuries
7/27/2018 6:38:49 PM,7/27/2018 7:33:55 PM,18000 INTERSTATE 24 EB,CHATTANOOGA,35021809,85297892,ACC1-MVC Injuries
7/27/2018 6:20:56 PM,7/27/2018 7:56:32 PM,1800 - 1805 Old Wauhatchie Pike,CHATTANOOGA,35013719,85328293,ACC2-MVC No Injuries
7/27/2018 6:19:55 PM,7/27/2018 6:55:11 PM,3700 YOUNGSTOWN RD,CHATTANOOGA,35067936,85212010,ACC2-MVC No Injuries
7/27/2018 6:17:05 PM,7/27/2018 6:21:29 PM,Snow Hill Rd / Amos Rd,HAMILTON COUNTY,35095229,85063419,ACC1-MVC Injuries
7/27/2018 6:17:05 PM,7/27/2018 6:25:16 PM,Snow Hill Rd / Amos Rd,HAMILTON COUNTY,35095229,85063419,ACC1-MVC Injuries
7/27/2018 6:16:23 PM,7/27/2018 6:48:16 PM,6200 SNOW HILL RD,HAMILTON COUNTY,35095229,85063419,ACC1-MVC Injuries
7/27/2018 6:08:50 PM,7/27/2018 7:02:19 PM,3900 TAFT HWY,HAMILTON COUNTY,35176651,85331190,ACC2-MVC No Injuries
7/27/2018 6:03:07 PM,7/27/2018 6:24:21 PM,5546 Highway 153,CHATTANOOGA,35146913,85248661,ACC2-MVC No Injuries
7/27/2018 6:02:00 PM,7/27/2018 6:05:14 PM,18050 - 18079 Interstate 24 Wb,CHATTANOOGA,35018751,85288775,ACC2-MVC No Injuries
7/27/2018 5:58:09 PM,7/27/2018 6:00:06 PM,7022 - 7049 Highway 153,CHATTANOOGA,35185309,85246475,ACC2-MVC No Injuries
