,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP,Accuracy,Precision,Recall,Specificity,FPR
0,67.54275384268824,0.20531866640702545,67.5355230164381,0.2050479392478712,0.6763662376298316,10855.0,5883.0,4604.0,10961.0,0.6753552301643809,0.6507361671811921,0.7042081593318342,0.6485243159278289,0.3514756840721711
1,70.03170824572196,0.19305456963691656,69.33721326192614,0.19296252267179329,0.6936042893511299,11582.0,5250.0,4655.0,10816.0,0.6933721326192613,0.673222955309349,0.6991144722383815,0.6880941064638784,0.3119058935361217
2,70.3434917862038,0.1880063819274629,69.8975327368975,0.18761161914336386,0.6989570364133297,11711.0,5032.0,4692.0,10868.0,0.6989753273689749,0.6835220125786163,0.6984575835475578,0.6994564892791018,0.3005435107208983
3,70.3978875881657,0.18680071530138287,70.45785221186888,0.184450117900282,0.7046127264295545,11770.0,4957.0,4586.0,10990.0,0.7045785221186887,0.6891578353295289,0.705572675911659,0.7036527769474502,0.2963472230525498
4,70.87418547636408,0.18446877369274287,70.08327399931895,0.1857572135951354,0.700416431257794,11970.0,4892.0,4772.0,10669.0,0.7008327399931895,0.6856243172032646,0.6909526585065734,0.7098802040090143,0.29011979599098564
5,71.0294140045854,0.18356394965490955,70.40212983314244,0.1846612908468576,0.7040925862865417,11753.0,4986.0,4575.0,10989.0,0.7040212983314244,0.6878873239436619,0.7060524286815728,0.7021327438915108,0.29786725610848913
6,71.23638451990621,0.18273858321449285,70.25044113549825,0.1843220917569513,0.7022954979845115,11878.0,4908.0,4702.0,10815.0,0.7025044113549825,0.6878458309482923,0.6969775085390217,0.7076134874300012,0.2923865125699988
7,71.08646263607828,0.1827152681734888,70.66216760053246,0.18221805596591173,0.7063815030753213,11999.0,4856.0,4621.0,10827.0,0.7066216760053246,0.6903653637696869,0.7008674262040394,0.7118955799466034,0.2881044200533966
8,71.27353289614702,0.18206835372632035,70.81385629817662,0.18166916992041726,0.7077464604398626,12019.0,4699.0,4729.0,10856.0,0.7081385629817664,0.6979106396657023,0.696567212062881,0.7189257088168441,0.28107429118315586
9,71.5601075992176,0.18088723652082325,70.10494381326812,0.1829492459352985,0.7011683942557709,11795.0,5090.0,4567.0,10851.0,0.7010494381326812,0.6806975722978483,0.7037877805162797,0.6985490079952621,0.3014509920047379
10,71.46192957422348,0.18096329489447044,70.97792774664892,0.1814240294108096,0.7098181209826377,11846.0,4869.0,4506.0,11082.0,0.7097792774664892,0.6947526800827535,0.7109314857582756,0.7087047562069997,0.2912952437930003
11,71.32527498858049,0.1812933810692917,71.16057332136334,0.1795847352060903,0.7120839997722453,11857.0,5040.0,4276.0,11130.0,0.7116057332136334,0.6883116883116883,0.7224458003375308,0.7017221992069598,0.29827780079304017
12,71.48183083441876,0.18016211798919293,70.97483205894191,0.1815209544912707,0.7100342606555792,11716.0,4983.0,4393.0,11211.0,0.7097483205894191,0.6922934420155613,0.7184696231735452,0.7015988981376129,0.2984011018623869
13,71.56806752484445,0.1803118929595599,71.03984150078941,0.1803800957529277,0.7102359619942931,11983.0,4789.0,4566.0,10965.0,0.710398415007894,0.6960137108036054,0.7060073401583928,0.7144645838301932,0.2855354161698068
14,71.67155357148171,0.18006236712939186,70.96244930811379,0.1803625197546833,0.7096700291353943,11853.0,4879.0,4501.0,11070.0,0.709624493081138,0.6940874035989717,0.7109369982660073,0.7084030600047813,0.29159693999521874
15,71.69145375445508,0.17953700494547273,71.00888462371915,0.18107500140157068,0.7105139781581898,11681.0,5042.0,4323.0,11257.0,0.7100888462371916,0.6906558684581876,0.7225288831835687,0.6984990731328111,0.3015009268671889
16,71.96343541343023,0.17900821924405605,70.65597622511841,0.18185181057656025,0.7066427627640577,11827.0,4960.0,4519.0,10997.0,0.7065597622511841,0.6891646299429718,0.7087522557360144,0.7045332697921011,0.295466730207899
17,71.71533628551897,0.17954141924775602,71.35250595919885,0.17996057163793888,0.7136140425272791,11887.0,4830.0,4424.0,11162.0,0.7135250595919883,0.6979739869934968,0.7161555241883741,0.7110725608661841,0.28892743913381586
18,71.77503918349771,0.17998130730304002,71.2070086369687,0.17848428877457842,0.7122934362854336,11815.0,4918.0,4383.0,11187.0,0.712070086369687,0.6946289972058367,0.7184971098265895,0.7060897627442778,0.29391023725572224
19,71.85729711027255,0.17908966926259962,70.8076649227626,0.18018396808790413,0.7083898938435682,11706.0,5025.0,4405.0,11167.0,0.7080766492276259,0.6896615612648221,0.7171204726432058,0.6996593150439304,0.3003406849560696
20,71.80024658743359,0.17925635841377482,71.17295607219144,0.17986155465652046,0.7122457432834296,11759.0,5050.0,4262.0,11232.0,0.7117295607219144,0.6898415428080088,0.7249257777204079,0.6995657088464513,0.3004342911535487
21,71.67288007861215,0.17951905398073598,71.25653964028109,0.1788705044253785,0.7132535042289266,11674.0,5108.0,4177.0,11344.0,0.7125653964028109,0.6895210308777049,0.7308807422202178,0.6956262662376356,0.30437373376236443
22,71.79361254602736,0.1796597062835198,71.55062997244838,0.17806765143943684,0.7157598093902751,11848.0,4873.0,4317.0,11265.0,0.7155062997244838,0.6980418887098773,0.7229495571813631,0.7085700615991867,0.2914299384008133
23,71.84933580747497,0.17922004736506122,71.3091663313005,0.17927812906836332,0.7132481644217701,11769.0,4856.0,4412.0,11266.0,0.713091663313005,0.6987966753504528,0.7185865544074499,0.7079097744360903,0.2920902255639098
24,71.65563198079376,0.17958916492985366,71.58468253722566,0.17810795212351674,0.7164137129939869,11766.0,5004.0,4175.0,11358.0,0.7158468253722564,0.6941694169416942,0.7312174080988862,0.7016100178890876,0.29838998211091233
25,71.93159405736895,0.17852195944074814,71.22867845091787,0.1803834370768052,0.7125143423303743,11857.0,4922.0,4372.0,11152.0,0.7122867845091787,0.6937912156277218,0.7183715537232672,0.7066571309374814,0.2933428690625186
26,71.78432529313584,0.17937652588632075,71.33083614524965,0.17836389822388704,0.7134200627962948,11959.0,4867.0,4394.0,11083.0,0.7133083614524967,0.6948589341692789,0.7160948504232086,0.7107452751693807,0.2892547248306193
27,71.94618865000051,0.178544948717874,70.96864068352784,0.17988479342305108,0.7105471377581154,11649.0,5211.0,4167.0,11276.0,0.7096864068352785,0.6839327955358767,0.7301690086123163,0.6909252669039145,0.3090747330960854
