ORIG_FID,Center_Lat,Center_Long
360,35.064184213891,-85.2451616196808
361,35.0615614807741,-85.2379443539928
362,35.0589383331183,-85.2307275651885
363,35.0563147693503,-85.2235112565467
364,35.053690785772,-85.2162954189754
365,35.0510663881158,-85.2090800601713
366,35.0484415738874,-85.2018651846454
367,35.0458163403091,-85.1946507820749
368,35.0431906931133,-85.1874368551542
369,35.0405646307686,-85.1802234089466
370,35.0379381507679,-85.1730104389408
371,35.0353112538843,-85.165797949616
372,35.0326839412271,-85.1585859358121
373,35.0300562126486,-85.1513743982429
374,35.0274280707652,-85.1441633389178
375,35.0247995138818,-85.1369527595924
376,35.0221705412241,-85.1297426557887
377,35.0195411503027,-85.122533032018
378,35.0169113457623,-85.1153238838948
379,35.0142811257616,-85.108115213889
380,35.0116504907609,-85.1009070238833
381,35.0090194438781,-85.0936993145571
382,35.0063879807595,-85.0864920788718
383,35.0037561062188,-85.079285320748
384,35.0011238152982,-85.0720790469783
385,35.122489257672,-85.3864252784278
386,35.1198746943629,-85.3791980766771
387,35.1172597112475,-85.3719713509864
388,35.1146443112467,-85.3647451009805
389,35.112028491246,-85.3575193259746
390,35.1094122507831,-85.3502940290837
391,35.1067955931294,-85.3430692052787
392,35.1041785162438,-85.3358448609569
393,35.1015610157811,-85.3286209940663
394,35.0989431012423,-85.3213976009452
395,35.0963247712416,-85.3141746859393
396,35.093706015779,-85.3069522490489
397,35.09108684124,-85.2997302859276
398,35.088467252662,-85.2925087983542
399,35.0858472493543,-85.2852877915989
400,35.0832268207763,-85.2780672640258
401,35.0806059757756,-85.2708472090201
402,35.0779847157749,-85.2636276290143
403,35.0753630362355,-85.2564085258924
404,35.0727409412348,-85.2491899008865
405,35.0701184281178,-85.2419717551983
406,35.0674954957722,-85.2347540889911
407,35.0648721488879,-85.2275368996674
408,35.0622483826543,-85.2203201832977
409,35.0596242007701,-85.2131039439739
410,35.056999604347,-85.2058881815331
411,35.054374587652,-85.1986728982807
412,35.0517491562289,-85.1914580958397
413,35.0491233088842,-85.184243769632
414,35.0464970457666,-85.177029918945
415,35.0438703657659,-85.1698165489392
416,35.0412432662258,-85.1626036558163
417,35.0386157507645,-85.1553912389277
418,35.0359878257639,-85.1481792989219
419,35.0333594838805,-85.1409678395966
420,35.030730722645,-85.13375685823
421,35.0281015488792,-85.1265463545849
422,35.0254719576435,-85.1193363282187
423,35.022841953878,-85.1121267845732
424,35.0202115326419,-85.1049177132075
425,35.0175806988768,-85.0977091245614
426,35.0149494481003,-85.0905010100784
427,35.0123177834156,-85.0832933776676
428,35.0096857057568,-85.0760862188644
429,35.007053216216,-85.0688795407404
430,35.1284273562469,-85.3832430609965
431,35.1258125931314,-85.3760154503058
432,35.1231974112454,-85.3687883159847
433,35.1205818107826,-85.3615616590938
434,35.117965793129,-85.3543354752886
435,35.1153493557812,-85.3471097740822
436,35.1127324993576,-85.3398845466454
437,35.1101152212417,-85.3326597909554
438,35.1074975231257,-85.3254355152656
439,35.1048794088938,-85.3182117197427
440,35.1022608757778,-85.3109883990532
441,35.0996419231232,-85.3037655552484
442,35.097022551238,-85.296543185926
443,35.0944027638914,-85.2893212947191
444,35.0917825581207,-85.2820998802311
445,35.0891619312357,-85.2748789459083
446,35.0865408857737,-85.2676584890184
447,35.0839194262343,-85.2604385058966
448,35.0812975457723,-85.2532189990069
449,35.0786752507716,-85.2459999690011
450,35.076052541232,-85.2387814158791
451,35.0734294107702,-85.2315633439895
452,35.0708058612305,-85.2243457508673
453,35.0681818957688,-85.217128633978
454,35.0655575143456,-85.2099119915374
455,35.0629327121899,-85.2026958264014
456,35.0603074993443,-85.1954801415255
457,35.057681865766,-85.1882649339549
458,35.0550558176484,-85.1810502032679
459,35.0524293543422,-85.1738359515075
460,35.0498024707639,-85.1666221789376
461,35.0471751726461,-85.1594088832509
462,35.0445474607626,-85.1521960639261
463,35.0419193338792,-85.144983724601
464,35.0392907876437,-85.137771863234
465,35.0366618293382,-85.1305604814717
466,35.0340324526422,-85.1233495732228
467,35.0314026638767,-85.1161391495774
468,35.0287724557583,-85.1089292038915
469,35.0261418338754,-85.1017197345657
470,35.023510798099,-85.0945107400824
471,35.0208793484143,-85.0873022276718
472,35.0182474826375,-85.080094193189
473,35.0156152038729,-85.0728866395422
474,35.0129825107541,-85.065679558857
475,35.1343653512449,-85.3800603659949
476,35.131750390782,-85.3728323491038
477,35.1291350112434,-85.3656048059831
478,35.1265192112426,-85.3583777409773
479,35.1239029957799,-85.3511511540865
480,35.1212863617031,-85.3439250428503
481,35.1186693007785,-85.3366994090748
482,35.1160518226626,-85.329474248385
483,35.1134339293543,-85.3222495666318
484,35.1108156131228,-85.3150253602582
485,35.1081968812375,-85.3078016359361
486,35.1055777307752,-85.3005783890458
487,35.1029581607744,-85.2933556140401
488,35.1003381716967,-85.2861333128027
489,35.0977177638889,-85.2789114947115
490,35.0950969376564,-85.2716901533397
491,35.092475696233,-85.2644692909009
492,35.089854035771,-85.2572489040111
493,35.0872319562315,-85.2500289908891
494,35.0846094588858,-85.2428095596819
495,35.0819865457689,-85.2355906039938
496,35.0793632162292,-85.2283721258716
497,35.076739468112,-85.2211541251836
498,35.0741153038834,-85.2139366046583
499,35.0714907176495,-85.2067195582888
500,35.0688657193429,-85.1995029915298
501,35.0662403026479,-85.1922869032775
502,35.0636144707641,-85.1850712939533
503,35.0609882243409,-85.1778561615119
504,35.0583615571851,-85.1706415063776
505,35.0557344762225,-85.1634273308189
506,35.0531069788785,-85.1562136346112
507,35.0504790657606,-85.1490004139245
508,35.0478507362202,-85.1417876708013
509,35.0452219907592,-85.1345754089129
510,35.0425928307585,-85.1273636239072
511,35.0399632534152,-85.1201523176993
512,35.0373332612171,-85.112941490778
513,35.0347028526386,-85.1057311432099
514,35.0320720307557,-85.0985212738842
515,35.0294407938729,-85.0913118795582
516,35.0268091407543,-85.0841029638726
517,35.0241770762134,-85.0768945307488
518,35.0215445952931,-85.0696865769793
519,35.0189117007522,-85.0624790988554
520,35.1403032481281,-85.3768771953084
521,35.1376880912421,-85.3696487709874
522,35.1350725112413,-85.3624208209815
523,35.1324565107786,-85.3551933490906
524,35.1298400948168,-85.3479663535391
525,35.1272232576621,-85.3407398333948
526,35.1246060012383,-85.333513790958
527,35.1219883262376,-85.3262882259521
528,35.1193702307752,-85.3190631390616
529,35.1167517162361,-85.3118385259404
530,35.1141327857738,-85.30461439405
531,35.1115134362346,-85.2973907409286
532,35.1088936662339,-85.2901675609227
533,35.1062734757717,-85.2829448540327
534,35.1036528676552,-85.2757226283437
535,35.1010318443476,-85.2685008865881
536,35.0984104012309,-85.2612796158993
537,35.095788540769,-85.2540588240095
538,35.0931662607683,-85.2468385090037
539,35.0905435631124,-85.2396186701992
540,35.0879204493443,-85.2323993115581
541,35.0852969157662,-85.2251804289863
542,35.0826729707655,-85.2179620239806
543,35.0800486062256,-85.2107440958582
544,35.0774238207642,-85.203526648969
545,35.0747986207634,-85.1963096789632
546,35.0721730057628,-85.1890931889575
547,35.0695469762227,-85.1818771758348
548,35.0669205257614,-85.1746616389459
549,35.0642936588777,-85.1674465846213
550,35.0616663762203,-85.1602320058172
551,35.059038677642,-85.1530179032477
552,35.0564105638759,-85.1458042846036
553,35.0537820326405,-85.1385911382365
554,35.0511530888747,-85.1313784745918
555,35.0485237257564,-85.1241662889056
556,35.0458939480982,-85.1169545801019
557,35.0432637538728,-85.1097433545741
558,35.0406331457544,-85.1025326038883
559,35.0380021257537,-85.0953223338825
560,35.0353706852931,-85.0881125419947
561,35.0327388312121,-85.080903225753
562,35.0301065634099,-85.0736943926629
563,35.0274738812105,-85.0664860357414
564,35.0248407857502,-85.0592781588538
565,35.1462410443556,-85.3736935516766
566,35.14362568624,-85.3664647159858
567,35.1410099057773,-85.3592363590949
568,35.1383937085854,-85.3520084771745
569,35.1357770907759,-85.3447810740832
570,35.1331600562371,-85.3375541459623
571,35.1305426007746,-85.3303276990716
572,35.1279247243509,-85.3231017266345
573,35.1253064281194,-85.3158762302607
574,35.1226877157725,-85.3086512140543
575,35.1200685862334,-85.3014266759329
576,35.1174490362326,-85.294202615927
577,35.1148290657704,-85.2869790290369
578,35.1122086757698,-85.2797559190311
579,35.1095878698075,-85.2725332884765
580,35.1069666426524,-85.2653111383365
581,35.1043450007677,-85.2580894640137
582,35.1017229412281,-85.2508682658917
583,35.0991004612273,-85.2436475458859
584,35.0964775657657,-85.2364273039963
585,35.0938542507649,-85.2292075389905
586,35.0912305162251,-85.2219882508683
587,35.0886063707636,-85.214769443979
588,35.0859818057629,-85.2075511139732
589,35.0833568207622,-85.2003332639674
590,35.0807314212221,-85.1931158908449
591,35.0781056062214,-85.185898995839
592,35.075479373877,-85.1786825796315
593,35.0728527207593,-85.1714666389443
594,35.070225653102,-85.1642511801402
595,35.0675981702977,-85.15703620205
596,35.0649702743349,-85.1498216964907
597,35.0623419576393,-85.1426076732404
598,35.0597132288733,-85.1353941295962
599,35.0570840807552,-85.1281810639097
600,35.0544545157545,-85.120968478904
601,35.0518245393315,-85.1137563664608
602,35.0491941426353,-85.1065447332123
603,35.0465633338702,-85.0993335845667
604,35.0439321107517,-85.0921229138809
605,35.041300470751,-85.0849127238751
606,35.0386684157503,-85.0777030088694
607,35.0360359457496,-85.0704937738636
608,35.0334030607489,-85.0632850188579
609,35.0307697652887,-85.0560767419705
610,35.1443308043516,-85.348823131657
611,35.1417139857739,-85.3415953190817
612,35.139096751235,-85.3343679859607
613,35.1364790962342,-85.3271411309547
614,35.1338610181181,-85.3199147502649
615,35.1312425257713,-85.3126888490585
616,35.1286236143476,-85.3054634266209
617,35.1260042812313,-85.2982384809312
618,35.1233845307691,-85.2910140140411
619,35.1207643612298,-85.2837900209195
620,35.1181437731132,-85.2765665052304
621,35.1155227657671,-85.2693434690237
622,35.1129013412276,-85.2621209109018
623,35.1102795007658,-85.2548988340121
624,35.1076572412261,-85.2476772308901
625,35.1050345607643,-85.2404561040005
626,35.1024114643409,-85.2332354565608
627,35.0997879476465,-85.2260152883066
628,35.0971640157623,-85.2187955989832
629,35.0945396688782,-85.2115763896595
630,35.0919149031049,-85.204357655173
631,35.0892897193376,-85.1971394015309
632,35.0866641157595,-85.1899216239601
633,35.0840381007588,-85.1827043239543
634,35.0814116657581,-85.1754875039485
635,35.0787848126404,-85.1682711632615
636,35.0761575493342,-85.161055301501
637,35.073529865756,-85.1538399189312
638,35.0709017657553,-85.1466250139255
639,35.0682732493322,-85.139410586483
640,35.0656443157539,-85.1321966389139
641,35.0630149680957,-85.12498317011
642,35.0603852038701,-85.1177701845827
643,35.0577550221742,-85.1105576713341
644,35.0551244288689,-85.1033456395709
645,35.0524934157504,-85.0961340888851
646,35.0498619912095,-85.0889230157614
647,35.047230150749,-85.0817124238735
648,35.0445978957483,-85.0745023088678
649,35.0419652257476,-85.067292673862
650,35.0393321407469,-85.0600835188563
651,35.0366986438646,-85.0528748445297
652,35.1450333438866,-85.3311813497585
653,35.1424154881169,-85.323954085269
654,35.1397972138854,-85.3167272997467
655,35.1371785212307,-85.3095009909414
656,35.1345594081144,-85.3022751602517
657,35.1319398762293,-85.2950498059296
658,35.1293199262285,-85.2878249309237
659,35.1266995557665,-85.2806005340337
660,35.1240787688817,-85.2733766147111
661,35.1214575631103,-85.266153170223
662,35.1188359388805,-85.2589302096992
663,35.1162138962247,-85.2517077258944
664,35.113591435763,-85.2444857190048
665,35.1109685562232,-85.2372641858826
666,35.1083452576453,-85.2300431333107
667,35.1057215443382,-85.2228225615532
668,35.1030974107603,-85.2156024689816
669,35.1004728612203,-85.2083828558592
670,35.0978478957589,-85.20116371897
671,35.0952225107582,-85.1939450589642
672,35.092596706218,-85.1867268758416
673,35.0899704907568,-85.1795091739527
674,35.0873438562165,-85.1722919508298
675,35.0847168038725,-85.1650752096224
676,35.0820893376375,-85.1578589432542
677,35.0794614543315,-85.1506431564933
678,35.0768331507533,-85.1434278489238
679,35.0742044326352,-85.1362130182372
680,35.071575300752,-85.1289986689123
681,35.0689457538688,-85.121784799587
682,35.0663157876329,-85.1145714082204
683,35.0636854088676,-85.1073584995752
684,35.0610546112089,-85.1001460657714
685,35.0584233957484,-85.0929341138834
686,35.0557917702881,-85.0857226419957
687,35.0531597312067,-85.0785116457539
688,35.0505272734049,-85.071301132664
689,35.0478944012051,-85.0640910957422
690,35.0452611134037,-85.0568815426523
691,35.0426274130852,-85.0496724650513
692,35.1457333062294,-85.3135393659456
693,35.1431144112287,-85.3063126509397
694,35.1404951007666,-85.2990864140495
695,35.1378753707659,-85.2918606540437
696,35.1352552212264,-85.2846353709221
697,35.1326346507645,-85.2774105690321
698,35.1300136612249,-85.2701862459104
699,35.1273922557631,-85.2629623990206
700,35.1247704316844,-85.2557390277825
701,35.1221481857618,-85.2485161390089
702,35.119525526222,-85.2412937258869
703,35.1169024452995,-85.2340717921137
704,35.1142789512205,-85.2268503358752
705,35.111655035759,-85.2196293589858
706,35.109030701219,-85.2124088608634
707,35.1064059512182,-85.2051888408575
708,35.103780785757,-85.1979692989684
709,35.1011552012167,-85.1907502358457
710,35.0985291952951,-85.1835316520738
711,35.0959027793322,-85.1763135465156
712,35.093275942637,-85.1690959182639
713,35.0906486912137,-85.1618787708224
714,35.08802102387,-85.1546621046149
715,35.085392935752,-85.1474459139279
716,35.0827644307513,-85.1402302039222
717,35.0801355157507,-85.1330149739165
718,35.0775061838675,-85.1258002245913
719,35.0748764330915,-85.1185859501068
720,35.0722462688663,-85.1113721595795
721,35.0696156862076,-85.1041588457755
722,35.0669846852874,-85.0969460120054
723,35.0643532707464,-85.0897336588819
724,35.0617214462054,-85.0825217857581
725,35.0590892034036,-85.0753103926681
726,35.0564565430856,-85.0680994750668
727,35.0538234688619,-85.0608890395383
728,35.0511899776246,-85.0536790831737
729,35.0485560788607,-85.0464696095265
730,35.1438107612252,-85.2886710259264
731,35.1411904107632,-85.2814453390364
732,35.1385696416848,-85.2742201277987
733,35.1359484507619,-85.2669953990247
734,35.1333268443382,-85.2597711465859
735,35.1307048176443,-85.2525473683302
736,35.1280823762207,-85.2453240708911
737,35.1254595157591,-85.2381012540015
738,35.1228362362192,-85.2308789158793
739,35.1202125388742,-85.2236570596724
740,35.1175884231011,-85.2164356751853
