Accident,Latitude,Longitude,Hour,DayFrame,WeekDay,WeekEnd,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Probability,Prediction
,34.98988555,-85.13850938,20,1,,,180,38,20,0,7,14,,
,34.98988555,-85.13850938,23,1,,,180,38,20,0,7,14,,
,34.98725675,-85.13130223,0,1,,,181,39,20,0,7,5,,
,34.98725675,-85.13130223,4,1,,,181,39,20,0,7,5,,
,34.98725675,-85.13130223,8,2,,,181,39,20,0,7,5,,
,34.98725675,-85.13130223,12,3,,,181,39,20,0,7,5,,
,34.98725675,-85.13130223,16,4,,,181,39,20,0,7,5,,
,34.98725675,-85.13130223,20,1,,,181,39,20,0,7,5,,
,34.98725675,-85.13130223,23,1,,,181,39,20,0,7,5,,
,35.07710954,-85.35898538,0,1,,,182,7,19,0,7,1,,
,35.07710954,-85.35898538,4,1,,,182,7,19,0,7,1,,
,35.07710954,-85.35898538,8,2,,,182,7,19,0,7,1,,
,35.07710954,-85.35898538,12,3,,,182,7,19,0,7,1,,
,35.07710954,-85.35898538,16,4,,,182,7,19,0,7,1,,
,35.07710954,-85.35898538,20,1,,,182,7,19,0,7,1,,
,35.07710954,-85.35898538,23,1,,,182,7,19,0,7,1,,
,35.07449345,-85.35176306,0,1,,,183,8,19,0,7,1,,
,35.07449345,-85.35176306,4,1,,,183,8,19,0,7,1,,
,35.07449345,-85.35176306,8,2,,,183,8,19,0,7,1,,
,35.07449345,-85.35176306,12,3,,,183,8,19,0,7,1,,
,35.07449345,-85.35176306,16,4,,,183,8,19,0,7,1,,
,35.07449345,-85.35176306,20,1,,,183,8,19,0,7,1,,
,35.07449345,-85.35176306,23,1,,,183,8,19,0,7,1,,
,35.06664269,-85.33009898,0,1,,,186,11,19,0,7,7,,
,35.06664269,-85.33009898,4,1,,,186,11,19,0,7,7,,
,35.06664269,-85.33009898,8,2,,,186,11,19,0,7,7,,
,35.06664269,-85.33009898,12,3,,,186,11,19,0,7,7,,
,35.06664269,-85.33009898,16,4,,,186,11,19,0,7,7,,
,35.06664269,-85.33009898,20,1,,,186,11,19,0,7,7,,
,35.06664269,-85.33009898,23,1,,,186,11,19,0,7,7,,
,35.06402494,-85.32287857,0,1,,,187,12,19,1,0,12,,
,35.06402494,-85.32287857,4,1,,,187,12,19,1,0,12,,
,35.06402494,-85.32287857,8,2,,,187,12,19,1,0,12,,
,35.06402494,-85.32287857,12,3,,,187,12,19,1,0,12,,
,35.06402494,-85.32287857,16,4,,,187,12,19,1,0,12,,
,35.06402494,-85.32287857,20,1,,,187,12,19,1,0,12,,
,35.06402494,-85.32287857,23,1,,,187,12,19,1,0,12,,
,35.06140676,-85.31565864,0,1,,,188,13,19,1,2,5,,
,35.06140676,-85.31565864,4,1,,,188,13,19,1,2,5,,
,35.06140676,-85.31565864,8,2,,,188,13,19,1,2,5,,
,35.06140676,-85.31565864,12,3,,,188,13,19,1,2,5,,
,35.06140676,-85.31565864,16,4,,,188,13,19,1,2,5,,
,35.06140676,-85.31565864,20,1,,,188,13,19,1,2,5,,
,35.06140676,-85.31565864,23,1,,,188,13,19,1,2,5,,
,35.05878817,-85.30843918,0,1,,,189,14,19,0,2,8,,
,35.05878817,-85.30843918,4,1,,,189,14,19,0,2,8,,
,35.05878817,-85.30843918,8,2,,,189,14,19,0,2,8,,
,35.05878817,-85.30843918,12,3,,,189,14,19,0,2,8,,
,35.05878817,-85.30843918,16,4,,,189,14,19,0,2,8,,
,35.05878817,-85.30843918,20,1,,,189,14,19,0,2,8,,
,35.05878817,-85.30843918,23,1,,,189,14,19,0,2,8,,
,35.05616916,-85.30122019,0,1,,,190,15,19,0,2,7,,
,35.05616916,-85.30122019,4,1,,,190,15,19,0,2,7,,
,35.05616916,-85.30122019,8,2,,,190,15,19,0,2,7,,
,35.05616916,-85.30122019,12,3,,,190,15,19,0,2,7,,
,35.05616916,-85.30122019,16,4,,,190,15,19,0,2,7,,
,35.05616916,-85.30122019,20,1,,,190,15,19,0,2,7,,
,35.05616916,-85.30122019,23,1,,,190,15,19,0,2,7,,
,35.05354973,-85.29400169,0,1,,,191,16,19,0,0,5,,
,35.05354973,-85.29400169,4,1,,,191,16,19,0,0,5,,
,35.05354973,-85.29400169,8,2,,,191,16,19,0,0,5,,
,35.05354973,-85.29400169,12,3,,,191,16,19,0,0,5,,
,35.05354973,-85.29400169,16,4,,,191,16,19,0,0,5,,
,35.05354973,-85.29400169,20,1,,,191,16,19,0,0,5,,
,35.05354973,-85.29400169,23,1,,,191,16,19,0,0,5,,
,35.05092988,-85.28678366,0,1,,,192,17,19,0,7,12,,
,35.05092988,-85.28678366,4,1,,,192,17,19,0,7,12,,
,35.05092988,-85.28678366,8,2,,,192,17,19,0,7,12,,
,35.05092988,-85.28678366,12,3,,,192,17,19,0,7,12,,
,35.05092988,-85.28678366,16,4,,,192,17,19,0,7,12,,
,35.05092988,-85.28678366,20,1,,,192,17,19,0,7,12,,
,35.05092988,-85.28678366,23,1,,,192,17,19,0,7,12,,
,35.04830962,-85.2795661,0,1,,,193,18,19,0,7,7,,
,35.04830962,-85.2795661,4,1,,,193,18,19,0,7,7,,
,35.04830962,-85.2795661,8,2,,,193,18,19,0,7,7,,
,35.04830962,-85.2795661,12,3,,,193,18,19,0,7,7,,
,35.04830962,-85.2795661,16,4,,,193,18,19,0,7,7,,
,35.04830962,-85.2795661,20,1,,,193,18,19,0,7,7,,
,35.04830962,-85.2795661,23,1,,,193,18,19,0,7,7,,
,35.04568894,-85.27234902,0,1,,,194,19,19,0,7,28,,
,35.04568894,-85.27234902,4,1,,,194,19,19,0,7,28,,
,35.04568894,-85.27234902,8,2,,,194,19,19,0,7,28,,
,35.04568894,-85.27234902,12,3,,,194,19,19,0,7,28,,
,35.04568894,-85.27234902,16,4,,,194,19,19,0,7,28,,
,35.04568894,-85.27234902,20,1,,,194,19,19,0,7,28,,
,35.04568894,-85.27234902,23,1,,,194,19,19,0,7,28,,
,35.04306784,-85.26513242,0,1,,,195,20,19,0,7,26,,
,35.04306784,-85.26513242,4,1,,,195,20,19,0,7,26,,
,35.04306784,-85.26513242,8,2,,,195,20,19,0,7,26,,
,35.04306784,-85.26513242,12,3,,,195,20,19,0,7,26,,
,35.04306784,-85.26513242,16,4,,,195,20,19,0,7,26,,
,35.04306784,-85.26513242,20,1,,,195,20,19,0,7,26,,
,35.04306784,-85.26513242,23,1,,,195,20,19,0,7,26,,
,35.04044633,-85.25791629,0,1,,,196,21,19,0,7,12,,
,35.04044633,-85.25791629,4,1,,,196,21,19,0,7,12,,
,35.04044633,-85.25791629,8,2,,,196,21,19,0,7,12,,
,35.04044633,-85.25791629,12,3,,,196,21,19,0,7,12,,
,35.04044633,-85.25791629,16,4,,,196,21,19,0,7,12,,
,35.04044633,-85.25791629,20,1,,,196,21,19,0,7,12,,
,35.04044633,-85.25791629,23,1,,,196,21,19,0,7,12,,
,35.03782439,-85.25070064,0,1,,,197,22,19,0,7,13,,
,35.03782439,-85.25070064,4,1,,,197,22,19,0,7,13,,
,35.03782439,-85.25070064,8,2,,,197,22,19,0,7,13,,
,35.03782439,-85.25070064,12,3,,,197,22,19,0,7,13,,
,35.03782439,-85.25070064,16,4,,,197,22,19,0,7,13,,
,35.03782439,-85.25070064,20,1,,,197,22,19,0,7,13,,
,35.03782439,-85.25070064,23,1,,,197,22,19,0,7,13,,
,35.03520205,-85.24348547,0,1,,,198,23,19,0,7,25,,
,35.03520205,-85.24348547,4,1,,,198,23,19,0,7,25,,
,35.03520205,-85.24348547,8,2,,,198,23,19,0,7,25,,
,35.03520205,-85.24348547,12,3,,,198,23,19,0,7,25,,
,35.03520205,-85.24348547,16,4,,,198,23,19,0,7,25,,
,35.03520205,-85.24348547,20,1,,,198,23,19,0,7,25,,
,35.03520205,-85.24348547,23,1,,,198,23,19,0,7,25,,
,35.03257928,-85.23627077,0,1,,,199,24,19,0,7,32,,
,35.03257928,-85.23627077,4,1,,,199,24,19,0,7,32,,
,35.03257928,-85.23627077,8,2,,,199,24,19,0,7,32,,
,35.03257928,-85.23627077,12,3,,,199,24,19,0,7,32,,
,35.03257928,-85.23627077,16,4,,,199,24,19,0,7,32,,
,35.03257928,-85.23627077,20,1,,,199,24,19,0,7,32,,
,35.03257928,-85.23627077,23,1,,,199,24,19,0,7,32,,
,35.0299561,-85.22905655,0,1,,,200,25,19,0,7,17,,
,35.0299561,-85.22905655,4,1,,,200,25,19,0,7,17,,
,35.0299561,-85.22905655,8,2,,,200,25,19,0,7,17,,
,35.0299561,-85.22905655,12,3,,,200,25,19,0,7,17,,
,35.0299561,-85.22905655,16,4,,,200,25,19,0,7,17,,
,35.0299561,-85.22905655,20,1,,,200,25,19,0,7,17,,
,35.0299561,-85.22905655,23,1,,,200,25,19,0,7,17,,
,35.0273325,-85.22184281,0,1,,,201,26,19,0,7,14,,
,35.0273325,-85.22184281,4,1,,,201,26,19,0,7,14,,
,35.0273325,-85.22184281,8,2,,,201,26,19,0,7,14,,
,35.0273325,-85.22184281,12,3,,,201,26,19,0,7,14,,
,35.0273325,-85.22184281,16,4,,,201,26,19,0,7,14,,
,35.0273325,-85.22184281,20,1,,,201,26,19,0,7,14,,
,35.0273325,-85.22184281,23,1,,,201,26,19,0,7,14,,
,35.02470848,-85.21462954,0,1,,,202,27,19,0,7,2,,
,35.02470848,-85.21462954,4,1,,,202,27,19,0,7,2,,
,35.02470848,-85.21462954,8,2,,,202,27,19,0,7,2,,
,35.02470848,-85.21462954,12,3,,,202,27,19,0,7,2,,
,35.02470848,-85.21462954,16,4,,,202,27,19,0,7,2,,
,35.02470848,-85.21462954,20,1,,,202,27,19,0,7,2,,
,35.02470848,-85.21462954,23,1,,,202,27,19,0,7,2,,
,35.02208405,-85.20741675,0,1,,,203,28,19,0,2,5,,
,35.02208405,-85.20741675,4,1,,,203,28,19,0,2,5,,
,35.02208405,-85.20741675,8,2,,,203,28,19,0,2,5,,
,35.02208405,-85.20741675,12,3,,,203,28,19,0,2,5,,
,35.02208405,-85.20741675,16,4,,,203,28,19,0,2,5,,
,35.02208405,-85.20741675,20,1,,,203,28,19,0,2,5,,
,35.02208405,-85.20741675,23,1,,,203,28,19,0,2,5,,
,35.01945921,-85.20020443,0,1,,,204,29,19,0,7,14,,
,35.01945921,-85.20020443,4,1,,,204,29,19,0,7,14,,
,35.01945921,-85.20020443,8,2,,,204,29,19,0,7,14,,
,35.01945921,-85.20020443,12,3,,,204,29,19,0,7,14,,
,35.01945921,-85.20020443,16,4,,,204,29,19,0,7,14,,
,35.01945921,-85.20020443,20,1,,,204,29,19,0,7,14,,
,35.01945921,-85.20020443,23,1,,,204,29,19,0,7,14,,
,35.01683395,-85.1929926,0,1,,,205,30,19,0,7,15,,
,35.01683395,-85.1929926,4,1,,,205,30,19,0,7,15,,
,35.01683395,-85.1929926,8,2,,,205,30,19,0,7,15,,
,35.01683395,-85.1929926,12,3,,,205,30,19,0,7,15,,
,35.01683395,-85.1929926,16,4,,,205,30,19,0,7,15,,
,35.01683395,-85.1929926,20,1,,,205,30,19,0,7,15,,
,35.01683395,-85.1929926,23,1,,,205,30,19,0,7,15,,
,35.01420827,-85.18578124,0,1,,,206,31,19,1,7,4,,
,35.01420827,-85.18578124,4,1,,,206,31,19,1,7,4,,
,35.01420827,-85.18578124,8,2,,,206,31,19,1,7,4,,
,35.01420827,-85.18578124,12,3,,,206,31,19,1,7,4,,
,35.01420827,-85.18578124,16,4,,,206,31,19,1,7,4,,
,35.01420827,-85.18578124,20,1,,,206,31,19,1,7,4,,
,35.01420827,-85.18578124,23,1,,,206,31,19,1,7,4,,
,35.01158217,-85.17857035,0,1,,,207,32,19,1,7,10,,
,35.01158217,-85.17857035,4,1,,,207,32,19,1,7,10,,
,35.01158217,-85.17857035,8,2,,,207,32,19,1,7,10,,
,35.01158217,-85.17857035,12,3,,,207,32,19,1,7,10,,
,35.01158217,-85.17857035,16,4,,,207,32,19,1,7,10,,
,35.01158217,-85.17857035,20,1,,,207,32,19,1,7,10,,
,35.01158217,-85.17857035,23,1,,,207,32,19,1,7,10,,
,35.00895566,-85.17135994,0,1,,,208,33,19,0,7,13,,
,35.00895566,-85.17135994,4,1,,,208,33,19,0,7,13,,
,35.00895566,-85.17135994,8,2,,,208,33,19,0,7,13,,
,35.00895566,-85.17135994,12,3,,,208,33,19,0,7,13,,
,35.00895566,-85.17135994,16,4,,,208,33,19,0,7,13,,
,35.00895566,-85.17135994,20,1,,,208,33,19,0,7,13,,
,35.00895566,-85.17135994,23,1,,,208,33,19,0,7,13,,
,35.00632873,-85.16415001,0,1,,,209,34,19,0,0,3,,
,35.00632873,-85.16415001,4,1,,,209,34,19,0,0,3,,
,35.00632873,-85.16415001,8,2,,,209,34,19,0,0,3,,
,35.00632873,-85.16415001,12,3,,,209,34,19,0,0,3,,
,35.00632873,-85.16415001,16,4,,,209,34,19,0,0,3,,
,35.00632873,-85.16415001,20,1,,,209,34,19,0,0,3,,
,35.00632873,-85.16415001,23,1,,,209,34,19,0,0,3,,
,35.00370139,-85.15694056,0,1,,,210,35,19,0,7,6,,
,35.00370139,-85.15694056,4,1,,,210,35,19,0,7,6,,
,35.00370139,-85.15694056,8,2,,,210,35,19,0,7,6,,
,35.00370139,-85.15694056,12,3,,,210,35,19,0,7,6,,
,35.00370139,-85.15694056,16,4,,,210,35,19,0,7,6,,
,35.00370139,-85.15694056,20,1,,,210,35,19,0,7,6,,
,35.00370139,-85.15694056,23,1,,,210,35,19,0,7,6,,
,35.00107363,-85.14973158,0,1,,,211,36,19,0,7,12,,
,35.00107363,-85.14973158,4,1,,,211,36,19,0,7,12,,
,35.00107363,-85.14973158,8,2,,,211,36,19,0,7,12,,
,35.00107363,-85.14973158,12,3,,,211,36,19,0,7,12,,
,35.00107363,-85.14973158,16,4,,,211,36,19,0,7,12,,
,35.00107363,-85.14973158,20,1,,,211,36,19,0,7,12,,
,35.00107363,-85.14973158,23,1,,,211,36,19,0,7,12,,
,34.99844546,-85.14252308,0,1,,,212,37,19,0,7,15,,
,34.99844546,-85.14252308,4,1,,,212,37,19,0,7,15,,
,34.99844546,-85.14252308,8,2,,,212,37,19,0,7,15,,
,34.99844546,-85.14252308,12,3,,,212,37,19,0,7,15,,
,34.99844546,-85.14252308,16,4,,,212,37,19,0,7,15,,
,34.99844546,-85.14252308,20,1,,,212,37,19,0,7,15,,
,34.99844546,-85.14252308,23,1,,,212,37,19,0,7,15,,
,34.99581688,-85.13531506,0,1,,,213,38,19,0,7,14,,
,34.99581688,-85.13531506,4,1,,,213,38,19,0,7,14,,
,34.99581688,-85.13531506,8,2,,,213,38,19,0,7,14,,
,34.99581688,-85.13531506,12,3,,,213,38,19,0,7,14,,
,34.99581688,-85.13531506,16,4,,,213,38,19,0,7,14,,
,34.99581688,-85.13531506,20,1,,,213,38,19,0,7,14,,
,34.99581688,-85.13531506,23,1,,,213,38,19,0,7,14,,
,34.99318788,-85.12810752,0,1,,,214,39,19,0,7,8,,
,34.99318788,-85.12810752,4,1,,,214,39,19,0,7,8,,
,34.99318788,-85.12810752,8,2,,,214,39,19,0,7,8,,
,34.99318788,-85.12810752,12,3,,,214,39,19,0,7,8,,
,34.99318788,-85.12810752,16,4,,,214,39,19,0,7,8,,
,34.99318788,-85.12810752,20,1,,,214,39,19,0,7,8,,
,34.99318788,-85.12810752,23,1,,,214,39,19,0,7,8,,
,34.99055846,-85.12090045,0,1,,,215,40,19,0,7,10,,
,34.99055846,-85.12090045,4,1,,,215,40,19,0,7,10,,
,34.99055846,-85.12090045,8,2,,,215,40,19,0,7,10,,
,34.99055846,-85.12090045,12,3,,,215,40,19,0,7,10,,
,34.99055846,-85.12090045,16,4,,,215,40,19,0,7,10,,
,34.99055846,-85.12090045,20,1,,,215,40,19,0,7,10,,
,34.99055846,-85.12090045,23,1,,,215,40,19,0,7,10,,
,34.98792863,-85.11369386,0,1,,,216,41,19,0,7,2,,
,34.98792863,-85.11369386,4,1,,,216,41,19,0,7,2,,
,34.98792863,-85.11369386,8,2,,,216,41,19,0,7,2,,
,34.98792863,-85.11369386,12,3,,,216,41,19,0,7,2,,
,34.98792863,-85.11369386,16,4,,,216,41,19,0,7,2,,
,34.98792863,-85.11369386,20,1,,,216,41,19,0,7,2,,
,34.98792863,-85.11369386,23,1,,,216,41,19,0,7,2,,
,35.08304695,-85.3558031,0,1,,,217,7,18,0,7,1,,
,35.08304695,-85.3558031,4,1,,,217,7,18,0,7,1,,
,35.08304695,-85.3558031,8,2,,,217,7,18,0,7,1,,
,35.08304695,-85.3558031,12,3,,,217,7,18,0,7,1,,
,35.08304695,-85.3558031,16,4,,,217,7,18,0,7,1,,
,35.08304695,-85.3558031,20,1,,,217,7,18,0,7,1,,
,35.08304695,-85.3558031,23,1,,,217,7,18,0,7,1,,
,35.07781397,-85.34135813,0,1,,,219,9,18,0,5,1,,
,35.07781397,-85.34135813,4,1,,,219,9,18,0,5,1,,
,35.07781397,-85.34135813,8,2,,,219,9,18,0,5,1,,
,35.07781397,-85.34135813,12,3,,,219,9,18,0,5,1,,
,35.07781397,-85.34135813,16,4,,,219,9,18,0,5,1,,
,35.07781397,-85.34135813,20,1,,,219,9,18,0,5,1,,
,35.07781397,-85.34135813,23,1,,,219,9,18,0,5,1,,
,35.07519685,-85.33413636,0,1,,,220,10,18,0,5,3,,
,35.07519685,-85.33413636,4,1,,,220,10,18,0,5,3,,
,35.07519685,-85.33413636,8,2,,,220,10,18,0,5,3,,
,35.07519685,-85.33413636,12,3,,,220,10,18,0,5,3,,
,35.07519685,-85.33413636,16,4,,,220,10,18,0,5,3,,
,35.07519685,-85.33413636,20,1,,,220,10,18,0,5,3,,
,35.07519685,-85.33413636,23,1,,,220,10,18,0,5,3,,
,35.07257931,-85.32691507,0,1,,,221,11,18,0,7,12,,
,35.07257931,-85.32691507,4,1,,,221,11,18,0,7,12,,
,35.07257931,-85.32691507,8,2,,,221,11,18,0,7,12,,
,35.07257931,-85.32691507,12,3,,,221,11,18,0,7,12,,
,35.07257931,-85.32691507,16,4,,,221,11,18,0,7,12,,
,35.07257931,-85.32691507,20,1,,,221,11,18,0,7,12,,
,35.07257931,-85.32691507,23,1,,,221,11,18,0,7,12,,
,35.06996136,-85.31969426,0,1,,,222,12,18,1,7,16,,
,35.06996136,-85.31969426,4,1,,,222,12,18,1,7,16,,
,35.06996136,-85.31969426,8,2,,,222,12,18,1,7,16,,
,35.06996136,-85.31969426,12,3,,,222,12,18,1,7,16,,
,35.06996136,-85.31969426,16,4,,,222,12,18,1,7,16,,
,35.06996136,-85.31969426,20,1,,,222,12,18,1,7,16,,
,35.06996136,-85.31969426,23,1,,,222,12,18,1,7,16,,
,35.06734299,-85.31247392,0,1,,,223,13,18,0,7,30,,
,35.06734299,-85.31247392,4,1,,,223,13,18,0,7,30,,
,35.06734299,-85.31247392,8,2,,,223,13,18,0,7,30,,
,35.06734299,-85.31247392,12,3,,,223,13,18,0,7,30,,
,35.06734299,-85.31247392,16,4,,,223,13,18,0,7,30,,
,35.06734299,-85.31247392,20,1,,,223,13,18,0,7,30,,
,35.06734299,-85.31247392,23,1,,,223,13,18,0,7,30,,
,35.06472419,-85.30525405,0,1,,,224,14,18,0,7,32,,
,35.06472419,-85.30525405,4,1,,,224,14,18,0,7,32,,
,35.06472419,-85.30525405,8,2,,,224,14,18,0,7,32,,
,35.06472419,-85.30525405,12,3,,,224,14,18,0,7,32,,
,35.06472419,-85.30525405,16,4,,,224,14,18,0,7,32,,
,35.06472419,-85.30525405,20,1,,,224,14,18,0,7,32,,
,35.06472419,-85.30525405,23,1,,,224,14,18,0,7,32,,
,35.06210498,-85.29803467,0,1,,,225,15,18,0,7,21,,
,35.06210498,-85.29803467,4,1,,,225,15,18,0,7,21,,
,35.06210498,-85.29803467,8,2,,,225,15,18,0,7,21,,
,35.06210498,-85.29803467,12,3,,,225,15,18,0,7,21,,
,35.06210498,-85.29803467,16,4,,,225,15,18,0,7,21,,
,35.06210498,-85.29803467,20,1,,,225,15,18,0,7,21,,
,35.06210498,-85.29803467,23,1,,,225,15,18,0,7,21,,
,35.05948536,-85.29081576,0,1,,,226,16,18,0,7,3,,
,35.05948536,-85.29081576,4,1,,,226,16,18,0,7,3,,
,35.05948536,-85.29081576,8,2,,,226,16,18,0,7,3,,
,35.05948536,-85.29081576,12,3,,,226,16,18,0,7,3,,
,35.05948536,-85.29081576,16,4,,,226,16,18,0,7,3,,
,35.05948536,-85.29081576,20,1,,,226,16,18,0,7,3,,
,35.05948536,-85.29081576,23,1,,,226,16,18,0,7,3,,
,35.05686531,-85.28359732,0,1,,,227,17,18,0,4,1,,
,35.05686531,-85.28359732,4,1,,,227,17,18,0,4,1,,
,35.05686531,-85.28359732,8,2,,,227,17,18,0,4,1,,
,35.05686531,-85.28359732,12,3,,,227,17,18,0,4,1,,
,35.05686531,-85.28359732,16,4,,,227,17,18,0,4,1,,
,35.05686531,-85.28359732,20,1,,,227,17,18,0,4,1,,
,35.05686531,-85.28359732,23,1,,,227,17,18,0,4,1,,
,35.05424485,-85.27637936,0,1,,,228,18,18,0,2,2,,
,35.05424485,-85.27637936,4,1,,,228,18,18,0,2,2,,
,35.05424485,-85.27637936,8,2,,,228,18,18,0,2,2,,
,35.05424485,-85.27637936,12,3,,,228,18,18,0,2,2,,
,35.05424485,-85.27637936,16,4,,,228,18,18,0,2,2,,
,35.05424485,-85.27637936,20,1,,,228,18,18,0,2,2,,
,35.05424485,-85.27637936,23,1,,,228,18,18,0,2,2,,
,35.05162397,-85.26916188,0,1,,,229,19,18,0,7,18,,
,35.05162397,-85.26916188,4,1,,,229,19,18,0,7,18,,
,35.05162397,-85.26916188,8,2,,,229,19,18,0,7,18,,
,35.05162397,-85.26916188,12,3,,,229,19,18,0,7,18,,
,35.05162397,-85.26916188,16,4,,,229,19,18,0,7,18,,
,35.05162397,-85.26916188,20,1,,,229,19,18,0,7,18,,
,35.05162397,-85.26916188,23,1,,,229,19,18,0,7,18,,
,35.04900267,-85.26194487,0,1,,,230,20,18,0,7,23,,
,35.04900267,-85.26194487,4,1,,,230,20,18,0,7,23,,
,35.04900267,-85.26194487,8,2,,,230,20,18,0,7,23,,
,35.04900267,-85.26194487,12,3,,,230,20,18,0,7,23,,
,35.04900267,-85.26194487,16,4,,,230,20,18,0,7,23,,
,35.04900267,-85.26194487,20,1,,,230,20,18,0,7,23,,
,35.04900267,-85.26194487,23,1,,,230,20,18,0,7,23,,
,35.04638095,-85.25472834,0,1,,,231,21,18,0,7,8,,
,35.04638095,-85.25472834,4,1,,,231,21,18,0,7,8,,
,35.04638095,-85.25472834,8,2,,,231,21,18,0,7,8,,
,35.04638095,-85.25472834,12,3,,,231,21,18,0,7,8,,
,35.04638095,-85.25472834,16,4,,,231,21,18,0,7,8,,
,35.04638095,-85.25472834,20,1,,,231,21,18,0,7,8,,
,35.04638095,-85.25472834,23,1,,,231,21,18,0,7,8,,
,35.04375882,-85.24751229,0,1,,,232,22,18,0,7,21,,
,35.04375882,-85.24751229,4,1,,,232,22,18,0,7,21,,
,35.04375882,-85.24751229,8,2,,,232,22,18,0,7,21,,
,35.04375882,-85.24751229,12,3,,,232,22,18,0,7,21,,
,35.04375882,-85.24751229,16,4,,,232,22,18,0,7,21,,
,35.04375882,-85.24751229,20,1,,,232,22,18,0,7,21,,
,35.04375882,-85.24751229,23,1,,,232,22,18,0,7,21,,
,35.04113627,-85.24029671,0,1,,,233,23,18,0,7,26,,
,35.04113627,-85.24029671,4,1,,,233,23,18,0,7,26,,
,35.04113627,-85.24029671,8,2,,,233,23,18,0,7,26,,
,35.04113627,-85.24029671,12,3,,,233,23,18,0,7,26,,
,35.04113627,-85.24029671,16,4,,,233,23,18,0,7,26,,
,35.04113627,-85.24029671,20,1,,,233,23,18,0,7,26,,
,35.04113627,-85.24029671,23,1,,,233,23,18,0,7,26,,
,35.03851331,-85.23308161,0,1,,,234,24,18,0,7,14,,
,35.03851331,-85.23308161,4,1,,,234,24,18,0,7,14,,
,35.03851331,-85.23308161,8,2,,,234,24,18,0,7,14,,
,35.03851331,-85.23308161,12,3,,,234,24,18,0,7,14,,
,35.03851331,-85.23308161,16,4,,,234,24,18,0,7,14,,
,35.03851331,-85.23308161,20,1,,,234,24,18,0,7,14,,
,35.03851331,-85.23308161,23,1,,,234,24,18,0,7,14,,
,35.03588993,-85.22586698,0,1,,,235,25,18,0,7,18,,
,35.03588993,-85.22586698,4,1,,,235,25,18,0,7,18,,
,35.03588993,-85.22586698,8,2,,,235,25,18,0,7,18,,
,35.03588993,-85.22586698,12,3,,,235,25,18,0,7,18,,
,35.03588993,-85.22586698,16,4,,,235,25,18,0,7,18,,
,35.03588993,-85.22586698,20,1,,,235,25,18,0,7,18,,
,35.03588993,-85.22586698,23,1,,,235,25,18,0,7,18,,
,35.03326613,-85.21865284,0,1,,,236,26,18,0,7,7,,
,35.03326613,-85.21865284,4,1,,,236,26,18,0,7,7,,
,35.03326613,-85.21865284,8,2,,,236,26,18,0,7,7,,
,35.03326613,-85.21865284,12,3,,,236,26,18,0,7,7,,
,35.03326613,-85.21865284,16,4,,,236,26,18,0,7,7,,
,35.03326613,-85.21865284,20,1,,,236,26,18,0,7,7,,
,35.03326613,-85.21865284,23,1,,,236,26,18,0,7,7,,
,35.03064191,-85.21143917,0,1,,,237,27,18,0,2,1,,
,35.03064191,-85.21143917,4,1,,,237,27,18,0,2,1,,
,35.03064191,-85.21143917,8,2,,,237,27,18,0,2,1,,
,35.03064191,-85.21143917,12,3,,,237,27,18,0,2,1,,
,35.03064191,-85.21143917,16,4,,,237,27,18,0,2,1,,
,35.03064191,-85.21143917,20,1,,,237,27,18,0,2,1,,
,35.03064191,-85.21143917,23,1,,,237,27,18,0,2,1,,
,35.02801728,-85.20422597,0,1,,,238,28,18,0,7,6,,
,35.02801728,-85.20422597,4,1,,,238,28,18,0,7,6,,
,35.02801728,-85.20422597,8,2,,,238,28,18,0,7,6,,
,35.02801728,-85.20422597,12,3,,,238,28,18,0,7,6,,
,35.02801728,-85.20422597,16,4,,,238,28,18,0,7,6,,
,35.02801728,-85.20422597,20,1,,,238,28,18,0,7,6,,
,35.02801728,-85.20422597,23,1,,,238,28,18,0,7,6,,
,35.02539223,-85.19701325,0,1,,,239,29,18,0,7,13,,
,35.02539223,-85.19701325,4,1,,,239,29,18,0,7,13,,
,35.02539223,-85.19701325,8,2,,,239,29,18,0,7,13,,
,35.02539223,-85.19701325,12,3,,,239,29,18,0,7,13,,
,35.02539223,-85.19701325,16,4,,,239,29,18,0,7,13,,
,35.02539223,-85.19701325,20,1,,,239,29,18,0,7,13,,
,35.02539223,-85.19701325,23,1,,,239,29,18,0,7,13,,
,35.02276677,-85.18980102,0,1,,,240,30,18,0,7,12,,
,35.02276677,-85.18980102,4,1,,,240,30,18,0,7,12,,
,35.02276677,-85.18980102,8,2,,,240,30,18,0,7,12,,
,35.02276677,-85.18980102,12,3,,,240,30,18,0,7,12,,
,35.02276677,-85.18980102,16,4,,,240,30,18,0,7,12,,
,35.02276677,-85.18980102,20,1,,,240,30,18,0,7,12,,
,35.02276677,-85.18980102,23,1,,,240,30,18,0,7,12,,
,35.02014089,-85.18258925,0,1,,,241,31,18,0,7,11,,
,35.02014089,-85.18258925,4,1,,,241,31,18,0,7,11,,
,35.02014089,-85.18258925,8,2,,,241,31,18,0,7,11,,
,35.02014089,-85.18258925,12,3,,,241,31,18,0,7,11,,
,35.02014089,-85.18258925,16,4,,,241,31,18,0,7,11,,
,35.02014089,-85.18258925,20,1,,,241,31,18,0,7,11,,
,35.02014089,-85.18258925,23,1,,,241,31,18,0,7,11,,
,35.0175146,-85.17537796,0,1,,,242,32,18,1,7,17,,
