,BLM,ELM,Route
902,0.0,0.063,330A695001
903,0.0,0.251,330A696001
904,0.0,0.255,330A697001
905,0.0,0.619,330A698001
906,0.0,0.623,330A699001
907,0.0,0.09,330A700001
908,0.0,0.25,330A701001
909,0.0,0.654,330A702001
910,0.51,0.51,330A703001
911,0.0,0.594,330A704001
912,0.253,0.253,330A705001
913,0.461,0.54,330A706001
914,0.0,0.408,330A707001
915,0.0,0.156,330A708001
916,0.247,0.247,330A709001
917,0.25,0.25,330A710001
918,0.0,0.086,330A711001
919,0.0,0.0,330A712001
920,0.062,0.062,330A713001
921,0.0,0.138,330A714001
922,0.0,0.129,330A716001
923,0.0,0.505,330A717001
924,0.12,0.185,330A718001
925,0.0,0.155,330A720001
926,0.0,0.0,330A721001
927,0.0,0.374,330A722001
928,0.0,0.177,330A723001
929,0.0,0.18899999999999997,330A724001
930,0.0,0.28,330A725001
931,0.0,0.16,330A726001
932,0.0,0.405,330A727001
933,0.0,0.0,330A728001
934,0.0,0.034,330A729001
935,0.0,0.0,330A730001
936,0.0,0.23399999999999999,330A731001
937,0.0,0.833,330A732001
938,0.0,0.198,330A733001
939,0.0,0.153,330A734001
940,0.0,0.153,330A735001
941,0.121,0.7909999999999999,330A736001
942,0.0,0.441,330A737001
943,0.0,0.6579999999999999,330A738001
944,0.0,0.349,330A739001
945,0.0,0.324,330A740001
946,0.0,0.0,330A741001
947,0.0,0.769,330A742001
948,0.0,0.654,330A743001
949,0.0,1.158,330A744001
950,0.0,0.099,330A745001
951,0.0,0.386,330A746001
952,0.0,0.295,330A747001
953,0.0,0.253,330A748001
954,0.0,0.046,330A749001
955,0.0,0.276,330A750001
956,0.29600000000000004,0.373,330A751001
957,0.0,0.033,330A752001
958,0.0,0.185,330A753001
959,0.0,0.746,330A754001
960,0.0,0.856,330A755001
961,0.0,0.083,330A756001
962,0.0,0.055999999999999994,330A757001
963,0.0,0.11199999999999999,330A758001
964,0.0,0.084,330A759001
965,0.0,0.129,330A760001
966,0.07,0.324,330A761001
967,0.0,0.084,330A762001
968,0.033,0.033,330A763001
969,0.0,0.0,330A764001
970,0.0,0.32899999999999996,330A765001
971,0.0,0.033,330A766001
972,0.0,0.598,330A767001
973,0.0,0.0,330A768001
974,0.0,0.09699999999999999,330A769001
975,0.0,0.165,330A770001
976,0.0,0.161,330A771001
977,0.0,0.0,330A772001
978,0.0,0.5429999999999999,330A773001
979,0.0,0.057999999999999996,330A774001
980,0.0,0.10099999999999999,330A775001
981,0.0,0.042,330A776001
982,0.0,0.081,330A777001
983,0.0,0.3,330A778001
984,0.0,0.27399999999999997,330A779001
985,0.0,0.201,330A780001
986,0.363,0.363,330A781001
987,0.0,0.069,330A782001
988,0.0,0.127,330A783001
989,0.198,0.198,330A784001
990,0.11699999999999999,0.11699999999999999,330A785001
991,0.0,0.19899999999999998,330A786001
992,0.0,0.124,330A787001
993,0.0,0.991,330A788001
994,0.0,0.0,330A789001
995,0.0,0.244,330A790001
996,0.0,0.092,330A791001
997,0.0,0.565,330A792001
998,0.0,0.243,330A793001
999,0.0,0.138,330A794001
1000,0.0,0.0,330A795001
1001,0.0,0.504,330A796001
1002,0.0,0.501,330A797001
1003,0.0,0.21899999999999997,330A798001
1004,0.0,0.17,330A799001
1005,0.0,0.062,330A800001
1006,0.0,0.305,330A802001
1007,0.0,0.162,330A803001
1008,0.0,0.243,330A804001
1009,0.0,0.75,330A805001
1010,0.0,0.743,330A806001
1011,0.0,0.423,330A807001
1012,0.0,0.243,330A808001
1013,0.0,0.251,330A809001
1014,0.0,0.33399999999999996,330A810001
1015,0.248,0.248,330A811001
1016,0.0,0.0,330A812001
1017,0.0,0.0,330A813001
1018,0.0,0.18,330A814001
1019,0.0,0.45399999999999996,330A815001
1020,0.0,0.26899999999999996,330A816001
1021,0.0,0.0,330A817001
1022,0.0,0.0,330A818001
1023,0.0,0.111,330A819001
1024,0.0,0.047,330A820001
1025,0.0,0.0,330A821001
1026,0.0,0.434,330A823001
1027,0.0,0.0,330A824001
1028,0.0,0.05,330A825001
1029,0.0,0.22699999999999998,330A826001
1030,0.0,0.527,330A827001
1031,0.0,0.247,330A828001
1032,0.0,0.1,330A829001
1033,0.0,0.0,330A830001
1034,0.0,0.449,330A832001
1035,0.0,0.134,330A833001
1036,0.0,0.36,330A834001
1037,0.0,0.0,330A835001
1038,0.0,0.264,330A836001
1039,0.042,0.042,330A837001
1040,0.0,1.057,330A838001
1041,0.0,0.0,330A839001
1042,0.0,0.048,330A840001
1043,0.0,0.099,330A841001
1044,0.0,0.099,330A842001
1045,0.0,0.18,330A843001
1046,0.0,0.126,330A844001
1047,0.0,0.091,330A845001
1048,0.0,0.159,330A846001
1049,0.0,0.10099999999999999,330A847001
1050,0.0,0.134,330A848001
1051,0.0,0.191,330A849001
1052,0.0,0.294,330A850001
1053,0.0,1.055,330A851001
1054,0.0,0.226,330A852001
1055,0.0,0.0,330A853001
1056,0.0,0.27899999999999997,330A854001
1057,0.0,0.106,330A855001
1058,0.0,0.195,330A856001
1059,0.0,0.057999999999999996,330A857001
1060,0.0,0.0,330A858001
1061,0.0,0.06,330A859001
1062,0.0,0.057,330A860001
1063,0.0,0.063,330A861001
1064,0.0,0.062,330A862001
1065,0.0,0.107,330A863001
1066,0.0,0.452,330A864001
1067,0.0,0.255,330A865001
1068,0.0,0.09699999999999999,330A866001
1069,0.0,0.0,330A867001
1070,0.0,0.11,330A868001
1071,0.0,0.155,330A869001
1072,0.0,0.153,330A870001
1073,0.0,0.066,330A871001
1074,0.0,0.243,330A873001
1075,0.0,0.05,330A874001
1076,0.0,0.29,330A875001
1077,0.0,0.736,330A876001
1078,0.0,0.182,330A877001
1079,0.0,0.047,330A878001
1080,0.0,0.0,330A879001
1081,0.0,0.028999999999999998,330A880001
1082,0.0,0.155,330A881001
1083,0.0,0.498,330A882001
1084,0.15,0.361,330A883001
1085,0.0,0.27899999999999997,330A884001
1086,0.0,0.44799999999999995,330A885001
1087,0.0,0.636,330A886001
1088,0.0,0.26899999999999996,330A887001
1089,0.0,0.271,330A888001
1090,0.0,0.11599999999999999,330A889001
1091,0.0,0.44299999999999995,330A890001
1092,0.0,0.34299999999999997,330A891001
1093,0.0,0.28,330A892001
1094,0.0,0.26,330A893001
1095,0.0,0.0,330A894001
1096,0.0,0.255,330A895001
1097,0.0,0.43,330A896001
1098,0.0,0.24,330A897001
1099,0.0,0.196,330A898001
1100,0.0,0.0,330A899001
1101,0.0,0.738,330A900001
1102,0.065,0.21,330A901001
1103,0.0,0.39299999999999996,330A902001
1104,0.0,0.579,330A903001
1105,0.0,0.182,330A904001
1106,0.0,0.127,330A905001
1107,0.0,0.609,330A906001
1108,0.0,0.254,330A907001
1109,0.0,0.18899999999999997,330A908001
1110,0.0,0.067,330A909001
1111,0.0,0.203,330A910001
1112,0.0,0.71,330A911001
1113,0.0,0.106,330A912001
1114,0.0,0.0,330A913001
1115,0.0,0.0,330A914001
1116,0.0,0.483,330A915001
1117,0.0,0.509,330A916001
1118,0.0,0.521,330A917001
1119,0.0,0.12,330A918001
1120,0.0,0.132,330A919001
1121,0.0,0.726,330A920001
1122,0.08900000000000001,0.547,330A921001
1123,0.0,0.439,330A922001
1124,0.0,0.462,330A923001
1125,0.0,0.066,330A924001
1126,0.0,0.306,330A925001
1127,0.0,0.256,330A926001
1128,0.0,0.046,330A927001
1129,0.0,0.172,330A928001
1130,0.0,0.061,330A929001
1131,0.0,0.071,330A930001
1132,0.0,0.0,330A931001
1133,0.0,0.84,330A932001
1134,0.0,0.179,330A933001
1135,0.187,0.883,330A934001
1136,0.0,0.7759999999999999,330A935001
1137,0.0,0.294,330A936001
1138,0.0,0.778,330A937001
1139,0.0,1.831,330A938001
1140,0.0,0.927,330A939001
1141,0.0,0.28,330A940001
1142,0.0,0.0,330A942001
1143,0.0,1.475,330A943001
1144,0.0,0.98,330A945001
1145,0.0,1.07,330A946001
1146,0.0,0.0,330A948001
1147,0.0,0.0,330A949001
1148,0.0,0.087,330A950001
1149,0.0,0.129,330A951001
1150,0.0,0.098,330A952001
1151,0.0,0.0,330A953001
1152,0.0,0.253,330A954001
1153,0.0,0.065,330A955001
1154,0.0,0.8079999999999999,330A956001
1155,0.0,0.192,330A957001
1156,0.0,0.605,330A958001
1157,0.0,0.698,330A959001
1158,0.0,0.22899999999999998,330A960001
1159,0.0,0.0,330A961001
1160,0.0,0.122,330A962001
1161,0.0,0.124,330A963001
1162,0.0,0.16399999999999998,330A964001
1163,0.0,0.275,330A965001
1164,0.0,0.39399999999999996,330A966001
1165,0.0,0.39799999999999996,330A967001
1166,0.0,0.0,330A968001
1167,0.0,0.071,330A969001
1168,0.0,0.401,330A970001
1169,0.0,0.068,330A971001
1170,0.0,0.166,330A972001
1171,0.0,0.295,330A973001
1172,0.0,0.718,330A974001
1173,0.0,0.042,330A975001
1174,0.0,0.314,330A976001
1175,0.0,0.092,330A977001
1176,0.0,0.0,330A978001
1177,0.0,0.086,330A979001
1178,0.0,0.19399999999999998,330A980001
1179,0.0,0.253,330A981001
1180,0.0,0.252,330A982001
1181,0.0,0.249,330A983001
1182,0.0,0.247,330A984001
1183,0.0,0.44,330A985001
1184,0.165,0.755,330A986001
1185,0.0,0.0,330A987001
1186,0.0,0.249,330A988001
1187,0.0,0.691,330A989001
1188,0.0,0.19399999999999998,330A990001
1189,0.0,0.084,330A991001
1190,0.0,0.127,330A992001
1191,0.0,0.106,330A993001
1192,0.0,0.409,330A994001
1193,0.0,0.0,330A995001
1194,0.0,0.358,330A996001
1195,0.0,0.0,330A997001
1196,0.0,0.0,330A998001
1197,0.0,0.138,330A999001
1198,0.721,0.721,330B001001
1199,0.0,0.131,330B002001
1200,0.0,0.192,330B003001
1201,0.0,0.075,330B004001
1202,0.0,0.076,330B005001
1203,0.0,0.129,330B006001
1204,0.0,0.0,330B007001
1205,0.0,0.132,330B008001
1206,0.0,0.215,330B009001
1207,0.0,0.493,330B010001
1208,0.0,0.447,330B011001
1209,0.0,0.156,330B012001
1210,0.0,0.16399999999999998,330B013001
1211,0.0,0.15,330B014001
1212,0.0,0.187,330B015001
1213,0.0,0.235,330B016001
1214,0.0,0.124,330B017001
1215,0.0,0.239,330B018001
1216,0.0,0.19699999999999998,330B019001
1217,0.284,0.284,330B020001
1218,0.0,0.154,330B021001
1219,0.0,0.242,330B022001
1220,0.0,0.361,330B023001
1221,0.212,0.212,330B024001
1222,0.0,0.503,330B025001
1223,0.0,0.381,330B026001
1224,0.0,0.27,330B027001
1225,0.0,0.205,330B028001
1226,0.0,0.446,330B029001
1227,0.0,0.309,330B030001
1228,0.0,0.289,330B031001
1229,0.0,0.159,330B032001
1230,0.0,0.311,330B033001
1231,0.0,0.0,330B034001
1232,0.0,0.557,330B035001
1233,0.0,0.155,330B036001
1234,0.0,0.16,330B037001
1235,0.18,0.371,330B038001
1236,0.33799999999999997,0.455,330B039001
1237,0.0,0.132,330B040001
1238,0.0,0.11,330B041001
1239,0.0,0.192,330B042001
1240,0.0,0.243,330B043001
1241,0.0,0.192,330B044001
1242,0.0,0.33,330B045001
1243,0.0,0.773,330B046001
1244,0.0,0.062,330B047001
1245,0.0,0.293,330B048001
1246,0.0,0.177,330B049001
1247,0.0,0.08199999999999999,330B050001
1248,0.0,0.068,330B051001
1249,0.0,1.595,330B052001
1250,0.0,1.208,330B053001
1251,0.0,0.82,330B054001
1252,0.0,0.314,330B055001
1253,0.0,0.145,330B056001
1254,0.0,0.179,330B057001
1255,0.0,0.502,330B058001
1256,0.0,0.191,330B059001
1257,0.0,0.146,330B060001
1258,0.0,0.272,330B061001
1259,0.0,0.073,330B062001
1260,0.0,0.092,330B063001
1261,0.0,0.069,330B064001
1262,0.0,0.7809999999999999,330B065001
1263,0.0,0.177,330B066001
1264,0.0,0.368,330B067001
1265,0.0,0.09300000000000001,330B068001
1266,0.0,0.248,330B069001
1267,0.0,0.141,330B070001
1268,0.0,0.226,330B071001
1269,0.0,0.721,330B072001
1270,0.0,0.465,330B073001
1271,0.0,0.109,330B074001
1272,0.0,0.258,330B075001
1273,0.0,0.44799999999999995,330B076001
1274,0.0,0.496,330B077001
1275,0.0,0.249,330B078001
1276,0.0,0.509,330B079001
1277,0.0,0.25,330B080001
1278,0.0,0.248,330B081001
1279,0.0,0.249,330B082001
1280,0.0,0.0,330B084001
1281,0.0,0.188,330B085001
1282,0.0,0.213,330B086001
1283,0.0,0.18899999999999997,330B087001
1284,0.0,0.183,330B088001
1285,0.0,0.083,330B089001
1286,0.0,0.314,330B090001
1287,0.0,0.321,330B091001
1288,0.0,0.198,330B092001
1289,0.253,0.253,330B093001
1290,0.0,0.251,330B094001
1291,0.0,0.13,330B095001
1292,0.0,0.142,330B096001
1293,0.053,0.053,330B097001
1294,0.0,0.321,330B098001
1295,0.0,0.275,330B099001
1296,0.0,0.32899999999999996,330B100001
1297,0.17,0.17,330B101001
1298,0.23399999999999999,0.23399999999999999,330B102001
1299,0.0,0.312,330B103001
1300,0.0,0.255,330B104001
1301,0.0,0.087,330B105001
1302,0.0,0.32899999999999996,330B106001
1303,0.0,0.084,330B107001
1304,0.0,0.505,330B108001
1305,0.0,0.0,330B109001
1306,0.0,0.0,330B110001
1307,0.0,0.179,330B111001
1308,0.0,0.395,330B112001
1309,0.0,0.151,330B113001
1310,0.0,0.935,330B114001
1311,0.0,0.19,330B115001
1312,0.0,0.354,330B116001
1313,0.0,0.757,330B117001
1314,0.0,0.243,330B118001
1315,0.0,0.128,330B119001
1316,0.0,0.4,330B120001
1317,0.0,0.096,330B121001
1318,0.0,0.124,330B122001
1319,0.0,0.12,330B123001
1320,0.0,0.067,330B124001
1321,0.0,0.175,330B125001
1322,0.0,0.168,330B126001
1323,0.0,0.153,330B127001
1324,0.0,0.205,330B128001
1325,0.0,0.122,330B129001
1326,0.0,0.177,330B130001
1327,0.0,0.223,330B131001
1328,0.0,0.34,330B132001
1329,0.0,0.159,330B133001
1330,0.0,0.065,330B134001
1331,0.0,0.135,330B135001
1332,0.0,0.486,330B136001
1333,0.0,0.157,330B137001
1334,0.0,0.405,330B138001
1335,0.0,0.165,330B139001
1336,0.0,0.349,330B140001
1337,0.0,0.184,330B141001
1338,0.0,0.185,330B142001
1339,0.0,0.552,330B143001
1340,0.076,0.076,330B144001
1341,0.0,0.22699999999999998,330B145001
1342,0.0,0.664,330B146001
1343,0.0,0.804,330B147001
1344,0.0,0.35,330B148001
1345,0.0,0.21,330B149001
1346,0.0,0.156,330B150001
1347,0.0,0.223,330B151001
1348,0.044000000000000004,0.209,330B152001
1349,0.0,0.0,330B153001
1350,0.0,0.115,330B154001
1351,0.0,0.237,330B155001
1352,0.0,0.127,330B156001
1353,0.0,0.0,330B157001
1354,0.0,0.364,330B158001
1355,0.18100000000000002,0.18100000000000002,330B159001
1356,0.0,0.0,330B160001
1357,0.0,0.128,330B161001
1358,0.0,0.0,330B163001
1359,0.0,0.5329999999999999,330B164001
1360,0.0,0.0,330B165001
1361,0.0,0.106,330B166001
1362,0.0,0.156,330B167001
1363,0.0,0.31,330B168001
1364,0.0,0.11699999999999999,330B169001
1365,0.0,0.0,330B170001
1366,0.0,0.066,330B171001
1367,0.0,0.091,330B172001
1368,0.0,0.8,330B173001
1369,0.0,0.40399999999999997,330B174001
1370,0.0,0.15,330B175001
1371,0.0,0.0,330B176001
1372,0.0,0.157,330B177001
1373,0.0,0.183,330B178001
1374,0.0,0.158,330B179001
1375,0.0,0.782,330B180001
1376,0.0,0.0,330B181001
1377,0.0,0.067,330B182001
1378,0.0,0.061,330B183001
1379,0.0,0.084,330B184001
1380,0.0,0.495,330B185001
1381,0.0,0.184,330B186001
1382,0.0,0.43799999999999994,330B187001
1383,0.0,0.057,330B188001
1384,0.0,0.109,330B189001
1385,0.0,0.191,330B190001
1386,0.0,0.0,330B191001
1387,0.0,0.05,330B192001
1388,0.0,0.326,330B193001
1389,0.0,0.151,330B194001
1390,0.0,0.10099999999999999,330B195001
1391,0.0,0.34,330B196001
1392,0.0,0.132,330B197001
1393,0.0,0.284,330B198001
1394,0.0,0.187,330B199001
1395,0.0,0.265,330B200001
1396,0.0,0.42,330B201001
1397,0.0,0.24,330B202001
1398,0.0,0.066,330B203001
1399,0.0,0.16699999999999998,330B204001
1400,0.0,0.225,330B206001
1401,0.0,0.322,330B207001
1402,0.155,0.155,330B208001
1403,0.0,0.32899999999999996,330B209001
1404,0.0,0.081,330B210001
1405,0.0,0.129,330B211001
1406,0.0,0.16899999999999998,330B212001
1407,0.0,0.096,330B213001
1408,0.0,0.151,330B214001
1409,0.0,0.146,330B215001
1410,0.0,0.585,330B216001
1411,0.0,0.146,330B217001
1412,0.0,0.0,330B218001
1413,0.0,0.182,330B219001
1414,0.0,0.126,330B220001
1415,0.0,0.079,330B221001
1416,0.0,0.37799999999999995,330B222001
1417,0.418,0.418,330B223001
1418,0.0,0.418,330B224001
1419,0.0,0.111,330B225001
1420,0.0,0.0,330B226001
1421,0.0,0.39,330B227001
1422,0.0,0.126,330B229001
1423,0.0,0.628,330B230001
1424,0.0,0.598,330B231001
1425,0.0,0.625,330B232001
1426,0.0,0.21,330B233001
1427,0.0,0.489,330B234001
1428,0.0,0.331,330B235001
1429,0.0,0.0,330B236001
1430,0.0,0.078,330B237001
1431,0.0,0.062,330B238001
1432,0.0,0.418,330B239001
1433,0.0,0.526,330B240001
1434,0.0,0.0,330B241001
1435,0.0,0.182,330B242001
1436,0.0,0.324,330B243001
1437,0.0,0.252,330B244001
1438,0.11199999999999999,0.11199999999999999,330B245001
1439,0.0,0.069,330B246001
1440,0.0,0.146,330B247001
1441,0.0,0.191,330B248001
1442,0.0,0.0,330B249001
1443,0.0,0.517,330B250001
1444,0.0,0.127,330B251001
1445,0.0,0.297,330B252001
1446,0.0,0.386,330B253001
1447,0.3,0.3,330B254001
1448,0.0,0.361,330B255001
1449,0.0,0.529,330B256001
1450,0.0,0.081,330B257001
1451,0.0,0.222,330B258001
1452,0.0,0.505,330B259001
1453,0.0,0.226,330B260001
1454,0.0,0.13,330B261001
1455,0.0,0.113,330B262001
1456,0.0,0.161,330B263001
1457,0.0,0.107,330B264001
1458,0.0,0.153,330B265001
1459,0.0,0.34299999999999997,330B266001
1460,0.0,0.237,330B267001
1461,0.0,0.099,330B268001
1462,0.0,0.049,330B269001
1463,0.0,0.185,330B270001
1464,0.0,0.364,330B271001
1465,0.0,0.114,330B273001
1466,0.0,0.42,330B274001
1467,0.0,0.429,330B275001
1468,0.0,0.289,330B276001
1469,0.0,0.179,330B277001
1470,0.0,0.06,330B278001
1471,0.0,0.142,330B279001
1472,0.0,0.079,330B280001
1473,0.0,0.106,330B281001
1474,0.0,0.205,330B282001
1475,0.0,0.122,330B283001
1476,0.0,0.122,330B284001
1477,0.0,0.245,330B285001
1478,0.0,0.003,330B286001
1479,0.0,0.7659999999999999,330B287001
1480,0.079,0.079,330B288001
1481,0.0,0.11699999999999999,330B289001
1482,0.0,0.341,330B290001
1483,0.0,0.061,330B291001
1484,0.0,0.053,330B292001
1485,0.06,0.06,330B293001
1486,0.12,0.12,330B294001
1487,0.0,0.493,330B295001
1488,0.0,0.436,330B296001
1489,0.0,0.324,330B297001
1490,0.0,0.35,330B298001
1491,0.0,0.08199999999999999,330B299001
1492,0.084,0.34,330B300001
1493,0.0,0.0,330B301001
1494,0.0,0.0,330B302001
1495,0.0,0.397,330B303001
1496,0.0,0.0,330B304001
1497,0.0,0.162,330B305001
1498,0.0,0.0,330B306001
1499,0.0,0.32299999999999995,330B307001
1500,0.0,0.0,330B308001
1501,0.0,0.0,330B309001
1502,0.134,0.134,330B310001
1503,0.0,0.319,330B311001
1504,0.0,0.188,330B312001
1505,0.0,0.0,330B313001
1506,0.0,0.091,330B314001
1507,0.0,0.125,330B315001
1508,0.0,0.09,330B316001
1509,0.0,0.619,330B317001
1510,0.027999999999999997,0.027999999999999997,330B318001
1511,0.025,0.025,330B319001
1512,0.0,0.139,330B320001
1513,0.0,0.312,330B321001
1514,0.0,0.171,330B322001
1515,0.0,0.62,330B323001
1516,0.0,0.9209999999999999,330B324001
1517,0.0,0.0,330B325001
1518,0.0,0.038,330B326001
1519,0.0,0.496,330B327001
1520,0.0,0.16699999999999998,330B328001
1521,0.0,0.11199999999999999,330B329001
1522,0.0,0.251,330B330001
1523,0.0,0.139,330B331001
1524,0.0,0.937,330B332001
1525,0.242,0.45899999999999996,330B333001
1526,0.0,0.0,330B334001
1527,0.131,0.239,330B335001
1528,0.0,0.40700000000000003,330B336001
1529,0.0,0.39799999999999996,330B337001
1530,0.0,0.0,330B338001
1531,0.0,0.318,330B339001
1532,0.0,0.345,330B340001
1533,0.0,0.29,330B341001
1534,0.0,0.35,330B342001
1535,0.0,0.062,330B343001
1536,0.0,0.155,330B344001
1537,0.0,0.057,330B345001
1538,0.0,0.247,330B346001
1539,0.0,0.0,330B347001
1540,0.0,0.162,330B348001
1541,0.0,0.221,330B349001
1542,0.0,0.19899999999999998,330B351001
1543,0.0,0.086,330B352001
1544,0.0,0.523,330B353001
1545,0.0,0.28,330B354001
1546,0.0,0.155,330B355001
1547,0.0,0.303,330B356001
1548,0.0,0.503,330B357001
1549,0.0,0.111,330B358001
1550,0.0,0.023,330B359001
1551,0.0,0.182,330B360001
1552,0.0,0.652,330B361001
1553,0.0,0.389,330B362001
1554,0.0,0.22399999999999998,330B363001
1555,0.149,0.149,330B364001
1556,0.0,0.0,330B365001
1557,0.0,0.19699999999999998,330B366001
1558,0.23,0.319,330B367001
1559,0.0,0.22,330B368001
1560,0.0,0.203,330B369001
1561,0.0,0.175,330B370001
1562,0.0,0.5,330B371001
1563,0.0,0.039,330B372001
1564,0.0,0.051,330B373001
1565,0.0,0.136,330B374001
1566,0.0,0.336,330B375001
1567,0.19,0.361,330B376001
1568,0.0,0.094,330B377001
1569,0.0,0.353,330B378001
1570,0.0,0.256,330B379001
1571,0.0,0.302,330B380001
1572,0.0,0.174,330B381001
1573,0.0,0.06,330B382001
1574,0.0,0.0,330B383001
1575,0.0,0.265,330B384001
1576,0.0,0.289,330B385001
1577,0.0,0.337,330B386001
1578,0.0,0.185,330B387001
1579,0.0,0.201,330B388001
1580,0.0,0.062,330B389001
1581,0.0,0.055999999999999994,330B390001
1582,0.0,0.16899999999999998,330B391001
1583,0.0,0.209,330B392001
1584,0.0,0.0,330B393001
1585,0.0,0.0,330B394001
1586,0.0,0.22,330B395001
1587,0.0,0.49,330B396001
1588,0.0,0.122,330B397001
1589,0.0,0.282,330B398001
1590,0.0,0.049,330B399001
1591,0.0,0.0,330B400001
1592,0.0,0.47,330B401001
1593,0.0,0.05,330B402001
1594,0.0,0.0,330B403001
1595,0.0,0.066,330B404001
1596,0.0,0.659,330B405001
1597,0.0,0.115,330B406001
1598,0.0,0.11599999999999999,330B407001
1599,0.0,0.237,330B408001
1600,0.0,0.0,330B409001
1601,0.0,0.494,330B410001
1602,0.0,0.654,330B411001
1603,0.0,0.172,330B412001
1604,0.0,0.27899999999999997,330B413001
1605,0.0,0.138,330B414001
1606,0.0,0.249,330B415001
1607,0.0,0.09699999999999999,330B416001
1608,0.0,0.24,330B417001
1609,0.0,0.062,330B418001
1610,0.0,0.0,330B419001
1611,0.0,0.239,330B420001
1612,0.0,0.124,330B421001
1613,0.0,0.115,330B422001
1614,0.0,0.29,330B423001
1615,0.0,0.38,330B424001
1616,0.0,0.057999999999999996,330B425001
1617,0.0,0.068,330B426001
1618,0.0,0.157,330B427001
1619,0.376,0.376,330B428001
1620,0.071,0.452,330B429001
1621,0.0,0.644,330B430001
1622,0.0,0.499,330B431001
1623,0.0,0.36,330B432001
1624,0.0,0.083,330B433001
1625,0.23399999999999999,0.23399999999999999,330B434001
1626,0.0,0.0,330B435001
1627,0.0,0.205,330B436001
1628,0.0,0.0,330B437001
1629,0.0,0.613,330B438001
1630,0.0,0.158,330B439001
1631,0.0,0.33899999999999997,330B440001
1632,0.0,0.0,330B441001
1633,0.0,0.172,330B442001
1634,0.0,0.37799999999999995,330B443001
1635,0.0,0.235,330B444001
1636,0.0,0.278,330B445001
1637,0.0,0.32,330B446001
1638,0.0,0.292,330B447001
1639,0.505,0.596,330B448001
1640,0.0,0.0,330B449001
1641,0.0,0.154,330B450001
1642,0.0,0.067,330B451001
1643,0.0,0.128,330B452001
1644,0.23,0.94,330B453001
1645,0.0,0.11599999999999999,330B454001
1646,0.0,0.825,330B455001
1647,0.0,0.096,330B456001
1648,0.0,0.042,330B457001
1649,0.0,0.067,330B458001
1650,0.166,0.166,330B459001
1651,0.0,0.284,330B460001
1652,0.0,0.308,330B461001
1653,0.0,0.157,330B462001
1654,0.0,0.07,330B463001
1655,0.0,0.121,330B464001
1656,0.0,0.066,330B465001
1657,0.0,0.5589999999999999,330B466001
1658,0.0,0.237,330B467001
1659,0.0,0.034,330B468001
1660,0.0,0.0,330B469001
1661,0.0,0.22399999999999998,330B470001
1662,0.0,0.198,330B471001
1663,0.0,0.084,330B472001
1664,0.0,0.342,330B473001
1665,0.37,1.185,330B474001
1666,0.0,0.077,330B475001
1667,0.0,1.03,330B476001
1668,0.0,0.315,330B477001
1669,0.0,0.09699999999999999,330B478001
1670,0.0,0.251,330B479001
1671,0.0,0.251,330B480001
1672,0.0,0.251,330B481001
1673,0.0,0.249,330B482001
1674,0.0,0.373,330B483001
1675,0.0,1.248,330B484001
1676,0.44299999999999995,0.44299999999999995,330B485001
1677,0.0,0.625,330B486001
1678,0.0,0.08199999999999999,330B487001
1679,0.0,0.306,330B488001
1680,0.0,0.295,330B489001
1681,0.256,0.256,330B490001
1682,0.0,0.506,330B491001
1683,0.0,0.996,330B492001
1684,0.0,0.11199999999999999,330B493001
1685,0.11,0.272,330B494001
1686,0.0,0.0,330B495001
1687,0.0,0.11599999999999999,330B496001
1688,0.0,0.153,330B497001
1689,0.0,0.16,330B498001
1690,0.0,0.132,330B499001
1691,0.0,0.14,330B500001
1692,0.0,0.16899999999999998,330B501001
1693,0.0,0.258,330B502001
1694,0.0,0.16699999999999998,330B503001
1695,0.0,0.08,330B504001
1696,0.0,0.32,330B505001
1697,0.0,0.083,330B506001
1698,0.0,0.0,330B507001
1699,0.0,0.11699999999999999,330B508001
1700,0.0,0.085,330B509001
1701,0.0,0.085,330B510001
1702,0.115,0.115,330B511001
1703,0.0,0.16399999999999998,330B512001
1704,0.0,0.0,330B513001
1705,0.0,0.18899999999999997,330B514001
1706,0.0,0.11,330B516001
1707,0.0,0.107,330B517001
1708,0.0,0.45299999999999996,330B518001
1709,0.0,0.109,330B519001
1710,0.0,0.11599999999999999,330B520001
1711,0.0,0.498,330B521001
1712,0.0,0.19,330B522001
1713,0.22899999999999998,0.22899999999999998,330B523001
1714,0.0,0.311,330B524001
1715,0.0,1.113,330B525001
1716,0.0,0.0,330B526001
1717,0.253,0.253,330B528001
1718,0.0,0.098,330B529001
1719,0.0,0.314,330B530001
1720,0.0,0.193,330B531001
1721,0.0,0.0,330B532001
1722,0.0,0.314,330B533001
1723,0.12,0.821,330B534001
1724,0.0,0.185,330B535001
1725,0.0,0.128,330B536001
1726,0.0,0.28,330B537001
1727,0.0,0.512,330B538001
1728,0.0,0.125,330B539001
1729,0.0,0.12,330B540001
1730,0.0,0.244,330B541001
1731,0.0,0.063,330B542001
1732,0.0,0.245,330B543001
1733,0.0,0.255,330B544001
1734,0.0,0.0,330B545001
1735,0.0,0.51,330B546001
1736,0.0,0.069,330B547001
1737,0.057999999999999996,0.057999999999999996,330B548001
1738,0.0,0.075,330B549001
1739,0.0,0.113,330B550001
1740,0.0,0.255,330B551001
1741,0.114,0.33,330B553001
1742,0.0,0.22399999999999998,330B554001
1743,0.0,0.217,330B555001
1744,0.0,0.215,330B556001
