BLM,ELM,ID_NUMBER,Feat_Seq_Nbr,Feature_Type,Feat_Width,Feature_Composition
0,0.593,330C592001,9,29,,40
0,0.593,330C592001,10,20,2,5
0,0.593,330C592001,12,19,18,15
0,0.593,330C592001,14,20,2,5
0,0.593,330C592001,15,29,,40
0,0.125,330C593001,9,29,,40
0,0.125,330C593001,10,20,1,5
0,0.125,330C593001,12,19,16,15
0,0.125,330C593001,14,20,1,5
0,0.125,330C593001,15,29,,40
0.125,0.77,330C593001,9,29,,40
0.125,0.77,330C593001,10,20,1,5
0.125,0.77,330C593001,12,19,14,15
0.125,0.77,330C593001,14,20,1,5
0.125,0.77,330C593001,15,29,,40
0,0.36,330C594001,9,29,,40
0,0.36,330C594001,10,20,1,5
0,0.36,330C594001,12,19,18,15
0,0.36,330C594001,14,20,1,5
0,0.36,330C594001,15,29,,40
0.36,0.505,330C594001,9,29,,40
0.36,0.505,330C594001,10,20,1,5
0.36,0.505,330C594001,12,19,12,15
0.36,0.505,330C594001,14,20,1,5
0.36,0.505,330C594001,15,29,,40
0,0.261,330C595001,9,29,,41
0,0.261,330C595001,12,19,26,15
0,0.261,330C595001,15,29,,41
0,0.125,330C596001,9,29,,40
0,0.125,330C596001,10,20,2,5
0,0.125,330C596001,12,19,20,15
0,0.125,330C596001,14,20,2,5
0,0.125,330C596001,15,29,,40
0.125,0.451,330C596001,9,29,,40
0.125,0.451,330C596001,10,20,2,5
0.125,0.451,330C596001,12,19,14,6
0.125,0.451,330C596001,14,20,2,5
0.125,0.451,330C596001,15,29,,40
0,0.768,330C597001,9,29,,41
0,0.768,330C597001,12,19,26,15
0,0.768,330C597001,15,29,,41
0,0.38,330C598001,9,29,,40
0,0.38,330C598001,10,20,1,5
0,0.38,330C598001,12,19,14,15
0,0.38,330C598001,14,20,1,5
0,0.38,330C598001,15,29,,40
0.38,0.519,330C598001,9,29,,40
0.38,0.519,330C598001,10,20,2,5
0.38,0.519,330C598001,12,19,12,15
0.38,0.519,330C598001,14,20,2,5
0.38,0.519,330C598001,15,29,,40
0,0.2,330C599001,9,29,,40
0,0.2,330C599001,10,20,1,5
0,0.2,330C599001,12,19,16,15
0,0.2,330C599001,14,20,1,5
0,0.2,330C599001,15,29,,40
0,0.077,330C600001,9,29,,40
0,0.077,330C600001,10,20,2,5
0,0.077,330C600001,12,19,10,15
0,0.077,330C600001,14,20,2,5
0,0.077,330C600001,15,29,,40
0,0.123,330C601001,9,29,,41
0,0.123,330C601001,12,19,24,15
0,0.123,330C601001,15,29,,41
0,0.329,330C602001,9,29,,40
0,0.329,330C602001,10,20,1,5
0,0.329,330C602001,12,19,20,15
0,0.329,330C602001,15,29,,41
0.329,0.398,330C602001,9,29,,40
0.329,0.398,330C602001,10,20,1,5
0.329,0.398,330C602001,12,19,18,15
0.329,0.398,330C602001,14,20,1,5
0.329,0.398,330C602001,15,29,,40
0,0.21,330C603001,9,29,,41
0,0.21,330C603001,12,19,18,15
0,0.21,330C603001,14,20,1,5
0,0.21,330C603001,15,29,,40
0.21,0.36,330C603001,9,29,,40
0.21,0.36,330C603001,10,20,2,5
0.21,0.36,330C603001,12,19,16,15
0.21,0.36,330C603001,14,20,2,5
0.21,0.36,330C603001,15,29,,40
0.36,0.592,330C603001,9,29,,40
0.36,0.592,330C603001,10,20,1,5
0.36,0.592,330C603001,12,19,12,15
0.36,0.592,330C603001,14,20,1,5
0.36,0.592,330C603001,15,29,,40
0,0.09,330C604001,9,29,,40
0,0.09,330C604001,10,20,1,5
0,0.09,330C604001,12,19,16,15
0,0.09,330C604001,14,20,1,5
0,0.09,330C604001,15,29,,40
0,0.4,330C605001,9,29,,41
0,0.4,330C605001,12,19,16,15
0,0.4,330C605001,15,29,,41
0.4,0.483,330C605001,9,29,,40
0.4,0.483,330C605001,10,20,1,5
0.4,0.483,330C605001,12,19,19,6
0.4,0.483,330C605001,14,20,1,5
0.4,0.483,330C605001,15,29,,40
0,0.2,330C606001,9,29,,40
0,0.2,330C606001,10,20,1,5
0,0.2,330C606001,12,19,24,15
0,0.2,330C606001,14,20,1,5
0,0.2,330C606001,15,29,,40
0.2,0.34,330C606001,9,29,,40
0.2,0.34,330C606001,10,20,1,5
0.2,0.34,330C606001,12,19,20,15
0.2,0.34,330C606001,14,20,1,5
0.2,0.34,330C606001,15,29,,40
0,0.074,330C607001,9,29,,41
0,0.074,330C607001,12,19,22,15
0,0.074,330C607001,15,29,,45
0,0.289,330C608001,9,29,,40
0,0.289,330C608001,10,20,1,5
0,0.289,330C608001,12,19,18,15
0,0.289,330C608001,14,20,1,5
0,0.289,330C608001,15,29,,40
0,0.028,330C609001,9,29,,40
0,0.028,330C609001,10,20,1,5
0,0.028,330C609001,12,19,16,15
0,0.028,330C609001,14,20,1,5
0,0.028,330C609001,15,29,,40
0,0.126,330C610001,9,29,,40
0,0.126,330C610001,10,20,1,5
0,0.126,330C610001,12,19,20,15
0,0.126,330C610001,14,20,1,5
0,0.126,330C610001,15,29,,40
0,0.276,330C611001,9,29,,41
0,0.276,330C611001,12,19,18,15
0,0.276,330C611001,15,29,,41
0.276,0.629,330C611001,9,29,,41
0.276,0.629,330C611001,12,19,20,15
0.276,0.629,330C611001,15,29,,41
0,0.073,330C612001,9,29,,41
0,0.073,330C612001,12,19,10,6
0,0.073,330C612001,15,29,,41
0,0.255,330C613001,9,29,,40
0,0.255,330C613001,10,20,1,5
0,0.255,330C613001,12,19,18,15
0,0.255,330C613001,14,20,1,5
0,0.255,330C613001,15,29,,40
0.255,0.323,330C613001,9,29,,40
0.255,0.323,330C613001,10,20,1,5
0.255,0.323,330C613001,12,19,20,15
0.255,0.323,330C613001,14,20,1,5
0.255,0.323,330C613001,15,29,,40
0,0.296,330C614001,9,29,,41
0,0.296,330C614001,12,19,16,15
0,0.296,330C614001,14,20,1,5
0,0.296,330C614001,15,29,,40
0,0.094,330C615001,9,29,,40
0,0.094,330C615001,10,20,1,5
0,0.094,330C615001,12,19,18,15
0,0.094,330C615001,14,20,1,5
0,0.094,330C615001,15,29,,40
0,0.111,330C616001,9,29,,40
0,0.111,330C616001,10,20,1,5
0,0.111,330C616001,12,19,16,15
0,0.111,330C616001,14,20,1,5
0,0.111,330C616001,15,29,,40
0,0.21,330C617001,9,29,,41
0,0.21,330C617001,12,19,16,15
0,0.21,330C617001,15,29,,41
0.21,0.28,330C617001,9,29,,40
0.21,0.28,330C617001,10,20,2,5
0.21,0.28,330C617001,12,19,18,15
0.21,0.28,330C617001,14,20,2,5
0.21,0.28,330C617001,15,29,,40
0.28,0.479,330C617001,9,29,,40
0.28,0.479,330C617001,10,20,1,5
0.28,0.479,330C617001,12,19,14,15
0.28,0.479,330C617001,14,20,1,5
0.28,0.479,330C617001,15,29,,40
0,0.19,330C618001,9,29,,40
0,0.19,330C618001,10,20,1,5
0,0.19,330C618001,12,19,12,6
0,0.19,330C618001,14,20,1,5
0,0.19,330C618001,15,29,,40
0.19,0.59,330C618001,9,29,,40
0.19,0.59,330C618001,10,20,1,5
0.19,0.59,330C618001,12,19,18,15
0.19,0.59,330C618001,14,20,1,5
0.19,0.59,330C618001,15,29,,40
0.59,0.684,330C618001,9,29,,40
0.59,0.684,330C618001,10,20,1,5
0.59,0.684,330C618001,12,19,16,15
0.59,0.684,330C618001,14,20,1,5
0.59,0.684,330C618001,15,29,,40
0,0.132,330C619001,9,29,,40
0,0.132,330C619001,10,20,1,5
0,0.132,330C619001,12,19,16,15
0,0.132,330C619001,14,20,1,5
0,0.132,330C619001,15,29,,40
0,0.388,330C620001,9,29,,40
0,0.388,330C620001,10,20,1,5
0,0.388,330C620001,12,19,20,15
0,0.388,330C620001,14,20,1,5
0,0.388,330C620001,15,29,,40
0.388,1.185,330C620001,9,29,,40
0.388,1.185,330C620001,10,20,1,5
0.388,1.185,330C620001,12,19,18,15
0.388,1.185,330C620001,14,20,1,5
0.388,1.185,330C620001,15,29,,40
0,0.468,330C621001,9,29,,40
0,0.468,330C621001,10,20,1,5
0,0.468,330C621001,12,19,18,15
0,0.468,330C621001,14,20,1,5
0,0.468,330C621001,15,29,,40
0,0.112,330C622001,9,29,,40
0,0.112,330C622001,10,20,1,5
0,0.112,330C622001,12,19,8,5
0,0.112,330C622001,14,20,1,5
0,0.112,330C622001,15,29,,40
0,0.08,330C623001,9,29,,40
0,0.08,330C623001,10,20,1,5
0,0.08,330C623001,12,19,16,15
0,0.08,330C623001,14,20,1,5
0,0.08,330C623001,15,29,,40
0,0.11,330C624001,9,29,,41
0,0.11,330C624001,12,19,26,15
0,0.11,330C624001,15,29,,41
0.11,0.45,330C624001,9,29,,41
0.11,0.45,330C624001,12,19,22,15
0.11,0.45,330C624001,15,29,,41
0,0.103,330C625001,9,29,,40
0,0.103,330C625001,10,20,1,5
0,0.103,330C625001,12,19,18,15
0,0.103,330C625001,14,20,1,5
0,0.103,330C625001,15,29,,40
0.103,0.218,330C625001,9,29,,41
0.103,0.218,330C625001,12,19,14,15
0.103,0.218,330C625001,14,20,1,5
0.103,0.218,330C625001,15,29,,40
0.218,0.348,330C625001,9,29,,40
0.218,0.348,330C625001,10,20,1,5
0.218,0.348,330C625001,12,19,16,15
0.218,0.348,330C625001,14,20,1,5
0.218,0.348,330C625001,15,29,,40
0,0.083,330C626001,9,29,,40
0,0.083,330C626001,10,20,1,5
0,0.083,330C626001,12,19,16,15
0,0.083,330C626001,14,20,1,5
0,0.083,330C626001,15,29,,40
0.083,0.225,330C626001,9,29,,40
0.083,0.225,330C626001,10,20,1,5
0.083,0.225,330C626001,12,19,20,15
0.083,0.225,330C626001,14,20,1,5
0.083,0.225,330C626001,15,29,,40
0,0.26,330C627001,9,29,,40
0,0.26,330C627001,10,20,1,5
0,0.26,330C627001,12,19,18,15
0,0.26,330C627001,14,20,1,5
0,0.26,330C627001,15,29,,40
0.26,0.369,330C627001,9,29,,40
0.26,0.369,330C627001,10,20,1,5
0.26,0.369,330C627001,12,19,14,15
0.26,0.369,330C627001,14,20,1,5
0.26,0.369,330C627001,15,29,,40
0,0.23,330C628001,9,29,,40
0,0.23,330C628001,10,20,1,5
0,0.23,330C628001,12,19,16,15
0,0.23,330C628001,14,20,1,5
0,0.23,330C628001,15,29,,40
0,0.207,330C629001,9,29,,40
0,0.207,330C629001,10,20,1,5
0,0.207,330C629001,12,19,16,15
0,0.207,330C629001,14,20,1,5
0,0.207,330C629001,15,29,,40
0,0.099,330C630001,9,29,,41
0,0.099,330C630001,12,19,16,15
0,0.099,330C630001,14,20,1,5
0,0.099,330C630001,15,29,,40
0,0.08,330C631001,9,29,,40
0,0.08,330C631001,10,20,1,5
0,0.08,330C631001,12,19,18,15
0,0.08,330C631001,14,20,1,5
0,0.08,330C631001,15,29,,40
0,0.211,330C632001,9,29,,40
0,0.211,330C632001,10,20,1,5
0,0.211,330C632001,12,19,18,15
0,0.211,330C632001,14,20,1,5
0,0.211,330C632001,15,29,,40
0,0.212,330C633001,9,29,,40
0,0.212,330C633001,10,20,1,5
0,0.212,330C633001,12,19,18,15
0,0.212,330C633001,14,20,1,5
0,0.212,330C633001,15,29,,40
0.212,0.395,330C633001,9,29,,40
0.212,0.395,330C633001,10,20,1,5
0.212,0.395,330C633001,12,19,16,15
0.212,0.395,330C633001,14,20,1,5
0.212,0.395,330C633001,15,29,,40
0,0.257,330C634001,9,29,,40
0,0.257,330C634001,10,20,1,5
0,0.257,330C634001,12,19,18,15
0,0.257,330C634001,14,20,1,5
0,0.257,330C634001,15,29,,40
0,0.72,330C635001,9,29,,40
0,0.72,330C635001,10,20,1,5
0,0.72,330C635001,12,19,18,15
0,0.72,330C635001,14,20,1,5
0,0.72,330C635001,15,29,,40
0,0.161,330C636001,9,29,,40
0,0.161,330C636001,10,20,1,5
0,0.161,330C636001,12,19,18,15
0,0.161,330C636001,14,20,1,5
0,0.161,330C636001,15,29,,40
0,0.106,330C637001,9,29,,40
0,0.106,330C637001,10,20,1,5
0,0.106,330C637001,12,19,16,15
0,0.106,330C637001,14,20,1,5
0,0.106,330C637001,15,29,,40
0,0.229,330C638001,9,29,,40
0,0.229,330C638001,10,20,1,5
0,0.229,330C638001,12,19,20,15
0,0.229,330C638001,14,20,1,5
0,0.229,330C638001,15,29,,40
0,0.24,330C639001,9,29,,44
0,0.24,330C639001,12,19,18,15
0,0.24,330C639001,15,29,,44
0,0.1,330C640001,9,29,,40
0,0.1,330C640001,10,20,1,5
0,0.1,330C640001,12,19,16,15
0,0.1,330C640001,14,20,1,5
0,0.1,330C640001,15,29,,40
0,0.202,330C641001,9,29,,41
0,0.202,330C641001,12,19,24,15
0,0.202,330C641001,15,29,,41
0,0.239,330C642001,9,29,,40
0,0.239,330C642001,10,20,1,5
0,0.239,330C642001,12,19,16,15
0,0.239,330C642001,14,20,1,5
0,0.239,330C642001,15,29,,40
0,0.085,330C643001,9,29,,40
0,0.085,330C643001,10,20,1,5
0,0.085,330C643001,12,19,18,15
0,0.085,330C643001,14,20,1,5
0,0.085,330C643001,15,29,,40
0.085,0.18,330C643001,9,29,,41
0.085,0.18,330C643001,12,19,18,15
0.085,0.18,330C643001,14,20,1,5
0.085,0.18,330C643001,15,29,,40
0,0.07,330C644001,9,29,,40
0,0.07,330C644001,10,20,1,5
0,0.07,330C644001,12,19,16,15
0,0.07,330C644001,15,29,,41
0.07,0.19,330C644001,9,29,,40
0.07,0.19,330C644001,10,20,1,5
0.07,0.19,330C644001,12,19,14,15
0.07,0.19,330C644001,15,29,,41
0,0.229,330C645001,9,29,,40
0,0.229,330C645001,10,20,1,5
0,0.229,330C645001,12,19,14,15
0,0.229,330C645001,14,20,1,5
0,0.229,330C645001,15,29,,40
0,0.24,330C646001,9,29,,40
0,0.24,330C646001,10,20,2,5
0,0.24,330C646001,12,19,20,15
0,0.24,330C646001,14,20,2,5
0,0.24,330C646001,15,29,,40
0.24,0.378,330C646001,9,29,,41
0.24,0.378,330C646001,12,19,24,15
0.24,0.378,330C646001,15,29,,41
0,0.025,330C647001,9,29,,40
0,0.025,330C647001,10,20,1,5
0,0.025,330C647001,12,19,16,15
0,0.025,330C647001,14,20,1,5
0,0.025,330C647001,15,29,,40
0,0.089,330C648001,9,29,,40
0,0.089,330C648001,10,20,1,5
0,0.089,330C648001,12,19,14,15
0,0.089,330C648001,14,20,1,5
0,0.089,330C648001,15,29,,40
0,0.131,330C649001,9,29,,41
0,0.131,330C649001,12,19,16,15
0,0.131,330C649001,15,29,,41
0,0.16,330C650001,9,29,,40
0,0.16,330C650001,10,20,1,5
0,0.16,330C650001,12,19,18,15
0,0.16,330C650001,14,20,1,5
0,0.16,330C650001,15,29,,40
0,0.112,330C651001,9,29,,40
0,0.112,330C651001,10,20,1,5
0,0.112,330C651001,12,19,18,15
0,0.112,330C651001,14,20,1,5
0,0.112,330C651001,15,29,,40
0.112,0.186,330C651001,9,29,,40
0.112,0.186,330C651001,10,20,1,5
0.112,0.186,330C651001,12,19,14,15
0.112,0.186,330C651001,14,20,1,5
0.112,0.186,330C651001,15,29,,40
0,0.221,330C652001,9,29,,40
0,0.221,330C652001,10,20,1,5
0,0.221,330C652001,12,19,16,15
0,0.221,330C652001,14,20,1,5
0,0.221,330C652001,15,29,,40
0,0.062,330C653001,9,29,,41
0,0.062,330C653001,12,19,14,15
0,0.062,330C653001,14,20,1,5
0,0.062,330C653001,15,29,,40
0,0.038,330C654001,9,29,,40
0,0.038,330C654001,10,20,1,5
0,0.038,330C654001,12,19,16,6
0,0.038,330C654001,14,20,1,5
0,0.038,330C654001,15,29,,40
0,0.132,330C655001,9,29,,41
0,0.132,330C655001,12,19,26,15
0,0.132,330C655001,15,29,,41
0,0.438,330C656001,9,29,,45
0,0.438,330C656001,12,19,18,15
0,0.438,330C656001,14,20,1,5
0,0.438,330C656001,15,29,,40
0.438,0.612,330C656001,9,29,,40
0.438,0.612,330C656001,10,20,1,5
0.438,0.612,330C656001,12,19,18,15
0.438,0.612,330C656001,14,20,1,5
0.438,0.612,330C656001,15,29,,40
0,0.07,330C657001,9,29,,40
0,0.07,330C657001,10,20,2,5
0,0.07,330C657001,12,19,20,15
0,0.07,330C657001,14,20,2,5
0,0.07,330C657001,15,29,,40
0.07,0.16,330C657001,9,29,,45
0.07,0.16,330C657001,12,19,20,15
0.07,0.16,330C657001,14,20,1,5
0.07,0.16,330C657001,15,29,,40
0,0.089,330C658001,9,29,,40
0,0.089,330C658001,10,20,1,5
0,0.089,330C658001,12,19,12,15
0,0.089,330C658001,14,20,1,5
0,0.089,330C658001,15,29,,40
0,0.14,330C659001,9,29,,40
0,0.14,330C659001,10,20,2,5
0,0.14,330C659001,12,19,30,15
0,0.14,330C659001,14,20,2,5
0,0.14,330C659001,15,29,,40
0.14,0.251,330C659001,9,29,,40
0.14,0.251,330C659001,10,20,1,5
0.14,0.251,330C659001,12,19,16,15
0.14,0.251,330C659001,14,20,1,5
0.14,0.251,330C659001,15,29,,40
0,0.227,330C660001,9,29,,40
0,0.227,330C660001,10,20,1,5
0,0.227,330C660001,12,19,16,15
0,0.227,330C660001,14,20,1,5
0,0.227,330C660001,15,29,,40
0,0.05,330C661001,9,29,,40
0,0.05,330C661001,10,20,2,5
0,0.05,330C661001,12,19,10,15
0,0.05,330C661001,14,20,2,5
0,0.05,330C661001,15,29,,40
0,0.095,330C662001,9,29,,40
0,0.095,330C662001,10,20,2,5
0,0.095,330C662001,12,19,18,15
0,0.095,330C662001,14,20,2,5
0,0.095,330C662001,15,29,,40
0,0.13,330C663001,9,29,,43
0,0.13,330C663001,12,19,20,15
0,0.13,330C663001,15,29,,43
0.13,0.215,330C663001,9,29,,40
0.13,0.215,330C663001,10,20,1,5
0.13,0.215,330C663001,12,19,14,6
0.13,0.215,330C663001,14,20,1,5
0.13,0.215,330C663001,15,29,,40
0,0.199,330C664001,9,29,,40
0,0.199,330C664001,10,20,1,5
0,0.199,330C664001,12,19,14,15
0,0.199,330C664001,14,20,1,5
0,0.199,330C664001,15,29,,40
0,0.128,330C665001,9,29,,40
0,0.128,330C665001,10,20,1,5
0,0.128,330C665001,12,19,14,15
0,0.128,330C665001,14,20,1,5
0,0.128,330C665001,15,29,,40
0,0.107,330C666001,9,29,,40
0,0.107,330C666001,10,20,1,5
0,0.107,330C666001,12,19,18,15
0,0.107,330C666001,15,29,,42
0,0.216,330C667001,9,29,,40
0,0.216,330C667001,10,20,1,5
0,0.216,330C667001,12,19,14,15
0,0.216,330C667001,14,20,1,5
0,0.216,330C667001,15,29,,40
0,0.153,330C668001,9,29,,40
0,0.153,330C668001,10,20,1,5
0,0.153,330C668001,12,19,14,6
0,0.153,330C668001,14,20,1,5
0,0.153,330C668001,15,29,,40
0,0.154,330C669001,9,29,,40
0,0.154,330C669001,10,20,1,5
0,0.154,330C669001,12,19,16,15
0,0.154,330C669001,14,20,1,5
0,0.154,330C669001,15,29,,40
0,0.171,330C670001,9,29,,40
0,0.171,330C670001,10,20,1,5
0,0.171,330C670001,12,19,16,15
0,0.171,330C670001,14,20,1,5
0,0.171,330C670001,15,29,,40
0,0.219,330C671001,9,29,,40
0,0.219,330C671001,10,20,1,5
0,0.219,330C671001,12,19,14,15
0,0.219,330C671001,14,20,1,5
0,0.219,330C671001,15,29,,40
0,0.18,330C672001,9,29,,40
0,0.18,330C672001,10,20,1,5
0,0.18,330C672001,12,19,18,15
0,0.18,330C672001,14,20,1,5
0,0.18,330C672001,15,29,,40
0.18,0.328,330C672001,9,29,,40
0.18,0.328,330C672001,10,20,2,5
0.18,0.328,330C672001,12,19,10,15
0.18,0.328,330C672001,14,20,2,5
0.18,0.328,330C672001,15,29,,40
0,0.171,330C673001,9,29,,40
0,0.171,330C673001,10,20,1,5
0,0.171,330C673001,12,19,16,15
0,0.171,330C673001,14,20,1,5
0,0.171,330C673001,15,29,,40
0,0.244,330C674001,9,29,,40
0,0.244,330C674001,10,20,1,5
0,0.244,330C674001,12,19,16,15
0,0.244,330C674001,14,20,1,5
0,0.244,330C674001,15,29,,40
0,0.104,330C675001,9,29,,40
0,0.104,330C675001,10,20,1,5
0,0.104,330C675001,12,19,14,15
0,0.104,330C675001,14,20,1,5
0,0.104,330C675001,15,29,,40
0,0.203,330C676001,9,29,,40
0,0.203,330C676001,10,20,1,5
0,0.203,330C676001,12,19,14,15
0,0.203,330C676001,14,20,1,5
0,0.203,330C676001,15,29,,40
0.203,0.543,330C676001,9,29,,40
0.203,0.543,330C676001,10,20,1,5
0.203,0.543,330C676001,12,19,18,6
0.203,0.543,330C676001,14,20,1,5
0.203,0.543,330C676001,15,29,,40
0.543,0.662,330C676001,9,29,,40
0.543,0.662,330C676001,10,20,2,5
0.543,0.662,330C676001,12,19,14,15
0.543,0.662,330C676001,14,20,2,5
0.543,0.662,330C676001,15,29,,40
0,0.095,330C677001,9,29,,40
0,0.095,330C677001,10,20,1,5
0,0.095,330C677001,12,19,16,15
0,0.095,330C677001,14,20,1,5
0,0.095,330C677001,15,29,,40
0,0.222,330C678001,9,29,,41
0,0.222,330C678001,12,19,26,15
0,0.222,330C678001,15,29,,41
0,0.249,330C679001,9,29,,40
0,0.249,330C679001,10,20,2,5
0,0.249,330C679001,12,19,18,15
0,0.249,330C679001,14,20,2,5
0,0.249,330C679001,15,29,,40
0,0.14,330C680001,9,29,,40
0,0.14,330C680001,10,20,1,5
0,0.14,330C680001,12,19,16,15
0,0.14,330C680001,14,20,1,5
0,0.14,330C680001,15,29,,40
0,0.09,330C681001,9,29,,41
0,0.09,330C681001,12,19,26,15
0,0.09,330C681001,15,29,,41
0.09,0.298,330C681001,1,29,,41
0.09,0.298,330C681001,4,19,12,15
0.09,0.298,330C681001,6,21,2,5
0.09,0.298,330C681001,7,29,,40
0.09,0.298,330C681001,8,40,16,26
0.09,0.298,330C681001,9,29,,40
0.09,0.298,330C681001,10,20,2,5
0.09,0.298,330C681001,12,19,12,15
0.09,0.298,330C681001,15,29,,41
0,0.379,330C683001,9,29,,40
0,0.379,330C683001,10,20,2,5
0,0.379,330C683001,12,19,18,6
0,0.379,330C683001,14,20,2,5
0,0.379,330C683001,15,29,,40
0,0.195,330C684001,9,29,,41
0,0.195,330C684001,12,19,26,15
0,0.195,330C684001,15,29,,41
0,0.06,330C685001,9,29,,41
0,0.06,330C685001,12,19,24,15
0,0.06,330C685001,15,29,,41
0.06,0.13,330C685001,1,29,,41
0.06,0.13,330C685001,4,19,12,15
0.06,0.13,330C685001,7,29,,41
0.06,0.13,330C685001,8,40,12,26
0.06,0.13,330C685001,9,29,,41
0.06,0.13,330C685001,12,19,12,15
0.06,0.13,330C685001,15,29,,41
0,0.1,330C686001,9,29,,41
0,0.1,330C686001,12,19,22,15
0,0.1,330C686001,15,29,,41
0,0.066,330C687001,9,29,,40
0,0.066,330C687001,10,20,2,5
0,0.066,330C687001,12,19,12,15
0,0.066,330C687001,14,20,2,5
0,0.066,330C687001,15,29,,40
0,0.434,330C688001,9,29,,40
0,0.434,330C688001,10,20,1,5
0,0.434,330C688001,12,19,18,15
0,0.434,330C688001,14,20,1,5
0,0.434,330C688001,15,29,,40
0,0.221,330C689001,9,29,,42
0,0.221,330C689001,12,19,26,15
0,0.221,330C689001,15,29,,42
0,0.148,330C690001,9,29,,40
0,0.148,330C690001,10,20,2,5
0,0.148,330C690001,12,19,18,15
0,0.148,330C690001,14,20,2,5
0,0.148,330C690001,15,29,,40
0,0.408,330C691001,9,29,,40
0,0.408,330C691001,10,20,1,5
0,0.408,330C691001,12,19,14,15
0,0.408,330C691001,14,20,1,5
0,0.408,330C691001,15,29,,40
0,0.46,330C692001,9,29,,40
0,0.46,330C692001,10,20,1,5
0,0.46,330C692001,12,19,14,15
0,0.46,330C692001,14,20,1,5
0,0.46,330C692001,15,29,,40
0.46,0.918,330C692001,9,29,,40
0.46,0.918,330C692001,10,20,2,5
0.46,0.918,330C692001,12,19,18,15
0.46,0.918,330C692001,14,20,2,5
0.46,0.918,330C692001,15,29,,40
0,0.46,330C694001,9,29,,40
0,0.46,330C694001,10,20,2,5
0,0.46,330C694001,12,19,24,15
0,0.46,330C694001,14,20,2,5
0,0.46,330C694001,15,29,,40
0.46,0.73,330C694001,9,29,,41
0.46,0.73,330C694001,12,19,28,15
0.46,0.73,330C694001,15,29,,41
0.73,0.842,330C694001,9,29,,41
0.73,0.842,330C694001,12,19,24,15
0.73,0.842,330C694001,14,20,2,5
0.73,0.842,330C694001,15,29,,40
0.842,1.019,330C694001,9,29,,40
0.842,1.019,330C694001,10,20,2,5
0.842,1.019,330C694001,12,19,24,15
0.842,1.019,330C694001,14,20,2,5
0.842,1.019,330C694001,15,29,,40
0,0.119,330C695001,9,29,,40
0,0.119,330C695001,10,20,1,5
0,0.119,330C695001,12,19,20,15
0,0.119,330C695001,14,20,1,5
0,0.119,330C695001,15,29,,40
0,0.127,330C696001,9,29,,41
0,0.127,330C696001,12,19,22,15
0,0.127,330C696001,15,29,,41
0,0.132,330C697001,9,29,,40
0,0.132,330C697001,10,20,2,5
0,0.132,330C697001,12,19,20,15
0,0.132,330C697001,14,20,2,5
0,0.132,330C697001,15,29,,40
0,0.198,330C698001,9,29,,40
0,0.198,330C698001,10,20,2,5
0,0.198,330C698001,12,19,24,15
0,0.198,330C698001,14,20,2,5
0,0.198,330C698001,15,29,,40
0,0.083,330C699001,9,29,,41
0,0.083,330C699001,12,19,22,15
0,0.083,330C699001,15,29,,41
0,0.309,330C700001,9,29,,40
0,0.309,330C700001,10,20,1,5
0,0.309,330C700001,12,19,20,15
0,0.309,330C700001,14,20,1,5
0,0.309,330C700001,15,29,,40
0,0.214,330C701001,9,29,,40
0,0.214,330C701001,10,20,1,5
0,0.214,330C701001,12,19,18,15
0,0.214,330C701001,14,20,1,5
0,0.214,330C701001,15,29,,40
0,0.22,330C702001,9,29,,40
0,0.22,330C702001,10,20,1,5
0,0.22,330C702001,12,19,18,15
0,0.22,330C702001,14,20,1,5
0,0.22,330C702001,15,29,,40
0,0.243,330C703001,9,29,,40
0,0.243,330C703001,10,20,2,5
0,0.243,330C703001,12,19,18,15
0,0.243,330C703001,14,20,2,5
0,0.243,330C703001,15,29,,40
0,0.065,330C704001,9,29,,42
0,0.065,330C704001,12,19,22,15
0,0.065,330C704001,15,29,,42
0.065,0.671,330C704001,9,29,,40
0.065,0.671,330C704001,10,20,1,5
0.065,0.671,330C704001,12,19,18,15
0.065,0.671,330C704001,14,20,1,5
0.065,0.671,330C704001,15,29,,40
0.671,0.851,330C704001,9,29,,40
0.671,0.851,330C704001,10,20,1,5
0.671,0.851,330C704001,12,19,16,15
0.671,0.851,330C704001,15,29,,41
0,0.127,330C705001,9,29,,40
0,0.127,330C705001,10,20,1,5
0,0.127,330C705001,12,19,16,15
0,0.127,330C705001,14,20,1,5
0,0.127,330C705001,15,29,,40
0,0.03,330C706001,9,29,,40
0,0.03,330C706001,10,20,2,5
0,0.03,330C706001,12,19,18,15
0,0.03,330C706001,14,20,2,5
0,0.03,330C706001,15,29,,40
0,0.29,330C708001,9,29,,40
0,0.29,330C708001,10,20,2,5
0,0.29,330C708001,12,19,14,15
0,0.29,330C708001,14,20,2,5
0,0.29,330C708001,15,29,,40
0,0.24,330C709001,9,29,,40
0,0.24,330C709001,10,20,1,5
0,0.24,330C709001,12,19,16,15
0,0.24,330C709001,14,20,1,5
0,0.24,330C709001,15,29,,40
0.24,0.331,330C709001,9,29,,40
0.24,0.331,330C709001,10,20,2,5
0.24,0.331,330C709001,12,19,12,6
0.24,0.331,330C709001,14,20,1,5
0.24,0.331,330C709001,15,29,,40
0,0.13,330C710001,9,29,,40
0,0.13,330C710001,10,20,2,5
0,0.13,330C710001,12,19,18,15
0,0.13,330C710001,14,20,2,5
0,0.13,330C710001,15,29,,40
0.13,0.322,330C710001,9,29,,40
