BLM,ELM,ID_NUMBER,Feat_Seq_Nbr,Feature_Type,Feat_Width,Feature_Composition
1.306,1.35,3303619001,13,19,20,15
1.306,1.35,3303619001,15,20,2,4
1.306,1.35,3303619001,17,29,,40
0,0.67,3303620001,8,29,,40
0,0.67,3303620001,9,20,8,15
0,0.67,3303620001,10,19,24,15
0,0.67,3303620001,12,20,8,15
0,0.67,3303620001,13,29,,40
0.67,0.76,3303620001,8,29,,42
0.67,0.76,3303620001,9,20,13,15
0.67,0.76,3303620001,10,19,24,15
0.67,0.76,3303620001,12,2,13,15
0.67,0.76,3303620001,13,29,,42
0,0.27,3303621001,8,29,,40
0,0.27,3303621001,9,20,1,5
0,0.27,3303621001,10,19,30,18
0,0.27,3303621001,12,20,1,5
0,0.27,3303621001,13,29,,40
0.27,0.519,3303621001,8,29,,40
0.27,0.519,3303621001,9,20,1,5
0.27,0.519,3303621001,10,19,30,15
0.27,0.519,3303621001,12,20,1,5
0.27,0.519,3303621001,13,29,,40
0.519,1.03,3303621001,8,29,,40
0.519,1.03,3303621001,9,20,2,5
0.519,1.03,3303621001,10,19,24,15
0.519,1.03,3303621001,12,20,2,5
0.519,1.03,3303621001,13,29,,40
1.03,1.93,3303621001,8,29,,40
1.03,1.93,3303621001,9,20,2,5
1.03,1.93,3303621001,10,19,30,15
1.03,1.93,3303621001,12,20,2,5
1.03,1.93,3303621001,13,29,,40
1.93,4.12,3303621001,8,29,,40
1.93,4.12,3303621001,9,20,2,5
1.93,4.12,3303621001,10,19,22,15
1.93,4.12,3303621001,12,20,2,5
1.93,4.12,3303621001,13,29,,40
0,0.399,3303622001,1,29,,43
0,0.399,3303622001,4,20,2,15
0,0.399,3303622001,5,19,24,15
0,0.399,3303622001,6,5,12,15
0,0.399,3303622001,7,19,24,15
0,0.399,3303622001,8,20,2,15
0,0.399,3303622001,9,29,,43
0.399,0.47,3303622001,1,29,,43
0.399,0.47,3303622001,2,20,2,15
0.399,0.47,3303622001,4,19,24,15
0.399,0.47,3303622001,7,5,12,15
0.399,0.47,3303622001,10,19,24,15
0.399,0.47,3303622001,11,6,12,15
0.399,0.47,3303622001,12,20,2,15
0.399,0.47,3303622001,13,29,,42
0.47,0.59,3303622001,1,29,,43
0.47,0.59,3303622001,2,20,3,15
0.47,0.59,3303622001,4,19,24,15
0.47,0.59,3303622001,7,5,12,15
0.47,0.59,3303622001,10,19,24,15
0.47,0.59,3303622001,12,20,3,15
0.47,0.59,3303622001,13,29,,42
0.59,0.79,3303622001,1,29,,43
0.59,0.79,3303622001,2,20,2,15
0.59,0.79,3303622001,4,19,24,15
0.59,0.79,3303622001,7,5,12,15
0.59,0.79,3303622001,10,19,24,15
0.59,0.79,3303622001,12,20,2,15
0.59,0.79,3303622001,13,29,,42
0.79,0.97,3303622001,8,29,,43
0.79,0.97,3303622001,9,20,2,4
0.79,0.97,3303622001,10,19,22,15
0.79,0.97,3303622001,12,20,2,4
0.79,0.97,3303622001,13,29,,40
0.97,1.05,3303622001,1,29,,42
0.97,1.05,3303622001,2,20,1,15
0.97,1.05,3303622001,3,19,12,15
0.97,1.05,3303622001,4,3,12,15
0.97,1.05,3303622001,5,19,12,15
0.97,1.05,3303622001,6,20,1,15
0.97,1.05,3303622001,7,29,,42
1.05,1.11,3303622001,1,29,,40
1.05,1.11,3303622001,2,20,2,4
1.05,1.11,3303622001,3,19,22,15
1.05,1.11,3303622001,4,20,2,4
1.05,1.11,3303622001,5,29,,40
1.11,1.36,3303622001,8,29,,41
1.11,1.36,3303622001,9,20,4,15
1.11,1.36,3303622001,10,19,22,15
1.11,1.36,3303622001,12,20,4,15
1.11,1.36,3303622001,13,29,,41
1.36,2.433,3303622001,8,29,,40
1.36,2.433,3303622001,9,20,2,4
1.36,2.433,3303622001,10,19,22,15
1.36,2.433,3303622001,12,20,2,4
1.36,2.433,3303622001,13,29,,40
2.433,2.95,3303622001,8,29,,40
2.433,2.95,3303622001,9,20,1,4
2.433,2.95,3303622001,10,19,18,15
2.433,2.95,3303622001,12,20,1,4
2.433,2.95,3303622001,13,29,,40
0,0.645,3303623001,8,29,,40
0,0.645,3303623001,9,20,1,5
0,0.645,3303623001,10,19,20,15
0,0.645,3303623001,12,20,1,5
0,0.645,3303623001,13,29,,40
0.645,1.81,3303623001,8,29,,40
0.645,1.81,3303623001,9,20,2,5
0.645,1.81,3303623001,10,19,22,15
0.645,1.81,3303623001,12,20,2,5
0.645,1.81,3303623001,13,29,,40
1.81,2.74,3303623001,8,29,,40
1.81,2.74,3303623001,9,20,2,5
1.81,2.74,3303623001,10,19,24,15
1.81,2.74,3303623001,12,20,2,5
1.81,2.74,3303623001,13,29,,40
0,0.27,3303624001,8,29,,43
0,0.27,3303624001,10,19,24,15
0,0.27,3303624001,13,29,,43
0.27,0.54,3303624001,8,29,,43
0.27,0.54,3303624001,10,20,1,18
0.27,0.54,3303624001,11,19,24,15
0.27,0.54,3303624001,12,20,1,15
0.27,0.54,3303624001,13,29,,42
0.54,0.57,3303624001,9,29,,43
0.54,0.57,3303624001,11,20,2,18
0.54,0.57,3303624001,13,19,24,15
0.54,0.57,3303624001,15,20,2,18
0.54,0.57,3303624001,17,29,,43
0,0.73,3303625001,8,29,,40
0,0.73,3303625001,9,20,1,5
0,0.73,3303625001,10,19,20,15
0,0.73,3303625001,12,20,1,5
0,0.73,3303625001,13,29,,40
0,0.912,3303630001,8,29,,40
0,0.912,3303630001,9,20,2,4
0,0.912,3303630001,10,19,20,15
0,0.912,3303630001,12,20,2,4
0,0.912,3303630001,13,29,,40
0.912,2.65,3303630001,8,29,,40
0.912,2.65,3303630001,9,20,1,4
0.912,2.65,3303630001,10,19,20,15
0.912,2.65,3303630001,12,20,1,4
0.912,2.65,3303630001,13,29,,40
2.65,4.86,3303630001,9,29,,40
2.65,4.86,3303630001,11,20,1,4
2.65,4.86,3303630001,13,19,22,15
2.65,4.86,3303630001,15,20,1,4
2.65,4.86,3303630001,17,29,,40
0,0.23,3303631001,8,29,,40
0,0.23,3303631001,9,20,7,15
0,0.23,3303631001,10,19,24,15
0,0.23,3303631001,12,20,7,15
0,0.23,3303631001,13,29,,40
0.23,0.65,3303631001,8,29,,40
0.23,0.65,3303631001,9,20,2,4
0.23,0.65,3303631001,10,19,22,15
0.23,0.65,3303631001,12,20,2,4
0.23,0.65,3303631001,13,29,,40
0,1.38,3303632001,8,29,,40
0,1.38,3303632001,9,20,1,4
0,1.38,3303632001,10,19,20,15
0,1.38,3303632001,12,20,1,4
0,1.38,3303632001,13,29,,40
1.38,1.77,3303632001,9,29,,40
1.38,1.77,3303632001,11,20,2,4
1.38,1.77,3303632001,13,19,20,15
1.38,1.77,3303632001,15,20,2,4
1.38,1.77,3303632001,17,29,,40
1.77,1.82,3303632001,9,29,,42
1.77,1.82,3303632001,11,20,2,18
1.77,1.82,3303632001,13,19,12,15
1.77,1.82,3303632001,14,3,11,15
1.77,1.82,3303632001,15,19,12,15
1.77,1.82,3303632001,16,20,2,18
1.77,1.82,3303632001,17,29,,42
1.82,2.16,3303632001,1,29,,40
1.82,2.16,3303632001,2,20,3,4
1.82,2.16,3303632001,3,19,20,15
1.82,2.16,3303632001,4,20,3,4
1.82,2.16,3303632001,5,29,,40
2.16,2.594,3303632001,1,29,,40
2.16,2.594,3303632001,2,20,2,15
2.16,2.594,3303632001,3,19,20,15
2.16,2.594,3303632001,4,20,2,15
2.16,2.594,3303632001,5,29,,40
2.594,2.63,3303632001,1,29,,43
2.594,2.63,3303632001,2,20,3,15
2.594,2.63,3303632001,3,19,22,15
2.594,2.63,3303632001,4,20,3,15
2.594,2.63,3303632001,5,29,,40
2.63,2.68,3303632001,1,29,,43
2.63,2.68,3303632001,2,20,3,15
2.63,2.68,3303632001,3,19,22,15
2.63,2.68,3303632001,4,20,3,15
2.63,2.68,3303632001,5,29,,42
2.68,2.86,3303632001,1,29,,43
2.68,2.86,3303632001,2,20,2,15
2.68,2.86,3303632001,3,19,22,15
2.68,2.86,3303632001,4,20,2,15
2.68,2.86,3303632001,5,29,,42
0,0.09,3303633001,1,29,,40
0,0.09,3303633001,2,20,3,15
0,0.09,3303633001,3,10,11,15
0,0.09,3303633001,4,40,11,23
0,0.09,3303633001,5,19,11,15
0,0.09,3303633001,6,20,3,15
0,0.09,3303633001,7,29,,40
0.09,0.15,3303633001,8,29,,40
0.09,0.15,3303633001,9,20,12,15
0.09,0.15,3303633001,10,19,24,15
0.09,0.15,3303633001,12,20,4,15
0.09,0.15,3303633001,13,29,,40
0.15,1.5,3303633001,8,29,,40
0.15,1.5,3303633001,9,20,3,15
0.15,1.5,3303633001,10,19,24,15
0.15,1.5,3303633001,12,20,3,15
0.15,1.5,3303633001,13,29,,40
1.5,1.608,3303633001,8,29,,40
1.5,1.608,3303633001,9,20,4,15
1.5,1.608,3303633001,10,19,24,15
1.5,1.608,3303633001,12,20,12,15
1.5,1.608,3303633001,13,29,,40
1.608,1.76,3303633001,8,29,,40
1.608,1.76,3303633001,9,20,3,15
1.608,1.76,3303633001,10,19,34,15
1.608,1.76,3303633001,12,20,3,15
1.608,1.76,3303633001,13,29,,40
1.76,2.29,3303633001,1,29,,40
1.76,2.29,3303633001,2,20,3,15
1.76,2.29,3303633001,3,10,12,15
1.76,2.29,3303633001,4,19,12,15
1.76,2.29,3303633001,5,19,12,15
1.76,2.29,3303633001,6,20,3,15
1.76,2.29,3303633001,7,29,,40
2.29,2.31,3303633001,1,29,,40
2.29,2.31,3303633001,2,20,3,15
2.29,2.31,3303633001,3,12,12,15
2.29,2.31,3303633001,4,19,17,15
2.29,2.31,3303633001,7,40,14,23
2.29,2.31,3303633001,10,19,17,15
2.29,2.31,3303633001,12,20,8,15
2.29,2.31,3303633001,13,29,,40
0,0.858,3303634001,8,29,,40
0,0.858,3303634001,9,20,12,15
0,0.858,3303634001,10,19,24,15
0,0.858,3303634001,12,20,12,15
0,0.858,3303634001,13,29,,40
0.858,0.98,3303634001,8,29,,40
0.858,0.98,3303634001,9,20,4,15
0.858,0.98,3303634001,10,19,24,15
0.858,0.98,3303634001,12,20,6,15
0.858,0.98,3303634001,13,29,,40
0.98,1.631,3303634001,9,29,,40
0.98,1.631,3303634001,10,20,10,5
0.98,1.631,3303634001,12,19,24,15
0.98,1.631,3303634001,14,20,10,5
0.98,1.631,3303634001,15,29,,40
0,0.1,3304019001,8,29,,40
0,0.1,3304019001,9,20,2,4
0,0.1,3304019001,10,19,20,15
0,0.1,3304019001,12,20,2,4
0,0.1,3304019001,13,29,,40
0.1,0.49,3304019001,8,29,,40
0.1,0.49,3304019001,9,20,6,15
0.1,0.49,3304019001,10,19,22,15
0.1,0.49,3304019001,12,20,6,15
0.1,0.49,3304019001,13,29,,40
0.49,1.02,3304019001,8,29,,40
0.49,1.02,3304019001,9,20,2,4
0.49,1.02,3304019001,10,19,20,15
0.49,1.02,3304019001,12,20,2,4
0.49,1.02,3304019001,13,29,,40
1.02,1.12,3304019001,8,29,,42
1.02,1.12,3304019001,9,20,6,15
1.02,1.12,3304019001,10,19,22,15
1.02,1.12,3304019001,12,20,2,15
1.02,1.12,3304019001,13,29,,40
1.12,1.93,3304019001,8,29,,40
1.12,1.93,3304019001,9,20,2,4
1.12,1.93,3304019001,10,19,20,15
1.12,1.93,3304019001,12,20,2,4
1.12,1.93,3304019001,13,29,,40
0,0.39,3304020001,8,29,,40
0,0.39,3304020001,9,20,1,4
0,0.39,3304020001,10,19,20,15
0,0.39,3304020001,12,20,1,4
0,0.39,3304020001,13,29,,40
0.39,0.44,3304020001,8,29,,40
0.39,0.44,3304020001,9,20,2,4
0.39,0.44,3304020001,10,19,20,15
0.39,0.44,3304020001,12,20,2,4
0.39,0.44,3304020001,13,29,,40
0.44,1.48,3304020001,8,29,,40
0.44,1.48,3304020001,9,20,1,15
0.44,1.48,3304020001,10,19,18,15
0.44,1.48,3304020001,12,20,1,15
0.44,1.48,3304020001,13,29,,40
1.48,1.56,3304020001,1,29,,41
1.48,1.56,3304020001,2,20,2,15
1.48,1.56,3304020001,3,19,20,15
1.48,1.56,3304020001,4,20,2,15
1.48,1.56,3304020001,5,29,,41
0,0.04,3304021001,1,29,,42
0,0.04,3304021001,2,20,1,18
0,0.04,3304021001,3,19,11,15
0,0.04,3304021001,4,3,11,15
0,0.04,3304021001,5,19,11,15
0,0.04,3304021001,6,20,1,18
0,0.04,3304021001,7,29,,42
0.04,0.851,3304021001,1,29,,40
0.04,0.851,3304021001,2,20,1,4
0.04,0.851,3304021001,3,19,20,15
0.04,0.851,3304021001,4,20,1,4
0.04,0.851,3304021001,5,29,,40
0.851,1.341,3304021001,1,29,,40
0.851,1.341,3304021001,2,20,2,4
0.851,1.341,3304021001,3,19,20,15
0.851,1.341,3304021001,4,20,2,4
0.851,1.341,3304021001,5,29,,40
1.341,1.54,3304021001,1,29,,40
1.341,1.54,3304021001,2,20,1,4
1.341,1.54,3304021001,3,19,18,15
1.341,1.54,3304021001,4,20,1,4
1.341,1.54,3304021001,5,29,,40
1.54,2.41,3304021001,2,29,,40
1.54,2.41,3304021001,3,20,1,4
1.54,2.41,3304021001,4,19,16,15
1.54,2.41,3304021001,5,20,1,4
1.54,2.41,3304021001,6,29,,40
2.41,2.48,3304021001,9,29,,41
2.41,2.48,3304021001,12,19,20,15
2.41,2.48,3304021001,15,20,1,4
2.41,2.48,3304021001,16,29,,40
0,0.224,3304022001,8,29,,40
0,0.224,3304022001,9,20,1,5
0,0.224,3304022001,10,19,20,15
0,0.224,3304022001,12,20,1,5
0,0.224,3304022001,13,29,,40
0.224,1.017,3304022001,8,29,,41
0.224,1.017,3304022001,10,19,24,15
0.224,1.017,3304022001,13,29,,41
1.017,1.04,3304022001,8,29,,41
1.017,1.04,3304022001,10,19,34,15
1.017,1.04,3304022001,13,2,14,15
1.017,1.04,3304022001,14,29,,41
0,0.04,3304029001,1,29,,40
0,0.04,3304029001,2,20,2,15
0,0.04,3304029001,3,19,22,15
0,0.04,3304029001,4,20,2,15
0,0.04,3304029001,5,29,,43
0.04,1.62,3304029001,8,29,,40
0.04,1.62,3304029001,9,20,1,4
0.04,1.62,3304029001,10,19,20,15
0.04,1.62,3304029001,12,20,1,4
0.04,1.62,3304029001,13,29,,40
1.62,2.16,3304029001,8,29,,40
1.62,2.16,3304029001,9,20,1,4
1.62,2.16,3304029001,10,19,18,15
1.62,2.16,3304029001,12,20,1,4
1.62,2.16,3304029001,13,29,,40
2.16,2.49,3304029001,1,29,,42
2.16,2.49,3304029001,2,20,1,15
2.16,2.49,3304029001,3,19,21,15
2.16,2.49,3304029001,4,20,1,15
2.16,2.49,3304029001,5,29,,42
2.49,3.51,3304029001,8,29,,40
2.49,3.51,3304029001,10,20,1,4
2.49,3.51,3304029001,11,19,18,15
2.49,3.51,3304029001,12,20,1,4
2.49,3.51,3304029001,13,29,,40
0,0.415,3304033001,8,29,,40
0,0.415,3304033001,9,20,1,4
0,0.415,3304033001,10,19,24,15
0,0.415,3304033001,12,29,,41
0.415,0.503,3304033001,8,29,,41
0.415,0.503,3304033001,9,19,24,15
0.415,0.503,3304033001,11,29,,41
0.503,0.76,3304033001,8,29,,40
0.503,0.76,3304033001,9,20,1,4
0.503,0.76,3304033001,10,19,20,15
0.503,0.76,3304033001,12,20,1,4
0.503,0.76,3304033001,13,29,,40
0,0.14,3304034001,8,29,,40
0,0.14,3304034001,9,20,7,15
0,0.14,3304034001,10,19,24,15
0,0.14,3304034001,12,20,7,15
0,0.14,3304034001,13,29,,40
0.14,0.265,3304034001,8,29,,40
0.14,0.265,3304034001,9,20,1,4
0.14,0.265,3304034001,10,19,20,15
0.14,0.265,3304034001,12,20,1,4
0.14,0.265,3304034001,13,29,,40
0.265,0.505,3304034001,1,29,,40
0.265,0.505,3304034001,2,20,1,15
0.265,0.505,3304034001,3,19,22,15
0.265,0.505,3304034001,4,20,1,15
0.265,0.505,3304034001,5,29,,40
0.505,1.72,3304034001,1,29,,40
0.505,1.72,3304034001,2,20,1,15
0.505,1.72,3304034001,3,19,20,15
0.505,1.72,3304034001,4,20,1,15
0.505,1.72,3304034001,5,29,,40
1.72,1.91,3304034001,1,29,,40
1.72,1.91,3304034001,2,20,1,4
1.72,1.91,3304034001,3,19,18,18
1.72,1.91,3304034001,4,20,1,4
1.72,1.91,3304034001,5,29,,40
1.91,1.98,3304034001,9,29,,42
1.91,1.98,3304034001,12,19,34,15
1.91,1.98,3304034001,14,20,2,4
1.91,1.98,3304034001,16,29,,40
1.98,2.05,3304034001,8,29,,41
1.98,2.05,3304034001,10,20,2,15
1.98,2.05,3304034001,11,19,20,15
1.98,2.05,3304034001,12,20,2,15
1.98,2.05,3304034001,13,29,,40
2.05,2.91,3304034001,8,29,,41
2.05,2.91,3304034001,9,20,2,15
2.05,2.91,3304034001,10,19,20,15
2.05,2.91,3304034001,12,20,2,15
2.05,2.91,3304034001,13,29,,41
0,0.07,3304035001,8,29,,41
0,0.07,3304035001,9,20,2,15
0,0.07,3304035001,10,19,24,15
0,0.07,3304035001,12,20,2,15
0,0.07,3304035001,13,29,,41
0,0.47,3304086001,8,29,,40
0,0.47,3304086001,9,20,2,15
0,0.47,3304086001,10,19,20,15
0,0.47,3304086001,12,20,2,15
0,0.47,3304086001,13,29,,40
0.47,0.94,3304086001,8,29,,40
0.47,0.94,3304086001,9,20,2,5
0.47,0.94,3304086001,10,19,20,15
0.47,0.94,3304086001,12,20,2,5
0.47,0.94,3304086001,13,29,,40
0.94,1.94,3304086001,8,29,,40
0.94,1.94,3304086001,9,20,1,15
0.94,1.94,3304086001,10,19,18,15
0.94,1.94,3304086001,12,20,1,15
0.94,1.94,3304086001,13,29,,40
0,0.27,3304087001,9,29,,40
0,0.27,3304087001,10,20,1,5
0,0.27,3304087001,12,19,18,15
0,0.27,3304087001,14,20,1,5
0,0.27,3304087001,15,29,,40
0.27,0.76,3304087001,8,29,,40
0.27,0.76,3304087001,9,20,1,4
0.27,0.76,3304087001,10,19,16,15
0.27,0.76,3304087001,12,20,1,4
0.27,0.76,3304087001,13,29,,40
0,0.24,3304088001,8,29,,44
0,0.24,3304088001,9,20,1,4
0,0.24,3304088001,10,19,20,15
0,0.24,3304088001,12,20,1,4
0,0.24,3304088001,13,29,,40
0.24,0.28,3304088001,8,29,,40
0.24,0.28,3304088001,9,20,2,5
0.24,0.28,3304088001,10,19,20,15
0.24,0.28,3304088001,12,20,8,15
0.24,0.28,3304088001,13,29,,44
0.28,0.33,3304088001,9,29,,41
0.28,0.33,3304088001,11,20,12,15
0.28,0.33,3304088001,13,19,20,15
0.28,0.33,3304088001,15,20,8,15
0.28,0.33,3304088001,17,29,,44
0.33,0.39,3304088001,9,29,,41
0.33,0.39,3304088001,11,6,16,15
0.33,0.39,3304088001,13,19,20,15
0.33,0.39,3304088001,15,20,2,4
0.33,0.39,3304088001,17,29,,44
0.39,0.725,3304088001,9,29,,40
0.39,0.725,3304088001,11,20,1,5
0.39,0.725,3304088001,13,19,20,15
0.39,0.725,3304088001,15,20,1,5
0.39,0.725,3304088001,17,29,,44
0.725,1.37,3304088001,8,29,,40
0.725,1.37,3304088001,9,20,1,4
0.725,1.37,3304088001,10,19,18,18
0.725,1.37,3304088001,12,20,1,4
0.725,1.37,3304088001,13,29,,40
0,3.18,3304125001,8,29,,40
0,3.18,3304125001,9,20,2,4
0,3.18,3304125001,10,19,20,15
0,3.18,3304125001,12,20,2,4
0,3.18,3304125001,13,29,,40
0,2.09,3304126001,8,29,,40
0,2.09,3304126001,9,20,2,4
0,2.09,3304126001,10,19,20,15
0,2.09,3304126001,12,20,2,4
0,2.09,3304126001,13,29,,40
2.09,2.44,3304126001,8,29,,40
2.09,2.44,3304126001,9,20,2,4
2.09,2.44,3304126001,10,19,22,15
2.09,2.44,3304126001,12,20,2,15
2.09,2.44,3304126001,13,29,,40
2.44,2.722,3304126001,8,29,,40
2.44,2.722,3304126001,9,20,2,4
2.44,2.722,3304126001,10,19,20,15
2.44,2.722,3304126001,13,29,,41
2.722,3.38,3304126001,8,29,,40
2.722,3.38,3304126001,9,20,2,4
2.722,3.38,3304126001,10,19,22,15
2.722,3.38,3304126001,12,20,2,4
2.722,3.38,3304126001,13,29,,40
0,1.23,3304127001,8,29,,40
0,1.23,3304127001,9,19,18,15
0,1.23,3304127001,11,29,,40
1.23,1.28,3304127001,9,29,,40
1.23,1.28,3304127001,11,20,3,15
1.23,1.28,3304127001,13,19,24,15
1.23,1.28,3304127001,15,20,3,15
1.23,1.28,3304127001,17,29,,40
0,0.782,3304128001,8,29,,40
0,0.782,3304128001,9,20,2,4
0,0.782,3304128001,10,19,22,15
0,0.782,3304128001,12,20,2,4
0,0.782,3304128001,13,29,,40
0.782,1.96,3304128001,8,29,,40
0.782,1.96,3304128001,9,20,2,4
0.782,1.96,3304128001,10,19,20,15
0.782,1.96,3304128001,12,20,2,4
0.782,1.96,3304128001,13,29,,40
0,0.061,3304132001,8,29,,41
0,0.061,3304132001,10,19,27,15
0,0.061,3304132001,13,29,,41
0.061,0.233,3304132001,1,29,,44
0.061,0.233,3304132001,2,20,2,4
0.061,0.233,3304132001,3,19,21,15
0.061,0.233,3304132001,4,20,2,4
0.061,0.233,3304132001,5,29,,40
0.233,2.068,3304132001,8,29,,40
0.233,2.068,3304132001,9,20,2,4
0.233,2.068,3304132001,10,19,21,15
0.233,2.068,3304132001,12,20,2,4
0.233,2.068,3304132001,13,29,,40
2.068,3.17,3304132001,8,29,,40
2.068,3.17,3304132001,9,20,2,4
2.068,3.17,3304132001,10,19,20,6
2.068,3.17,3304132001,12,20,2,4
2.068,3.17,3304132001,13,29,,40
0,0.16,3304133001,8,29,,40
0,0.16,3304133001,9,20,2,5
0,0.16,3304133001,10,19,24,15
0,0.16,3304133001,12,20,2,5
0,0.16,3304133001,13,29,,40
0.16,0.7,3304133001,8,29,,40
0.16,0.7,3304133001,9,20,1,5
0.16,0.7,3304133001,10,19,20,15
0.16,0.7,3304133001,12,20,1,5
0.16,0.7,3304133001,13,29,,40
0.7,0.97,3304133001,1,29,,43
0.7,0.97,3304133001,4,19,24,15
0.7,0.97,3304133001,7,3,12,15
0.7,0.97,3304133001,10,19,12,15
0.7,0.97,3304133001,13,29,,43
0.97,3.05,3304133001,8,29,,40
0.97,3.05,3304133001,9,20,1,4
0.97,3.05,3304133001,10,19,20,15
0.97,3.05,3304133001,12,20,1,4
0.97,3.05,3304133001,13,29,,40
0,0.18,3304134001,9,29,,40
0,0.18,3304134001,11,19,20,15
0,0.18,3304134001,13,2,10,15
0,0.18,3304134001,15,20,4,15
0,0.18,3304134001,17,29,,41
0.18,1.39,3304134001,8,29,,40
0.18,1.39,3304134001,9,20,2,4
0.18,1.39,3304134001,10,19,20,15
0.18,1.39,3304134001,12,20,2,4
0.18,1.39,3304134001,13,29,,40
1.39,1.45,3304134001,9,29,,42
1.39,1.45,3304134001,11,20,2,18
1.39,1.45,3304134001,13,19,12,15
1.39,1.45,3304134001,14,40,10,23
1.39,1.45,3304134001,15,19,12,15
1.39,1.45,3304134001,16,20,2,18
1.39,1.45,3304134001,17,29,,42
0,0.06,3304135001,1,29,,42
0,0.06,3304135001,2,20,7,18
0,0.06,3304135001,3,19,24,18
0,0.06,3304135001,4,20,7,18
0,0.06,3304135001,5,29,,42
0.06,0.22,3304135001,1,29,,40
0.06,0.22,3304135001,2,20,7,15
0.06,0.22,3304135001,3,19,24,15
0.06,0.22,3304135001,4,20,7,15
0.06,0.22,3304135001,5,29,,40
0.22,1.5,3304135001,1,29,,40
0.22,1.5,3304135001,2,20,2,4
0.22,1.5,3304135001,3,19,22,15
0.22,1.5,3304135001,4,20,2,4
0.22,1.5,3304135001,5,29,,40
1.5,1.715,3304135001,1,29,,42
1.5,1.715,3304135001,2,20,3,15
1.5,1.715,3304135001,3,19,24,15
1.5,1.715,3304135001,4,20,3,15
1.5,1.715,3304135001,5,29,,42
1.715,1.82,3304135001,1,29,,41
1.715,1.82,3304135001,3,20,1,15
1.715,1.82,3304135001,5,19,12,15
1.715,1.82,3304135001,7,21,1,15
1.715,1.82,3304135001,9,29,,41
1.715,1.82,3304135001,11,40,30,26
1.715,1.82,3304135001,13,29,,41
1.715,1.82,3304135001,15,21,1,15
1.715,1.82,3304135001,17,19,12,15
1.715,1.82,3304135001,19,20,1,15
1.715,1.82,3304135001,21,29,,41
1.82,1.96,3304135001,1,29,,41
1.82,1.96,3304135001,2,19,24,15
1.82,1.96,3304135001,3,20,2,4
1.82,1.96,3304135001,4,29,,40
1.96,2.37,3304135001,1,29,,40
1.96,2.37,3304135001,2,20,1,4
1.96,2.37,3304135001,3,19,22,15
1.96,2.37,3304135001,4,20,1,4
1.96,2.37,3304135001,5,29,,40
2.37,2.785,3304135001,1,29,,42
2.37,2.785,3304135001,2,20,1,15
2.37,2.785,3304135001,3,19,22,15
2.37,2.785,3304135001,4,20,1,15
2.37,2.785,3304135001,5,29,,42
2.785,3.441,3304135001,1,29,,40
2.785,3.441,3304135001,2,20,1,4
2.785,3.441,3304135001,3,19,22,15
2.785,3.441,3304135001,4,20,1,4
2.785,3.441,3304135001,5,29,,40
3.441,5.723,3304135001,1,29,,40
3.441,5.723,3304135001,2,20,1,4
3.441,5.723,3304135001,3,19,20,15
3.441,5.723,3304135001,4,20,1,4
3.441,5.723,3304135001,5,29,,40
5.723,6.04,3304135001,1,29,,40
5.723,6.04,3304135001,2,20,1,4
5.723,6.04,3304135001,3,19,18,15
5.723,6.04,3304135001,4,20,1,4
5.723,6.04,3304135001,5,29,,40
6.04,6.11,3304135001,8,29,,43
6.04,6.11,3304135001,9,20,1,18
6.04,6.11,3304135001,10,19,12,15
6.04,6.11,3304135001,11,3,10,15
6.04,6.11,3304135001,12,19,12,15
6.04,6.11,3304135001,13,20,1,18
6.04,6.11,3304135001,14,29,,43
0,1.057,3304136001,8,29,,40
0,1.057,3304136001,9,20,1,4
0,1.057,3304136001,10,19,22,15
0,1.057,3304136001,12,20,1,4
0,1.057,3304136001,13,29,,40
1.057,1.14,3304136001,8,29,,41
1.057,1.14,3304136001,10,20,2,15
1.057,1.14,3304136001,11,19,24,15
1.057,1.14,3304136001,12,20,2,15
1.057,1.14,3304136001,13,29,,40
1.14,1.43,3304136001,8,29,,41
1.14,1.43,3304136001,10,19,25,15
1.14,1.43,3304136001,13,29,,41
1.43,1.74,3304136001,8,29,,40
1.43,1.74,3304136001,9,20,1,4
1.43,1.74,3304136001,10,19,20,15
1.43,1.74,3304136001,12,20,1,4
1.43,1.74,3304136001,13,29,,40
1.74,2.1,3304136001,8,29,,40
1.74,2.1,3304136001,9,20,2,4
1.74,2.1,3304136001,10,19,20,15
1.74,2.1,3304136001,12,20,2,4
1.74,2.1,3304136001,13,29,,40
0,2.8,3304137001,8,29,,40
0,2.8,3304137001,9,20,2,4
0,2.8,3304137001,10,19,20,15
0,2.8,3304137001,12,20,2,4
0,2.8,3304137001,13,29,,40
2.8,2.946,3304137001,8,29,,40
2.8,2.946,3304137001,9,20,1,4
2.8,2.946,3304137001,10,19,18,15
2.8,2.946,3304137001,12,20,1,4
2.8,2.946,3304137001,13,29,,40
2.946,3.19,3304137001,8,29,,40
2.946,3.19,3304137001,9,20,1,4
2.946,3.19,3304137001,10,19,20,6
2.946,3.19,3304137001,12,20,1,4
2.946,3.19,3304137001,13,29,,40
3.19,3.4,3304137001,9,29,,40
3.19,3.4,3304137001,12,19,16,15
3.19,3.4,3304137001,15,29,,40
0,1.7,3304138001,8,29,,40
0,1.7,3304138001,9,20,1,15
0,1.7,3304138001,10,19,18,15
0,1.7,3304138001,12,20,1,15
0,1.7,3304138001,13,29,,40
1.7,1.78,3304138001,9,29,,40
1.7,1.78,3304138001,11,20,4,15
