BLM,ELM,Co. Seq.,ID_NUMBER,Thru_Lanes,ROW ,Num_Lns,Spd_Limit,Terrain,Land_Use,Illum,Operation,Acc_Ctrl,Sch Spd Limit,Truck Spd Limit,BLM_Lat,BLM_Long,ELM_Lat,ELM_Long
0,0.048,1,330A373001,2,40,2,15,2,7,1,2,0,,,35.04327834,-85.31768247,35.04355634,-85.31841147
0,0.116,1,330A374001,2,92,2,25,2,7,1,2,0,,,35.04504134,-85.31759047,35.04404534,-85.31609147
0,0.191,1,330A375001,2,36,2,15,2,7,1,2,0,,,35.04390234,-85.31732747,35.04209834,-85.31620947
0,0.107,1,330A376001,2,36,2,,2,0,,2,0,,,35.04337834,-85.31762747,35.04273634,-85.31585847
0,0.209,1,330A377001,2,76,2,25,2,7,1,2,0,,,35.04329634,-85.31547947,35.04055834,-85.31704247
0,0.133,1,330A378001,4,80,4,,2,4,1,2,0,,,35.04690034,-85.28819441,35.04864935,-85.28722741
0,0.123,1,330A379001,2,36,2,15,2,7,1,2,0,,,35.04065334,-85.31700047,,
0,0.175,1,330A380001,2,64,2,,2,7,1,2,0,,,35.11750848,-85.25559433,35.11904648,-85.25347433
0,0.103,1,330A381001,2,36,2,15,2,7,1,2,0,,,35.04058034,-85.31907548,,
0,0.151,1,330A382001,2,36,2,15,2,7,1,2,0,,,35.04477134,-85.31689347,35.04637735,-85.31674047
0,0.09,1,330A383001,2,64,2,,2,0,,2,0,,,35.04169633,-85.28740041,35.04221673,-85.2888629
0.09,0.172,1,330A383001,2,68,2,,2,7,1,2,0,,,35.04221673,-85.2888629,35.04271242,-85.29017737
0.172,0.509,1,330A383001,2,68,2,25,2,7,1,2,0,,,35.04271242,-85.29017737,35.04475993,-85.29556636
0.509,0.626,1,330A383001,2,68,2,25,2,7,1,2,0,15,,35.04475993,-85.29556636,35.04547434,-85.29742043
0,0.304,1,330A384001,2,64,2,30,2,7,1,2,0,,,35.04477834,-85.28933841,35.04664634,-85.29420442
0,0.077,1,330A385001,2,60,2,,2,0,,2,0,,,35.04783035,-85.29359742,35.04737185,-85.29232481
0.077,0.306,1,330A385001,2,44,2,,2,4,1,2,0,,,35.04737185,-85.29232481,35.04596634,-85.28865641
0,0.103,1,330A386001,2,68,2,,2,7,1,2,0,,,35.04664334,-85.28505541,,
0,0.114,1,330A387001,2,52,2,,2,0,,2,0,,,35.04730934,-85.2847044,35.04800935,-85.28652741
0,0.145,1,330A388001,2,58,2,30,2,7,1,2,0,,,35.04893035,-85.28494841,35.05085035,-85.2838814
0,0.099,1,330A389001,2,52,2,,2,7,1,2,0,,,35.04769135,-85.28567741,35.04893035,-85.28494841
0,0.19,1,330A390001,2,38,2,,2,7,1,2,0,,,35.04770135,-85.2844954,35.04875138,-85.28755178
0.19,0.47,1,330A390001,1,76,1,,2,4,1,2,0,,,35.04875138,-85.28755178,35.04921817,-85.29134873
0.47,0.608,1,330A390001,2,52,2,,2,0,,2,0,,,35.04921817,-85.29134873,35.04739535,-85.29238842
0,0.372,1,330A391001,2,48,2,30,2,7,1,2,0,,,35.04587534,-85.28547141,,
0,0.057,1,330A392001,2,48,2,,2,7,1,2,0,,,35.05021435,-85.2842364,35.04987735,-85.2833284
0,0.108,1,330A393001,2,56,2,,2,0,,2,0,,,35.04633034,-85.28669341,,
0,0.354,1,330A394001,2,60,2,45,2,0,,2,0,,,34.99551971,-85.08465358,34.99225886,-85.08719649
0,0.16,1,330A395001,2,100,2,,2,2,,2,0,,,35.0866484,-85.07228247,35.0865804,-85.07020596
0,0.108,1,330A396001,2,52,2,,2,7,1,2,0,,,35.05127935,-85.29940743,,
0,0.209,1,330A397001,2,76,2,30,2,2,1,2,0,,,35.04563935,-85.31996748,35.04806835,-85.31809947
0,0.059,1,330A398001,2,52,2,,2,4,1,2,0,,,35.03812433,-85.28604741,,
0,0.087,1,330A399001,2,52,2,,2,0,,2,0,,,35.05220536,-85.29893243,35.05158635,-85.29815643
0,0.345,1,330A400001,2,52,2,30,2,5,1,2,0,,,35.06341038,-85.27387238,35.05972337,-85.27451238
0,0.09,1,330A401001,2,72,2,,2,0,,2,0,,,35.05022635,-85.29609443,35.05135207,-85.29535753
0.09,0.283,1,330A401001,2,76,2,,2,0,,2,0,,,35.05135207,-85.29535753,35.05097171,-85.29247885
0.283,0.352,1,330A401001,2,96,2,15,2,0,1,2,0,15,,35.05097171,-85.29247885,,
0,0.467,1,330A402001,2,64,2,30,2,5,1,2,0,,,35.08324541,-85.24967133,35.08537842,-85.25738134
0,0.04,1,330A403001,2,40,2,,2,7,1,2,0,,,35.04048133,-85.29741143,35.04101233,-85.29708943
0,0.17,1,330A404001,2,46,2,20,2,7,,2,0,,,35.07377233,-85.09233063,35.07599238,-85.09196701
0,0.084,1,330A405001,1,28,1,,2,7,,2,0,,,35.04560634,-85.30509645,35.04614434,-85.30643045
0,0.22,1,330A406001,2,40,2,,2,7,,2,0,,,35.07459125,-85.09255872,35.07551357,-85.09222651
0,0.249,1,330A407001,2,52,2,,2,7,1,2,0,,,35.04546234,-85.30033544,35.04217134,-85.30212244
0,0.103,1,330A408001,2,52,2,25,2,7,1,2,0,,,35.04392234,-85.29195742,,
0,0.146,1,330A409001,2,48,2,,2,0,,2,0,,,35.04773235,-85.29568443,35.04952635,-85.29444142
0,0.058,1,330A410001,2,60,2,,2,2,1,2,0,,,35.04284334,-85.31438447,35.04249334,-85.31344146
0,0.103,1,330A411001,2,52,2,30,2,0,1,2,0,,,35.04562334,-85.30346644,,
0,0.065,1,330A412001,2,68,2,,2,0,,2,0,,,35.04491834,-85.29895643,35.04411401,-85.2995126
0.065,0.145,1,330A412001,2,52,2,30,2,4,1,2,0,,,35.04411401,-85.2995126,35.04315334,-85.30012844
0,0.143,1,330A413001,2,68,2,,2,7,1,2,0,,,35.04181434,-85.29744643,,
0,0.239,1,330A414001,2,50,2,,2,7,1,2,0,,,35.04344034,-85.29503143,35.04023933,-85.29677943
0,0.093,1,330A415001,2,48,2,,2,7,1,2,0,,,35.04156133,-85.29399442,,
0,0.161,1,330A416001,2,60,2,30,2,7,1,2,0,,,35.03931233,-85.29436943,35.04170133,-85.29306142
0,0.095,1,330A417001,2,60,2,,2,0,,2,0,,,35.04124633,-85.28918142,35.04000393,-85.28991923
0.095,0.2,1,330A417001,2,40,2,30,2,7,1,2,0,,,35.04000393,-85.28991923,35.04064762,-85.29162475
0.2,0.349,1,330A417001,2,44,2,30,2,7,1,2,0,,,35.04064762,-85.29162475,35.04156133,-85.29399442
0.349,0.617,1,330A417001,2,40,2,30,2,7,1,2,0,,,35.04156133,-85.29399442,35.04317934,-85.29830343
0,0.055,1,330A418001,1,50,1,,2,4,1,1,0,,,35.04398634,-85.30931646,35.04466034,-85.30883945
0,0.06,1,330A419001,2,50,2,30,2,4,1,2,0,,,35.04443834,-85.30813745,35.04367234,-85.30857445
0,0.092,1,330A420001,4,72,4,,2,2,1,2,0,,,35.04178734,-85.31151046,35.04178891,-85.30991976
0.092,0.159,1,330A420001,4,124,4,,2,0,,2,0,,,35.04178891,-85.30991976,35.04193434,-85.30874045
0,0.377,1,330A421001,2,52,2,30,2,4,1,2,0,,,35.04448034,-85.30479045,35.03953733,-85.30754945
0,0.06,1,330A422001,2,48,2,,2,4,1,2,0,,,35.04230334,-85.30500245,35.04310734,-85.30458245
0.06,0.141,1,330A422001,2,68,2,,2,0,,2,0,,,35.04310734,-85.30458245,35.04417534,-85.30399044
0,0.062,1,330A423001,2,52,2,30,2,4,1,2,0,,,35.04201534,-85.30424145,35.04281234,-85.30380244
0,0.08,1,330A424001,2,50,2,,2,2,1,2,0,,,35.11417373,-85.25878299,35.1140483,-85.25673517
0,0.153,1,330A425001,2,78,2,,2,4,1,2,0,,,35.03871333,-85.30135544,35.0394934,-85.29962245
0.153,0.264,1,330A425001,2,78,2,,2,0,,2,0,,,35.0394934,-85.29962245,35.04097633,-85.29882243
0,0.068,1,330A426001,2,68,2,,2,4,1,2,0,,,35.04031533,-85.29695743,35.03930033,-85.29751843
0,0.07,1,330A427001,2,96,2,,2,0,,2,0,,,35.04169033,-85.29432643,35.04076142,-85.29486702
0.07,0.15,1,330A427001,2,96,2,,2,7,1,2,0,,,35.04076142,-85.29486702,35.0397181,-85.29547847
0.15,0.23,1,330A427001,2,84,2,,2,7,1,2,0,,,35.0397181,-85.29547847,35.03865863,-85.29604643
0.23,0.302,1,330A427001,2,88,2,,2,4,1,2,0,,,35.03865863,-85.29604643,35.03768333,-85.29656943
0,0.111,1,330A428001,2,68,2,,2,7,1,2,0,,,35.03771433,-85.29490743,35.03920133,-85.29411143
0,0.327,1,330A429001,2,74,2,,2,4,1,2,0,,,35.03777733,-85.29652243,35.03971433,-85.30177844
0,0.238,1,330A430001,2,56,2,25,2,0,1,2,0,,,35.00145023,-85.080494,,
0,0.083,1,330A431001,2,52,2,,2,2,1,2,0,,,35.04118433,-85.29942244,35.04231334,-85.29878443
0,0.14,1,330A432001,2,56,2,,2,0,,2,0,,,34.9883672,-85.09053202,34.99041121,-85.09056802
0,0.32,1,330A433001,2,64,2,30,2,7,1,2,0,,,35.04640334,-85.28688541,35.04217219,-85.28918401
0.32,0.38,1,330A433001,2,72,2,30,2,0,,2,0,,,35.04217219,-85.28918401,35.04140233,-85.28959842
0,0.043,1,330A434001,2,60,2,,2,7,1,2,0,,,35.04155933,-85.29677143,35.04100833,-85.29708443
0,0.07,1,330A435001,2,60,2,30,2,0,1,1,0,,,35.04580334,-85.30820245,35.04466034,-85.30883945
0,0.123,1,330A436001,2,56,2,,2,7,1,2,0,,,35.09627244,-85.28230939,,
0,0.18,1,330A437001,2,56,2,,2,7,1,2,0,,,35.11471548,-85.26881836,35.11360548,-85.27041336
0,0.038,1,330A438001,2,44,2,,2,7,1,2,0,,,35.03607932,-85.26714837,35.03658032,-85.26688137
0,0.354,1,330A439001,2,44,2,25,2,7,1,2,0,,,35.07008139,-85.27031337,35.06792938,-85.26465236
0,0.4,1,330A440001,2,56,2,,2,5,1,2,0,,,35.06864938,-85.26311136,35.07112839,-85.26974637
0,0.125,1,330A441001,2,60,2,30,2,7,1,2,0,,,35.07327639,-85.26856037,35.07247409,-85.26644648
0.125,0.48,1,330A441001,2,52,2,30,2,7,1,2,0,,,35.07247409,-85.26644648,35.07042939,-85.26091335
0,0.145,1,330A442001,2,40,2,,2,7,1,2,0,,,35.07231839,-85.26286936,35.07146839,-85.26035635
0,0.228,1,330A443001,2,44,2,,2,0,,2,0,,,35.07179839,-85.26126335,35.07387939,-85.25906235
0,0.153,1,330A444001,2,76,2,,2,5,1,2,0,,,35.08007441,-85.26479936,35.08087341,-85.26315736
0,0.069,1,330A445001,2,52,2,30,2,7,,2,0,,,35.0760334,-85.25789635,35.0764294,-85.25898235
0,0.27,1,330A446001,2,76,2,,2,5,1,2,0,,,35.0770494,-85.26443136,35.08059741,-85.26243135
0,0.269,1,330A447001,2,40,2,25,2,7,,2,0,,,35.0788464,-85.25768134,35.0752644,-85.25966335
0,0.13,1,330A448001,2,64,2,30,2,4,1,2,0,,,35.0769344,-85.26413136,35.07515301,-85.26511008
0.13,0.331,1,330A448001,2,56,2,30,2,4,1,2,0,,,35.07515301,-85.26511008,35.07252539,-85.26657436
0,0.162,1,330A449001,4,108,4,,2,0,1,2,0,,,34.99359521,-85.09641104,34.99358764,-85.09887183
0.162,0.435,1,330A449001,2,58,2,,2,0,1,2,0,,,34.99358764,-85.09887183,34.99375321,-85.09731004
0,0.21,1,330A450001,2,36,2,,2,7,1,2,0,,,35.07360639,-85.26597236,35.0747304,-85.26534936
0,0.309,1,330A451001,2,44,2,,2,7,1,2,0,,,35.07134539,-85.26337836,35.07365539,-85.26027535
0,0.079,1,330A452001,2,44,2,,2,4,1,2,0,,,35.07082039,-85.26197935,35.07185039,-85.26141635
0,0.08,1,330A453001,2,52,2,,2,7,1,2,0,,,35.06894739,-85.26725437,35.06998739,-85.26666636
0,0.081,1,330A454001,2,44,2,,2,7,1,2,0,,,35.07039839,-85.26776937,35.06934239,-85.26832537
0,0.21,1,330A455001,2,44,2,,2,7,1,2,0,,,35.06940339,-85.26849737,35.06753338,-85.26655236
0,0.08,1,330A456001,2,40,2,,2,7,1,2,0,,,35.06853838,-85.26620236,35.06956439,-85.26558636
0,0.257,1,330A457001,2,44,2,,2,7,1,2,0,,,35.06578338,-85.26898937,35.06840738,-85.26585436
0,0.067,1,330A458001,2,44,2,,2,7,,2,0,,,35.06826638,-85.26549336,35.06915639,-85.26499636
0,0.1,1,330A459001,1,28,1,,2,7,,2,0,,,35.07239239,-85.26094335,35.07298139,-85.26251336
0,0.07,1,330A460001,2,40,2,,2,7,,2,0,,,35.0776634,-85.25831835,35.07722908,-85.25719979
0.07,0.28,1,330A460001,2,52,2,,2,7,,2,0,,,35.07722908,-85.25719979,35.07593802,-85.25380155
0.28,0.609,1,330A460001,2,48,2,,2,7,,2,0,,,35.07593802,-85.25380155,35.0789454,-85.25068933
0,0.207,1,330A461001,2,52,2,30,2,7,1,2,0,,,35.0771094,-85.25307934,35.0783894,-85.25652734
0,0.269,1,330A462001,2,68,2,30,2,5,1,2,0,,,35.0756994,-85.26081935,35.07926941,-85.25882935
0,0.092,1,330A463001,2,64,2,,2,0,,2,0,,,35.0763564,-85.25488234,35.07515957,-85.25554361
0.092,0.185,1,330A463001,2,64,2,,2,2,,2,0,,,35.07515957,-85.25554361,35.07389139,-85.25626634
0,0.275,1,330A464001,2,58,2,,2,0,,2,0,,,35.0747554,-85.25453134,35.07841156,-85.25234775
0.275,1.015,1,330A464001,2,58,2,30,2,5,1,2,0,,,35.07841156,-85.25234775,35.08781442,-85.24633132
0,0.074,1,330A465001,2,56,2,,2,5,,2,0,,,35.0778834,-85.25127133,,
0,0.281,1,330A466001,2,48,2,30,2,5,1,2,0,,,35.08046841,-85.26208535,35.08418542,-85.26002535
0,0.088,1,330A467001,2,58,2,,2,7,,2,0,,,35.08063941,-85.26449036,,
0,0.309,1,330A468001,2,64,2,30,2,5,,2,0,,,35.08377741,-85.26275035,35.08575042,-85.26716636
0,0.241,1,330A469001,2,62,2,30,2,5,1,2,0,,,35.09650644,-85.24024131,35.09332398,-85.2420158
0.241,0.905,1,330A469001,2,60,2,30,2,5,1,2,0,,,35.09332398,-85.2420158,35.09436943,-85.25139733
0,1.143,1,330A470001,2,64,2,,2,7,1,2,0,,,35.03188331,-85.26648437,35.03765613,-85.28202508
1.143,1.396,1,330A470001,2,76,2,,2,7,1,2,0,,,35.03765613,-85.28202508,35.03914262,-85.28609429
1.396,1.507,1,330A470001,2,76,2,,2,0,,2,0,,,35.03914262,-85.28609429,35.03979933,-85.28787941
0,0.232,1,330A471001,2,64,2,,2,0,,2,0,,,35.03188331,-85.26648437,35.03205828,-85.26971234
0.232,0.3,1,330A471001,2,64,2,,2,7,1,2,0,,,35.03205828,-85.26971234,35.03246099,-85.27080965
0.3,0.683,1,330A471001,2,76,2,,2,7,1,2,0,,,35.03246099,-85.27080965,35.03475937,-85.2769662
0.683,1.01,1,330A471001,2,76,2,25,2,7,1,2,0,,,35.03475937,-85.2769662,35.03671038,-85.28222944
1.01,1.085,1,330A471001,2,64,2,25,2,7,1,2,0,,,35.03671038,-85.28222944,35.03715632,-85.2834504
0,0.062,1,330A472001,2,72,2,,2,0,,2,0,,,35.02984231,-85.26909638,35.03069626,-85.26863241
0.062,0.126,1,330A472001,2,72,2,,2,7,1,1,0,,,35.03069626,-85.26863241,35.03152726,-85.26818513
0.126,0.249,1,330A472001,2,72,2,,2,7,1,2,0,,,35.03152726,-85.26818513,35.03314931,-85.26729137
0,0.25,1,330A473001,2,64,2,30,2,7,1,2,0,,,35.03372032,-85.26881938,35.03041131,-85.27062238
0,0.738,1,330A474001,2,64,2,30,2,7,1,2,0,,,35.0245503,-85.27577239,35.03428432,-85.27034438
0,0.25,1,330A475001,2,40,2,,2,7,,2,0,,,35.10672246,-85.29089941,35.10530415,-85.28922451
0.25,0.31,1,330A475001,2,44,2,,2,7,,2,0,,,35.10530415,-85.28922451,35.10462146,-85.2898904
0,0.193,1,330A476001,2,64,2,,2,7,1,2,0,,,35.03204231,-85.27502439,35.02950431,-85.27640439
0,0.423,1,330A477001,2,64,2,,2,5,1,2,0,,,35.0737424,-85.3338745,35.07799641,-85.33761951
0,0.25,1,330A478001,2,64,2,,2,0,,2,0,,,35.0265733,-85.2814554,35.02992713,-85.27962928
0.25,0.559,1,330A478001,2,64,2,30,2,7,,2,0,15,,35.02992713,-85.27962928,35.03396467,-85.27742602
0.559,0.743,1,330A478001,2,64,2,30,2,7,,2,0,,,35.03396467,-85.27742602,35.03641132,-85.27609639
0,0.458,1,330A479001,2,64,2,,2,0,,2,0,,,35.03691932,-85.27746439,35.03083051,-85.28077118
0.458,0.562,1,330A479001,2,64,2,15,2,7,1,2,0,15,,35.03083051,-85.28077118,35.02943485,-85.2815227
0.562,0.744,1,330A479001,2,64,2,30,2,7,1,2,0,15,,35.02943485,-85.2815227,,
0,0.747,1,330A480001,2,64,2,30,2,7,1,2,0,,,35.02754731,-85.28422541,35.03742632,-85.27884739
0,0.188,1,330A481001,2,64,2,,2,0,,2,0,,,35.03794633,-85.2802414,35.03545838,-85.28158469
0.188,0.749,1,330A481001,2,64,2,25,2,7,1,2,0,,,35.03545838,-85.28158469,,
0,0.249,1,330A482001,2,64,2,,2,7,1,2,0,,,35.03841233,-85.2814894,35.03511132,-85.2832984
0,0.162,1,330A483001,2,36,2,15,2,7,1,2,0,,,35.04114534,-85.31674147,35.04164134,-85.31646547
0,0.176,1,330A484001,2,64,2,,2,7,1,2,0,,,35.03939433,-85.28417941,,
0,0.107,1,330A485001,2,72,2,,2,0,,2,0,,,35.03975733,-85.28515241,35.03835002,-85.28592738
0.107,0.167,1,330A485001,2,72,2,,2,7,,1,0,,,35.03835002,-85.28592738,35.03753033,-85.28635741
0,0.08,1,330A486001,2,52,2,,2,7,1,2,0,,,35.03738732,-85.2837344,35.03786333,-85.28502341
0,0.178,1,330A488001,2,64,2,,2,7,1,2,0,,,35.03257731,-85.27644839,35.03151279,-85.27356757
0.178,0.67,1,330A488001,2,64,2,,2,0,,2,0,,,35.03151279,-85.27356757,35.0285733,-85.26569737
0,0.319,1,330A489001,2,64,2,,2,7,1,2,0,,,35.03230231,-85.27831039,35.03415332,-85.2834554
0,0.584,1,330A490001,2,64,2,,2,7,1,2,0,,,35.03331732,-85.28391441,35.02984377,-85.27457182
0.584,1.075,1,330A490001,2,64,2,,2,0,,2,0,,,35.02984377,-85.27457182,35.0269123,-85.26666937
0,0.06,1,330A491001,2,52,2,,2,0,,2,0,,,35.03247231,-85.28437941,35.03213591,-85.28340374
0.06,0.15,1,330A491001,2,48,2,,2,0,,2,0,,,35.03213591,-85.28340374,35.03160791,-85.28194704
0.15,0.233,1,330A491001,2,92,2,,2,7,1,2,0,,,35.03160791,-85.28194704,35.03112831,-85.2806084
0,0.351,1,330A492001,2,64,2,,2,0,,2,0,,,35.02820031,-85.27549739,35.03030763,-85.28112622
0.351,0.685,1,330A492001,2,64,2,30,2,7,1,2,0,15,,35.03030763,-85.28112622,35.03229831,-85.28649941
0,0.683,1,330A493001,2,64,2,,2,7,1,2,0,,,35.0274373,-85.27592439,35.03146531,-85.28693941
0,0.536,1,330A494001,2,64,2,,2,7,,2,0,,,35.0266513,-85.27635539,35.02980923,-85.28495277
0.536,0.952,1,330A494001,2,64,2,,2,0,,2,0,,,35.02980923,-85.28495277,,
0,0.11,1,330A495001,2,76,2,,2,0,,2,0,,,35.0258473,-85.27674239,35.02644028,-85.27846854
0.11,0.52,1,330A495001,2,76,2,30,2,7,,2,0,,,35.02644028,-85.27846854,35.02883892,-85.2850788
0.52,0.687,1,330A495001,2,72,2,30,2,7,,2,0,,,35.02883892,-85.2850788,35.02983384,-85.28780813
0.687,0.96,1,330A495001,2,72,2,30,2,4,,2,0,,,35.02983384,-85.28780813,35.03146073,-85.29225653
0.96,1.161,1,330A495001,2,64,2,30,2,4,,2,0,,,35.03146073,-85.29225653,35.03262232,-85.29542543
0,0.086,1,330A496001,2,52,2,,2,7,1,2,0,,,35.03118331,-85.2805784,35.03067331,-85.2792134
0,0.179,1,330A497001,2,84,2,,2,0,,2,0,,,35.03007831,-85.27785039,35.02899433,-85.27499046
0.179,0.26,1,330A497001,2,68,2,,2,7,1,2,0,,,35.02899433,-85.27499046,35.02851689,-85.27367219
0.26,0.352,1,330A497001,2,48,2,,2,7,1,2,0,,,35.02851689,-85.27367219,,
0,0.297,1,330A498001,2,64,2,,2,7,1,2,0,,,35.02965331,-85.27676639,35.0256983,-85.2789414
0,0.357,1,330A499001,2,76,2,30,2,7,1,2,0,,,35.01837929,-85.2807594,,
0,0.165,1,330A500001,2,68,2,,2,4,1,2,0,,,35.02872831,-85.29043642,35.03022431,-85.29157042
0,0.146,1,330A501001,2,56,2,,2,4,1,2,0,,,35.03046931,-85.28954442,35.02850631,-85.29056042
0,0.05,1,330A502001,2,56,2,,2,7,1,2,0,,,35.03085431,-85.29062542,35.03153331,-85.29026442
0,0.114,1,330A503001,2,64,2,,2,7,1,2,0,,,35.03215332,-85.29192042,35.03064731,-85.29273942
0,0.063,1,330A504001,2,56,2,,2,7,1,2,0,,,35.03127231,-85.29440943,35.03209532,-85.29399943
0,0.072,1,330A505001,2,92,2,30,2,2,,2,0,,,35.03237932,-85.29603143,,
0,0.216,1,330A506001,2,62,2,,2,5,1,2,0,,,35.03471632,-85.29650943,35.03307656,-85.29430302
0.216,0.41,1,330A506001,2,72,2,,2,7,1,2,0,,,35.03307656,-85.29430302,35.03191143,-85.29128538
0.41,0.651,1,330A506001,2,72,2,,2,0,,2,0,,,35.03191143,-85.29128538,35.03047531,-85.28733641
0,0.019,1,330A507001,2,64,2,30,2,7,1,2,0,,,35.03564932,-85.28469041,35.03554432,-85.28441741
0,0.042,1,330A508001,2,52,2,,2,7,1,2,0,,,35.03253932,-85.28434041,35.03277532,-85.28497841
0,0.092,1,330A509001,2,64,2,,2,4,1,2,0,,,35.02123729,-85.29228942,35.02004429,-85.29293143
0,0.12,1,330A510001,2,64,2,,2,7,1,2,0,,,35.0276203,-85.26857338,35.02930331,-85.26764937
0,0.198,1,330A511001,2,84,2,,2,0,,2,0,,,35.0235433,-85.27304839,35.02617334,-85.27157777
0.198,0.4,1,330A511001,2,84,2,,2,5,1,2,0,,,35.02617334,-85.27157777,35.02883017,-85.2701098
0.4,0.486,1,330A511001,2,44,2,,2,7,1,2,0,,,35.02883017,-85.2701098,35.02998231,-85.26947038
0,0.49,1,330A512001,2,64,2,30,2,7,1,2,0,,,35.03047431,-85.27079038,35.0240393,-85.27438539
0,0.061,1,330A513001,2,52,2,30,2,7,1,2,0,,,35.02895131,-85.27220538,35.0281283,-85.27262638
0,0.099,1,330A514001,2,64,2,,2,0,,2,0,,,35.02938431,-85.26786937,35.03068931,-85.26728937
0,0.122,1,330A515001,2,72,2,,2,0,,2,0,,,35.02298529,-85.26896838,35.02377879,-85.27092756
0.122,0.484,1,330A515001,2,72,2,30,2,7,1,2,0,,,35.02377879,-85.27092756,35.0259153,-85.27670639
0,0.171,1,330A516001,2,64,2,,2,0,,2,0,,,35.0268223,-85.27626339,35.0257543,-85.27343039
0.171,0.258,1,330A516001,2,64,2,30,2,7,1,2,0,,,35.0257543,-85.27343039,35.02526572,-85.27210473
0.258,0.364,1,330A516001,2,64,2,30,2,7,1,2,0,,,35.02526572,-85.27210473,35.0246313,-85.27040138
0,0.488,1,330A517001,2,64,2,,2,7,1,2,0,,,35.0276823,-85.27578039,35.0246203,-85.26800538
0,0.172,1,330A518001,2,64,2,,2,7,1,2,0,,,35.0274803,-85.27249738,35.02855031,-85.27529439
0,0.129,1,330A519001,2,52,2,30,2,7,1,2,0,,,35.0237603,-85.27087938,35.0254653,-85.26994638
0,0.183,1,330A520001,2,48,2,30,2,7,1,2,0,,,35.0236983,-85.27072238,35.0260243,-85.26935438
0,0.08,1,330A521001,2,64,2,30,2,7,1,2,0,,,35.0260973,-85.26714437,35.02645019,-85.26838727
0.08,0.309,1,330A521001,2,48,2,,2,0,,2,0,,,35.02645019,-85.26838727,35.0234513,-85.27012038
0,0.066,1,330A522001,2,40,2,30,2,2,1,2,0,,,35.02303829,-85.27167538,35.0238803,-85.27120238
0,0.1,1,330A523001,2,64,2,,2,0,,2,0,,,35.03163431,-85.26586937,35.03103531,-85.26425637
0,0.13,1,330A524001,2,64,2,,2,7,1,2,0,,,35.03022831,-85.26473037,35.03100531,-85.26681337
0,0.13,1,330A525001,2,30,2,30,2,0,0,2,0,,,35.06971137,-85.10591704,35.06936582,-85.10385827
0.13,0.205,1,330A525001,2,40,2,30,2,0,0,2,0,,,35.06936582,-85.10385827,35.07019437,-85.10295103
0,0.07,1,330A526001,2,58,2,30,2,7,1,2,0,,,35.0232163,-85.2781454,35.02361916,-85.27925772
0.07,0.184,1,330A526001,2,46,2,30,2,7,1,2,0,,,35.02361916,-85.27925772,35.0242773,-85.2810964
0,0.186,1,330A527001,2,64,2,30,2,7,1,2,0,,,35.03536332,-85.27320838,,
0,0.138,1,330A529001,2,64,2,,2,7,1,2,0,15,,35.02281729,-85.27705339,35.0246613,-85.27607039
0,0.064,1,330A530001,2,64,2,,2,7,,2,0,,,35.03274831,-85.27420739,35.03191431,-85.27467439
0,0.216,1,330A531001,2,108,2,,2,0,,2,0,,,35.03485132,-85.30385045,35.031933,-85.30383626
0.216,0.363,1,330A531001,6,182,6,35,2,0,1,2,0,,,35.031933,-85.30383626,35.02997508,-85.30491512
0,0.092,1,330A533001,2,46,2,30,2,7,1,2,0,,,35.02194129,-85.26589037,35.02278629,-85.26472737
0.092,0.207,1,330A533001,2,40,2,30,2,7,1,2,0,,,35.02278629,-85.26472737,35.0242783,-85.26386337
0,0.162,1,330A535001,2,72,2,,2,7,1,2,0,,,35.0256303,-85.26546237,35.02350729,-85.26671537
0,0.041,1,330A536001,2,40,2,,2,7,1,2,0,,,35.07798241,-85.30739945,35.07800941,-85.30811845
0,0.285,1,330A537001,2,64,2,30,2,7,1,2,0,,,35.0255863,-85.26744137,35.0239193,-85.26285237
0,0.222,1,330A538001,2,64,2,30,2,7,1,2,0,,,35.02352729,-85.26429537,35.0248363,-85.26787738
0,0.221,1,330A539001,2,64,2,,2,7,,2,0,,,35.0241073,-85.26830438,35.02278629,-85.26472737
0,0.146,1,330A540001,2,40,2,30,2,7,,2,0,,,35.02354629,-85.26682337,35.02166229,-85.26791838
0,0.065,1,330A541001,2,48,2,30,2,7,1,2,0,,,35.02144429,-85.26731337,35.02228729,-85.26679337
0,0.225,1,330A542001,2,46,2,,2,0,,2,0,,,35.02311529,-85.26888938,35.02179429,-85.26532237
0,0.113,1,330A543001,2,68,2,30,2,7,1,2,0,,,35.0244843,-85.26443937,35.02300829,-85.26531637
0,0.272,1,330A544001,2,48,2,,2,0,,2,0,,,35.0262063,-85.26707837,35.02477009,-85.26270082
0.272,0.447,1,330A544001,2,44,2,,2,7,1,2,0,,,35.02477009,-85.26270082,35.0270803,-85.26148736
0,0.163,1,330A545001,2,40,2,,2,0,,2,0,,,35.02123129,-85.26672137,35.01915372,-85.26809426
0.163,0.25,1,330A545001,2,44,2,,2,0,,2,0,,,35.01915372,-85.26809426,35.01920889,-85.26939696
0.25,0.35,1,330A545001,2,52,2,,2,0,,2,0,,,35.01920889,-85.26939696,35.01981664,-85.27099654
0.35,0.445,1,330A545001,2,56,2,,2,0,,2,0,,,35.01981664,-85.27099654,35.02038172,-85.27252157
0.445,0.534,1,330A545001,2,56,2,30,2,5,1,2,0,,,35.02038172,-85.27252157,35.02091629,-85.27394739
