Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP
89.16621457432984,0.2366760427154402,89.74683544303798,0.23545116354042375,1.0,0,243,0,2127
89.16621457432984,0.19708799040386887,89.74683544303798,0.1956428200006485,1.0,0,243,0,2127
89.16621457432984,0.17979964028428314,89.74683544303798,0.17813854540387788,0.0,0,243,0,2127
89.16621457432984,0.16748526421372034,89.74683544303798,0.16563974618911742,0.0,0,243,0,2127
89.16621457432984,0.16020726638757704,89.74683544303798,0.15823202745782006,0.0,0,243,0,2127
89.16621457432984,0.15348156325722564,89.74683544303798,0.15137935057282448,1.5478049224066026e-05,0,243,0,2127
89.16621457432984,0.14612532932701414,89.74683544303798,0.1438695287704468,0.0005668835528314195,0,243,0,2127
89.16621457432984,0.1397647230135845,89.74683544303798,0.13734963070601225,0.00786865327428457,0,243,0,2127
89.16621457432984,0.13243877581851524,89.74683544303798,0.1297571851775564,0.9504857205322127,0,243,0,2127
89.16621457432984,0.12108592254745777,89.74683544303798,0.11783286090940237,0.9994834201071467,0,243,0,2127
89.16621457432984,0.11001807095446436,89.74683544303798,0.10643656316556428,1.0,0,243,0,2127
89.16621457432984,0.1004843002165971,89.74683544303798,0.09684149920940399,1.0,0,243,0,2127
89.16621457432984,0.09144681854328802,89.74683544303798,0.0878212591332774,1.0,0,243,0,2127
89.16621457432984,0.08530712158326173,89.74683544303798,0.08172022870608739,1.0,0,243,0,2127
89.16621457432984,0.08172899808013678,89.74683544303798,0.07821299179511912,1.0,0,243,0,2127
89.16621457432984,0.07637009292741902,89.74683544303798,0.07296328808440537,1.0,0,243,0,2127
89.16621457432984,0.07199363503475988,89.74683544303798,0.06870181113481522,1.0,0,243,0,2127
89.16621457432984,0.06973693873523817,89.74683544303798,0.0665036656839006,1.0,0,243,0,2127
89.16621457432984,0.06774419636292169,89.74683544303798,0.06457433725396793,1.0,0,243,0,2127
89.16621457432984,0.06635619093302712,89.74683544303798,0.06322864904290154,1.0,0,243,0,2127
89.16621457432984,0.0651648859597027,89.74683544303798,0.0620840797200799,1.0,0,243,0,2127
89.16621457432984,0.06415691611680949,89.74683544303798,0.06110879871994257,1.0,0,243,0,2127
89.16621457432984,0.06319521717333773,89.74683544303798,0.06018405231206041,1.0,0,243,0,2127
89.16621457432984,0.06220306040681832,89.74683544303798,0.05922764912247658,1.0,0,243,0,2127
89.16621457432984,0.06117226069790681,89.74683544303798,0.05823882278941926,1.0,0,243,0,2127
89.16621457432984,0.06006361811379437,89.74683544303798,0.05717977278289341,1.0,0,243,0,2127
89.16621457432984,0.05897825970808263,89.74683544303798,0.056134103486935295,1.0,0,243,0,2127
89.16621457432984,0.05783731586392106,89.74683544303798,0.05503847968319188,1.0,0,243,0,2127
89.16621457432984,0.056774509415199625,89.74683544303798,0.05402936523451524,1.0,0,243,0,2127
89.16621457432984,0.05584728267596398,89.74683544303798,0.053143374621868134,1.0,0,243,0,2127
89.16621457432984,0.05478412955033429,89.74683544303798,0.0521296195008538,1.0,0,243,0,2127
89.16621457432984,0.05336293080310141,89.74683544303798,0.0507771372795105,1.0,0,243,0,2127
89.16621457432984,0.05177047747665489,89.74683544303798,0.0492598970455152,1.0,0,243,0,2127
89.16621457432984,0.05049762326259351,89.74683544303798,0.04804869094177296,1.0,0,243,0,2127
89.16621457432984,0.0495315422465259,89.74683544303798,0.04712842497974634,1.0,0,243,0,2127
89.16621457432984,0.04843729303592815,89.74683544303798,0.04608719617776249,1.0,0,243,0,2127
89.16621457432984,0.04677962674606326,89.74683544303798,0.044512959818045296,1.0,0,243,0,2127
89.16621457432984,0.044930322519682694,89.74683544303798,0.04275457779395169,1.0,0,243,0,2127
89.16621457432984,0.04279886323159112,89.74683544303798,0.0407320468432524,1.0,0,243,0,2127
89.16621457432984,0.040953948176423685,89.74683544303798,0.0389832364101159,1.0,0,243,0,2127
89.16621457432984,0.0396423761861528,89.74683544303798,0.03774132651205246,1.0,0,243,0,2127
89.16621457432984,0.03784238010554082,89.74683544303798,0.03603196516633034,1.0,0,243,0,2127
89.16621457432984,0.03620313606233656,89.74683544303798,0.03447521779508818,1.0,0,243,0,2127
89.16621457432984,0.03488593523176526,89.74683544303798,0.03323001242600954,1.0,0,243,0,2127
89.16621457432984,0.0333178432223829,89.74683544303798,0.03174038069142449,1.0,0,243,0,2127
100.0,0.031408459871381106,100.0,0.02993198558688164,1.0,243,0,0,2127
100.0,0.02993670648725582,100.0,0.028537524165585637,1.0,243,0,0,2127
100.0,0.029122394252126996,100.0,0.02776368078775704,1.0,243,0,0,2127
100.0,0.028325233563720482,100.0,0.027009034296497703,1.0,243,0,0,2127
100.0,0.02754709225871089,100.0,0.02627100225072354,1.0,243,0,0,2127
