Accident,City,Unix,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Hour,Date,hourbefore,Longitude,Latitude,RainBefore,DayOfWeek,WeekDay,DayFrame
0,,1483264800.0,70,AA-12,561,2.0,2.0,19.0,5,2017-01-01,1483261200.0,-85.27691787,35.11893736,,6,0,2
0,,1483304400.0,70,AA-12,561,2.0,2.0,19.0,16,2017-01-01,1483300800.0,-85.27691787,35.11893736,,6,0,4
0,,1483322400.0,70,AA-12,561,2.0,2.0,19.0,21,2017-01-01,1483318800.0,-85.27691787,35.11893736,,6,0,1
0,,1483250400.0,70,AA-12,561,2.0,2.0,19.0,1,2017-01-01,1483246800.0,-85.27691787,35.11893736,,6,0,1
0,,1483286400.0,70,AA-12,561,2.0,2.0,19.0,11,2017-01-01,1483282800.0,-85.27691787,35.11893736,,6,0,3
0,,1483315200.0,70,AA-12,561,2.0,2.0,19.0,19,2017-01-01,1483311600.0,-85.27691787,35.11893736,,6,0,1
0,,1483326000.0,70,AA-12,561,2.0,2.0,19.0,22,2017-01-01,1483322400.0,-85.27691787,35.11893736,,6,0,1
0,,1483257600.0,70,AA-12,561,2.0,2.0,19.0,3,2017-01-01,1483254000.0,-85.27691787,35.11893736,,6,0,1
0,,1483290000.0,70,AA-12,561,2.0,2.0,19.0,12,2017-01-01,1483286400.0,-85.27691787,35.11893736,,6,0,3
0,,1483279200.0,139,AG-9,627,2.0,2.0,19.0,9,2017-01-01,1483275600.0,-85.2328074,35.14440455,,6,0,2
0,,1483300800.0,139,AG-9,627,2.0,2.0,19.0,15,2017-01-01,1483297200.0,-85.2328074,35.14440455,,6,0,4
0,,1483326000.0,139,AG-9,627,2.0,2.0,19.0,22,2017-01-01,1483322400.0,-85.2328074,35.14440455,,6,0,1
0,,1483264800.0,139,AG-9,627,2.0,2.0,19.0,5,2017-01-01,1483261200.0,-85.2328074,35.14440455,,6,0,2
0,,1483272000.0,139,AG-9,627,2.0,2.0,19.0,7,2017-01-01,1483268400.0,-85.2328074,35.14440455,,6,0,2
0,,1483254000.0,139,AG-9,627,2.0,2.0,19.0,2,2017-01-01,1483250400.0,-85.2328074,35.14440455,,6,0,1
0,,1483257600.0,139,AG-9,627,2.0,2.0,19.0,3,2017-01-01,1483254000.0,-85.2328074,35.14440455,,6,0,1
0,,1483268400.0,139,AG-9,627,2.0,2.0,19.0,6,2017-01-01,1483264800.0,-85.2328074,35.14440455,,6,0,2
0,,1483290000.0,139,AG-9,627,2.0,2.0,19.0,12,2017-01-01,1483286400.0,-85.2328074,35.14440455,,6,0,3
0,,1483286400.0,999,W-20,282,2.0,2.0,16.0,11,2017-01-01,1483282800.0,-85.30632485,35.05102485,,6,0,3
0,,1483290000.0,999,W-20,282,2.0,2.0,16.0,12,2017-01-01,1483286400.0,-85.30632485,35.05102485,,6,0,3
0,,1483329600.0,999,W-20,282,2.0,2.0,16.0,23,2017-01-01,1483326000.0,-85.30632485,35.05102485,,6,0,1
0,,1483297200.0,999,W-20,282,2.0,2.0,16.0,14,2017-01-01,1483293600.0,-85.30632485,35.05102485,,6,0,4
0,,1483304400.0,999,W-20,282,2.0,2.0,16.0,16,2017-01-01,1483300800.0,-85.30632485,35.05102485,,6,0,4
0,,1483293600.0,999,W-20,282,2.0,2.0,16.0,13,2017-01-01,1483290000.0,-85.30632485,35.05102485,,6,0,3
0,,1483318800.0,999,W-20,282,2.0,2.0,16.0,20,2017-01-01,1483315200.0,-85.30632485,35.05102485,,6,0,1
0,,1483246800.0,999,W-20,282,2.0,2.0,16.0,0,2017-01-01,1483243200.0,-85.30632485,35.05102485,,6,0,1
0,,1483308000.0,999,W-20,282,2.0,2.0,16.0,17,2017-01-01,1483304400.0,-85.30632485,35.05102485,,6,0,4
0,,1483254000.0,85,X-19,318,2.0,2.0,19.0,2,2017-01-01,1483250400.0,-85.29897311,35.06375845,,6,0,1
