Accident,City,Unix,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Hour,Date,hourbefore,Longitude,Latitude,RainBefore,DayOfWeek,WeekDay,DayFrame
0,,1554667200.0,32,Z-14,503,2.0,2.0,19.0,16,2019-04-07,1554663600.0,-85.28426962,35.10620377,,6,0,4
0,,1554609600.0,32,Z-14,503,2.0,2.0,19.0,0,2019-04-07,1554606000.0,-85.28426962,35.10620377,,6,0,1
0,,1554645600.0,32,Z-14,503,2.0,2.0,19.0,10,2019-04-07,1554642000.0,-85.28426962,35.10620377,,6,0,3
0,,1554616800.0,32,Z-14,503,2.0,2.0,19.0,2,2019-04-07,1554613200.0,-85.28426962,35.10620377,,6,0,1
0,,1554652800.0,32,Z-14,503,2.0,2.0,19.0,12,2019-04-07,1554649200.0,-85.28426962,35.10620377,,6,0,3
0,,1554631200.0,32,Z-14,503,2.0,2.0,19.0,6,2019-04-07,1554627600.0,-85.28426962,35.10620377,,6,0,2
0,,1554670800.0,32,Z-14,503,2.0,2.0,19.0,17,2019-04-07,1554667200.0,-85.28426962,35.10620377,,6,0,4
0,,1554681600.0,32,Z-14,503,2.0,2.0,19.0,20,2019-04-07,1554678000.0,-85.28426962,35.10620377,,6,0,1
0,,1554634800.0,32,Z-14,503,2.0,2.0,19.0,7,2019-04-07,1554631200.0,-85.28426962,35.10620377,,6,0,2
0,,1554656400.0,64,AR-27,49,2.0,2.0,19.0,13,2019-04-07,1554652800.0,-85.15193821,34.99584594,,6,0,3
0,,1554627600.0,64,AR-27,49,2.0,2.0,19.0,5,2019-04-07,1554624000.0,-85.15193821,34.99584594,,6,0,2
0,,1554609600.0,64,AR-27,49,2.0,2.0,19.0,0,2019-04-07,1554606000.0,-85.15193821,34.99584594,,6,0,1
0,,1554660000.0,64,AR-27,49,2.0,2.0,19.0,14,2019-04-07,1554656400.0,-85.15193821,34.99584594,,6,0,4
0,,1554638400.0,64,AR-27,49,2.0,2.0,19.0,8,2019-04-07,1554634800.0,-85.15193821,34.99584594,,6,0,2
0,,1554613200.0,64,AR-27,49,2.0,2.0,19.0,1,2019-04-07,1554609600.0,-85.15193821,34.99584594,,6,0,1
0,,1554642000.0,64,AR-27,49,2.0,2.0,19.0,9,2019-04-07,1554638400.0,-85.15193821,34.99584594,,6,0,2
0,,1554631200.0,64,AR-27,49,2.0,2.0,19.0,6,2019-04-07,1554627600.0,-85.15193821,34.99584594,,6,0,2
0,,1554652800.0,64,AR-27,49,2.0,2.0,19.0,12,2019-04-07,1554649200.0,-85.15193821,34.99584594,,6,0,3
0,,1554620400.0,221,AC-20,288,2.0,2.0,19.0,3,2019-04-07,1554616800.0,-85.26221438,35.05102485,,6,0,1
0,,1554634800.0,221,AC-20,288,2.0,2.0,19.0,7,2019-04-07,1554631200.0,-85.26221438,35.05102485,,6,0,2
0,,1554692400.0,221,AC-20,288,2.0,2.0,19.0,23,2019-04-07,1554688800.0,-85.26221438,35.05102485,,6,0,1
0,,1554624000.0,221,AC-20,288,2.0,2.0,19.0,4,2019-04-07,1554620400.0,-85.26221438,35.05102485,,6,0,1
0,,1554681600.0,221,AC-20,288,2.0,2.0,19.0,20,2019-04-07,1554678000.0,-85.26221438,35.05102485,,6,0,1
0,,1554613200.0,221,AC-20,288,2.0,2.0,19.0,1,2019-04-07,1554609600.0,-85.26221438,35.05102485,,6,0,1
0,,1554642000.0,221,AC-20,288,2.0,2.0,19.0,9,2019-04-07,1554638400.0,-85.26221438,35.05102485,,6,0,2
0,,1554670800.0,221,AC-20,288,2.0,2.0,19.0,17,2019-04-07,1554667200.0,-85.26221438,35.05102485,,6,0,4
0,,1554609600.0,221,AC-20,288,2.0,2.0,19.0,0,2019-04-07,1554606000.0,-85.26221438,35.05102485,,6,0,1
0,,1554685200.0,304,BE-16,461,2.0,2.0,16.0,21,2019-04-07,1554681600.0,-85.05636553,35.08498111,,6,0,1
