Date,DayOfWeek,Hour,Latitude,Longitude,WeekDay,Year,Month
1/2/2020,3,18,35.014516,-85.252059,1,2020,1
1/2/2020,3,18,35.004344,-85.261241,1,2020,1
1/2/2020,3,18,35.145398,-85.223574,1,2020,1
1/2/2020,3,18,35.023643,-85.246419,1,2020,1
1/2/2020,3,18,35.025185,-85.245882,1,2020,1
1/2/2020,3,18,35.014056,-85.089929,1,2020,1
1/2/2020,3,18,35.059567,-85.131539,1,2020,1
1/2/2020,3,18,35.059496,-85.131659,1,2020,1
1/2/2020,3,18,35.059496,-85.131659,1,2020,1
1/2/2020,3,18,35.059495,-85.131662,1,2020,1
1/2/2020,3,18,35.059596,-85.066702,1,2020,1
1/2/2020,3,18,35.059596,-85.066702,1,2020,1
1/2/2020,3,18,35.059596,-85.066702,1,2020,1
1/2/2020,3,19,35.118008,-85.300393,1,2020,1
1/2/2020,3,19,35.1105,-85.307896,1,2020,1
1/2/2020,3,19,35.073087,-85.171235,1,2020,1
1/2/2020,3,19,35.104584,-85.313248,1,2020,1
1/2/2020,3,19,35.044821,-85.305288,1,2020,1
1/2/2020,3,20,35.030162,-85.308331,1,2020,1
1/2/2020,3,20,35.231336,-85.168134,1,2020,1
1/2/2020,3,20,35.030162,-85.308331,1,2020,1
1/2/2020,3,20,35.117108,-85.233435,1,2020,1
1/2/2020,3,20,35.094661,-85.225106,1,2020,1
1/2/2020,3,22,35.009919,-85.220213,1,2020,1
1/2/2020,3,22,35.013733,-85.328307,1,2020,1
1/2/2020,3,22,35.143564,-85.234354,1,2020,1
1/2/2020,3,23,35.130609,-85.244244,1,2020,1
1/2/2020,3,23,35.016889,-85.181912,1,2020,1
1/2/2020,3,23,35.179403,-85.336065,1,2020,1
1/3/2020,4,0,35.062074,-85.029489,1,2020,1
1/3/2020,4,2,35.015093,-85.293499,1,2020,1
1/3/2020,4,3,35.072721,-85.240472,1,2020,1
1/3/2020,4,5,35.11417,-85.250235,1,2020,1
1/3/2020,4,6,35.191175,-85.242002,1,2020,1
1/3/2020,4,7,35.054338,-85.263785,1,2020,1
1/3/2020,4,7,34.991176,-85.259876,1,2020,1
1/3/2020,4,7,34.991002,-85.260369,1,2020,1
1/3/2020,4,7,35.041707,-85.260666,1,2020,1
1/3/2020,4,8,35.14583,-85.22342,1,2020,1
1/3/2020,4,8,35.233654,-85.15364,1,2020,1
1/3/2020,4,8,34.995763,-85.235962,1,2020,1
1/3/2020,4,9,35.036255,-85.264328,1,2020,1
1/3/2020,4,9,35.016889,-85.181912,1,2020,1
1/3/2020,4,9,35.016819,-85.182589,1,2020,1
1/3/2020,4,10,35.139628,-85.315771,1,2020,1
1/3/2020,4,10,35.133161,-85.317137,1,2020,1
1/3/2020,4,10,34.990391,-85.222946,1,2020,1
1/3/2020,4,10,34.991133,-85.224631,1,2020,1
1/3/2020,4,10,35.072847,-85.160749,1,2020,1
1/3/2020,4,10,35.139628,-85.315771,1,2020,1
1/3/2020,4,10,35.111054,-85.327867,1,2020,1
1/3/2020,4,10,35.110536,-85.32785,1,2020,1
1/3/2020,4,11,35.066071,-85.291414,1,2020,1
1/3/2020,4,11,35.0356,-85.305911,1,2020,1
1/3/2020,4,11,35.152975,-85.24562,1,2020,1
1/3/2020,4,11,35.143777,-85.199465,1,2020,1
1/3/2020,4,11,35.033483,-85.153161,1,2020,1
1/3/2020,4,11,35.041303,-85.153824,1,2020,1
1/3/2020,4,11,35.033483,-85.153161,1,2020,1
1/3/2020,4,12,35.094368,-85.331318,1,2020,1
1/3/2020,4,12,35.113856,-85.257622,1,2020,1
1/3/2020,4,12,35.144235,-85.226308,1,2020,1
1/3/2020,4,12,35.150557,-85.219043,1,2020,1
1/3/2020,4,12,35.151396,-85.218421,1,2020,1
1/3/2020,4,12,35.149369,-85.219187,1,2020,1
1/3/2020,4,12,35.150557,-85.219043,1,2020,1
1/3/2020,4,12,35.037227,-85.306833,1,2020,1
1/3/2020,4,12,35.186665,-85.245778,1,2020,1
1/3/2020,4,12,35.094368,-85.331318,1,2020,1
1/3/2020,4,12,35.085961,-85.315307,1,2020,1
1/3/2020,4,12,35.085377,-85.315753,1,2020,1
1/3/2020,4,12,35.085961,-85.315307,1,2020,1
1/3/2020,4,12,35.085723,-85.315328,1,2020,1
1/3/2020,4,12,35.186665,-85.245778,1,2020,1
1/3/2020,4,12,35.186665,-85.245778,1,2020,1
1/3/2020,4,12,35.030081,-85.153146,1,2020,1
1/3/2020,4,12,35.041303,-85.153824,1,2020,1
1/3/2020,4,13,35.163252,-85.311716,1,2020,1
1/3/2020,4,13,35.031885,-85.244966,1,2020,1
1/3/2020,4,13,35.146073,-85.252215,1,2020,1
1/3/2020,4,13,35.042993,-85.272903,1,2020,1
1/3/2020,4,13,34.992782,-85.205599,1,2020,1
1/3/2020,4,13,34.996081,-85.206737,1,2020,1
1/3/2020,4,13,35.030089,-85.123631,1,2020,1
1/3/2020,4,13,35.023689,-85.244503,1,2020,1
1/3/2020,4,13,35.027231,-85.323459,1,2020,1
1/3/2020,4,14,35.081389,-85.059097,1,2020,1
1/3/2020,4,14,35.033379,-85.159313,1,2020,1
1/3/2020,4,14,35.035266,-85.163861,1,2020,1
1/3/2020,4,14,35.017752,-85.205773,1,2020,1
1/3/2020,4,14,35.187288,-85.348952,1,2020,1
1/3/2020,4,14,35.170794,-85.322722,1,2020,1
1/3/2020,4,14,35.247422,-85.186975,1,2020,1
1/3/2020,4,14,35.13312,-85.242552,1,2020,1
1/3/2020,4,15,35.044885,-85.162464,1,2020,1
1/3/2020,4,15,35.029599,-85.305758,1,2020,1
1/3/2020,4,15,35.029599,-85.305758,1,2020,1
1/3/2020,4,15,35.029599,-85.305758,1,2020,1
1/3/2020,4,15,35.017752,-85.205773,1,2020,1
1/3/2020,4,16,35.02244,-85.19826,1,2020,1
1/3/2020,4,16,35.016889,-85.181912,1,2020,1
1/3/2020,4,16,35.04293,-85.15661,1,2020,1
1/3/2020,4,16,35.045325,-85.164884,1,2020,1
1/3/2020,4,16,35.029599,-85.305758,1,2020,1
1/3/2020,4,16,35.094368,-85.331318,1,2020,1
1/3/2020,4,16,35.008661,-85.237709,1,2020,1
1/3/2020,4,16,35.013587,-85.182854,1,2020,1
1/3/2020,4,16,35.063647,-85.254821,1,2020,1
1/3/2020,4,16,35.00037,-85.132694,1,2020,1
1/3/2020,4,16,35.018098,-85.267956,1,2020,1
1/3/2020,4,17,35.026996,-85.298679,1,2020,1
1/3/2020,4,17,35.026313,-85.252105,1,2020,1
1/3/2020,4,17,35.038605,-85.156247,1,2020,1
1/3/2020,4,17,35.150869,-85.249628,1,2020,1
1/3/2020,4,17,35.02576,-85.24972,1,2020,1
1/3/2020,4,17,35.019636,-85.259012,1,2020,1
1/3/2020,4,17,35.020313,-85.365756,1,2020,1
1/3/2020,4,17,35.126961,-85.031287,1,2020,1
1/3/2020,4,17,35.152639,-85.249642,1,2020,1
1/3/2020,4,17,35.015818,-85.254192,1,2020,1
1/3/2020,4,17,35.019636,-85.259012,1,2020,1
1/3/2020,4,17,35.126961,-85.031287,1,2020,1
1/3/2020,4,17,35.126916,-85.033159,1,2020,1
1/3/2020,4,17,35.126916,-85.033159,1,2020,1
1/3/2020,4,17,35.126916,-85.033159,1,2020,1
1/3/2020,4,18,35.050618,-85.310881,1,2020,1
1/3/2020,4,18,35.005752,-85.292582,1,2020,1
1/3/2020,4,18,35.005752,-85.292582,1,2020,1
1/3/2020,4,18,35.005752,-85.292582,1,2020,1
1/3/2020,4,18,35.105349,-85.051507,1,2020,1
1/3/2020,4,18,35.117477,-85.0456,1,2020,1
1/3/2020,4,18,35.152639,-85.249642,1,2020,1
1/3/2020,4,18,35.152639,-85.249642,1,2020,1
1/3/2020,4,18,35.141396,-85.260189,1,2020,1
1/3/2020,4,18,35.138682,-85.24787,1,2020,1
1/3/2020,4,18,35.062983,-85.07423,1,2020,1
1/3/2020,4,18,35.014516,-85.252059,1,2020,1
1/3/2020,4,18,35.014516,-85.252059,1,2020,1
1/3/2020,4,18,35.014516,-85.252059,1,2020,1
1/3/2020,4,18,35.141736,-85.261663,1,2020,1
1/3/2020,4,18,35.173615,-85.179099,1,2020,1
1/3/2020,4,18,35.016491,-85.28069,1,2020,1
1/3/2020,4,18,34.987189,-85.273628,1,2020,1
1/3/2020,4,18,35.010209,-85.267746,1,2020,1
1/3/2020,4,18,35.010209,-85.267746,1,2020,1
1/3/2020,4,18,35.016491,-85.28069,1,2020,1
1/3/2020,4,18,34.994961,-85.235357,1,2020,1
1/3/2020,4,18,35.139635,-85.247651,1,2020,1
1/3/2020,4,18,35.0558,-85.307606,1,2020,1
1/3/2020,4,18,35.069701,-85.261949,1,2020,1
1/3/2020,4,18,35.030942,-85.155149,1,2020,1
1/3/2020,4,18,35.082723,-85.078179,1,2020,1
1/3/2020,4,18,35.034346,-85.159481,1,2020,1
1/3/2020,4,18,35.138872,-85.246645,1,2020,1
1/3/2020,4,18,35.138872,-85.246645,1,2020,1
1/3/2020,4,18,35.138872,-85.246645,1,2020,1
1/3/2020,4,18,35.07443,-85.17402,1,2020,1
1/3/2020,4,19,35.07443,-85.17402,1,2020,1
1/3/2020,4,19,35.07443,-85.17402,1,2020,1
1/3/2020,4,19,35.13371,-85.242389,1,2020,1
1/3/2020,4,19,35.017328,-85.276601,1,2020,1
1/3/2020,4,19,35.054131,-85.2603,1,2020,1
1/3/2020,4,19,35.018333,-85.189464,1,2020,1
1/3/2020,4,19,35.074566,-85.169605,1,2020,1
1/3/2020,4,20,35.042059,-85.076032,1,2020,1
1/3/2020,4,20,34.997455,-85.121573,1,2020,1
1/3/2020,4,20,34.997455,-85.121573,1,2020,1
1/3/2020,4,20,34.997455,-85.121573,1,2020,1
1/3/2020,4,20,35.037485,-85.149705,1,2020,1
1/3/2020,4,21,35.034197,-85.360691,1,2020,1
1/3/2020,4,22,35.049178,-85.302365,1,2020,1
1/4/2020,5,1,35.049627,-85.144668,0,2020,1
1/4/2020,5,3,35.082045,-85.200946,0,2020,1
1/4/2020,5,3,35.021191,-85.261372,0,2020,1
1/4/2020,5,6,35.019803,-85.294083,0,2020,1
1/4/2020,5,6,35.055348,-85.200161,0,2020,1
1/4/2020,5,7,35.355769,-85.146393,0,2020,1
1/4/2020,5,7,35.107608,-85.229722,0,2020,1
1/4/2020,5,7,35.113766,-85.091738,0,2020,1
1/4/2020,5,7,35.059034,-85.131068,0,2020,1
1/4/2020,5,7,35.221027,-85.221826,0,2020,1
1/4/2020,5,7,35.221027,-85.221826,0,2020,1
1/4/2020,5,7,35.221027,-85.221826,0,2020,1
1/4/2020,5,9,35.014875,-85.31435,0,2020,1
1/4/2020,5,9,35.122929,-85.238444,0,2020,1
1/4/2020,5,10,35.176664,-85.170951,0,2020,1
1/4/2020,5,10,34.993709,-85.206471,0,2020,1
1/4/2020,5,10,35.091783,-85.221331,0,2020,1
1/4/2020,5,10,35.050733,-85.305737,0,2020,1
1/4/2020,5,11,34.986959,-85.20189,0,2020,1
1/4/2020,5,12,35.019555,-85.258653,0,2020,1
1/4/2020,5,12,35.06296,-85.30741,0,2020,1
1/4/2020,5,12,35.02071,-85.267593,0,2020,1
1/4/2020,5,12,34.98708,-85.14784,0,2020,1
1/4/2020,5,13,35.234818,-85.199963,0,2020,1
1/4/2020,5,14,35.14603,-85.27384,0,2020,1
1/4/2020,5,14,35.094368,-85.331318,0,2020,1
1/4/2020,5,15,35.022265,-85.198591,0,2020,1
1/4/2020,5,15,35.206826,-85.037641,0,2020,1
1/4/2020,5,15,35.209229,-85.034191,0,2020,1
1/4/2020,5,15,35.240981,-85.234881,0,2020,1
1/4/2020,5,15,35.013727,-85.328285,0,2020,1
1/4/2020,5,15,35.013479,-85.326053,0,2020,1
1/4/2020,5,16,35.004815,-85.218605,0,2020,1
1/4/2020,5,16,35.004771,-85.21891,0,2020,1
1/4/2020,5,16,35.08519,-85.316162,0,2020,1
1/4/2020,5,16,35.051842,-85.309135,0,2020,1
1/4/2020,5,16,35.016001,-85.126597,0,2020,1
1/4/2020,5,17,35.024637,-85.174285,0,2020,1
1/4/2020,5,17,35.024637,-85.174285,0,2020,1
1/4/2020,5,18,34.997575,-85.250025,0,2020,1
1/4/2020,5,18,35.055843,-85.311021,0,2020,1
1/4/2020,5,18,35.07485,-85.11305,0,2020,1
1/4/2020,5,19,35.127565,-85.241848,0,2020,1
1/4/2020,5,20,35.016022,-85.164223,0,2020,1
1/4/2020,5,20,35.015214,-85.163699,0,2020,1
1/4/2020,5,21,35.04964,-85.164451,0,2020,1
1/4/2020,5,21,35.05353,-85.16198,0,2020,1
1/4/2020,5,21,35.010978,-85.217565,0,2020,1
1/4/2020,5,21,35.054096,-85.162051,0,2020,1
1/4/2020,5,22,35.152975,-85.24562,0,2020,1
1/4/2020,5,23,35.013747,-85.094647,0,2020,1
1/5/2020,6,2,34.999104,-85.281549,0,2020,1
1/5/2020,6,6,35.034364,-85.183229,0,2020,1
1/5/2020,6,6,35.03213,-85.182314,0,2020,1
1/5/2020,6,10,35.039517,-85.241139,0,2020,1
1/5/2020,6,10,35.095229,-85.063419,0,2020,1
1/5/2020,6,11,35.048587,-85.313056,0,2020,1
1/5/2020,6,12,35.026649,-85.316914,0,2020,1
1/5/2020,6,12,35.026889,-85.157359,0,2020,1
1/5/2020,6,13,35.152975,-85.24562,0,2020,1
1/5/2020,6,13,35.009871,-85.224516,0,2020,1
1/5/2020,6,13,35.035241,-85.155691,0,2020,1
1/5/2020,6,13,35.054601,-85.037992,0,2020,1
1/5/2020,6,13,35.054601,-85.037992,0,2020,1
1/5/2020,6,13,35.054601,-85.037992,0,2020,1
1/5/2020,6,13,35.035241,-85.155691,0,2020,1
1/5/2020,6,13,35.035241,-85.155691,0,2020,1
1/5/2020,6,13,35.011994,-84.995715,0,2020,1
1/5/2020,6,13,35.011994,-84.995715,0,2020,1
1/5/2020,6,13,35.011994,-84.995715,0,2020,1
1/5/2020,6,13,34.998593,-85.235993,0,2020,1
1/5/2020,6,14,35.044143,-85.155896,0,2020,1
1/5/2020,6,14,35.016844,-85.38207,0,2020,1
1/5/2020,6,14,35.03725,-85.154869,0,2020,1
1/5/2020,6,15,35.085525,-85.205956,0,2020,1
1/5/2020,6,15,35.007259,-85.2527,0,2020,1
1/5/2020,6,15,35.035266,-85.163861,0,2020,1
1/5/2020,6,15,35.044048,-85.303679,0,2020,1
1/5/2020,6,15,35.141465,-85.25827,0,2020,1
1/5/2020,6,15,35.141465,-85.25827,0,2020,1
1/5/2020,6,15,35.141465,-85.25827,0,2020,1
1/5/2020,6,16,35.152975,-85.24562,0,2020,1
1/5/2020,6,16,35.130367,-85.23925,0,2020,1
1/5/2020,6,16,35.188377,-85.183192,0,2020,1
1/5/2020,6,17,35.007825,-85.201076,0,2020,1
1/5/2020,6,17,35.030081,-85.153146,0,2020,1
1/5/2020,6,17,35.071531,-85.156379,0,2020,1
1/5/2020,6,17,35.07115,-85.15646,0,2020,1
1/5/2020,6,17,35.071531,-85.156379,0,2020,1
1/5/2020,6,17,35.071805,-85.155189,0,2020,1
1/5/2020,6,17,35.071531,-85.156379,0,2020,1
1/5/2020,6,18,35.182343,-85.074336,0,2020,1
1/5/2020,6,18,35.03546,-85.05744,0,2020,1
1/5/2020,6,18,35.083757,-85.062742,0,2020,1
1/5/2020,6,19,35.084156,-85.06439,0,2020,1
1/5/2020,6,21,35.222093,-85.208595,0,2020,1
1/6/2020,0,5,35.04678,-85.150991,1,2020,1
1/6/2020,0,6,35.202555,-85.20743,1,2020,1
1/6/2020,0,6,35.20218,-85.20699,1,2020,1
1/6/2020,0,6,35.068318,-85.141215,1,2020,1
1/6/2020,0,7,35.114607,-85.261004,1,2020,1
1/6/2020,0,7,35.02569,-85.24874,1,2020,1
1/6/2020,0,7,35.022265,-85.198591,1,2020,1
1/6/2020,0,7,35.022265,-85.198591,1,2020,1
1/6/2020,0,7,35.022265,-85.198591,1,2020,1
1/6/2020,0,8,35.019833,-85.336134,1,2020,1
1/6/2020,0,8,35.021809,-85.297892,1,2020,1
1/6/2020,0,8,35.086765,-85.069448,1,2020,1
1/6/2020,0,8,35.02156,-85.297411,1,2020,1
1/6/2020,0,8,35.182118,-85.244196,1,2020,1
1/6/2020,0,8,35.072019,-85.156453,1,2020,1
1/6/2020,0,8,35.053346,-85.314682,1,2020,1
1/6/2020,0,8,35.042898,-85.22202,1,2020,1
1/6/2020,0,8,35.042898,-85.22202,1,2020,1
1/6/2020,0,8,35.042898,-85.22202,1,2020,1
1/6/2020,0,10,35.027195,-85.190726,1,2020,1
1/6/2020,0,10,34.9912,-85.295884,1,2020,1
1/6/2020,0,11,35.040639,-85.148706,1,2020,1
1/6/2020,0,11,35.032049,-85.311255,1,2020,1
1/6/2020,0,11,35.033897,-85.265971,1,2020,1
1/6/2020,0,11,35.033897,-85.265971,1,2020,1
1/6/2020,0,11,35.033897,-85.265971,1,2020,1
1/6/2020,0,11,35.019151,-85.229655,1,2020,1
1/6/2020,0,11,35.032049,-85.311255,1,2020,1
1/6/2020,0,11,35.044987,-85.154939,1,2020,1
1/6/2020,0,12,35.082705,-85.058564,1,2020,1
1/6/2020,0,12,35.082705,-85.058564,1,2020,1
1/6/2020,0,12,35.082705,-85.058564,1,2020,1
1/6/2020,0,12,35.082705,-85.058564,1,2020,1
1/6/2020,0,12,35.082705,-85.058564,1,2020,1
1/6/2020,0,12,35.094725,-85.238209,1,2020,1
1/6/2020,0,13,35.148584,-85.249217,1,2020,1
1/6/2020,0,13,35.018321,-85.279991,1,2020,1
1/6/2020,0,13,35.008709,-85.205213,1,2020,1
1/6/2020,0,14,35.082837,-85.204432,1,2020,1
1/6/2020,0,14,35.034528,-85.158706,1,2020,1
1/6/2020,0,14,35.098406,-85.329331,1,2020,1
1/6/2020,0,15,35.048084,-85.318113,1,2020,1
1/6/2020,0,15,35.046636,-85.313421,1,2020,1
1/6/2020,0,15,34.995937,-85.234637,1,2020,1
1/6/2020,0,15,34.995433,-85.235377,1,2020,1
1/6/2020,0,15,35.053585,-85.306529,1,2020,1
1/6/2020,0,15,35.03064,-85.183996,1,2020,1
1/6/2020,0,15,35.135659,-85.240731,1,2020,1
1/6/2020,0,15,35.121975,-85.239625,1,2020,1
1/6/2020,0,15,35.003975,-85.149572,1,2020,1
1/6/2020,0,16,35.003975,-85.149572,1,2020,1
1/6/2020,0,16,35.003975,-85.149572,1,2020,1
1/6/2020,0,16,35.122571,-85.239637,1,2020,1
1/6/2020,0,16,35.05225,-85.301156,1,2020,1
1/6/2020,0,16,35.028391,-85.242139,1,2020,1
1/6/2020,0,16,35.030545,-85.189874,1,2020,1
1/6/2020,0,17,35.021851,-85.288195,1,2020,1
1/6/2020,0,17,35.038274,-85.307012,1,2020,1
1/6/2020,0,17,35.021851,-85.288195,1,2020,1
1/6/2020,0,17,35.0458,-85.12795,1,2020,1
1/6/2020,0,17,35.033424,-85.31462,1,2020,1
1/6/2020,0,17,35.006787,-85.293633,1,2020,1
1/6/2020,0,18,35.016844,-85.38207,1,2020,1
1/6/2020,0,18,35.176651,-85.33119,1,2020,1
1/6/2020,0,18,35.03602,-85.146643,1,2020,1
1/6/2020,0,18,35.00118,-85.094098,1,2020,1
1/6/2020,0,18,35.00118,-85.094098,1,2020,1
1/6/2020,0,18,35.00118,-85.094098,1,2020,1
1/6/2020,0,19,35.12654,-85.02063,1,2020,1
1/6/2020,0,21,35.017551,-85.173294,1,2020,1
1/6/2020,0,21,35.017551,-85.173294,1,2020,1
1/6/2020,0,21,35.017551,-85.173294,1,2020,1
1/6/2020,0,22,35.04873,-85.26365,1,2020,1
1/6/2020,0,22,35.051779,-85.261629,1,2020,1
1/6/2020,0,22,34.998774,-85.25534,1,2020,1
1/6/2020,0,23,35.003673,-85.308937,1,2020,1
1/6/2020,0,23,35.043047,-85.115533,1,2020,1
1/6/2020,0,23,35.038363,-85.111952,1,2020,1
1/7/2020,1,4,35.049668,-85.309567,1,2020,1
1/7/2020,1,6,35.118812,-85.3161,1,2020,1
1/7/2020,1,7,35.084202,-85.07327,1,2020,1
1/7/2020,1,7,35.075656,-85.105657,1,2020,1
1/7/2020,1,7,35.082723,-85.078179,1,2020,1
1/7/2020,1,7,35.084142,-85.073441,1,2020,1
1/7/2020,1,7,35.082723,-85.078179,1,2020,1
1/7/2020,1,7,35.082723,-85.078179,1,2020,1
1/7/2020,1,7,35.082723,-85.078179,1,2020,1
1/7/2020,1,7,35.082723,-85.078179,1,2020,1
1/7/2020,1,7,35.019094,-85.177674,1,2020,1
1/7/2020,1,7,35.088278,-85.065146,1,2020,1
1/7/2020,1,7,35.029954,-85.124033,1,2020,1
1/7/2020,1,7,35.007378,-85.230901,1,2020,1
1/7/2020,1,7,35.01057,-85.176864,1,2020,1
1/7/2020,1,7,35.032279,-85.135135,1,2020,1
1/7/2020,1,7,35.06052,-85.069111,1,2020,1
1/7/2020,1,7,35.055404,-85.309493,1,2020,1
1/7/2020,1,7,35.008246,-85.200274,1,2020,1
1/7/2020,1,8,35.037222,-85.132229,1,2020,1
1/7/2020,1,8,35.026626,-85.310189,1,2020,1
1/7/2020,1,8,35.122929,-85.238444,1,2020,1
1/7/2020,1,9,35.118366,-85.053908,1,2020,1
1/7/2020,1,9,35.011004,-85.190369,1,2020,1
