Latitude,Longitude,Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,time,precipIntensity,Probability,Prediction
35.03554478,-85.38124805,0,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555041600,0,0.0014823675,0
35.03293009,-85.37402858,4,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555056000,0,0.0014828146,0
35.03031498,-85.36680959,8,2,1,0,0,0,1,0,0,1,0,7,26,0,-1,-1,1555070400,0.059,0.9999453,1
35.02769945,-85.35959106,12,3,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555084800,0,0.0014864802,0
35.0250835,-85.35237302,16,4,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555099200,0,0.0014940202,0
35.02246714,-85.34515544,20,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555113600,0,0.0014831722,0
35.01985035,-85.33793834,23,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555124400,0,0.001482904,0
35.01723315,-85.33072172,0,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555041600,0,0.0014824569,0
35.01461554,-85.32350557,4,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555056000,0,0.0014829338,0
35.0119975,-85.3162899,8,2,1,0,0,0,1,0,0,1,1,8,26,0,7,12,1555070400,0.062,0.99996203,1
35.00937905,-85.3090747,12,3,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555084800,0,0.0014840066,0
35.00676018,-85.30185997,16,4,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555099200,0,0.0014853776,0
35.00414089,-85.29464572,20,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555113600,0,0.0014828444,0
35.00152119,-85.28743195,23,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555124400,0,0.0014826655,0
34.99890107,-85.28021865,0,1,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555041600,0,0.0014824867,0
34.99628053,-85.27300582,4,1,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555056000,0,0.0014826059,0
34.99365958,-85.26579347,8,2,1,0,0,0,1,0,0,1,2,9,26,1,7,9,1555070400,0.066,0.999977,1
