Latitude,Longitude,Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,time,precipIntensity,Probability,Prediction
35.03554478,-85.38124805,0,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555041600,0,0.0018469393,0
35.03293009,-85.37402858,4,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555056000,0,0.0018469393,0
35.03031498,-85.36680959,8,2,1,0,0,0,1,0,0,1,0,7,26,0,-1,-1,1555070400,0.059,0.033013552,0
35.02769945,-85.35959106,12,3,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555084800,0,0.0018469691,0
35.0250835,-85.35237302,16,4,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555099200,0,0.0018469393,0
35.02246714,-85.34515544,20,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555113600,0,0.0018469393,0
35.01985035,-85.33793834,23,1,1,0,0,1,0,0,0,0,0,7,26,0,-1,-1,1555124400,0,0.0018469393,0
35.01723315,-85.33072172,0,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555041600,0,0.0018471479,0
35.01461554,-85.32350557,4,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555056000,0,0.0018471479,0
35.0119975,-85.3162899,8,2,1,0,0,0,1,0,0,1,1,8,26,0,7,12,1555070400,0.062,0.033193827,0
35.00937905,-85.3090747,12,3,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555084800,0,0.0018474758,0
35.00676018,-85.30185997,16,4,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555099200,0,0.0018472075,0
35.00414089,-85.29464572,20,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555113600,0,0.0018471479,0
35.00152119,-85.28743195,23,1,1,0,0,1,0,0,0,0,1,8,26,0,7,12,1555124400,0,0.0018471479,0
34.99890107,-85.28021865,0,1,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555041600,0,0.0018480122,0
34.99628053,-85.27300582,4,1,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555056000,0,0.0018480122,0
34.99365958,-85.26579347,8,2,1,0,0,0,1,0,0,1,2,9,26,1,7,9,1555070400,0.066,0.0359087,0
34.99103821,-85.25858159,12,3,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555084800,0,0.0018489659,0
34.98841642,-85.25137019,16,4,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555099200,0,0.0018482208,0
35.04148291,-85.37806909,20,1,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555113600,0,0.0018480122,0
35.03886802,-85.37084922,23,1,1,0,0,1,0,0,0,0,2,9,26,1,7,9,1555124400,0,0.0018480122,0
35.03625271,-85.36362982,0,1,1,0,0,1,0,0,0,0,3,10,26,1,0,5,1555041600,0,0.0018483996,0
35.03363698,-85.35641089,4,1,1,0,0,1,0,0,0,0,3,10,26,1,0,5,1555056000,0,0.0018483996,0
35.03102084,-85.34919244,8,2,1,0,0,0,1,0,0,1,3,10,26,1,0,5,1555070400,0.069,0.061908722,0
35.02840427,-85.34197446,12,3,1,0,0,1,0,0,0,0,3,10,26,1,0,5,1555084800,0,0.0018479526,0
35.02578729,-85.33475696,16,4,1,0,0,0,0,1,0,0,3,10,26,1,0,5,1555099200,0,0.0018469691,0
35.02316989,-85.32753993,20,1,1,0,0,1,0,0,0,0,3,10,26,1,0,5,1555113600,0,0.0018483996,0
35.02055207,-85.32032337,23,1,1,0,0,1,0,0,0,0,3,10,26,1,0,5,1555124400,0,0.0018483996,0
35.01793384,-85.31310729,0,1,1,0,0,1,0,0,0,0,4,11,26,1,0,1,1555041600,0,0.0018481314,0
35.01531519,-85.30589169,4,1,1,0,0,1,0,0,0,0,4,11,26,1,0,1,1555056000,0,0.0018481314,0
