"BLM","County","Route","Sp Case","Co. Seq.","I. C. Order","Item Code","Route Feature Desc","Description Code Flag","GPS Elevation","Description Code","Updated By","Updated On","GPS Latitude","GPS Longitude","GPS Code","ID NUMBER","Sub Route","Mile Post","Mile Post Suffix"
0,HAMILTON,0D916,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,845.5,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.038349,-85.082275,YIELD SIGN,330D916001,00,,--
0.201,HAMILTON,0D916,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,897.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.035656,-85.083627,STOP SIGN,330D916001,00,,--
0,HAMILTON,0D917,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,846.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.041825,-85.084232,STOP SIGN,330D917001,00,,--
0.101,HAMILTON,0D917,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,894,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.0406,-85.085175,YIELD SIGN,330D917001,00,,--
0,HAMILTON,0D918,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,821.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.039414,-85.076155,STOP SIGN,330D918001,00,,--
0,HAMILTON,0D919,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,812.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.040443,-85.07872,STOP SIGN,330D919001,00,,--
0.485,HAMILTON,0D919,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,823.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.038715,-85.080442,STOP SIGN,330D919001,00,,--
0,HAMILTON,0D921,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,816.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.026055,-85.085335,STOP SIGN,330D921001,00,,--
0,HAMILTON,0D922,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,,908   1-WAY YIELD SIGN,JOHNSON,6/13/2018 1:16:14 PM,35.082694,-85.054825,--,330D922001,00,,--
0.045,HAMILTON,0D922,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,,904   4-WAY STOP,JOHNSON,6/13/2018 1:08:28 PM,35.082453,-85.05416,--,330D922001,00,,--
0,HAMILTON,0D925,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,818.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.027365,-85.084752,STOP SIGN,330D925001,00,,--
0,HAMILTON,0D929,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,883.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,34.986802,-85.046545,STOP SIGN,330D929001,00,,--
0,HAMILTON,0D930,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,865.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.033058,-85.025162,STOP SIGN,330D930001,00,,--
0.243,HAMILTON,0D930,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,723.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.03387,-85.029332,087,330D930001,00,,--
0,HAMILTON,0D931,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,861.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.023676,-85.024278,STOP SIGN,330D931001,00,,--
0.083,HAMILTON,0D931,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,856,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.022581,-85.024908,STOP SIGN,330D931001,00,,--
0,HAMILTON,0D932,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,835.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.017013,-85.03231,STOP SIGN,330D932001,00,,--
0.207,HAMILTON,0D932,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,853,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.018008,-85.029131,YIELD SIGN,330D932001,00,,--
0.337,HAMILTON,0D932,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,865.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.017838,-85.026845,STOP SIGN,330D932001,00,,--
0.681,HAMILTON,0D933,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,845.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.021197,-85.023351,STOP SIGN,330D933001,00,,--
0,HAMILTON,0D934,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,856.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.023289,-85.026847,STOP SIGN,330D934001,00,,--
0.318,HAMILTON,0D934,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,860.6,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.023261,-85.023883,YIELD SIGN,330D934001,00,,--
0,HAMILTON,0D935,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,913.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.016581,-85.010825,STOP SIGN,330D935001,00,,--
1.31,HAMILTON,0D935,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,934.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,34.999445,-85.017612,087,330D935001,00,,--
0,HAMILTON,0D936,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,859.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.023541,-85.023645,STOP SIGN,330D936001,00,,--
0.093,HAMILTON,0D936,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,853.7,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.022364,-85.024403,087,330D936001,00,,--
0.567,HAMILTON,0D936,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,862.5,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.016092,-85.027719,087,330D936001,00,,--
2.435,HAMILTON,0D936,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,896,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,34.990128,-85.035993,STOP SIGN,330D936001,00,,--
0,HAMILTON,0D937,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,906.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,34.989628,-85.037583,STOP SIGN,330D937001,00,,--
0.086,HAMILTON,0D939,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,677.8,905   TRAFFIC SIGNAL,AUTO_INV,3/20/2009 7:47:24 AM,35.047156,-85.308382,080,330D939001,00,,--
0.173,HAMILTON,0D939,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,685,905   TRAFFIC SIGNAL,AUTO_INV,3/20/2009 7:47:24 AM,35.048387,-85.308471,080,330D939001,00,,--
0.262,HAMILTON,0D939,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,688,905   TRAFFIC SIGNAL,AUTO_INV,3/20/2009 7:47:24 AM,35.049717,-85.308544,080,330D939001,00,,--
0.441,HAMILTON,0D939,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,691.6,905   TRAFFIC SIGNAL,JOHNSON,9/24/2013 2:06:25 PM,35.052266,-85.308581,STOP SIGN,330D939001,00,,--
0.528,HAMILTON,0D939,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,709,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.053544,-85.308618,087,330D939001,00,,--
0.617,HAMILTON,0D939,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,700.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.054822,-85.308665,087,330D939001,00,,--
0.735,HAMILTON,0D939,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,673.9,905   TRAFFIC SIGNAL,ALLEN,8/13/2013 8:44:58 AM,35.055663,-85.309722,STOP SIGN,330D939001,00,,--
0,HAMILTON,0D941,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,985.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,34.998402,-85.00306,STOP SIGN,330D941001,00,,--
0.235,HAMILTON,0D941,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,894.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,34.995888,-85.005665,087,330D941001,00,,--
2.154,HAMILTON,0D941,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,857.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.011303,-85.030359,STOP SIGN,330D941001,00,,--
0,HAMILTON,0D942,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,959.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,34.995741,-84.995596,STOP SIGN,330D942001,00,,--
0,HAMILTON,0D943,0-NONE ,1,2,9-OTHER-MINOR,2-WAY STOP,0,926.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,34.990422,-84.980606,087,330D943001,00,,--
0,HAMILTON,0D945,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,1012.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.010686,-84.997385,STOP SIGN,330D945001,00,,--
1.015,HAMILTON,0D945,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,961.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,34.996911,-84.998907,STOP SIGN,330D945001,00,,--
0,HAMILTON,0D946,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,941.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,34.99059,-84.979628,STOP SIGN,330D946001,00,,--
0,HAMILTON,0D948,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,978.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.010073,-84.989347,STOP SIGN,330D948001,00,,--
0,HAMILTON,0D949,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,976.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.011273,-84.99558,STOP SIGN,330D949001,00,,--
0,HAMILTON,0D950,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,883.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.02237,-85.002554,STOP SIGN,330D950001,00,,--
1.116,HAMILTON,0D950,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,848.4,904   4-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.021997,-85.022034,089,330D950001,00,,--
0,HAMILTON,0D951,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,863.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.02229,-85.018774,STOP SIGN,330D951001,00,,--
0,HAMILTON,0D952,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,835.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.088762,-85.01207,STOP SIGN,330D952001,00,,--
0.087,HAMILTON,0D952,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,736.9,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.087533,-85.011954,087,330D952001,00,,--
1.221,HAMILTON,0D952,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,866.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.076524,-84.998962,STOP SIGN,330D952001,00,,--
0,HAMILTON,0D953,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,891.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.034598,-85.021582,STOP SIGN,330D953001,00,,--
0.829,HAMILTON,0D953,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,860.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.02409,-85.023976,STOP SIGN,330D953001,00,,--
0,HAMILTON,0D954,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,853.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.052097,-84.998253,STOP SIGN,330D954001,00,,--
0,HAMILTON,0D955,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,878.9,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.0402,-85.015655,YIELD SIGN,330D955001,00,,--
0,HAMILTON,0D958,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,710.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.159413,-85.059752,STOP SIGN,330D958001,00,,--
0,HAMILTON,0D961,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,733.3,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.153238,-85.06888,YIELD SIGN,330D961001,00,,--
0,HAMILTON,0D962,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,718.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.153,-85.068156,STOP SIGN,330D962001,00,,--
0.772,HAMILTON,0D962,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,695.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.154712,-85.061596,STOP SIGN,330D962001,00,,--
0,HAMILTON,0D963,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,692.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.150422,-85.061143,STOP SIGN,330D963001,00,,--
0,HAMILTON,0D964,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,750.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.133181,-85.071698,STOP SIGN,330D964001,00,,--
0.724,HAMILTON,0D964,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,772.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.126729,-85.078719,STOP SIGN,330D964001,00,,--
0,HAMILTON,0D966,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,720.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.134328,-85.075085,STOP SIGN,330D966001,00,,--
0,HAMILTON,0D967,0-NONE ,1,3,9-OTHER-MINOR,1-WAY STOP,0,698.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.133855,-85.079266,STOP SIGN,330D967001,00,,--
1.239,HAMILTON,0D967,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,698.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.133855,-85.079266,STOP SIGN,330D967001,00,,--
0,HAMILTON,0D968,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,769,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.142263,-85.087357,STOP SIGN,330D968001,00,,--
0,HAMILTON,0D969,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,745.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.146868,-85.082134,STOP SIGN,330D969001,00,,--
0.394,HAMILTON,0D969,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,754.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.146325,-85.083061,STOP SIGN,330D969001,00,,--
0,HAMILTON,0D970,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,723.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.14142,-85.090974,STOP SIGN,330D970001,00,,--
0,HAMILTON,0D971,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,839.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.139376,-85.106196,STOP SIGN,330D971001,00,,--
0,HAMILTON,0D972,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,864.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.136854,-85.107643,STOP SIGN,330D972001,00,,--
0,HAMILTON,0D973,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,813.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.139002,-85.107791,STOP SIGN,330D973001,00,,--
0,HAMILTON,0D974,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,693.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.144998,-85.112226,STOP SIGN,330D974001,00,,--
0,HAMILTON,0D975,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,848.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.124572,-85.115458,STOP SIGN,330D975001,00,,--
0.062,HAMILTON,0D975,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,879.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.12547,-85.115399,STOP SIGN,330D975001,00,,--
0,HAMILTON,0D976,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,905.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.125913,-85.115908,STOP SIGN,330D976001,00,,--
0,HAMILTON,0D977,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,949.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.125539,-85.117218,STOP SIGN,330D977001,00,,--
0,HAMILTON,0D982,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,741.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.120834,-85.120181,STOP SIGN,330D982001,00,,--
0.296,HAMILTON,0D982,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,918,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.12345,-85.116733,STOP SIGN,330D982001,00,,--
0,HAMILTON,0D983,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,762.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.114122,-85.117149,STOP SIGN,330D983001,00,,--
0,HAMILTON,0D984,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,743.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.115274,-85.11723,STOP SIGN,330D984001,00,,--
0,HAMILTON,0D985,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,742.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.120951,-85.120296,STOP SIGN,330D985001,00,,--
0.23,HAMILTON,0D985,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,717.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.122538,-85.121768,STOP SIGN,330D985001,00,,--
0,HAMILTON,0D987,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,771.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.091388,-85.060027,STOP SIGN,330D987001,00,,--
0.257,HAMILTON,0D987,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,777.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.093127,-85.064198,STOP SIGN,330D987001,00,,--
0,HAMILTON,0D988,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,756.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.093339,-85.058259,STOP SIGN,330D988001,00,,--
0.419,HAMILTON,0D988,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,801.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.095136,-85.063472,STOP SIGN,330D988001,00,,--
0,HAMILTON,0D989,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,722.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.16383,-85.033999,STOP SIGN,330D989001,00,,--
0,HAMILTON,0D991,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,848.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.096764,-85.013185,STOP SIGN,330D991001,00,,--
0,HAMILTON,0D992,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,804.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.082476,-85.028706,STOP SIGN,330D992001,00,,--
2.598,HAMILTON,0D992,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,832.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.088694,-85.012263,STOP SIGN,330D992001,00,,--
0,HAMILTON,0D993,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,765.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.075833,-85.061325,STOP SIGN,330D993001,00,,--
0.121,HAMILTON,0D993,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,767.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.074765,-85.061064,STOP SIGN,330D993001,00,,--
0,HAMILTON,0D994,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,819.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.073553,-85.055361,STOP SIGN,330D994001,00,,--
0,HAMILTON,0D995,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,790.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.073705,-85.05821,STOP SIGN,330D995001,00,,--
0,HAMILTON,0D998,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,797.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.074864,-85.054641,STOP SIGN,330D998001,00,,--
0,HAMILTON,0D999,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,787.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.074458,-85.057831,STOP SIGN,330D999001,00,,--
0.072,HAMILTON,0D999,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,803.1,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:24 AM,35.074042,-85.056702,087,330D999001,00,,--
0,HAMILTON,0E001,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,771.7,901   1-WAY STOP ,HICKS,8/2/2017 7:38:47 AM,35.063186,-85.075318,STOP SIGN,330E001001,00,,--
0,HAMILTON,0E002,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,775.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.057834,-85.067662,STOP SIGN,330E002001,00,,--
0,HAMILTON,0E003,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,818.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.055826,-85.066539,STOP SIGN,330E003001,00,,--
0.249,HAMILTON,0E003,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,781.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.056818,-85.06838,STOP SIGN,330E003001,00,,--
0,HAMILTON,0E004,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,787.1,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.053896,-85.053588,YIELD SIGN,330E004001,00,,--
0,HAMILTON,0E005,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,836.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.067828,-85.037933,STOP SIGN,330E005001,00,,--
0,HAMILTON,0E006,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,788.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.054522,-85.049872,STOP SIGN,330E006001,00,,--
0,HAMILTON,0E007,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,683.7,901   1-WAY STOP ,WICHMAN,3/14/2012 8:16:39 AM,35.04282,-85.184958,--,330E007001,00,,--
0,HAMILTON,0E008,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,792.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.053539,-85.048379,STOP SIGN,330E008001,00,,--
1.49,HAMILTON,0E008,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,844.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.06703,-85.0383,STOP SIGN,330E008001,00,,--
0,HAMILTON,0E009,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,840.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.064619,-85.035905,STOP SIGN,330E009001,00,,--
0.074,HAMILTON,0E009,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,862.9,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:24 AM,35.06389,-85.03683,YIELD SIGN,330E009001,00,,--
0,HAMILTON,0E010,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,838.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.060943,-85.032624,STOP SIGN,330E010001,00,,--
0,HAMILTON,0E011,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,2111.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.008482,-85.34568,STOP SIGN,330E011001,00,,--
0.163,HAMILTON,0E011,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,2128.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.007149,-85.343316,STOP SIGN,330E011001,00,,--
0,HAMILTON,0E012,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,797.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.053713,-85.044924,STOP SIGN,330E012001,00,,--
0,HAMILTON,0E013,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,790,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.053744,-85.041889,STOP SIGN,330E013001,00,,--
0.219,HAMILTON,0E013,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,820.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.056856,-85.042049,STOP SIGN,330E013001,00,,--
0,HAMILTON,0E014,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,790.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.05387,-85.040785,STOP SIGN,330E014001,00,,--
0,HAMILTON,0E015,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,799.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:24 AM,35.054174,-85.039704,STOP SIGN,330E015001,00,,--
