"BLM","County","Route","Sp Case","Co. Seq.","I. C. Order","Item Code","Route Feature Desc","Description Code Flag","GPS Elevation","Description Code","Updated By","Updated On","GPS Latitude","GPS Longitude","GPS Code","ID NUMBER","Sub Route","Mile Post","Mile Post Suffix"
0,HAMILTON,0A542,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,683.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023114,-85.268904,STOP SIGN,330A542001,00,,--
0.093,HAMILTON,0A542,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,700.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.022557,-85.267395,087,330A542001,00,,--
0,HAMILTON,0A543,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,755.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.024483,-85.264454,STOP SIGN,330A543001,00,,--
0.057,HAMILTON,0A543,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,742.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.023725,-85.264913,087,330A543001,00,,--
0.113,HAMILTON,0A543,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,713.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023007,-85.265331,STOP SIGN,330A543001,00,,--
0,HAMILTON,0A544,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,692.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.026205,-85.267093,STOP SIGN,330A544001,00,,--
0,HAMILTON,0A545,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,757.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.02123,-85.266736,STOP SIGN,330A545001,00,,--
0.17,HAMILTON,0A545,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,792.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.019073,-85.268186,STOP SIGN,330A545001,00,,--
0.356,HAMILTON,0A545,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,705.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.019852,-85.271107,087,330A545001,00,,--
0.534,HAMILTON,0A545,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,671.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020915,-85.273962,STOP SIGN,330A545001,00,,--
0.146,HAMILTON,0A546,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,670.3,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.020203,-85.274312,087,330A546001,00,,--
0.317,HAMILTON,0A546,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,701.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.019171,-85.271574,087,330A546001,00,,--
0.474,HAMILTON,0A546,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,752.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.01922,-85.269444,STOP SIGN,330A546001,00,,--
0,HAMILTON,0A547,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,669.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.02338,-85.27262,STOP SIGN,330A547001,00,,--
0.506,HAMILTON,0A547,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,673.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.016692,-85.276172,STOP SIGN,330A547001,00,,--
0,HAMILTON,0A548,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,671.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020684,-85.274094,STOP SIGN,330A548001,00,,--
0,HAMILTON,0A549,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,664.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020686,-85.27568,STOP SIGN,330A549001,00,,--
0.102,HAMILTON,0A549,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,664.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.02204,-85.274956,087,330A549001,00,,--
0.24,HAMILTON,0A549,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,668,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023876,-85.273953,STOP SIGN,330A549001,00,,--
0,HAMILTON,0A550,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,669.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.02155,-85.273608,STOP SIGN,330A550001,00,,--
0.215,HAMILTON,0A550,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,668.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022816,-85.277068,STOP SIGN,330A550001,00,,--
0,HAMILTON,0A552,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,666.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.02058,-85.275381,STOP SIGN,330A552001,00,,--
0.161,HAMILTON,0A552,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,667.7,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.019015,-85.274904,087,330A552001,00,,--
0.329,HAMILTON,0A552,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,690.3,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.018022,-85.272208,087,330A552001,00,,--
0,HAMILTON,0A553,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,759.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020077,-85.268733,STOP SIGN,330A553001,00,,--
0.109,HAMILTON,0A553,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,702.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.020745,-85.270491,087,330A553001,00,,--
0.136,HAMILTON,0A554,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,697.5,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.016766,-85.272905,087,330A554001,00,,--
0.304,HAMILTON,0A554,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,669.3,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.017776,-85.275586,087,330A554001,00,,--
0,HAMILTON,0A555,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,665.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.043875,-85.321211,STOP SIGN,330A555001,00,,--
0,HAMILTON,0A556,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,672.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.017034,-85.277132,STOP SIGN,330A556001,00,,--
0,HAMILTON,0A559,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,686,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.017099,-85.273795,STOP SIGN,330A559001,00,,--
0.093,HAMILTON,0A559,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,680.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.018355,-85.273096,STOP SIGN,330A559001,00,,--
0,HAMILTON,0A561,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,759.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.00116,-85.094107,STOP SIGN,330A561001,00,,--
0,HAMILTON,0A562,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,688.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.015949,-85.274136,STOP SIGN,330A562001,00,,--
0.079,HAMILTON,0A562,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,687.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.017011,-85.273561,STOP SIGN,330A562001,00,,--
0,HAMILTON,0A564,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,663.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.026387,-85.280933,STOP SIGN,330A564001,00,,--
0.149,HAMILTON,0A564,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,653.9,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.02443,-85.282001,087,330A564001,00,,--
0,HAMILTON,0A565,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,660.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020784,-85.280834,STOP SIGN,330A565001,00,,--
0.352,HAMILTON,0A565,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,669,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.025458,-85.278274,STOP SIGN,330A565001,00,,--
0,HAMILTON,0A566,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,664.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.025842,-85.279372,STOP SIGN,330A566001,00,,--
0.355,HAMILTON,0A566,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,657.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.021179,-85.281912,087,330A566001,00,,--
0,HAMILTON,0A567,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,657.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.025176,-85.28062,STOP SIGN,330A567001,00,,--
0.046,HAMILTON,0A567,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,659.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.024875,-85.279893,087,330A567001,00,,--
0.112,HAMILTON,0A567,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,664,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.024496,-85.278818,087,330A567001,00,,--
0.18,HAMILTON,0A567,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,673.9,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.024109,-85.277726,087,330A567001,00,,--
0.249,HAMILTON,0A567,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,668.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023708,-85.276597,STOP SIGN,330A567001,00,,--
0,HAMILTON,0A568,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,664,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.021955,-85.277552,STOP SIGN,330A568001,00,,--
0.067,HAMILTON,0A568,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,675.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.022344,-85.278635,087,330A568001,00,,--
0.137,HAMILTON,0A568,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,666.3,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.022745,-85.279771,087,330A568001,00,,--
0.203,HAMILTON,0A568,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,658.5,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.023149,-85.280829,087,330A568001,00,,--
0.249,HAMILTON,0A568,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,655.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023439,-85.281566,STOP SIGN,330A568001,00,,--
0,HAMILTON,0A569,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,659.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.02144,-85.282657,STOP SIGN,330A569001,00,,--
0.183,HAMILTON,0A569,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,664.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020375,-85.279701,STOP SIGN,330A569001,00,,--
0,HAMILTON,0A570,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,669,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.021222,-85.279248,STOP SIGN,330A570001,00,,--
0.066,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,665.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.021631,-85.280376,087,330A570001,00,,--
0.133,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,658.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.022031,-85.28144,087,330A570001,00,,--
0.18,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,657.5,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.022303,-85.282187,087,330A570001,00,,--
0.477,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,657.5,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.02389,-85.286571,087,330A570001,00,,--
0.512,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,659.1,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.024083,-85.287128,087,330A570001,00,,--
0.573,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,656.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.024433,-85.288128,087,330A570001,00,,--
0.637,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,655.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.024788,-85.289172,087,330A570001,00,,--
0.702,HAMILTON,0A570,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,660.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.025152,-85.290189,STOP SIGN,330A570001,00,,--
0,HAMILTON,0A571,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,655.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.024136,-85.281186,STOP SIGN,330A571001,00,,--
0.101,HAMILTON,0A571,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,659.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.024708,-85.282752,STOP SIGN,330A571001,00,,--
0,HAMILTON,0A572,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,653.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022906,-85.283767,STOP SIGN,330A572001,00,,--
0.284,HAMILTON,0A572,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,665,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.026654,-85.281704,STOP SIGN,330A572001,00,,--
0,HAMILTON,0A575,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,655.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.019586,-85.278847,STOP SIGN,330A575001,00,,--
0.066,HAMILTON,0A575,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,663.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.019975,-85.279916,STOP SIGN,330A575001,00,,--
0,HAMILTON,0A576,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,650.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.019764,-85.284545,STOP SIGN,330A576001,00,,--
0,HAMILTON,0A577,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,654.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020417,-85.283218,STOP SIGN,330A577001,00,,--
0,HAMILTON,0A578,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,669.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.026979,-85.282617,STOP SIGN,330A578001,00,,--
0.625,HAMILTON,0A578,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,672.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.027321,-85.283585,STOP SIGN,330A578001,00,,--
0,HAMILTON,0A580,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,669.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.027851,-85.285079,STOP SIGN,330A580001,00,,--
0.503,HAMILTON,0A580,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,656.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.021201,-85.288701,STOP SIGN,330A580001,00,,--
0,HAMILTON,0A581,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,659.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.027625,-85.287631,STOP SIGN,330A581001,00,,--
0.065,HAMILTON,0A581,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,666,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.027259,-85.286596,087,330A581001,00,,--
0.125,HAMILTON,0A581,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,668.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.026883,-85.285598,STOP SIGN,330A581001,00,,--
0,HAMILTON,0A582,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,659.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.027065,-85.289176,STOP SIGN,330A582001,00,,--
0.065,HAMILTON,0A582,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,661.7,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.0267,-85.288133,087,330A582001,00,,--
0,HAMILTON,0A583,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,664.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.026128,-85.289672,STOP SIGN,330A583001,00,,--
0.067,HAMILTON,0A583,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,657.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.025747,-85.288639,087,330A583001,00,,--
0.13,HAMILTON,0A583,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,657.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.025379,-85.287613,087,330A583001,00,,--
0.193,HAMILTON,0A583,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,659.1,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.025022,-85.286609,087,330A583001,00,,--
0,HAMILTON,0A584,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,656.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022906,-85.287112,STOP SIGN,330A584001,00,,--
0.036,HAMILTON,0A584,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,658.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023114,-85.287659,STOP SIGN,330A584001,00,,--
0,HAMILTON,0A585,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,658.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022222,-85.288146,STOP SIGN,330A585001,00,,--
0.09,HAMILTON,0A585,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,655.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.021689,-85.28665,087,330A585001,00,,--
0,HAMILTON,0A586,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,656.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.021014,-85.288166,STOP SIGN,330A586001,00,,--
0.079,HAMILTON,0A586,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,656.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.022026,-85.287596,087,330A586001,00,,--
0,HAMILTON,0A587,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,657.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023131,-85.285877,STOP SIGN,330A587001,00,,--
0.185,HAMILTON,0A587,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,654.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020678,-85.287196,STOP SIGN,330A587001,00,,--
0,HAMILTON,0A588,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,652.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.020336,-85.286207,STOP SIGN,330A588001,00,,--
0.186,HAMILTON,0A588,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,656.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022772,-85.284871,STOP SIGN,330A588001,00,,--
0,HAMILTON,0A589,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,665.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.028212,-85.286075,STOP SIGN,330A589001,00,,--
0.141,HAMILTON,0A589,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,662.7,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.026324,-85.287094,087,330A589001,00,,--
0.502,HAMILTON,0A589,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,657.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.021554,-85.289706,STOP SIGN,330A589001,00,,--
0,HAMILTON,0A590,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,658.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.021902,-85.290701,STOP SIGN,330A590001,00,,--
0.506,HAMILTON,0A590,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,664.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.028604,-85.2871,STOP SIGN,330A590001,00,,--
0,HAMILTON,0A591,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,657.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022561,-85.289142,STOP SIGN,330A591001,00,,--
0.065,HAMILTON,0A591,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,651.9,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.022924,-85.290178,087,330A591001,00,,--
0.127,HAMILTON,0A591,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,653.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023274,-85.2912,STOP SIGN,330A591001,00,,--
0,HAMILTON,0A592,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,659.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023696,-85.297259,STOP SIGN,330A592001,00,,--
0.044,HAMILTON,0A592,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,656.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.024129,-85.29669,087,330A592001,00,,--
0.546,HAMILTON,0A592,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,667.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.030837,-85.293265,STOP SIGN,330A592001,00,,--
0,HAMILTON,0A593,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,678.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.074845,-85.258558,STOP SIGN,330A593001,00,,--
0.473,HAMILTON,0A593,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,671.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.077667,-85.266132,STOP SIGN,330A593001,00,,--
0,HAMILTON,0A594,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,680.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.041936,-85.280178,STOP SIGN,330A594001,00,,--
0,HAMILTON,0A595,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,656.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022942,-85.293537,STOP SIGN,330A595001,00,,--
0.136,HAMILTON,0A595,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,653.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.021745,-85.295412,STOP SIGN,330A595001,00,,--
0,HAMILTON,0A596,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,651.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022521,-85.29615,STOP SIGN,330A596001,00,,--
0.1,HAMILTON,0A596,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,655.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.023411,-85.29479,STOP SIGN,330A596001,00,,--
0,HAMILTON,0A597,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,658.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022368,-85.297524,STOP SIGN,330A597001,00,,--
0,HAMILTON,0A598,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,662.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.024567,-85.297872,STOP SIGN,330A598001,00,,--
0,HAMILTON,0A599,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,661.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.025361,-85.298569,STOP SIGN,330A599001,00,,--
0.145,HAMILTON,0A600,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,659.4,905   TRAFFIC SIGNAL,AUTO_INV,3/20/2009 7:47:22 AM,35.02628,-85.299355,080,330A600001,00,,--
0,HAMILTON,0A601,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,665.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.016917,-85.320217,STOP SIGN,330A601001,00,,--
0,HAMILTON,0A603,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,660.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.030244,-85.297226,STOP SIGN,330A603001,00,,--
0.186,HAMILTON,0A603,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,659.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.02909,-85.294232,STOP SIGN,330A603001,00,,--
0,HAMILTON,0A604,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,663.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.02993,-85.293775,STOP SIGN,330A604001,00,,--
0.186,HAMILTON,0A604,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,663.7,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.031052,-85.296776,087,330A604001,00,,--
