Index,GridBlock,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
261,377,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0
262,378,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
263,381,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
265,386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
266,390,0,0,0,0,0,4,2,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
267,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
268,392,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,2,0,1,0,0,0,1,0
269,393,0,1,0,0,0,0,1,0,0,0,0,2,1,0,2,2,1,3,0,0,0,0,0,0
270,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
271,395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
272,396,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0
273,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
274,398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
275,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
276,402,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1,2,2,5,0,2,0,0,1,0
277,403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
278,404,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,1,3,2,0,3,0,1,0,0
279,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0
280,406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
281,407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
282,409,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,410,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
284,411,0,0,0,0,0,1,2,2,8,1,1,0,6,2,3,4,2,5,2,4,0,1,0,0
285,412,0,0,0,0,0,0,3,1,1,1,0,0,0,1,6,2,2,3,0,0,0,0,0,0
286,413,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
287,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288,415,0,0,0,0,1,0,0,1,2,0,2,2,2,3,1,3,1,3,1,0,2,1,0,0
289,416,2,0,0,0,0,0,0,0,2,0,1,1,2,0,5,2,1,4,0,1,0,1,0,0
290,417,1,0,0,0,0,1,0,0,5,1,6,3,8,2,5,4,8,6,9,3,2,0,1,0
291,418,0,0,0,0,0,0,0,0,0,1,3,2,4,4,3,2,11,6,2,1,2,0,1,1
292,419,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,420,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,421,0,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0
295,425,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
296,426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
297,432,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
298,434,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
299,438,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,3,0,0,0,0,0
300,440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,441,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
302,443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303,444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
304,447,0,0,0,0,0,0,0,1,1,0,0,2,3,1,0,1,2,1,1,0,0,1,2,0
305,448,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
306,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0
308,451,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0
309,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
310,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
311,454,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,456,0,0,0,0,0,0,0,1,6,1,0,2,1,0,1,0,3,4,1,0,0,0,0,0
313,457,0,0,0,0,0,0,0,0,1,4,1,0,2,5,2,2,1,1,0,0,0,0,0,0
314,458,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,4,1,0,1,0,2,0,0
315,460,0,0,0,0,0,1,2,2,2,1,0,0,1,0,0,5,0,0,0,1,0,0,0,0
316,461,0,0,0,0,0,1,0,2,4,2,2,6,7,4,1,7,1,7,3,3,1,1,1,0
317,462,0,0,0,0,0,2,1,1,7,4,6,2,8,3,4,9,6,6,3,0,3,1,1,0
318,463,1,0,0,0,0,0,0,0,2,1,0,2,1,3,0,1,2,0,1,0,1,0,1,0
319,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
320,465,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0
321,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
322,469,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0
323,470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325,478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,480,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,3,0,1,0,2,0,0
327,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
328,482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
330,485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,486,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0
332,487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
333,489,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
334,492,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
335,495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0
336,496,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,3,0,0,2,0,0,0
337,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0
338,498,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340,500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
341,501,0,0,0,1,0,0,1,2,3,1,0,0,1,0,0,0,3,1,0,0,1,0,0,0
342,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
343,507,0,0,0,0,0,1,0,2,0,1,1,0,1,0,5,1,1,4,0,1,2,0,0,0
344,508,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
345,509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,510,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,2,4,2,0,0,0,0
347,511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
348,512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
349,513,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,2,0,0,0,0,1,0,0
350,514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,516,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
353,528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,0,0
354,530,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
355,531,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,532,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
357,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
359,535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,537,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,0,4,0,0,0,0,0,1,0
361,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0
362,542,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
363,543,0,0,0,0,0,3,0,0,4,0,2,6,1,1,2,7,4,4,0,0,1,0,0,0
364,544,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0
365,545,0,1,0,0,0,0,0,1,1,1,0,1,0,2,1,1,0,7,1,2,1,0,1,0
366,546,0,0,0,0,0,0,2,0,1,1,1,0,3,1,3,0,5,3,0,0,0,0,3,0
367,547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
368,548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
369,550,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,551,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
371,552,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
372,553,1,0,0,0,0,0,1,0,1,7,4,4,1,2,2,1,1,1,0,0,0,2,0,0
373,554,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
374,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
375,557,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0
376,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
378,564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
381,572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
382,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
383,574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0
384,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
385,576,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,4,2,0,3,0,0,0,1,0
386,577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
387,578,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
388,579,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,4,2,6,0,0,1,0
389,580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
390,582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
392,584,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,5,2,1,0,0,0,0,0
393,585,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
394,586,0,0,0,0,0,0,0,2,0,2,0,0,6,1,3,1,4,3,3,0,2,1,1,0
395,587,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,4,2,0,0,0,0,0
396,588,0,0,0,4,0,0,0,2,1,0,0,2,2,3,1,1,3,1,0,0,0,3,0,0
397,589,0,0,0,0,0,0,4,3,6,0,0,1,2,4,2,1,8,1,2,0,3,0,1,1
398,590,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
399,591,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,1,0,0
400,592,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,1,3,0,0,0,0,1,0
401,593,0,0,0,0,0,0,0,1,3,1,0,0,1,1,1,0,3,5,0,0,0,0,0,0
402,594,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
403,595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405,597,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
406,598,0,0,0,0,0,0,1,2,2,4,2,2,1,2,3,4,2,1,2,0,0,0,0,1
407,599,0,0,0,0,0,1,1,5,0,1,4,2,1,1,1,2,1,1,0,0,3,0,0,0
408,603,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
409,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
410,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
411,609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,610,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
413,612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
414,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
415,614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
416,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
417,618,0,0,0,0,0,0,0,0,1,3,0,1,1,2,6,0,4,6,1,1,0,0,0,0
418,619,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
419,620,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
420,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421,622,0,0,0,0,0,0,0,1,1,0,5,2,2,3,3,6,2,3,4,1,2,0,0,0
422,623,0,0,0,0,0,0,1,1,2,1,0,0,0,7,3,4,1,1,3,0,2,0,0,0
423,624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
424,625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
425,626,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,5,3,0,0,0,1,0,0
426,627,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,3,1,0,0,0,2,0,0
427,629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
429,631,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0
430,632,0,0,0,0,0,0,1,1,0,0,4,1,4,3,5,1,3,4,2,1,1,0,2,1
431,633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
432,634,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
433,635,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
434,636,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
435,637,0,0,0,0,0,0,1,1,3,2,0,0,0,1,1,1,3,1,0,0,0,0,0,0
436,638,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0
437,639,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
438,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
439,641,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
440,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
441,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
443,653,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0
444,659,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
445,660,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
446,661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,1,0
448,663,0,0,0,0,0,0,1,1,1,1,0,2,0,1,2,3,2,5,1,0,0,0,0,0
449,666,0,0,0,0,0,0,2,3,1,0,2,0,1,1,0,6,3,4,0,2,2,0,1,0
450,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
451,672,3,0,0,0,0,0,0,1,2,3,1,2,3,0,1,2,4,3,1,0,0,0,0,1
452,673,0,0,0,0,0,0,0,0,1,1,0,5,1,1,0,0,2,2,0,0,0,0,0,0
453,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,677,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
455,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457,681,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
458,682,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
460,688,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461,690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
463,692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
464,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
465,699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
466,700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
467,701,0,0,1,0,0,0,0,1,3,1,0,1,0,2,0,0,1,2,0,1,0,0,0,0
468,702,0,0,0,0,0,1,0,0,0,2,0,4,3,10,3,5,5,1,2,0,0,0,0,0
469,703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
470,704,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
471,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
472,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,711,0,0,0,0,0,0,1,1,1,0,0,2,1,1,2,0,4,0,0,0,3,0,0,0
475,718,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
476,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
477,720,0,0,0,0,0,5,0,4,3,0,0,3,0,2,0,0,1,4,1,0,0,0,2,0
478,721,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,3,0,1,0,0,0,0,0,1
479,722,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480,723,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
481,724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,725,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
484,728,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,0,0,0,0,0,0
485,729,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
486,730,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
487,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
489,733,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
490,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
491,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
492,736,0,0,0,0,0,1,2,8,4,0,0,3,2,1,10,4,3,2,0,0,0,0,0,0
493,737,0,0,0,0,0,0,0,4,1,5,14,5,14,14,7,2,5,3,2,2,1,0,0,0
494,738,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
495,741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
496,746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
497,747,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
498,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,755,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0
500,756,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
501,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
502,760,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0
503,761,0,0,0,0,0,0,2,0,0,1,0,0,1,2,6,2,4,1,2,0,1,0,0,2
504,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505,764,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
506,765,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,2,0,1,0,1,0,0
507,766,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
508,767,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
509,768,0,0,0,0,0,0,0,1,0,2,3,2,7,0,3,2,0,6,2,0,1,0,0,0
510,769,0,0,0,0,1,0,0,6,1,2,1,3,2,1,2,3,5,6,1,2,0,0,1,0
511,770,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,2,3,1,0,0,0,0,0,0
512,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
513,772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,779,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,780,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0,0,0
517,784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,789,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
519,790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
520,791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0
521,794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,798,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,2,0,5,0,0,0,0,0
523,799,0,0,0,0,0,1,1,0,1,0,5,2,8,1,4,6,5,4,4,1,0,1,0,1
524,800,0,0,3,0,0,0,0,1,3,2,2,4,0,2,2,5,5,0,0,1,0,0,0,0
525,801,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0
526,803,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,804,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
528,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
