GRID_ID,ORIG_FID,X,Y,Center_Lat,Center_Long,Ghost_Lat,Ghost_Long
Z-18,236,-85.2206648,35.03754494,,,35.0396843468807,-85.221670782071
Z-18,236,-85.21345069,35.03492083,,,35.0357481818807,-85.210849617071
AA-18,237,-85.20623705,35.03229631,35.0306419112378,-85.2114391658521,35.0331235093811,-85.203635992074
AA-18,237,-85.20942787,35.02636303,,,35.0242235893811,-85.208422222074
AA-18,237,-85.2166411,35.02898735,,,35.0281600693811,-85.2192420670739
AA-18,237,-85.21345069,35.03492083,,,35.0370602893811,-85.214456452074
AA-18,237,-85.20623705,35.03229631,,,35.0331235093811,-85.203635992074
AB-18,238,-85.1990239,35.02967137,35.0280172803149,-85.2042259720795,35.0304984148426,-85.1964228639602
AB-18,238,-85.20221511,35.02373829,,,35.0215987948426,-85.2012096789602
AB-18,238,-85.20942787,35.02636303,,,35.0255359048426,-85.2120288189603
AB-18,238,-85.20623705,35.03229631,,,35.0344358248426,-85.2072425889602
AB-18,238,-85.1990239,35.02967137,,,35.0304984148426,-85.1964228639602
AC-18,239,-85.19181122,35.02704601,35.025392233892,-85.1970132546385,35.027872898054,-85.1892102026808
AC-18,239,-85.19500283,35.02111314,,,35.018973593054,-85.1939976176808
AC-18,239,-85.20221511,35.02373829,,,35.022911318054,-85.2048160376808
AC-18,239,-85.1990239,35.02967137,,,35.031810938054,-85.2000292226808
AC-18,239,-85.19181122,35.02704601,,,35.027872898054,-85.1892102026808
AD-18,240,-85.18459902,35.02442024,35.0227667712355,-85.1898010158346,35.0252469743822,-85.1819980220827
AD-18,240,-85.18779104,35.01848757,,,35.0163479693822,-85.1867860520827
AD-18,240,-85.19500283,35.02111314,,,35.0202863243822,-85.1976037370827
AD-18,240,-85.19181122,35.02704601,,,35.0291856293822,-85.1928163220827
AD-18,240,-85.18459902,35.02442024,,,35.0252469743822,-85.1819980220827
AE-18,241,-85.17738729,35.02179405,35.0201408907738,-85.1825892539456,35.0226206296131,-85.1747863080272
AE-18,241,-85.18057971,35.01586158,,,35.0137219246131,-85.1795749380272
AE-18,241,-85.18779104,35.01848757,,,35.0176609096131,-85.1903919330272
AE-18,241,-85.18459902,35.02442024,,,35.0265599146131,-85.1856039030272
AE-18,241,-85.17738729,35.02179405,,,35.0226206296131,-85.1747863080272
AF-18,242,-85.17017604,35.01916745,35.0175145957731,-85.1753779639399,35.0199938771134,-85.1675750780301
AF-18,242,-85.17336886,35.01323518,,,35.0110954721134,-85.1723643080301
AF-18,242,-85.18057971,35.01586158,,,35.0150350721134,-85.1831805830301
AF-18,242,-85.17738729,35.02179405,,,35.0239337771134,-85.1783919530301
AF-18,242,-85.17017604,35.01916745,,,35.0199938771134,-85.1675750780301
AG-18,243,-85.16296527,35.01654043,35.0148878857724,-85.1681671539341,35.0173667021138,-85.160364328033
AG-18,243,-85.16615849,35.01060836,,,35.0084685971138,-85.1651541580329
AG-18,243,-85.17336886,35.01323518,,,35.0124088271138,-85.175969713033
AG-18,243,-85.17017604,35.01916745,,,35.0213072321138,-85.1711804830329
AG-18,243,-85.16296527,35.01654043,,,35.0173667021138,-85.160364328033
AH-18,244,-85.15575498,35.013913,35.0122607576546,-85.1609568232477,35.0147391211727,-85.1531540583762
AH-18,244,-85.1589486,35.00798112,,,35.0058413011727,-85.1579444883761
AH-18,244,-85.16615849,35.01060836,,,35.0097821611727,-85.1687593233762
AH-18,244,-85.16296527,35.01654043,,,35.0186802661727,-85.1639694933762
AH-18,244,-85.15575498,35.013913,,,35.0147391211727,-85.1531540583762
AI-18,245,-85.14854516,35.01128515,35.0096332162318,-85.1537469708054,35.0121111168841,-85.1459442545973
AI-18,245,-85.15173919,35.00535347,,,35.0032135968841,-85.1507352995973
AI-18,245,-85.1589486,35.00798112,,,35.0071550718841,-85.1615494145973
AI-18,245,-85.15575498,35.013913,,,35.0160528918841,-85.1567589845973
AI-18,245,-85.14854516,35.01128515,,,35.0121111168841,-85.1459442545973
AJ-18,246,-85.14133582,35.00865688,35.0070052588876,-85.1465375945972,35.0094826905562,-85.1387349327014
AJ-18,246,-85.14453025,35.00272541,,,35.0005854855562,-85.1435265777014
AJ-18,246,-85.15173919,35.00535347,,,35.0045275755562,-85.1543399877014
AJ-18,246,-85.14854516,35.01128515,,,35.0134250955562,-85.1495489427014
AJ-18,246,-85.14133582,35.00865688,,,35.0094826905562,-85.1387349327014
AK-18,247,-85.13412696,35.0060282,35.0043768857696,-85.139328693911,35.0068538571152,-85.1315260930445
AK-18,247,-85.13732179,35.00009693,,,34.9979569521152,-85.1363183380445
AK-18,247,-85.14453025,35.00272541,,,35.0018996721152,-85.1471310280445
AK-18,247,-85.14133582,35.00865688,,,35.0107968771152,-85.1423393830445
AK-18,247,-85.13412696,35.0060282,,,35.0068538571152,-85.1315260930445
AL-18,248,-85.12691858,35.00339911,35.0017481003085,-85.1321202720228,35.0042246148458,-85.1243177339886
AL-18,248,-85.1301138,34.99746804,,,34.9953280098458,-85.1291105639886
AL-18,248,-85.13732179,35.00009693,,,34.9992713448458,-85.1399225489886
AL-18,248,-85.13412696,35.0060282,,,35.0081682498458,-85.1351303039886
AL-18,248,-85.12691858,35.00339911,,,35.0042246148458,-85.1243177339886
AM-18,249,-85.11971067,35.0007696,34.9991189012287,-85.1249123257821,35.0015949493856,-85.117109842109
AM-18,249,-85.1229063,34.99483873,,,34.9926986443856,-85.121903287109
AM-18,249,-85.1301138,34.99746804,,,34.9966426093856,-85.132714537109
AM-18,249,-85.12691858,35.00339911,,,35.0055392143856,-85.127921707109
AM-18,249,-85.11971067,35.0007696,,,35.0015949493856,-85.117109842109
AN-18,250,-85.11250324,34.99813968,34.99648928265,-85.1177048582139,34.998964878675,-85.1099024308931
AN-18,250,-85.11569927,34.992209,,,34.990068858675,-85.114696475893
AN-18,250,-85.1229063,34.99483873,,,34.994013453675,-85.125507020893
AN-18,250,-85.11971067,35.0007696,,,35.002909758675,-85.120713575893
AN-18,250,-85.11250324,34.99813968,,,34.998964878675,-85.1099024308931
AO-18,251,-85.10529629,34.99550934,34.9938592538846,-85.1104978695678,34.9963343830577,-85.1026955002161
AO-18,251,-85.10849272,34.98957887,,,34.9874386780577,-85.1074901452161
AO-18,251,-85.11569927,34.992209,,,34.9913838730577,-85.1182999702161
AO-18,251,-85.11250324,34.99813968,,,35.0002798930577,-85.1135059252161
AO-18,251,-85.10529629,34.99550934,,,34.9963343830577,-85.1026955002161
AP-18,252,-85.09808982,34.99287858,34.9912288057662,-85.1032913588823,34.9937034671169,-85.0954890505589
AP-18,252,-85.10128665,34.98694831,,,34.9848080621169,-85.1002842955589
AP-18,252,-85.10849272,34.98957887,,,34.9887539021169,-85.1110934005589
AP-18,252,-85.10529629,34.99550934,,,34.9976496071169,-85.1062987555589
AP-18,252,-85.09808982,34.99287858,,,34.9937034671169,-85.0954890505589
AQ-18,253,-85.09088382,34.99024742,34.9885979457655,-85.0960853238766,34.9910721571173,-85.0882830680617
AQ-18,253,-85.09408105,34.98431735,,,34.9821770521173,-85.0930789130617
AQ-18,253,-85.10128665,34.98694831,,,34.9861234921173,-85.1038873130617
AQ-18,253,-85.09808982,34.99287858,,,34.9950188971173,-85.0990920680617
AQ-18,253,-85.09088382,34.99024742,,,34.9910721571173,-85.0882830680617
AR-18,254,-85.0836783,34.98761583,34.9859666738827,-85.0888797645502,34.9884404080587,-85.0810775677249
AR-18,254,-85.08687593,34.98168597,,,34.9795456180587,-85.0858740127249
AR-18,254,-85.09408105,34.98431735,,,34.9834926880587,-85.0966816927249
AR-18,254,-85.09088382,34.99024742,,,34.9923877930587,-85.0918858477249
AR-18,254,-85.0836783,34.98761583,,,34.9884404080587,-85.0810775677249
F-17,255,-85.35464063,35.09326105,35.0916003267136,-85.3598439378586,35.0940914116432,-85.3520389760707
F-17,255,-85.35782343,35.08732369,,,35.0851853716432,-85.3568131760707
F-17,255,-85.36504706,35.08993944,,,35.0891089966432,-85.3676486210707
F-17,255,-85.36186468,35.095877,,,35.0980153366432,-85.3628750510707
F-17,255,-85.35464063,35.09326105,,,35.0940914116432,-85.3520389760707
G-17,256,-85.34741707,35.09064468,35.0889842657884,-85.3526203390826,35.0914748871058,-85.3448154354587
G-17,256,-85.35060027,35.08470752,,,35.0825691471058,-85.3495902354587
G-17,256,-85.35782343,35.08732369,,,35.0864934021058,-85.3604249754587
G-17,256,-85.35464063,35.09326105,,,35.0953994421058,-85.3556507754587
G-17,256,-85.34741707,35.09064468,,,35.0914748871058,-85.3448154354587
H-17,257,-85.34019398,35.08802789,35.0863677857877,-85.3453972140769,35.0888579421061,-85.3375923629615
H-17,257,-85.34337758,35.08209093,,,35.0799525021061,-85.3423677629615
H-17,257,-85.35060027,35.08470752,,,35.0838773871061,-85.3532017979616
H-17,257,-85.34741707,35.09064468,,,35.0927831271061,-85.3484269979615
H-17,257,-85.34019398,35.08802789,,,35.0888579421061,-85.3375923629615
I-17,258,-85.33297136,35.08541068,35.0837508862491,-85.3381745609559,35.0862405768755,-85.330369759522
I-17,258,-85.33615537,35.07947392,,,35.0773354368754,-85.335145774522
I-17,258,-85.34337758,35.08209093,,,35.0812609518754,-85.345979089522
I-17,258,-85.34019398,35.08802789,,,35.0901663918754,-85.341203689522
I-17,258,-85.33297136,35.08541068,,,35.0862405768755,-85.330369759522
J-17,259,-85.32574922,35.08279306,35.0811335681332,-85.3309523852663,35.0836228059334,-85.3231476373669
J-17,259,-85.32893364,35.07685649,,,35.0747179509334,-85.3279242673669
J-17,259,-85.33615537,35.07947392,,,35.0786440959334,-85.3387568623669
J-17,259,-85.33297136,35.08541068,,,35.0875492359334,-85.3339808473669
J-17,259,-85.32574922,35.08279306,,,35.0836228059334,-85.3231476373669
K-17,260,-85.31852756,35.08017501,35.0785158307857,-85.3237306890595,35.0810045996072,-85.3159259954703
K-17,260,-85.32171238,35.07423864,,,35.0721000446072,-85.3207032254703
K-17,260,-85.32893364,35.07685649,,,35.0760268196071,-85.3315351154703
K-17,260,-85.32574922,35.08279306,,,35.0849316746072,-85.3267584854703
K-17,260,-85.31852756,35.08017501,,,35.0810045996072,-85.3159259954703
L-17,261,-85.31130638,35.07755655,35.075897675785,-85.3165094690537,35.0783859871075,-85.3087048354731
L-17,261,-85.3144916,35.07162038,,,35.0694817321075,-85.3134826654731
L-17,261,-85.32171238,35.07423864,,,35.0734091221075,-85.3243138354731
L-17,261,-85.31852756,35.08017501,,,35.0823136771075,-85.3195366054731
L-17,261,-85.31130638,35.07755655,,,35.0783859871075,-85.3087048354731
M-17,262,-85.30408566,35.07493766,35.0732791048235,-85.3092887235003,35.0757669375883,-85.3014841282498
M-17,262,-85.3072713,35.0690017,,,35.0668629975883,-85.3062625882498
M-17,262,-85.3144916,35.07162038,,,35.0707910175882,-85.3170930382498
M-17,262,-85.31130638,35.07755655,,,35.0796952725882,-85.3123152082499
M-17,262,-85.30408566,35.07493766,,,35.0757669375883,-85.3014841282498
N-17,263,-85.29686543,35.07231836,35.0706601107836,-85.3020684540421,35.0731474846082,-85.2942639179789
N-17,263,-85.30005147,35.0663826,,,35.0642438446082,-85.299042977979
N-17,263,-85.3072713,35.0690017,,,35.0681724946082,-85.3098727229789
N-17,263,-85.30408566,35.07493766,,,35.0770764346082,-85.3050942629789
N-17,263,-85.29686543,35.07231836,,,35.0731474846082,-85.2942639179789
O-17,264,-85.28964567,35.06969865,35.068040703129,-85.2948486602376,35.0705276234355,-85.2870441748812
O-17,264,-85.29283212,35.06376308,,,35.0616242684355,-85.2918238498812
O-17,264,-85.30005147,35.0663826,,,35.0655535484355,-85.3026528748812
O-17,264,-85.29686543,35.07231836,,,35.0744571884355,-85.2978738148812
O-17,264,-85.28964567,35.06969865,,,35.0705276234355,-85.2870441748812
P-17,265,-85.28242639,35.06707851,35.0654208757822,-85.2876293440306,35.0679073271089,-85.2798249129847
P-17,265,-85.28561324,35.06114314,,,35.0590042721089,-85.2846051879847
P-17,265,-85.29283212,35.06376308,,,35.0629341821089,-85.2954335079847
P-17,265,-85.28964567,35.06969865,,,35.0718375371089,-85.2906538329847
P-17,265,-85.28242639,35.06707851,,,35.0679073271089,-85.2798249129847
Q-17,266,-85.27520759,35.06445796,35.0628006307816,-85.2804105040248,35.0652866246092,-85.2726061329876
Q-17,266,-85.27839484,35.05852279,,,35.0563838696092,-85.2773870079876
Q-17,266,-85.28561324,35.06114314,,,35.0603143946092,-85.2882146079876
Q-17,266,-85.28242639,35.06707851,,,35.0692174496092,-85.2834343329876
Q-17,266,-85.27520759,35.06445796,,,35.0652866246092,-85.2726061329876
R-17,267,-85.26798926,35.06183699,35.0601799712425,-85.2731921409031,35.0626654993788,-85.2653878195484
R-17,267,-85.27117692,35.05590202,,,35.0537630443788,-85.2701693095484
R-17,267,-85.27839484,35.05852279,,,35.0576941993788,-85.2809961895484
R-17,267,-85.27520759,35.06445796,,,35.0665969543788,-85.2762153145484
R-17,267,-85.26798926,35.06183699,,,35.0626654993788,-85.2653878195484
S-17,268,-85.26077141,35.0592156,35.0575588907802,-85.2659742540132,35.0600439546099,-85.2581699879934
S-17,268,-85.26395947,35.05328083,,,35.0511417996099,-85.2629520779934
S-17,268,-85.27117692,35.05590202,,,35.0550735846099,-85.2737782529934
S-17,268,-85.26798926,35.06183699,,,35.0639760396099,-85.2689967629934
S-17,268,-85.26077141,35.0592156,,,35.0600439546099,-85.2581699879934
T-17,269,-85.25355403,35.05659379,35.0549373912409,-85.2587568408914,35.0574219893795,-85.2509526245543
T-17,269,-85.2567425,35.05065922,,,35.0485201343795,-85.2557353295543
T-17,269,-85.26395947,35.05328083,,,35.0524525493795,-85.2665607845543
T-17,269,-85.26077141,35.0592156,,,35.0613547043795,-85.2617786945543
T-17,269,-85.25355403,35.05659379,,,35.0574219893795,-85.2509526245543
U-17,270,-85.24633714,35.05397157,35.0523154757788,-85.2515399090017,35.0547996171106,-85.2437357554992
U-17,270,-85.24952601,35.0480372,,,35.0458980621106,-85.2485190604991
U-17,270,-85.2567425,35.05065922,,,35.0498310921106,-85.2593437954992
U-17,270,-85.25355403,35.05659379,,,35.0587329471106,-85.2545610904992
U-17,270,-85.24633714,35.05397157,,,35.0547996171106,-85.2437357554992
V-17,271,-85.23912072,35.05134893,35.0496931457781,-85.2443234539959,35.052176822111,-85.236519353002
V-17,271,-85.24230999,35.04541476,,,35.043275567111,-85.241303258002
V-17,271,-85.24952601,35.0480372,,,35.047209227111,-85.252127288002
V-17,271,-85.24633714,35.05397157,,,35.0561107821109,-85.247343983002
V-17,271,-85.23912072,35.05134893,,,35.052176822111,-85.236519353002
W-17,272,-85.23190477,35.04872587,35.0470703962387,-85.2371074708739,35.0495536068807,-85.2293034195631
W-17,272,-85.23509445,35.0427919,,,35.0406526518807,-85.2340879395631
W-17,272,-85.24230999,35.04541476,,,35.0445869418807,-85.2449112495631
W-17,272,-85.23912072,35.05134893,,,35.0534881968807,-85.2401273445631
W-17,272,-85.23190477,35.04872587,,,35.0495536068807,-85.2293034195631
X-17,273,-85.2246893,35.0461024,35.044447231238,-85.229891965868,35.046929984381,-85.222087967066
X-17,273,-85.22787939,35.04016863,,,35.038029329381,-85.226873102066
X-17,273,-85.23509445,35.0427919,,,35.041964234381,-85.237695692066
X-17,273,-85.23190477,35.04872587,,,35.050865189381,-85.232911172066
X-17,273,-85.2246893,35.0461024,,,35.046929984381,-85.222087967066
Y-17,274,-85.21747431,35.04347851,35.041823650776,-85.2226769389786,35.044305939612,-85.2148729955107
Y-17,274,-85.2206648,35.03754494,,,35.035405584612,-85.2196587305107
Y-17,274,-85.22787939,35.04016863,,,35.039341119612,-85.2304806155107
Y-17,274,-85.2246893,35.0461024,,,35.048241774612,-85.2256954805107
Y-17,274,-85.21747431,35.04347851,,,35.044305939612,-85.2148729955107
Z-17,275,-85.2102598,35.0408542,35.0391996507753,-85.2154623889728,35.0416814746123,-85.2076585055136
Z-17,275,-85.21345069,35.03492083,,,35.0327814196123,-85.2124448405136
Z-17,275,-85.2206648,35.03754494,,,35.0367175846123,-85.2232660055136
Z-17,275,-85.21747431,35.04347851,,,35.0456179396123,-85.2184802705136
Z-17,275,-85.2102598,35.0408542,,,35.0416814746123,-85.2076585055136
AA-17,276,-85.20304576,35.03822948,35.0365752357746,-85.2082483139671,35.0390566021127,-85.2004444830164
AA-17,276,-85.20623705,35.03229631,,,35.0301568471127,-85.2052314180165
AA-17,276,-85.21345069,35.03492083,,,35.0340936271127,-85.2160518780165
AA-17,276,-85.2102598,35.0408542,,,35.0429936821127,-85.2112655430165
AA-17,276,-85.20304576,35.03822948,,,35.0390566021127,-85.2004444830164
AB-17,277,-85.1958322,35.03560434,35.033950406235,-85.2010347158446,35.0364313068825,-85.1932309420777
AB-17,277,-85.1990239,35.02967137,,,35.0275318518825,-85.1980184920777
AB-17,277,-85.20623705,35.03229631,,,35.0314692618825,-85.2088382170777
AB-17,277,-85.20304576,35.03822948,,,35.0403690168825,-85.2040512820777
AB-17,277,-85.1958322,35.03560434,,,35.0364313068825,-85.1932309420777
AC-17,278,-85.18861912,35.03297878,35.0313251557732,-85.1938215989555,35.0338055921134,-85.1860178805223
AC-17,278,-85.19181122,35.02704601,,,35.0249064371134,-85.1908060305223
AC-17,278,-85.1990239,35.02967137,,,35.0288444771134,-85.2016250505223
AC-17,278,-85.1958322,35.03560434,,,35.0377439321134,-85.1968375005223
AC-17,278,-85.18861912,35.03297878,,,35.0338055921134,-85.1860178805223
AD-17,279,-85.18140652,35.03035281,35.0286994907726,-85.1866089589497,35.0311794696137,-85.1788053005251
AD-17,279,-85.18459902,35.02442024,,,35.0222806146137,-85.1835940505251
AD-17,279,-85.19181122,35.02704601,,,35.0262192696137,-85.1944123505252
AD-17,279,-85.18861912,35.03297878,,,35.0351184246137,-85.1896242005251
AD-17,279,-85.18140652,35.03035281,,,35.0311794696137,-85.1788053005251
AE-17,280,-85.17419439,35.02772642,35.0260734107718,-85.179396793944,35.0285529246141,-85.171593188028
AE-17,280,-85.17738729,35.02179405,,,35.0196543696141,-85.176382538028
AE-17,280,-85.18459902,35.02442024,,,35.0235936546141,-85.187200133028
AE-17,280,-85.18140652,35.03035281,,,35.0324925096141,-85.182411383028
AE-17,280,-85.17419439,35.02772642,,,35.0285529246141,-85.171593188028
AF-17,281,-85.16698274,35.02509962,35.0234469157712,-85.1721851039382,35.0259259721144,-85.1643815580309
AF-17,281,-85.17017604,35.01916745,,,35.0170277171144,-85.1691715080309
AF-17,281,-85.17738729,35.02179405,,,35.0209676171144,-85.1799883830309
AF-17,281,-85.17419439,35.02772642,,,35.0298661721144,-85.1751990330309
AF-17,281,-85.16698274,35.02509962,,,35.0259259721144,-85.1643815580309
AG-17,282,-85.15977157,35.0224724,35.0208200057705,-85.1649738939325,35.0232985971148,-85.1571704080338
AG-17,282,-85.16296527,35.01654043,,,35.0144006421148,-85.1619609580338
AG-17,282,-85.17017604,35.01916745,,,35.0183411721148,-85.1727771130338
AG-17,282,-85.16698274,35.02509962,,,35.0272394271148,-85.1679871630338
AG-17,282,-85.15977157,35.0224724,,,35.0232985971148,-85.1571704080338
AH-17,283,-85.15256087,35.01984477,35.0181926812304,-85.1577631608096,35.0206708143848,-85.1499597245952
AH-17,283,-85.15575498,35.013913,,,35.0117731593848,-85.1547508895952
AH-17,283,-85.16296527,35.01654043,,,35.0157143043848,-85.1655663245952
AH-17,283,-85.15977157,35.0224724,,,35.0246122593848,-85.1607757745952
AH-17,283,-85.15256087,35.01984477,,,35.0206708143848,-85.1499597245952
AI-17,284,-85.14535066,35.01721672,35.0155649403085,-85.1505529070382,35.0180426098458,-85.1427495364809
AI-17,284,-85.14854516,35.01128515,,,35.0091452548458,-85.1475412864809
AI-17,284,-85.15575498,35.013913,,,35.0130870298458,-85.1583560164809
AI-17,284,-85.15256087,35.01984477,,,35.0219846848458,-85.1535648514809
AI-17,284,-85.14535066,35.01721672,,,35.0180426098458,-85.1427495364809
AJ-17,285,-85.13814091,35.01458825,35.0129367812289,-85.1433431257979,35.0154139843856,-85.1355398021011
AJ-17,285,-85.14133582,35.00865688,,,35.0065169293855,-85.140332167101
AJ-17,285,-85.14854516,35.01128515,,,35.0104593343856,-85.1511461771011
AJ-17,285,-85.14535066,35.01721672,,,35.0193566893856,-85.1463544271011
AJ-17,285,-85.13814091,35.01458825,,,35.0154139843856,-85.1355398021011
AK-17,286,-85.13093165,35.01195937,35.0103082057677,-85.1361338239094,35.0127849521161,-85.1283305630453
AK-17,286,-85.13412696,35.0060282,,,35.0038881971162,-85.1331235280453
AK-17,286,-85.14133582,35.00865688,,,35.0078312171161,-85.1439368180453
AK-17,286,-85.13814091,35.01458825,,,35.0167282721162,-85.1391444530453
AK-17,286,-85.13093165,35.01195937,,,35.0127849521161,-85.1283305630453
AL-17,287,-85.12372287,35.00933008,35.007679220767,-85.1289250039037,35.0101555096165,-85.1211218030482
AL-17,287,-85.12691858,35.00339911,,,35.0012590546165,-85.1259153680481
AL-17,287,-85.13412696,35.0060282,,,35.0052026896165,-85.1367279380482
AL-17,287,-85.13093165,35.01195937,,,35.0140994446165,-85.1319349730482
AL-17,287,-85.12372287,35.00933008,,,35.0101555096165,-85.1211218030482
AM-17,288,-85.11651456,35.00670037,35.0050498207663,-85.121716658898,35.0075256446168,-85.113913510551
AM-17,288,-85.11971067,35.0007696,,,34.9986294896169,-85.118707675551
AM-17,288,-85.12691858,35.00339911,,,35.0025737546168,-85.129519540551
AM-17,288,-85.12372287,35.00933008,,,35.0114702096169,-85.124725975551
AM-17,288,-85.11651456,35.00670037,,,35.0075256446168,-85.113913510551
AN-17,289,-85.10930673,35.00407024,35.0024200038832,-85.1145087895721,35.0048953580584,-85.106705700214
AN-17,289,-85.11250324,34.99813968,,,34.9959995180584,-85.1115004652139
AN-17,289,-85.11971067,35.0007696,,,34.9999443980584,-85.122311610214
AN-17,289,-85.11651456,35.00670037,,,35.0088405530584,-85.1175174452139
AN-17,289,-85.10930673,35.00407024,,,35.0048953580584,-85.106705700214
AO-17,290,-85.10209938,35.0014397,34.9997897707649,-85.1073013988865,35.0022646646176,-85.0994983705568
AO-17,290,-85.10529629,34.99550934,,,34.9933691246176,-85.1042937355568
AO-17,290,-85.11250324,34.99813968,,,34.9973146346176,-85.1151041605568
AO-17,290,-85.10930673,35.00407024,,,35.0062104746176,-85.1103093955568
AO-17,290,-85.10209938,35.0014397,,,35.0022646646176,-85.0994983705568
AP-17,291,-85.09489251,34.99880875,34.9971591226464,-85.100094488201,34.9996335636768,-85.0922915208995
AP-17,291,-85.09808982,34.99287858,,,34.9907383086768,-85.0970874858995
AP-17,291,-85.10529629,34.99550934,,,34.9946844486768,-85.1078971908995
AP-17,291,-85.10209938,35.0014397,,,35.0035799886768,-85.1031018258995
AP-17,291,-85.09489251,34.99880875,,,34.9996335636768,-85.0922915208995
AQ-17,292,-85.08768611,34.99617738,34.9945280638814,-85.0928880545545,34.9970020380593,-85.0850851377228
AQ-17,292,-85.09088382,34.99024742,,,34.9881070980593,-85.0898817027228
AQ-17,292,-85.09808982,34.99287858,,,34.9920538380593,-85.1006907027228
AQ-17,292,-85.09489251,34.99880875,,,35.0009490930593,-85.0958947377228
AQ-17,292,-85.08768611,34.99617738,,,34.9970020380593,-85.0850851377228
AR-17,293,-85.08048019,34.9935456,34.9918965876448,-85.0856820931898,34.9943701061776,-85.0778792384051
AR-17,293,-85.0836783,34.98761583,,,34.9854754511776,-85.0826764034051
AR-17,293,-85.09088382,34.99024742,,,34.9894228361776,-85.0934846834051
AR-17,293,-85.08768611,34.99617738,,,34.9983177761776,-85.0886881184051
AR-17,293,-85.08048019,34.9935456,,,34.9943701061776,-85.0778792384051
AS-17,294,-85.07327476,34.9909134,34.9892646984201,-85.0784766176608,34.9917377507899,-85.0706738311697
AS-17,294,-85.07647326,34.98498384,,,34.9828434107899,-85.0754715811696
AS-17,294,-85.0836783,34.98761583,,,34.98679139579,-85.0862791411696
AS-17,294,-85.08048019,34.9935456,,,34.9956860507899,-85.0814819761697
AS-17,294,-85.07327476,34.9909134,,,34.9917377507899,-85.0706738311697
A-16,295,-85.38758437,35.11227487,35.1106127543676,-85.3927882866863,35.1131059278162,-85.3849824116569
A-16,295,-85.3907656,35.10633662,,,35.1041985528162,-85.3897542566569
A-16,295,-85.39799202,35.10895047,,,35.1081193278162,-85.4005938866569
A-16,295,-85.3948112,35.11488893,,,35.1170270178162,-85.3958226566569
A-16,295,-85.38758437,35.11227487,,,35.1131059278162,-85.3849824116569
B-16,296,-85.38035802,35.1096604,35.1079985881377,-85.3855619003106,35.1104913059312,-85.3777560798447
B-16,296,-85.38353966,35.10372234,,,35.1015842159312,-85.3825285398447
B-16,296,-85.3907656,35.10633662,,,35.1055056359312,-85.3933674498447
B-16,296,-85.38758437,35.11227487,,,35.1144130109312,-85.3885956048447
B-16,296,-85.38035802,35.1096604,,,35.1104913059312,-85.3777560798447
C-16,297,-85.37313214,35.10704551,35.1053840062516,-85.3783359909896,35.1078762618742,-85.3705302145052
C-16,297,-85.37631419,35.10110765,,,35.0989694718742,-85.3753032895052
C-16,297,-85.38353966,35.10372234,,,35.1028915068742,-85.3861414945052
C-16,297,-85.38035802,35.1096604,,,35.1117985968742,-85.3813690345052
C-16,297,-85.37313214,35.10704551,,,35.1078762618742,-85.3705302145052
D-16,298,-85.36590674,35.10443019,35.1027690039033,-85.371110554783,35.1052607830484,-85.3633048326085
D-16,298,-85.36908919,35.09849254,,,35.0963543080484,-85.3680785076085
D-16,298,-85.37631419,35.10110765,,,35.1002769730484,-85.3789160076085
D-16,298,-85.37313214,35.10704551,,,35.1091837630484,-85.3741429326085
D-16,298,-85.36590674,35.10443019,,,35.1052607830484,-85.3633048326085
E-16,299,-85.35868181,35.10181446,35.1001535785974,-85.3638855921785,35.1026449007013,-85.3560799189107
E-16,299,-85.36186468,35.095877,,,35.0937387107013,-85.3608542239107
E-16,299,-85.36908919,35.09849254,,,35.0976620207013,-85.3716909889107
E-16,299,-85.36590674,35.10443019,,,35.1065684957013,-85.3669173139107
E-16,299,-85.35868181,35.10181446,,,35.1026449007013,-85.3560799189107
F-16,300,-85.35145737,35.09919831,35.0975377353249,-85.3566611122018,35.1000285973375,-85.3488554988991
F-16,300,-85.35464063,35.09326105,,,35.0911227073375,-85.3536303888991
F-16,300,-85.36186468,35.095877,,,35.0950466323375,-85.3644664638991
F-16,300,-85.35868181,35.10181446,,,35.1039528223375,-85.3596921588991
F-16,300,-85.35145737,35.09919831,,,35.1000285973375,-85.3488554988991
G-16,301,-85.34423339,35.09658174,35.0949214767107,-85.349437102851,35.0974118716446,-85.3416315335745
G-16,301,-85.34741707,35.09064468,,,35.0885062816446,-85.3464070535745
G-16,301,-85.35464063,35.09326105,,,35.0924308366446,-85.3572423935745
G-16,301,-85.35145737,35.09919831,,,35.1013367266446,-85.3524675035745
G-16,301,-85.34423339,35.09658174,,,35.0974118716446,-85.3416315335745
H-16,302,-85.3370099,35.09396475,35.0923047957858,-85.3422135740753,35.0947947271071,-85.3344080629624
H-16,302,-85.34019398,35.08802789,,,35.0858894371071,-85.3391841829624
H-16,302,-85.34741707,35.09064468,,,35.0898146221071,-85.3500188179624
H-16,302,-85.34423339,35.09658174,,,35.0987202121071,-85.3452432979624
H-16,302,-85.3370099,35.09396475,,,35.0947947271071,-85.3344080629624
I-16,303,-85.32978688,35.09134734,35.0896876957851,-85.3349905190695,35.0921771621075,-85.3271850604653
I-16,303,-85.33297136,35.08541068,,,35.0832721721075,-85.3319617804652
I-16,303,-85.34019398,35.08802789,,,35.0871979871075,-85.3427957104652
I-16,303,-85.3370099,35.09396475,,,35.0961032771075,-85.3380195904652
I-16,303,-85.32978688,35.09134734,,,35.0921771621075,-85.3271850604653
