date,time,event
03/12/2018,14:53:00,Partly Cloudy
03/12/2018,15:53:00,Partly Cloudy
03/12/2018,16:53:00,Scattered Clouds
03/12/2018,17:53:00,Mostly Cloudy
03/12/2018,18:53:00,Mostly Cloudy
03/12/2018,19:53:00,Mostly Cloudy
03/12/2018,20:53:00,Scattered Clouds
03/12/2018,21:53:00,Mostly Cloudy
03/12/2018,22:53:00,Mostly Cloudy
03/12/2018,23:53:00,Overcast
03/13/2018,00:53:00,Overcast
03/13/2018,01:53:00,Overcast
03/13/2018,02:53:00,Clear
03/13/2018,03:53:00,Clear
03/13/2018,04:53:00,Clear
03/13/2018,05:53:00,Clear
03/13/2018,06:53:00,Clear
03/13/2018,07:53:00,Scattered Clouds
03/13/2018,08:53:00,Scattered Clouds
03/13/2018,09:53:00,Scattered Clouds
03/13/2018,10:53:00,Mostly Cloudy
03/13/2018,11:53:00,Mostly Cloudy
03/13/2018,12:53:00,Mostly Cloudy
03/13/2018,13:53:00,Mostly Cloudy
03/13/2018,14:53:00,Scattered Clouds
03/13/2018,15:53:00,Partly Cloudy
03/13/2018,16:53:00,Partly Cloudy
03/13/2018,17:53:00,Partly Cloudy
03/13/2018,18:53:00,Partly Cloudy
03/13/2018,19:53:00,Partly Cloudy
03/13/2018,20:53:00,Partly Cloudy
03/13/2018,21:53:00,Clear
03/13/2018,22:53:00,Scattered Clouds
03/13/2018,23:53:00,Mostly Cloudy
03/14/2018,00:53:00,Clear
03/14/2018,01:53:00,Clear
03/14/2018,02:53:00,Clear
03/14/2018,03:53:00,Clear
03/14/2018,04:53:00,Scattered Clouds
03/14/2018,05:53:00,Scattered Clouds
03/14/2018,06:53:00,Scattered Clouds
03/14/2018,07:53:00,Partly Cloudy
03/14/2018,08:53:00,Clear
03/14/2018,09:53:00,Scattered Clouds
03/14/2018,10:53:00,Partly Cloudy
03/14/2018,11:53:00,Partly Cloudy
03/14/2018,12:53:00,Clear
03/14/2018,13:53:00,Clear
03/14/2018,14:53:00,Clear
03/14/2018,15:53:00,Partly Cloudy
03/14/2018,16:53:00,Partly Cloudy
03/14/2018,17:53:00,Partly Cloudy
03/14/2018,18:53:00,Partly Cloudy
03/14/2018,19:53:00,Clear
03/14/2018,20:53:00,Clear
03/14/2018,21:53:00,Clear
03/14/2018,22:53:00,Clear
03/14/2018,23:53:00,Clear
03/15/2018,00:53:00,Clear
03/15/2018,01:53:00,Clear
03/15/2018,02:53:00,Clear
03/15/2018,03:53:00,Clear
03/15/2018,04:53:00,Clear
03/15/2018,05:53:00,Clear
03/15/2018,06:53:00,Clear
03/15/2018,07:53:00,Clear
03/15/2018,08:53:00,Scattered Clouds
03/15/2018,09:53:00,Scattered Clouds
03/15/2018,10:53:00,Scattered Clouds
03/15/2018,11:53:00,Scattered Clouds
03/15/2018,12:53:00,Clear
03/15/2018,13:53:00,Clear
03/15/2018,14:53:00,Partly Cloudy
03/15/2018,15:53:00,Partly Cloudy
03/15/2018,16:53:00,Partly Cloudy
03/15/2018,17:53:00,Partly Cloudy
03/15/2018,18:53:00,Partly Cloudy
03/15/2018,19:53:00,Scattered Clouds
03/15/2018,20:53:00,Clear
03/15/2018,21:53:00,Clear
03/15/2018,22:53:00,Clear
03/15/2018,23:53:00,Clear
03/16/2018,00:53:00,Clear
03/16/2018,01:53:00,Clear
03/16/2018,02:53:00,Clear
03/16/2018,03:53:00,Clear
03/16/2018,04:53:00,Clear
03/16/2018,05:53:00,Scattered Clouds
03/16/2018,06:53:00,Scattered Clouds
03/16/2018,07:53:00,Mostly Cloudy
03/16/2018,08:53:00,Mostly Cloudy
03/16/2018,09:53:00,Mostly Cloudy
03/16/2018,10:53:00,Mostly Cloudy
03/16/2018,11:53:00,Mostly Cloudy
03/16/2018,12:53:00,Mostly Cloudy
03/16/2018,13:53:00,Mostly Cloudy
03/16/2018,14:53:00,Mostly Cloudy
03/16/2018,15:53:00,Mostly Cloudy
03/16/2018,16:53:00,Mostly Cloudy
03/16/2018,17:53:00,Mostly Cloudy
03/16/2018,18:53:00,Scattered Clouds
03/16/2018,19:53:00,Scattered Clouds
03/16/2018,20:53:00,Scattered Clouds
03/16/2018,21:53:00,Partly Cloudy
03/16/2018,22:53:00,Scattered Clouds
03/16/2018,23:53:00,Scattered Clouds
03/17/2018,00:53:00,Clear
03/17/2018,01:53:00,Overcast
03/17/2018,02:53:00,Overcast
03/17/2018,03:26:00,Overcast
03/17/2018,03:53:00,Overcast
03/17/2018,04:53:00,Overcast
03/17/2018,05:53:00,Overcast
03/17/2018,06:45:00,Overcast
03/17/2018,06:53:00,Overcast
03/17/2018,07:53:00,Overcast
03/17/2018,08:02:00,Overcast
03/17/2018,08:15:00,Light Thunderstorms and Rain
03/17/2018,08:32:00,Light Thunderstorms and Rain
03/17/2018,08:44:00,Light Thunderstorms and Rain
03/17/2018,08:53:00,Light Thunderstorms and Rain
03/17/2018,09:06:00,Light Rain
03/17/2018,09:53:00,Mostly Cloudy
03/17/2018,10:20:00,Mostly Cloudy
03/17/2018,10:53:00,Mostly Cloudy
03/17/2018,11:17:00,Mostly Cloudy
03/17/2018,11:53:00,Mostly Cloudy
03/17/2018,12:53:00,Mostly Cloudy
03/17/2018,13:53:00,Mostly Cloudy
03/17/2018,14:53:00,Mostly Cloudy
03/17/2018,15:53:00,Mostly Cloudy
03/17/2018,16:53:00,Mostly Cloudy
03/17/2018,17:53:00,Mostly Cloudy
03/17/2018,18:53:00,Mostly Cloudy
03/17/2018,19:53:00,Mostly Cloudy
03/17/2018,20:53:00,Mostly Cloudy
03/17/2018,21:53:00,Mostly Cloudy
03/17/2018,22:53:00,Mostly Cloudy
03/17/2018,23:53:00,Scattered Clouds
03/18/2018,00:53:00,Clear
03/18/2018,01:53:00,Clear
03/18/2018,02:53:00,Clear
03/18/2018,03:53:00,Clear
03/18/2018,04:53:00,Clear
03/18/2018,05:53:00,Mostly Cloudy
03/18/2018,06:53:00,Mostly Cloudy
03/18/2018,07:53:00,Mostly Cloudy
03/18/2018,08:53:00,Scattered Clouds
03/18/2018,09:53:00,Scattered Clouds
03/18/2018,10:53:00,Scattered Clouds
03/18/2018,11:53:00,Scattered Clouds
03/18/2018,12:53:00,Mostly Cloudy
03/18/2018,13:53:00,Mostly Cloudy
03/18/2018,14:53:00,Mostly Cloudy
03/18/2018,15:53:00,Mostly Cloudy
03/18/2018,16:53:00,Mostly Cloudy
03/18/2018,17:53:00,Mostly Cloudy
03/18/2018,18:53:00,Mostly Cloudy
03/18/2018,19:53:00,Mostly Cloudy
03/18/2018,20:53:00,Overcast
03/18/2018,21:53:00,Overcast
03/18/2018,22:53:00,Overcast
03/18/2018,23:53:00,Overcast
03/19/2018,00:53:00,Overcast
03/19/2018,01:53:00,Scattered Clouds
03/19/2018,02:53:00,Overcast
03/19/2018,03:53:00,Overcast
03/19/2018,04:53:00,Mostly Cloudy
03/19/2018,05:53:00,Mostly Cloudy
03/19/2018,06:53:00,Mostly Cloudy
03/19/2018,07:53:00,Overcast
03/19/2018,08:53:00,Overcast
03/19/2018,09:34:00,Overcast
03/19/2018,09:53:00,Overcast
03/19/2018,09:56:00,Overcast
03/19/2018,10:25:00,Rain
03/19/2018,10:42:00,Light Thunderstorms and Rain
03/19/2018,10:45:00,Thunderstorms and Rain
03/19/2018,10:53:00,Thunderstorms and Rain
03/19/2018,11:17:00,Rain
03/19/2018,11:22:00,Rain
03/19/2018,11:40:00,Light Rain
03/19/2018,11:53:00,Light Rain
03/19/2018,11:56:00,Light Rain
03/19/2018,12:37:00,Overcast
03/19/2018,12:51:00,Overcast
03/19/2018,12:53:00,Overcast
03/19/2018,13:45:00,Overcast
03/19/2018,13:53:00,Overcast
03/19/2018,14:53:00,Overcast
03/19/2018,15:53:00,Overcast
03/19/2018,16:30:00,Rain
03/19/2018,16:41:00,Light Rain
03/19/2018,16:53:00,Light Rain
03/19/2018,17:36:00,Overcast
03/19/2018,17:49:00,Overcast
03/19/2018,17:53:00,Overcast
03/19/2018,18:02:00,Overcast
03/19/2018,18:11:00,Rain
03/19/2018,18:14:00,Rain
03/19/2018,18:31:00,Rain
03/19/2018,18:38:00,Overcast
03/19/2018,18:53:00,Overcast
03/19/2018,19:53:00,Overcast
03/19/2018,20:53:00,Overcast
03/19/2018,21:41:00,Light Thunderstorms and Rain
03/19/2018,21:53:00,Light Thunderstorms and Rain
03/19/2018,21:56:00,Light Thunderstorms and Rain
03/19/2018,22:03:00,Light Thunderstorms and Rain
03/19/2018,22:31:00,Mostly Cloudy
03/19/2018,22:53:00,Mostly Cloudy
03/19/2018,23:53:00,Overcast
03/20/2018,00:10:00,Mostly Cloudy
03/20/2018,00:19:00,Mostly Cloudy
03/20/2018,00:29:00,Fog
03/20/2018,00:53:00,Fog
03/20/2018,01:29:00,Fog
03/20/2018,01:39:00,Fog
03/20/2018,01:46:00,Fog
03/20/2018,01:53:00,Fog
03/20/2018,02:53:00,Fog
03/20/2018,03:20:00,Fog
03/20/2018,03:30:00,Fog
03/20/2018,03:53:00,Fog
03/20/2018,04:53:00,Fog
03/20/2018,05:53:00,Fog
03/20/2018,06:22:00,Fog
03/20/2018,06:29:00,Fog
03/20/2018,06:53:00,Fog
03/20/2018,06:55:00,Fog
03/20/2018,07:27:00,Fog
03/20/2018,07:51:00,Fog
03/20/2018,07:53:00,Fog
03/20/2018,08:53:00,Fog
03/20/2018,09:10:00,Fog
03/20/2018,09:51:00,Scattered Clouds
03/20/2018,09:53:00,Mostly Cloudy
03/20/2018,10:28:00,Mostly Cloudy
03/20/2018,10:53:00,Mostly Cloudy
03/20/2018,11:53:00,Overcast
03/20/2018,12:53:00,Mostly Cloudy
03/20/2018,13:53:00,Overcast
03/20/2018,14:53:00,Light Drizzle
03/20/2018,15:34:00,Overcast
03/20/2018,15:53:00,Mostly Cloudy
03/20/2018,16:53:00,Overcast
03/20/2018,17:53:00,Light Rain
03/20/2018,18:18:00,Light Rain
03/20/2018,18:53:00,Light Rain
03/20/2018,19:53:00,Overcast
03/20/2018,20:53:00,Light Rain
03/20/2018,21:04:00,Overcast
03/20/2018,21:53:00,Mostly Cloudy
03/20/2018,22:53:00,Overcast
03/20/2018,23:14:00,Overcast
03/20/2018,23:35:00,Overcast
03/20/2018,23:53:00,Overcast
03/21/2018,00:53:00,Overcast
03/21/2018,01:48:00,Overcast
03/21/2018,01:53:00,Overcast
03/21/2018,02:53:00,Overcast
03/21/2018,03:53:00,Overcast
03/21/2018,04:53:00,Overcast
03/21/2018,05:53:00,Overcast
03/21/2018,06:53:00,Overcast
03/21/2018,07:53:00,Overcast
03/21/2018,08:53:00,Mostly Cloudy
03/21/2018,09:31:00,Overcast
03/21/2018,09:53:00,Overcast
03/21/2018,10:53:00,Mostly Cloudy
03/21/2018,11:53:00,Mostly Cloudy
03/21/2018,12:53:00,Mostly Cloudy
03/21/2018,13:53:00,Mostly Cloudy
03/21/2018,14:53:00,Mostly Cloudy
03/21/2018,15:53:00,Mostly Cloudy
03/21/2018,16:53:00,Mostly Cloudy
03/21/2018,17:53:00,Scattered Clouds
03/21/2018,18:53:00,Scattered Clouds
03/21/2018,19:53:00,Partly Cloudy
03/21/2018,20:53:00,Clear
03/21/2018,21:53:00,Clear
03/21/2018,22:53:00,Clear
03/21/2018,23:53:00,Clear
03/22/2018,00:53:00,Clear
03/22/2018,01:53:00,Clear
03/22/2018,02:53:00,Clear
03/22/2018,03:53:00,Clear
03/22/2018,04:53:00,Clear
03/22/2018,05:53:00,Clear
03/22/2018,06:53:00,Clear
03/22/2018,07:53:00,Partly Cloudy
03/22/2018,08:53:00,Clear
03/22/2018,09:53:00,Clear
03/22/2018,10:53:00,Partly Cloudy
03/22/2018,11:53:00,Partly Cloudy
03/22/2018,12:53:00,Partly Cloudy
03/22/2018,13:53:00,Partly Cloudy
03/22/2018,14:53:00,Partly Cloudy
03/22/2018,15:53:00,Partly Cloudy
03/22/2018,16:53:00,Partly Cloudy
03/22/2018,17:53:00,Partly Cloudy
03/22/2018,18:53:00,Partly Cloudy
03/22/2018,19:53:00,Partly Cloudy
03/22/2018,20:53:00,Clear
03/22/2018,21:53:00,Clear
03/22/2018,22:53:00,Clear
03/22/2018,23:53:00,Clear
03/23/2018,00:53:00,Clear
03/23/2018,01:53:00,Clear
03/23/2018,02:53:00,Clear
03/23/2018,03:53:00,Clear
03/23/2018,04:53:00,Mostly Cloudy
03/23/2018,05:53:00,Overcast
03/23/2018,06:53:00,Overcast
03/23/2018,07:53:00,Mostly Cloudy
03/23/2018,08:53:00,Mostly Cloudy
03/23/2018,09:53:00,Mostly Cloudy
03/23/2018,10:53:00,Scattered Clouds
03/23/2018,11:53:00,Scattered Clouds
03/23/2018,12:53:00,Scattered Clouds
03/23/2018,13:53:00,Mostly Cloudy
03/23/2018,14:53:00,Mostly Cloudy
03/23/2018,15:53:00,Mostly Cloudy
03/23/2018,16:53:00,Mostly Cloudy
03/23/2018,17:53:00,Mostly Cloudy
03/23/2018,18:53:00,Mostly Cloudy
03/23/2018,19:53:00,Mostly Cloudy
03/23/2018,20:53:00,Mostly Cloudy
03/23/2018,21:53:00,Mostly Cloudy
03/23/2018,22:53:00,Mostly Cloudy
03/23/2018,23:53:00,Overcast
03/24/2018,00:53:00,Overcast
03/24/2018,01:53:00,Overcast
03/24/2018,02:53:00,Mostly Cloudy
03/24/2018,03:53:00,Overcast
03/24/2018,04:53:00,Overcast
03/24/2018,05:53:00,Overcast
03/24/2018,06:53:00,Overcast
03/24/2018,07:53:00,Overcast
03/24/2018,08:53:00,Overcast
03/24/2018,09:32:00,Overcast
03/24/2018,09:53:00,Overcast
03/24/2018,10:53:00,Light Drizzle
03/24/2018,11:53:00,Overcast
03/24/2018,12:53:00,Overcast
03/24/2018,13:53:00,Overcast
03/24/2018,14:53:00,Overcast
03/24/2018,15:53:00,Overcast
03/24/2018,16:53:00,Overcast
03/24/2018,17:53:00,Overcast
03/24/2018,18:53:00,Overcast
03/24/2018,19:53:00,Light Rain
03/24/2018,20:53:00,Overcast
03/24/2018,21:53:00,Overcast
03/24/2018,22:53:00,Mostly Cloudy
03/24/2018,23:35:00,Overcast
03/24/2018,23:53:00,Overcast
03/25/2018,00:53:00,Overcast
03/25/2018,01:39:00,Mostly Cloudy
03/25/2018,01:53:00,Light Rain
03/25/2018,02:15:00,Light Rain
03/25/2018,02:34:00,Light Rain
03/25/2018,02:41:00,Overcast
03/25/2018,02:53:00,Mostly Cloudy
03/25/2018,03:03:00,Mostly Cloudy
03/25/2018,03:37:00,Overcast
03/25/2018,03:44:00,Overcast
03/25/2018,03:53:00,Overcast
03/25/2018,04:14:00,Overcast
03/25/2018,04:23:00,Overcast
03/25/2018,04:53:00,Overcast
03/25/2018,05:53:00,Overcast
03/25/2018,06:53:00,Overcast
03/25/2018,07:53:00,Overcast
03/25/2018,08:53:00,Overcast
03/25/2018,09:20:00,Overcast
03/25/2018,09:53:00,Overcast
03/25/2018,10:53:00,Overcast
03/25/2018,11:53:00,Overcast
03/25/2018,12:53:00,Overcast
03/25/2018,13:53:00,Overcast
03/25/2018,14:19:00,Overcast
03/25/2018,14:53:00,Overcast
03/25/2018,15:30:00,Haze
03/25/2018,15:53:00,Haze
03/25/2018,16:17:00,Haze
03/25/2018,16:53:00,Haze
03/25/2018,17:53:00,Overcast
03/25/2018,18:53:00,Overcast
03/25/2018,19:53:00,Overcast
03/25/2018,20:53:00,Overcast
03/25/2018,21:53:00,Overcast
03/25/2018,22:53:00,Overcast
03/25/2018,23:53:00,Overcast
03/26/2018,00:15:00,Overcast
03/26/2018,00:53:00,Overcast
03/26/2018,01:53:00,Overcast
03/26/2018,02:53:00,Overcast
03/26/2018,04:53:00,Overcast
03/26/2018,05:53:00,Overcast
03/26/2018,06:53:00,Overcast
03/26/2018,07:53:00,Overcast
03/26/2018,08:53:00,Overcast
03/26/2018,09:53:00,Overcast
03/26/2018,10:53:00,Overcast
03/26/2018,11:53:00,Overcast
03/26/2018,12:53:00,Overcast
03/26/2018,13:53:00,Overcast
03/26/2018,14:53:00,Overcast
03/26/2018,15:53:00,Overcast
03/26/2018,16:53:00,Overcast
03/26/2018,17:53:00,Overcast
03/26/2018,18:53:00,Overcast
03/26/2018,20:53:00,Overcast
03/26/2018,21:34:00,Overcast
03/26/2018,21:53:00,Overcast
03/26/2018,22:53:00,Overcast
03/26/2018,23:53:00,Overcast
03/27/2018,00:05:00,Unknown
03/27/2018,00:53:00,Overcast
03/27/2018,01:53:00,Overcast
03/27/2018,02:17:00,Overcast
03/27/2018,02:48:00,Overcast
03/27/2018,02:53:00,Overcast
03/27/2018,03:53:00,Overcast
03/27/2018,04:53:00,Overcast
03/27/2018,05:53:00,Overcast
03/27/2018,06:53:00,Overcast
03/27/2018,07:53:00,Overcast
03/27/2018,08:53:00,Overcast
03/27/2018,09:53:00,Overcast
03/27/2018,10:53:00,Overcast
03/27/2018,11:53:00,Overcast
03/27/2018,12:53:00,Overcast
03/27/2018,13:53:00,Overcast
03/27/2018,14:53:00,Overcast
03/27/2018,15:53:00,Overcast
03/27/2018,16:53:00,Overcast
03/27/2018,17:15:00,Overcast
03/27/2018,17:53:00,Mostly Cloudy
03/27/2018,18:53:00,Mostly Cloudy
03/27/2018,19:53:00,Mostly Cloudy
03/27/2018,20:53:00,Mostly Cloudy
03/27/2018,21:53:00,Mostly Cloudy
03/27/2018,22:53:00,Mostly Cloudy
03/27/2018,23:53:00,Mostly Cloudy
03/28/2018,00:53:00,Partly Cloudy
03/28/2018,01:53:00,Clear
03/28/2018,02:53:00,Unknown
03/28/2018,03:53:00,Scattered Clouds
03/28/2018,04:32:00,Mostly Cloudy
03/28/2018,04:42:00,Scattered Clouds
03/28/2018,04:53:00,Partly Cloudy
03/28/2018,05:53:00,Mostly Cloudy
03/28/2018,06:49:00,Overcast
03/28/2018,06:53:00,Overcast
03/28/2018,07:53:00,Overcast
03/28/2018,08:48:00,Overcast
03/28/2018,08:53:00,Overcast
03/28/2018,09:53:00,Overcast
03/28/2018,10:53:00,Mostly Cloudy
03/28/2018,10:59:00,Mostly Cloudy
03/28/2018,11:53:00,Mostly Cloudy
03/28/2018,12:53:00,Mostly Cloudy
03/28/2018,13:53:00,Mostly Cloudy
03/28/2018,14:53:00,Overcast
03/28/2018,15:53:00,Overcast
03/28/2018,16:53:00,Overcast
03/28/2018,17:53:00,Overcast
03/28/2018,18:53:00,Overcast
03/28/2018,19:53:00,Overcast
03/28/2018,20:53:00,Overcast
03/28/2018,21:53:00,Overcast
03/28/2018,22:53:00,Overcast
03/28/2018,23:53:00,Overcast
03/29/2018,00:53:00,Clear
03/29/2018,01:53:00,Clear
03/29/2018,02:53:00,Clear
03/29/2018,03:53:00,Unknown
03/29/2018,04:53:00,Overcast
03/29/2018,05:53:00,Mostly Cloudy
03/29/2018,06:53:00,Mostly Cloudy
03/29/2018,07:53:00,Overcast
03/29/2018,08:53:00,Overcast
03/29/2018,09:53:00,Overcast
03/29/2018,10:24:00,Mostly Cloudy
03/29/2018,10:53:00,Mostly Cloudy
03/29/2018,11:53:00,Mostly Cloudy
03/29/2018,12:53:00,Mostly Cloudy
03/29/2018,13:53:00,Mostly Cloudy
03/29/2018,14:53:00,Overcast
03/29/2018,15:53:00,Overcast
03/29/2018,16:47:00,Light Rain
03/29/2018,16:53:00,Light Rain
03/29/2018,17:43:00,Rain
03/29/2018,17:46:00,Heavy Rain
03/29/2018,17:53:00,Heavy Rain
03/29/2018,18:02:00,Rain
03/29/2018,18:08:00,Rain
03/29/2018,18:53:00,Rain
03/29/2018,19:10:00,Heavy Rain
03/29/2018,19:26:00,Light Rain
03/29/2018,19:53:00,Light Rain
03/29/2018,20:53:00,Mostly Cloudy
03/29/2018,21:53:00,Overcast
03/29/2018,22:47:00,Mostly Cloudy
03/29/2018,22:53:00,Mostly Cloudy
03/29/2018,23:30:00,Mostly Cloudy
03/29/2018,23:53:00,Mostly Cloudy
03/30/2018,00:51:00,Partly Cloudy
03/30/2018,00:53:00,Partly Cloudy
03/30/2018,01:53:00,Clear
03/30/2018,02:53:00,Scattered Clouds
03/30/2018,03:53:00,Clear
03/30/2018,04:53:00,Scattered Clouds
03/30/2018,05:53:00,Light Rain
03/30/2018,06:53:00,Mostly Cloudy
03/30/2018,07:53:00,Mostly Cloudy
03/30/2018,08:43:00,Overcast
03/30/2018,08:53:00,Overcast
03/30/2018,09:02:00,Overcast
03/30/2018,09:53:00,Overcast
03/30/2018,10:27:00,Overcast
03/30/2018,10:53:00,Overcast
03/30/2018,11:53:00,Mostly Cloudy
03/30/2018,12:53:00,Mostly Cloudy
03/30/2018,13:53:00,Mostly Cloudy
03/30/2018,14:53:00,Mostly Cloudy
03/30/2018,15:53:00,Mostly Cloudy
03/30/2018,16:53:00,Mostly Cloudy
03/30/2018,17:53:00,Mostly Cloudy
03/30/2018,18:53:00,Scattered Clouds
03/30/2018,19:53:00,Scattered Clouds
03/30/2018,20:53:00,Partly Cloudy
03/30/2018,21:53:00,Partly Cloudy
03/30/2018,22:53:00,Clear
03/30/2018,23:53:00,Clear
03/31/2018,00:53:00,Clear
03/31/2018,01:53:00,Clear
03/31/2018,02:53:00,Clear
03/31/2018,03:53:00,Clear
03/31/2018,04:53:00,Clear
03/31/2018,05:53:00,Clear
03/31/2018,06:20:00,Scattered Clouds
03/31/2018,06:34:00,Scattered Clouds
03/31/2018,06:53:00,Scattered Clouds
03/31/2018,07:25:00,Mostly Cloudy
03/31/2018,07:42:00,Scattered Clouds
03/31/2018,07:53:00,Scattered Clouds
03/31/2018,08:06:00,Scattered Clouds
03/31/2018,08:53:00,Scattered Clouds
03/31/2018,09:53:00,Scattered Clouds
03/31/2018,10:53:00,Scattered Clouds
03/31/2018,11:53:00,Mostly Cloudy
03/31/2018,12:53:00,Mostly Cloudy
03/31/2018,13:53:00,Mostly Cloudy
03/31/2018,14:53:00,Mostly Cloudy
03/31/2018,15:53:00,Mostly Cloudy
03/31/2018,16:53:00,Mostly Cloudy
03/31/2018,17:53:00,Mostly Cloudy
03/31/2018,18:53:00,Mostly Cloudy
03/31/2018,19:53:00,Mostly Cloudy
03/31/2018,20:53:00,Scattered Clouds
03/31/2018,21:53:00,Partly Cloudy
03/31/2018,22:53:00,Partly Cloudy
03/31/2018,23:53:00,Partly Cloudy
04/01/2018,00:53:00,Clear
04/01/2018,01:53:00,Clear
04/01/2018,02:53:00,Clear
04/01/2018,03:53:00,Clear
04/01/2018,04:53:00,Clear
04/01/2018,05:53:00,Scattered Clouds
04/01/2018,06:53:00,Scattered Clouds
04/01/2018,07:53:00,Scattered Clouds
04/01/2018,08:53:00,Mostly Cloudy
04/01/2018,09:53:00,Mostly Cloudy
04/01/2018,10:53:00,Mostly Cloudy
04/01/2018,11:53:00,Mostly Cloudy
04/01/2018,12:53:00,Mostly Cloudy
04/01/2018,13:53:00,Mostly Cloudy
04/01/2018,14:53:00,Mostly Cloudy
04/01/2018,15:53:00,Mostly Cloudy
04/01/2018,16:53:00,Mostly Cloudy
04/01/2018,17:53:00,Mostly Cloudy
04/01/2018,18:53:00,Mostly Cloudy
04/01/2018,19:53:00,Mostly Cloudy
04/01/2018,20:53:00,Mostly Cloudy
04/01/2018,21:53:00,Mostly Cloudy
04/01/2018,22:53:00,Mostly Cloudy
04/01/2018,23:53:00,Mostly Cloudy
04/02/2018,00:53:00,Scattered Clouds
04/02/2018,01:53:00,Clear
04/02/2018,02:53:00,Partly Cloudy
04/02/2018,03:53:00,Clear
04/02/2018,04:53:00,Partly Cloudy
04/02/2018,05:53:00,Overcast
04/02/2018,06:53:00,Overcast
04/02/2018,07:53:00,Mostly Cloudy
04/02/2018,08:53:00,Mostly Cloudy
04/02/2018,09:53:00,Mostly Cloudy
04/02/2018,10:53:00,Mostly Cloudy
04/02/2018,11:53:00,Mostly Cloudy
04/02/2018,12:53:00,Mostly Cloudy
04/02/2018,13:53:00,Mostly Cloudy
04/02/2018,14:53:00,Mostly Cloudy
04/02/2018,15:53:00,Mostly Cloudy
04/02/2018,16:53:00,Scattered Clouds
04/02/2018,17:53:00,Scattered Clouds
04/02/2018,18:53:00,Scattered Clouds
04/02/2018,19:53:00,Partly Cloudy
04/02/2018,20:53:00,Partly Cloudy
04/02/2018,21:53:00,Partly Cloudy
04/02/2018,22:53:00,Partly Cloudy
04/02/2018,23:53:00,Clear
04/03/2018,00:53:00,Clear
04/03/2018,01:53:00,Clear
04/03/2018,02:53:00,Clear
04/03/2018,03:53:00,Clear
04/03/2018,04:53:00,Clear
04/03/2018,05:53:00,Mostly Cloudy
04/03/2018,06:53:00,Mostly Cloudy
04/03/2018,07:53:00,Mostly Cloudy
04/03/2018,08:53:00,Mostly Cloudy
04/03/2018,09:53:00,Overcast
04/03/2018,10:53:00,Mostly Cloudy
04/03/2018,11:53:00,Mostly Cloudy
04/03/2018,12:53:00,Mostly Cloudy
04/03/2018,13:53:00,Mostly Cloudy
04/03/2018,14:53:00,Mostly Cloudy
04/03/2018,15:53:00,Mostly Cloudy
04/03/2018,16:53:00,Mostly Cloudy
04/03/2018,17:53:00,Scattered Clouds
04/03/2018,18:53:00,Scattered Clouds
04/03/2018,19:53:00,Scattered Clouds
04/03/2018,20:53:00,Scattered Clouds
04/03/2018,21:53:00,Mostly Cloudy
04/03/2018,22:53:00,Overcast
04/03/2018,23:53:00,Overcast
04/04/2018,00:53:00,Mostly Cloudy
04/04/2018,01:51:00,Mostly Cloudy
04/04/2018,01:53:00,Mostly Cloudy
04/04/2018,02:09:00,Light Rain
04/04/2018,02:53:00,Light Rain
04/04/2018,03:53:00,Scattered Clouds
04/04/2018,04:13:00,Mostly Cloudy
04/04/2018,04:53:00,Light Rain
04/04/2018,05:53:00,Overcast
04/04/2018,06:45:00,Mostly Cloudy
04/04/2018,06:53:00,Mostly Cloudy
04/04/2018,07:53:00,Mostly Cloudy
04/04/2018,08:53:00,Mostly Cloudy
04/04/2018,09:53:00,Mostly Cloudy
04/04/2018,10:53:00,Mostly Cloudy
04/04/2018,11:53:00,Mostly Cloudy
04/04/2018,12:53:00,Scattered Clouds
04/04/2018,13:53:00,Scattered Clouds
04/04/2018,14:53:00,Partly Cloudy
04/04/2018,15:53:00,Partly Cloudy
04/04/2018,16:53:00,Clear
04/04/2018,17:53:00,Clear
04/04/2018,18:53:00,Clear
04/04/2018,19:53:00,Clear
04/04/2018,20:53:00,Clear
04/04/2018,22:53:00,Clear
04/04/2018,23:53:00,Clear
04/05/2018,00:53:00,Clear
04/05/2018,01:53:00,Clear
04/05/2018,02:53:00,Clear
04/05/2018,03:53:00,Clear
04/05/2018,04:53:00,Clear
04/05/2018,05:53:00,Clear
04/05/2018,06:53:00,Clear
04/05/2018,07:53:00,Scattered Clouds
04/05/2018,08:53:00,Scattered Clouds
04/05/2018,09:53:00,Scattered Clouds
04/05/2018,10:53:00,Mostly Cloudy
04/05/2018,11:53:00,Mostly Cloudy
04/05/2018,12:53:00,Mostly Cloudy
04/05/2018,13:53:00,Mostly Cloudy
04/05/2018,14:53:00,Mostly Cloudy
04/05/2018,15:53:00,Mostly Cloudy
04/05/2018,16:53:00,Mostly Cloudy
04/05/2018,17:53:00,Mostly Cloudy
04/05/2018,18:53:00,Mostly Cloudy
04/05/2018,19:53:00,Mostly Cloudy
04/05/2018,20:53:00,Mostly Cloudy
04/05/2018,21:53:00,Mostly Cloudy
04/05/2018,22:53:00,Mostly Cloudy
04/05/2018,23:53:00,Mostly Cloudy
04/06/2018,00:53:00,Clear
04/06/2018,01:53:00,Clear
04/06/2018,02:53:00,Clear
04/06/2018,03:53:00,Clear
04/06/2018,05:53:00,Mostly Cloudy
04/06/2018,06:53:00,Mostly Cloudy
04/06/2018,07:53:00,Mostly Cloudy
