date,time,temperature,dewpoint,humidity,wind_speed,wind_gust_speed,wind_dir_degrees,wind_dir,pressure,windchill,heatindex,precip,precip_rate,precip_1hr,precip_today,solarradiation,uv_index,temperature_indoor,humidity_indoor,software_type,event,conditions
01/01/2018,00:01:00,-7.5,-15,56,3.2,,203,SSW,1030.7,,,,0,0,0,,,,,,,
01/01/2018,00:32:00,-7.9,-15,59,0,,203,SSW,1031,,,0,0,0,0,,,,,,,
01/01/2018,01:08:00,-8.2,-15,60,4.8,,158,SSE,1030.4,,,0,0,0,0,,,,,,,
01/01/2018,01:38:00,-8.5,-15,60,4.8,,248,WSW,1030.7,,,0,0,0,0,,,,,,,
01/01/2018,02:10:00,-8.8,-15,61,3.2,,158,SSE,1031.4,,,0,0,0,0,,,,,,,
01/01/2018,02:46:00,-9,-15,61,1.6,,180,South,1031.7,,,0,0,0,0,,,,,,,
01/01/2018,03:17:00,-9.4,-15,63,3.2,,203,SSW,1031.7,,,0,0,0,0,,,,,,,
01/01/2018,03:48:00,-9.7,-15.6,63,3.2,,113,ESE,1032.1,,,0,0,0,0,,,,,,,
01/01/2018,04:21:00,-9.8,-15,65,4.8,,203,SSW,1032.1,,,0,0,0,0,,,,,,,
01/01/2018,04:57:00,-10.1,-15,68,6.4,,248,WSW,1032.7,-13.8,,0,0,0,0,,,,,,,
01/01/2018,05:32:00,-10.2,-15,70,4.8,,180,South,1032.4,,,0,0,0,0,,,,,,,
01/01/2018,06:00:00,-10.4,-15,71,3.2,,180,South,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,06:33:00,-10.8,-14.4,75,1.6,,180,South,1033.1,,,0,0,0,0,,,,,,,
01/01/2018,07:02:00,-10.9,-14.4,76,3.2,,113,ESE,1033.7,,,0,0,0,0,,,,,,,
01/01/2018,07:36:00,-11,-14.4,79,3.2,,225,SW,1034.4,,,0,0,0,0,,,,,,,
01/01/2018,08:15:00,-10.9,-13.9,79,0,,180,South,1034.4,,,0,0,0,0,,,,,,,
01/01/2018,08:46:00,-10.8,-13.9,78,0,,203,SSW,1035.1,,,0,0,0,0,,,,,,,
01/01/2018,09:18:00,-9.8,-13.9,73,8,,225,SW,1034.8,-14.3,,0,0,0,0,,,,,,,
01/01/2018,09:55:00,-8.1,-13.9,63,3.2,,203,SSW,1035.1,,,0,0,0,0,,,,,,,
01/01/2018,10:31:00,-6.6,-13.9,58,12.9,,270,West,1036.1,-12,,0,0,0,0,,,,,,,
01/01/2018,11:08:00,-5.7,-13.9,55,4.8,,248,WSW,1036.5,,,0,0,0,0,,,,,,,
01/01/2018,11:37:00,-4.8,-13.3,53,6.4,,180,South,1035.8,-7.7,,0,0,0,0,,,,,,,
01/01/2018,12:11:00,-4.4,-13.3,51,6.4,,90,East,1035.1,-7.2,,0,0,0,0,,,,,,,
01/01/2018,12:47:00,-3.4,-13.3,48,6.4,,203,SSW,1035.4,-6.1,,0,0,0,0,,,,,,,
01/01/2018,13:17:00,-3.2,-12.8,48,6.4,,225,SW,1034.8,-5.9,,0,0,0,0,,,,,,,
01/01/2018,13:50:00,-3.8,-13.3,48,3.2,,158,SSE,1034.4,,,0,0,0,0,,,,,,,
01/01/2018,14:28:00,-3.9,-13.3,49,8,,248,WSW,1034.4,-7.3,,0,0,0,0,,,,,,,
01/01/2018,14:59:00,-3.7,-13.3,49,6.4,,203,SSW,1034.4,-6.4,,0,0,0,0,,,,,,,
01/01/2018,15:29:00,-4,-12.8,50,6.4,,180,South,1034.4,-6.8,,0,0,0,0,,,,,,,
01/01/2018,16:00:00,-4.3,-13.3,50,4.8,,180,South,1034.8,,,0,0,0,0,,,,,,,
01/01/2018,16:30:00,-4.8,-13.9,50,4.8,,135,SE,1034.8,,,0,0,0,0,,,,,,,
01/01/2018,17:04:00,-5.4,-13.3,54,4.8,,180,South,1035.1,,,0,0,0,0,,,,,,,
01/01/2018,17:37:00,-6,-13.3,56,3.2,,113,ESE,1035.1,,,0,0,0,0,,,,,,,
01/01/2018,18:08:00,-6.6,-13.9,56,3.2,,203,SSW,1035.4,,,0,0,0,0,,,,,,,
01/01/2018,18:37:00,-6.8,-13.9,58,3.2,,180,South,1036.1,,,0,0,0,0,,,,,,,
01/01/2018,19:12:00,-7.3,-13.9,60,1.6,,203,SSW,1035.8,,,0,0,0,0,,,,,,,
01/01/2018,19:44:00,-7.7,-14.4,61,4.8,,225,SW,1036.1,,,0,0,0,0,,,,,,,
01/01/2018,20:14:00,-7.9,-14.4,61,4.8,,158,SSE,1036.5,,,0,0,0,0,,,,,,,
01/01/2018,20:42:00,-8.1,-14.4,63,1.6,,180,South,1036.5,,,0,0,0,0,,,,,,,
01/01/2018,21:12:00,-8.4,-14.4,63,1.6,,203,SSW,1036.8,,,0,0,0,0,,,,,,,
01/01/2018,21:47:00,-8.9,-14.4,65,3.2,,180,South,1036.5,,,0,0,0,0,,,,,,,
01/01/2018,22:37:00,-9.3,-14.4,65,1.6,,180,South,1036.8,,,0,0,0,0,,,,,,,
01/01/2018,23:21:00,-9.4,-14.4,66,1.6,,248,WSW,1037.1,,,0,0,0,0,,,,,,,
01/02/2018,00:00:00,-9.5,-15,66,1.6,,203,SSW,1037.1,,,0,0,0,0,,,,,,,
01/02/2018,00:46:00,-10.2,-15.6,68,3.2,,180,South,1037.1,,,0,0,0,0,,,,,,,
01/02/2018,01:31:00,-10.3,-15.6,66,1.6,,225,SW,1036.8,,,0,0,0,0,,,,,,,
