,CutGF_50-50,CutGF_75-25,CutGF_Test,CutRan_50-50,CutRan_75-25,CutRan_Test,FullGF_50-50,FullGF_75-25,FullGF_Test,FullRan_50-50,FullRan_75-25,FullRan_Test,Spatial_50-50,Spatial_75-25,Spatial_Test,Temporal_50-50,Temporal_75-25,Temporal_Test
0,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321,0.03943449258804321
1,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962,0.6466769363198962
2,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863,0.5177180341311863
3,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286,0.24997327157429286
4,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341,0.5279702544212341
5,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739,0.6106564658028739
6,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517,0.6178403283868517
7,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986,0.17581815804753986
8,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928,0.17590076157024928
9,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254,0.1759007487978254
